Running Forward KL,Running Reverse KL,Real Det Return,Running Update Time,Running Env Steps,Real Sto Return,Reward Loss,Itration
71.9858,31.1064,939.99,73,365000,357.63,-1091.9754638671875,73
72.9098,31.1234,902.14,74,370000,263.12,-1114.021728515625,74
72.4178,31.002,800.12,75,375000,276.79,-1140.9876708984375,75
73.3183,31.9495,986.21,76,380000,301.25,-1162.337646484375,76
72.0,30.8299,878.92,77,385000,331.46,-1181.2734375,77
72.4121,30.7259,883.46,78,390000,275.72,-1198.64306640625,78
72.6051,31.0444,744.87,79,395000,332.88,-1221.6580810546875,79
69.6518,30.5024,890.19,80,400000,234.54,-1231.264404296875,80
71.3152,30.9335,941.04,81,405000,295.92,-1268.554443359375,81
73.2359,31.2328,807.42,82,410000,303.22,-1296.3572998046875,82
71.8038,30.5206,911.83,83,415000,263.79,-1301.0291748046875,83
73.2405,31.5394,861.46,84,420000,314.83,-1346.6883544921875,84
72.9466,31.2523,949.47,85,425000,309.9,-1360.151123046875,85
71.8511,31.158,925.01,86,430000,309.04,-1392.4090576171875,86
71.6015,30.858,916.04,87,435000,352.78,-1402.9610595703125,87
71.4591,31.3073,959.94,88,440000,320.06,-1428.167236328125,88
72.2426,31.0612,789.0,89,445000,313.52,-1452.7720947265625,89
70.9447,31.3385,867.34,90,450000,243.99,-1495.5506591796875,90
71.4664,31.1145,969.16,91,455000,282.83,-1528.363525390625,91
72.3602,31.9219,851.26,92,460000,312.14,-1548.037841796875,92
71.1789,30.7876,878.23,93,465000,291.0,-1558.633544921875,93
70.9972,29.9756,928.52,94,470000,294.8,-1575.981689453125,94
73.4709,30.8193,933.0,95,475000,254.0,-1623.6175537109375,95
70.6902,31.269,968.77,96,480000,342.14,-1638.6614990234375,96
73.1904,31.7364,873.76,97,485000,315.17,-1671.7669677734375,97
73.0117,31.0014,872.88,98,490000,315.25,-1714.2686767578125,98
73.8929,30.9864,913.71,99,495000,295.83,-1731.8076171875,99
68.7806,30.6643,872.76,100,500000,428.99,-1736.028564453125,100
69.9627,30.3803,1014.0,101,505000,264.51,-1772.75830078125,101
72.2896,30.9926,926.17,102,510000,363.75,-1796.3529052734375,102
73.2543,31.7624,895.47,103,515000,286.87,-1862.6737060546875,103
71.3373,30.2252,963.93,104,520000,313.38,-1875.5283203125,104
71.7119,31.0241,992.55,105,525000,357.64,-1906.0653076171875,105
69.6474,30.407,954.77,106,530000,279.11,-1899.168701171875,106
71.8059,31.5309,908.95,107,535000,335.97,-1982.7841796875,107
73.0833,30.927,975.46,108,540000,321.67,-2012.319580078125,108
70.879,30.6244,939.97,109,545000,338.92,-2020.0018310546875,109
73.0587,31.1129,997.04,110,550000,296.44,-2080.365234375,110
71.9751,31.4351,928.15,111,555000,327.06,-2109.20166015625,111
72.1437,31.6554,910.19,112,560000,352.19,-2138.80615234375,112
70.8355,30.7089,928.25,113,565000,297.48,-2155.404541015625,113
73.2174,31.4758,1017.46,114,570000,263.3,-2223.436767578125,114
71.8001,30.8671,955.08,115,575000,266.88,-2212.81005859375,115
72.9102,30.8009,898.32,116,580000,341.8,-2266.11962890625,116
72.6749,31.2318,859.87,117,585000,289.32,-2313.040283203125,117
71.1904,31.0196,965.06,118,590000,315.29,-2338.130859375,118
74.1019,31.4569,915.61,119,595000,325.51,-2383.470947265625,119
71.4436,30.264,958.49,120,600000,290.55,-2367.791748046875,120
74.937,31.2702,996.69,121,605000,270.4,-2473.957275390625,121
68.9537,30.5107,914.93,122,610000,340.81,-2430.30908203125,122
73.1189,31.1312,919.79,123,615000,330.39,-2535.793212890625,123
71.4154,30.5331,990.5,124,620000,327.59,-2551.9345703125,124
73.5211,31.8512,932.27,125,625000,288.33,-2614.8525390625,125
73.1972,31.7555,900.59,126,630000,283.31,-2656.183349609375,126
73.0898,31.0747,866.21,127,635000,339.52,-2723.401123046875,127
71.321,30.9743,966.1,128,640000,324.95,-2708.705078125,128
74.4047,31.4213,893.04,129,645000,328.27,-2819.697021484375,129
73.2707,31.0984,976.09,130,650000,347.11,-2819.452392578125,130
72.338,31.373,1006.53,131,655000,340.12,-2877.098876953125,131
72.7447,31.2954,952.08,132,660000,331.46,-2905.148193359375,132
71.4102,31.2354,993.29,133,665000,358.4,-2936.054443359375,133
73.9335,31.2834,1027.38,134,670000,350.74,-3012.97705078125,134
73.3394,31.027,856.46,135,675000,315.55,-3027.886962890625,135
71.852,30.9912,961.29,136,680000,363.39,-3064.444580078125,136
73.2233,30.6041,992.71,137,685000,338.11,-3096.7919921875,137
71.5689,30.8262,1013.28,138,690000,333.92,-3153.93505859375,138
71.7007,30.7321,954.94,139,695000,325.16,-3197.3642578125,139
71.4228,31.1491,1008.81,140,700000,343.47,-3243.474853515625,140
73.2362,30.7465,959.52,141,705000,332.65,-3304.55419921875,141
72.3779,31.3602,1003.92,142,710000,363.14,-3356.32568359375,142
72.2673,31.5209,959.45,143,715000,335.81,-3402.13427734375,143
72.9516,31.1529,899.17,144,720000,283.94,-3473.506103515625,144
72.5449,31.1617,932.51,145,725000,284.92,-3432.91552734375,145
73.5826,31.1653,943.6,146,730000,318.3,-3575.123046875,146
73.6898,31.3776,948.96,147,735000,325.86,-3637.848876953125,147
73.1677,31.2843,1006.89,148,740000,329.98,-3667.001708984375,148
70.9365,31.0126,1020.03,149,745000,356.58,-3706.16259765625,149
70.8641,30.9482,998.45,150,750000,354.57,-3716.897705078125,150
74.1471,30.966,1004.27,151,755000,320.95,-3823.1025390625,151
74.0565,31.2185,1020.08,152,760000,336.59,-3879.31787109375,152
73.4886,31.6344,1024.18,153,765000,357.17,-3938.144287109375,153
73.3752,31.377,1015.41,154,770000,357.07,-3964.158447265625,154
72.4969,30.9091,1011.17,155,775000,358.42,-3980.639404296875,155
72.483,30.7853,977.22,156,780000,366.31,-4079.008544921875,156
71.7969,30.9787,1014.67,157,785000,353.01,-4128.48095703125,157
73.3919,30.8945,1015.89,158,790000,355.42,-4173.05322265625,158
72.5234,31.1527,960.27,159,795000,355.15,-4237.1240234375,159
73.5063,30.9685,965.84,160,800000,358.68,-4294.27685546875,160
72.3255,30.9332,968.82,161,805000,365.9,-4344.7216796875,161
74.2748,31.5131,957.07,162,810000,343.6,-4449.89111328125,162
72.1319,30.4461,1016.42,163,815000,381.87,-4493.92724609375,163
73.2267,30.9596,960.38,164,820000,368.08,-4606.51953125,164
70.7268,30.6116,1024.74,165,825000,372.47,-4563.03515625,165
74.5206,31.5977,964.99,166,830000,336.08,-4653.77001953125,166
71.1172,30.5871,1008.98,167,835000,378.05,-4687.9375,167
72.8963,30.9227,986.63,168,840000,387.11,-4744.134765625,168
70.6974,30.4706,1012.0,169,845000,379.42,-4760.45654296875,169
70.5104,31.2277,893.92,170,850000,381.73,-4837.572265625,170
71.6102,31.4208,968.19,171,855000,348.35,-4920.98095703125,171
71.0945,31.285,1011.14,172,860000,378.95,-5007.54150390625,172
71.9623,30.7049,1004.14,173,865000,353.91,-5091.19189453125,173
72.2922,30.7491,1021.34,174,870000,362.68,-5203.95263671875,174
72.8373,30.9624,875.14,175,875000,344.23,-5235.5400390625,175
71.5951,30.6395,1015.09,176,880000,361.31,-5224.98046875,176
71.9116,31.2902,974.99,177,885000,323.93,-5378.93896484375,177
72.6045,30.9354,1008.34,178,890000,355.29,-5498.67431640625,178
74.8598,31.174,857.15,179,895000,391.21,-5535.99267578125,179
73.9484,31.3588,1008.92,180,900000,372.65,-5647.76123046875,180
71.7933,31.3671,1022.61,181,905000,362.75,-5667.21728515625,181
72.8729,31.2259,964.0,182,910000,363.98,-5840.3271484375,182
71.9039,30.354,930.9,183,915000,356.03,-5851.66259765625,183
73.1002,30.8229,971.66,184,920000,365.71,-5935.67529296875,184
73.3485,31.1339,1025.72,185,925000,396.11,-6014.623046875,185
71.1508,30.9874,1013.65,186,930000,401.17,-6028.3271484375,186
72.3583,31.1239,959.51,187,935000,385.64,-6085.63671875,187
73.8028,30.8749,1012.13,188,940000,342.63,-6197.7978515625,188
72.8988,30.6184,1026.24,189,945000,365.47,-6288.97314453125,189
71.7177,30.1584,927.39,190,950000,334.71,-6351.09765625,190
72.0901,30.6995,980.43,191,955000,343.25,-6363.984375,191
71.5182,30.5874,1004.15,192,960000,378.28,-6440.3798828125,192
72.7711,30.4086,1015.22,193,965000,320.49,-6581.27294921875,193
72.1705,31.0783,913.35,194,970000,371.7,-6811.1201171875,194
72.9714,31.1416,876.62,195,975000,362.5,-6755.1533203125,195
70.5176,30.6513,1027.55,196,980000,326.86,-6760.35693359375,196
70.6761,30.5264,929.8,197,985000,371.96,-6850.2958984375,197
72.4469,30.6371,1014.92,198,990000,371.25,-7006.70556640625,198
73.1058,31.1531,1020.81,199,995000,362.33,-7082.6376953125,199
71.8461,30.6943,1012.31,200,1000000,378.61,-7157.4326171875,200
71.56,30.1841,961.35,201,1005000,335.45,-7162.97021484375,201
71.3632,30.3172,964.93,202,1010000,326.41,-7363.29443359375,202
72.6951,30.5634,961.85,203,1015000,338.58,-7443.71044921875,203
72.8338,30.5942,1013.68,204,1020000,296.96,-7446.78857421875,204
71.396,30.4098,1025.72,205,1025000,356.12,-7529.673828125,205
73.3639,31.5776,968.56,206,1030000,381.59,-7756.685546875,206
72.5246,31.2972,965.92,207,1035000,365.44,-7795.08935546875,207
71.5562,30.5026,924.99,208,1040000,355.04,-7812.33837890625,208
71.6522,30.7186,1010.41,209,1045000,348.58,-7891.0380859375,209
74.0786,31.4759,958.69,210,1050000,315.27,-7990.04052734375,210
72.1195,30.9107,957.93,211,1055000,351.12,-8163.4873046875,211
73.9676,30.8528,1018.93,212,1060000,369.48,-8289.66015625,212
73.1112,31.751,962.5,213,1065000,363.36,-8352.5869140625,213
71.2277,30.873,953.98,214,1070000,357.62,-8458.265625,214
72.2837,31.4364,1000.79,215,1075000,327.67,-8560.7900390625,215
74.5937,31.2702,862.92,216,1080000,344.96,-8564.2119140625,216
72.1179,30.9581,903.37,217,1085000,323.44,-8748.970703125,217
72.7883,30.8986,999.76,218,1090000,311.59,-8791.1220703125,218
74.4513,31.4959,938.32,219,1095000,305.55,-8923.517578125,219
72.9435,30.9296,951.84,220,1100000,323.69,-9054.5576171875,220
73.4054,30.9331,811.27,221,1105000,282.35,-9125.470703125,221
72.8668,31.0676,944.81,222,1110000,330.04,-9295.1640625,222
72.5565,31.029,840.87,223,1115000,319.54,-9293.091796875,223
73.6793,30.772,883.74,224,1120000,303.8,-9432.7939453125,224
73.8657,31.2271,947.05,225,1125000,301.14,-9567.7060546875,225
74.6505,30.927,881.94,226,1130000,318.02,-9820.640625,226
73.0144,30.9378,989.8,227,1135000,319.86,-9724.166015625,227
73.9987,30.8389,856.81,228,1140000,342.56,-9935.55859375,228
74.6277,31.2921,873.22,229,1145000,295.51,-9895.833984375,229
73.866,31.2078,892.58,230,1150000,371.34,-10016.1875,230
72.5908,30.6872,910.9,231,1155000,287.13,-10059.2880859375,231
74.6535,31.6046,902.11,232,1160000,360.57,-10323.7080078125,232
74.219,31.1924,944.29,233,1165000,358.35,-10338.2373046875,233
73.9842,30.693,982.27,234,1170000,316.43,-10552.8935546875,234
71.8782,31.2567,945.45,235,1175000,333.69,-10479.8896484375,235
72.217,30.9372,1001.08,236,1180000,350.89,-10509.0341796875,236
72.6558,30.8837,1002.69,237,1185000,329.51,-10657.2021484375,237
74.2416,30.9738,940.84,238,1190000,335.66,-10839.482421875,238
73.6666,31.0951,945.93,239,1195000,357.26,-10752.580078125,239
73.5366,30.6542,903.93,240,1200000,289.92,-10932.77734375,240
74.6961,31.4664,946.38,241,1205000,365.59,-11232.7802734375,241
74.2699,31.2084,900.04,242,1210000,328.92,-11212.580078125,242
74.9173,31.1899,889.11,243,1215000,320.71,-11265.0517578125,243
74.1198,31.1949,901.55,244,1220000,315.27,-11239.2724609375,244
74.0516,30.861,798.13,245,1225000,274.13,-11371.7041015625,245
73.3287,30.8627,942.22,246,1230000,315.73,-11563.390625,246
73.9999,31.0203,900.67,247,1235000,310.95,-11592.4990234375,247
74.0917,30.708,953.11,248,1240000,322.85,-11759.6484375,248
73.3586,30.9271,956.23,249,1245000,315.66,-11835.0234375,249
73.9424,31.4387,963.6,250,1250000,308.59,-11857.8486328125,250
73.3264,31.0701,908.6,251,1255000,300.92,-12108.1689453125,251
74.1305,31.0526,945.5,252,1260000,313.59,-12030.87109375,252
73.451,30.706,942.77,253,1265000,299.43,-12027.3837890625,253
74.7374,31.2487,959.52,254,1270000,321.71,-12147.9189453125,254
74.4209,30.6029,954.32,255,1275000,271.84,-12106.3603515625,255
72.9266,30.9561,947.18,256,1280000,329.93,-12233.6943359375,256
73.7297,30.7475,924.46,257,1285000,302.71,-12551.2333984375,257
74.0552,30.4874,994.56,258,1290000,327.74,-12435.2587890625,258
73.3045,30.4953,985.06,259,1295000,317.97,-12380.3515625,259
74.1352,30.7253,999.94,260,1300000,339.49,-12538.44140625,260
73.8806,31.022,847.92,261,1305000,287.1,-12643.53125,261
72.0358,30.396,948.83,262,1310000,342.25,-12639.037109375,262
72.72,30.8465,992.96,263,1315000,325.94,-13016.248046875,263
73.4157,30.8881,900.5,264,1320000,331.87,-12876.9775390625,264
74.7111,31.2949,944.13,265,1325000,283.28,-13083.1767578125,265
72.7899,30.6739,939.77,266,1330000,295.05,-12868.06640625,266
74.6355,31.2971,946.55,267,1335000,309.92,-13295.447265625,267
71.6522,30.7463,951.56,268,1340000,310.06,-13279.154296875,268
72.1457,31.5915,987.12,269,1345000,320.09,-13455.7548828125,269
74.0632,30.6017,946.53,270,1350000,291.14,-13399.2998046875,270
73.5963,30.8268,899.95,271,1355000,295.72,-13560.5810546875,271
71.8598,30.6776,897.3,272,1360000,349.11,-13327.5703125,272
73.6975,30.7691,948.41,273,1365000,309.21,-13724.2666015625,273
73.538,30.636,846.26,274,1370000,299.87,-13698.9619140625,274
74.1241,30.3981,754.72,275,1375000,256.96,-13693.7919921875,275
73.9238,30.9932,949.92,276,1380000,306.66,-14100.4716796875,276
73.7944,30.9978,948.89,277,1385000,257.32,-14168.791015625,277
73.8597,30.7762,951.13,278,1390000,298.57,-14065.037109375,278
72.1405,30.7823,940.77,279,1395000,320.1,-14083.0078125,279
73.6596,30.8073,989.38,280,1400000,322.55,-14347.9267578125,280
72.6974,30.9667,792.06,281,1405000,329.94,-14142.2216796875,281
72.9944,30.6292,990.82,282,1410000,343.63,-14403.91015625,282
71.9612,30.523,855.91,283,1415000,317.26,-14363.0087890625,283
73.4149,31.0594,906.25,284,1420000,351.55,-14537.2470703125,284
74.8642,30.9858,945.96,285,1425000,330.2,-14623.12890625,285
74.4245,30.8394,847.13,286,1430000,298.0,-14694.029296875,286
74.2087,30.8019,951.53,287,1435000,317.79,-14813.2763671875,287
73.9853,30.4727,998.2,288,1440000,304.35,-15081.81640625,288
73.0502,30.7226,907.0,289,1445000,328.67,-14847.154296875,289
72.3925,30.484,930.44,290,1450000,325.84,-14994.7822265625,290
71.8958,30.0373,868.82,291,1455000,343.82,-14972.4169921875,291
73.8206,30.2783,902.21,292,1460000,294.49,-15211.23046875,292
72.0526,30.5929,890.06,293,1465000,293.07,-15189.841796875,293
72.6367,30.5417,987.9,294,1470000,301.57,-15429.5009765625,294
72.1014,30.5784,933.27,295,1475000,301.04,-15467.3427734375,295
74.2755,30.7868,855.14,296,1480000,304.53,-15675.83984375,296
72.9422,30.6701,897.38,297,1485000,241.89,-15529.5263671875,297
73.5537,30.3688,760.83,298,1490000,312.13,-15539.1162109375,298
71.301,30.3027,859.93,299,1495000,340.93,-15740.32421875,299
72.2223,30.3324,911.62,300,1500000,337.91,-15783.0029296875,300
71.8448,30.7573,854.69,301,1505000,285.42,-15648.0029296875,301
72.8024,30.5992,948.88,302,1510000,283.62,-15980.2763671875,302
74.0158,30.7018,959.86,303,1515000,340.11,-16150.8671875,303
72.5649,30.2995,808.54,304,1520000,325.12,-15924.7470703125,304
72.3295,30.4785,891.52,305,1525000,322.96,-16160.1240234375,305
72.2763,30.4943,890.65,306,1530000,303.32,-16231.4912109375,306
72.7157,30.5961,904.77,307,1535000,349.32,-16352.357421875,307
73.6911,30.4144,880.56,308,1540000,350.88,-16471.1484375,308
73.2688,31.1393,902.17,309,1545000,335.27,-16616.72265625,309
73.1167,30.653,899.48,310,1550000,288.87,-16422.96875,310
74.6255,30.9214,994.11,311,1555000,330.35,-16771.103515625,311
72.8558,30.3887,886.01,312,1560000,337.81,-16764.228515625,312
77.0314,33.8068,289.01,313,1565000,-105.92,-16937.705078125,313
75.5044,29.9576,892.3,314,1570000,0.42,-16542.27734375,314
74.5536,28.838,858.82,315,1575000,52.52,-16874.0078125,315
74.9154,28.3179,940.31,316,1580000,99.99,-17124.146484375,316
73.9946,27.439,798.82,317,1585000,99.43,-16864.546875,317
75.3808,28.724,865.24,318,1590000,110.64,-17029.3203125,318
74.5036,28.1542,922.9,319,1595000,118.72,-17230.533203125,319
74.6796,28.539,881.05,320,1600000,149.48,-17469.482421875,320
74.2092,28.297,947.75,321,1605000,151.04,-17359.158203125,321
74.3197,28.4237,939.96,322,1610000,114.8,-17425.453125,322
74.303,28.2458,906.58,323,1615000,116.02,-17179.84765625,323
74.352,28.366,901.49,324,1620000,116.46,-17601.423828125,324
73.4575,28.3624,928.54,325,1625000,154.78,-17600.296875,325
74.0195,28.6138,834.31,326,1630000,179.95,-17654.859375,326
73.5388,28.6676,967.09,327,1635000,181.27,-17521.451171875,327
75.0798,29.3887,889.47,328,1640000,151.8,-17657.130859375,328
73.6671,28.1798,886.61,329,1645000,184.27,-17858.15625,329
74.5639,28.5778,925.93,330,1650000,186.44,-17938.701171875,330
74.2556,28.7928,904.29,331,1655000,193.33,-18083.33203125,331
73.6733,28.8564,931.99,332,1660000,238.18,-17900.345703125,332
74.1011,29.6447,913.3,333,1665000,220.85,-18045.55078125,333
73.3917,29.4608,742.53,334,1670000,234.9,-18017.958984375,334
73.4382,29.6677,972.69,335,1675000,248.68,-18237.634765625,335
73.7086,29.6178,910.83,336,1680000,215.55,-18219.5234375,336
74.466,29.4259,945.82,337,1685000,237.99,-18177.421875,337
74.1863,29.4617,987.38,338,1690000,225.78,-18327.287109375,338
74.4563,29.6317,925.82,339,1695000,264.14,-18338.158203125,339
74.2282,29.2124,963.5,340,1700000,224.65,-18426.8828125,340
74.7631,29.8421,874.92,341,1705000,187.16,-18508.552734375,341
74.1546,29.4436,927.77,342,1710000,236.09,-18581.28515625,342
74.6139,29.4561,876.16,343,1715000,258.42,-18620.58984375,343
74.0553,28.9556,918.54,344,1720000,220.89,-18662.095703125,344
74.2041,29.4724,986.43,345,1725000,238.98,-18648.40625,345
73.6622,29.1075,878.65,346,1730000,225.02,-18733.029296875,346
73.2469,29.0449,868.29,347,1735000,219.49,-18741.51171875,347
73.6265,29.4713,844.61,348,1740000,228.35,-18807.861328125,348
73.2447,28.8956,825.76,349,1745000,215.05,-18772.369140625,349
74.1796,28.7482,920.29,350,1750000,238.99,-18788.482421875,350
74.7049,29.3389,918.23,351,1755000,247.86,-18765.701171875,351
73.2587,28.9124,746.99,352,1760000,206.96,-18736.51171875,352
74.3485,30.302,894.51,353,1765000,296.64,-18839.908203125,353
73.9617,29.807,807.06,354,1770000,268.48,-18889.6171875,354
75.0279,29.759,907.24,355,1775000,310.81,-18700.40234375,355
74.5102,29.5352,891.06,356,1780000,282.08,-18759.357421875,356
74.3493,29.8901,847.82,357,1785000,250.55,-18870.1328125,357
74.0803,29.4021,679.5,358,1790000,191.89,-18780.966796875,358
74.6871,30.2931,819.09,359,1795000,154.3,-18995.08203125,359
73.7202,29.6173,921.85,360,1800000,217.93,-18998.30078125,360
74.3164,29.8047,892.76,361,1805000,224.48,-18983.3359375,361
74.1495,30.453,910.14,362,1810000,303.24,-19000.646484375,362
74.7142,30.8801,959.0,363,1815000,306.63,-18987.056640625,363
74.7088,30.8168,908.5,364,1820000,292.4,-19017.298828125,364
74.1889,31.8372,990.4,365,1825000,309.96,-18811.478515625,365
74.5457,30.7157,854.77,366,1830000,301.56,-18896.42578125,366
75.0666,30.9299,665.08,367,1835000,346.2,-18985.03515625,367
73.603,30.1674,906.04,368,1840000,307.03,-18962.26171875,368
73.4357,30.1446,946.69,369,1845000,308.73,-18915.69921875,369
76.482,37.1498,453.21,370,1850000,-107.31,-19188.201171875,370
75.1702,30.539,833.51,371,1855000,278.32,-19072.138671875,371
74.7314,30.0972,998.9,372,1860000,324.35,-19140.6328125,372
74.3711,30.7379,853.84,373,1865000,339.78,-19063.80078125,373
74.7166,30.6055,906.39,374,1870000,358.04,-19068.576171875,374
75.1089,30.9758,903.22,375,1875000,346.97,-19127.54296875,375
74.7475,30.7806,857.5,376,1880000,325.75,-19096.271484375,376
73.769,30.5681,961.18,377,1885000,347.82,-19005.599609375,377
74.4291,30.627,906.92,378,1890000,254.74,-19073.974609375,378
75.1499,32.9187,561.84,379,1895000,97.16,-19027.751953125,379
73.7566,29.7485,948.13,380,1900000,277.82,-19143.84375,380
73.5564,29.4411,891.0,381,1905000,262.56,-19151.88671875,381
74.9089,29.9498,953.89,382,1910000,332.56,-19104.263671875,382
74.1937,30.7324,911.07,383,1915000,329.68,-19171.04296875,383
73.8946,30.7625,961.48,384,1920000,336.25,-19194.119140625,384
74.3272,30.3669,906.3,385,1925000,283.41,-19165.935546875,385
73.9307,30.818,904.1,386,1930000,345.56,-19101.3828125,386
73.3228,30.3335,941.1,387,1935000,335.7,-19042.16015625,387
73.3498,30.7753,823.99,388,1940000,183.42,-19116.982421875,388
73.4051,30.3269,909.14,389,1945000,314.55,-19217.12109375,389
74.0852,29.8363,954.72,390,1950000,311.06,-19200.703125,390
73.5009,30.2995,955.18,391,1955000,288.86,-19178.9765625,391
74.1611,30.2702,957.08,392,1960000,299.48,-19255.330078125,392
73.5834,30.6399,917.95,393,1965000,303.88,-19199.931640625,393
73.7684,30.1348,954.76,394,1970000,287.43,-19182.78125,394
72.8352,29.8243,936.74,395,1975000,333.18,-19145.34375,395
72.6124,29.6377,760.88,396,1980000,280.58,-19200.75390625,396
74.1443,29.7934,919.7,397,1985000,285.85,-19212.375,397
73.8528,29.9166,949.23,398,1990000,324.74,-19193.88671875,398
73.8659,30.2548,872.63,399,1995000,329.56,-19254.59765625,399
73.6602,29.6599,863.03,400,2000000,312.23,-19284.4140625,400
72.9678,29.9044,787.26,401,2005000,262.52,-19182.025390625,401
73.2387,30.2152,805.96,402,2010000,292.72,-19254.478515625,402
73.5794,30.8462,844.57,403,2015000,232.24,-19351.994140625,403
73.5241,30.1468,815.27,404,2020000,260.37,-19389.2734375,404
73.6298,30.3208,919.46,405,2025000,276.86,-19332.720703125,405
73.4472,29.7906,826.72,406,2030000,337.03,-19304.19921875,406
73.5068,29.3972,945.28,407,2035000,337.16,-19291.701171875,407
