Real Sto Return,Running Env Steps,Itration,Real Det Return,Reward Loss,Running Forward KL,Running Update Time,Running Reverse KL
2966.91,160000,32,2978.81,-160.722412109375,47.1365,32,20.383
3110.33,165000,33,3113.04,-164.41656494140625,46.0023,33,20.6289
2766.31,170000,34,3072.3,-186.85142517089844,46.1333,34,20.2738
3262.11,175000,35,3177.6,-174.1032257080078,47.2566,35,25.1967
3184.58,180000,36,3192.33,-187.48776245117188,46.7742,36,21.8596
3200.54,185000,37,3193.85,-184.71078491210938,46.1845,37,20.5869
3257.56,190000,38,3233.54,-195.93336486816406,45.8941,38,21.1578
3442.33,195000,39,3390.22,-206.42718505859375,46.1286,39,23.5032
3259.57,200000,40,3213.32,-211.0067901611328,45.7059,40,19.7375
3304.6,205000,41,3292.02,-212.45689392089844,45.2483,41,20.0081
3546.63,210000,42,3532.49,-213.7970733642578,44.9533,42,21.7918
3403.38,215000,43,3405.9,-231.37991333007812,45.1645,43,19.705
3552.01,220000,44,3550.11,-228.8375244140625,45.0178,44,20.7003
3474.59,225000,45,3438.27,-234.41844177246094,45.0426,45,20.2459
3545.1,230000,46,3532.69,-244.96197509765625,44.613,46,20.3086
3649.48,235000,47,3704.14,-251.78611755371094,44.9746,47,21.0859
3727.39,240000,48,3746.72,-258.725830078125,44.4965,48,20.0915
3640.15,245000,49,3950.3,-256.6097106933594,44.3445,49,18.4428
3567.71,250000,50,3842.85,-261.36199951171875,44.0013,50,19.9792
3715.64,255000,51,3786.37,-275.7899169921875,43.828,51,19.0149
3834.97,260000,52,3899.42,-269.6362609863281,43.4029,52,18.3503
3802.1,265000,53,3887.13,-273.02752685546875,43.5606,53,18.097
3711.06,270000,54,3958.9,-298.2229919433594,43.9507,54,18.6843
3656.06,275000,55,3984.26,-286.1819763183594,43.1944,55,17.4878
3333.18,280000,56,4058.21,-317.3233947753906,43.1854,56,14.362
2875.91,285000,57,4152.17,-328.0252685546875,44.2921,57,15.5984
3850.9,290000,58,4080.48,-302.5506591796875,42.597,58,15.9002
3550.99,295000,59,4170.25,-328.61126708984375,43.4146,59,19.0481
3919.52,300000,60,4028.87,-325.812744140625,43.3115,60,18.3267
3893.02,305000,61,4063.25,-332.1675720214844,43.0422,61,17.748
4000.74,310000,62,4139.41,-349.39056396484375,44.2576,62,19.6361
3669.74,315000,63,4108.98,-368.16326904296875,43.3882,63,15.3514
3611.46,320000,64,4236.75,-362.7943420410156,43.4121,64,17.2234
3781.49,325000,65,4234.87,-370.6163330078125,43.4206,65,16.7769
3952.19,330000,66,4215.83,-375.3673095703125,44.0228,66,18.1689
4122.02,335000,67,4256.33,-352.3341064453125,42.6919,67,16.5193
3916.68,340000,68,4305.49,-388.03741455078125,43.8402,68,17.7458
4112.76,345000,69,4247.25,-378.74298095703125,42.8823,69,18.0124
4159.83,350000,70,4313.72,-376.0348205566406,42.6896,70,17.3559
4176.16,355000,71,4327.16,-393.6180419921875,43.0288,71,17.4713
3810.68,360000,72,4316.43,-403.163330078125,43.5111,72,17.2335
4096.13,365000,73,4290.19,-397.381103515625,42.4166,73,16.4568
3980.09,370000,74,4304.74,-422.63873291015625,42.8977,74,17.8804
4031.02,375000,75,4292.13,-437.7837219238281,42.9831,75,15.8319
4071.08,380000,76,4311.51,-422.6650390625,42.8878,76,17.3275
4164.84,385000,77,4291.94,-430.3674011230469,42.5698,77,16.4746
3982.89,390000,78,4307.2,-446.4123840332031,42.5413,78,16.4833
4150.69,395000,79,4285.72,-458.6318054199219,42.9939,79,16.0402
4049.14,400000,80,4319.33,-456.03485107421875,42.6703,80,16.6629
4182.88,405000,81,4359.81,-447.24822998046875,42.3048,81,16.8639
3941.34,410000,82,4346.53,-466.2685546875,42.6269,82,16.7003
3429.31,415000,83,4361.76,-466.2939758300781,42.9634,83,13.8467
4191.46,420000,84,4370.3,-477.1161193847656,41.9103,84,15.5531
3059.62,425000,85,4376.94,-483.4677429199219,42.3644,85,14.3903
4203.7,430000,86,4391.57,-490.23736572265625,42.1382,86,16.3739
4213.75,435000,87,4348.06,-476.3752746582031,41.7298,87,15.4369
4221.22,440000,88,4346.44,-490.8349609375,41.7857,88,15.5982
4157.22,445000,89,4296.45,-496.021240234375,41.5404,89,14.9042
4217.58,450000,90,4343.17,-505.48040771484375,41.4334,90,14.8901
4143.7,455000,91,4299.38,-525.193115234375,41.8263,91,16.2693
4016.37,460000,92,4298.28,-511.04736328125,41.6817,92,14.5825
4033.82,465000,93,4344.83,-529.8629760742188,42.3634,93,15.5952
4195.89,470000,94,4362.92,-500.00018310546875,41.082,94,14.5858
3866.28,475000,95,4320.65,-549.9555053710938,41.7158,95,15.2367
4197.47,480000,96,4305.66,-546.8311767578125,41.5092,96,15.1435
4219.76,485000,97,4305.28,-577.700927734375,42.0353,97,16.2602
3895.41,490000,98,4342.82,-571.5165405273438,41.9961,98,15.0645
4203.4,495000,99,4336.41,-557.6322021484375,41.5727,99,15.2707
4077.41,500000,100,4331.28,-607.8624267578125,41.8833,100,15.9222
4163.47,505000,101,4384.4,-600.655029296875,41.8105,101,16.6018
4058.73,510000,102,4398.55,-592.2120971679688,41.9857,102,15.3516
3948.41,515000,103,4399.89,-581.115234375,41.5371,103,14.6662
4158.58,520000,104,4357.46,-580.0326538085938,41.1835,104,13.989
3743.62,525000,105,4376.12,-593.2756958007812,41.2133,105,13.8323
4182.29,530000,106,4358.32,-629.1023559570312,42.0214,106,15.4865
4277.98,535000,107,4384.37,-604.4262084960938,41.3918,107,15.4827
4111.42,540000,108,4405.04,-648.5762939453125,41.9127,108,14.9989
4215.16,545000,109,4375.24,-640.0663452148438,41.4714,109,15.0647
4018.84,550000,110,4366.15,-617.8931884765625,41.2788,110,14.0643
4219.31,555000,111,4377.75,-648.31005859375,41.6855,111,14.9692
3987.95,560000,112,4416.74,-621.7926025390625,41.2592,112,13.6292
4157.28,565000,113,4359.19,-653.6829223632812,41.3392,113,15.1943
4236.57,570000,114,4356.58,-667.7607421875,41.0913,114,14.7126
4258.29,575000,115,4375.54,-675.7459106445312,41.3045,115,14.6523
4212.08,580000,116,4330.96,-682.261474609375,41.691,116,15.6817
4109.1,585000,117,4352.29,-653.1406860351562,41.0892,117,13.963
4250.0,590000,118,4349.88,-685.8856201171875,41.0391,118,14.7841
4229.4,595000,119,4347.47,-670.8023071289062,41.1083,119,13.8699
4268.55,600000,120,4369.53,-712.6500854492188,41.2089,120,15.1007
3979.14,605000,121,4383.91,-717.1082153320312,41.346,121,15.4354
4306.3,610000,122,4416.52,-703.0652465820312,41.1767,122,14.9224
4273.87,615000,123,4383.52,-755.1757202148438,41.4375,123,15.8338
4173.63,620000,124,4280.13,-753.912109375,41.4312,124,16.1737
1611.3,625000,125,1775.76,-668.6995239257812,43.2975,125,23.8149
4204.94,630000,126,4311.23,-709.619384765625,40.4423,126,14.3833
4219.05,635000,127,4303.38,-764.7113037109375,41.8232,127,15.9509
4192.93,640000,128,4394.89,-721.2991333007812,41.6543,128,14.25
4101.99,645000,129,4311.02,-779.1494750976562,40.7725,129,14.362
4257.31,650000,130,4355.73,-797.8839111328125,41.3553,130,16.3807
3639.32,655000,131,4352.43,-770.9214477539062,41.0489,131,16.3731
4100.2,660000,132,4305.66,-792.5068359375,41.536,132,16.1848
3399.49,665000,133,4339.39,-722.2667236328125,41.7853,133,12.5962
3148.9,670000,134,643.32,-889.6091918945312,41.8254,134,22.2368
3009.12,675000,135,3455.22,-899.5062255859375,41.8258,135,16.9836
3947.48,680000,136,2627.51,-873.2343139648438,42.349,136,17.7148
-3.05,685000,137,-7.15,-956.2191772460938,54.3673,137,49.7805
4220.72,690000,138,4326.42,-870.3325805664062,41.4471,138,16.497
3193.43,695000,139,4265.36,-865.4739379882812,41.9575,139,14.6553
2864.3,700000,140,3666.8,-882.08837890625,42.085,140,12.7857
3111.41,705000,141,4377.0,-888.3118896484375,41.8109,141,16.5995
3479.69,710000,142,3636.8,-893.67236328125,41.9667,142,13.9021
3477.04,715000,143,4054.27,-888.581298828125,41.9764,143,13.0625
3342.46,720000,144,4334.62,-902.0074462890625,40.9541,144,14.229
4065.72,725000,145,4302.44,-853.7719116210938,40.8941,145,13.8432
4128.8,730000,146,4367.96,-935.3617553710938,41.331,146,16.2599
4250.41,735000,147,4280.24,-924.4059448242188,40.9065,147,15.6735
3768.36,740000,148,4248.52,-929.9384765625,41.3354,148,14.7644
4149.66,745000,149,4323.88,-926.71484375,41.459,149,14.875
4198.77,750000,150,4290.99,-914.2529296875,40.9282,150,14.5613
4213.83,755000,151,4302.32,-938.0418701171875,41.4095,151,15.822
4188.56,760000,152,4272.13,-924.1822509765625,41.0217,152,14.7826
3997.7,765000,153,4303.86,-933.6146850585938,41.1149,153,15.3761
4151.56,770000,154,4213.01,-961.0897827148438,41.6034,154,15.4051
4185.51,775000,155,4263.62,-965.0682373046875,40.9576,155,15.041
4156.83,780000,156,4239.24,-958.4795532226562,40.9778,156,13.8377
4246.33,785000,157,4326.71,-958.5838623046875,40.8565,157,15.0567
4244.82,790000,158,4312.52,-918.336669921875,40.7007,158,14.5038
4260.42,795000,159,4311.97,-971.8857421875,40.9167,159,14.001
4196.91,800000,160,4258.81,-1018.2578735351562,41.1717,160,14.0675
4203.68,805000,161,4246.88,-1012.2576904296875,41.1975,161,14.8691
4259.86,810000,162,4306.79,-978.0863037109375,40.8179,162,14.8528
4228.07,815000,163,4289.09,-1006.093994140625,40.9138,163,14.7905
4257.26,820000,164,4328.75,-1074.9638671875,41.6318,164,13.959
4238.51,825000,165,4277.55,-1084.7091064453125,41.0976,165,14.7129
4217.96,830000,166,4289.48,-1061.5667724609375,40.9499,166,14.7407
4283.47,835000,167,4343.77,-1072.126953125,40.4684,167,14.6835
4250.99,840000,168,4319.8,-1116.92529296875,41.7252,168,15.4241
4214.01,845000,169,4253.55,-1135.66796875,41.6286,169,15.1718
4289.59,850000,170,4325.02,-1089.703369140625,41.0047,170,14.884
4252.86,855000,171,4322.75,-1060.6854248046875,41.253,171,14.0486
4268.01,860000,172,4335.82,-1128.3179931640625,41.1054,172,15.1623
4316.65,865000,173,4392.8,-1108.033447265625,40.9244,173,15.2007
4231.97,870000,174,4289.73,-1162.628173828125,41.0312,174,14.565
4190.11,875000,175,4289.65,-1072.49072265625,41.0383,175,13.7074
4242.94,880000,176,4287.39,-1116.209716796875,41.0689,176,14.5395
4220.71,885000,177,4247.41,-1125.5338134765625,41.1736,177,14.1568
4063.35,890000,178,4257.94,-1151.4853515625,40.7886,178,14.0182
4246.96,895000,179,4278.06,-1213.1259765625,40.7627,179,14.4926
4259.16,900000,180,4309.04,-1126.6295166015625,40.7137,180,13.1729
4184.72,905000,181,4197.87,-1176.322265625,40.5533,181,13.5553
4306.2,910000,182,4328.84,-1163.093994140625,40.7016,182,14.299
4286.61,915000,183,4323.81,-1130.7430419921875,40.3883,183,13.9672
4289.66,920000,184,4337.81,-1190.99072265625,40.6325,184,12.7296
4257.99,925000,185,4295.33,-1210.8087158203125,40.5974,185,14.6149
4002.33,930000,186,4364.26,-1229.7274169921875,40.7112,186,13.9913
4256.79,935000,187,4284.39,-1215.45166015625,40.7034,187,13.2309
4252.91,940000,188,4284.13,-1238.4820556640625,40.7714,188,14.4705
4280.24,945000,189,4316.78,-1211.2686767578125,40.3037,189,13.8799
4302.94,950000,190,4355.87,-1272.11767578125,40.802,190,13.845
4310.69,955000,191,4317.54,-1231.591552734375,40.4743,191,13.5505
4238.42,960000,192,4259.41,-1275.352783203125,40.4998,192,13.8384
4323.61,965000,193,4362.74,-1268.5877685546875,40.1242,193,14.2808
4273.57,970000,194,4285.09,-1301.4473876953125,40.5448,194,12.9333
4273.61,975000,195,4290.61,-1315.447998046875,40.3466,195,13.4708
4284.31,980000,196,4310.11,-1260.7054443359375,40.3427,196,14.2112
4281.72,985000,197,4312.04,-1281.6904296875,40.4911,197,13.3104
4326.57,990000,198,4344.84,-1312.0167236328125,40.3245,198,14.1494
4272.2,995000,199,4289.91,-1339.375,40.6687,199,14.9927
4306.88,1000000,200,4345.73,-1361.2518310546875,40.9478,200,13.6314
4151.48,1005000,201,4318.25,-1383.850341796875,40.9296,201,14.0005
4307.2,1010000,202,4335.09,-1388.8902587890625,40.4857,202,13.604
4327.39,1015000,203,4338.35,-1393.659912109375,40.3821,203,13.8385
4169.77,1020000,204,4326.88,-1405.8629150390625,40.5499,204,13.8177
4311.12,1025000,205,4333.14,-1415.6219482421875,40.6224,205,13.737
4184.83,1030000,206,4375.19,-1431.7042236328125,40.8528,206,13.9641
4317.89,1035000,207,4359.86,-1436.05712890625,40.9251,207,13.619
4335.64,1040000,208,4371.91,-1439.285400390625,40.4863,208,13.6567
4327.51,1045000,209,4393.52,-1409.2469482421875,39.91,209,13.41
4310.73,1050000,210,4358.79,-1461.4111328125,40.4728,210,13.6272
4198.66,1055000,211,4387.55,-1426.4827880859375,40.2086,211,13.8032
4311.32,1060000,212,4373.1,-1431.274658203125,40.2298,212,13.1782
4296.85,1065000,213,4353.09,-1489.9783935546875,40.3841,213,13.5555
3935.31,1070000,214,4367.25,-1491.3671875,40.601,214,13.7861
4119.15,1075000,215,4402.46,-1505.4500732421875,40.4179,215,14.0245
4221.45,1080000,216,4374.29,-1500.660888671875,40.2947,216,13.8057
4354.11,1085000,217,4351.85,-1520.532470703125,40.5766,217,13.8739
4263.83,1090000,218,4373.24,-1519.3243408203125,40.59,218,14.0949
4348.3,1095000,219,4368.12,-1532.8082275390625,40.6625,219,13.9475
3860.05,1100000,220,4396.25,-1527.6026611328125,40.0577,220,13.472
4242.62,1105000,221,4466.77,-1554.4697265625,40.1868,221,14.2722
4270.97,1110000,222,4414.44,-1581.357177734375,40.1814,222,14.3526
4326.99,1115000,223,4451.44,-1585.6893310546875,40.3867,223,13.7768
4286.69,1120000,224,4442.19,-1626.1734619140625,40.8828,224,14.2706
4051.43,1125000,225,4404.15,-1611.2293701171875,40.2412,225,14.1454
4369.06,1130000,226,4437.31,-1625.1700439453125,40.4567,226,14.1141
4394.1,1135000,227,4483.67,-1662.67041015625,40.0601,227,13.8933
4368.67,1140000,228,4431.99,-1676.3804931640625,40.4322,228,14.4135
4115.39,1145000,229,4469.17,-1666.904052734375,40.0451,229,14.1461
4197.88,1150000,230,4431.17,-1687.584228515625,40.0799,230,14.1137
4300.87,1155000,231,4491.97,-1713.7781982421875,40.5023,231,16.1534
3805.36,1160000,232,4477.79,-1717.1190185546875,41.0684,232,17.9625
3671.54,1165000,233,4474.79,-1663.3277587890625,40.2481,233,13.042
3764.11,1170000,234,4491.52,-1769.9647216796875,40.96,234,20.0784
4084.62,1175000,235,4479.99,-1719.0477294921875,40.2495,235,13.028
2584.01,1180000,236,4513.22,-1809.3465576171875,40.968,236,13.4409
3384.57,1185000,237,4505.0,-1786.073486328125,40.9137,237,19.9385
3954.76,1190000,238,4529.75,-1735.70849609375,40.0646,238,13.2269
2973.03,1195000,239,4564.63,-1842.05810546875,41.3472,239,22.4754
2978.06,1200000,240,4523.45,-1949.428466796875,41.6966,240,17.0927
4261.84,1205000,241,4448.93,-1799.9124755859375,40.3527,241,14.6056
4305.98,1210000,242,4482.78,-1789.39892578125,40.6126,242,14.9174
3985.01,1215000,243,4487.29,-1784.0325927734375,40.2633,243,13.7883
4011.77,1220000,244,4505.62,-1779.1802978515625,40.2726,244,14.2737
3568.74,1225000,245,4514.96,-1764.8101806640625,40.46,245,13.835
4292.69,1230000,246,4489.15,-1849.0540771484375,40.5428,246,20.3627
3393.81,1235000,247,4507.81,-1803.40283203125,40.1895,247,14.1534
4193.45,1240000,248,4523.62,-1838.1851806640625,40.2181,248,13.977
4378.17,1245000,249,4499.34,-1798.809326171875,40.3717,249,16.471
4378.88,1250000,250,4478.09,-1791.004638671875,40.0748,250,13.4722
3810.48,1255000,251,4497.44,-1808.7933349609375,39.8267,251,15.6645
4404.25,1260000,252,4512.07,-1807.4168701171875,40.079,252,12.7503
4009.41,1265000,253,4482.84,-1848.3536376953125,40.0265,253,13.3301
4405.37,1270000,254,4489.47,-1863.6285400390625,40.1784,254,12.9605
4140.08,1275000,255,4464.02,-1880.2486572265625,40.2021,255,13.7776
4321.1,1280000,256,4464.47,-1907.9298095703125,40.2648,256,13.6437
4373.97,1285000,257,4476.91,-1952.08154296875,40.0756,257,13.3709
4376.29,1290000,258,4469.13,-1879.6275634765625,40.2851,258,13.2572
4392.78,1295000,259,4469.68,-1971.7359619140625,40.3439,259,13.162
4412.52,1300000,260,4471.8,-2026.6273193359375,40.3284,260,13.3977
4368.58,1305000,261,4442.13,-1982.8385009765625,40.2627,261,13.7944
4371.61,1310000,262,4466.36,-2033.6053466796875,40.2815,262,13.5038
4387.58,1315000,263,4507.85,-2032.940185546875,40.29,263,13.7443
4378.19,1320000,264,4485.02,-2029.6964111328125,39.9771,264,13.8773
4205.95,1325000,265,4463.3,-2078.421630859375,40.1443,265,13.6131
4168.45,1330000,266,4470.3,-2110.953369140625,40.2518,266,13.8069
4432.74,1335000,267,4512.35,-2075.929443359375,40.2598,267,14.2606
4363.57,1340000,268,4455.41,-2097.14794921875,40.3761,268,13.6622
4075.72,1345000,269,4484.25,-2125.891845703125,40.16,269,12.7981
4377.86,1350000,270,4458.68,-2102.291748046875,40.1837,270,13.6169
4305.13,1355000,271,4351.06,-2222.97998046875,40.4364,271,13.0727
4286.82,1360000,272,4482.7,-2149.7275390625,40.0467,272,14.0773
4262.35,1365000,273,4454.45,-2190.58740234375,40.0935,273,13.4454
4351.29,1370000,274,4446.36,-2232.66845703125,40.3998,274,14.1283
4370.36,1375000,275,4442.05,-2155.77587890625,40.2272,275,14.0353
4404.49,1380000,276,4541.11,-2212.27001953125,40.4258,276,13.879
4304.8,1385000,277,4396.3,-2265.7060546875,40.3343,277,13.7476
2190.95,1390000,278,1900.97,-2446.102783203125,42.4253,278,12.013
3972.81,1395000,279,3854.5,-2350.190673828125,40.5646,279,13.4525
4270.0,1400000,280,4358.38,-2233.511962890625,40.5314,280,14.281
4412.56,1405000,281,4499.48,-2310.541748046875,40.2895,281,14.6659
4358.45,1410000,282,4477.56,-2343.363525390625,40.7632,282,15.2515
4328.63,1415000,283,4487.17,-2387.248046875,40.5329,283,15.37
4347.34,1420000,284,4457.31,-2328.93603515625,40.1676,284,14.377
4377.02,1425000,285,4481.22,-2466.916748046875,40.6351,285,14.8615
4431.01,1430000,286,4534.19,-2348.1083984375,40.1853,286,14.315
4306.08,1435000,287,4464.1,-2343.900146484375,40.6089,287,14.3669
4162.92,1440000,288,4382.54,-2313.671875,40.5298,288,13.7462
4248.6,1445000,289,4308.71,-2423.559814453125,40.3289,289,14.2825
4294.91,1450000,290,4434.94,-2387.08203125,40.6232,290,14.3289
4340.35,1455000,291,4458.95,-2479.380859375,40.112,291,14.414
4071.1,1460000,292,4482.14,-2486.8876953125,40.3587,292,13.2225
4402.18,1465000,293,4502.51,-2496.83349609375,40.1479,293,14.032
4334.62,1470000,294,4431.92,-2460.203369140625,40.4341,294,13.6678
4367.54,1475000,295,4469.49,-2520.416259765625,40.187,295,13.9294
4325.29,1480000,296,4536.68,-2426.654052734375,40.1262,296,14.1283
4404.2,1485000,297,4514.19,-2539.767333984375,40.3545,297,14.0666
4398.21,1490000,298,4509.14,-2585.24462890625,40.0524,298,14.3491
4282.14,1495000,299,4497.89,-2577.5966796875,40.4679,299,14.2168
4162.96,1500000,300,4526.04,-2634.9609375,40.417,300,13.7411
3866.51,1505000,301,4465.98,-2622.893310546875,39.9627,301,13.4954
4424.74,1510000,302,4557.98,-2530.42578125,40.2585,302,14.4211
4324.11,1515000,303,4454.64,-2533.072021484375,40.3798,303,14.0301
4398.24,1520000,304,4535.34,-2592.873046875,40.5484,304,14.1534
4394.22,1525000,305,4534.08,-2542.6142578125,40.5496,305,13.5138
4422.5,1530000,306,4544.04,-2602.4951171875,39.9712,306,13.8536
4236.4,1535000,307,4527.38,-2716.473876953125,40.5419,307,14.4249
4339.68,1540000,308,4465.4,-2697.3251953125,40.3486,308,14.2475
4429.67,1545000,309,4539.92,-2765.14404296875,40.1176,309,14.4952
4460.52,1550000,310,4566.79,-2759.5771484375,40.2532,310,14.8666
4420.81,1555000,311,4554.86,-2754.945556640625,40.3173,311,14.4485
4387.68,1560000,312,4486.09,-2728.198974609375,40.494,312,15.266
4277.05,1565000,313,4541.09,-2801.40625,40.2774,313,14.8562
4418.46,1570000,314,4556.95,-2734.93310546875,40.3139,314,15.0655
4421.9,1575000,315,4550.29,-2879.633056640625,40.1718,315,14.81
4464.8,1580000,316,4555.57,-2817.69580078125,40.3688,316,14.0962
4429.95,1585000,317,4577.49,-2818.534423828125,40.4769,317,14.9318
4452.03,1590000,318,4560.45,-2852.937255859375,40.152,318,14.8719
4347.69,1595000,319,4490.15,-2878.118408203125,40.2626,319,14.3062
4458.81,1600000,320,4588.73,-2769.40185546875,40.6021,320,14.9598
4488.4,1605000,321,4608.66,-2880.353759765625,40.5316,321,14.4877
4440.41,1610000,322,4572.7,-2893.369140625,40.2329,322,14.604
4340.39,1615000,323,4613.85,-2802.572265625,40.2965,323,14.5072
4441.13,1620000,324,4558.84,-2906.3037109375,40.143,324,14.8768
4475.82,1625000,325,4592.71,-2990.14306640625,40.3193,325,15.2255
4416.75,1630000,326,4533.47,-2969.673828125,40.2617,326,14.3243
4440.05,1635000,327,4545.01,-2999.750244140625,40.2395,327,14.8812
4280.39,1640000,328,4574.82,-2983.4755859375,40.2254,328,14.1379
4476.05,1645000,329,4580.17,-3062.415283203125,40.432,329,15.7772
4458.7,1650000,330,4582.86,-3026.09228515625,40.5033,330,14.6853
4363.38,1655000,331,4620.15,-3125.72705078125,40.575,331,14.2711
4137.94,1660000,332,4602.46,-3004.354248046875,40.1847,332,14.4856
4503.93,1665000,333,4584.48,-3131.028564453125,40.2964,333,15.0018
4425.46,1670000,334,4522.73,-3154.209716796875,40.2003,334,14.2617
4420.33,1675000,335,4500.41,-3168.556396484375,40.2041,335,14.0702
4330.87,1680000,336,4556.58,-3148.093994140625,40.3863,336,14.4394
4298.1,1685000,337,4551.56,-3115.285400390625,40.2789,337,14.2133
4386.72,1690000,338,4479.34,-3226.10400390625,40.387,338,14.0657
4340.03,1695000,339,4525.87,-3189.302734375,40.1761,339,13.2174
3918.24,1700000,340,4527.42,-3159.965576171875,40.0693,340,13.2823
4328.86,1705000,341,4453.45,-3173.962158203125,40.3219,341,14.1933
4224.95,1710000,342,4474.33,-3231.4033203125,40.4401,342,12.7342
4291.15,1715000,343,4383.24,-3240.935302734375,40.3482,343,14.6274
1125.96,1720000,344,498.96,-3708.75830078125,43.0135,344,21.7882
511.76,1725000,345,644.18,-2976.729736328125,44.1971,345,16.679
2002.93,1730000,346,2060.96,-3274.901123046875,42.1517,346,17.2659
4163.06,1735000,347,4003.39,-3805.210693359375,40.5849,347,17.2623
4285.34,1740000,348,4271.79,-3758.51220703125,40.6426,348,15.5503
4301.89,1745000,349,4333.08,-3609.830078125,40.6765,349,15.7249
4127.37,1750000,350,4385.84,-3532.52001953125,40.0366,350,15.0782
4359.19,1755000,351,4472.33,-3442.4931640625,40.5477,351,15.1448
3827.39,1760000,352,4460.5,-3625.584716796875,40.6949,352,15.2548
4398.96,1765000,353,4441.57,-3624.44287109375,40.5172,353,15.6889
4359.28,1770000,354,4447.78,-3509.2666015625,40.1392,354,14.1437
4205.54,1775000,355,4421.47,-3657.451171875,40.6439,355,13.6804
4190.82,1780000,356,4435.1,-3645.37353515625,40.4077,356,13.5665
4074.47,1785000,357,4491.91,-3825.57666015625,40.496,357,13.9485
4142.49,1790000,358,4454.42,-3798.08935546875,40.4118,358,13.5045
4150.37,1795000,359,4540.34,-3562.463623046875,40.2792,359,14.2177
4408.13,1800000,360,4516.31,-3642.3466796875,40.0548,360,14.0029
4414.61,1805000,361,4507.84,-3734.254638671875,40.204,361,13.675
4305.43,1810000,362,4518.73,-3734.843505859375,40.0816,362,13.7219
4114.93,1815000,363,4555.58,-3697.18505859375,40.4261,363,13.4847
4257.77,1820000,364,4515.51,-3827.78125,40.0369,364,14.5197
4354.55,1825000,365,4581.45,-3765.007568359375,40.0457,365,14.1265
4453.32,1830000,366,4558.09,-3844.015625,40.1274,366,14.2024
4325.46,1835000,367,4547.86,-3862.243896484375,40.172,367,14.0701
4080.87,1840000,368,4579.25,-3922.321044921875,40.1867,368,14.8774
4503.69,1845000,369,4584.19,-3715.853759765625,40.1155,369,14.1979
4253.52,1850000,370,4573.37,-3905.4501953125,40.1013,370,14.3957
4348.49,1855000,371,4529.57,-3899.454833984375,40.0815,371,14.1889
4402.33,1860000,372,4526.34,-3911.363525390625,40.1778,372,14.0693
4481.41,1865000,373,4570.97,-3927.109619140625,40.1915,373,14.9978
4396.51,1870000,374,4559.45,-3757.052001953125,39.9559,374,13.37
4454.66,1875000,375,4582.49,-3846.038818359375,40.1721,375,14.1095
4492.19,1880000,376,4578.14,-4122.06494140625,40.2051,376,14.8731
4429.1,1885000,377,4551.99,-3965.83935546875,40.1479,377,13.6735
4436.28,1890000,378,4583.54,-3988.468505859375,40.3485,378,14.2534
4407.64,1895000,379,4497.78,-3964.58544921875,39.9865,379,14.399
653.6,1900000,380,666.41,-4721.4267578125,50.2289,380,14.5719
4381.5,1905000,381,4446.24,-4129.16259765625,40.3612,381,14.7119
4457.9,1910000,382,4580.09,-4140.21484375,40.3386,382,15.2338
4257.43,1915000,383,4586.18,-4283.1865234375,40.7202,383,15.8784
