Running Reverse KL,Real Sto Return,Running Forward KL,Itration,Real Det Return
58.7042,3937.19,74.5468,57,4668.1
51.9198,4157.58,68.9558,58,4873.14
52.3021,3905.52,69.2593,59,4532.78
47.825,3140.18,67.2564,60,4050.63
52.4104,4190.33,68.62,61,4993.48
43.3391,3159.24,66.8273,62,3983.78
52.1917,3535.92,69.3476,63,4386.96
46.6084,3336.45,68.3757,64,3473.07
40.114,2145.85,66.4544,65,2253.46
50.2183,3738.87,67.9678,66,4695.66
44.9458,3178.98,66.7995,67,3524.16
53.4757,4683.41,69.7655,68,4594.2
39.3609,2359.78,66.6495,69,3272.33
49.8962,3141.81,69.0234,70,4597.37
49.8482,4554.1,67.9728,71,5063.04
63.2134,4590.62,75.9465,72,5154.12
64.5803,4145.08,74.8139,73,4984.59
53.0154,3324.22,69.5005,74,5105.44
60.8061,4081.99,71.0269,75,4971.08
69.7213,4580.13,78.5217,76,4765.21
50.1162,3894.38,69.0213,77,5185.46
65.0183,3829.22,76.2197,78,4431.99
50.5181,4349.49,68.3151,79,3627.2
59.247,4195.68,70.706,80,4579.48
72.8008,4441.36,79.5779,81,5293.43
55.4791,4007.27,70.6611,82,4820.32
70.9948,3818.76,81.3011,83,5362.79
59.836,4147.52,71.0948,84,5146.19
68.144,4523.58,77.1805,85,5156.7
74.5517,4691.19,80.4689,86,5279.07
67.5325,3813.88,73.8838,87,4831.72
72.5893,4999.65,75.7469,88,5510.25
77.0413,4978.24,83.7264,89,5606.18
74.7679,4919.47,79.8374,90,5121.38
54.3046,4099.96,70.373,91,4836.38
66.4939,3883.3,74.3506,92,5324.96
63.5307,4264.57,71.989,93,5303.69
79.6888,4732.67,79.4659,94,5156.39
70.5967,4124.67,77.1062,95,5069.5
77.0619,4887.56,81.0887,96,5606.67
77.2562,4578.65,83.1941,97,5721.2
75.8038,4248.52,83.5042,98,5594.32
75.9917,4794.29,76.9105,99,5601.49
80.6857,4952.87,85.5414,100,5462.93
86.5039,4862.76,86.931,101,4804.81
82.5422,4912.26,86.4955,102,5667.71
80.8493,5063.14,83.83,103,4987.21
79.9011,4642.68,82.8914,104,4761.32
78.4565,5449.55,82.3302,105,5876.34
73.5018,4869.85,75.6224,106,5629.29
86.6667,4838.83,86.4178,107,5569.48
69.5746,4779.13,74.1212,108,5682.96
73.1669,4617.48,74.4332,109,5166.16
75.7941,4433.06,76.1454,110,5712.87
79.049,5075.78,83.5623,111,5812.42
87.9595,4675.42,86.6503,112,5717.86
80.585,4965.93,85.0778,113,5015.78
72.0698,4503.19,80.2573,114,4616.01
74.1132,5121.02,76.9529,115,5827.07
86.1159,4940.15,87.1244,116,5359.54
87.2251,4390.0,84.9652,117,5657.96
81.6128,4625.34,81.5687,118,5312.71
84.116,5173.72,85.8576,119,5574.52
77.2386,5087.55,76.1224,120,5477.09
83.0512,5237.28,83.1027,121,5781.55
65.258,4448.1,72.8877,122,5141.9
85.6141,4884.75,86.5373,123,5485.67
83.7333,5293.47,85.0484,124,5642.78
84.4089,5384.0,85.4973,125,5285.75
77.7618,4704.1,78.541,126,4850.97
71.0167,5245.6,74.7581,127,5244.87
75.7726,4864.78,76.3718,128,5558.27
82.2357,5221.07,85.912,129,5441.8
72.6949,4884.91,74.634,130,5647.8
84.2988,4662.73,86.4434,131,5473.78
74.4144,5073.28,75.777,132,5802.38
80.5246,5336.03,83.2683,133,5693.38
69.4354,5092.29,74.9485,134,5715.3
79.3785,4906.87,84.4208,135,5591.04
84.7717,5005.46,84.8336,136,5720.1
88.2806,5287.22,87.2056,137,5817.06
81.8171,5239.19,85.0288,138,5779.08
84.2984,5605.39,86.7961,139,5809.99
88.5524,4651.9,87.84,140,5363.92
83.148,5029.61,87.5169,141,5474.59
71.0665,5205.26,75.7329,142,5312.37
88.0836,5418.37,87.5939,143,5266.65
85.09,5436.66,83.7554,144,5620.62
83.9361,5503.62,84.3211,145,5909.9
82.5475,4683.08,86.76,146,4796.13
81.9469,5274.0,84.5019,147,5874.16
88.4351,5086.79,86.3103,148,5715.2
70.5996,4682.02,74.2045,149,5567.7
94.1761,5296.81,90.5343,150,5932.48
85.4846,5337.55,87.7479,151,5884.74
89.1452,5489.93,86.652,152,5804.74
85.9519,5446.7,87.1575,153,5648.55
88.826,5585.9,86.8395,154,5857.93
87.3912,5545.82,87.9634,155,5779.42
86.4263,5279.58,86.812,156,5915.92
89.3305,5639.71,86.5803,157,5672.18
88.8107,5581.58,86.6212,158,5905.74
79.9321,5601.53,76.658,159,5828.66
90.8957,5257.56,87.6431,160,5684.21
91.6014,5273.79,87.7475,161,5793.02
78.69,5271.36,75.4237,162,5238.36
85.657,4954.31,87.6754,163,5845.49
85.1777,5431.69,86.6553,164,6008.64
80.6863,5378.13,80.7839,165,5588.04
89.9481,5117.55,88.1595,166,5668.98
79.3565,5567.84,78.1655,167,5687.52
83.8863,5101.43,83.5071,168,5520.39
84.1608,5477.14,84.75,169,5892.81
86.1573,5060.85,85.7603,170,5888.33
85.6964,5234.47,85.6587,171,5950.67
87.6138,5617.2,85.9848,172,5976.64
79.391,5342.41,82.0529,173,6004.69
87.2951,5401.87,86.6376,174,5777.38
86.2062,5675.43,86.5324,175,6039.87
89.3994,5472.24,88.9981,176,5805.3
86.3062,5466.92,86.3224,177,5889.37
86.3528,5427.53,87.8844,178,5936.66
83.5722,5401.3,83.2811,179,5946.6
85.9851,5375.07,88.0588,180,6002.66
81.5379,5490.48,80.9869,181,5900.25
86.1343,5504.41,86.7663,182,5824.56
85.0686,4680.91,82.706,183,5616.41
89.1113,5530.2,89.1151,184,5932.53
83.9054,4991.76,87.0456,185,5823.23
88.7679,5709.0,89.2369,186,5436.26
82.4234,4798.23,85.1891,187,5994.22
76.5397,5169.59,75.9919,188,5444.25
81.2545,5523.77,80.668,189,6058.91
87.9906,5109.15,87.154,190,6001.08
79.8186,5196.17,78.3838,191,5853.95
81.7848,5385.56,84.2829,192,6022.15
84.8899,5715.01,88.497,193,5791.41
88.3928,5656.0,88.6028,194,5990.54
77.7765,5312.13,78.7155,195,5746.67
87.4997,5179.9,89.7231,196,5784.18
80.8352,5462.01,85.7829,197,6017.48
84.4735,5638.67,88.365,198,5766.11
87.5358,5234.71,87.9638,199,5089.71
88.2261,5489.28,84.0911,200,5993.65
73.0249,5519.14,75.2153,201,5795.56
85.3108,5591.43,86.2565,202,5948.95
80.4645,5404.49,84.0339,203,5959.23
84.4036,5408.25,86.5815,204,5978.21
85.2448,5181.8,85.6786,205,5959.73
86.7028,5416.87,86.3532,206,6019.23
83.5833,5434.11,86.378,207,5772.84
87.3974,4933.15,86.8292,208,5992.58
86.7075,5558.12,88.7354,209,5938.14
85.0243,5575.65,84.9742,210,5958.69
82.813,5024.45,87.4103,211,5297.3
76.2093,5631.57,76.939,212,5787.48
68.1942,5582.52,73.966,213,5986.91
85.4702,5677.31,86.7366,214,5524.33
76.3502,4271.6,77.8104,215,5760.55
80.6034,5338.52,85.0063,216,5904.69
76.4927,5419.59,76.6235,217,5956.12
84.2353,5728.56,86.0815,218,5933.12
84.7529,5199.04,85.9774,219,5955.89
86.2579,5252.43,88.0355,220,5707.2
87.1926,5615.41,85.5799,221,5540.12
74.8064,5608.68,75.3996,222,6002.12
84.5782,5592.35,85.6121,223,6047.03
82.5268,5736.36,77.3738,224,6024.39
84.8827,5028.64,87.0441,225,5836.51
85.5161,5547.61,86.0773,226,6053.65
84.2476,4969.73,85.2857,227,5984.44
88.5699,5682.1,89.3397,228,5797.41
74.2808,5277.02,75.269,229,5931.8
83.2698,5371.18,85.567,230,5999.77
84.6979,5083.35,85.1891,231,5984.4
82.9043,5084.51,86.6968,232,5578.86
88.5108,5713.64,87.0134,233,6046.04
82.0296,4997.96,85.5929,234,5945.47
77.0538,5711.74,79.898,235,6096.14
80.677,4910.09,84.8416,236,5929.73
83.2938,5497.59,86.7432,237,5992.75
83.9456,5570.7,86.5684,238,5992.74
84.9944,5264.7,85.8774,239,6052.44
82.7233,5444.72,85.4606,240,6116.83
83.1792,4932.23,85.8936,241,5798.11
83.0463,4637.5,86.0058,242,5676.45
84.3969,5113.16,86.7735,243,5757.56
81.4966,5393.99,85.929,244,5835.23
80.7097,5620.41,85.635,245,6131.58
83.4149,5527.48,85.8962,246,5894.9
74.9739,5512.08,79.4814,247,5792.69
74.0564,5698.27,77.2376,248,5939.15
91.0379,5429.62,89.0646,249,6085.46
85.7655,5408.95,86.4505,250,6113.18
81.5668,4946.53,84.8559,251,5950.68
84.9833,5298.23,86.5529,252,6157.72
74.4565,5201.37,77.0182,253,6001.61
86.6567,5710.55,87.7113,254,5551.33
77.2603,5230.34,77.8831,255,6117.17
75.7329,5378.02,76.6277,256,5904.71
75.3439,4927.68,76.9464,257,6147.49
84.4093,5738.85,87.4249,258,6073.2
72.6602,5490.36,75.0985,259,6187.77
83.8159,5534.92,85.6549,260,5743.27
75.2922,5482.2,76.7484,261,5842.73
76.7442,5441.27,78.566,262,6127.9
82.2451,5303.83,85.7376,263,5785.28
86.3769,5565.13,88.0229,264,6143.52
85.6708,5764.31,86.3232,265,5932.78
75.6064,5397.95,77.4341,266,5959.31
82.0687,5358.7,84.8752,267,5844.82
77.9456,5713.95,80.1838,268,6124.36
75.3145,4879.64,77.7129,269,5928.9
84.434,5796.22,86.412,270,6183.37
86.6774,5486.73,87.4792,271,5617.29
84.8534,5808.03,87.1762,272,6199.95
83.9259,5370.4,84.4701,273,5660.46
81.3862,5761.07,84.1846,274,5832.01
78.5172,5552.12,80.7929,275,6034.64
82.4175,5495.96,85.9255,276,5901.27
79.8538,5705.5,84.2812,277,6020.08
78.6411,5378.66,86.2768,278,5888.19
85.6054,5433.56,86.1186,279,6160.78
67.2406,5115.35,72.4355,280,5915.12
81.1613,4943.2,86.0782,281,6228.5
82.2568,5138.28,85.0327,282,5965.91
79.7729,5231.72,79.9519,283,6079.62
78.3912,5544.03,84.4281,284,6235.8
83.4804,5696.28,85.8799,285,6207.67
82.2697,5289.65,86.4428,286,5586.24
74.6967,5773.51,75.5608,287,6257.95
85.7157,5289.99,85.3593,288,6219.47
67.8749,5843.91,73.7739,289,6252.97
75.9102,5571.25,78.1429,290,6345.9
72.1801,5667.02,74.9827,291,6217.77
80.1804,5541.93,82.2188,292,5954.9
84.2025,5122.91,86.7207,293,6014.65
80.7657,5271.51,85.2252,294,6160.47
76.633,5232.69,82.2216,295,6073.87
83.4888,5579.52,84.9487,296,6243.52
79.0429,5152.37,85.0651,297,5736.08
78.3315,5741.59,84.5932,298,6133.65
75.848,5207.31,77.3502,299,5529.04
80.1228,5829.27,84.2428,300,6248.29
73.2006,5055.79,76.3147,301,6105.53
79.2369,5486.21,85.3726,302,5977.12
76.8141,5807.38,80.1988,303,6339.66
80.7336,5695.15,85.5366,304,5671.81
72.3411,5682.0,75.2622,305,6318.1
74.6183,5247.86,76.3814,306,5873.12
81.0411,5614.97,84.3692,307,6067.62
76.5557,5482.22,79.7613,308,6240.34
81.0887,5542.16,84.803,309,6280.26
82.1053,5569.29,84.5959,310,6129.49
80.7433,5815.59,84.8727,311,6069.43
81.8049,5658.21,84.5732,312,5257.26
72.2996,5457.33,74.0979,313,5936.51
72.8671,5840.6,75.3292,314,6231.83
79.6442,5564.28,83.7949,315,6081.15
84.1478,5755.14,86.1145,316,5913.23
79.847,5369.72,85.3555,317,5521.14
82.2032,4980.78,84.4964,318,6122.75
71.6042,5491.78,74.1673,319,5785.53
71.1749,4913.43,77.9228,320,6256.15
79.7731,5378.3,83.2095,321,6175.86
76.4988,5182.99,82.2674,322,5932.27
84.0114,5574.13,86.031,323,6251.76
78.1791,5761.04,82.905,324,6111.48
76.5475,5826.26,82.6755,325,6241.7
72.3974,5232.9,75.3643,326,6229.75
80.627,5832.54,84.1415,327,6003.25
80.184,5762.06,84.1361,328,6226.72
76.594,5571.5,82.6404,329,6291.53
78.6582,4315.91,84.8869,330,6315.85
79.4525,5715.59,81.8172,331,6258.3
76.0171,5570.02,82.6182,332,6156.65
80.1605,5314.42,83.054,333,6231.45
72.8966,5383.58,82.0978,334,5762.48
78.5109,4750.99,82.9108,335,6334.67
79.3645,5728.37,82.9346,336,6189.62
74.3914,5409.77,77.2886,337,6133.18
68.2574,5288.03,73.5959,338,6190.75
68.3914,4731.01,72.5103,339,6258.17
78.6282,5654.47,83.445,340,5865.18
78.0863,4717.55,82.0686,341,5929.83
66.6519,5200.59,73.1976,342,5964.68
81.2422,5626.79,83.508,343,6194.44
82.7333,5370.99,84.0195,344,6104.04
67.3225,5134.12,72.7313,345,4843.33
74.5876,5284.77,81.5326,346,5904.6
59.1632,4875.77,69.295,347,5833.22
79.235,5372.18,79.9021,348,6271.44
75.8988,4281.92,80.2077,349,5636.18
66.0595,4697.61,70.4745,350,6189.66
81.5951,5780.57,83.1335,351,5919.0
80.0449,5702.5,82.4857,352,5812.15
76.1257,4596.57,74.776,353,6019.45
80.0373,4832.77,82.23,354,6281.09
82.981,5415.25,83.3819,355,6121.6
75.2297,5577.31,75.0253,356,6235.03
81.1641,5424.73,83.2643,357,6123.1
72.6059,5829.44,73.9429,358,6221.37
82.2956,5313.11,84.1648,359,6146.18
79.4791,5613.32,81.2212,360,5127.98
82.222,5770.2,83.3098,361,6188.34
80.0908,5433.75,83.3815,362,6112.94
71.9537,5292.92,73.7504,363,5973.69
78.4185,5175.95,80.0415,364,5287.59
74.2826,5353.28,74.7717,365,6243.41
83.9268,5472.64,85.2265,366,6139.55
64.3632,5495.48,71.8848,367,6168.73
68.2842,5448.39,72.0729,368,5883.03
80.9084,5314.91,83.806,369,6249.6
80.5303,5500.02,83.2139,370,6189.42
68.391,5498.85,73.8346,371,5408.78
82.5159,5821.32,81.9924,372,5872.63
78.2953,5195.15,81.7178,373,6097.69
83.5199,5518.76,83.521,374,6123.19
76.593,5660.9,76.2417,375,5917.95
83.4199,5594.62,84.4403,376,6039.96
84.8922,5735.01,85.5608,377,5655.1
83.2196,5252.8,83.7542,378,5683.9
77.11,5447.92,77.8695,379,6023.97
81.5617,5815.1,83.3382,380,5861.52
83.3475,5721.64,83.2213,381,5969.95
76.9168,5795.88,75.7567,382,6135.37
82.1744,5688.58,82.9973,383,6200.36
