Running Update Time,Running Env Steps,Itration,Real Det Return,Real Sto Return,Running Reverse KL,Reward Loss,Running Forward KL
72,360000,72,3906.37,3922.22,19.9328,-1849.1009521484375,44.3338
73,365000,73,3908.55,3848.54,17.6586,-1891.83056640625,43.6418
74,370000,74,3894.09,3890.44,18.7672,-1881.012451171875,44.3052
75,375000,75,3889.76,3877.58,17.9749,-1914.6614990234375,44.0097
76,380000,76,3893.92,3866.67,19.3995,-1951.4154052734375,44.4689
77,385000,77,3868.27,3857.78,17.7222,-1948.9647216796875,43.9986
78,390000,78,3937.98,3917.48,19.0959,-1895.6148681640625,43.8939
79,395000,79,3937.43,3924.32,18.4265,-1983.9990234375,43.8834
80,400000,80,3965.66,3975.37,18.9042,-1981.2138671875,43.3287
81,405000,81,3880.76,3891.22,17.8735,-2000.3646240234375,44.1283
82,410000,82,3975.3,3959.1,19.3665,-2062.46044921875,44.4183
83,415000,83,3740.19,3848.56,17.4479,-2223.1748046875,43.4036
84,420000,84,3947.16,3887.28,16.9534,-2160.4296875,43.3196
85,425000,85,3915.43,3887.83,18.0519,-2298.98193359375,43.9505
86,430000,86,4032.66,3948.28,17.9179,-2165.81591796875,43.9407
87,435000,87,3885.59,3897.62,17.7022,-2160.2509765625,43.3251
88,440000,88,3977.49,3945.57,18.5977,-2257.198486328125,43.6502
89,445000,89,3999.17,3955.68,18.8365,-2242.312744140625,44.1522
90,450000,90,3895.12,3895.97,18.1042,-2276.923828125,44.0176
91,455000,91,3959.11,3908.2,17.9501,-2281.435546875,43.7135
92,460000,92,3979.55,3947.9,18.1879,-2308.1435546875,43.6593
93,465000,93,4026.73,4012.44,19.348,-2351.656982421875,44.3425
94,470000,94,3983.6,3972.01,18.9436,-2432.33447265625,44.1146
95,475000,95,3971.91,3953.84,18.2544,-2494.71923828125,43.8114
96,480000,96,4011.51,3952.21,19.1517,-2423.141357421875,43.6313
97,485000,97,3920.56,3921.14,19.8481,-2511.25634765625,44.2824
98,490000,98,3952.42,3976.31,18.9679,-2554.984130859375,43.8785
99,495000,99,4000.9,3980.55,18.3374,-2492.709228515625,43.2196
100,500000,100,3977.62,3973.37,18.3461,-2686.7216796875,43.86
101,505000,101,4011.11,4005.83,18.9636,-2579.350341796875,43.7591
102,510000,102,4034.64,4042.79,20.3974,-2712.475830078125,44.1579
103,515000,103,3969.7,3969.59,18.913,-2655.817138671875,43.7592
104,520000,104,4011.0,3994.38,17.1955,-2679.51708984375,43.2079
105,525000,105,3975.56,4010.55,18.8066,-2686.159423828125,43.6279
106,530000,106,4012.79,3996.02,18.7817,-2847.093017578125,43.459
107,535000,107,3997.23,3985.57,18.2117,-2867.22998046875,43.5163
108,540000,108,4047.97,4045.55,19.3652,-2944.809326171875,43.3316
109,545000,109,4075.59,4045.86,18.8984,-2866.0048828125,43.5614
110,550000,110,4017.05,4012.8,19.0344,-2998.3505859375,43.3317
111,555000,111,4142.2,4083.29,19.8044,-2903.310791015625,42.7797
112,560000,112,4064.48,4045.02,18.8384,-2910.6826171875,43.002
113,565000,113,4092.78,3829.17,17.9429,-3043.53515625,42.9023
114,570000,114,3966.37,3979.72,19.5973,-3166.543701171875,43.8602
115,575000,115,4028.84,4024.02,19.2079,-3108.3251953125,43.2506
116,580000,116,4073.71,4015.32,18.3112,-3034.91455078125,43.1878
117,585000,117,4142.07,4046.94,19.4438,-3037.2685546875,43.3494
118,590000,118,4058.08,4034.81,19.0209,-3220.123291015625,43.0061
119,595000,119,4194.86,4075.1,17.796,-3159.12939453125,43.0355
120,600000,120,4092.03,4057.06,18.4725,-3212.64013671875,43.1852
121,605000,121,4110.84,4081.56,18.6507,-3237.803955078125,42.6035
122,610000,122,4117.43,4077.92,19.4374,-3279.45947265625,43.0109
123,615000,123,4048.68,4020.02,18.2574,-3290.302734375,43.266
124,620000,124,4042.77,4047.6,19.1856,-3351.7626953125,43.3324
125,625000,125,4083.63,3992.12,18.1526,-3271.706787109375,43.2688
126,630000,126,4120.19,4037.09,17.7997,-3250.294921875,42.9452
127,635000,127,4190.73,4092.24,18.179,-3314.69091796875,42.7695
128,640000,128,4178.42,4090.36,18.2173,-3403.7841796875,42.8634
129,645000,129,4082.13,4050.86,17.1474,-3506.03369140625,42.83
130,650000,130,4099.8,4068.79,17.1664,-3472.38525390625,43.1175
131,655000,131,4074.08,4028.85,17.176,-3359.22265625,42.5173
132,660000,132,4081.83,4050.43,17.3957,-3590.4599609375,42.8737
133,665000,133,4132.75,4065.25,18.5825,-3542.2607421875,42.5939
134,670000,134,4107.86,4053.65,17.6984,-3542.595703125,43.0586
135,675000,135,4165.16,4101.54,19.5444,-3543.809814453125,42.8017
136,680000,136,4173.14,4095.93,18.8123,-3594.536865234375,42.9756
137,685000,137,4133.26,3917.2,17.3325,-3679.358154296875,43.2046
138,690000,138,4134.73,4069.15,18.1654,-3623.86572265625,42.6581
139,695000,139,4163.62,3941.51,17.8592,-3599.25439453125,42.7534
140,700000,140,4140.78,4092.96,16.5718,-3774.8017578125,42.4083
141,705000,141,4168.44,4143.66,18.981,-3649.99462890625,42.2686
142,710000,142,4140.61,4068.32,18.6786,-3833.5751953125,42.7268
143,715000,143,4111.69,4026.6,17.8119,-3795.3037109375,42.5143
144,720000,144,4178.08,4106.49,17.1443,-3881.706787109375,42.3963
145,725000,145,4139.64,4096.9,17.5847,-3872.14013671875,42.5305
146,730000,146,4190.56,4121.51,17.1946,-3826.509765625,42.545
147,735000,147,4147.12,4106.89,18.9103,-3946.91162109375,42.8055
148,740000,148,4126.56,4048.53,16.5228,-4036.80126953125,42.3606
149,745000,149,4166.95,4069.59,17.2052,-3904.07421875,42.0953
150,750000,150,4207.35,4108.59,18.0356,-3960.212158203125,42.5137
151,755000,151,4129.32,4093.59,17.9574,-4097.337890625,42.6512
152,760000,152,4163.18,4082.99,18.2119,-4099.91162109375,42.7491
153,765000,153,4194.21,4111.48,18.3732,-4136.740234375,42.3559
154,770000,154,4181.49,4125.52,18.306,-4038.153564453125,42.4616
155,775000,155,4137.69,4104.52,17.6692,-4225.17333984375,42.5592
156,780000,156,4168.45,4126.5,17.3582,-4228.697265625,42.2085
157,785000,157,4233.67,4150.03,17.0651,-4143.7666015625,42.1417
158,790000,158,4226.82,4166.07,18.5393,-4160.35009765625,42.4321
159,795000,159,4175.78,4127.96,17.3116,-4357.14013671875,42.3763
160,800000,160,4182.33,4081.07,17.7357,-4325.080078125,42.5563
161,805000,161,4169.08,4126.35,19.045,-4213.27880859375,42.697
162,810000,162,4194.13,4149.85,18.3161,-4374.888671875,42.5514
163,815000,163,4214.79,4173.99,18.2024,-4349.5888671875,42.2843
164,820000,164,4215.68,4083.21,17.1431,-4486.61181640625,42.2035
165,825000,165,4183.45,4134.81,18.2527,-4525.80908203125,42.9249
166,830000,166,4190.45,4137.73,16.9817,-4376.4443359375,41.9559
167,835000,167,4201.36,4154.93,19.1575,-4472.29443359375,42.3646
168,840000,168,4178.05,4083.05,17.2715,-4653.11572265625,42.4673
169,845000,169,4128.17,4125.63,18.0671,-4683.9072265625,42.6818
170,850000,170,4203.05,3999.57,18.2372,-4627.1767578125,42.4561
171,855000,171,4213.34,4166.3,17.2403,-4553.03076171875,41.9888
172,860000,172,4170.45,4165.28,19.1606,-4697.2021484375,42.6843
173,865000,173,4166.53,4104.17,17.1953,-4845.41796875,42.3372
174,870000,174,4217.45,4167.59,17.0344,-4643.25537109375,42.0831
175,875000,175,4233.62,4174.88,17.3573,-4476.53955078125,41.8013
176,880000,176,4191.58,4129.53,18.0362,-4840.89892578125,42.1527
177,885000,177,4196.76,3900.38,17.0921,-4793.66943359375,42.2733
178,890000,178,4203.59,4160.72,17.4789,-4875.2060546875,42.0166
179,895000,179,4240.71,3963.15,18.0631,-4938.76513671875,42.317
180,900000,180,4217.72,4118.99,18.5189,-5051.5732421875,42.4679
181,905000,181,4203.94,4146.43,17.0438,-4957.31494140625,42.3392
182,910000,182,4155.31,4157.96,17.2343,-4867.37255859375,42.4351
183,915000,183,4209.5,4183.2,17.532,-4966.9794921875,42.0514
184,920000,184,4139.62,4128.49,17.3275,-5078.4462890625,42.3585
185,925000,185,4180.93,4190.89,18.1106,-5067.6708984375,42.1788
186,930000,186,4248.67,4193.47,17.7289,-5098.39208984375,41.895
187,935000,187,4204.64,4156.84,17.5066,-5230.49609375,41.9866
188,940000,188,4197.06,4188.71,16.8414,-5097.48193359375,42.0653
189,945000,189,4243.84,4194.74,18.459,-5175.91748046875,42.2554
190,950000,190,4193.72,4180.49,17.4451,-5063.19482421875,41.696
191,955000,191,4226.3,4009.64,16.4594,-5431.1728515625,42.0593
192,960000,192,4237.69,4196.41,17.1728,-5249.81298828125,41.8848
193,965000,193,4272.23,4202.57,17.1708,-5298.8994140625,41.7693
194,970000,194,4243.67,4166.9,16.2585,-5316.0712890625,41.852
195,975000,195,4145.9,4163.29,17.96,-5554.4677734375,42.4484
196,980000,196,4211.99,4209.52,17.347,-5358.96337890625,41.7516
197,985000,197,4177.5,4149.84,16.6898,-5461.302734375,42.0678
198,990000,198,4245.39,4221.93,17.8784,-5629.99658203125,41.8773
199,995000,199,4202.53,4183.85,17.5773,-5604.66455078125,42.1111
200,1000000,200,4182.18,4192.84,18.3637,-5566.9501953125,42.2002
201,1005000,201,4210.78,4214.2,18.1868,-5587.74267578125,42.3447
202,1010000,202,4260.14,4236.79,18.6931,-5612.6259765625,41.8645
203,1015000,203,4196.94,4184.95,17.8113,-5674.34228515625,41.9959
204,1020000,204,4201.38,4196.9,17.94,-5668.33935546875,42.0105
205,1025000,205,4243.84,4219.09,18.0416,-5729.41357421875,41.7189
206,1030000,206,4235.88,4225.76,17.3612,-5791.0654296875,41.9001
207,1035000,207,4187.47,4175.01,17.801,-5779.2841796875,42.0173
208,1040000,208,4174.71,4151.27,17.5623,-5896.49755859375,42.2319
209,1045000,209,4208.55,4181.82,17.1873,-5911.4951171875,41.8771
210,1050000,210,1.94,2.06,22.9,-7162.9384765625,44.854
211,1055000,211,3274.97,3286.24,20.5574,-7486.17236328125,42.7459
212,1060000,212,3957.93,3660.28,19.3744,-6656.63134765625,42.9512
213,1065000,213,3954.73,3925.58,18.0421,-6742.61572265625,43.3405
214,1070000,214,4085.06,4053.97,17.2904,-6346.6982421875,42.1728
215,1075000,215,4150.94,3891.73,16.6017,-6482.6728515625,42.086
216,1080000,216,4172.71,3944.8,16.617,-6232.19677734375,42.2117
217,1085000,217,4135.05,4025.06,16.7144,-6372.4169921875,42.011
218,1090000,218,4150.75,4139.49,16.8993,-6436.1748046875,42.0205
219,1095000,219,4217.01,4151.75,16.609,-6373.3525390625,41.7457
220,1100000,220,4174.4,4158.55,16.8113,-6450.01220703125,41.8225
221,1105000,221,4264.82,4221.67,17.0511,-6382.0400390625,41.6391
222,1110000,222,4265.8,4210.35,16.6493,-6450.98046875,41.3192
223,1115000,223,4204.93,4187.35,16.8698,-6519.861328125,41.6703
224,1120000,224,4214.28,4169.34,17.0489,-6611.2099609375,41.6825
225,1125000,225,4208.44,4185.34,17.6263,-6679.71044921875,41.851
226,1130000,226,4221.05,4159.93,17.1923,-6748.59716796875,41.9016
227,1135000,227,4155.83,4147.21,17.3747,-6819.1025390625,42.0361
228,1140000,228,4114.02,4114.97,17.3195,-6791.83154296875,42.2149
229,1145000,229,4071.12,4103.01,16.7379,-6892.80859375,41.9791
230,1150000,230,4130.7,4126.16,17.3273,-6941.259765625,42.2095
231,1155000,231,4139.86,4109.43,17.3216,-6952.8291015625,41.907
232,1160000,232,4166.42,4122.16,16.983,-6998.24365234375,41.9535
233,1165000,233,4166.14,4146.98,17.1716,-7004.166015625,41.6992
234,1170000,234,4188.13,4131.79,17.2407,-7083.50634765625,41.7297
235,1175000,235,4180.23,4114.4,17.2149,-7153.3251953125,41.7689
236,1180000,236,4176.83,4138.1,17.1968,-7265.1533203125,41.6448
237,1185000,237,4156.31,4116.11,17.2504,-7353.84716796875,41.5882
238,1190000,238,4264.7,4196.72,16.7575,-7187.78759765625,41.3608
239,1195000,239,4312.01,4148.9,17.7906,-7158.75048828125,41.6445
240,1200000,240,1487.47,2342.21,34.5848,-9047.705078125,43.1849
241,1205000,241,334.99,881.86,19.3874,-10187.201171875,44.3916
242,1210000,242,394.86,298.03,26.916,-11554.154296875,46.3036
243,1215000,243,3630.34,3345.33,17.6079,-7851.46240234375,43.2727
244,1220000,244,581.51,1688.68,28.8093,-11270.109375,47.4563
245,1225000,245,3817.28,3772.11,22.4563,-8752.1552734375,43.3131
246,1230000,246,3987.46,3702.24,18.7167,-8297.3798828125,42.6826
247,1235000,247,3706.5,3958.7,19.0427,-8642.6767578125,43.3966
248,1240000,248,4120.36,3927.26,17.2109,-8448.3837890625,42.5431
249,1245000,249,4156.84,4198.18,18.0032,-8044.36767578125,42.0886
250,1250000,250,4258.83,4177.37,18.2656,-8193.4375,41.999
251,1255000,251,4285.17,4125.01,17.4731,-7878.57470703125,41.3029
252,1260000,252,4243.96,4200.88,16.9818,-7910.54833984375,41.1313
253,1265000,253,4228.49,4256.98,16.9192,-7932.2138671875,41.7259
254,1270000,254,4237.68,4216.57,16.5319,-8144.88720703125,41.1976
255,1275000,255,4198.46,4224.17,16.4419,-8020.82177734375,41.4205
256,1280000,256,4216.25,4229.24,16.6649,-8123.3505859375,41.4949
257,1285000,257,4221.86,4208.94,16.9898,-8246.1953125,41.3104
258,1290000,258,4246.69,4242.47,16.6293,-8211.705078125,41.1797
259,1295000,259,4234.02,4178.43,18.3793,-8728.5693359375,41.5145
260,1300000,260,4301.11,4088.43,16.5224,-8301.7001953125,41.4563
261,1305000,261,4269.21,4093.61,20.0148,-8943.5244140625,41.1962
262,1310000,262,4288.83,4136.45,17.7234,-8300.5703125,41.4198
263,1315000,263,4248.18,4054.79,16.8149,-8381.4033203125,41.1845
264,1320000,264,4248.65,4220.42,16.7796,-8404.404296875,40.9156
265,1325000,265,4280.37,4242.0,16.972,-8398.373046875,41.3718
266,1330000,266,4310.37,4233.04,16.8276,-8521.1904296875,41.0546
267,1335000,267,4324.15,4259.74,17.102,-8520.2763671875,41.4516
268,1340000,268,4247.3,4200.38,16.1872,-8862.109375,41.5458
269,1345000,269,4263.92,4231.68,16.3322,-8888.2197265625,41.6455
270,1350000,270,4292.83,4252.62,16.8961,-8950.603515625,41.3302
271,1355000,271,4263.55,4081.57,16.5391,-8980.8076171875,41.3271
272,1360000,272,4306.61,4216.98,16.243,-8960.6796875,41.4657
273,1365000,273,4354.54,4134.14,17.2575,-8828.0224609375,41.1826
274,1370000,274,4345.91,4258.41,17.3272,-8939.3408203125,41.2293
275,1375000,275,4305.17,4238.07,16.8712,-9000.3994140625,41.2532
276,1380000,276,4310.9,4109.09,16.8291,-9080.357421875,41.2665
277,1385000,277,4302.32,4243.64,17.1987,-9285.7314453125,41.4063
278,1390000,278,4338.64,4260.16,17.2055,-9340.01171875,40.9893
279,1395000,279,4337.1,4238.81,17.4552,-9359.51171875,41.5584
280,1400000,280,4332.8,4232.17,17.1046,-9409.1611328125,41.0138
281,1405000,281,4288.56,3895.3,16.5568,-9994.453125,41.5589
282,1410000,282,4299.83,4237.66,17.1102,-9851.0400390625,41.6085
283,1415000,283,4318.05,4250.82,17.6278,-9626.302734375,41.2341
284,1420000,284,4340.87,4251.43,18.1858,-9739.453125,41.6206
285,1425000,285,4338.78,4252.9,17.5712,-9980.861328125,41.6887
286,1430000,286,4349.67,4270.17,17.1702,-9772.134765625,41.4017
287,1435000,287,4347.25,4269.0,17.946,-9932.740234375,41.3661
288,1440000,288,4296.76,4132.23,17.8887,-10137.4873046875,41.7019
289,1445000,289,4331.27,4069.33,17.9449,-9897.0146484375,41.6655
290,1450000,290,4357.27,4252.27,17.6668,-9866.220703125,41.6522
291,1455000,291,4307.99,4255.15,17.6644,-10011.8115234375,41.6603
292,1460000,292,4344.83,4262.2,18.0332,-10067.4228515625,41.6177
293,1465000,293,4327.71,4254.34,17.348,-10219.58984375,41.502
294,1470000,294,4298.58,4244.72,17.3755,-10422.3037109375,41.6883
295,1475000,295,4326.75,4260.21,17.2285,-10287.4921875,41.3299
296,1480000,296,4276.65,4221.16,17.3478,-10349.654296875,41.3283
297,1485000,297,4299.46,4256.1,17.2045,-10539.3984375,41.47
298,1490000,298,4295.35,4246.24,16.9293,-10422.2177734375,41.5552
299,1495000,299,4265.98,4232.91,17.9584,-10578.2197265625,41.9699
300,1500000,300,4303.32,4247.21,16.2739,-11088.13671875,41.4966
301,1505000,301,4330.28,4264.37,17.3003,-10500.1328125,41.5794
302,1510000,302,4299.29,4247.77,17.4469,-10673.8818359375,41.6678
303,1515000,303,4327.41,4263.59,17.1391,-10834.2216796875,41.4488
304,1520000,304,4278.05,4248.61,17.7154,-10781.32421875,41.6071
305,1525000,305,4352.26,4273.52,17.4568,-10930.4716796875,41.5293
306,1530000,306,4275.97,4243.04,16.9848,-11025.0029296875,41.3618
307,1535000,307,4322.63,4258.78,17.015,-11075.0546875,41.6407
308,1540000,308,4311.89,4247.88,17.2019,-10968.2958984375,41.4335
309,1545000,309,4281.86,4267.31,17.148,-11082.7158203125,41.3109
310,1550000,310,4271.97,4099.92,17.2253,-11261.3310546875,41.5683
311,1555000,311,4287.9,4226.05,17.793,-11360.197265625,41.6585
312,1560000,312,4280.66,4233.51,17.5621,-11580.1494140625,41.6149
313,1565000,313,4270.75,4254.82,17.5451,-11484.3974609375,41.5178
314,1570000,314,4288.47,4254.3,17.873,-11599.568359375,41.7153
315,1575000,315,4257.33,4252.65,17.7054,-11676.837890625,41.9326
316,1580000,316,4285.74,4262.27,17.8113,-11678.708984375,41.6336
317,1585000,317,4256.5,4242.29,17.8483,-11883.01953125,41.5719
318,1590000,318,4301.3,4265.17,17.9729,-11797.1962890625,41.5455
319,1595000,319,4274.86,4275.89,17.9314,-11815.119140625,41.5874
320,1600000,320,4281.83,4263.79,18.2059,-12146.0224609375,41.6778
321,1605000,321,4289.68,4256.48,18.2512,-12217.5,41.6622
322,1610000,322,4305.92,4280.44,17.4681,-12225.9150390625,41.5103
323,1615000,323,4292.0,4270.18,18.1222,-12259.1533203125,41.3224
324,1620000,324,4228.33,4234.62,18.2601,-12524.6376953125,41.8679
325,1625000,325,4265.9,4263.14,18.2966,-12530.5458984375,41.6549
326,1630000,326,4263.07,4246.76,17.8059,-12576.3740234375,41.4553
327,1635000,327,4244.67,4258.9,18.6618,-12836.2900390625,41.9163
328,1640000,328,4207.87,4220.4,17.5647,-12899.37109375,41.7772
329,1645000,329,4238.79,4246.98,18.2883,-12954.21484375,41.6312
330,1650000,330,4231.65,4225.12,18.0901,-12779.1162109375,41.8306
331,1655000,331,4254.77,4250.93,17.8426,-12882.3369140625,41.6487
332,1660000,332,4267.14,4256.35,17.7938,-13048.666015625,41.5327
333,1665000,333,4230.5,4248.75,17.9909,-13114.1298828125,41.7693
334,1670000,334,4305.99,4286.89,18.176,-13107.771484375,41.5929
335,1675000,335,4287.22,4273.04,18.0184,-13291.6376953125,41.4082
336,1680000,336,4321.0,4271.56,18.2504,-13458.4453125,41.2707
337,1685000,337,4294.72,4256.92,18.0709,-13349.16015625,41.3931
338,1690000,338,4332.97,4278.04,17.7109,-13553.966796875,41.1682
339,1695000,339,4283.08,4259.21,17.4531,-13712.533203125,41.6162
340,1700000,340,4320.31,4270.65,17.8695,-13673.2021484375,41.4923
341,1705000,341,4297.29,4252.97,17.9164,-14022.4697265625,41.7008
342,1710000,342,4259.77,4258.77,17.8764,-14153.337890625,41.3641
343,1715000,343,4304.24,4297.55,17.9315,-13756.314453125,41.3475
344,1720000,344,4269.67,4265.67,18.0621,-14155.279296875,41.6526
345,1725000,345,4349.49,4308.26,18.1198,-13838.716796875,41.4624
346,1730000,346,4305.47,4289.46,18.6343,-14084.8837890625,41.6783
347,1735000,347,4328.16,4289.48,17.3594,-14313.3359375,41.2245
348,1740000,348,4309.37,4288.33,17.8687,-14186.8896484375,41.2245
349,1745000,349,4237.72,4274.68,17.7891,-14574.919921875,41.5377
350,1750000,350,4255.73,4270.58,17.8984,-14621.2236328125,41.4861
351,1755000,351,4274.79,4302.05,17.996,-14485.052734375,41.5186
352,1760000,352,4291.88,4291.59,18.2385,-14630.44921875,41.3396
353,1765000,353,4349.86,4335.19,18.3387,-14594.974609375,41.3652
354,1770000,354,4326.97,4315.43,18.0985,-14650.5263671875,41.2715
355,1775000,355,4315.02,4314.5,18.0696,-14893.5966796875,41.3992
356,1780000,356,4334.37,4296.43,17.6208,-14744.3056640625,41.4956
357,1785000,357,4276.41,4293.49,18.3586,-15186.029296875,41.5114
358,1790000,358,4300.73,4279.48,17.6889,-15168.8193359375,41.2195
359,1795000,359,4319.96,4297.27,18.2161,-15496.275390625,41.5262
360,1800000,360,4313.03,4287.76,17.9862,-15484.3056640625,41.122
361,1805000,361,4332.67,4309.47,17.7456,-15160.3154296875,41.1537
362,1810000,362,4362.8,4332.74,18.1092,-15022.205078125,41.4245
363,1815000,363,4317.92,4291.07,17.5403,-15634.861328125,41.2675
364,1820000,364,4319.47,4298.44,18.1544,-15387.5810546875,41.5102
365,1825000,365,4366.78,4334.65,17.8086,-15299.8583984375,41.0682
366,1830000,366,4341.27,4289.31,17.4786,-15931.8818359375,41.311
367,1835000,367,4366.86,4329.46,18.1529,-15659.25,41.0877
368,1840000,368,4300.9,4310.64,17.7825,-15656.7529296875,41.0553
369,1845000,369,4372.65,4343.35,17.7146,-15371.5478515625,41.1013
370,1850000,370,4348.27,4343.48,18.0926,-15822.1064453125,41.3731
371,1855000,371,4338.27,4331.91,17.6697,-15994.4423828125,41.3279
372,1860000,372,4320.4,4302.96,17.8886,-15779.2119140625,41.1817
373,1865000,373,4322.09,4311.17,17.7054,-16118.6572265625,41.3111
374,1870000,374,4287.15,4090.94,19.6581,-16353.71484375,41.5258
375,1875000,375,461.38,463.75,41.6399,-27555.544921875,49.1632
376,1880000,376,3150.79,2703.29,23.1123,-21247.099609375,43.7773
377,1885000,377,758.19,748.99,40.7927,-25473.494140625,47.2
378,1890000,378,3334.38,3194.42,22.1443,-21504.482421875,43.0463
379,1895000,379,4105.8,3460.46,26.7656,-22414.568359375,43.5598
380,1900000,380,3660.98,2834.23,23.6001,-22191.57421875,43.2436
381,1905000,381,3988.04,3966.49,20.1579,-18645.369140625,42.5681
382,1910000,382,4151.63,4173.25,20.4101,-18607.681640625,42.0836
383,1915000,383,4049.37,3919.81,19.8429,-19679.1484375,42.3556
384,1920000,384,3934.25,4066.88,18.6342,-17880.111328125,41.9154
385,1925000,385,4318.31,4232.64,18.4328,-17796.162109375,41.6983
