Real Sto Return,Real Det Return,Running Update Time,Running Forward KL,Running Env Steps,Reward Loss,Running Reverse KL,Itration
5204.89,5336.62,774,34.514,3870000,-25323.451171875,15.4436,774
4942.87,5180.89,775,34.5745,3875000,-25092.890625,15.8992,775
5177.76,5342.36,776,33.905,3880000,-24671.662109375,15.5005,776
5211.29,5330.93,777,33.1398,3885000,-24330.251953125,15.2361,777
5187.05,5340.91,778,33.0783,3890000,-22411.69140625,14.0704,778
5186.46,5303.26,779,32.4057,3895000,-22519.873046875,13.8333,779
5169.43,5289.04,780,33.4404,3900000,-24955.310546875,14.8157,780
4929.01,5360.13,781,33.6292,3905000,-24753.736328125,14.4225,781
5189.45,5298.26,782,33.5305,3910000,-24151.953125,14.7883,782
5193.78,5345.16,783,34.4328,3915000,-26661.9453125,15.5425,783
5220.63,5314.7,784,33.6734,3920000,-24928.36328125,14.6675,784
5182.42,5290.57,785,34.2926,3925000,-25735.16796875,15.4789,785
5197.11,5334.1,786,33.025,3930000,-25054.919921875,15.0047,786
5232.91,5364.97,787,32.7171,3935000,-24335.220703125,14.8541,787
5189.44,5352.94,788,34.1415,3940000,-25897.005859375,15.0604,788
5206.25,5361.02,789,32.9782,3945000,-24052.853515625,14.5262,789
5145.57,5258.29,790,31.7836,3950000,-21725.96484375,13.8716,790
5042.6,5409.71,791,33.0959,3955000,-25450.75,15.1271,791
5140.86,5258.22,792,33.9937,3960000,-25592.748046875,16.1365,792
590.68,749.44,793,44.7789,3965000,-33709.4765625,74.7467,793
674.44,662.39,794,49.3848,3970000,-33328.484375,30.583,794
4940.88,4998.11,795,33.7849,3975000,-23540.669921875,18.3224,795
4336.25,4855.19,796,35.8415,3980000,-28510.802734375,17.1281,796
4806.21,4872.47,797,34.7205,3985000,-26532.302734375,18.6937,797
1439.63,115.52,798,36.9663,3990000,-24870.1640625,34.1406,798
4839.17,4934.62,799,33.863,3995000,-23365.611328125,16.6429,799
4874.37,4950.37,800,33.9505,4000000,-25906.705078125,17.2264,800
4887.25,4938.6,801,33.4101,4005000,-24299.654296875,16.1059,801
4976.71,5019.95,802,33.7165,4010000,-23726.7421875,16.47,802
5028.17,5124.35,803,34.1481,4015000,-26136.91796875,16.7124,803
5121.23,5221.56,804,33.1887,4020000,-24397.154296875,16.0906,804
5098.67,5204.34,805,35.1156,4025000,-26914.744140625,17.4979,805
5136.15,5245.14,806,33.891,4030000,-24591.359375,16.2342,806
5126.64,5242.22,807,33.768,4035000,-26226.103515625,16.8881,807
5167.49,956.9,808,33.5141,4040000,-26141.716796875,15.791,808
5162.53,5283.31,809,33.2897,4045000,-24991.30078125,16.3233,809
5139.94,5069.91,810,33.7715,4050000,-26691.59375,17.2425,810
4744.4,1429.47,811,34.1341,4055000,-26303.3359375,16.8069,811
5223.12,5291.05,812,33.7782,4060000,-24629.251953125,16.5628,812
5233.78,5288.48,813,32.6306,4065000,-23652.3046875,15.2291,813
5229.85,5307.64,814,33.332,4070000,-25626.673828125,15.5505,814
5243.37,5355.6,815,33.6287,4075000,-25646.99609375,16.4244,815
5223.8,5328.48,816,33.5536,4080000,-25817.796875,16.2987,816
5233.21,5377.28,817,33.1494,4085000,-25784.15234375,15.948,817
5285.97,5422.49,818,33.8393,4090000,-25799.369140625,15.9708,818
5227.41,5326.14,819,33.2375,4095000,-25702.271484375,16.443,819
5248.45,5377.05,820,33.3976,4100000,-24550.08203125,15.2748,820
5040.98,5416.17,821,32.2549,4105000,-21780.462890625,14.745,821
3918.55,5398.53,822,34.8859,4110000,-26289.498046875,17.1892,822
5262.74,5413.38,823,32.4234,4115000,-23045.484375,14.6399,823
5302.97,5403.43,824,33.6849,4120000,-24475.36328125,15.6146,824
5302.08,5445.05,825,33.0864,4125000,-23372.62890625,15.1225,825
5296.2,5467.1,826,32.3332,4130000,-22155.529296875,14.464,826
5242.7,5382.04,827,33.6941,4135000,-24220.119140625,16.2178,827
5268.96,5404.21,828,32.7424,4140000,-22493.1171875,15.2244,828
5288.83,5398.58,829,32.8214,4145000,-22589.158203125,14.4982,829
5311.29,5453.66,830,32.3048,4150000,-20521.01953125,14.3322,830
5301.9,5431.63,831,32.7535,4155000,-20816.703125,14.4877,831
5309.97,5444.99,832,32.6497,4160000,-23271.611328125,15.4585,832
5264.01,5384.43,833,31.2267,4165000,-20609.224609375,13.6939,833
5318.92,5417.07,834,32.3673,4170000,-22864.751953125,14.9269,834
5251.17,5354.06,835,32.6128,4175000,-23038.0625,15.1079,835
5183.58,5301.71,836,32.8972,4180000,-22174.046875,14.889,836
5259.1,5396.08,837,32.19,4185000,-22509.197265625,15.2173,837
5276.26,5428.85,838,32.5468,4190000,-22301.017578125,14.8996,838
5230.53,5339.4,839,32.8795,4195000,-22542.064453125,15.3308,839
5271.3,5384.24,840,32.1904,4200000,-21631.13671875,14.7289,840
5314.01,5429.09,841,32.2847,4205000,-22207.462890625,14.4066,841
5265.59,5440.71,842,32.4702,4210000,-22535.12890625,14.8652,842
5303.96,5484.98,843,33.2221,4215000,-24287.919921875,16.2126,843
5294.69,5435.46,844,32.6605,4220000,-23306.380859375,15.0414,844
5295.19,5443.72,845,32.5779,4225000,-22483.05078125,15.0425,845
4781.24,5478.1,846,32.2321,4230000,-23735.419921875,15.3815,846
5263.51,5375.42,847,31.7845,4235000,-21325.44921875,13.9028,847
5275.35,5446.42,848,32.8333,4240000,-24153.107421875,15.569,848
5270.92,5399.19,849,32.7542,4245000,-22437.17578125,15.0128,849
5256.13,5367.27,850,32.8415,4250000,-24643.283203125,15.5721,850
3779.33,5476.56,851,32.4796,4255000,-22841.67578125,19.6064,851
5289.23,5463.82,852,31.7145,4260000,-22071.166015625,16.8976,852
5250.65,5356.43,853,31.2652,4265000,-21791.1328125,14.1857,853
5030.01,5386.66,854,31.7623,4270000,-23139.025390625,14.3907,854
5204.36,5340.07,855,32.6603,4275000,-23830.515625,20.0655,855
5239.35,5409.81,856,32.4726,4280000,-23437.203125,14.3311,856
5255.06,5377.08,857,31.7112,4285000,-22143.158203125,13.7194,857
5190.83,5302.55,858,31.6513,4290000,-22089.400390625,13.922,858
5207.42,5319.87,859,32.0055,4295000,-24428.837890625,15.6894,859
5296.34,5437.89,860,33.2811,4300000,-24814.4921875,15.6036,860
5268.61,5377.26,861,32.4725,4305000,-23846.349609375,15.1289,861
5258.25,5385.73,862,31.8856,4310000,-22677.689453125,14.4712,862
5253.56,5392.5,863,32.3885,4315000,-24125.845703125,18.6049,863
5196.02,5362.8,864,31.6364,4320000,-23159.9453125,13.6191,864
5148.82,5119.01,865,32.1185,4325000,-23601.6796875,13.473,865
5199.83,5312.06,866,32.1075,4330000,-23598.419921875,13.7557,866
5187.52,5329.9,867,32.1777,4335000,-22611.96484375,13.4808,867
5048.5,5201.89,868,32.36,4340000,-24371.80859375,13.4129,868
5066.53,5228.7,869,31.5048,4345000,-22950.880859375,13.6189,869
5068.61,5131.51,870,32.7804,4350000,-24605.251953125,13.5851,870
5004.12,5112.79,871,32.0917,4355000,-23547.7265625,13.3935,871
5068.25,5137.94,872,32.1198,4360000,-23700.298828125,13.6516,872
5099.36,5271.62,873,31.9915,4365000,-22990.6328125,13.7105,873
4961.4,5317.73,874,32.1558,4370000,-22173.25,13.7364,874
5135.47,5315.31,875,32.1567,4375000,-23721.794921875,13.8377,875
5078.7,5235.27,876,32.4826,4380000,-23977.76953125,13.9494,876
5188.74,5347.74,877,31.4477,4385000,-22493.982421875,13.6835,877
5079.92,5234.43,878,32.1662,4390000,-23136.220703125,14.0581,878
5120.59,5257.88,879,32.5565,4395000,-23289.830078125,14.1915,879
5091.83,5214.7,880,31.8543,4400000,-21787.171875,14.0146,880
5046.41,5174.13,881,32.5281,4405000,-22876.794921875,14.0597,881
5039.81,5190.5,882,32.6282,4410000,-22137.48828125,14.0084,882
4739.93,5088.44,883,32.5848,4415000,-23279.251953125,13.824,883
5182.99,5295.14,884,32.9035,4420000,-22752.095703125,14.1791,884
5201.57,5302.05,885,31.9277,4425000,-22833.5859375,13.9588,885
5200.33,5324.53,886,32.283,4430000,-23119.330078125,14.1128,886
5181.87,5308.78,887,32.9373,4435000,-23768.47265625,13.9936,887
5190.13,5335.24,888,31.5591,4440000,-23058.689453125,13.6808,888
5257.27,5377.48,889,32.6966,4445000,-24550.275390625,14.0877,889
5212.94,5338.17,890,32.6634,4450000,-24160.212890625,13.9297,890
4802.47,5293.86,891,32.3679,4455000,-22689.27734375,13.9114,891
4443.52,5358.05,892,32.4007,4460000,-22664.6875,13.4422,892
4712.9,5112.92,893,32.925,4465000,-24660.47265625,14.657,893
4908.19,5314.82,894,32.6496,4470000,-22938.9140625,13.4694,894
5252.83,5417.74,895,32.1372,4475000,-23099.240234375,13.3126,895
5212.97,5340.51,896,32.086,4480000,-23078.013671875,13.4232,896
4988.43,5379.54,897,32.5312,4485000,-23331.697265625,13.7574,897
4273.49,4847.3,898,34.6905,4490000,-27659.861328125,17.4688,898
5185.91,5293.02,899,32.8803,4495000,-24382.18359375,13.5626,899
5194.26,5338.74,900,32.5232,4500000,-24239.626953125,13.3412,900
5238.35,5349.47,901,33.0376,4505000,-23743.568359375,13.9503,901
4763.67,5335.62,902,32.2944,4510000,-23022.615234375,13.2966,902
4917.62,5296.66,903,33.8309,4515000,-26315.861328125,16.3892,903
5256.7,5412.05,904,32.9561,4520000,-25579.11328125,13.8773,904
4826.47,5287.11,905,33.2508,4525000,-24321.568359375,14.1242,905
5173.5,5247.52,906,32.6048,4530000,-23007.443359375,13.7818,906
5188.48,5340.1,907,32.9452,4535000,-24092.361328125,14.0694,907
5179.06,5340.21,908,32.5398,4540000,-23621.880859375,13.5195,908
4169.29,5184.54,909,32.2131,4545000,-24265.873046875,14.9172,909
4748.51,5261.21,910,32.9502,4550000,-24131.876953125,13.3891,910
5115.76,5259.61,911,32.6371,4555000,-23237.994140625,13.8601,911
4983.47,5291.84,912,32.4439,4560000,-22934.150390625,13.2854,912
5038.52,5207.77,913,32.1547,4565000,-22441.47265625,12.9873,913
4897.54,5232.96,914,32.8488,4570000,-23729.5625,13.7902,914
5191.21,5269.22,915,32.8644,4575000,-24660.94140625,13.9991,915
5197.02,5384.92,916,32.3957,4580000,-23477.2109375,13.4658,916
4792.47,5444.77,917,33.5,4585000,-27282.1796875,15.0725,917
5188.91,5354.06,918,32.0058,4590000,-22775.380859375,13.3174,918
5219.2,5414.42,919,32.5467,4595000,-25082.0546875,13.5105,919
5218.44,5408.42,920,32.1226,4600000,-23786.150390625,13.2669,920
5141.84,5449.03,921,31.8629,4605000,-23109.068359375,13.3101,921
5172.59,5403.56,922,32.7513,4610000,-24927.88671875,12.7899,922
5180.87,5339.5,923,32.2289,4615000,-22979.70703125,13.6386,923
4954.85,5366.08,924,33.0073,4620000,-24615.24609375,14.1601,924
5233.04,5383.29,925,32.9056,4625000,-24170.876953125,13.8139,925
5187.93,5386.12,926,32.5556,4630000,-24391.837890625,13.9541,926
4882.24,5207.67,927,31.9045,4635000,-22289.498046875,12.9041,927
5088.29,5395.45,928,32.7393,4640000,-25265.716796875,13.253,928
5272.99,5463.08,929,31.7683,4645000,-23247.888671875,12.9957,929
5232.45,5401.14,930,31.9068,4650000,-24130.365234375,14.1455,930
4910.07,5234.24,931,31.2893,4655000,-21703.341796875,13.3702,931
5142.89,5297.44,932,31.0614,4660000,-21827.384765625,12.9716,932
5227.71,5363.86,933,30.7741,4665000,-22838.28125,13.1064,933
4661.19,5318.05,934,32.4816,4670000,-23853.2109375,13.1325,934
4990.76,5326.26,935,32.4312,4675000,-25798.341796875,13.7689,935
4498.31,5225.5,936,31.862,4680000,-24264.658203125,12.8961,936
4958.22,5326.44,937,30.7333,4685000,-22281.630859375,12.4942,937
5273.8,5389.46,938,31.5411,4690000,-23412.876953125,13.2774,938
4940.21,5300.58,939,32.0393,4695000,-25246.71875,13.5679,939
4941.6,5312.73,940,31.5008,4700000,-23599.365234375,12.8032,940
