Running Reverse KL,Real Det Return,Real Sto Return,Reward Loss,Running Update Time,Running Env Steps,Running Forward KL,Itration
16.4533,11567.17,10985.04,-48530.6875,393,1965000,143.4166,393
16.8329,11432.28,10798.8,-48424.45703125,394,1970000,143.428,394
18.5548,11465.93,10955.42,-49576.08984375,395,1975000,142.5677,395
17.3157,11429.28,10593.95,-48774.62109375,396,1980000,143.4891,396
18.2847,11375.6,10401.17,-50972.26171875,397,1985000,143.0185,397
18.0891,11572.91,10673.21,-50343.4609375,398,1990000,142.8987,398
17.9932,11271.3,10085.41,-49903.7734375,399,1995000,143.1523,399
19.0046,11399.78,10988.33,-52351.30078125,400,2000000,143.3502,400
17.9546,11214.36,10865.2,-50407.2890625,401,2005000,142.9818,401
18.1238,11430.88,10988.56,-52112.51171875,402,2010000,143.3591,402
17.1371,11483.95,10972.49,-49121.04296875,403,2015000,143.4527,403
18.9103,11387.5,10950.12,-52755.46484375,404,2020000,143.3353,404
17.6403,11544.45,10680.07,-51247.078125,405,2025000,142.3575,405
18.8012,11106.09,10900.0,-51996.71875,406,2030000,143.478,406
18.2441,11474.3,10618.58,-51829.96875,407,2035000,143.1334,407
18.3359,11226.07,10802.86,-52366.03515625,408,2040000,144.0913,408
18.0774,11504.78,11061.21,-52148.625,409,2045000,142.6327,409
18.3647,11422.74,11007.43,-52443.328125,410,2050000,143.4085,410
17.5215,11417.39,10989.81,-52077.734375,411,2055000,143.9332,411
18.2251,11604.31,11007.31,-52383.140625,412,2060000,143.0618,412
18.0952,11551.05,10995.81,-53623.4296875,413,2065000,144.3441,413
18.752,11288.43,10834.61,-53177.75390625,414,2070000,143.6693,414
18.3476,11512.2,10999.46,-53738.265625,415,2075000,143.4534,415
18.4631,11439.09,11013.48,-52408.5390625,416,2080000,143.0653,416
18.7541,11466.61,11090.6,-52471.46484375,417,2085000,142.8418,417
17.9157,11516.0,10756.75,-52857.02734375,418,2090000,143.4299,418
16.435,11322.55,10976.06,-50074.84765625,419,2095000,143.0175,419
18.3299,11361.77,11043.43,-53525.37109375,420,2100000,142.6188,420
18.6968,11548.77,11039.38,-53328.6328125,421,2105000,142.9136,421
18.8903,11335.37,10406.75,-52870.6015625,422,2110000,143.7321,422
17.6608,11470.94,10960.35,-52434.0625,423,2115000,143.018,423
18.6578,11558.8,11179.95,-53818.53515625,424,2120000,142.6475,424
18.5964,11582.29,11142.93,-53592.203125,425,2125000,143.1036,425
18.5079,11589.21,11183.76,-51883.42578125,426,2130000,143.0037,426
18.0945,10963.51,11164.72,-53474.11328125,427,2135000,142.5351,427
18.1319,11192.92,10743.92,-54404.5859375,428,2140000,143.1068,428
16.6159,11567.0,9604.74,-51912.6171875,429,2145000,143.1534,429
18.2255,11569.64,11094.51,-53864.7578125,430,2150000,142.5952,430
18.35,11584.85,11041.53,-54715.87890625,431,2155000,143.0935,431
17.487,11496.96,10782.32,-53243.078125,432,2160000,143.3433,432
17.847,11569.67,11123.07,-54875.69921875,433,2165000,143.5263,433
18.1978,11590.0,10027.36,-54932.3125,434,2170000,143.0957,434
18.3214,11614.19,11036.17,-55495.06640625,435,2175000,143.0328,435
18.6716,11502.25,10658.37,-54514.25390625,436,2180000,143.6009,436
18.5045,11501.65,11140.65,-55213.3828125,437,2185000,143.3056,437
17.8156,11687.0,10698.33,-53966.07421875,438,2190000,143.0161,438
17.4205,11364.56,10090.43,-53340.85546875,439,2195000,143.1625,439
18.9592,11527.42,10998.45,-55260.421875,440,2200000,142.827,440
19.0691,11001.77,11070.23,-56650.984375,441,2205000,143.4178,441
18.8214,11378.22,10939.15,-54740.8515625,442,2210000,143.8895,442
18.565,11620.3,10637.61,-55841.0625,443,2215000,141.8177,443
17.9514,11398.14,10956.11,-54362.48046875,444,2220000,143.1223,444
17.0282,10837.67,11108.31,-53811.99609375,445,2225000,142.4337,445
18.2794,10864.44,10508.16,-54481.3046875,446,2230000,143.1122,446
18.9331,11398.0,11062.04,-55180.2109375,447,2235000,143.0351,447
18.4486,11404.71,10840.64,-56009.09765625,448,2240000,143.6362,448
18.5828,11515.47,10913.41,-55916.20703125,449,2245000,142.5348,449
17.3087,11368.02,11037.97,-54936.45703125,450,2250000,142.5268,450
17.4351,11328.48,10854.93,-54620.0,451,2255000,142.8404,451
17.329,11136.57,10500.25,-54652.6875,452,2260000,143.4408,452
18.1807,11489.27,11042.83,-55567.30859375,453,2265000,142.4065,453
18.1912,11467.25,10481.48,-55367.66796875,454,2270000,142.1476,454
18.7686,11333.08,10942.31,-56474.3984375,455,2275000,142.7851,455
18.296,11623.67,11013.85,-56433.578125,456,2280000,143.4039,456
16.9079,10885.27,10972.4,-54478.2734375,457,2285000,142.6695,457
18.4707,11499.08,10983.22,-55838.765625,458,2290000,142.3119,458
16.9461,11452.16,11085.13,-55425.45703125,459,2295000,142.553,459
18.4268,11456.4,10622.93,-57073.72265625,460,2300000,142.9993,460
17.6076,11504.16,11027.78,-56447.0234375,461,2305000,142.7222,461
18.9662,11451.7,11072.08,-56556.1953125,462,2310000,142.6224,462
16.8176,11465.53,10067.53,-56358.19921875,463,2315000,142.7171,463
17.1135,11504.82,11140.13,-55295.30859375,464,2320000,142.4757,464
16.9193,11406.67,10628.24,-55476.85546875,465,2325000,142.2635,465
18.5843,11544.32,10609.92,-56180.98046875,466,2330000,142.6721,466
18.0748,11506.17,10719.93,-56812.56640625,467,2335000,142.3861,467
18.3394,11579.47,10787.87,-57455.21484375,468,2340000,142.7473,468
18.5114,11587.44,11233.51,-55808.6953125,469,2345000,142.5731,469
17.9095,11121.25,11254.66,-55624.2734375,470,2350000,143.0151,470
19.0866,11462.46,11160.45,-58065.19921875,471,2355000,143.0117,471
18.8441,11616.69,11188.4,-57598.1796875,472,2360000,142.7977,472
18.387,11511.53,11010.9,-57926.515625,473,2365000,142.9594,473
18.0286,11335.37,10961.69,-56700.90625,474,2370000,142.995,474
18.3518,11599.78,11105.7,-56975.71875,475,2375000,142.401,475
17.1743,11576.2,11079.88,-57192.01171875,476,2380000,142.5629,476
16.2809,11639.02,9625.39,-54495.18359375,477,2385000,142.8977,477
17.1676,11449.83,9509.74,-57321.3359375,478,2390000,143.4508,478
18.0849,11576.9,11144.47,-57414.11328125,479,2395000,142.3961,479
16.386,10999.92,10594.08,-54761.125,480,2400000,142.6736,480
16.5025,11626.83,9883.26,-55489.0390625,481,2405000,143.3643,481
17.9209,11507.78,10658.47,-57958.6953125,482,2410000,142.8182,482
17.8774,11358.27,10443.55,-56052.1640625,483,2415000,143.1814,483
18.6514,11546.98,10384.5,-58756.49609375,484,2420000,143.208,484
16.8165,11523.47,11098.77,-56417.55078125,485,2425000,142.6721,485
18.5475,11574.17,10048.98,-57474.078125,486,2430000,142.0227,486
18.2997,10964.6,10629.57,-58162.46875,487,2435000,142.247,487
17.3064,11362.31,10372.29,-57017.15234375,488,2440000,142.6189,488
18.1899,11224.96,10992.86,-56709.68359375,489,2445000,142.6527,489
18.1275,11652.6,10649.39,-59041.21484375,490,2450000,142.4356,490
16.9126,11467.98,10154.9,-57380.82421875,491,2455000,143.1505,491
18.5474,11135.52,10767.68,-58103.5625,492,2460000,143.4049,492
17.4884,11467.49,9631.43,-56289.2578125,493,2465000,142.4716,493
17.4905,11443.51,10455.64,-56303.41015625,494,2470000,143.5879,494
18.9434,11339.24,10820.94,-58666.6484375,495,2475000,142.8459,495
18.6726,11390.88,10706.98,-58260.3125,496,2480000,143.0531,496
18.5891,11050.51,10171.74,-57845.83984375,497,2485000,143.4034,497
15.7947,11438.12,9166.02,-54040.484375,498,2490000,143.3551,498
17.8411,10737.16,10618.64,-57705.84765625,499,2495000,142.7119,499
16.1626,11227.66,9743.64,-55385.0546875,500,2500000,142.8018,500
17.6142,11696.38,10157.55,-57932.07421875,501,2505000,142.4404,501
17.5327,11306.26,10552.85,-57971.171875,502,2510000,142.7847,502
17.3966,11068.16,9285.45,-58042.33203125,503,2515000,142.2905,503
18.2546,11508.29,9937.77,-60413.82421875,504,2520000,142.2079,504
15.1591,10873.48,8780.04,-54652.22265625,505,2525000,143.2073,505
18.3519,10876.79,9680.86,-59271.421875,506,2530000,142.64,506
14.921,9576.76,9140.27,-52472.828125,507,2535000,144.3144,507
17.3362,11433.14,9845.13,-57689.90625,508,2540000,141.6185,508
14.4358,10340.99,7902.28,-55438.69921875,509,2545000,142.3524,509
15.0985,11263.61,7690.34,-56328.55078125,510,2550000,142.6486,510
17.2939,10591.1,9851.58,-60164.96875,511,2555000,142.7181,511
18.9215,11048.02,10052.77,-60128.05859375,512,2560000,142.9153,512
14.0791,9301.34,9346.86,-53248.90234375,513,2565000,143.7186,513
16.7669,10270.24,10567.7,-57585.3359375,514,2570000,142.639,514
15.5881,9741.42,8869.87,-56520.0078125,515,2575000,142.9007,515
18.7961,11021.5,9914.59,-59974.37109375,516,2580000,142.9428,516
17.2387,9609.37,9628.38,-58872.63671875,517,2585000,142.7115,517
18.3696,11277.79,9729.02,-59895.8359375,518,2590000,142.0002,518
16.7715,10571.53,8322.44,-58768.1328125,519,2595000,142.3167,519
16.1789,10572.51,10070.6,-57627.23828125,520,2600000,143.2021,520
17.6293,10748.24,10865.21,-60944.55078125,521,2605000,143.9702,521
18.3993,11359.5,10590.02,-61168.4609375,522,2610000,143.2775,522
17.8793,10760.09,9871.43,-59796.98046875,523,2615000,142.4734,523
19.6625,10939.11,9469.87,-58130.32421875,524,2620000,143.2302,524
16.5856,10912.11,10500.7,-57949.046875,525,2625000,142.0969,525
14.4763,10562.78,9848.95,-53985.828125,526,2630000,143.5002,526
16.7267,11459.08,9680.1,-58713.3515625,527,2635000,142.5877,527
17.1228,11314.58,10740.94,-58689.7734375,528,2640000,142.9239,528
25.5552,11360.47,8999.94,-58367.6015625,529,2645000,142.9008,529
17.0873,11330.02,10919.25,-60401.44140625,530,2650000,142.1989,530
14.3051,9485.87,8926.82,-55044.0546875,531,2655000,143.5797,531
16.6822,10760.99,9677.99,-57864.50390625,532,2660000,142.9339,532
17.0902,11113.1,10751.18,-59342.87890625,533,2665000,142.2691,533
15.789,9002.81,8957.41,-58123.23828125,534,2670000,143.5756,534
16.6584,10930.47,10364.31,-60017.203125,535,2675000,142.8344,535
16.1365,10912.79,9106.29,-59529.0859375,536,2680000,142.1465,536
19.2057,11413.43,10088.17,-57439.14453125,537,2685000,142.8723,537
19.5831,11109.96,10663.69,-60634.59375,538,2690000,143.0778,538
13.8145,11382.02,10256.76,-54814.09765625,539,2695000,143.7315,539
17.7108,10793.29,9612.74,-60704.7265625,540,2700000,142.4846,540
17.0696,11413.21,10824.68,-59579.51171875,541,2705000,141.5656,541
18.7078,11001.71,10574.56,-62183.0390625,542,2710000,142.9125,542
18.0225,11297.16,10771.81,-61205.0390625,543,2715000,142.2304,543
16.8758,10900.89,8573.08,-60489.578125,544,2720000,142.5655,544
18.1463,11421.66,10842.75,-61328.70703125,545,2725000,142.5305,545
16.5185,10577.87,10203.29,-59361.62890625,546,2730000,143.1992,546
17.7879,10965.8,10050.75,-60620.7734375,547,2735000,143.4038,547
17.2899,11076.58,10238.89,-61030.12890625,548,2740000,142.9492,548
18.5968,10824.2,10043.24,-62555.6015625,549,2745000,143.0972,549
16.1965,10808.56,10569.16,-60337.08984375,550,2750000,142.539,550
15.4419,9507.43,7886.15,-57744.90234375,551,2755000,143.4649,551
15.5126,10913.69,9263.14,-58204.87890625,552,2760000,142.5737,552
17.5823,10656.87,9043.92,-61581.9609375,553,2765000,143.0654,553
16.6045,11253.98,10033.71,-59708.75390625,554,2770000,143.8996,554
17.6499,10855.63,10540.02,-61768.84375,555,2775000,142.6105,555
17.2446,11133.74,9569.19,-60687.796875,556,2780000,142.7396,556
15.4873,8695.97,7825.94,-58633.37109375,557,2785000,142.9433,557
14.3638,9978.85,9441.92,-56978.71484375,558,2790000,142.4384,558
16.1101,11224.4,8307.41,-58885.86328125,559,2795000,143.5947,559
16.3077,11112.81,10391.99,-58641.5,560,2800000,142.6335,560
14.6705,11167.78,9499.82,-58412.5,561,2805000,143.5428,561
15.1746,9852.72,7982.49,-59388.26171875,562,2810000,143.4882,562
16.1933,11407.65,9016.52,-60884.55859375,563,2815000,143.2508,563
12.4793,10428.71,9981.79,-54135.62890625,564,2820000,143.8642,564
14.6709,10264.45,9340.87,-57896.2890625,565,2825000,142.6565,565
16.7913,11433.68,10202.73,-60177.71875,566,2830000,142.3768,566
15.4719,9008.21,7547.31,-58783.3828125,567,2835000,142.9565,567
15.0235,9694.85,8809.72,-58309.234375,568,2840000,142.5376,568
16.2804,9761.13,8889.01,-61268.3203125,569,2845000,143.3653,569
15.1004,8421.38,9485.78,-55980.5078125,570,2850000,143.1814,570
16.5204,11390.15,10058.57,-61534.6875,571,2855000,142.9287,571
16.1281,10997.78,9008.25,-57053.96484375,572,2860000,142.9356,572
15.1231,8387.22,8294.53,-59383.32421875,573,2865000,143.6991,573
15.9003,11469.53,9363.12,-61302.5078125,574,2870000,142.9079,574
18.7012,11514.39,11052.24,-63399.1171875,575,2875000,143.2978,575
16.2773,9472.14,8371.76,-58828.1640625,576,2880000,143.1328,576
17.8036,7288.03,8489.59,-54148.3515625,577,2885000,144.1438,577
18.1324,11184.71,10139.77,-63167.39453125,578,2890000,142.1136,578
16.5653,10948.74,9845.87,-61279.3984375,579,2895000,142.8746,579
18.1515,11293.01,10213.67,-63431.43359375,580,2900000,142.4345,580
13.9056,7588.26,8046.2,-57111.09765625,581,2905000,143.3112,581
13.6491,7533.74,8214.53,-56648.07421875,582,2910000,142.9569,582
18.4036,11502.58,10806.67,-62727.12890625,583,2915000,142.6771,583
18.6209,11599.93,9983.96,-64277.62109375,584,2920000,142.464,584
16.3747,6755.96,6041.94,-60606.46484375,585,2925000,142.3526,585
18.3844,11409.01,10558.24,-62843.24609375,586,2930000,143.0112,586
16.3018,10605.83,10536.96,-60998.83984375,587,2935000,142.4642,587
16.6928,11750.19,10988.31,-61659.3046875,588,2940000,141.9152,588
17.1281,9536.0,9939.11,-62708.9609375,589,2945000,141.5559,589
14.2446,10715.46,8174.97,-58451.890625,590,2950000,142.8161,590
17.3449,11236.61,9824.97,-62406.78125,591,2955000,142.0382,591
16.8923,11444.4,9689.46,-61834.67578125,592,2960000,141.8285,592
19.1154,11242.2,10551.63,-65006.35546875,593,2965000,142.135,593
16.169,8988.03,9994.41,-62017.0625,594,2970000,142.8941,594
18.4363,11388.84,10943.88,-64208.609375,595,2975000,142.7345,595
15.5606,10489.17,9397.59,-59503.8828125,596,2980000,143.0993,596
16.9563,11575.65,9824.98,-62061.21484375,597,2985000,141.6506,597
18.6427,11293.97,10565.21,-61970.8515625,598,2990000,141.1993,598
16.3268,11392.58,10124.53,-59963.4453125,599,2995000,142.9198,599
