Reward Loss,Real Sto Return,Itration,Running Forward KL,Running Update Time,Real Det Return,Running Reverse KL,Running Env Steps
-1318.62646484375,1727.97,72,22.4452,72,3438.97,15.4513,360000
-1406.55517578125,1311.2,73,22.2923,73,3352.53,13.6217,365000
-1473.502685546875,292.76,74,23.018,74,35.31,13.9781,370000
-1729.1373291015625,1959.65,75,22.9823,75,3360.91,27.2293,375000
-1305.3719482421875,1734.76,76,22.9072,76,3372.74,14.2295,380000
-2107.294921875,1225.01,77,24.2768,77,1991.89,26.1798,385000
-657.4632568359375,920.8,78,20.3677,78,3423.61,13.7687,390000
-1759.0667724609375,1134.38,79,24.4585,79,1917.84,14.3565,395000
-1953.1712646484375,1388.23,80,22.6775,80,1384.86,16.4653,400000
-1908.0489501953125,652.35,81,23.2328,81,654.36,19.941,405000
-701.7177124023438,2427.59,82,21.2347,82,3290.13,12.4085,410000
-2286.190185546875,546.05,83,22.7842,83,2371.48,25.5373,415000
-1476.256103515625,947.84,84,22.0726,84,2568.35,27.723,420000
-2008.58203125,1249.84,85,23.7811,85,1461.74,17.8087,425000
-1802.2412109375,2339.47,86,22.0138,86,1064.12,26.9189,430000
-2489.050537109375,1044.65,87,23.6226,87,1079.1,27.3145,435000
-1572.2529296875,2632.55,88,23.0119,88,3455.51,21.8534,440000
-2062.614013671875,1336.13,89,23.0963,89,1640.43,30.5881,445000
-2866.222412109375,993.0,90,25.1995,90,954.0,35.9523,450000
-2765.83056640625,1171.48,91,23.9677,91,3227.94,33.8031,455000
-2214.59765625,1763.76,92,22.4925,92,3489.84,29.5794,460000
-2188.5693359375,1655.89,93,23.1998,93,3464.21,36.3767,465000
-2962.79296875,887.99,94,23.5443,94,1062.23,54.4542,470000
-2259.92138671875,1283.85,95,24.0323,95,3138.87,31.5139,475000
-2626.279052734375,1349.43,96,23.9936,96,1865.48,43.2171,480000
-2582.306884765625,1687.5,97,24.4211,97,2325.18,25.3998,485000
-2407.638427734375,1097.18,98,23.0513,98,311.04,31.1159,490000
-2807.498779296875,1641.75,99,24.6587,99,2794.93,46.65,495000
-2420.083984375,2051.71,100,22.6061,100,3229.65,38.6535,500000
-2222.620849609375,2332.2,101,23.4432,101,3460.33,27.6714,505000
-2805.658935546875,995.92,102,23.0452,102,1246.78,29.524,510000
-2656.999755859375,1568.87,103,22.8651,103,2975.56,41.7813,515000
-2375.25244140625,2084.32,104,23.4863,104,1368.76,29.6498,520000
-3196.23779296875,1868.58,105,23.1395,105,1491.35,41.6234,525000
-2496.160888671875,126.94,106,22.7562,106,31.38,27.8931,530000
-850.1681518554688,2343.51,107,20.9298,107,3427.0,15.1355,535000
-1894.41357421875,2443.38,108,21.6138,108,3293.11,30.2906,540000
-2257.60595703125,1858.21,109,22.0329,109,3522.49,21.2673,545000
-2504.6015625,60.87,110,23.0012,110,43.25,26.2105,550000
-3165.3193359375,1646.81,111,22.4969,111,2026.09,27.6271,555000
-2140.38818359375,928.55,112,21.3847,112,1757.81,27.0378,560000
-4029.065185546875,1201.08,113,23.2445,113,1240.03,39.1719,565000
-1010.7596435546875,2407.1,114,21.258,114,3426.21,15.9564,570000
-1464.281494140625,2608.03,115,22.3914,115,3461.46,17.3212,575000
-3296.101318359375,1583.02,116,24.0873,116,1253.78,35.4911,580000
-791.6013793945312,2638.41,117,20.8523,117,3475.64,13.1481,585000
-2503.608154296875,2412.01,118,21.6652,118,3444.2,27.085,590000
-3220.010986328125,1066.41,119,23.3765,119,2731.55,37.1639,595000
-2013.1741943359375,1769.76,120,22.4769,120,2402.24,23.9242,600000
-1568.47998046875,1721.49,121,21.9513,121,3457.33,21.3787,605000
-3002.926025390625,1779.12,122,22.7301,122,3405.12,26.9352,610000
-2794.613525390625,2016.98,123,21.6444,123,1030.36,24.7735,615000
-2151.615966796875,802.06,124,20.5853,124,22.57,23.9208,620000
-2960.3115234375,1786.64,125,21.2176,125,3472.74,29.9123,625000
-1602.318115234375,2887.11,126,19.5421,126,3489.64,17.2406,630000
-3375.185546875,873.4,127,22.7667,127,814.26,30.6305,635000
-3128.39697265625,2385.95,128,22.7206,128,3365.49,24.1323,640000
-2487.431640625,1830.05,129,22.7685,129,3516.44,21.7703,645000
-2554.5615234375,2375.85,130,21.861,130,1609.89,26.1747,650000
-4051.353759765625,1276.51,131,24.3463,131,857.26,25.9706,655000
-4885.80029296875,282.75,132,25.6631,132,1143.29,25.1608,660000
-2586.778564453125,2382.33,133,21.6567,133,2191.73,25.598,665000
-3057.73583984375,1628.18,134,22.9555,134,2158.72,28.2569,670000
-3622.017578125,1622.68,135,22.6761,135,2212.36,37.4937,675000
-1791.53857421875,643.51,136,21.8695,136,585.37,18.1486,680000
-2271.337890625,2404.98,137,21.9213,137,3322.18,21.0666,685000
-1514.8829345703125,1930.64,138,21.2995,138,3473.98,17.1027,690000
-3494.20654296875,1749.07,139,22.8881,139,3327.98,21.0933,695000
-2463.72705078125,2115.07,140,21.4596,140,2184.81,24.951,700000
-3564.2470703125,2313.91,141,21.9504,141,3178.94,21.6601,705000
-3602.1123046875,1742.85,142,22.8632,142,1666.8,32.0744,710000
-3379.9306640625,1748.8,143,21.7572,143,2924.44,20.8038,715000
-2939.8564453125,2343.88,144,21.9458,144,2371.18,24.703,720000
-3714.194580078125,1628.88,145,23.1725,145,717.0,36.9926,725000
-4542.36181640625,426.43,146,23.7557,146,24.52,25.1666,730000
-4995.15673828125,1258.14,147,23.4728,147,1149.6,18.963,735000
-1975.90673828125,2340.43,148,21.7967,148,3068.79,17.6553,740000
-4597.7177734375,1501.78,149,23.9784,149,3498.86,35.5653,745000
-4588.68603515625,1219.14,150,24.3343,150,1097.78,32.2001,750000
-5556.75390625,1192.89,151,24.5522,151,1284.06,59.6586,755000
-5447.0966796875,1018.79,152,25.5102,152,1978.21,54.5625,760000
-5469.482421875,1269.57,153,24.4558,153,1819.78,35.38,765000
-3281.078369140625,1502.04,154,22.887,154,3252.68,35.7917,770000
-2006.1705322265625,2118.18,155,20.8293,155,1256.23,19.2982,775000
-6417.12841796875,571.35,156,24.7047,156,914.64,49.1434,780000
-3557.95458984375,2252.45,157,22.7589,157,2507.45,26.0231,785000
-3124.27294921875,2068.85,158,22.3334,158,1548.81,23.4959,790000
-4220.744140625,2090.14,159,22.4723,159,2928.25,22.731,795000
-5250.58740234375,1582.27,160,24.3094,160,3442.7,44.3484,800000
-6601.0810546875,238.8,161,25.146,161,14.49,47.1677,805000
-4642.07666015625,1100.06,162,23.1775,162,1288.95,32.339,810000
-6472.7900390625,1391.34,163,24.6221,163,1546.2,34.5694,815000
-6167.8505859375,452.63,164,24.4811,164,1340.91,46.4547,820000
-5936.10595703125,1628.05,165,24.1085,165,1862.4,52.7537,825000
-3701.611328125,2331.74,166,21.7228,166,3138.09,24.4671,830000
-3703.530029296875,1970.02,167,23.0466,167,3293.97,30.4012,835000
-5124.88623046875,1327.08,168,23.3067,168,1907.53,57.1118,840000
-7191.119140625,884.88,169,25.9782,169,1141.62,56.5839,845000
-4229.48388671875,1924.83,170,22.4361,170,2749.62,31.0203,850000
-6389.35400390625,1067.05,171,24.8682,171,1418.23,39.8356,855000
-7146.80126953125,896.87,172,24.8033,172,2377.52,54.1718,860000
-7249.1748046875,902.22,173,24.4581,173,1264.51,41.7408,865000
-7748.837890625,917.55,174,25.1571,174,969.62,67.9329,870000
-5562.9267578125,1341.9,175,22.5981,175,1511.07,35.7429,875000
-4715.13720703125,2024.39,176,23.8954,176,2450.92,38.2711,880000
-7631.30810546875,1086.96,177,24.9053,177,1346.21,48.1404,885000
-7652.52001953125,1372.99,178,24.5932,178,1278.12,74.1174,890000
-4390.4541015625,1488.02,179,21.8645,179,1029.3,22.7282,895000
-6826.51953125,1611.11,180,24.117,180,2968.95,31.4735,900000
-4832.7666015625,1765.54,181,23.1371,181,2618.74,33.7381,905000
-7466.8330078125,1459.7,182,25.1094,182,2696.02,87.7049,910000
-7256.3916015625,1186.57,183,23.5668,183,1420.68,38.5003,915000
-5326.8623046875,1438.34,184,22.6023,184,2191.72,33.4833,920000
-4806.52392578125,1813.82,185,22.5472,185,3261.7,28.8796,925000
-8849.8330078125,1237.07,186,24.2904,186,1514.13,62.7965,930000
-7123.72509765625,1814.01,187,23.591,187,3241.56,38.9657,935000
-6735.08154296875,1844.87,188,23.6804,188,3441.88,29.7493,940000
-6581.85302734375,1666.25,189,23.9236,189,2225.79,33.481,945000
-7673.69482421875,1430.39,190,23.8494,190,2253.26,39.9675,950000
-3560.148193359375,2227.07,191,20.4221,191,3239.76,25.9806,955000
-7453.65380859375,1593.85,192,23.0841,192,1669.42,41.1364,960000
-5422.22021484375,1850.19,193,22.0303,193,2594.54,32.0352,965000
-6825.39990234375,1653.58,194,22.1539,194,3358.8,61.7175,970000
-8394.73828125,1638.65,195,23.6856,195,3378.15,44.7288,975000
-4994.0546875,355.19,196,21.2514,196,20.26,20.6019,980000
-6797.16162109375,2200.24,197,22.9069,197,1221.27,30.3545,985000
-6626.2607421875,1720.95,198,23.5677,198,1670.4,36.5012,990000
-8932.736328125,1080.8,199,24.075,199,3387.78,40.9958,995000
