Real Det Return,Reward Loss,Running Forward KL,Running Reverse KL,Itration,Real Sto Return,Running Env Steps,Running Update Time
3990.34,-450.43182373046875,42.986,18.0096,79,4035.16,395000,79
4098.71,-421.2831726074219,42.5156,18.4674,80,4127.37,400000,80
4143.04,-435.78509521484375,43.0128,19.429,81,4106.38,405000,81
4100.47,-455.08441162109375,42.7934,18.9938,82,4094.75,410000,82
4304.66,-436.9074401855469,44.0125,20.3601,83,4232.99,415000,83
4058.96,-442.9423828125,42.8725,18.8168,84,4157.22,420000,84
4327.56,-444.20452880859375,41.9823,18.5198,85,4230.01,425000,85
4262.58,-439.09368896484375,42.0847,19.528,86,4243.12,430000,86
4127.69,-457.3639831542969,42.3954,19.0276,87,4120.28,435000,87
4288.4,-459.8984680175781,42.3389,18.8764,88,4239.35,440000,88
4292.09,-472.68402099609375,42.1496,18.7326,89,4263.44,445000,89
4228.61,-456.46142578125,42.5167,18.9817,90,4281.35,450000,90
4274.92,-450.5258483886719,41.1853,17.7371,91,4240.65,455000,91
4274.42,-484.5781555175781,42.376,19.8053,92,4187.78,460000,92
4239.04,-513.2158813476562,42.3397,17.892,93,4226.07,465000,93
4330.64,-507.1256103515625,42.5557,18.9324,94,4282.2,470000,94
4382.48,-497.93524169921875,42.2951,18.398,95,4318.86,475000,95
4445.05,-495.4481201171875,42.7378,20.0052,96,4396.43,480000,96
4312.15,-519.0697021484375,41.9412,18.4923,97,4316.85,485000,97
4256.38,-546.72314453125,42.3869,16.5764,98,3341.18,490000,98
4325.39,-549.647216796875,43.7541,20.644,99,4320.18,495000,99
4202.87,-518.6077270507812,42.7417,19.1208,100,4235.36,500000,100
4250.32,-549.1173095703125,42.558,18.7359,101,4232.11,505000,101
4387.99,-555.2613525390625,42.2466,19.7096,102,4412.53,510000,102
4454.19,-515.0528564453125,41.3702,18.0237,103,4432.88,515000,103
4534.31,-538.4640502929688,42.3181,19.6278,104,4507.87,520000,104
4541.6,-543.1270141601562,41.7389,19.3426,105,4420.64,525000,105
4434.56,-548.185546875,41.9206,17.8302,106,4363.56,530000,106
4547.16,-549.412841796875,41.6789,17.9046,107,4494.32,535000,107
4508.44,-529.0465087890625,42.2983,19.7548,108,4480.6,540000,108
4438.15,-551.34130859375,42.5892,19.1693,109,4420.94,545000,109
4541.68,-566.1192016601562,42.4768,20.0176,110,4501.66,550000,110
4553.36,-557.9402465820312,42.0864,19.7681,111,4534.79,555000,111
4436.3,-590.5470581054688,42.8321,19.3342,112,4424.8,560000,112
4479.26,-589.071044921875,42.4292,20.2144,113,4491.78,565000,113
4719.95,-597.43115234375,42.1042,17.4186,114,4198.67,570000,114
4640.55,-549.8350219726562,41.0737,17.6849,115,4520.0,575000,115
4525.25,-612.5534057617188,43.3348,20.8197,116,4511.64,580000,116
4646.8,-592.4957885742188,41.5821,17.5659,117,4536.72,585000,117
4634.4,-612.9766845703125,42.0371,19.4263,118,4589.68,590000,118
4716.23,-594.19189453125,40.9357,17.2699,119,4220.63,595000,119
4617.79,-626.1808471679688,42.9128,19.3914,120,4587.1,600000,120
4575.9,-632.0291748046875,42.4705,19.4383,121,4526.5,605000,121
4515.99,-639.4342041015625,43.2935,20.4156,122,4563.08,610000,122
4683.41,-632.3143310546875,41.9096,20.4643,123,4662.39,615000,123
4731.31,-628.1895141601562,42.5892,20.0695,124,4506.4,620000,124
4642.21,-668.2218627929688,42.8873,20.4627,125,4604.98,625000,125
4750.8,-641.536376953125,42.0076,19.4714,126,4626.62,630000,126
4652.28,-629.9475708007812,41.5617,18.7743,127,4512.91,635000,127
3077.52,-725.140380859375,42.4969,15.6089,128,3387.41,640000,128
4597.15,-717.6256103515625,41.8301,17.9645,129,3862.21,645000,129
4581.18,-681.1961669921875,41.7245,18.8573,130,4289.35,650000,130
4594.01,-700.7139282226562,42.4822,21.2678,131,4591.74,655000,131
4755.11,-674.1502685546875,41.5658,19.5613,132,4661.06,660000,132
4756.89,-704.762451171875,42.7258,19.8489,133,4661.01,665000,133
4654.32,-721.7229614257812,41.7434,19.8392,134,4564.45,670000,134
4692.5,-711.2918090820312,41.6808,19.0567,135,4504.06,675000,135
4529.19,-763.5277099609375,42.6926,21.9593,136,4576.19,680000,136
4436.73,-697.1828002929688,42.1184,19.9826,137,4620.05,685000,137
4541.6,-761.1464233398438,42.1472,20.9049,138,4535.52,690000,138
4764.47,-717.785400390625,41.7015,18.3197,139,4555.98,695000,139
4575.26,-762.6051635742188,41.8572,19.6177,140,4506.35,700000,140
4680.68,-724.1239013671875,41.731,20.3389,141,4583.82,705000,141
4810.73,-724.9411010742188,41.3797,21.632,142,4731.37,710000,142
4680.12,-735.3626708984375,41.9554,20.102,143,4639.65,715000,143
4733.65,-777.4354248046875,41.784,21.019,144,4687.69,720000,144
4749.45,-792.6942138671875,42.0435,20.6821,145,4679.5,725000,145
4699.36,-729.84228515625,41.3482,18.8368,146,4635.58,730000,146
4632.07,-773.0321655273438,41.9999,20.0587,147,4622.17,735000,147
4757.3,-752.9905395507812,41.3369,18.8888,148,4678.21,740000,148
4561.14,-816.17724609375,41.9399,18.5946,149,4559.97,745000,149
4709.15,-827.8680419921875,42.4273,20.7899,150,4709.04,750000,150
4763.38,-798.95361328125,41.7454,20.1927,151,4722.83,755000,151
4666.96,-776.1788330078125,40.9899,18.6158,152,4465.96,760000,152
4676.73,-787.9927368164062,40.9222,19.2354,153,4372.73,765000,153
4694.59,-816.19482421875,41.0994,18.5903,154,4675.8,770000,154
4865.78,-840.19677734375,41.4403,20.1383,155,4767.32,775000,155
4709.13,-825.259521484375,40.7062,18.8208,156,4269.21,780000,156
4799.52,-814.3094482421875,41.6836,17.5924,157,4698.56,785000,157
4806.11,-826.605712890625,41.2793,19.254,158,4731.25,790000,158
4834.35,-821.0718383789062,41.2719,18.1245,159,4679.98,795000,159
4812.39,-886.6871337890625,41.9052,20.7772,160,4730.67,800000,160
4840.35,-853.8733520507812,41.2043,19.714,161,4773.22,805000,161
4767.26,-779.1320190429688,40.2668,17.8241,162,4554.56,810000,162
4792.63,-857.3946533203125,41.7217,21.158,163,4719.72,815000,163
4688.85,-817.3965454101562,41.1425,18.7631,164,4692.19,820000,164
4809.58,-899.0509033203125,41.4718,21.4108,165,4805.81,825000,165
4888.83,-883.8527221679688,41.0404,20.8696,166,4813.36,830000,166
4807.53,-880.175537109375,41.0787,20.1618,167,4741.26,835000,167
4856.53,-846.7979125976562,40.8148,18.6866,168,4741.01,840000,168
4869.61,-860.201171875,41.2578,19.9404,169,4590.13,845000,169
4785.12,-893.1458129882812,40.8008,19.5979,170,4674.98,850000,170
4884.85,-900.9830932617188,41.3971,20.0203,171,4805.1,855000,171
4769.21,-975.2295532226562,41.3214,20.367,172,4752.84,860000,172
4759.54,-886.400634765625,40.4988,19.3213,173,4739.51,865000,173
4816.23,-910.1161499023438,40.5414,17.3905,174,4145.07,870000,174
4794.51,-961.6832885742188,41.3193,19.5967,175,4765.76,875000,175
4799.5,-926.111572265625,40.9265,19.7029,176,4698.71,880000,176
4754.94,-948.2445678710938,41.2984,19.6315,177,4688.75,885000,177
4840.01,-1016.81396484375,41.16,18.9116,178,4410.38,890000,178
4929.96,-958.8406982421875,40.8992,18.1457,179,4781.48,895000,179
4910.62,-949.2677612304688,40.9856,18.5991,180,4803.93,900000,180
4689.51,-999.2833251953125,40.7545,19.4413,181,4714.87,905000,181
4844.86,-948.9703979492188,41.1672,20.1101,182,4706.89,910000,182
4871.72,-993.7179565429688,41.1763,20.5024,183,4646.04,915000,183
4899.67,-968.5458374023438,40.3124,19.0038,184,4738.1,920000,184
4815.77,-998.8427734375,41.3501,20.262,185,4767.46,925000,185
4783.96,-975.813232421875,40.65,18.7614,186,4709.64,930000,186
4696.28,-1012.7506103515625,41.0364,17.0891,187,4686.39,935000,187
4761.2,-1065.6990966796875,40.9143,19.1683,188,4709.9,940000,188
4914.39,-1049.518310546875,41.0855,20.9531,189,4819.31,945000,189
4878.06,-970.2671508789062,40.5267,19.4153,190,4820.4,950000,190
4870.17,-1091.7005615234375,41.2707,19.6947,191,4796.03,955000,191
4754.18,-1065.30859375,41.0552,19.4343,192,4724.66,960000,192
4834.31,-1068.3917236328125,40.3471,18.4383,193,4745.56,965000,193
4725.02,-1050.951904296875,40.4732,17.2188,194,4659.95,970000,194
4744.2,-1026.859619140625,41.0519,19.9429,195,4730.16,975000,195
4831.54,-1096.4693603515625,40.7597,19.453,196,4717.78,980000,196
4975.18,-1001.5552978515625,40.4724,18.9259,197,4854.21,985000,197
4862.89,-1008.0291137695312,40.2529,18.8018,198,4830.27,990000,198
4743.63,-1050.5098876953125,40.6747,17.6891,199,4702.42,995000,199
4891.7,-1060.3260498046875,41.3135,19.7005,200,4811.74,1000000,200
4859.6,-1119.3583984375,41.8117,19.8742,201,4808.5,1005000,201
4794.2,-1111.7265625,41.3661,19.5796,202,4790.43,1010000,202
4870.8,-1108.0517578125,40.7619,19.6866,203,4809.72,1015000,203
4939.94,-1119.681640625,41.0615,19.523,204,4658.87,1020000,204
4874.12,-1148.849365234375,41.2628,20.2221,205,4778.79,1025000,205
4890.55,-1133.507568359375,40.4386,20.0033,206,4666.22,1030000,206
4736.27,-1202.8853759765625,41.1707,19.9281,207,4700.96,1035000,207
4845.43,-1167.837890625,41.4435,19.8905,208,4780.39,1040000,208
4816.83,-1168.3514404296875,40.8075,19.9401,209,4808.59,1045000,209
4772.53,-1224.7452392578125,41.1158,20.0883,210,4741.46,1050000,210
4992.24,-1172.3487548828125,41.5949,19.9955,211,4896.95,1055000,211
4813.64,-1232.99267578125,41.507,20.3824,212,4773.36,1060000,212
4865.79,-1180.8450927734375,41.2733,20.1974,213,4826.08,1065000,213
4894.3,-1183.7646484375,41.2289,20.6596,214,4861.72,1070000,214
4887.6,-1186.7264404296875,41.1825,20.2001,215,4841.46,1075000,215
4826.31,-1226.8836669921875,41.5269,21.0118,216,4783.47,1080000,216
4938.87,-1219.0687255859375,41.6462,20.6686,217,4832.61,1085000,217
4918.83,-1252.2652587890625,41.5751,20.78,218,4839.98,1090000,218
4860.82,-1241.901611328125,40.9513,20.9062,219,4834.32,1095000,219
4943.19,-1209.9820556640625,40.8788,20.6257,220,4829.04,1100000,220
4864.04,-1260.017333984375,41.3933,20.36,221,4796.95,1105000,221
4896.05,-1239.8970947265625,41.0505,19.6745,222,4822.68,1110000,222
4934.12,-1187.0772705078125,40.7929,20.2019,223,4848.15,1115000,223
4951.53,-1196.2012939453125,40.8863,19.6118,224,4838.35,1120000,224
4905.1,-1197.009033203125,40.6858,20.1037,225,4863.82,1125000,225
4960.62,-1195.9266357421875,40.9866,19.5092,226,4886.16,1130000,226
4943.45,-1220.763671875,40.7635,19.2725,227,4829.99,1135000,227
4949.9,-1216.1943359375,40.4491,19.451,228,4862.11,1140000,228
4940.23,-1224.627197265625,40.6641,19.5698,229,4890.12,1145000,229
4901.7,-1239.9039306640625,40.5253,19.417,230,4853.99,1150000,230
4883.98,-1236.8111572265625,41.0055,18.9899,231,4798.92,1155000,231
4892.4,-1260.5042724609375,40.7876,19.2491,232,4834.66,1160000,232
4901.09,-1294.51611328125,40.862,19.7672,233,4834.81,1165000,233
4803.02,-1321.4837646484375,40.8761,19.0601,234,4776.04,1170000,234
4851.85,-1294.736572265625,40.9533,19.2973,235,4803.45,1175000,235
4888.16,-1288.5301513671875,41.1077,19.1227,236,4830.67,1180000,236
4838.27,-1307.178466796875,40.5978,19.1571,237,4806.77,1185000,237
4705.95,-1318.4498291015625,41.3883,18.3064,238,4685.58,1190000,238
4972.64,-1299.2498779296875,40.3797,19.0838,239,4856.91,1195000,239
4891.35,-1316.324462890625,40.6259,18.3763,240,4840.14,1200000,240
4864.83,-1280.70849609375,40.8592,18.6187,241,4816.53,1205000,241
4860.76,-1323.7039794921875,40.4508,18.4884,242,4782.97,1210000,242
4790.6,-1357.4854736328125,40.8724,18.888,243,4777.04,1215000,243
4920.38,-1328.244873046875,40.2722,17.1464,244,4837.96,1220000,244
4637.06,-1514.7679443359375,41.8931,17.7992,245,4384.2,1225000,245
4830.81,-1327.8223876953125,40.0579,17.9868,246,4728.02,1230000,246
4698.93,-1346.4603271484375,40.4536,18.2336,247,4651.24,1235000,247
4755.1,-1366.3197021484375,40.3638,17.5559,248,4722.21,1240000,248
4715.16,-1337.7227783203125,40.3545,18.021,249,4620.31,1245000,249
4768.28,-1391.4788818359375,40.3694,18.8154,250,4736.1,1250000,250
4880.12,-1354.1619873046875,39.6052,18.0196,251,4785.45,1255000,251
4858.16,-1440.2655029296875,40.6001,18.8884,252,4840.9,1260000,252
4973.48,-1407.0943603515625,40.0721,19.0806,253,4897.66,1265000,253
4899.86,-1389.130859375,39.9538,18.2114,254,4816.68,1270000,254
4852.67,-1378.5533447265625,39.6438,18.7636,255,4673.83,1275000,255
4982.09,-1387.103759765625,39.6723,19.0655,256,4883.98,1280000,256
4926.11,-1503.306396484375,40.2251,16.1489,257,4524.98,1285000,257
4934.14,-1455.4637451171875,39.1677,18.902,258,4526.83,1290000,258
4832.22,-1490.8260498046875,39.6831,18.0162,259,4755.99,1295000,259
4764.98,-1480.477783203125,39.471,16.0428,260,4557.39,1300000,260
3013.67,-1704.6529541015625,41.0922,14.3049,261,2895.85,1305000,261
4854.06,-1534.1539306640625,39.6721,17.9291,262,4586.09,1310000,262
4840.28,-1587.615234375,40.2905,18.4759,263,4491.07,1315000,263
4813.72,-1577.6573486328125,39.9088,17.1512,264,4435.66,1320000,264
4926.0,-1634.380859375,39.9867,16.5723,265,4538.7,1325000,265
4290.83,-1597.8499755859375,40.3165,17.8596,266,4198.95,1330000,266
4647.87,-1511.8768310546875,39.7712,17.3963,267,4104.51,1335000,267
4808.97,-1571.441650390625,39.8578,17.8927,268,4225.5,1340000,268
4793.61,-1578.7041015625,39.8608,17.135,269,4407.34,1345000,269
4858.17,-1535.277587890625,39.5289,17.905,270,4602.16,1350000,270
4855.63,-1518.0284423828125,39.1517,17.8303,271,4775.03,1355000,271
4944.08,-1551.326416015625,39.5954,17.5357,272,4348.83,1360000,272
4927.93,-1668.9500732421875,40.0169,17.1295,273,4680.99,1365000,273
4816.36,-1561.5772705078125,40.004,18.2244,274,4773.77,1370000,274
1702.44,-1855.0279541015625,41.2176,17.0641,275,1430.52,1375000,275
4814.99,-1631.337158203125,40.2577,17.1358,276,4695.02,1380000,276
4917.18,-1622.1883544921875,39.8006,17.85,277,4779.65,1385000,277
4811.36,-1606.0650634765625,39.5815,17.372,278,4749.07,1390000,278
4834.16,-1635.2833251953125,39.8003,17.714,279,4745.71,1395000,279
4732.66,-1621.045166015625,40.0946,16.9909,280,4643.3,1400000,280
4847.06,-1667.0928955078125,39.7348,17.2162,281,4743.53,1405000,281
4804.14,-1643.3792724609375,39.8852,17.8588,282,4720.59,1410000,282
4920.46,-1695.08251953125,39.3749,18.1342,283,4822.89,1415000,283
4877.1,-1747.172607421875,39.7838,17.6694,284,4774.7,1420000,284
4819.73,-1703.590576171875,39.8304,17.2333,285,4774.39,1425000,285
4788.78,-1679.1217041015625,39.5243,16.9204,286,4705.03,1430000,286
4757.57,-1745.205322265625,39.6474,17.6553,287,4738.38,1435000,287
4776.51,-1699.510498046875,40.105,17.7446,288,4688.95,1440000,288
4877.17,-1722.3931884765625,39.6558,18.0783,289,4737.52,1445000,289
4792.75,-1768.1839599609375,39.2926,17.0024,290,4667.59,1450000,290
4628.35,-1751.3720703125,39.8422,17.1075,291,4604.26,1455000,291
4651.56,-1802.04443359375,40.0566,17.2462,292,4663.04,1460000,292
4724.26,-1733.2825927734375,39.5938,17.3308,293,4663.05,1465000,293
4848.51,-1773.8194580078125,39.7166,17.8324,294,4676.19,1470000,294
4794.77,-1822.6854248046875,39.8526,17.8462,295,4725.88,1475000,295
4822.52,-1806.3580322265625,39.708,18.1286,296,4748.54,1480000,296
4846.58,-1851.94775390625,40.3368,17.6913,297,4731.54,1485000,297
4787.68,-1837.3455810546875,39.8859,18.0084,298,4789.69,1490000,298
4925.06,-1873.2537841796875,39.5801,17.8216,299,4794.9,1495000,299
4822.53,-1889.10009765625,40.1685,18.1745,300,4736.17,1500000,300
855.17,-1980.017333984375,39.6249,23.3313,301,3572.2,1505000,301
4279.4,-2123.236083984375,40.2245,17.56,302,3776.72,1510000,302
1647.39,-2600.909912109375,44.5419,42.8418,303,1501.01,1515000,303
1396.13,-2651.615234375,45.5972,37.0221,304,1105.77,1520000,304
944.41,-2636.3193359375,44.4773,23.8914,305,1258.48,1525000,305
2365.0,-2190.728271484375,40.9106,18.4421,306,3506.77,1530000,306
831.97,-2319.498046875,41.0417,18.3848,307,3252.14,1535000,307
4465.74,-2016.6280517578125,40.5665,20.4162,308,4196.05,1540000,308
4855.15,-2005.36962890625,40.5082,20.1202,309,4793.94,1545000,309
4839.69,-2006.7333984375,39.9296,20.1641,310,4785.5,1550000,310
4873.76,-2009.4969482421875,39.6807,20.3294,311,4829.08,1555000,311
4995.73,-1964.3106689453125,39.8284,20.6727,312,4883.99,1560000,312
4841.01,-2037.25390625,40.3113,20.2423,313,4761.77,1565000,313
4984.41,-2044.8070068359375,40.2007,20.5909,314,4876.55,1570000,314
5041.35,-2074.352783203125,39.9072,20.2614,315,4720.58,1575000,315
5085.81,-2198.330322265625,40.5034,20.333,316,4956.11,1580000,316
4944.69,-2243.62451171875,40.2494,20.0693,317,4898.33,1585000,317
5033.26,-2194.101318359375,39.9082,20.9031,318,4965.79,1590000,318
5013.71,-2296.082763671875,39.9856,19.5335,319,4872.12,1595000,319
-21.96,-3008.02294921875,46.8937,87.4097,320,908.59,1600000,320
4920.99,-2303.20556640625,40.401,21.1204,321,4827.99,1605000,321
5003.97,-2227.577392578125,39.8079,20.4128,322,4943.63,1610000,322
5047.4,-2157.238037109375,39.7365,20.5228,323,4959.16,1615000,323
5076.18,-2215.795654296875,39.8881,20.3843,324,5013.9,1620000,324
4980.5,-2229.29248046875,39.7656,21.0422,325,4886.98,1625000,325
4995.72,-2221.067626953125,39.7397,20.3755,326,4955.48,1630000,326
5025.81,-2209.197998046875,39.8578,20.4104,327,4962.81,1635000,327
5090.91,-2172.6376953125,39.2656,20.5277,328,5008.66,1640000,328
5117.43,-2238.489990234375,39.9097,20.6165,329,5003.44,1645000,329
5050.5,-2326.3125,39.9034,20.4822,330,4928.35,1650000,330
5044.68,-2215.65234375,39.6372,20.0792,331,4985.69,1655000,331
5062.34,-2306.0634765625,40.4459,20.4386,332,4984.18,1660000,332
5046.68,-2292.836181640625,40.4492,19.9729,333,4949.15,1665000,333
5008.8,-2249.077880859375,39.9012,20.0586,334,4941.29,1670000,334
5027.52,-2293.15185546875,40.1364,19.931,335,4926.3,1675000,335
5003.52,-2344.545166015625,40.5005,20.0476,336,4976.59,1680000,336
5153.72,-2288.107421875,40.2529,20.5471,337,5014.76,1685000,337
4981.25,-2346.634033203125,39.8555,20.2565,338,4907.82,1690000,338
5075.49,-2319.613037109375,39.6682,20.1778,339,4957.85,1695000,339
5155.18,-2406.45263671875,39.9342,20.4677,340,5001.95,1700000,340
5259.74,-2399.1123046875,40.0181,20.4487,341,5060.58,1705000,341
5125.92,-2352.25732421875,39.6657,20.2801,342,5030.96,1710000,342
5174.05,-2388.67138671875,39.7032,20.9016,343,5083.23,1715000,343
5186.98,-2399.94189453125,39.7475,20.8665,344,4893.88,1720000,344
5113.98,-2459.238037109375,39.5482,19.9343,345,4927.04,1725000,345
5158.06,-2425.732177734375,39.9511,19.9671,346,5059.71,1730000,346
5113.58,-2406.1826171875,39.5654,19.9419,347,5015.66,1735000,347
5222.49,-2345.10107421875,39.1147,20.1991,348,5095.22,1740000,348
5181.65,-2393.0048828125,39.3886,19.5581,349,5051.73,1745000,349
5073.46,-2429.86962890625,40.1429,19.7948,350,5021.1,1750000,350
5155.69,-2521.495361328125,40.1119,20.6335,351,5106.65,1755000,351
4990.61,-2531.7119140625,39.4152,19.5087,352,4995.63,1760000,352
5074.38,-2520.886962890625,39.938,19.4014,353,5006.99,1765000,353
5031.27,-2558.298828125,40.0927,19.4335,354,5014.17,1770000,354
5028.32,-2483.7001953125,39.691,18.998,355,4917.01,1775000,355
5029.78,-2526.134033203125,39.9641,19.6449,356,4947.86,1780000,356
5043.43,-2574.799560546875,39.9639,20.2366,357,4898.31,1785000,357
4996.56,-2494.56396484375,39.4208,19.6281,358,4996.99,1790000,358
4880.19,-2523.935302734375,39.3256,19.4041,359,4964.08,1795000,359
5051.48,-2551.2431640625,39.5504,19.7504,360,5020.22,1800000,360
5012.55,-2557.565185546875,39.3685,19.7902,361,4976.37,1805000,361
4972.99,-2575.956298828125,39.0881,19.2222,362,4962.37,1810000,362
4903.07,-2661.21630859375,40.0386,20.5416,363,4955.07,1815000,363
4947.88,-2730.750732421875,40.0145,19.87,364,4952.37,1820000,364
4959.09,-2639.30126953125,39.0024,19.1905,365,4873.37,1825000,365
4946.4,-2708.77001953125,39.7299,19.3678,366,4933.53,1830000,366
4908.53,-2541.935546875,38.8783,19.1556,367,4971.38,1835000,367
4919.71,-2697.4560546875,40.0543,19.952,368,4954.21,1840000,368
4967.59,-2683.71728515625,39.7618,19.9317,369,4954.15,1845000,369
5038.22,-2550.833251953125,39.326,19.7835,370,5051.32,1850000,370
4914.98,-2563.008056640625,39.187,18.5438,371,4249.33,1855000,371
4680.92,-3220.4306640625,41.9716,20.7469,372,4116.36,1860000,372
3936.51,-3465.393798828125,44.2004,21.0094,373,3965.34,1865000,373
4547.99,-2890.0048828125,40.719,20.7332,374,4441.62,1870000,374
3038.04,-2890.774169921875,40.4018,20.6221,375,3848.04,1875000,375
4450.24,-2878.549560546875,40.5934,23.4996,376,4087.71,1880000,376
4404.56,-2891.909912109375,39.6472,23.0432,377,4401.34,1885000,377
4539.33,-2820.31396484375,39.5692,21.5655,378,4211.85,1890000,378
4805.68,-2916.0888671875,39.5814,22.8335,379,4782.57,1895000,379
4766.58,-2974.868896484375,40.1233,23.1065,380,4565.41,1900000,380
4828.63,-2874.379638671875,39.1312,21.5495,381,4784.84,1905000,381
4884.64,-2877.182861328125,39.0099,22.3365,382,4860.75,1910000,382
4944.83,-2812.70263671875,39.7702,21.3068,383,4671.8,1915000,383
