Real Det Return,Reward Loss,Running Forward KL,Running Reverse KL,Itration,Real Sto Return,Running Env Steps,Running Update Time
4129.09,-7596.7744140625,38.5661,30.1883,766,4472.95,3830000,766
5298.6,-8180.4658203125,38.6488,23.3209,767,5107.09,3835000,767
5099.91,-7846.20263671875,38.6366,23.3198,768,5070.58,3840000,768
5168.22,-7972.81201171875,38.3005,24.4621,769,5130.45,3845000,769
5105.81,-8000.70556640625,38.7419,25.3411,770,4851.15,3850000,770
5143.67,-7753.123046875,38.4106,24.5227,771,5060.21,3855000,771
5249.91,-7822.94140625,37.7711,22.859,772,4981.52,3860000,772
5254.5,-7965.93212890625,37.7393,23.5947,773,4734.98,3865000,773
5291.16,-8142.0869140625,38.6397,26.4142,774,4389.9,3870000,774
5228.54,-8165.42138671875,37.9358,23.8092,775,5136.92,3875000,775
4823.22,-8080.01806640625,38.6141,21.9731,776,4584.68,3880000,776
3403.74,-9147.359375,42.478,27.6619,777,2760.3,3885000,777
4868.51,-7849.7353515625,38.1193,21.9421,778,4640.75,3890000,778
4626.85,-8992.5283203125,40.8051,27.4386,779,4641.74,3895000,779
4814.31,-8297.3203125,38.6504,24.9628,780,4794.18,3900000,780
4916.36,-7343.29443359375,38.5539,23.4655,781,4887.99,3905000,781
4669.74,-8426.818359375,39.1529,23.6888,782,4657.94,3910000,782
4884.6,-7740.9833984375,38.4209,22.9434,783,4890.42,3915000,783
4996.07,-7998.87451171875,38.6791,24.8646,784,4980.18,3920000,784
5093.93,-8172.1259765625,37.317,23.2833,785,5079.95,3925000,785
5098.2,-7887.7470703125,37.7039,22.8611,786,4987.76,3930000,786
5019.5,-7925.63232421875,38.0793,23.4813,787,4989.58,3935000,787
5233.07,-8141.18310546875,38.9468,24.0537,788,5031.73,3940000,788
5177.9,-8193.6357421875,39.3813,24.5415,789,4977.61,3945000,789
5091.58,-8280.8720703125,39.1307,24.0052,790,5016.5,3950000,790
5117.91,-8190.2646484375,38.6968,23.0344,791,4938.85,3955000,791
5122.61,-8251.591796875,38.8778,23.2,792,5044.43,3960000,792
5144.54,-7919.337890625,38.0059,23.2487,793,5056.42,3965000,793
5116.54,-8230.2373046875,38.5764,22.3517,794,5058.28,3970000,794
5214.69,-8072.748046875,38.4191,23.1853,795,4964.66,3975000,795
5173.42,-8323.9033203125,38.3341,23.7958,796,5136.51,3980000,796
5224.61,-8066.99755859375,38.1298,22.7054,797,5092.57,3985000,797
5223.36,-8048.01171875,38.0697,22.5159,798,5171.03,3990000,798
5217.94,-8110.31640625,37.7927,22.6472,799,5153.06,3995000,799
5184.19,-8186.30126953125,38.2301,22.9584,800,5135.33,4000000,800
5176.41,-8076.28076171875,38.156,22.7472,801,5165.88,4005000,801
5194.13,-8104.1220703125,37.692,22.3355,802,5146.4,4010000,802
5169.99,-8230.6650390625,37.5957,22.7278,803,5145.26,4015000,803
5070.13,-8186.853515625,38.3092,22.577,804,5042.23,4020000,804
5151.81,-8334.828125,37.9172,22.4192,805,5114.98,4025000,805
5175.41,-8392.9501953125,37.5718,22.2596,806,5132.14,4030000,806
5171.99,-8359.50390625,38.0131,21.7892,807,5100.11,4035000,807
5180.62,-8304.1748046875,37.4258,21.9508,808,5036.07,4040000,808
5162.44,-8266.849609375,37.962,22.052,809,5133.12,4045000,809
5168.24,-8240.5009765625,38.0926,21.9736,810,5156.39,4050000,810
5201.92,-8056.33447265625,37.637,21.4584,811,5077.68,4055000,811
5222.15,-8297.880859375,37.649,21.7052,812,5149.72,4060000,812
4961.97,-8182.79541015625,37.8671,23.2652,813,4183.32,4065000,813
5105.08,-8268.2421875,37.9792,21.9991,814,5075.08,4070000,814
22.08,-5103.970703125,55.7609,60.1176,815,25.71,4075000,815
5220.95,-8272.5009765625,38.0652,21.2493,816,5129.6,4080000,816
5161.29,-8438.3076171875,37.9472,21.9133,817,5113.34,4085000,817
5133.65,-8431.5078125,38.1926,22.032,818,4049.37,4090000,818
2634.46,-7348.48095703125,38.7979,39.3348,819,3393.92,4095000,819
5133.69,-8600.0693359375,37.6664,22.5141,820,4932.2,4100000,820
5120.37,-8350.7216796875,38.417,22.2333,821,5110.78,4105000,821
975.15,-6779.17041015625,39.8873,42.0753,822,1393.14,4110000,822
-10.97,385.5071105957031,57.5376,173.3007,823,-11.32,4115000,823
1964.93,-10505.720703125,41.9864,17.2382,824,1911.51,4120000,824
2256.48,-8008.36083984375,43.5035,38.8314,825,2779.65,4125000,825
3002.0,-8942.515625,41.8237,38.9401,826,3485.08,4130000,826
4124.93,-8140.76708984375,43.2709,27.7854,827,4266.2,4135000,827
4233.9,-8183.68896484375,40.7707,25.0464,828,4352.83,4140000,828
2064.58,-7710.9931640625,40.3938,47.9521,829,1897.32,4145000,829
4284.32,-9062.197265625,39.4605,31.3661,830,4045.96,4150000,830
4217.25,-8925.841796875,39.1729,30.3913,831,3851.68,4155000,831
1845.83,-7067.44677734375,43.3927,58.1821,832,1828.88,4160000,832
4926.38,-8758.5244140625,39.8261,29.6839,833,4715.22,4165000,833
4680.34,-9306.8974609375,40.4617,43.0273,834,3360.34,4170000,834
3087.94,-8644.6083984375,38.9093,26.17,835,2893.69,4175000,835
4619.53,-9309.4619140625,39.2181,28.3393,836,4323.28,4180000,836
4843.17,-9251.4501953125,39.0656,28.121,837,4526.51,4185000,837
4804.62,-9003.849609375,39.2405,25.1984,838,4717.44,4190000,838
4748.64,-9211.919921875,40.4718,25.4399,839,4556.62,4195000,839
4805.78,-9003.1630859375,39.8591,31.3538,840,4074.61,4200000,840
4628.35,-9119.6611328125,38.4628,28.3852,841,3939.15,4205000,841
5027.48,-8884.529296875,39.0573,24.5095,842,5058.79,4210000,842
4995.32,-9135.501953125,40.4881,32.4575,843,3571.63,4215000,843
4998.65,-8609.4443359375,37.7491,23.9417,844,4434.71,4220000,844
5150.05,-8894.060546875,38.4254,26.1625,845,4706.55,4225000,845
5119.04,-8783.76171875,38.3945,23.5911,846,4730.01,4230000,846
5226.39,-8637.6796875,37.5462,22.6751,847,4333.88,4235000,847
5201.16,-9241.783203125,38.3366,24.1425,848,4725.95,4240000,848
4564.17,-9291.015625,38.6089,26.9161,849,3887.85,4245000,849
4898.66,-9271.7783203125,38.3254,24.8949,850,3805.23,4250000,850
5026.08,-9417.0654296875,39.2155,27.7938,851,3472.91,4255000,851
4774.13,-9170.5693359375,38.4639,26.7334,852,3607.26,4260000,852
3314.73,-9301.31640625,39.6951,30.7777,853,3238.77,4265000,853
4736.5,-9294.0888671875,39.1079,28.5768,854,3248.48,4270000,854
4010.82,-9345.6455078125,40.5296,35.8901,855,2919.88,4275000,855
4843.56,-9360.1474609375,40.906,32.2026,856,2754.34,4280000,856
5139.19,-9300.8427734375,38.2368,23.4238,857,4641.67,4285000,857
4790.68,-9218.0322265625,38.4888,26.4096,858,4122.79,4290000,858
4617.01,-9228.1259765625,39.0474,31.3552,859,3521.98,4295000,859
4962.67,-9294.923828125,38.8925,24.5247,860,4706.97,4300000,860
4913.96,-9374.4794921875,38.6207,25.6085,861,4626.27,4305000,861
4914.19,-9313.6767578125,38.399,23.6851,862,4768.78,4310000,862
5062.54,-9154.2685546875,38.3411,23.8637,863,4831.69,4315000,863
4834.16,-9293.8408203125,39.0034,24.8542,864,4678.66,4320000,864
5041.28,-8804.1416015625,38.6344,28.1836,865,4341.56,4325000,865
4826.47,-8414.279296875,39.5595,27.0946,866,4479.42,4330000,866
4587.29,-7933.68408203125,40.4673,27.5766,867,4249.58,4335000,867
4619.16,-7849.65185546875,40.3307,25.6735,868,4666.01,4340000,868
4710.14,-8749.423828125,40.7491,33.038,869,4461.21,4345000,869
4719.9,-8497.9248046875,40.1842,29.1176,870,4540.53,4350000,870
4115.53,-8886.123046875,39.1378,30.4094,871,4306.42,4355000,871
4369.9,-8819.4794921875,38.5558,32.467,872,2937.85,4360000,872
2246.49,-9448.412109375,41.1401,41.9084,873,2469.11,4365000,873
4401.42,-8623.4619140625,39.0858,24.5454,874,4606.73,4370000,874
4057.48,-8820.19140625,39.3588,23.5533,875,4785.03,4375000,875
69.89,-3142.630126953125,56.8306,105.1808,876,281.78,4380000,876
-3.6,-7731.68798828125,56.9735,51.2145,877,-3.17,4385000,877
73.96,-5813.068359375,56.3268,97.9554,878,103.54,4390000,878
2050.14,-7009.63818359375,42.7876,56.7183,879,1798.1,4395000,879
1117.13,-9675.431640625,42.5389,51.7751,880,1773.27,4400000,880
2763.35,-9320.658203125,40.4803,39.9629,881,2744.34,4405000,881
1.03,-961.232666015625,57.4002,250.9737,882,1.52,4410000,882
-3.86,-961.6041259765625,57.8888,243.0231,883,-2.06,4415000,883
2178.74,-3929.000732421875,42.4354,86.0008,884,1297.7,4420000,884
2121.67,-9473.58984375,40.0855,39.8553,885,2318.86,4425000,885
793.62,-10098.58203125,46.7439,59.1605,886,974.36,4430000,886
779.11,-10080.568359375,42.7211,57.9042,887,1775.41,4435000,887
2996.23,-9615.2578125,40.5569,46.5186,888,2399.47,4440000,888
3694.27,-9863.0517578125,41.5302,51.9549,889,2298.14,4445000,889
3220.44,-9827.3515625,40.3367,50.6112,890,2239.39,4450000,890
3738.39,-9787.4677734375,40.2892,45.7627,891,3044.57,4455000,891
2992.49,-9614.607421875,40.069,41.0386,892,2931.16,4460000,892
543.99,-10244.826171875,48.182,54.1589,893,548.97,4465000,893
1062.25,-10319.462890625,48.4909,56.0316,894,1264.25,4470000,894
501.57,-10499.4326171875,48.8581,59.2879,895,509.3,4475000,895
474.63,-10567.2744140625,49.2986,63.8052,896,482.02,4480000,896
583.03,-6622.97705078125,41.9277,39.1171,897,712.04,4485000,897
4272.54,-8921.2529296875,40.9281,36.2775,898,2940.02,4490000,898
616.76,-9126.28515625,40.3454,41.4112,899,1625.22,4495000,899
847.57,-9157.568359375,40.9201,47.1971,900,1284.98,4500000,900
2648.13,-8549.06640625,39.8334,37.1767,901,3270.55,4505000,901
643.24,-8881.908203125,41.9294,57.7681,902,2394.36,4510000,902
4569.78,-8859.59375,41.2071,31.1375,903,4405.44,4515000,903
2151.32,-8652.8642578125,39.9554,37.8542,904,2836.11,4520000,904
2920.55,-8749.189453125,39.6618,33.1316,905,2681.13,4525000,905
595.19,-9380.6572265625,48.2511,58.3003,906,601.8,4530000,906
4141.1,-8026.39501953125,41.278,45.1272,907,4037.27,4535000,907
4452.6,-8287.9189453125,40.5081,26.2534,908,4714.58,4540000,908
4786.99,-8052.7392578125,40.3205,31.4332,909,4691.45,4545000,909
4846.6,-7970.2294921875,39.2645,24.6594,910,4767.32,4550000,910
590.93,-8460.330078125,41.0234,69.8045,911,1247.37,4555000,911
4754.59,-8106.45654296875,40.1895,25.2259,912,4868.26,4560000,912
4907.89,-8134.525390625,38.9651,24.4268,913,4846.63,4565000,913
4939.33,-8149.62939453125,39.2257,28.1395,914,5027.57,4570000,914
4632.86,-8195.14453125,38.7162,27.5917,915,4900.61,4575000,915
1693.4,-8347.8828125,39.1428,25.9808,916,4282.53,4580000,916
2409.22,-7910.54345703125,38.1904,29.4432,917,4105.75,4585000,917
3407.3,-8779.552734375,39.4723,29.5393,918,4773.16,4590000,918
4985.34,-8003.73828125,38.9117,23.9767,919,5068.3,4595000,919
4882.77,-8297.10546875,38.7723,24.145,920,4991.33,4600000,920
4907.83,-8623.630859375,39.4487,25.0169,921,4978.32,4605000,921
4963.74,-8485.142578125,39.1281,24.1098,922,5046.96,4610000,922
5041.11,-8312.0673828125,38.9873,24.2227,923,5102.0,4615000,923
5019.57,-8288.251953125,38.6467,23.8337,924,5064.58,4620000,924
5043.26,-8601.3994140625,38.2676,22.9012,925,4605.53,4625000,925
4991.04,-8561.970703125,38.398,23.8581,926,5055.79,4630000,926
5022.87,-9155.287109375,38.4279,32.4742,927,4644.6,4635000,927
5090.83,-8491.232421875,38.1615,23.3325,928,5061.25,4640000,928
4864.1,-9269.0185546875,40.1945,27.2328,929,4470.83,4645000,929
5004.45,-8533.27734375,38.5615,24.1549,930,5084.34,4650000,930
4914.32,-8833.943359375,39.087,25.3183,931,4987.56,4655000,931
4982.4,-8536.7490234375,38.7684,24.4596,932,5078.64,4660000,932
4975.95,-8388.6455078125,38.74,24.1403,933,5027.99,4665000,933
5055.04,-8464.4130859375,39.0491,24.4293,934,5052.76,4670000,934
5044.27,-8455.75,38.763,24.7087,935,5109.58,4675000,935
5115.0,-8316.0234375,38.8475,23.786,936,4934.6,4680000,936
5072.01,-8397.35546875,38.7733,24.8821,937,5104.9,4685000,937
5078.27,-8476.81640625,38.7327,23.2477,938,5100.2,4690000,938
5075.89,-8459.2734375,39.1483,24.5157,939,5059.37,4695000,939
5080.89,-8392.724609375,38.6622,23.9588,940,5112.7,4700000,940
5053.91,-8592.5380859375,38.6684,24.5986,941,5060.23,4705000,941
5157.01,-8407.2744140625,38.4348,24.6384,942,5097.12,4710000,942
5073.09,-8454.9873046875,38.9798,24.4775,943,5076.83,4715000,943
5145.82,-8539.681640625,38.55,24.4415,944,5129.84,4720000,944
5148.53,-8766.974609375,38.9231,24.9929,945,5125.71,4725000,945
5135.58,-8563.7890625,38.9292,23.6587,946,5094.43,4730000,946
5130.91,-8521.65625,38.7506,24.4488,947,5064.63,4735000,947
5133.68,-8736.42578125,39.2573,24.4653,948,5069.47,4740000,948
5182.11,-8235.8369140625,37.8078,23.3818,949,5112.19,4745000,949
5122.53,-8556.654296875,38.9226,24.5342,950,5093.5,4750000,950
5153.58,-8370.287109375,39.0906,24.4061,951,5114.13,4755000,951
5115.97,-8297.9560546875,38.971,23.8773,952,5072.96,4760000,952
5179.17,-8459.2861328125,38.6846,23.5895,953,5088.51,4765000,953
5072.29,-8356.2197265625,39.036,24.0963,954,5043.74,4770000,954
5147.11,-8521.3486328125,38.6691,24.2588,955,5091.32,4775000,955
5049.29,-8311.9755859375,39.4897,24.8658,956,5034.36,4780000,956
5157.63,-8389.7197265625,39.1378,23.8311,957,5116.87,4785000,957
5111.92,-8450.0048828125,38.1971,23.2505,958,5105.73,4790000,958
5043.79,-8100.41259765625,39.5307,24.0863,959,5109.08,4795000,959
5037.16,-8088.3330078125,38.9059,23.127,960,5050.84,4800000,960
5115.4,-8278.9609375,39.0496,23.4102,961,5013.75,4805000,961
5160.0,-8475.3701171875,39.1032,24.1537,962,5123.77,4810000,962
5187.95,-8605.673828125,38.6597,23.8339,963,5138.63,4815000,963
5162.61,-8636.30078125,39.0988,24.0972,964,5126.95,4820000,964
5186.12,-8601.9150390625,38.7904,23.767,965,5102.62,4825000,965
5160.29,-8739.552734375,38.9266,24.0021,966,5108.46,4830000,966
5244.66,-8428.037109375,38.0211,23.3498,967,4457.59,4835000,967
5227.96,-8413.310546875,38.4879,23.386,968,4978.17,4840000,968
5264.74,-8690.169921875,38.298,22.9979,969,5186.85,4845000,969
5223.61,-8787.3310546875,38.9892,25.3066,970,5179.12,4850000,970
5282.75,-8689.9033203125,38.2576,23.3578,971,5204.91,4855000,971
5101.5,-8570.732421875,39.401,23.8539,972,5135.96,4860000,972
5230.89,-8735.396484375,38.4079,23.3501,973,5132.39,4865000,973
5032.07,-8464.880859375,39.49,24.1179,974,5001.1,4870000,974
5114.62,-8924.404296875,38.6307,24.0333,975,5094.87,4875000,975
5084.51,-8748.845703125,38.8615,23.8278,976,5111.14,4880000,976
5030.55,-8732.708984375,38.606,23.3821,977,5089.33,4885000,977
5152.0,-8958.7197265625,38.2105,22.8998,978,5077.92,4890000,978
5124.42,-8481.1455078125,39.5208,24.0334,979,5074.06,4895000,979
5149.11,-8673.5830078125,38.9171,23.3351,980,4904.84,4900000,980
4958.79,-8897.5068359375,39.0872,23.4596,981,5046.89,4905000,981
5096.11,-8967.791015625,38.9277,23.5598,982,5028.98,4910000,982
5136.66,-8936.10546875,38.9612,23.3702,983,5079.98,4915000,983
5209.81,-8999.3271484375,38.3989,23.3617,984,5089.34,4920000,984
5166.8,-8924.4921875,38.4044,22.6499,985,5050.74,4925000,985
5218.76,-8941.2900390625,39.0525,23.4199,986,5108.05,4930000,986
5126.76,-8808.095703125,38.8094,23.3615,987,5023.06,4935000,987
5205.09,-8784.798828125,38.6207,23.1445,988,5095.32,4940000,988
5089.21,-8894.935546875,39.5796,23.6351,989,5055.29,4945000,989
5165.82,-9054.1787109375,38.1731,23.061,990,4889.73,4950000,990
5203.16,-8908.33203125,38.4697,22.2939,991,5074.26,4955000,991
5223.09,-8961.1533203125,39.0398,23.934,992,4756.7,4960000,992
5203.69,-9113.390625,38.6971,23.2434,993,5092.32,4965000,993
5094.51,-9121.755859375,38.9158,23.621,994,5088.71,4970000,994
4998.99,-8961.78515625,39.1116,22.8664,995,4997.22,4975000,995
5116.79,-9057.0888671875,38.2584,23.1146,996,5048.83,4980000,996
5187.5,-9009.5888671875,38.5835,23.1629,997,4929.84,4985000,997
5220.02,-9287.251953125,38.5945,23.8191,998,5121.74,4990000,998
5131.68,-9319.916015625,38.9296,23.5976,999,5051.34,4995000,999
5162.8,-9231.1494140625,38.6413,23.6499,1000,5100.16,5000000,1000
5043.67,-9272.611328125,39.0104,23.5259,1001,4997.77,5005000,1001
5122.23,-9483.271484375,38.7462,24.4034,1002,5103.34,5010000,1002
5079.54,-9107.31640625,38.306,23.0248,1003,5026.76,5015000,1003
5035.57,-9455.8857421875,38.6872,23.5215,1004,4960.19,5020000,1004
5112.38,-9216.5400390625,39.1944,23.9324,1005,5027.06,5025000,1005
5082.03,-9186.7392578125,39.2037,23.9428,1006,5009.73,5030000,1006
5116.6,-9217.4794921875,38.6577,23.8581,1007,5077.91,5035000,1007
5107.99,-9228.2236328125,39.0479,23.8455,1008,5070.56,5040000,1008
5173.59,-9388.6630859375,38.5698,23.9736,1009,5135.55,5045000,1009
5025.84,-9310.8759765625,39.0357,24.2279,1010,4999.36,5050000,1010
5103.96,-9266.1845703125,38.9088,23.5811,1011,5041.3,5055000,1011
5090.52,-9146.7265625,38.5754,23.483,1012,5048.07,5060000,1012
5071.04,-9455.8427734375,38.6675,24.1467,1013,5048.41,5065000,1013
5095.89,-9224.11328125,38.0206,23.6909,1014,4903.49,5070000,1014
5130.85,-9074.6494140625,38.367,23.5972,1015,4958.31,5075000,1015
5134.74,-9119.98046875,38.5688,23.3392,1016,5044.19,5080000,1016
5070.9,-9356.578125,38.7723,24.0051,1017,5030.27,5085000,1017
4995.01,-9473.130859375,38.7669,24.3292,1018,4985.0,5090000,1018
5018.09,-9463.0078125,39.1117,24.4248,1019,5001.08,5095000,1019
5028.63,-9382.646484375,39.5404,23.9868,1020,5026.98,5100000,1020
5010.75,-9062.2529296875,38.4126,23.3332,1021,4989.56,5105000,1021
5006.31,-9254.97265625,38.7909,23.7779,1022,5028.01,5110000,1022
4976.51,-9202.6552734375,39.4758,23.8062,1023,4785.95,5115000,1023
4918.28,-9266.6376953125,39.6531,24.4324,1024,4941.54,5120000,1024
4898.97,-9420.1669921875,39.9376,24.2198,1025,4982.52,5125000,1025
5012.56,-9397.5029296875,39.0061,23.6123,1026,4985.16,5130000,1026
5028.86,-9341.4033203125,39.0495,23.1579,1027,4967.81,5135000,1027
5071.58,-9522.978515625,39.224,23.196,1028,5031.08,5140000,1028
4974.84,-9452.7080078125,39.7644,23.7852,1029,5011.87,5145000,1029
5059.72,-9353.365234375,39.7606,24.0675,1030,4998.98,5150000,1030
5055.18,-9463.4609375,39.1644,24.0613,1031,5009.43,5155000,1031
5075.1,-9776.2451171875,39.2591,23.8412,1032,5021.48,5160000,1032
5117.97,-9760.83203125,39.4651,24.8884,1033,4726.58,5165000,1033
5080.79,-9443.8037109375,38.9849,23.5445,1034,4910.48,5170000,1034
5073.43,-9548.482421875,38.7697,24.6623,1035,4745.14,5175000,1035
5111.19,-9246.3115234375,38.4652,22.768,1036,4879.44,5180000,1036
5067.88,-9335.783203125,39.0768,23.0674,1037,5037.65,5185000,1037
5069.52,-9231.484375,39.0319,22.8299,1038,5021.12,5190000,1038
5064.16,-9071.9521484375,38.3984,22.4971,1039,4993.54,5195000,1039
5075.64,-9167.17578125,39.2414,22.4328,1040,4918.24,5200000,1040
5167.7,-9181.921875,38.6554,22.3689,1041,4725.88,5205000,1041
5071.63,-9008.53125,38.7028,22.563,1042,4926.97,5210000,1042
5139.9,-9224.12109375,39.216,22.4649,1043,4945.75,5215000,1043
5139.66,-9135.587890625,39.2117,22.822,1044,5097.49,5220000,1044
5029.31,-8964.5126953125,39.186,22.8181,1045,5026.46,5225000,1045
5016.41,-9003.5478515625,39.3153,22.8313,1046,5007.73,5230000,1046
5089.96,-9344.88671875,39.1949,22.2737,1047,4883.19,5235000,1047
5020.07,-9032.375,39.1336,22.7885,1048,4943.35,5240000,1048
5040.09,-9148.435546875,39.3891,23.155,1049,4976.04,5245000,1049
5074.24,-9243.2275390625,39.3175,22.6801,1050,4919.12,5250000,1050
5124.7,-9108.3759765625,39.2078,22.6841,1051,5091.0,5255000,1051
5048.94,-9108.251953125,38.9511,22.6471,1052,4955.64,5260000,1052
5021.05,-9195.748046875,39.2993,22.3756,1053,4971.77,5265000,1053
5058.75,-8891.490234375,38.8731,22.7467,1054,5015.46,5270000,1054
5089.81,-8954.5361328125,38.5379,22.8181,1055,4763.47,5275000,1055
5075.36,-8925.6298828125,38.8844,22.5513,1056,5028.67,5280000,1056
5044.83,-9209.3037109375,38.9821,22.6921,1057,5039.02,5285000,1057
5051.05,-9028.064453125,39.4836,22.6894,1058,5031.77,5290000,1058
5084.11,-9147.7978515625,39.0333,22.6243,1059,5001.24,5295000,1059
5090.63,-9134.5283203125,39.4115,22.8025,1060,5062.63,5300000,1060
5098.75,-9449.8056640625,38.9821,22.988,1061,5041.1,5305000,1061
5032.72,-9355.23828125,39.1639,23.1507,1062,5010.85,5310000,1062
5111.84,-9354.8876953125,39.5577,22.9411,1063,5050.99,5315000,1063
5128.59,-9424.38671875,39.4026,23.12,1064,5066.83,5320000,1064
5131.51,-9353.3818359375,38.9135,22.7092,1065,5101.44,5325000,1065
5208.5,-9390.8623046875,38.7491,22.5303,1066,5116.85,5330000,1066
5207.81,-9475.83203125,39.3055,22.7791,1067,5100.83,5335000,1067
5219.16,-9549.2431640625,39.3652,22.9753,1068,5059.95,5340000,1068
5183.54,-9523.2060546875,39.148,22.4783,1069,5110.67,5345000,1069
5237.87,-9582.6943359375,39.4535,23.244,1070,5120.28,5350000,1070
5297.3,-9536.7041015625,39.3186,22.8434,1071,5166.59,5355000,1071
5293.2,-9528.033203125,38.775,22.3054,1072,5120.96,5360000,1072
5272.15,-9638.4169921875,38.9157,22.3182,1073,4986.93,5365000,1073
5309.28,-9618.31640625,39.1493,22.7077,1074,4920.8,5370000,1074
5375.21,-9853.3427734375,39.6614,24.3016,1075,5120.84,5375000,1075
5353.75,-9380.0888671875,38.5994,21.8783,1076,4814.45,5380000,1076
5285.07,-9461.396484375,38.0867,22.4087,1077,5186.87,5385000,1077
5201.4,-9272.921875,38.3449,21.6967,1078,5025.25,5390000,1078
5265.71,-9500.2333984375,39.3544,22.7526,1079,5179.44,5395000,1079
5316.34,-9489.294921875,38.7606,22.4261,1080,5094.32,5400000,1080
5253.26,-9338.32421875,38.3621,21.4917,1081,5211.37,5405000,1081
5193.36,-9418.2373046875,37.8417,21.3884,1082,4935.06,5410000,1082
5137.57,-9229.6767578125,38.352,21.4358,1083,5151.57,5415000,1083
5129.55,-9405.2998046875,38.4929,21.8957,1084,4710.8,5420000,1084
5138.75,-9570.8486328125,38.1783,21.7409,1085,5130.56,5425000,1085
5186.75,-9536.78125,38.4603,21.9631,1086,5181.75,5430000,1086
5138.29,-9499.0859375,38.0273,21.0795,1087,4937.73,5435000,1087
5099.96,-9552.80078125,38.8908,21.3296,1088,4708.03,5440000,1088
5116.55,-9930.5205078125,38.9826,21.2747,1089,4793.23,5445000,1089
5203.87,-9593.5693359375,38.258,20.7821,1090,4789.99,5450000,1090
5194.1,-9450.7392578125,38.1149,21.4694,1091,4865.48,5455000,1091
5155.57,-9832.669921875,38.945,21.9039,1092,4377.54,5460000,1092
5229.5,-9572.2412109375,38.4387,21.1754,1093,5055.08,5465000,1093
5255.67,-9746.384765625,38.761,21.5013,1094,5101.16,5470000,1094
5240.14,-9722.16015625,38.1052,21.0782,1095,5090.53,5475000,1095
5162.52,-9801.66015625,37.9335,21.0686,1096,4518.54,5480000,1096
5185.64,-9767.921875,38.2337,21.4874,1097,4904.18,5485000,1097
5236.54,-9786.21484375,38.2086,21.1492,1098,4846.72,5490000,1098
5238.2,-9934.5302734375,38.9989,21.9791,1099,4755.14,5495000,1099
5196.26,-9967.4990234375,38.3142,21.5115,1100,4684.79,5500000,1100
5271.13,-9600.5283203125,38.5456,21.5523,1101,4870.2,5505000,1101
5326.14,-9970.7900390625,38.746,20.9808,1102,5182.8,5510000,1102
5276.38,-9680.015625,38.2297,21.5084,1103,5125.6,5515000,1103
5259.83,-9689.90625,38.5591,21.6052,1104,5141.9,5520000,1104
5302.63,-9870.25,38.9432,21.9599,1105,5122.99,5525000,1105
5162.18,-9858.6884765625,38.4193,20.8579,1106,5002.22,5530000,1106
5162.84,-9819.1220703125,38.1284,20.5289,1107,4838.58,5535000,1107
5179.51,-10180.4365234375,38.7762,21.4888,1108,4924.63,5540000,1108
5185.49,-9619.859375,37.8487,21.4512,1109,4911.66,5545000,1109
5221.11,-9785.6982421875,38.4499,21.5006,1110,4849.34,5550000,1110
5146.72,-9673.9345703125,38.0617,21.0385,1111,4998.42,5555000,1111
5139.05,-9828.03515625,37.379,20.5184,1112,5065.42,5560000,1112
5106.0,-10021.6123046875,38.41,20.9268,1113,5102.84,5565000,1113
5044.9,-9721.455078125,38.443,20.6875,1114,5076.18,5570000,1114
5061.86,-9820.7626953125,37.9977,21.025,1115,4906.98,5575000,1115
4995.86,-9723.8740234375,37.7207,20.7756,1116,5072.52,5580000,1116
4976.99,-10041.3251953125,38.5028,21.2974,1117,5031.25,5585000,1117
4981.39,-9931.1845703125,37.8515,20.7242,1118,5051.49,5590000,1118
5039.2,-9837.1591796875,38.5332,20.9606,1119,5073.3,5595000,1119
5014.79,-9713.4228515625,38.2411,20.5718,1120,5022.69,5600000,1120
5007.59,-9744.048828125,38.0489,20.6031,1121,5018.13,5605000,1121
5011.22,-9796.197265625,38.4652,20.7214,1122,5006.39,5610000,1122
5054.92,-9772.662109375,38.2339,20.5455,1123,5061.07,5615000,1123
4941.74,-9881.6533203125,38.9888,21.3431,1124,4960.19,5620000,1124
4996.49,-9791.826171875,38.4951,21.0889,1125,5005.64,5625000,1125
5020.27,-9965.234375,38.8392,21.4832,1126,5032.12,5630000,1126
5020.7,-9709.8671875,38.8867,20.7385,1127,4977.69,5635000,1127
5017.29,-9645.26953125,38.0918,20.3534,1128,5030.65,5640000,1128
5114.06,-9698.08203125,38.9392,21.3704,1129,5051.66,5645000,1129
4988.83,-9811.576171875,38.875,21.0976,1130,4766.83,5650000,1130
5051.01,-9777.857421875,38.9796,21.631,1131,5051.21,5655000,1131
4965.77,-9664.896484375,39.0104,20.75,1132,4943.26,5660000,1132
5141.73,-9660.6787109375,39.1326,21.1613,1133,4846.93,5665000,1133
5063.09,-9514.705078125,38.8584,22.377,1134,5040.64,5670000,1134
5009.03,-9846.09765625,39.2327,21.7159,1135,4769.38,5675000,1135
4987.79,-9903.234375,39.2289,21.6555,1136,4837.13,5680000,1136
5052.92,-9816.27734375,38.3886,20.7543,1137,4485.58,5685000,1137
5116.89,-9804.27734375,38.774,22.2279,1138,4964.71,5690000,1138
5188.45,-9893.4208984375,38.8322,21.9096,1139,4677.24,5695000,1139
5089.8,-9854.951171875,38.6656,21.503,1140,4854.64,5700000,1140
5074.15,-9852.2744140625,38.6022,20.7562,1141,4939.16,5705000,1141
5109.43,-9499.2802734375,37.9617,20.9951,1142,4892.67,5710000,1142
