Running Env Steps,Reward Loss,Real Det Return,Running Reverse KL,Running Update Time,Itration,Running Forward KL,Real Sto Return
215000,-545.1558837890625,850.45,30.7032,43,43,70.1467,277.18
220000,-568.7423095703125,658.2,30.6011,44,44,72.2343,301.29
225000,-578.6842651367188,699.95,29.3348,45,45,70.0618,220.99
230000,-593.6898803710938,903.55,30.9364,46,46,69.7533,314.76
235000,-605.7694702148438,895.12,31.2186,47,47,68.7191,257.18
240000,-632.3949584960938,1053.45,31.14,48,48,72.4147,256.91
245000,-640.1859130859375,771.88,30.1987,49,49,70.6291,255.94
250000,-661.0900268554688,1102.76,31.4615,50,50,71.2156,343.56
255000,-650.2747802734375,1008.0,29.8406,51,51,66.5535,267.85
260000,-688.451171875,868.92,30.6564,52,52,71.3956,261.03
265000,-702.23388671875,932.66,32.1725,53,53,68.6296,289.33
270000,-713.739990234375,900.04,30.9444,54,54,70.052,283.21
275000,-740.6649169921875,894.0,30.7612,55,55,71.4959,273.64
280000,-757.5572509765625,715.81,30.6156,56,56,70.7504,257.32
285000,-763.9866333007812,616.35,30.2767,57,57,70.1385,273.01
290000,-795.4448852539062,817.82,31.7785,58,58,72.3834,219.58
295000,-806.1304321289062,652.68,31.4143,59,59,70.6711,251.15
300000,-825.1239013671875,854.54,30.3449,60,60,70.7901,317.44
305000,-840.26953125,763.19,30.6705,61,61,71.0331,256.55
310000,-864.4759521484375,807.52,30.8149,62,62,70.4842,324.59
315000,-875.041748046875,752.5,30.1313,63,63,71.1213,271.54
320000,-902.4978637695312,1028.55,30.2467,64,64,71.7136,312.71
325000,-895.5548095703125,1107.91,29.3999,65,65,67.2855,284.74
330000,-927.5228271484375,941.9,29.7295,66,66,68.8508,272.95
335000,-951.1298217773438,514.67,29.8912,67,67,70.8287,217.13
340000,-976.4468383789062,909.77,30.1419,68,68,70.9663,282.59
345000,-994.2365112304688,799.84,30.0353,69,69,71.2242,246.62
350000,-1016.4649658203125,830.24,30.9877,70,70,71.0013,309.0
355000,-1021.2725219726562,631.26,29.8185,71,71,69.1855,250.99
360000,-1062.5386962890625,581.07,30.4063,72,72,72.1293,241.09
365000,-1081.34375,876.0,30.4451,73,73,71.6987,283.27
370000,-1096.111328125,818.61,30.7273,74,74,70.6236,291.93
375000,-1120.36083984375,684.97,30.5266,75,75,71.5326,221.01
380000,-1143.989013671875,933.7,30.4631,76,76,70.9295,276.17
385000,-1147.2061767578125,1014.34,29.8254,77,77,70.1104,363.22
390000,-1182.9442138671875,786.29,30.5646,78,78,72.0102,185.15
395000,-1193.27294921875,733.17,30.0211,79,79,70.2525,281.26
400000,-1212.3568115234375,864.33,29.9915,80,80,69.4475,299.5
405000,-1238.934814453125,1010.78,30.1994,81,81,69.3005,350.77
410000,-1277.7393798828125,1057.41,30.497,82,82,71.755,321.27
415000,-1292.86181640625,932.3,30.5647,83,83,70.5873,199.45
420000,-1324.8760986328125,657.4,30.0896,84,84,71.969,285.7
425000,-1299.45556640625,872.08,29.3177,85,85,67.6688,282.81
430000,-1361.918212890625,963.19,30.6208,86,86,70.6862,318.07
435000,-1368.96875,1056.26,29.8041,87,87,68.9227,356.66
440000,-1412.225830078125,876.66,30.045,88,88,69.3051,277.18
445000,-1437.1502685546875,991.3,30.0414,89,89,70.6315,281.04
450000,-1462.0811767578125,955.04,30.8559,90,90,70.3863,295.58
455000,-1486.0947265625,1080.34,30.2138,91,91,70.8894,277.23
460000,-1499.509521484375,802.51,30.0931,92,92,69.9516,248.49
465000,-1503.5816650390625,780.3,29.4571,93,93,67.323,338.67
470000,-1562.0458984375,998.76,30.0793,94,94,69.9017,354.71
475000,-1548.33154296875,992.71,29.5595,95,95,67.9629,304.45
480000,-1578.4005126953125,821.84,30.1594,96,96,69.044,349.08
485000,-1638.3369140625,982.21,30.1868,97,97,70.7873,366.66
490000,-1666.0406494140625,928.05,30.0996,98,98,69.6772,251.52
495000,-1691.925048828125,731.15,30.5486,99,99,69.4838,352.32
500000,-1724.7315673828125,977.17,30.5605,100,100,71.8898,368.12
505000,-1790.6314697265625,977.14,30.7318,101,101,73.8786,301.18
510000,-1792.7843017578125,961.99,30.5361,102,102,71.6048,311.94
515000,-1779.4368896484375,922.12,29.3335,103,103,68.7379,256.19
520000,-1858.755126953125,816.81,30.2316,104,104,71.5777,247.98
525000,-1861.865966796875,1037.86,29.5459,105,105,69.68,244.89
530000,-1870.04052734375,921.09,29.6184,106,106,68.5101,322.67
535000,-1939.4080810546875,787.19,29.6827,107,107,71.3644,239.9
540000,-1970.3482666015625,816.36,29.9998,108,108,71.6666,280.46
545000,-2029.4024658203125,856.62,30.7033,109,109,72.887,258.05
550000,-2052.986083984375,886.0,30.8428,110,110,72.9915,270.51
555000,-2068.6826171875,959.18,30.1807,111,111,71.49,312.87
560000,-2114.7421875,874.67,30.1283,112,112,71.3377,257.35
565000,-2135.147705078125,1027.93,29.8555,113,113,71.5924,231.75
570000,-2180.144287109375,858.13,30.6942,114,114,73.4897,279.67
575000,-2197.537353515625,933.46,30.2589,115,115,69.719,299.43
580000,-2262.566650390625,863.29,30.5147,116,116,72.7398,318.23
585000,-2259.09814453125,662.74,30.044,117,117,71.5526,203.87
590000,-2327.0009765625,987.96,30.336,118,118,71.7097,299.31
595000,-2340.010498046875,715.19,30.5109,119,119,70.6087,298.81
600000,-2394.52392578125,892.01,30.2153,120,120,72.642,270.21
605000,-2433.6865234375,926.39,30.3044,121,121,72.3515,309.09
610000,-2466.986572265625,769.7,30.5776,122,122,73.3563,259.83
615000,-2526.30908203125,785.85,29.8747,123,123,72.6913,275.79
620000,-2518.037353515625,742.88,31.5326,124,124,69.6435,315.65
625000,-2555.961181640625,900.25,30.1783,125,125,71.0684,231.6
630000,-2601.091796875,978.08,29.9795,126,126,70.9213,250.96
635000,-2650.014404296875,988.45,29.8769,127,127,72.1185,278.61
640000,-2727.161376953125,1001.27,31.1392,128,128,73.1832,330.52
645000,-2720.047607421875,885.45,30.2938,129,129,71.7767,305.31
650000,-2807.812744140625,711.72,30.1387,130,130,73.3169,267.3
655000,-2802.132080078125,876.0,29.9035,131,131,71.2944,250.68
660000,-2869.94921875,829.76,30.3689,132,132,71.5137,355.59
665000,-2881.31005859375,902.82,30.2601,133,133,70.485,333.45
670000,-2968.05712890625,730.7,30.295,134,134,72.8967,338.4
675000,-2987.997802734375,993.78,30.3949,135,135,70.7996,360.79
680000,-3044.402587890625,876.47,30.3702,136,136,73.9485,261.41
685000,-3087.74267578125,635.99,30.0115,137,137,71.1012,277.01
690000,-3143.9423828125,838.61,30.5413,138,138,72.3676,238.19
695000,-3217.156982421875,840.49,30.0973,139,139,72.1966,174.6
700000,-3223.681884765625,832.6,30.2164,140,140,72.2106,284.11
705000,-3283.351806640625,721.3,30.4458,141,141,71.7483,333.23
710000,-3325.251708984375,831.31,29.9962,142,142,73.4903,285.58
715000,-3356.683349609375,863.09,29.755,143,143,71.8325,172.82
720000,-3409.618408203125,866.59,29.6439,144,144,71.0581,328.15
725000,-3493.10595703125,773.37,30.3441,145,145,73.1104,226.65
730000,-3512.971923828125,877.69,30.541,146,146,72.2721,277.16
735000,-3570.189697265625,871.78,30.4713,147,147,72.8406,304.52
740000,-3635.958984375,707.6,30.0802,148,148,70.294,331.47
745000,-3610.04248046875,880.4,29.5637,149,149,69.779,247.02
750000,-3763.42919921875,878.3,30.9486,150,150,74.4364,290.35
755000,-3809.21142578125,838.84,30.3925,151,151,72.4486,270.35
760000,-3829.13525390625,903.92,30.1929,152,152,71.752,358.11
765000,-3886.078369140625,966.46,30.4254,153,153,72.5496,320.83
770000,-3898.10986328125,1065.28,29.7966,154,154,70.2376,338.27
775000,-3997.201171875,812.57,30.4648,155,155,71.7383,275.21
780000,-3965.70751953125,873.95,29.7947,156,156,69.5133,326.68
785000,-4148.587890625,921.99,30.358,157,157,73.4962,331.98
790000,-4158.1865234375,836.92,29.758,158,158,72.6397,320.81
795000,-4212.75830078125,935.13,30.2644,159,159,71.8849,283.54
800000,-4274.744140625,868.02,29.9875,160,160,72.8375,321.52
805000,-4313.40625,1032.95,30.0666,161,161,71.4597,308.83
810000,-4395.7021484375,1033.58,30.4914,162,162,72.9986,359.03
815000,-4389.26708984375,1043.03,29.7666,163,163,69.5407,284.64
820000,-4533.6884765625,968.31,30.4484,164,164,73.3461,303.52
825000,-4567.10693359375,870.9,30.5009,165,165,72.8235,272.19
830000,-4622.171875,831.0,30.2708,166,166,70.1568,300.21
835000,-4740.38134765625,978.49,30.1948,167,167,72.8084,295.38
840000,-4699.70654296875,814.87,29.9065,168,168,70.3319,312.26
845000,-4837.29296875,967.6,30.3144,169,169,72.0181,324.07
850000,-4884.90478515625,884.99,29.9665,170,170,71.2029,264.22
855000,-4952.91015625,989.88,29.6194,171,171,70.9615,351.41
860000,-5000.4921875,972.39,30.2404,172,172,71.5289,345.84
865000,-5105.7587890625,864.96,29.7785,173,173,71.9327,299.61
870000,-5134.19677734375,791.24,32.7745,174,174,70.7432,238.25
875000,-5196.57421875,740.81,37.6938,175,175,72.7282,224.99
880000,-3712.355712890625,-1778.2,118.6866,176,176,91.4064,-1460.65
885000,-5494.72607421875,25.61,55.2487,177,177,81.1758,-47.74
890000,-5418.7412109375,308.33,49.2801,178,178,78.8936,51.48
895000,-5552.7890625,345.16,34.0153,179,179,75.8468,100.57
900000,-5678.55419921875,496.18,32.0236,180,180,74.3283,172.16
905000,-5728.0439453125,721.07,31.3333,181,181,73.7689,152.98
910000,-5717.9931640625,748.25,30.3588,182,182,75.0967,286.2
915000,-5755.126953125,953.23,30.0091,183,183,72.3718,271.13
920000,-5871.08154296875,878.29,30.3148,184,184,73.734,343.77
925000,-5927.34619140625,918.74,30.5406,185,185,72.9121,340.19
930000,-5928.24755859375,1021.84,30.4057,186,186,70.662,348.73
935000,-6011.08349609375,971.57,30.5139,187,187,71.2352,312.62
940000,-6211.04345703125,1020.03,30.7827,188,188,72.9617,313.59
945000,-6241.40771484375,851.4,30.5897,189,189,71.7114,256.19
950000,-6342.91015625,935.88,30.5573,190,190,73.9114,321.55
955000,-6357.98291015625,813.4,30.3705,191,191,72.9153,315.86
960000,-6503.97607421875,921.65,30.6018,192,192,72.1845,298.06
965000,-6472.77783203125,979.19,30.502,193,193,71.5336,345.78
970000,-6564.3828125,980.18,29.9001,194,194,71.6118,312.22
975000,-6740.66552734375,875.01,30.6596,195,195,72.6161,268.11
980000,-6794.32177734375,840.23,30.2513,196,196,72.4912,370.57
985000,-6716.92626953125,912.48,29.8866,197,197,68.9609,293.18
990000,-6931.9560546875,982.4,29.7797,198,198,71.1201,269.81
995000,-6983.21533203125,838.91,29.9702,199,199,71.9385,336.8
1000000,-7137.4970703125,704.49,29.9255,200,200,72.3414,259.43
1005000,-7253.48193359375,823.19,30.1021,201,201,73.4613,283.13
1010000,-7238.24072265625,823.2,30.1294,202,202,72.9981,279.93
1015000,-7397.95263671875,826.08,30.0384,203,203,73.749,230.51
1020000,-7171.8232421875,-490.15,62.0446,204,204,75.4217,-406.79
1025000,-7516.64599609375,919.26,30.9514,205,205,73.968,288.85
1030000,-7680.9580078125,866.18,30.4727,206,206,74.3638,317.23
1035000,-7680.55126953125,968.6,30.0388,207,207,71.5739,300.53
1040000,-7841.4658203125,821.2,30.3926,208,208,72.8263,276.36
1045000,-7959.90185546875,859.79,30.0505,209,209,73.2115,336.69
1050000,-8016.8388671875,906.46,30.5616,210,210,73.5966,272.69
1055000,-8057.458984375,773.78,30.1705,211,211,73.5956,220.22
1060000,-8139.78857421875,825.14,30.7166,212,212,71.9017,312.35
1065000,-8346.3310546875,883.75,30.6039,213,213,74.3516,293.16
1070000,-8040.02685546875,-1441.52,44.0678,214,214,75.6082,-415.51
1075000,-8456.9853515625,273.48,40.0436,215,215,75.3268,158.86
1080000,-7779.033203125,-515.55,74.4767,216,216,77.9407,-608.31
1085000,-8516.5283203125,313.11,41.0471,217,217,76.0264,82.37
1090000,-8678.521484375,-719.16,71.7669,218,218,78.627,-559.28
1095000,-9240.3525390625,-646.15,165.7381,219,219,89.8888,-739.52
1100000,-9302.412109375,-80.31,58.1281,220,220,82.0833,-24.21
1105000,-9089.5732421875,-11.46,41.888,221,221,78.4212,0.51
1110000,-9071.408203125,-56.58,36.4102,222,222,76.4652,22.27
1115000,-4697.314453125,-1938.61,237.7332,223,223,125.3624,-1808.72
1120000,-9800.3193359375,-39.18,55.9696,224,224,83.5629,-40.37
1125000,-9510.59375,31.89,42.2425,225,225,79.8387,-8.34
1130000,-9546.2705078125,3.81,35.5026,226,226,76.4781,-0.15
1135000,-9634.1953125,211.06,33.3885,227,227,76.814,52.17
1140000,-9731.9375,309.93,32.5104,228,228,74.8167,51.63
1145000,-9860.171875,581.41,31.4531,229,229,76.2047,201.67
1150000,-9812.962890625,490.81,31.2538,230,230,74.8135,126.48
1155000,-9872.1552734375,388.09,33.9199,231,231,74.2011,156.43
1160000,-10211.107421875,903.35,30.9622,232,232,76.1501,193.26
1165000,-9919.9736328125,758.23,32.9888,233,233,74.9971,196.37
1170000,-10129.6591796875,312.61,29.5604,234,234,72.2578,29.28
1175000,-10257.173828125,876.3,31.3352,235,235,73.737,311.42
1180000,-10486.453125,802.36,30.448,236,236,74.4929,192.33
1185000,-10483.251953125,716.82,31.6028,237,237,74.884,273.33
1190000,-10399.1220703125,855.49,31.534,238,238,72.1532,197.86
1195000,-10143.1689453125,-511.84,103.3377,239,239,78.8249,-700.77
1200000,-10673.103515625,-1749.32,498.3602,240,240,95.7407,-2125.67
1205000,-5775.220703125,-2390.7,537.0519,241,241,113.6405,-2065.69
1210000,-10747.025390625,-892.66,88.4396,242,242,84.4559,-706.84
1215000,-6851.681640625,-2936.67,682.1882,243,243,135.0017,-2893.48
1220000,-12097.59375,-326.36,419.4486,244,244,98.6887,-424.81
1225000,-11599.2705078125,-23.01,154.0208,245,245,94.8693,-373.25
1230000,-12000.4482421875,-1256.32,135.4772,246,246,92.9577,-499.41
1235000,-11627.388671875,-877.06,82.2018,247,247,85.0071,-806.6
1240000,-11920.796875,-305.48,63.5078,248,248,84.6114,-405.74
1245000,-11427.8642578125,-361.37,77.4269,249,249,82.0925,-479.84
1250000,-11209.3330078125,-322.62,46.2804,250,250,80.4824,-401.42
1255000,-11531.103515625,-764.13,68.1836,251,251,84.1521,-562.38
1260000,-11502.3046875,-295.24,67.0227,252,252,76.934,-234.05
1265000,-11866.865234375,-69.76,42.2237,253,253,76.6018,-46.89
1270000,-11412.439453125,-650.06,46.1932,254,254,77.4562,-129.94
1275000,-10448.15625,-667.82,55.4152,255,255,80.2546,-476.3
1280000,-11881.8681640625,143.26,44.3899,256,256,78.0044,-26.12
1285000,-12219.0048828125,40.6,47.1845,257,257,78.2706,-22.67
1290000,-12086.5205078125,114.01,37.2309,258,258,76.6258,-8.39
1295000,-12064.9970703125,57.78,39.3557,259,259,76.2971,-0.28
1300000,-12128.65625,85.54,31.5397,260,260,76.384,8.42
1305000,-12154.15234375,89.15,30.4191,261,261,75.6621,15.25
1310000,-12242.26953125,234.64,30.362,262,262,75.5813,34.42
1315000,-12148.048828125,492.32,31.702,263,263,75.6396,26.24
1320000,-12322.439453125,271.45,31.7806,264,264,74.4172,52.81
1325000,-12412.419921875,697.43,32.8139,265,265,76.4745,52.95
1330000,-12737.0322265625,313.43,32.3609,266,266,74.9286,-31.66
1335000,-12439.1259765625,516.2,30.926,267,267,76.3061,76.83
1340000,-12940.2373046875,215.81,32.3579,268,268,76.0328,118.37
1345000,-12868.1083984375,568.15,30.0135,269,269,74.3844,90.18
1350000,-12561.177734375,158.33,34.3215,270,270,72.9206,73.56
1355000,-12916.7060546875,406.39,32.4134,271,271,73.5784,108.13
1360000,-12958.2744140625,692.21,30.51,272,272,74.5862,68.12
1365000,-13202.294921875,666.47,29.5168,273,273,75.2207,85.32
1370000,-13229.33203125,342.98,29.6035,274,274,76.3362,80.96
1375000,-13277.4755859375,789.0,31.834,275,275,75.5533,292.7
1380000,-13304.4150390625,842.45,31.5199,276,276,74.8554,306.25
1385000,-13408.7158203125,646.73,32.0766,277,277,75.8113,233.35
1390000,-13579.2802734375,818.16,36.0135,278,278,74.3067,261.88
1395000,-13480.8740234375,720.61,31.1784,279,279,72.2596,216.08
1400000,-13414.2470703125,275.51,30.8035,280,280,73.4507,146.23
1405000,-13569.8974609375,96.85,31.6959,281,281,74.3633,5.45
1410000,-13962.4267578125,9.33,31.5234,282,282,75.5734,-43.77
1415000,-14393.6611328125,308.06,32.7381,283,283,75.2517,30.71
1420000,-13867.041015625,674.49,29.4272,284,284,75.6574,80.79
1425000,-14174.453125,782.1,31.9438,285,285,75.354,314.39
1430000,-14106.9619140625,738.72,29.0384,286,286,74.894,145.08
1435000,-14013.2958984375,838.07,29.2513,287,287,75.5398,145.66
1440000,-14066.943359375,179.39,33.8193,288,288,75.5272,205.87
1445000,-14286.0087890625,-518.77,40.5681,289,289,75.2554,-341.25
1450000,-14603.271484375,108.34,30.9495,290,290,74.813,47.78
1455000,-14428.1982421875,702.63,28.5137,291,291,75.9179,144.76
1460000,-14369.47265625,803.15,31.2562,292,292,75.3629,312.96
1465000,-14159.083984375,-427.49,108.9807,293,293,75.4192,-884.47
1470000,-15041.8583984375,-697.87,104.039,294,294,76.6237,-668.51
1475000,-15267.62890625,24.68,37.3266,295,295,74.5368,-73.61
1480000,-15703.7353515625,-27.97,46.3423,296,296,82.5488,-22.55
1485000,-14837.1083984375,-195.47,32.4138,297,297,77.177,-99.66
1490000,-14787.029296875,328.04,29.8624,298,298,75.8065,49.24
1495000,-15151.171875,438.61,29.3625,299,299,76.1393,58.19
1500000,-15070.0166015625,737.79,28.8849,300,300,76.244,108.29
1505000,-15275.3173828125,646.68,31.6692,301,301,75.2295,208.84
1510000,-15184.619140625,539.1,28.9521,302,302,76.2615,74.82
1515000,-15575.9736328125,805.73,32.582,303,303,76.3871,303.27
1520000,-15730.77734375,716.34,32.3371,304,304,75.0511,294.26
1525000,-15520.47265625,545.34,31.2237,305,305,72.8752,204.61
1530000,-15704.896484375,645.66,28.8393,306,306,75.308,110.25
1535000,-15840.9140625,958.12,32.0473,307,307,74.3081,349.21
1540000,-15663.23046875,645.13,31.4194,308,308,74.6489,176.1
1545000,-15950.0810546875,558.29,29.8315,309,309,75.6216,81.09
1550000,-16050.302734375,957.23,28.6368,310,310,75.3943,158.3
1555000,-16082.4892578125,753.33,32.0,311,311,74.8427,352.87
1560000,-16113.599609375,799.4,29.008,312,312,75.7277,132.7
1565000,-16529.927734375,912.99,32.2324,313,313,75.2351,357.93
1570000,-16422.1640625,958.74,32.1358,314,314,75.3472,361.2
1575000,-16409.58203125,807.87,31.6075,315,315,74.3649,265.04
1580000,-16513.14453125,647.29,29.2767,316,316,76.7151,124.23
1585000,-16558.6953125,902.25,28.7833,317,317,75.1996,132.99
1590000,-16775.451171875,697.81,32.0145,318,318,75.4394,416.58
1595000,-16734.115234375,1008.37,32.035,319,319,76.9363,338.33
1600000,-16734.603515625,234.61,33.9437,320,320,74.8429,96.11
1605000,-16118.892578125,41.11,46.0425,321,321,76.7657,-114.14
1610000,-17198.87890625,138.77,28.8906,322,322,76.3136,22.24
1615000,-17111.5,802.5,29.0482,323,323,75.9268,162.13
1620000,-17119.521484375,850.73,28.5628,324,324,75.4199,166.56
1625000,-17098.298828125,709.07,32.9033,325,325,74.944,284.01
1630000,-17373.865234375,599.84,32.0731,326,326,75.3196,303.88
1635000,-18179.146484375,18.77,35.9344,327,327,78.1989,-29.93
1640000,-17743.689453125,237.15,30.8537,328,328,75.2049,58.97
1645000,-17452.916015625,399.43,29.2795,329,329,74.59,89.0
1650000,-17680.185546875,702.22,32.501,330,330,76.7241,342.08
1655000,-17524.06640625,331.66,32.4825,331,331,74.9484,35.59
1660000,-18361.8984375,-24.91,41.4468,332,332,78.0961,-23.94
1665000,-18217.45703125,84.97,31.0497,333,333,74.712,10.82
1670000,-17784.462890625,556.68,28.9185,334,334,74.9691,73.98
1675000,-17736.62890625,651.03,28.4959,335,335,75.8418,145.4
1680000,-18037.033203125,796.83,32.1539,336,336,76.3661,392.14
1685000,-18080.75390625,847.36,32.0958,337,337,76.6084,349.07
1690000,-18172.20703125,-27.35,33.4005,338,338,76.0001,-6.31
1695000,-18312.375,339.81,29.0078,339,339,75.3105,56.77
1700000,-18066.798828125,396.59,28.7303,340,340,75.6488,47.69
1705000,-18147.484375,398.7,29.1595,341,341,75.4481,84.76
1710000,-18442.21875,845.56,32.67,342,342,76.8189,308.36
1715000,-18051.109375,72.0,32.4133,343,343,76.155,7.6
1720000,-18359.18359375,751.53,28.6207,344,344,75.666,141.42
1725000,-17909.626953125,133.2,34.0048,345,345,75.7974,29.47
1730000,-18397.294921875,737.11,30.2337,346,346,75.086,154.03
1735000,-17806.7734375,82.47,37.5552,347,347,76.0437,78.32
1740000,-18317.728515625,589.77,30.5611,348,348,76.115,115.48
1745000,-18384.205078125,947.92,34.5611,349,349,76.0333,338.21
1750000,-18563.30078125,689.22,29.3609,350,350,75.6155,143.11
1755000,-18573.505859375,938.43,33.0974,351,351,75.7775,351.06
1760000,-18743.248046875,206.34,32.2169,352,352,76.2417,41.54
1765000,-18792.896484375,771.58,29.8191,353,353,75.4447,107.66
1770000,-18677.853515625,782.79,32.862,354,354,75.408,335.08
1775000,-18666.1640625,11.74,36.1898,355,355,77.5861,-28.54
1780000,-18499.2109375,633.78,30.5044,356,356,75.1974,73.65
1785000,-18717.12890625,484.36,29.617,357,357,76.2724,100.07
1790000,-18854.1328125,848.15,32.5456,358,358,75.9553,350.78
1795000,-18343.048828125,104.23,32.0871,359,359,74.4565,37.03
1800000,-18656.650390625,-85.29,36.3218,360,360,75.5355,2.21
1805000,-18945.607421875,632.71,30.1083,361,361,75.5509,81.52
1810000,-18509.693359375,689.77,32.4848,362,362,75.6102,283.71
1815000,-18732.74609375,-33.87,36.023,363,363,76.1911,-62.72
1820000,-18918.779296875,-11.31,48.6264,364,364,78.4273,-17.7
1825000,-18864.341796875,218.97,31.9414,365,365,76.0482,5.47
1830000,-18983.642578125,339.4,29.5849,366,366,76.2685,24.73
1835000,-18472.267578125,292.69,51.0973,367,367,76.1518,51.29
1840000,-18928.265625,296.76,28.9766,368,368,76.1468,88.41
1845000,-18958.896484375,343.81,29.2948,369,369,76.5566,54.72
1850000,-18841.095703125,446.63,29.0848,370,370,76.2278,71.25
1855000,-18958.4765625,542.21,28.9327,371,371,75.5188,99.29
1860000,-18833.408203125,656.04,35.679,372,372,77.0142,306.01
1865000,-19057.97265625,1010.13,32.7799,373,373,76.4988,431.72
1870000,-18933.017578125,551.98,32.3533,374,374,74.8082,298.26
1875000,-19027.423828125,586.05,28.9306,375,375,75.6225,108.01
1880000,-19094.03515625,631.78,32.5828,376,376,76.3085,275.82
1885000,-19101.302734375,599.84,33.0232,377,377,76.6085,331.26
1890000,-19080.361328125,637.12,28.7249,378,378,76.3504,72.82
1895000,-19119.015625,845.79,32.2228,379,379,76.7929,283.26
1900000,-19089.19140625,-83.72,32.1218,380,380,76.6272,-157.37
1905000,-19313.49609375,-292.41,310.4997,381,381,92.1615,-305.34
1910000,-19012.58203125,-28.74,129.1951,382,382,89.6304,-23.03
1915000,-19282.546875,-118.22,119.5642,383,383,92.3084,-311.94
1920000,-19052.26171875,-71.07,59.0737,384,384,80.9061,-19.72
1925000,-19276.150390625,-88.27,43.0557,385,385,80.6203,-28.27
1930000,-19092.876953125,-54.45,38.4331,386,386,77.9318,-18.93
1935000,-19050.119140625,64.04,34.8361,387,387,76.6104,-9.88
1940000,-18961.8828125,-7.65,32.7264,388,388,77.2771,-11.47
1945000,-18911.1640625,30.07,32.4954,389,389,75.4624,-9.35
1950000,-18955.935546875,-7.76,31.439,390,390,76.282,-8.22
1955000,-18833.03125,-7.69,30.9867,391,391,76.0015,-7.72
1960000,-18939.80078125,-5.71,31.3498,392,392,75.9306,-5.78
1965000,-18900.21484375,-3.71,31.1985,393,393,75.9338,2.8
1970000,-18951.642578125,-3.63,31.0595,394,394,75.7705,1.91
1975000,-19022.181640625,128.19,31.2282,395,395,77.4258,7.36
1980000,-19037.958984375,90.7,30.275,396,396,75.7004,5.77
1985000,-19104.927734375,135.52,30.7703,397,397,77.3842,10.36
1990000,-19049.748046875,180.43,30.537,398,398,76.405,20.12
1995000,-19087.33984375,91.38,29.9255,399,399,75.4395,11.98
2000000,-19080.99609375,185.52,29.9902,400,400,76.0937,25.98
2005000,-19072.076171875,238.84,29.6533,401,401,76.1176,41.1
2010000,-19129.73828125,192.48,29.6561,402,402,75.1388,34.51
2015000,-19188.369140625,470.44,30.0102,403,403,75.2944,82.82
2020000,-19198.3828125,386.82,29.6417,404,404,75.2676,88.8
