Real Det Return,Running Update Time,Itration,Reward Loss,Running Reverse KL,Running Forward KL,Running Env Steps,Real Sto Return
4900.52,82,82,-4774.29833984375,170.3341,330.6936,410000,5125.24
4997.73,83,83,-4531.7998046875,161.2143,327.7625,415000,5049.42
4269.8,84,84,-4959.12353515625,158.7183,326.4512,420000,4536.65
3055.19,85,85,-5014.44921875,163.909,321.2742,425000,4991.33
4175.55,86,86,-4854.69140625,157.6483,323.0311,430000,4198.65
5136.92,87,87,-5038.529296875,162.6011,331.9334,435000,5153.21
5057.5,88,88,-4935.66064453125,161.676,322.9531,440000,5032.22
4568.52,89,89,-5527.296875,163.6122,327.6218,445000,4850.48
1984.54,90,90,-5501.93896484375,165.6937,329.2179,450000,4943.14
4330.78,91,91,-5087.87548828125,153.0744,325.4373,455000,5115.46
4773.09,92,92,-6294.6943359375,167.774,335.2942,460000,4952.1
4115.63,93,93,-5782.177734375,162.4321,327.9553,465000,5014.89
5177.82,94,94,-6188.6103515625,169.505,336.8243,470000,5116.79
2651.85,95,95,-5876.72705078125,174.0239,329.619,475000,4793.03
5079.44,96,96,-6830.8125,164.8675,331.2048,480000,4852.18
3746.47,97,97,-6321.71337890625,152.7645,326.914,485000,4420.13
4799.72,98,98,-6238.921875,172.5537,333.1902,490000,5011.85
3623.71,99,99,-7090.63818359375,180.5535,333.523,495000,4534.67
4368.0,100,100,-6331.97802734375,166.0819,328.8599,500000,5190.2
4744.72,101,101,-6588.630859375,163.1109,329.4369,505000,4640.7
5214.54,102,102,-6518.69287109375,179.9722,327.039,510000,4890.8
5274.49,103,103,-6727.05078125,168.3962,331.5655,515000,4668.77
4225.29,104,104,-7123.54296875,171.2526,334.0208,520000,4182.77
5219.37,105,105,-6810.8115234375,165.4682,333.5441,525000,5075.69
4270.1,106,106,-7041.28125,168.3557,330.5104,530000,4640.04
5344.64,107,107,-7354.6650390625,175.9172,343.4304,535000,5111.13
5287.44,108,108,-7007.708984375,177.3438,336.131,540000,5216.13
4354.19,109,109,-7014.53857421875,193.2131,330.0703,545000,4809.56
5279.77,110,110,-7265.81640625,164.8947,334.366,550000,4912.34
5177.66,111,111,-7247.58837890625,164.5035,332.619,555000,4925.36
4717.63,112,112,-7305.572265625,159.2529,332.5964,560000,4917.16
5136.23,113,113,-7519.78857421875,170.706,333.8443,565000,4490.19
5039.99,114,114,-7329.35546875,163.9683,332.5852,570000,5177.97
4414.36,115,115,-7519.65380859375,331.4183,336.5569,575000,4703.33
3985.64,116,116,-7862.32763671875,311.512,339.0671,580000,4576.07
4108.34,117,117,-7947.9765625,225.704,330.6534,585000,4820.92
5200.37,118,118,-8195.580078125,166.949,334.936,590000,5185.58
4484.55,119,119,-8135.1787109375,164.451,329.6175,595000,4810.48
4838.56,120,120,-7986.48046875,160.8013,323.8425,600000,5178.36
5193.05,121,121,-8536.203125,176.0198,335.7679,605000,5240.65
5285.84,122,122,-8573.0927734375,176.5764,337.7567,610000,4984.53
4759.5,123,123,-8626.751953125,169.011,332.5497,615000,5027.89
5096.73,124,124,-8857.841796875,165.3046,335.8614,620000,4912.22
5382.82,125,125,-9074.634765625,192.2663,336.2595,625000,4843.51
4403.69,126,126,-8929.2080078125,172.6346,328.8973,630000,5116.02
5008.43,127,127,-8913.1337890625,187.4055,337.966,635000,5286.99
5299.48,128,128,-8900.517578125,174.2021,331.828,640000,4846.88
4704.76,129,129,-9033.291015625,164.721,330.394,645000,5162.79
3963.62,130,130,-9094.2568359375,169.6429,335.5514,650000,5165.37
4838.42,131,131,-9148.9052734375,175.6426,330.9841,655000,5284.55
4760.07,132,132,-9596.5830078125,173.4603,336.5775,660000,5272.17
3710.24,133,133,-9661.833984375,166.3999,329.1906,665000,5186.05
5397.23,134,134,-9894.6455078125,175.8215,336.2082,670000,5182.75
5338.72,135,135,-10006.8271484375,251.9477,332.0947,675000,4794.52
5257.39,136,136,-10248.9365234375,163.5864,332.4442,680000,4820.88
5327.44,137,137,-9961.328125,173.4652,336.6001,685000,5270.03
5014.99,138,138,-10212.7587890625,168.83,332.8699,690000,5282.12
5108.44,139,139,-10926.2626953125,167.172,335.3401,695000,5172.68
5201.38,140,140,-10707.509765625,161.4346,328.3982,700000,5212.84
5228.5,141,141,-10825.328125,157.4829,330.8027,705000,5199.49
5159.87,142,142,-10811.8232421875,156.0367,330.4427,710000,5087.46
5201.42,143,143,-10934.6806640625,149.3995,326.4094,715000,5177.5
5261.66,144,144,-10553.4013671875,215.5148,325.024,720000,4640.6
4527.04,145,145,-10968.9619140625,152.3979,323.6259,725000,5180.65
5183.04,146,146,-11692.857421875,161.1337,329.6561,730000,5182.07
4813.53,147,147,-11391.1376953125,164.2752,324.3753,735000,5095.72
5291.81,148,148,-11715.4716796875,152.4564,324.2559,740000,5213.23
5157.23,149,149,-12216.3818359375,160.5841,334.9073,745000,5041.59
4807.49,150,150,-11920.255859375,154.1533,323.8411,750000,5176.8
5226.07,151,151,-11907.5810546875,151.1402,318.5482,755000,5186.18
5107.17,152,152,-12339.673828125,155.8394,331.9087,760000,5016.24
5172.91,153,153,-12557.0126953125,151.4511,319.3115,765000,5221.14
4224.84,154,154,-12483.6025390625,253.993,328.1972,770000,5225.49
5135.49,155,155,-12726.080078125,151.6742,328.012,775000,5003.86
4984.19,156,156,-12798.685546875,158.7288,330.229,780000,5109.09
4893.29,157,157,-12756.5078125,149.6103,326.5039,785000,5212.49
5181.92,158,158,-13090.3974609375,148.6526,326.9803,790000,5239.93
5201.23,159,159,-13396.4150390625,153.9889,325.1546,795000,5245.52
5318.63,160,160,-13149.8525390625,143.1599,320.3972,800000,5076.57
5184.58,161,161,-13383.353515625,155.4936,327.4328,805000,5288.0
5200.99,162,162,-13298.5224609375,142.7863,318.4255,810000,5167.15
5275.14,163,163,-13602.396484375,150.7463,321.5554,815000,5011.67
5267.53,164,164,-14049.810546875,150.592,321.995,820000,4943.46
5356.91,165,165,-14054.8916015625,163.5223,335.3132,825000,5230.8
5294.35,166,166,-14388.6005859375,149.9865,327.3296,830000,5202.07
5193.69,167,167,-13946.4228515625,154.876,322.9522,835000,5104.46
5291.62,168,168,-14144.44140625,145.2751,324.8309,840000,5235.78
5238.12,169,169,-14212.662109375,298.6742,333.052,845000,5072.86
5100.49,170,170,-13901.8330078125,394.5179,333.3115,850000,5099.96
5291.34,171,171,-14213.1103515625,144.4258,318.9402,855000,5275.13
5278.89,172,172,-14741.6015625,151.712,325.4425,860000,5236.93
4642.53,173,173,-14433.0595703125,217.4758,324.7886,865000,4874.26
5059.09,174,174,-14695.373046875,188.4056,326.4682,870000,5252.68
4736.4,175,175,-14586.4228515625,144.546,319.4575,875000,5182.31
5287.66,176,176,-14809.4560546875,140.6506,320.2406,880000,5154.98
5321.5,177,177,-14803.5654296875,138.8263,319.9015,885000,5240.8
5112.45,178,178,-15410.43359375,147.0569,322.2943,890000,5232.62
5400.54,179,179,-14826.0693359375,148.7447,320.0417,895000,5242.76
5279.59,180,180,-15768.8095703125,155.2323,326.3528,900000,5039.49
5211.05,181,181,-15382.140625,142.9285,320.9409,905000,5043.82
5362.21,182,182,-15770.0693359375,148.9564,322.601,910000,5237.31
5249.79,183,183,-15623.267578125,147.349,325.5884,915000,5249.81
5266.92,184,184,-15963.3583984375,148.2409,327.6534,920000,5193.82
5142.86,185,185,-16328.8037109375,152.5577,331.826,925000,5161.59
5190.15,186,186,-15973.9931640625,140.9348,319.3039,930000,5173.92
5297.07,187,187,-15806.0927734375,139.4754,320.6971,935000,5215.67
5180.01,188,188,-15745.9658203125,127.05,309.0673,940000,4994.4
5299.95,189,189,-16134.4033203125,135.3384,318.1194,945000,5167.24
5267.99,190,190,-16467.384765625,145.6861,322.597,950000,5210.67
5150.9,191,191,-16564.71484375,140.6855,323.3648,955000,5138.73
5182.69,192,192,-16416.78125,139.2059,322.6308,960000,5178.64
5137.38,193,193,-16495.9375,135.9693,322.0678,965000,5157.45
5228.68,194,194,-16332.3935546875,138.759,322.9329,970000,5057.35
5116.06,195,195,-16489.275390625,135.637,319.8491,975000,5143.6
5134.67,196,196,-16852.779296875,136.1669,325.7957,980000,4847.18
5317.18,197,197,-16533.287109375,138.0013,319.5632,985000,5127.49
5158.86,198,198,-16566.998046875,135.2649,319.7471,990000,5008.23
5172.01,199,199,-16606.56640625,128.2746,316.316,995000,5119.16
5095.52,200,200,-16425.021484375,145.0674,321.0006,1000000,4984.64
5154.07,201,201,-16936.478515625,139.8511,323.0715,1005000,5135.8
5254.6,202,202,-16683.703125,131.2258,314.3954,1010000,4991.26
5176.0,203,203,-16973.818359375,139.8179,322.4903,1015000,5020.33
5254.25,204,204,-16734.85546875,136.2173,315.2742,1020000,5165.4
5253.56,205,205,-16622.75,132.4443,313.3699,1025000,4886.26
5241.13,206,206,-16769.462890625,133.3569,317.2091,1030000,5151.34
5259.91,207,207,-17149.279296875,143.7336,322.5529,1035000,5068.35
5273.88,208,208,-16819.712890625,148.8498,324.5318,1040000,5205.71
5316.99,209,209,-17253.013671875,145.4122,325.8101,1045000,5197.56
5283.1,210,210,-17108.951171875,151.1857,322.9545,1050000,5028.06
5303.51,211,211,-16939.732421875,153.2158,328.384,1055000,5086.77
5293.4,212,212,-17488.509765625,155.6924,329.357,1060000,5180.12
5331.51,213,213,-17399.564453125,151.5064,326.0223,1065000,5176.9
5216.85,214,214,-17488.357421875,153.7615,325.3779,1070000,5196.69
5305.53,215,215,-17215.755859375,138.775,318.31,1075000,5176.58
5261.21,216,216,-17356.8046875,147.2214,325.9086,1080000,5190.74
5279.45,217,217,-17546.044921875,158.1893,330.3397,1085000,5192.03
5234.46,218,218,-17692.501953125,160.9624,333.2108,1090000,5006.1
5200.16,219,219,-17548.48046875,151.1396,325.2065,1095000,5033.4
5290.47,220,220,-17359.763671875,150.9594,329.3815,1100000,5204.62
5213.88,221,221,-17660.81640625,153.8756,332.1254,1105000,5175.27
5222.1,222,222,-17634.396484375,149.268,324.9605,1110000,5087.97
5234.12,223,223,-17834.2109375,152.137,330.7732,1115000,5191.84
5194.96,224,224,-17904.109375,160.7687,335.8953,1120000,5198.12
5223.51,225,225,-17775.583984375,158.843,330.0477,1125000,4989.14
5281.71,226,226,-17708.669921875,164.6252,329.6436,1130000,5256.77
5191.33,227,227,-17742.583984375,157.9283,330.6744,1135000,5211.82
5185.13,228,228,-17900.20703125,156.0844,331.2225,1140000,5045.67
5162.3,229,229,-17814.046875,161.0061,329.7743,1145000,5077.53
5163.56,230,230,-17233.404296875,153.1402,327.2019,1150000,5220.89
5178.97,231,231,-17754.994140625,148.4209,327.7916,1155000,5191.3
5107.52,232,232,-17886.71484375,149.6285,327.3392,1160000,5167.93
5154.91,233,233,-17604.224609375,140.0925,321.4734,1165000,5108.92
5101.83,234,234,-17684.365234375,135.4548,318.9792,1170000,5100.46
5116.07,235,235,-17527.595703125,139.5692,325.1272,1175000,5100.41
5123.2,236,236,-17449.234375,129.0433,316.2134,1180000,4921.37
5116.34,237,237,-17551.44921875,134.9993,320.4453,1185000,5148.97
5097.33,238,238,-17662.943359375,145.1235,323.843,1190000,4973.5
5102.87,239,239,-17395.126953125,127.8323,319.1899,1195000,4971.94
5133.39,240,240,-17331.51953125,145.2221,320.2989,1200000,5029.46
5138.05,241,241,-17383.8984375,129.0674,316.9838,1205000,4828.57
5161.21,242,242,-17205.294921875,139.0619,320.8807,1210000,4860.65
5148.68,243,243,-16949.21875,127.7523,315.009,1215000,4686.18
5138.8,244,244,-17133.720703125,129.2587,318.998,1220000,5130.49
5171.23,245,245,-17208.453125,138.2497,320.1476,1225000,5173.36
5104.77,246,246,-17117.908203125,131.5056,325.3959,1230000,4540.01
5125.43,247,247,-17712.107421875,137.8117,322.9506,1235000,4927.08
5112.5,248,248,-17507.2578125,139.5681,328.2924,1240000,4667.87
5097.39,249,249,-17334.228515625,146.7083,327.4079,1245000,4729.05
5104.43,250,250,-17812.703125,142.6566,323.7537,1250000,5164.49
4800.79,251,251,-16542.873046875,165.7763,346.5857,1255000,3930.61
4954.53,252,252,-17413.734375,151.6306,340.0087,1260000,3870.46
5107.71,253,253,-17288.26171875,148.776,330.4157,1265000,3868.68
5094.23,254,254,-17302.07421875,140.6599,332.576,1270000,4396.61
5144.42,255,255,-17246.7734375,137.2271,321.9493,1275000,4878.42
4134.36,256,256,-16829.734375,138.7957,322.9529,1280000,4947.43
4526.76,257,257,-17580.958984375,145.5838,329.9977,1285000,3993.08
5094.81,258,258,-17318.607421875,137.1162,329.3398,1290000,4578.04
5087.52,259,259,-17957.9453125,140.1237,328.761,1295000,4491.24
5057.78,260,260,-17595.046875,126.6918,322.5929,1300000,4396.62
5094.16,261,261,-18256.943359375,133.6833,325.4388,1305000,4905.62
5084.36,262,262,-17903.68359375,137.6211,324.7979,1310000,4597.95
5096.13,263,263,-18455.185546875,135.8592,332.1971,1315000,4595.2
5070.02,264,264,-17950.75,133.4184,333.3876,1320000,3922.65
4776.83,265,265,-17936.365234375,126.7087,331.1242,1325000,4940.35
5029.22,266,266,-18048.900390625,128.2214,330.9602,1330000,4754.33
5028.08,267,267,-18419.58984375,128.9074,329.2123,1335000,4985.26
5081.6,268,268,-17871.53515625,140.8425,338.0176,1340000,4515.33
5090.96,269,269,-17952.677734375,136.9451,332.9903,1345000,4617.0
5151.03,270,270,-18119.78515625,133.5671,325.5632,1350000,4691.77
5165.86,271,271,-18065.662109375,125.3135,319.6,1355000,4627.25
5096.54,272,272,-17769.359375,121.8449,328.4487,1360000,3903.34
5166.8,273,273,-18378.1953125,126.8923,334.8876,1365000,4798.44
5235.31,274,274,-18395.189453125,127.7503,328.4434,1370000,4916.08
4929.36,275,275,-17221.14453125,146.3427,338.2712,1375000,4380.5
5199.1,276,276,-18207.703125,147.8879,339.8962,1380000,5078.74
5017.57,277,277,-17913.251953125,153.9878,337.2502,1385000,4771.93
4952.36,278,278,-18554.736328125,147.2758,344.6082,1390000,4866.7
5094.96,279,279,-18349.181640625,141.5502,340.3054,1395000,4783.07
5114.14,280,280,-17247.1328125,163.3971,342.1996,1400000,3658.95
5127.11,281,281,-18526.2734375,152.4481,350.0547,1405000,4535.37
4211.03,282,282,-16508.560546875,161.6391,347.4894,1410000,4030.58
4395.83,283,283,-17867.095703125,175.1745,358.6239,1415000,3269.86
5063.87,284,284,-17860.947265625,163.3522,348.0688,1420000,4292.19
4735.72,285,285,-18528.81640625,172.6566,342.9498,1425000,4912.57
4727.34,286,286,-18095.40625,157.7171,345.8847,1430000,4918.25
3877.93,287,287,-15673.7080078125,141.2085,339.6847,1435000,3266.59
4816.17,288,288,-16419.5703125,155.0068,352.7937,1440000,4431.65
4568.33,289,289,-15737.2578125,176.7985,358.6196,1445000,4390.55
2726.95,290,290,-14194.50390625,162.5778,371.7654,1450000,2756.84
2594.91,291,291,-14065.916015625,194.4343,371.3814,1455000,2415.65
1702.59,292,292,-13871.5107421875,227.9138,415.9465,1460000,957.9
2407.94,293,293,-13647.66796875,181.6572,353.1481,1465000,2547.81
2685.61,294,294,-15687.826171875,142.8834,339.0474,1470000,2137.93
2409.76,295,295,-15238.53515625,203.4309,380.4455,1475000,2539.45
2036.48,296,296,-14496.119140625,203.3199,376.8643,1480000,2464.6
3521.19,297,297,-15968.16015625,178.2577,347.3716,1485000,2926.78
3767.26,298,298,-16086.439453125,194.6595,372.2529,1490000,3583.96
4552.56,299,299,-16894.150390625,221.9016,392.7535,1495000,2624.25
3417.65,300,300,-17389.736328125,234.8114,382.6601,1500000,3106.1
4533.22,301,301,-16840.451171875,302.0751,394.9835,1505000,4286.03
4660.31,302,302,-18928.90625,279.3773,404.3212,1510000,4857.3
5068.26,303,303,-19214.8671875,349.2556,419.0114,1515000,4863.73
4816.82,304,304,-18960.43359375,260.9763,410.475,1520000,4625.36
4354.74,305,305,-18540.431640625,261.7377,419.233,1525000,4428.08
3724.96,306,306,-18498.46484375,247.1755,411.3775,1530000,3427.06
4201.82,307,307,-18833.654296875,289.7659,431.9839,1535000,4214.78
3628.08,308,308,-16623.494140625,315.3839,433.0615,1540000,3479.86
4435.15,309,309,-18843.265625,327.7621,433.9433,1545000,4213.62
4339.74,310,310,-17405.59375,290.8558,432.957,1550000,4063.86
3901.09,311,311,-17841.5234375,351.7831,443.3748,1555000,3837.79
4650.1,312,312,-19535.982421875,300.6133,445.6582,1560000,4866.13
4467.06,313,313,-19175.404296875,309.5322,438.4398,1565000,4652.16
4099.88,314,314,-18057.1640625,293.9596,441.6294,1570000,4402.93
1690.33,315,315,-15148.33203125,311.9083,457.8245,1575000,1559.6
4411.74,316,316,-19043.625,348.7463,456.7193,1580000,3914.0
2239.01,317,317,-16446.099609375,283.4325,456.7926,1585000,2202.32
2468.96,318,318,-17414.283203125,290.3759,458.6341,1590000,2601.97
1505.85,319,319,-15839.5419921875,328.678,470.7537,1595000,1775.95
1256.79,320,320,-14565.564453125,333.0603,466.5147,1600000,1581.93
1700.97,321,321,-16683.8984375,275.3414,458.2869,1605000,2188.12
3616.92,322,322,-16713.580078125,308.0414,459.1355,1610000,3224.65
446.81,323,323,-15417.0947265625,444.7752,499.663,1615000,629.69
1988.38,324,324,-15220.6376953125,302.6531,469.0538,1620000,1967.37
1856.64,325,325,-12953.51953125,334.7324,481.4876,1625000,1367.16
1508.7,326,326,-12407.4658203125,436.5685,479.4322,1630000,1259.6
1373.98,327,327,-13276.9716796875,417.5807,480.1993,1635000,1293.82
1176.23,328,328,-11193.40234375,1086.7752,480.4534,1640000,1665.11
3058.1,329,329,-9903.4658203125,1345.839,468.5176,1645000,3107.01
1398.24,330,330,-15749.033203125,490.0106,465.9888,1650000,623.26
1443.0,331,331,-15279.7490234375,308.4223,459.6787,1655000,1594.24
2243.71,332,332,-10727.1728515625,1280.5681,464.6309,1660000,1524.55
2878.27,333,333,-12173.3427734375,940.5598,454.829,1665000,4010.23
1383.33,334,334,-14024.0693359375,952.0357,466.6483,1670000,1200.55
2360.14,335,335,-14057.3427734375,850.7515,463.0083,1675000,2238.3
1954.87,336,336,-9686.3486328125,845.6526,471.0019,1680000,1833.57
1706.87,337,337,-11571.466796875,1005.0651,457.1691,1685000,1590.54
1277.84,338,338,-15644.875,334.8614,458.1554,1690000,1293.34
610.92,339,339,-12741.2880859375,926.7862,495.2845,1695000,504.45
431.99,340,340,-7114.8759765625,914.8794,499.2923,1700000,525.41
822.7,341,341,-13821.4794921875,896.6959,486.6446,1705000,887.01
497.79,342,342,-12128.6494140625,2069.5346,507.5845,1710000,497.95
580.79,343,343,-10877.189453125,565.6783,492.1082,1715000,678.28
424.47,344,344,-7700.7431640625,1730.3444,522.0814,1720000,443.03
327.88,345,345,-7855.517578125,1862.6994,504.8685,1725000,407.71
360.92,346,346,-16235.6015625,556.4915,511.9262,1730000,367.79
353.43,347,347,-12664.291015625,1249.8547,498.6298,1735000,486.26
456.91,348,348,-13421.1064453125,2812.8115,504.3402,1740000,393.95
332.26,349,349,-12616.7041015625,803.2014,497.9661,1745000,294.19
219.99,350,350,-12972.3759765625,955.841,506.3225,1750000,234.13
205.11,351,351,-16902.037109375,457.7107,518.5483,1755000,186.63
305.7,352,352,-13485.61328125,641.9407,492.7471,1760000,318.21
291.12,353,353,-12804.345703125,874.1365,494.1906,1765000,317.68
262.47,354,354,-15977.697265625,667.5561,523.9574,1770000,288.14
126.43,355,355,-17532.16015625,716.7431,564.3754,1775000,123.06
74.75,356,356,-14486.09765625,1476.4241,571.9337,1780000,79.79
68.59,357,357,-15179.841796875,888.7266,593.2302,1785000,66.48
67.32,358,358,-18270.263671875,1490.8597,619.0527,1790000,66.54
76.02,359,359,-16502.359375,316.2658,581.7541,1795000,70.8
67.22,360,360,-14016.720703125,503.189,613.1268,1800000,68.14
66.73,361,361,-18597.9609375,469.7787,619.1416,1805000,64.42
70.12,362,362,-16707.142578125,319.9286,595.214,1810000,71.57
69.11,363,363,-14225.017578125,454.4083,555.6592,1815000,94.85
67.03,364,364,-8950.28515625,747.7532,609.5896,1820000,66.32
64.02,365,365,-14516.7255859375,409.3718,617.2472,1825000,63.97
63.76,366,366,-13426.3037109375,702.3255,646.327,1830000,65.28
65.98,367,367,-9324.5810546875,1004.8063,629.8571,1835000,65.81
63.3,368,368,-15339.5517578125,659.4408,643.975,1840000,63.17
62.83,369,369,-13347.974609375,368.2352,637.0288,1845000,63.21
63.16,370,370,-13001.59375,553.2726,652.6116,1850000,63.57
60.62,371,371,-15456.2529296875,438.1904,674.6531,1855000,61.85
62.0,372,372,-16519.6796875,391.0145,649.1096,1860000,62.55
62.76,373,373,-15720.474609375,1225.9427,654.1597,1865000,63.03
62.7,374,374,-14377.4130859375,907.1795,644.111,1870000,62.29
64.3,375,375,-16936.796875,884.258,669.3374,1875000,64.33
64.11,376,376,-17194.48046875,1365.1229,653.3926,1880000,63.19
63.95,377,377,-17298.998046875,1033.026,652.993,1885000,63.4
63.83,378,378,-17528.255859375,632.9986,636.3485,1890000,63.66
63.3,379,379,-18390.595703125,1092.7318,666.9165,1895000,63.63
61.82,380,380,-18687.041015625,996.3829,692.5821,1900000,62.28
65.07,381,381,-15009.283203125,913.7555,634.3361,1905000,64.25
64.36,382,382,-15861.734375,406.6884,630.7816,1910000,64.41
61.09,383,383,-17480.7109375,471.483,636.8813,1915000,60.18
63.63,384,384,-14977.5517578125,373.2187,651.5541,1920000,63.27
68.14,385,385,-16581.095703125,480.2174,609.1101,1925000,67.68
68.83,386,386,-16445.029296875,727.9087,604.9546,1930000,68.82
66.89,387,387,-17599.560546875,492.3616,596.6376,1935000,66.89
68.83,388,388,-17763.380859375,530.4752,605.801,1940000,68.6
69.74,389,389,-16957.736328125,331.626,549.9824,1945000,69.74
69.28,390,390,-17533.607421875,591.7316,574.4115,1950000,69.6
69.3,391,391,-17379.990234375,498.8091,550.1235,1955000,69.39
69.93,392,392,-18014.384765625,370.2591,555.0651,1960000,70.14
76.03,393,393,-16462.80078125,294.8799,547.4772,1965000,76.65
289.87,394,394,-15294.103515625,318.422,545.1572,1970000,289.5
