Running Reverse KL,Itration,Running Forward KL,Real Sto Return,Real Det Return
18.8411,55,32.6821,2555.06,3331.15
18.8558,56,34.2931,2689.05,3320.17
21.4932,57,34.141,3077.55,3280.06
22.3776,58,34.049,3250.98,3262.36
20.8102,59,33.867,3119.06,3138.07
21.0417,60,33.2901,3168.94,3172.85
22.2913,61,35.0827,3191.76,3224.1
20.3338,62,33.9088,3176.86,3143.86
22.2983,63,34.4073,3189.76,3256.6
19.1054,64,33.3383,2678.62,3259.73
21.596,65,34.1195,3220.91,3256.76
19.2289,66,33.4198,2737.23,3353.38
21.6566,67,34.2654,3193.21,3227.86
21.9428,68,34.7939,3209.13,3287.53
20.0612,69,33.4826,2945.45,3171.16
20.8468,70,33.9714,3144.54,3165.11
21.3514,71,33.3066,3227.28,3230.24
18.3245,72,33.4316,2575.29,3282.34
21.6012,73,34.1255,3206.62,3192.28
22.2993,74,34.7342,3292.64,3291.93
20.3556,75,33.8991,2802.59,3231.57
21.8294,76,34.6577,3252.24,3253.32
21.0031,77,34.1306,3273.75,3286.64
20.309,78,33.2194,3027.09,3222.4
20.0225,79,33.4451,2603.26,3294.19
18.8114,80,33.257,2844.78,2980.78
20.247,81,33.7027,3034.29,3132.78
17.8155,82,31.7861,2740.72,3289.13
21.3471,83,33.6331,3288.09,3263.89
21.7573,84,34.0357,3151.43,3228.14
20.3388,85,33.557,3227.94,3322.27
20.4426,86,33.3089,3285.61,3277.3
21.7482,87,33.9918,3287.52,3308.84
21.8762,88,34.4907,3246.8,3234.77
21.616,89,34.0821,3269.46,3284.07
21.2657,90,34.0408,3265.82,3261.39
22.0889,91,34.2299,3317.38,3307.62
21.2499,92,33.8833,3151.73,3244.64
20.4132,93,34.1033,2954.94,3212.79
22.5714,94,34.9448,3274.59,3282.82
21.5207,95,33.9205,3268.99,3265.65
21.4309,96,34.3038,3127.13,3258.73
21.7085,97,33.9111,3184.93,3285.55
22.034,98,33.9653,3163.81,3289.9
21.4205,99,34.1502,3296.05,3321.16
21.7829,100,34.0289,3088.89,3306.09
21.2844,101,33.9906,3038.02,3311.6
20.6581,102,33.0332,3327.52,3340.66
21.2644,103,33.8449,3191.31,3309.68
18.1359,104,32.5241,2749.7,3348.9
22.2182,105,34.2373,3015.53,3338.02
21.2099,106,34.3085,3200.68,3294.88
20.4666,107,32.7149,3289.94,3292.99
21.8181,108,34.4268,3260.58,3279.05
20.9593,109,33.55,3230.66,3323.3
21.9897,110,34.3604,3280.46,3288.98
21.1297,111,33.6959,3267.88,3275.78
17.6188,112,33.0786,2843.82,3311.8
20.7078,113,33.5742,3286.54,3311.56
22.0505,114,34.3172,3267.19,3302.81
20.0867,115,32.9193,3036.75,3331.62
19.2413,116,32.7938,3175.16,3361.99
21.6041,117,33.6802,3309.69,3319.82
21.4775,118,33.755,3173.39,3300.3
21.7339,119,34.383,3263.69,3282.55
20.9613,120,34.1597,3233.26,3265.19
22.0023,121,34.1604,3283.47,3308.95
21.9236,122,34.2832,3248.03,3269.65
20.6837,123,34.0473,3219.44,3276.05
20.9547,124,34.0057,3283.65,3291.89
21.4003,125,34.3426,3281.68,3294.85
20.5385,126,33.2165,3265.48,3270.41
19.0245,127,33.1607,3020.64,3321.03
21.096,128,34.2555,3269.46,3292.1
21.5074,129,34.4131,3303.92,3330.52
18.1592,130,32.8904,3082.89,3336.65
21.1654,131,33.9477,3226.16,3312.54
20.2027,132,33.4862,3310.98,3343.03
21.9802,133,34.6624,3307.78,3340.43
20.6979,134,34.0337,3285.95,3298.57
20.7324,135,33.4746,3290.47,3313.41
21.2339,136,34.4226,3284.71,3303.15
21.9551,137,34.544,3302.86,3316.43
19.4939,138,34.017,2923.8,3250.85
21.4262,139,34.1766,3220.1,3311.76
22.1508,140,34.5208,3247.07,3368.81
19.7073,141,33.4711,3173.54,3347.99
21.8796,142,34.8164,3296.63,3343.7
20.8977,143,34.3773,3279.98,3339.1
19.608,144,33.6797,3142.96,3332.63
21.3571,145,34.4456,3196.4,3329.29
21.2988,146,33.7208,3283.99,3269.34
21.4988,147,34.1898,3306.8,3295.91
22.0038,148,34.5803,3271.83,3327.06
22.2751,149,34.8917,3305.35,3300.74
21.9738,150,34.8106,3293.93,3304.58
20.3123,151,34.0741,3275.4,3297.57
21.3673,152,33.7555,3305.87,3295.74
19.7857,153,33.3783,3128.84,3320.12
21.9596,154,34.1869,3310.42,3305.22
21.4247,155,34.3944,3300.47,3323.0
21.1139,156,34.2476,3317.9,3319.96
22.0821,157,34.8828,3314.43,3325.89
21.9258,158,35.2701,3306.85,3328.1
21.8734,159,34.9773,3200.56,3316.92
21.1374,160,34.4248,3288.6,3287.45
21.7244,161,34.8954,3083.44,3285.93
16.5146,162,32.0317,2971.0,2973.95
15.9649,163,33.8354,2669.84,3379.57
21.5271,164,34.1468,3306.79,3318.1
19.7324,165,33.4628,3210.52,3256.85
21.8072,166,34.9792,3316.82,3326.14
21.1558,167,34.282,3288.0,3291.6
21.7288,168,34.9858,3322.27,3303.8
20.7566,169,34.3753,3306.55,3274.37
20.7623,170,34.1171,3314.83,3333.31
21.5824,171,34.7817,3313.72,3290.74
20.1189,172,33.7876,3296.28,3261.92
21.3484,173,33.9547,3329.4,3327.97
21.5563,174,34.3509,3214.77,3342.33
20.965,175,33.9921,3229.28,3306.68
20.2896,176,33.4221,3224.95,3302.62
19.5327,177,32.2023,2840.89,3331.71
16.8851,178,31.8775,2599.15,3356.39
18.4885,179,32.143,3009.46,3326.89
20.1872,180,33.9327,2962.12,3317.59
20.3031,181,32.3263,3190.06,3338.67
21.2069,182,34.0867,3316.14,3320.19
21.9509,183,34.4043,3324.84,3333.22
21.2847,184,34.0569,3301.43,3302.16
21.5553,185,34.6476,3238.54,3322.89
20.9507,186,33.8523,3316.5,3321.13
20.9119,187,33.9624,3291.73,3313.34
21.5096,188,34.399,3310.27,3315.16
21.0444,189,33.7604,3336.56,3358.62
21.4449,190,34.3342,3303.97,3310.94
20.918,191,34.0532,3291.0,3318.82
22.0163,192,34.7718,3296.71,3321.94
21.2119,193,34.3277,3304.59,3327.8
19.8522,194,33.6307,3210.93,3329.58
20.4885,195,34.3168,3297.73,3314.39
20.2573,196,33.9132,2869.31,3331.04
18.7298,197,33.1752,2929.61,3360.41
20.946,198,34.4052,3107.92,3320.56
21.4923,199,34.6392,3234.5,3341.25
