Running Reverse KL,Running Forward KL,Itration,Real Sto Return,Running Update Time,Real Det Return,Running Env Steps,Reward Loss
18.8167,45.9397,41,2421.52,41,2949.25,205000,-901.2151489257812
18.7681,46.2165,42,1503.31,42,1901.59,210000,-1184.2740478515625
17.3145,46.1142,43,2720.67,43,2739.93,215000,-779.7528076171875
16.4674,46.3634,44,2953.76,44,2964.05,220000,-731.0415649414062
14.6133,45.1503,45,1813.03,45,2212.31,225000,-1003.1041259765625
16.2155,45.4094,46,2991.34,46,3169.93,230000,-840.1911010742188
17.8168,46.3317,47,2972.26,47,2965.35,235000,-731.5493774414062
17.4973,45.609,48,2904.37,48,3074.0,240000,-890.81298828125
16.5987,45.73,49,2854.12,49,3062.54,245000,-798.9911499023438
16.5876,45.5221,50,2983.05,50,3145.49,250000,-934.75634765625
15.5835,45.3105,51,3081.91,51,3141.71,255000,-867.7872924804688
14.6082,45.3365,52,2804.1,52,2920.49,260000,-875.3213500976562
16.9712,45.2891,53,2816.54,53,3106.97,265000,-1032.5865478515625
14.2753,45.5256,54,2163.0,54,2506.53,270000,-854.1025390625
18.4269,45.6554,55,2922.12,55,3143.6,275000,-1114.338623046875
27.1707,45.6574,56,2333.02,56,2306.05,280000,-1336.0914306640625
20.8042,45.5785,57,1982.36,57,1238.94,285000,-1312.0767822265625
16.1554,45.3383,58,2710.81,58,2167.85,290000,-1243.4310302734375
23.7279,44.9926,59,2881.34,59,2462.15,295000,-1342.1448974609375
14.2164,44.9113,60,2572.71,60,2877.88,300000,-1162.280029296875
25.5251,44.9082,61,2665.99,61,2534.18,305000,-1454.467041015625
15.7106,44.9789,62,1971.56,62,2620.12,310000,-1257.4559326171875
17.6559,44.8138,63,2787.96,63,2338.66,315000,-1253.66015625
23.987,45.2619,64,2712.6,64,3042.52,320000,-1448.6915283203125
17.672,45.2493,65,2953.31,65,2885.37,325000,-1335.88232421875
18.3229,45.2713,66,3093.76,66,2815.77,330000,-1402.3934326171875
17.6472,44.9424,67,2961.99,67,2376.5,335000,-1354.0714111328125
20.2056,44.8523,68,3281.99,68,2876.09,340000,-1562.4549560546875
17.4819,45.2239,69,3403.28,69,3388.28,345000,-1476.3929443359375
17.7021,45.166,70,3289.35,70,3412.45,350000,-1529.4560546875
17.532,45.1761,71,3444.09,71,3446.09,355000,-1618.7105712890625
18.527,45.2858,72,3518.81,72,3577.78,360000,-1571.938720703125
17.5086,45.2295,73,3345.67,73,3542.36,365000,-1577.99609375
17.4198,45.208,74,3465.59,74,3427.16,370000,-1598.3193359375
17.1103,44.8261,75,3435.91,75,3439.61,375000,-1621.6490478515625
16.3122,45.168,76,3558.62,76,3574.3,380000,-1597.3800048828125
18.4927,45.2797,77,3198.42,77,3412.22,385000,-1853.9619140625
16.8102,45.0796,78,3425.13,78,3459.59,390000,-1718.99755859375
17.136,44.9096,79,3632.35,79,3553.54,395000,-1672.2501220703125
16.6656,44.7377,80,3497.04,80,3490.54,400000,-1692.5562744140625
18.5515,44.92,81,3585.99,81,3576.16,405000,-1755.230224609375
17.9911,44.9,82,3482.03,82,3622.6,410000,-1865.872314453125
17.9112,45.1757,83,3552.26,83,3466.31,415000,-1918.9471435546875
17.1285,44.8667,84,3562.35,84,3507.38,420000,-1840.6917724609375
18.3436,45.1279,85,3573.45,85,3558.7,425000,-1940.3358154296875
17.593,44.9396,86,3632.04,86,3655.88,430000,-1901.9832763671875
17.0146,44.8057,87,3590.06,87,3640.52,435000,-1889.9044189453125
18.1436,45.0813,88,3512.81,88,3517.77,440000,-2048.290283203125
17.3929,44.8159,89,3600.93,89,3634.25,445000,-1966.945556640625
17.0215,44.6404,90,3636.71,90,3630.04,450000,-2016.7147216796875
17.5911,45.2991,91,3710.45,91,3739.6,455000,-2074.575439453125
17.8563,44.6914,92,3627.44,92,3611.95,460000,-2142.9384765625
18.425,45.0887,93,3654.76,93,3664.76,465000,-2120.874267578125
17.2192,44.4836,94,3710.97,94,3699.12,470000,-2100.634521484375
17.193,44.8431,95,3452.97,95,3617.46,475000,-2218.23876953125
17.4215,44.8681,96,3688.1,96,3606.74,480000,-2204.2099609375
19.1777,44.6586,97,3726.94,97,3767.89,485000,-2284.175537109375
19.826,44.8533,98,3667.22,98,3721.59,490000,-2289.426025390625
18.4835,44.7041,99,3697.48,99,3634.1,495000,-2380.844970703125
18.3631,44.6493,100,3611.55,100,3579.96,500000,-2437.884033203125
18.2352,44.6975,101,3663.15,101,3740.62,505000,-2377.620849609375
18.496,44.7914,102,3609.67,102,3625.89,510000,-2524.2568359375
18.2046,45.0365,103,3637.71,103,3629.8,515000,-2534.7109375
17.954,44.7757,104,3680.24,104,3712.41,520000,-2499.025146484375
18.4667,44.9685,105,3722.43,105,3724.76,525000,-2507.3154296875
19.0857,44.9153,106,3675.48,106,3689.21,530000,-2791.856201171875
21.1548,44.9826,107,3774.21,107,3812.14,535000,-2686.47998046875
20.5766,44.8946,108,3772.35,108,3776.5,540000,-2660.439208984375
19.8594,44.8975,109,3665.0,109,3643.5,545000,-2741.40234375
19.4527,44.5633,110,3703.86,110,3691.4,550000,-2777.76513671875
20.5422,45.0217,111,3599.28,111,3700.72,555000,-2908.10986328125
18.8847,44.7945,112,3764.45,112,3718.72,560000,-2797.37841796875
19.6423,44.8497,113,3655.97,113,3729.95,565000,-2942.819580078125
19.557,44.8615,114,3703.85,114,3777.79,570000,-3039.1337890625
18.8876,44.5736,115,3689.7,115,3694.4,575000,-2960.710205078125
19.4885,44.9052,116,3752.34,116,3779.87,580000,-2970.81640625
18.816,44.7893,117,3727.58,117,3801.02,585000,-2945.193115234375
20.5093,45.1073,118,3751.97,118,3752.24,590000,-3164.2822265625
19.6363,44.8036,119,3608.87,119,3731.58,595000,-3114.42578125
17.9781,44.3404,120,3697.22,120,3683.72,600000,-3072.56787109375
20.5581,44.9988,121,3863.0,121,3799.38,605000,-3207.180419921875
18.8578,44.8494,122,3751.3,122,3770.37,610000,-3273.6591796875
18.5378,44.6327,123,3779.46,123,3844.6,615000,-3193.069580078125
18.7632,44.7158,124,3609.42,124,3681.84,620000,-3281.52099609375
17.2619,44.3284,125,3666.95,125,3779.55,625000,-3221.312744140625
20.0319,44.6363,126,3741.97,126,3836.12,630000,-3413.50146484375
20.11,45.0614,127,3794.25,127,3725.29,635000,-3391.907958984375
19.905,44.9592,128,3753.97,128,3724.61,640000,-3552.892822265625
19.1893,44.7132,129,3707.08,129,3711.76,645000,-3552.3427734375
18.1036,44.4078,130,3872.07,130,3860.11,650000,-3415.504638671875
18.7242,44.7111,131,3779.1,131,3781.4,655000,-3526.8408203125
20.8251,45.11,132,3869.93,132,3923.01,660000,-3574.23046875
21.2968,45.0257,133,3826.22,133,3786.69,665000,-3727.171142578125
19.7685,45.0048,134,3741.73,134,3737.76,670000,-3866.939453125
19.46,44.7667,135,3795.74,135,3745.35,675000,-3850.025634765625
18.945,44.3235,136,3816.52,136,3832.41,680000,-3741.814453125
17.7491,44.1403,137,3731.92,137,3700.58,685000,-3648.714111328125
20.5628,45.1575,138,3850.4,138,3829.1,690000,-3859.823974609375
18.9702,44.5327,139,3704.26,139,3652.1,695000,-3977.4111328125
18.9818,44.8334,140,3774.9,140,3803.49,700000,-4031.477294921875
20.5117,44.9071,141,3853.47,141,3827.66,705000,-4069.562255859375
19.211,44.5205,142,3693.55,142,3741.77,710000,-4123.7490234375
19.8047,45.1047,143,3867.8,143,3870.31,715000,-4057.49658203125
18.3152,44.5261,144,3810.68,144,3806.88,720000,-4128.9736328125
19.8277,44.3743,145,3851.25,145,3865.15,725000,-4085.60498046875
17.1475,44.1384,146,3762.64,146,3731.17,730000,-4047.489013671875
18.8588,44.7808,147,3777.39,147,3841.46,735000,-4452.45654296875
21.1307,45.2206,148,3714.57,148,3802.26,740000,-4461.17822265625
21.0175,45.1754,149,3832.05,149,3932.7,745000,-4296.93896484375
19.7292,44.7169,150,3864.08,150,3850.07,750000,-4384.744140625
19.8274,44.6856,151,3788.96,151,3867.59,755000,-4478.154296875
19.6537,44.647,152,3723.36,152,3858.76,760000,-4590.59033203125
19.3636,44.4581,153,3777.3,153,3766.11,765000,-4616.046875
21.1312,45.0488,154,3826.89,154,3779.47,770000,-4836.06591796875
20.3436,44.7096,155,3934.46,155,3980.39,775000,-4592.748046875
20.4785,44.6822,156,3854.3,156,3834.3,780000,-4718.1416015625
18.4285,44.3432,157,3784.6,157,3815.12,785000,-4712.99951171875
19.8349,44.514,158,3894.08,158,3858.12,790000,-4776.01611328125
18.5629,44.1595,159,3842.3,159,3897.07,795000,-4841.3564453125
18.5584,44.1497,160,3869.03,160,3811.2,800000,-4870.650390625
19.0555,44.6097,161,3922.57,161,3906.68,805000,-4913.7451171875
20.6579,44.7591,162,3915.08,162,3873.01,810000,-4996.16455078125
18.9056,44.4131,163,3797.97,163,3848.63,815000,-4986.44091796875
21.2705,44.6316,164,3848.47,164,3819.15,820000,-5239.8935546875
18.2709,44.8022,165,3790.23,165,3760.2,825000,-5154.24755859375
20.0757,44.6898,166,3888.0,166,3893.63,830000,-5110.50439453125
19.4717,44.9218,167,3851.65,167,3837.58,835000,-5368.2822265625
19.9717,44.7001,168,3722.98,168,3889.41,840000,-5259.06298828125
20.0978,44.5443,169,3839.9,169,3870.2,845000,-5307.60498046875
19.2441,44.2715,170,3666.87,170,3860.18,850000,-5210.7177734375
20.6408,44.9073,171,3843.12,171,3807.74,855000,-5541.39111328125
18.911,44.4546,172,3831.41,172,3828.51,860000,-5452.44140625
20.0681,44.8932,173,3760.93,173,3832.81,865000,-5640.10546875
17.9782,44.3443,174,3844.78,174,3836.4,870000,-5545.88623046875
18.5077,44.2291,175,3825.57,175,3858.6,875000,-5712.15673828125
19.3242,44.2851,176,3846.87,176,3886.03,880000,-5748.04833984375
20.182,44.4768,177,3773.49,177,3867.49,885000,-5793.240234375
20.6995,45.0197,178,3846.11,178,3848.01,890000,-5946.50634765625
17.642,44.1858,179,3855.84,179,3839.35,895000,-5649.64111328125
18.6319,44.5042,180,3816.34,180,3704.14,900000,-5884.08203125
21.0962,44.8245,181,3859.28,181,3751.4,905000,-6100.8359375
19.7703,44.6583,182,3822.34,182,3730.82,910000,-6139.8603515625
17.703,44.3345,183,3734.13,183,3792.79,915000,-6093.1435546875
18.5268,44.4296,184,3872.08,184,3803.07,920000,-6272.59521484375
18.603,44.3017,185,3907.3,185,3924.07,925000,-6059.77197265625
18.9077,44.1566,186,3760.9,186,3827.32,930000,-6205.369140625
18.6267,44.5102,187,3860.14,187,3869.09,935000,-6129.203125
18.0456,44.3426,188,3847.27,188,3846.57,940000,-6448.92578125
17.4697,44.4052,189,3823.82,189,3741.48,945000,-6258.1630859375
18.076,43.8757,190,3876.49,190,3839.29,950000,-6345.48291015625
18.7086,44.5005,191,3805.29,191,3771.25,955000,-6554.669921875
19.0064,44.18,192,3837.35,192,3803.6,960000,-6550.9970703125
17.6675,44.2383,193,3896.51,193,3893.34,965000,-6447.9560546875
18.1205,43.8651,194,3967.9,194,3980.27,970000,-6438.46435546875
18.1658,43.9703,195,3897.58,195,3850.05,975000,-6491.09130859375
18.8508,44.4244,196,3861.74,196,3808.81,980000,-6712.5224609375
19.2844,44.4157,197,3902.76,197,3918.66,985000,-6650.1474609375
17.4432,44.2953,198,3802.64,198,2981.81,990000,-6632.15478515625
18.4709,44.3773,199,3774.69,199,3880.31,995000,-6930.478515625
18.4551,43.9155,200,3791.1,200,3912.58,1000000,-6986.71826171875
18.7761,44.0545,201,3911.23,201,3954.1,1005000,-6901.0283203125
18.4887,44.1777,202,3838.19,202,3887.36,1010000,-7142.1240234375
18.4205,44.1603,203,3861.33,203,3894.04,1015000,-7072.1162109375
17.4554,43.9015,204,3814.95,204,3862.62,1020000,-7187.14501953125
17.7132,43.9105,205,3866.65,205,3906.95,1025000,-7135.00390625
17.6507,43.8743,206,3863.94,206,3940.54,1030000,-7288.9990234375
17.5559,43.7849,207,3878.01,207,3936.26,1035000,-7252.04833984375
17.6628,44.1543,208,3902.6,208,3963.34,1040000,-7271.7353515625
17.8344,43.7251,209,3875.69,209,3927.18,1045000,-7270.20849609375
17.7601,44.0293,210,3869.78,210,3981.75,1050000,-7417.85693359375
17.7033,44.3439,211,3858.81,211,3953.07,1055000,-7582.31884765625
17.717,43.9407,212,3888.94,212,3944.94,1060000,-7380.91357421875
17.9589,43.9572,213,3878.22,213,3943.77,1065000,-7427.5234375
18.4807,44.4081,214,3890.81,214,3941.29,1070000,-7622.60009765625
16.6883,44.0281,215,3856.93,215,3980.03,1075000,-7621.93115234375
17.1524,44.1218,216,3881.8,216,3959.52,1080000,-7702.13330078125
17.8314,43.6929,217,3893.19,217,3943.06,1085000,-7875.41357421875
17.8414,44.1253,218,3878.25,218,3924.26,1090000,-8080.19677734375
17.4249,43.9476,219,3926.63,219,4000.77,1095000,-7891.57568359375
17.4993,44.041,220,3919.56,220,3980.62,1100000,-7873.71484375
17.7862,44.2253,221,3934.96,221,3965.74,1105000,-7848.45068359375
18.3534,44.3619,222,3915.79,222,3951.71,1110000,-8139.87109375
17.4673,43.9389,223,3882.18,223,3924.99,1115000,-8109.60498046875
18.2453,44.1074,224,3937.81,224,3938.37,1120000,-8258.576171875
17.8722,44.2136,225,3947.92,225,3980.13,1125000,-8187.04931640625
18.1739,44.0497,226,3877.07,226,3916.17,1130000,-8359.3681640625
18.6386,44.2441,227,3966.79,227,3980.31,1135000,-8138.0244140625
17.4844,44.0032,228,3913.83,228,3930.44,1140000,-8205.3818359375
17.8882,44.332,229,3849.0,229,3918.59,1145000,-8420.4970703125
17.5106,43.8934,230,3896.86,230,3945.56,1150000,-8649.5029296875
19.2441,44.8352,231,3768.66,231,3919.73,1155000,-8799.66015625
18.0351,44.3388,232,3726.68,232,3918.75,1160000,-8609.26953125
18.6947,44.1901,233,3805.3,233,3927.94,1165000,-8658.2412109375
18.0878,44.2036,234,3954.9,234,3951.26,1170000,-8713.0341796875
18.3737,44.2594,235,3947.23,235,3963.2,1175000,-8813.115234375
17.8649,44.4336,236,3791.16,236,4009.93,1180000,-8606.85546875
18.3272,44.0673,237,3834.49,237,3933.87,1185000,-8823.7880859375
18.8892,44.5294,238,3917.46,238,3964.27,1190000,-8905.0771484375
18.7901,44.4288,239,3872.51,239,3976.27,1195000,-9146.4609375
17.5069,43.772,240,3852.85,240,3928.95,1200000,-9112.890625
18.4674,44.09,241,3829.06,241,3959.38,1205000,-9102.93359375
17.9211,44.1024,242,3831.66,242,3910.02,1210000,-9376.6845703125
18.4674,44.2027,243,3948.86,243,3955.62,1215000,-9411.314453125
17.6475,44.0797,244,3973.78,244,3930.07,1220000,-9245.7470703125
17.9099,43.9747,245,3970.99,245,3947.25,1225000,-9364.0771484375
18.0657,43.9312,246,3777.02,246,3941.85,1230000,-9325.404296875
18.3619,43.9882,247,3994.85,247,3970.97,1235000,-9409.7578125
16.4572,43.8605,248,3856.78,248,3906.16,1240000,-9618.421875
17.0456,43.8598,249,3826.17,249,3966.89,1245000,-9579.236328125
16.8729,43.7493,250,3955.25,250,3941.82,1250000,-9761.861328125
18.4714,43.6875,251,4058.54,251,4069.54,1255000,-9295.6513671875
18.2025,44.1481,252,3931.2,252,3993.11,1260000,-9771.70703125
17.2334,43.8809,253,3971.97,253,3951.52,1265000,-9822.7490234375
16.9217,43.7562,254,3634.25,254,4056.0,1270000,-9720.330078125
16.815,44.0719,255,3964.31,255,3960.35,1275000,-10121.0078125
17.706,43.6631,256,3991.92,256,3938.2,1280000,-9916.564453125
17.146,43.4479,257,3980.48,257,4034.55,1285000,-9790.638671875
16.0584,43.4023,258,4029.3,258,4013.03,1290000,-9921.1083984375
16.4773,43.868,259,3947.5,259,4020.18,1295000,-9839.3662109375
47.3638,56.3522,260,-18.31,260,-13.93,1300000,-14761.5009765625
38.5405,50.3829,261,250.92,261,342.29,1305000,-12238.1767578125
43.4575,49.0874,262,623.48,262,507.93,1310000,-12156.638671875
66.6441,49.5398,263,353.32,263,372.45,1315000,-11342.4501953125
59.429,48.6765,264,194.97,264,193.96,1320000,-11605.982421875
37.9638,47.0073,265,1650.7,265,1674.48,1325000,-11131.0732421875
57.1986,46.1451,266,1247.8,266,1501.13,1330000,-11403.169921875
66.0983,46.4803,267,1477.61,267,1530.22,1335000,-11568.9638671875
27.2189,45.3233,268,2833.81,268,2499.07,1340000,-11854.6943359375
18.7414,44.7382,269,3192.91,269,3560.66,1345000,-12524.5419921875
19.1145,44.6193,270,3354.07,270,3632.55,1350000,-12344.337890625
18.2437,44.5105,271,3555.49,271,3712.4,1355000,-11881.1220703125
23.0237,44.4652,272,3105.88,272,3236.57,1360000,-11227.7685546875
18.2442,44.4534,273,3661.16,273,3862.57,1365000,-11267.49609375
17.7893,44.6741,274,3635.61,274,3769.69,1370000,-11768.4052734375
17.7871,44.3171,275,3855.21,275,3818.09,1375000,-12018.486328125
17.2287,44.3144,276,3525.71,276,3898.25,1380000,-11548.8583984375
18.6641,44.3248,277,4014.83,277,3963.31,1385000,-11279.4169921875
18.0395,43.921,278,3888.8,278,3953.23,1390000,-11344.2041015625
17.8303,43.9282,279,3729.74,279,3907.81,1395000,-11476.59765625
18.3458,44.1005,280,4064.06,280,3979.57,1400000,-11482.6337890625
18.2395,44.0831,281,4032.45,281,3890.24,1405000,-11715.134765625
18.2241,44.0199,282,4025.32,282,4030.28,1410000,-11664.5703125
17.1074,43.5361,283,3988.7,283,3971.16,1415000,-12262.009765625
15.9159,43.7518,284,3918.88,284,4048.0,1420000,-11939.4443359375
17.1683,43.4934,285,3961.82,285,3933.35,1425000,-12084.3349609375
18.46,43.4842,286,4023.47,286,4094.38,1430000,-11692.2314453125
16.122,43.1391,287,3925.61,287,4066.7,1435000,-11820.953125
15.8249,43.7289,288,3759.06,288,4074.1,1440000,-12049.23828125
15.932,43.5139,289,3907.91,289,3514.19,1445000,-12066.033203125
16.9759,43.0793,290,3892.3,290,4077.41,1450000,-12116.71875
14.6645,42.9282,291,3852.47,291,4074.79,1455000,-12417.8681640625
17.4221,43.4045,292,4097.93,292,4104.3,1460000,-11880.564453125
16.4223,43.0652,293,4055.62,293,4075.71,1465000,-12185.517578125
16.9891,43.4681,294,3750.45,294,4019.62,1470000,-12503.568359375
15.8741,43.7086,295,4040.5,295,3772.91,1475000,-12671.4013671875
15.8278,43.3974,296,3655.28,296,3656.56,1480000,-11955.7880859375
17.3563,43.8262,297,3894.49,297,4108.95,1485000,-12490.5859375
16.7032,43.6044,298,4035.93,298,4058.52,1490000,-12594.1806640625
17.2064,43.9649,299,4005.94,299,4045.64,1495000,-13164.841796875
17.3632,43.5366,300,4062.9,300,4106.61,1500000,-13061.97265625
17.0761,43.8753,301,3909.27,301,4028.64,1505000,-13124.58203125
17.8351,43.6832,302,4037.38,302,4034.51,1510000,-13190.3408203125
18.1529,43.9675,303,4025.96,303,3994.66,1515000,-13521.2763671875
17.8442,43.8299,304,4058.09,304,4035.4,1520000,-13294.41015625
17.3007,43.5355,305,4064.01,305,4095.02,1525000,-13596.755859375
17.1085,43.4983,306,4037.53,306,4070.61,1530000,-13510.2470703125
17.6205,43.6139,307,4048.76,307,4041.64,1535000,-13603.3603515625
16.6814,43.3166,308,4042.37,308,3917.72,1540000,-13475.720703125
16.1424,43.787,309,3757.31,309,3811.35,1545000,-13596.0517578125
17.1854,43.5815,310,4066.33,310,4103.69,1550000,-13633.873046875
16.598,43.4603,311,4073.43,311,4122.02,1555000,-13631.4755859375
17.093,43.9021,312,4028.94,312,4097.82,1560000,-13904.83203125
16.488,43.6055,313,4052.48,313,4110.77,1565000,-13887.79296875
16.6148,43.5824,314,3995.81,314,4029.45,1570000,-14230.7021484375
17.0148,43.483,315,4022.52,315,4032.3,1575000,-14474.56640625
17.365,43.5409,316,4050.88,316,4073.3,1580000,-14496.5927734375
16.7033,43.4026,317,4076.1,317,4100.82,1585000,-14388.3076171875
16.3685,43.27,318,3996.59,318,4011.11,1590000,-14984.8662109375
15.241,43.5371,319,3991.91,319,4040.91,1595000,-14531.0595703125
16.4671,43.1766,320,4015.83,320,4016.45,1600000,-14855.396484375
17.3021,43.966,321,4017.08,321,4030.98,1605000,-15047.4130859375
16.8158,43.4449,322,3902.21,322,4036.03,1610000,-14891.0966796875
16.2538,43.0487,323,4093.97,323,4119.07,1615000,-14598.9677734375
16.3655,43.2689,324,4053.1,324,4033.23,1620000,-14853.26953125
16.6886,43.0174,325,4138.57,325,4141.85,1625000,-14692.9560546875
17.8356,43.0781,326,4125.82,326,4147.95,1630000,-14888.978515625
16.7984,43.2701,327,4086.47,327,4118.67,1635000,-14919.1015625
16.588,43.3561,328,4120.62,328,4180.72,1640000,-14692.7763671875
16.717,43.2903,329,4128.26,329,4188.65,1645000,-14999.84765625
15.7474,43.0202,330,4037.26,330,4098.0,1650000,-15302.103515625
16.1782,43.0104,331,4142.33,331,4192.68,1655000,-14567.162109375
16.4018,43.0551,332,4099.78,332,4145.37,1660000,-15260.9033203125
16.3379,43.1988,333,4113.72,333,4166.32,1665000,-15070.7998046875
17.2023,43.1032,334,4137.76,334,4107.72,1670000,-15578.83984375
16.3487,43.2125,335,4126.55,335,4217.67,1675000,-15524.5546875
17.5413,43.4311,336,4136.41,336,4180.11,1680000,-15777.9208984375
17.1558,43.3899,337,4151.53,337,4212.12,1685000,-16085.283203125
16.9823,43.5251,338,4139.81,338,4172.96,1690000,-15890.060546875
16.4127,42.9135,339,4044.58,339,4252.07,1695000,-15688.287109375
16.4282,42.9761,340,4071.84,340,4115.54,1700000,-16290.2314453125
16.9614,42.9914,341,4110.5,341,4194.41,1705000,-15981.15625
16.7019,43.0867,342,4133.93,342,4136.76,1710000,-16550.916015625
16.9274,42.9458,343,4126.75,343,4226.49,1715000,-16539.599609375
16.839,43.3385,344,4078.47,344,4098.48,1720000,-16867.03515625
17.2081,42.8526,345,4085.43,345,4078.07,1725000,-17418.201171875
16.709,42.9191,346,4110.75,346,4114.31,1730000,-17019.0703125
17.3058,43.4512,347,4110.61,347,4149.21,1735000,-17228.345703125
16.3842,42.708,348,4093.93,348,4162.27,1740000,-17260.11328125
17.8414,43.7889,349,4109.77,349,4141.83,1745000,-17769.59765625
17.2605,43.7623,350,4090.25,350,4127.89,1750000,-17877.201171875
16.7095,43.149,351,4098.99,351,4104.95,1755000,-17495.033203125
17.1615,43.3314,352,4123.35,352,4142.09,1760000,-17717.076171875
17.368,43.2252,353,3978.57,353,4146.1,1765000,-18070.119140625
17.5412,43.3733,354,4151.12,354,4125.43,1770000,-18215.23828125
17.3486,43.578,355,4004.64,355,4164.09,1775000,-18292.763671875
17.6772,42.9853,356,4164.12,356,4206.5,1780000,-18233.728515625
17.2865,43.346,357,3857.26,357,4216.14,1785000,-18154.470703125
17.1692,43.1461,358,4131.07,358,4089.16,1790000,-19046.267578125
16.3699,42.9624,359,4121.07,359,4133.83,1795000,-18644.98828125
16.725,43.1371,360,4164.53,360,4148.28,1800000,-18551.30078125
16.7365,43.2563,361,4140.42,361,4147.88,1805000,-18733.0390625
16.6984,43.1597,362,4157.67,362,4171.95,1810000,-18866.861328125
17.1937,43.4907,363,4146.09,363,4175.48,1815000,-19189.78515625
17.0596,43.1325,364,4128.89,364,4149.93,1820000,-19368.123046875
17.5834,43.5614,365,4112.09,365,4161.27,1825000,-19590.888671875
17.3715,43.3561,366,4142.34,366,4209.83,1830000,-19982.357421875
17.235,43.1919,367,4128.36,367,4142.18,1835000,-19668.888671875
16.3567,42.8714,368,4138.51,368,4164.91,1840000,-19467.3671875
17.4316,43.3823,369,4149.87,369,4164.59,1845000,-19947.525390625
17.2382,43.5252,370,4135.2,370,4179.67,1850000,-20166.615234375
16.8096,43.3436,371,4094.68,371,4138.9,1855000,-20362.5546875
17.4114,43.6521,372,4169.02,372,4212.21,1860000,-19884.052734375
17.4992,43.216,373,4175.65,373,4233.76,1865000,-20145.509765625
17.7885,43.7273,374,4181.17,374,4273.03,1870000,-20355.220703125
16.7264,43.4145,375,4160.22,375,4221.05,1875000,-20457.669921875
17.6452,43.6573,376,4150.94,376,4240.76,1880000,-20557.470703125
17.0662,43.1479,377,4136.81,377,4201.39,1885000,-20674.015625
16.9951,43.3847,378,4145.73,378,4217.14,1890000,-20933.716796875
16.9612,43.6786,379,4105.49,379,4178.64,1895000,-21013.361328125
16.8635,43.289,380,4164.34,380,4240.64,1900000,-20976.646484375
17.2415,43.1967,381,4204.4,381,4279.88,1905000,-20609.021484375
17.3249,42.8831,382,4212.26,382,4300.69,1910000,-20699.423828125
18.111,43.2844,383,4221.66,383,4308.07,1915000,-21113.408203125
17.7914,43.252,384,4243.69,384,4305.14,1920000,-20895.70703125
18.1594,43.2163,385,4206.72,385,4204.91,1925000,-21526.49609375
17.1776,43.1509,386,4205.97,386,4241.43,1930000,-21461.19921875
17.0389,42.9227,387,4207.48,387,4268.37,1935000,-21319.662109375
