Running Reverse KL,Running Forward KL,Itration,Real Sto Return,Running Update Time,Real Det Return,Running Env Steps,Reward Loss
21.2072,43.8441,779,4548.48,779,4626.89,3895000,-54665.5
20.6784,43.4252,780,4577.35,780,4628.66,3900000,-55586.43359375
20.8681,43.4346,781,4166.26,781,4673.26,3905000,-54237.44921875
21.1611,43.1993,782,4609.46,782,4689.47,3910000,-54563.51953125
21.2792,43.4173,783,4601.19,783,4680.42,3915000,-54480.11328125
20.4566,43.2926,784,4608.05,784,4644.44,3920000,-55035.578125
21.2037,43.5909,785,4584.59,785,4689.44,3925000,-55876.0390625
20.4686,43.1561,786,4583.0,786,4646.89,3930000,-54504.53515625
21.6721,43.5655,787,4585.04,787,4603.31,3935000,-54741.234375
27.1999,43.9455,788,4387.75,788,4694.45,3940000,-54731.3515625
20.9088,43.9639,789,4579.91,789,4654.94,3945000,-55544.2265625
20.7464,43.2401,790,4594.36,790,4694.06,3950000,-54504.9375
20.8604,43.8462,791,4565.08,791,4636.22,3955000,-55784.73828125
20.1116,43.5956,792,4529.09,792,4613.8,3960000,-55087.14453125
20.7626,43.6662,793,4599.58,793,4676.89,3965000,-55838.09765625
20.4356,43.5685,794,4601.31,794,4702.17,3970000,-55033.890625
20.514,43.982,795,4624.37,795,4691.38,3975000,-55609.12890625
20.031,43.5491,796,4623.39,796,4703.37,3980000,-55756.4609375
20.7319,43.7667,797,4564.28,797,4684.31,3985000,-56072.09375
20.6356,43.31,798,4603.8,798,4680.63,3990000,-55485.57421875
20.4793,43.4941,799,4626.7,799,4673.77,3995000,-56029.29296875
20.311,43.1988,800,4583.0,800,4635.07,4000000,-55948.91015625
20.765,43.638,801,4585.17,801,4646.79,4005000,-56524.5703125
20.8962,43.4507,802,4507.0,802,4202.37,4010000,-56850.46484375
19.8425,43.1324,803,4526.44,803,4605.07,4015000,-56521.32421875
21.1073,43.159,804,4277.79,804,4554.7,4020000,-56067.54296875
20.0345,43.0775,805,4606.56,805,4708.87,4025000,-56315.171875
20.0225,43.639,806,4476.53,806,4631.11,4030000,-57045.609375
20.6486,43.1047,807,4525.66,807,4571.88,4035000,-56450.53125
19.5802,43.5073,808,4583.78,808,4618.36,4040000,-55873.1484375
20.0669,43.3184,809,4558.91,809,4474.85,4045000,-56729.81640625
21.6896,43.2772,810,4507.85,810,4445.67,4050000,-56700.21484375
20.2896,43.1632,811,4577.54,811,4603.88,4055000,-56805.87890625
20.5686,43.1409,812,4609.47,812,4532.96,4060000,-57053.38671875
19.8854,43.4119,813,4579.44,813,4647.46,4065000,-57846.98828125
19.841,43.1843,814,4645.24,814,4621.51,4070000,-57061.70703125
19.1581,43.3525,815,4547.9,815,4573.2,4075000,-58003.171875
19.112,43.1392,816,4566.68,816,4668.87,4080000,-56950.2734375
19.531,43.3823,817,4581.5,817,4640.35,4085000,-57527.0
20.1687,43.6432,818,4587.31,818,4684.49,4090000,-58185.375
19.6674,43.4425,819,4580.42,819,4622.5,4095000,-56814.8671875
19.1969,43.1362,820,4594.27,820,4670.87,4100000,-56631.71484375
27.6144,43.4731,821,3660.06,821,450.4,4105000,-55435.07421875
19.651,42.8319,822,4451.89,822,4629.6,4110000,-55962.41015625
20.74,43.1234,823,4492.33,823,4638.2,4115000,-56785.58984375
19.7539,43.2497,824,4598.79,824,4673.28,4120000,-57605.81640625
19.6705,43.2167,825,4568.73,825,4636.3,4125000,-58047.359375
19.5681,42.9609,826,4480.04,826,4676.69,4130000,-56861.6484375
19.9079,42.8698,827,4289.99,827,4683.73,4135000,-57080.921875
20.1898,43.3734,828,4459.53,828,4629.61,4140000,-57317.72265625
20.2365,43.1479,829,4251.59,829,4695.02,4145000,-56570.6640625
20.3441,43.4421,830,4584.11,830,4704.94,4150000,-57343.140625
21.3196,43.4245,831,4374.2,831,4667.58,4155000,-55397.6796875
19.4581,43.417,832,4404.54,832,4712.15,4160000,-58436.56640625
19.4835,43.2672,833,4408.25,833,4717.56,4165000,-57087.375
22.5902,43.4709,834,4409.75,834,4707.65,4170000,-56443.37890625
19.4356,42.964,835,4551.68,835,4657.04,4175000,-58523.4296875
24.6977,42.9745,836,4591.85,836,4594.77,4180000,-56188.89453125
19.3863,42.9542,837,4588.72,837,4726.6,4185000,-56820.51171875
19.6327,43.2555,838,4615.89,838,4753.93,4190000,-57803.78515625
24.9758,43.3634,839,4279.23,839,4272.01,4195000,-56255.49609375
23.0733,43.0493,840,4395.91,840,4718.15,4200000,-56548.65625
18.9817,43.0067,841,4538.67,841,4702.38,4205000,-57866.8125
19.513,43.5742,842,4562.44,842,4687.86,4210000,-58439.7890625
20.0276,42.9606,843,4321.48,843,4681.07,4215000,-58978.453125
20.8279,43.5699,844,4533.13,844,4597.08,4220000,-58006.63671875
28.6573,43.6326,845,4369.29,845,3713.93,4225000,-56922.4609375
20.3052,43.1782,846,4549.72,846,4433.44,4230000,-57783.83203125
20.1473,43.8839,847,4536.41,847,4014.91,4235000,-58947.43359375
20.217,43.3878,848,4359.78,848,4571.29,4240000,-59267.2421875
19.7204,43.3852,849,4562.38,849,3878.66,4245000,-58049.40625
19.5485,43.2037,850,4489.54,850,4658.08,4250000,-59126.25390625
20.1052,43.853,851,4376.63,851,4641.9,4255000,-58045.7578125
19.3623,43.3563,852,4494.38,852,4258.78,4260000,-57779.625
19.2267,43.6226,853,4429.68,853,4171.25,4265000,-58755.7578125
18.9012,43.2799,854,4456.63,854,4491.36,4270000,-58619.953125
19.475,43.4551,855,4403.43,855,4030.48,4275000,-58211.43359375
19.2426,43.3251,856,4376.57,856,4577.83,4280000,-59643.8046875
19.1385,43.6272,857,4375.26,857,4496.68,4285000,-58463.640625
18.9761,43.1856,858,4506.52,858,4582.18,4290000,-59506.5
18.6151,43.2423,859,4469.81,859,4595.69,4295000,-58318.3515625
18.6824,43.2352,860,4479.04,860,4556.32,4300000,-59726.94140625
19.9607,43.7653,861,4533.43,861,4638.67,4305000,-59483.6484375
20.0924,43.417,862,4354.47,862,4554.76,4310000,-58821.20703125
26.5341,44.0491,863,4411.26,863,4687.79,4315000,-58672.84375
37.1165,43.9468,864,3846.47,864,4488.91,4320000,-57440.20703125
90.8745,44.9457,865,2079.19,865,2645.41,4325000,-56181.09375
38.7065,45.1391,866,2191.16,866,4019.82,4330000,-57677.1640625
21.2695,44.3349,867,2495.55,867,2278.32,4335000,-57440.546875
19.8295,42.9343,868,3382.48,868,3315.04,4340000,-56989.9765625
20.6341,43.2588,869,3730.04,869,4374.69,4345000,-56336.8125
22.0286,43.7476,870,3172.83,870,2704.65,4350000,-58948.40625
22.5569,43.7598,871,3627.72,871,4165.81,4355000,-55606.84765625
20.0796,43.4513,872,4239.88,872,4581.7,4360000,-57893.5390625
23.0226,43.2552,873,4415.78,873,4536.23,4365000,-56222.12109375
20.2239,43.4448,874,4309.63,874,4572.5,4370000,-57742.1484375
20.4864,43.1173,875,4193.39,875,4271.22,4375000,-57401.0859375
19.8472,43.502,876,4239.28,876,4531.37,4380000,-57462.0703125
19.8447,43.1016,877,4352.16,877,4253.38,4385000,-58942.1796875
20.4587,43.044,878,4563.08,878,4673.25,4390000,-58286.01171875
20.8169,43.3025,879,4557.72,879,4743.36,4395000,-57723.0703125
20.2137,43.7057,880,4546.01,880,4582.84,4400000,-57653.4765625
21.1485,43.6734,881,4613.06,881,4768.89,4405000,-58357.8359375
21.367,43.9028,882,4660.23,882,4796.93,4410000,-58277.25390625
22.0322,44.0005,883,4600.51,883,4819.15,4415000,-58431.6484375
21.2731,43.8967,884,4653.84,884,4789.82,4420000,-59358.265625
21.976,44.1047,885,4657.7,885,4790.77,4425000,-58942.46875
21.7754,44.1339,886,4632.72,886,4795.17,4430000,-58221.328125
22.09,44.2367,887,4672.19,887,4821.24,4435000,-59145.01171875
21.8994,44.0526,888,4428.17,888,4693.01,4440000,-59652.671875
63.323,49.1505,889,788.9,889,841.07,4445000,-51107.60546875
57.8238,49.4553,890,224.67,890,245.93,4450000,-49524.328125
65.9024,48.538,891,479.75,891,573.39,4455000,-49219.67578125
43.8691,46.5806,892,978.33,892,994.0,4460000,-58495.328125
58.4351,47.5252,893,779.51,893,790.01,4465000,-56030.3046875
52.9692,46.1965,894,1240.54,894,1264.66,4470000,-56848.4375
43.3172,46.085,895,1200.44,895,1441.35,4475000,-54381.734375
66.1853,48.0441,896,1263.74,896,1104.88,4480000,-58229.50390625
49.325,46.1738,897,1385.3,897,2255.7,4485000,-58814.95703125
43.7767,45.3295,898,2718.92,898,2964.34,4490000,-60424.71484375
34.8717,44.701,899,3193.49,899,2744.34,4495000,-57360.21875
25.6321,44.0293,900,3411.35,900,3191.74,4500000,-60869.9140625
32.9702,45.0438,901,3364.52,901,3652.11,4505000,-59034.703125
26.5839,44.3918,902,3359.25,902,3267.58,4510000,-57932.63671875
21.8753,44.0992,903,3915.16,903,4256.46,4515000,-59668.69921875
22.2292,44.1065,904,4237.47,904,4554.23,4520000,-59379.8984375
22.5119,44.5805,905,4227.23,905,4563.07,4525000,-61536.00390625
22.6528,44.452,906,4387.39,906,4620.06,4530000,-61216.2109375
21.9073,44.5161,907,4512.98,907,4586.34,4535000,-60946.05859375
22.8311,44.2903,908,4187.17,908,4619.65,4540000,-59493.80859375
22.3526,44.1818,909,4285.99,909,4660.15,4545000,-59995.34375
22.5105,44.0753,910,4030.33,910,4272.71,4550000,-60669.234375
21.8009,43.7615,911,4425.14,911,4645.72,4555000,-60204.04296875
21.3391,44.2706,912,4300.25,912,4441.3,4560000,-61245.4375
21.9052,44.2247,913,4436.26,913,4368.45,4565000,-61701.76171875
22.0215,44.4152,914,4329.93,914,4448.27,4570000,-60093.67578125
20.1593,44.2362,915,4078.99,915,4317.72,4575000,-60763.2109375
20.5606,44.1092,916,4537.26,916,4549.52,4580000,-60873.31640625
20.4695,44.1305,917,4313.3,917,4667.08,4585000,-60440.93359375
21.3594,44.2662,918,4388.55,918,4479.9,4590000,-60976.7734375
