Running Env Steps,Itration,Real Sto Return,Running Reverse KL,Real Det Return,Reward Loss,Running Update Time,Running Forward KL
135000,27,2599.03,12.6998,3167.42,-54.308040618896484,27,26.8971
140000,28,3099.01,12.594,3224.27,-39.10263442993164,28,27.1885
145000,29,1120.51,25.0746,1339.36,-146.38082885742188,29,29.5811
150000,30,1273.1,17.8221,1466.47,-116.8090591430664,30,27.1055
155000,31,1329.17,24.5657,1260.61,-145.15838623046875,31,27.5423
160000,32,1746.16,20.5028,1953.42,-152.78131103515625,32,26.2051
165000,33,1141.67,27.8036,1399.07,-164.2317352294922,33,27.7694
170000,34,1308.3,26.8094,1491.04,-126.94263458251953,34,28.1525
175000,35,932.8,33.2934,1111.33,-200.06517028808594,35,28.5092
180000,36,2881.51,14.4619,3215.99,-72.50502014160156,36,27.0156
185000,37,929.29,30.6804,974.84,-201.77505493164062,37,27.9889
190000,38,1481.36,26.7905,2704.25,-178.78594970703125,38,28.2731
195000,39,1139.52,21.1985,1612.46,-148.57684326171875,39,28.3159
200000,40,2351.15,21.2323,2794.58,-131.0633087158203,40,25.2962
205000,41,1647.73,28.7578,1165.44,-222.7422637939453,41,27.356
210000,42,1470.71,28.3742,1523.05,-224.67138671875,42,26.9049
215000,43,1778.72,25.9854,3282.5,-207.7746124267578,43,26.3768
220000,44,2967.1,10.6496,3191.14,-35.140708923339844,44,24.9866
225000,45,2130.24,24.8131,3296.68,-193.24331665039062,45,26.1826
230000,46,3068.57,11.5995,3287.58,-8.901074409484863,46,25.5217
235000,47,2281.26,17.3054,3250.2,-96.13911437988281,47,25.4293
240000,48,3091.09,11.6318,3196.9,-10.667756080627441,48,25.7377
245000,49,1878.65,35.1791,1382.55,-259.48992919921875,49,25.7875
250000,50,2909.75,10.7564,3347.91,-9.274214744567871,50,23.1848
255000,51,2040.17,24.0733,3309.8,-142.9840087890625,51,23.935
260000,52,2577.91,24.1018,3291.5,-192.77601623535156,52,24.5051
265000,53,938.19,24.4789,1090.15,-279.3999328613281,53,29.1225
270000,54,1755.19,25.9376,3274.11,-217.08413696289062,54,27.6428
275000,55,2327.17,18.9826,3380.33,-139.33653259277344,55,24.7452
280000,56,3061.9,10.5834,3421.39,-3.035172939300537,56,22.4419
285000,57,2889.33,11.11,3387.85,-39.386390686035156,57,24.2595
290000,58,1414.35,20.5601,1871.37,-196.38389587402344,58,24.401
295000,59,2533.76,25.3944,3354.07,-186.8897705078125,59,23.1926
300000,60,1043.16,43.2747,1780.2,-375.5935974121094,60,28.5436
305000,61,2840.99,25.2776,3384.08,-131.2914276123047,61,22.5237
310000,62,2309.26,13.5867,3383.17,-157.0626983642578,62,23.6896
315000,63,958.04,41.6031,1236.39,-404.65887451171875,63,29.1004
320000,64,2581.34,17.7765,3365.04,-77.8105697631836,64,23.031
325000,65,2541.59,14.2324,3370.26,-71.33729553222656,65,22.2078
330000,66,1621.1,21.8789,3421.95,-352.2458801269531,66,28.0051
335000,67,3117.5,21.3352,3454.51,-108.87023162841797,67,23.1457
340000,68,3266.01,18.9397,3350.98,-96.66514587402344,68,21.2836
345000,69,3289.32,11.8982,3423.86,-35.70547866821289,69,23.8064
350000,70,3335.15,8.8548,3374.6,-14.171391487121582,70,21.1909
355000,71,1713.36,13.3561,3464.05,-180.15826416015625,71,25.0836
360000,72,2696.84,23.3859,3446.59,-172.3277587890625,72,22.6727
365000,73,2214.6,12.0848,3439.39,-148.8374786376953,73,24.0942
370000,74,3418.26,11.0122,3446.55,-16.52027702331543,74,23.312
375000,75,2550.89,14.9067,3433.99,-130.0947723388672,75,23.4233
380000,76,3247.57,11.1065,3414.8,-15.55176067352295,76,23.1393
385000,77,2860.62,14.6095,3461.3,-146.73095703125,77,24.3114
390000,78,3207.4,9.2736,3366.91,-12.528509140014648,78,22.0202
395000,79,2891.96,9.434,3416.17,-28.03266143798828,79,22.178
400000,80,2376.9,11.3123,3370.39,-140.64010620117188,80,23.4166
405000,81,2819.47,11.2929,3414.69,-143.4626922607422,81,23.6862
410000,82,3421.54,9.1405,3454.07,-0.2626478672027588,82,21.0411
415000,83,3008.13,12.8386,3444.27,-111.87407684326172,83,24.0912
420000,84,3052.02,9.1558,3397.67,-32.58207321166992,84,21.5966
425000,85,2239.43,22.3682,3459.87,-261.7998046875,85,22.9359
430000,86,3429.24,9.9691,3424.52,-14.264077186584473,86,21.877
435000,87,2240.57,11.7546,3433.98,-192.39306640625,87,23.7009
440000,88,1625.8,11.5285,3394.92,-180.14157104492188,88,23.6261
445000,89,3372.27,8.8117,3390.32,-14.23501968383789,89,21.1797
450000,90,3214.01,9.986,3444.09,-44.0655632019043,90,22.0625
455000,91,1689.26,12.4499,3377.03,-204.24191284179688,91,25.6829
460000,92,1983.79,13.144,3448.34,-243.0904541015625,92,25.1838
465000,93,3198.49,9.4723,3342.59,-56.02195739746094,93,22.3203
470000,94,3347.68,9.7851,3370.72,-29.887378692626953,94,22.1547
475000,95,3408.72,8.9234,3446.19,-35.48851776123047,95,21.8327
480000,96,3185.0,10.4182,3378.34,-40.83241653442383,96,22.7043
485000,97,3375.99,9.378,3398.72,-12.963951110839844,97,21.3121
490000,98,3424.31,10.1585,3426.99,-25.361568450927734,98,21.9822
495000,99,2905.3,10.4707,3431.71,-129.94981384277344,99,22.4654
500000,100,2372.74,12.8459,3367.57,-251.57666015625,100,24.1459
505000,101,3383.88,10.131,3415.98,-19.927173614501953,101,21.896
510000,102,3222.05,10.4466,3454.72,-23.079484939575195,102,22.6292
515000,103,3326.54,9.688,3351.88,-33.34623718261719,103,22.2708
520000,104,2569.33,13.8628,3433.25,-182.53350830078125,104,23.6335
525000,105,2773.38,11.4294,3452.72,-108.27982330322266,105,23.1921
530000,106,3058.25,11.5552,3408.08,-98.76538848876953,106,22.7367
535000,107,2670.5,11.5078,3453.53,-93.28035736083984,107,23.6463
540000,108,3161.55,10.3062,3454.08,-42.844146728515625,108,22.0876
545000,109,2954.58,11.7339,3453.62,-109.41575622558594,109,23.3696
550000,110,3377.63,9.8765,3379.16,-18.269210815429688,110,21.0379
555000,111,3301.0,10.8964,3429.58,-92.45256805419922,111,22.1935
560000,112,3389.43,10.2524,3397.08,-20.79048728942871,112,21.5478
565000,113,3100.53,10.7857,3474.9,-82.46412658691406,113,22.8352
570000,114,3469.3,10.9518,3490.21,-26.383846282958984,114,22.5142
575000,115,3330.5,10.415,3414.81,-50.825984954833984,115,21.8733
580000,116,3272.85,10.7251,3496.76,-68.6991195678711,116,22.5094
585000,117,3422.21,9.9145,3435.38,-25.109111785888672,117,20.8408
590000,118,3250.53,9.872,3473.23,-77.67230224609375,118,21.6379
595000,119,2498.13,13.4146,3470.11,-200.6897430419922,119,23.3569
600000,120,2990.19,11.7199,3447.78,-113.30538940429688,120,23.5181
605000,121,3397.1,10.6824,3420.09,-13.498693466186523,121,21.541
610000,122,3242.7,10.5316,3423.4,-34.77922058105469,122,21.938
615000,123,3403.96,9.9336,3414.1,-24.738670349121094,123,20.8738
620000,124,3268.85,9.917,3451.24,-26.090145111083984,124,21.4306
625000,125,3172.55,10.314,3440.54,-57.482330322265625,125,21.8766
630000,126,2484.71,11.1734,3456.76,-80.2559585571289,126,22.3492
635000,127,2451.29,10.9893,3444.27,-92.13400268554688,127,22.5968
640000,128,3339.08,9.9099,3428.37,-20.185588836669922,128,21.4269
645000,129,2309.19,10.239,3414.99,-66.74179077148438,129,22.1675
650000,130,3423.15,11.1775,3447.85,-36.69586944580078,130,21.5456
655000,131,3298.32,10.1331,3440.44,-45.52444839477539,131,21.548
660000,132,3284.8,9.7435,3437.73,-27.679384231567383,132,20.9947
665000,133,3450.62,10.6915,3470.47,-45.47747802734375,133,21.9345
670000,134,3373.18,10.8694,3407.07,-31.576841354370117,134,21.9092
675000,135,3007.53,11.2978,3461.8,-30.779720306396484,135,22.6352
680000,136,3263.48,10.6938,3486.83,-49.72747039794922,136,22.4891
685000,137,3237.27,11.1081,3468.81,-29.681385040283203,137,22.0539
690000,138,3289.53,10.9268,3434.86,-21.996706008911133,138,21.7689
695000,139,3421.56,10.1394,3432.12,-43.03151321411133,139,21.4924
700000,140,3341.58,10.2288,3439.95,-40.669471740722656,140,21.5397
705000,141,3197.96,11.3677,3465.2,-94.47315216064453,141,22.6562
710000,142,3378.81,10.1533,3444.84,-36.946624755859375,142,21.1467
715000,143,3420.04,10.5735,3455.5,-43.98944854736328,143,21.8622
720000,144,3411.73,10.5882,3454.41,-75.4383773803711,144,22.5114
725000,145,3347.9,9.8697,3449.05,-54.17624282836914,145,21.7684
730000,146,3205.25,10.263,3438.45,-59.422611236572266,146,21.8758
735000,147,3405.46,10.818,3444.69,-45.2677001953125,147,21.9292
740000,148,3403.81,10.1766,3444.94,-43.678253173828125,148,21.3074
745000,149,3433.23,11.3231,3478.0,-47.88520812988281,149,22.4958
750000,150,2921.1,11.6482,3464.82,-198.86561584472656,150,23.0805
755000,151,3412.42,10.0749,3422.79,-50.252079010009766,151,21.1287
760000,152,3387.03,10.4918,3418.78,-43.2807502746582,152,21.5006
765000,153,3412.65,10.5204,3443.47,-55.68111038208008,153,21.9458
770000,154,3363.12,9.5689,3444.99,-56.026695251464844,154,21.148
775000,155,3383.44,11.0118,3486.71,-51.21925354003906,155,22.3589
780000,156,3414.02,9.953,3454.85,-54.87510681152344,156,21.3902
785000,157,3460.42,10.3762,3469.52,-60.851871490478516,157,21.5526
790000,158,3404.96,10.9874,3433.13,-63.6614875793457,158,22.2416
795000,159,3223.9,9.5627,3445.64,-45.68412780761719,159,21.1792
800000,160,3436.05,9.6333,3461.44,-60.35160827636719,160,21.2422
805000,161,3348.58,9.9417,3347.29,-87.12721252441406,161,21.8639
810000,162,3400.41,10.8466,3466.52,-68.20958709716797,162,22.164
815000,163,2401.13,11.6081,3509.07,-81.94097900390625,163,22.9273
820000,164,3414.82,10.0322,3433.65,-63.53676223754883,164,21.1483
825000,165,3026.24,10.0188,3482.91,-73.97058868408203,165,21.8667
830000,166,3131.66,10.2443,3474.41,-72.64929962158203,166,21.6896
835000,167,3415.57,9.9614,3467.59,-66.2273178100586,167,21.2883
840000,168,3239.58,10.3336,3495.41,-77.694091796875,168,21.5103
845000,169,3420.71,10.3735,3468.84,-75.1618423461914,169,22.0953
850000,170,3155.53,11.3408,3500.43,-136.38929748535156,170,21.9632
855000,171,255.36,12.235,76.41,-116.96602630615234,171,22.8901
860000,172,2872.52,10.2056,3472.8,-92.64678955078125,172,21.8269
865000,173,3161.79,9.5891,3411.13,-66.1083755493164,173,21.4866
870000,174,2924.0,10.0487,3493.09,-90.35243225097656,174,21.3905
875000,175,3411.9,10.0775,3433.23,-69.32366180419922,175,21.6376
880000,176,3021.12,9.9875,3464.97,-104.89171600341797,176,21.6699
885000,177,3454.6,9.7562,3477.11,-86.50845336914062,177,21.2101
890000,178,2925.03,10.8518,3472.17,-115.57633972167969,178,22.3138
895000,179,3456.79,10.5538,3475.4,-100.3517074584961,179,22.0362
900000,180,2986.23,11.3429,3514.1,-116.57655334472656,180,22.4425
905000,181,3246.07,9.8862,3456.64,-68.75091552734375,181,21.5444
910000,182,2410.96,12.4814,3528.15,-177.6920928955078,182,24.0649
915000,183,14.68,162.9641,14.4,-411.6611022949219,183,41.5755
920000,184,2095.08,96.3096,1110.71,-321.6417236328125,184,25.5932
925000,185,2160.68,14.2191,3496.71,-219.27508544921875,185,23.0133
930000,186,3432.24,9.59,3457.67,-82.78858947753906,186,21.6329
935000,187,3274.77,10.4255,3482.95,-115.23526763916016,187,22.0154
940000,188,3244.84,9.7259,3501.82,-117.71965026855469,188,22.2396
945000,189,3293.81,10.1248,3423.93,-56.87883377075195,189,22.0346
950000,190,2654.88,9.9622,3462.87,-109.39595031738281,190,21.9958
955000,191,3422.15,9.8597,3466.76,-84.7824478149414,191,21.0905
960000,192,2949.85,10.4187,3500.88,-107.20404815673828,192,22.2809
965000,193,2512.0,11.5003,3451.79,-196.41079711914062,193,23.5458
970000,194,3337.64,9.5132,3488.84,-75.22663116455078,194,21.1637
975000,195,2509.83,10.7736,3494.23,-143.4607391357422,195,23.2604
980000,196,3253.19,10.5057,3504.85,-155.57151794433594,196,22.2153
985000,197,3384.04,10.0065,3462.98,-68.50025177001953,197,21.8639
990000,198,3368.97,9.8311,3462.87,-67.70184326171875,198,21.0723
995000,199,3162.08,10.9595,3506.97,-117.4791488647461,199,22.043
