Real Det Return,Running Reverse KL,Running Forward KL,Running Env Steps,Itration,Running Update Time,Reward Loss,Real Sto Return
2149.06,15.8165,156.9912,345000,69,69,-2324.5029296875,1784.65
2154.34,15.9172,156.9212,350000,70,70,-2371.1396484375,1785.75
2156.34,16.3116,157.1144,355000,71,71,-2401.780029296875,1812.36
2031.24,15.4836,156.905,360000,72,72,-2455.591552734375,1765.7
2182.11,15.9138,156.8318,365000,73,73,-2509.28271484375,1827.17
2131.93,15.9164,156.7629,370000,74,74,-2543.42333984375,1807.55
2163.07,15.5476,156.7697,375000,75,75,-2565.61083984375,1775.83
2129.2,15.5778,156.8277,380000,76,76,-2630.90185546875,1800.86
2186.88,15.7337,156.8331,385000,77,77,-2673.79833984375,1800.78
2171.53,15.6702,156.7977,390000,78,78,-2696.86181640625,1807.33
2116.68,15.4867,156.7467,395000,79,79,-2756.03515625,1783.75
2135.47,15.5422,156.7071,400000,80,80,-2802.16943359375,1839.05
2145.19,15.8581,156.8367,405000,81,81,-2853.918212890625,1808.43
2184.56,15.8236,157.0667,410000,82,82,-2892.887939453125,1826.42
2199.58,15.8154,156.8265,415000,83,83,-2953.343017578125,1820.59
2201.09,15.7377,156.7939,420000,84,84,-2975.01123046875,1840.77
2176.61,15.8954,156.8063,425000,85,85,-3031.05029296875,1850.63
2140.02,15.671,156.7927,430000,86,86,-3070.0224609375,1826.43
2145.54,15.6299,156.9956,435000,87,87,-3103.8193359375,1830.02
2175.09,15.4787,156.568,440000,88,88,-3163.603271484375,1818.8
2194.41,15.7903,156.8121,445000,89,89,-3191.866455078125,1834.05
2163.82,15.8404,156.6508,450000,90,90,-3253.012939453125,1834.75
2200.13,15.6178,156.7718,455000,91,91,-3300.5341796875,1857.06
2185.48,15.6346,156.8068,460000,92,92,-3338.78466796875,1823.38
2170.84,15.5433,156.8345,465000,93,93,-3384.771728515625,1823.59
2190.8,15.6332,156.6842,470000,94,94,-3437.70947265625,1840.44
2189.85,15.4216,156.6667,475000,95,95,-3478.19091796875,1848.51
2202.28,15.6864,156.7664,480000,96,96,-3541.224365234375,1867.28
2175.89,15.9197,156.8774,485000,97,97,-3580.8564453125,1859.21
2203.46,15.6113,156.7985,490000,98,98,-3621.4169921875,1851.08
2197.46,15.7126,156.7,495000,99,99,-3669.982666015625,1850.15
2189.23,15.4649,156.9783,500000,100,100,-3728.986572265625,1819.05
2173.88,15.4997,156.8141,505000,101,101,-3766.38134765625,1849.6
2141.72,15.3896,156.9567,510000,102,102,-3818.589111328125,1815.69
2187.3,15.395,156.7112,515000,103,103,-3854.39599609375,1855.14
2175.24,15.4964,156.8811,520000,104,104,-3902.78369140625,1843.75
2228.92,15.8867,156.6781,525000,105,105,-3952.198486328125,1881.68
2191.47,15.509,156.8068,530000,106,106,-4017.020263671875,1836.98
2216.96,15.7872,156.8664,535000,107,107,-4049.066162109375,1888.78
2209.29,15.2368,156.646,540000,108,108,-4084.08740234375,1831.11
2215.7,15.6575,156.9397,545000,109,109,-4180.74853515625,1868.7
2235.35,15.9523,156.8556,550000,110,110,-4170.7705078125,1892.71
2217.24,15.6351,156.788,555000,111,111,-4245.44189453125,1861.72
2244.4,15.8098,156.734,560000,112,112,-4294.65380859375,1888.43
2232.76,15.8478,156.9106,565000,113,113,-4326.048828125,1874.54
2242.25,15.5967,156.6943,570000,114,114,-4374.7275390625,1896.89
2184.62,15.9504,156.7349,575000,115,115,-4456.9208984375,1862.5
2179.91,15.4385,156.6864,580000,116,116,-4493.0498046875,1855.99
2198.56,15.4855,156.7333,585000,117,117,-4525.30517578125,1874.59
2177.86,15.6125,156.8137,590000,118,118,-4572.57666015625,1869.47
2201.8,15.7798,156.8205,595000,119,119,-4601.77978515625,1869.82
2169.11,15.5287,156.7467,600000,120,120,-4658.76904296875,1863.18
2226.23,15.8217,156.7029,605000,121,121,-4725.1181640625,1876.11
2209.68,15.6429,156.7161,610000,122,122,-4741.84375,1885.1
2247.06,15.8498,156.8128,615000,123,123,-4794.375,1902.25
2253.63,15.9088,156.7124,620000,124,124,-4819.2568359375,1905.85
2230.03,15.5496,156.8284,625000,125,125,-4856.359375,1870.22
2228.02,15.5011,156.7951,630000,126,126,-4893.79345703125,1867.55
2150.08,15.459,156.767,635000,127,127,-4930.0498046875,1891.12
2218.4,15.8982,156.8658,640000,128,128,-5015.169921875,1882.01
2245.34,15.6037,156.6971,645000,129,129,-5018.52392578125,1895.03
2237.23,15.6088,156.6549,650000,130,130,-5008.8212890625,1894.65
2221.41,15.4849,156.6244,655000,131,131,-5109.46533203125,1882.17
2223.84,15.4612,156.6711,660000,132,132,-5129.998046875,1875.28
2281.82,15.6835,156.61,665000,133,133,-5162.16015625,1902.87
2279.12,16.002,156.8777,670000,134,134,-5228.49267578125,1925.88
2243.16,15.5114,156.4819,675000,135,135,-5249.75341796875,1882.8
2227.91,15.5033,156.6837,680000,136,136,-5291.736328125,1907.84
2226.25,15.569,156.7351,685000,137,137,-5332.52099609375,1904.14
2234.06,15.6329,156.6885,690000,138,138,-5415.45361328125,1894.05
2229.81,15.329,156.6534,695000,139,139,-5443.92529296875,1877.36
2221.28,15.4692,156.8486,700000,140,140,-5458.31201171875,1882.74
2212.97,15.7424,156.7976,705000,141,141,-5532.578125,1877.6
2239.86,15.4241,156.5978,710000,142,142,-5569.45703125,1896.25
2235.31,15.4413,156.8201,715000,143,143,-5591.46484375,1893.76
2214.06,15.6973,156.5115,720000,144,144,-5659.17578125,1920.0
2193.78,15.5552,156.7534,725000,145,145,-5666.8134765625,1903.36
2233.98,15.6516,156.7783,730000,146,146,-5717.9169921875,1908.79
2213.83,15.6057,156.625,735000,147,147,-5784.35205078125,1911.87
2260.04,15.3755,156.6932,740000,148,148,-5809.0234375,1897.29
2263.34,15.81,156.7639,745000,149,149,-5869.44775390625,1917.97
2187.28,15.5478,156.7492,750000,150,150,-5876.1708984375,1907.68
2248.67,15.6098,156.795,755000,151,151,-5971.59033203125,1925.35
2229.49,15.3316,156.7233,760000,152,152,-5995.18896484375,1902.5
2261.07,15.7037,156.6682,765000,153,153,-6028.1708984375,1935.6
2259.26,15.7204,156.8087,770000,154,154,-6093.4033203125,1905.98
2257.93,15.8808,156.6923,775000,155,155,-6136.169921875,1960.62
2260.98,15.4774,156.6106,780000,156,156,-6154.0693359375,1921.67
2279.59,15.5466,156.7772,785000,157,157,-6201.716796875,1936.04
2188.46,15.1138,156.6172,790000,158,158,-6259.607421875,1893.28
2229.13,15.395,156.7561,795000,159,159,-6314.9189453125,1908.26
2284.75,15.764,156.534,800000,160,160,-6352.53076171875,1970.88
2183.98,15.2431,156.67,805000,161,161,-6347.8271484375,1874.98
2229.96,15.376,156.6236,810000,162,162,-6432.404296875,1921.96
2235.75,15.599,156.6687,815000,163,163,-6496.0048828125,1925.57
2246.63,15.4358,156.6891,820000,164,164,-6521.43212890625,1924.85
2252.16,15.2953,156.6408,825000,165,165,-6525.83203125,1906.5
2236.75,15.5359,156.7323,830000,166,166,-6645.8583984375,1916.95
2200.1,15.5405,156.6206,835000,167,167,-6662.193359375,1906.42
2281.04,15.4721,156.7802,840000,168,168,-6706.5751953125,1916.16
2272.09,15.5876,156.642,845000,169,169,-6778.10009765625,1917.23
2255.59,15.5538,156.5001,850000,170,170,-6822.94580078125,1939.79
2276.24,15.3242,156.592,855000,171,171,-6871.04296875,1915.16
2250.19,15.7617,156.8283,860000,172,172,-6906.51513671875,1926.97
2236.56,15.6439,156.8183,865000,173,173,-6982.3505859375,1917.67
2284.71,15.3955,156.7191,870000,174,174,-7011.162109375,1919.19
2279.42,15.6061,156.723,875000,175,175,-7069.73681640625,1929.38
2262.5,15.3414,156.6059,880000,176,176,-7105.33642578125,1934.7
2258.89,15.3421,156.5122,885000,177,177,-7146.05029296875,1907.75
2269.42,15.8382,156.7359,890000,178,178,-7199.177734375,1946.58
2260.98,15.6242,156.6461,895000,179,179,-7291.6875,1938.52
2267.87,15.363,156.6193,900000,180,180,-7297.71630859375,1926.66
2288.98,15.3951,156.6361,905000,181,181,-7345.41064453125,1950.92
2261.53,15.4877,156.7774,910000,182,182,-7398.21826171875,1937.74
2250.27,15.2238,156.6622,915000,183,183,-7453.44091796875,1891.34
2277.84,15.4541,156.7285,920000,184,184,-7531.95263671875,1944.37
2273.41,15.3429,156.6283,925000,185,185,-7555.07177734375,1913.97
2256.11,15.5046,156.5393,930000,186,186,-7597.888671875,1931.23
2309.14,15.6351,156.7797,935000,187,187,-7678.7119140625,1961.33
2276.54,15.4532,156.6926,940000,188,188,-7722.6015625,1958.65
2266.07,15.2389,156.6592,945000,189,189,-7763.95263671875,1912.27
2279.93,15.3697,156.7666,950000,190,190,-7830.18798828125,1926.68
2292.12,15.4634,156.6636,955000,191,191,-7817.66259765625,1939.77
2267.6,15.5143,156.6714,960000,192,192,-7929.23291015625,1931.48
2300.8,15.4966,156.547,965000,193,193,-7978.5078125,1929.52
2276.15,15.2027,156.603,970000,194,194,-7988.978515625,1886.9
2273.09,15.7736,156.6387,975000,195,195,-8062.79736328125,1943.61
2276.46,15.2604,156.6284,980000,196,196,-8068.8115234375,1922.25
2255.21,15.3868,156.6421,985000,197,197,-8086.16259765625,1945.93
2242.37,15.1097,156.4995,990000,198,198,-8146.4111328125,1925.57
2282.98,15.3531,156.5915,995000,199,199,-8151.0380859375,1932.43
2234.89,15.1725,156.4669,1000000,200,200,-8214.2548828125,1928.52
2249.39,15.3198,156.5359,1005000,201,201,-8281.2236328125,1924.74
2242.2,15.2777,156.5471,1010000,202,202,-8323.5654296875,1932.43
2232.02,15.2069,156.5081,1015000,203,203,-8351.0263671875,1934.26
2249.57,15.2112,156.6588,1020000,204,204,-8405.388671875,1914.05
2261.29,15.2175,156.4974,1025000,205,205,-8424.880859375,1946.06
2260.58,15.2812,156.5852,1030000,206,206,-8470.763671875,1918.86
2254.28,15.336,156.6335,1035000,207,207,-8506.0234375,1936.21
2251.0,15.1958,156.6126,1040000,208,208,-8502.787109375,1921.21
2256.77,15.3484,156.5832,1045000,209,209,-8549.22265625,1928.76
2268.06,15.4149,156.7202,1050000,210,210,-8605.8173828125,1947.07
2247.72,15.1776,156.6715,1055000,211,211,-8631.474609375,1953.0
2244.12,15.2432,156.6756,1060000,212,212,-8656.8466796875,1922.86
2266.47,15.2478,156.657,1065000,213,213,-8666.173828125,1953.2
2267.99,15.2779,156.6688,1070000,214,214,-8706.0869140625,1935.78
2277.16,15.3724,156.7169,1075000,215,215,-8743.119140625,1948.43
2286.41,15.3662,156.7028,1080000,216,216,-8785.1181640625,1939.22
2245.36,15.2936,156.692,1085000,217,217,-8823.91796875,1930.3
2257.49,15.39,156.7506,1090000,218,218,-8842.697265625,1929.35
2237.35,15.3023,156.7912,1095000,219,219,-8865.4287109375,1901.68
2282.43,15.263,156.65,1100000,220,220,-8899.853515625,1938.92
2282.51,15.4183,156.5939,1105000,221,221,-8903.609375,1929.87
2300.94,15.3708,156.5898,1110000,222,222,-8955.677734375,1922.97
2276.45,15.3433,156.5981,1115000,223,223,-8967.9775390625,1952.49
2291.51,15.254,156.5957,1120000,224,224,-8998.71875,1947.12
2280.47,15.4993,156.6692,1125000,225,225,-9046.2060546875,1930.44
2284.82,15.5605,156.9037,1130000,226,226,-9049.044921875,1938.61
2268.97,15.4328,156.6955,1135000,227,227,-9080.439453125,1946.48
2269.3,15.3616,156.7704,1140000,228,228,-9073.732421875,1933.9
2261.84,15.2402,156.6716,1145000,229,229,-9119.626953125,1918.49
2289.77,15.3575,156.7539,1150000,230,230,-9153.9814453125,1930.89
2280.76,15.2303,156.5191,1155000,231,231,-9152.1748046875,1930.92
2266.33,15.206,156.6742,1160000,232,232,-9154.8046875,1931.08
2268.57,15.367,156.6583,1165000,233,233,-9216.68359375,1919.6
2269.0,15.1837,156.5847,1170000,234,234,-9237.904296875,1923.31
2271.11,15.2935,156.6985,1175000,235,235,-9285.716796875,1931.95
2275.48,15.3105,156.6768,1180000,236,236,-9269.9990234375,1929.36
2273.19,15.4794,156.6069,1185000,237,237,-9337.869140625,1931.82
2268.98,15.3508,156.7247,1190000,238,238,-9364.6708984375,1930.09
2274.54,15.3072,156.5926,1195000,239,239,-9371.7451171875,1941.13
2291.06,15.4159,156.6762,1200000,240,240,-9439.0185546875,1926.35
2256.65,15.3473,156.634,1205000,241,241,-9436.9931640625,1936.75
2292.22,15.3463,156.6359,1210000,242,242,-9443.3876953125,1962.14
2278.93,15.4417,156.6315,1215000,243,243,-9501.0849609375,1948.53
2288.81,15.3766,156.644,1220000,244,244,-9507.3037109375,1945.93
2266.0,15.2786,156.6854,1225000,245,245,-9557.3056640625,1948.42
2272.09,15.2681,156.7609,1230000,246,246,-9580.3310546875,1948.98
2284.47,15.5273,156.543,1235000,247,247,-9594.35546875,1947.11
2280.0,15.4493,156.5798,1240000,248,248,-9601.4443359375,1938.12
2270.48,15.4447,156.6608,1245000,249,249,-9626.224609375,1931.31
2288.12,15.288,156.6663,1250000,250,250,-9634.2021484375,1936.15
2297.57,15.3283,156.6781,1255000,251,251,-9701.7470703125,1946.72
2262.16,15.4488,156.564,1260000,252,252,-9686.6923828125,1929.36
2275.01,15.5289,156.8005,1265000,253,253,-9755.46875,1945.88
2277.87,15.3819,156.7227,1270000,254,254,-9800.005859375,1938.57
2279.3,15.3889,156.7827,1275000,255,255,-9780.84765625,1953.39
2266.12,15.4957,156.7269,1280000,256,256,-9828.3583984375,1938.59
2270.15,15.447,156.7172,1285000,257,257,-9846.083984375,1954.9
2260.21,15.4192,156.6044,1290000,258,258,-9878.42578125,1952.46
2275.65,15.4787,156.5811,1295000,259,259,-9900.5166015625,1944.26
2258.67,15.498,156.7346,1300000,260,260,-9912.513671875,1957.91
2261.58,15.3765,156.7052,1305000,261,261,-9946.41015625,1954.53
2264.23,15.571,156.4695,1310000,262,262,-9982.083984375,1969.05
2288.87,15.5214,156.6368,1315000,263,263,-9980.0673828125,1946.63
2250.84,15.5409,156.6353,1320000,264,264,-9982.11328125,1926.23
2292.95,15.3436,156.6161,1325000,265,265,-10019.4423828125,1939.94
2275.88,15.4334,156.633,1330000,266,266,-10023.5966796875,1945.5
2266.93,15.5734,156.6816,1335000,267,267,-10087.6220703125,1932.45
2233.85,15.4065,156.6608,1340000,268,268,-10097.8779296875,1932.13
2263.85,15.4064,156.7021,1345000,269,269,-10119.42578125,1924.27
2265.63,15.4425,156.5873,1350000,270,270,-10122.5322265625,1948.85
2258.92,15.541,156.6336,1355000,271,271,-10134.1650390625,1941.54
2250.11,15.4014,156.7108,1360000,272,272,-10154.673828125,1927.04
2262.21,15.5995,156.7752,1365000,273,273,-10194.6982421875,1926.97
2286.35,15.3397,156.6345,1370000,274,274,-10222.29296875,1957.32
2292.06,15.5814,156.6897,1375000,275,275,-10293.564453125,1974.52
2249.46,15.36,156.5313,1380000,276,276,-10257.26953125,1925.3
2261.73,15.4652,156.7191,1385000,277,277,-10316.654296875,1930.56
2253.23,15.3556,156.6203,1390000,278,278,-10337.66796875,1936.75
2267.94,15.415,156.5285,1395000,279,279,-10342.953125,1933.9
2302.56,15.4089,156.7831,1400000,280,280,-10382.9111328125,1955.25
2284.63,15.4321,156.716,1405000,281,281,-10387.2822265625,1963.7
2263.87,15.5256,156.5131,1410000,282,282,-10405.88671875,1966.79
2257.73,15.3958,156.5134,1415000,283,283,-10388.76953125,1932.46
2281.17,15.5275,156.7493,1420000,284,284,-10411.5078125,1949.15
2247.23,15.452,156.615,1425000,285,285,-10442.8994140625,1934.78
2280.04,15.537,156.6528,1430000,286,286,-10483.1845703125,1953.31
2270.46,15.4715,156.796,1435000,287,287,-10535.87109375,1926.6
2264.72,15.5506,156.6075,1440000,288,288,-10546.6640625,1919.51
2279.03,15.4323,156.6534,1445000,289,289,-10573.673828125,1945.72
2297.65,15.5396,156.7452,1450000,290,290,-10603.33203125,1958.34
2289.38,15.4478,156.6318,1455000,291,291,-10612.2724609375,1953.07
2296.82,15.6009,156.6474,1460000,292,292,-10644.78125,1932.44
2294.25,15.5265,156.6095,1465000,293,293,-10639.4248046875,1949.73
2298.32,15.3723,156.6602,1470000,294,294,-10665.400390625,1936.42
2273.39,15.3622,156.7345,1475000,295,295,-10661.623046875,1923.76
2307.64,15.4291,156.6666,1480000,296,296,-10709.33984375,1947.66
2297.09,15.3782,156.6881,1485000,297,297,-10738.0283203125,1948.93
2293.37,15.3495,156.6472,1490000,298,298,-10729.32421875,1957.42
2281.12,15.4547,156.6053,1495000,299,299,-10751.3916015625,1946.14
2281.18,15.4673,156.5862,1500000,300,300,-10774.474609375,1941.16
2272.1,15.5363,156.5538,1505000,301,301,-10805.7314453125,1961.18
2281.63,15.38,156.4416,1510000,302,302,-10810.5322265625,1953.68
2298.98,15.3959,156.7405,1515000,303,303,-10814.568359375,1941.49
2302.48,15.5392,156.6304,1520000,304,304,-10843.3447265625,1958.9
2278.76,15.4205,156.4497,1525000,305,305,-10854.3291015625,1922.85
2288.74,15.4903,156.5991,1530000,306,306,-10909.515625,1957.21
2280.74,15.4636,156.7728,1535000,307,307,-10928.751953125,1956.09
2288.44,15.3897,156.6473,1540000,308,308,-10911.8798828125,1948.95
2289.47,15.4872,156.6047,1545000,309,309,-10923.0888671875,1956.91
2305.02,15.4261,156.4688,1550000,310,310,-10980.14453125,1975.09
2271.87,15.2996,156.5512,1555000,311,311,-10969.2216796875,1951.03
2290.19,15.3902,156.5497,1560000,312,312,-11003.017578125,1944.63
2310.1,15.5543,156.7057,1565000,313,313,-11038.4296875,1965.31
2311.01,15.418,156.5862,1570000,314,314,-11032.8349609375,1941.45
2310.77,15.4406,156.7146,1575000,315,315,-11049.64453125,1965.11
2302.73,15.3949,156.6507,1580000,316,316,-11093.4287109375,1961.82
2278.67,15.3008,156.585,1585000,317,317,-11076.212890625,1971.64
2289.78,15.3907,156.7196,1590000,318,318,-11109.7353515625,1938.71
2297.39,15.263,156.5662,1595000,319,319,-11127.8310546875,1936.56
2268.17,15.4449,156.6316,1600000,320,320,-11131.8369140625,1952.11
2301.35,15.4143,156.6067,1605000,321,321,-11183.134765625,1931.01
2278.7,15.4098,156.5383,1610000,322,322,-11170.7412109375,1953.93
2303.19,15.4699,156.6246,1615000,323,323,-11212.18359375,1967.12
2278.46,15.5,156.5395,1620000,324,324,-11235.7431640625,1975.37
2287.81,15.4774,156.4251,1625000,325,325,-11243.181640625,1974.16
2278.9,15.452,156.6161,1630000,326,326,-11286.74609375,1959.61
2300.91,15.3774,156.6573,1635000,327,327,-11309.650390625,1954.66
2302.97,15.4343,156.5488,1640000,328,328,-11308.26171875,1966.75
2311.24,15.398,156.6245,1645000,329,329,-11326.458984375,1967.0
2318.31,15.569,156.6017,1650000,330,330,-11365.849609375,1990.43
2305.63,15.3622,156.5243,1655000,331,331,-11374.6162109375,1959.74
2316.36,15.4375,156.6374,1660000,332,332,-11393.916015625,1984.55
2326.89,15.3976,156.5345,1665000,333,333,-11415.291015625,1977.28
2323.37,15.3529,156.6392,1670000,334,334,-11432.208984375,1975.37
2280.9,15.3773,156.6952,1675000,335,335,-11427.9189453125,1949.18
2305.88,15.4134,156.6195,1680000,336,336,-11471.091796875,1956.54
2293.38,15.3391,156.4732,1685000,337,337,-11492.666015625,1968.23
2290.31,15.4137,156.5369,1690000,338,338,-11518.55078125,1948.1
2294.96,15.2254,156.5773,1695000,339,339,-11526.7197265625,1958.89
2313.6,15.2061,156.4624,1700000,340,340,-11537.58984375,1939.85
2296.55,15.4124,156.6972,1705000,341,341,-11575.44921875,1951.14
2305.22,15.1919,156.4619,1710000,342,342,-11562.7490234375,1964.26
2311.36,15.1533,156.6046,1715000,343,343,-11612.1748046875,1952.08
2289.1,15.0955,156.537,1720000,344,344,-11617.2900390625,1893.44
2289.53,15.1929,156.7129,1725000,345,345,-11649.1748046875,1936.22
2293.3,15.1997,156.4967,1730000,346,346,-11672.826171875,1952.92
2286.93,15.3774,156.6742,1735000,347,347,-11660.013671875,1953.94
2302.0,15.2507,156.7036,1740000,348,348,-11702.865234375,1948.93
2296.87,15.3032,156.5951,1745000,349,349,-11718.6484375,1964.8
2297.52,15.1802,156.6098,1750000,350,350,-11712.197265625,1931.11
2281.09,15.3102,156.5721,1755000,351,351,-11766.8681640625,1969.21
2280.59,15.3599,156.6239,1760000,352,352,-11766.1640625,1934.83
2302.57,15.1042,156.5838,1765000,353,353,-11766.8974609375,1950.11
2283.17,15.2889,156.5991,1770000,354,354,-11806.05078125,1967.18
2305.31,15.3737,156.5523,1775000,355,355,-11844.48828125,1974.99
2291.06,15.4165,156.4808,1780000,356,356,-11845.9990234375,1983.8
2295.95,15.2221,156.4049,1785000,357,357,-11824.01953125,1951.57
2279.88,15.2829,156.52,1790000,358,358,-11900.4287109375,1969.74
2299.61,15.3562,156.617,1795000,359,359,-11912.7314453125,1971.02
2276.52,15.2303,156.575,1800000,360,360,-11936.341796875,1958.91
2282.33,15.3264,156.4806,1805000,361,361,-11933.728515625,1974.65
2306.43,15.2228,156.6375,1810000,362,362,-11978.24609375,1963.16
2286.02,15.0337,156.5819,1815000,363,363,-11951.119140625,1964.4
2317.22,15.3697,156.6307,1820000,364,364,-11990.060546875,1975.75
2316.92,15.4099,156.5562,1825000,365,365,-12041.2197265625,1981.59
2294.07,15.3401,156.6325,1830000,366,366,-12015.0966796875,1973.05
2302.55,15.4822,156.7943,1835000,367,367,-12052.8759765625,1951.58
2311.21,15.3005,156.5836,1840000,368,368,-12116.943359375,1989.24
2295.57,15.3258,156.4997,1845000,369,369,-12130.78515625,1990.29
