Running Env Steps,Reward Loss,Running Forward KL,Running Update Time,Real Sto Return,Running Reverse KL,Itration,Real Det Return
160000,-1129.6824951171875,65.4473,32,2098.88,39.7508,32,3557.56
165000,-1536.6947021484375,65.5698,33,1127.01,32.7022,33,2742.57
170000,-1810.5684814453125,66.3226,34,709.09,27.2866,34,1296.05
175000,-1661.4102783203125,64.9714,35,1213.36,31.0497,35,1942.19
180000,-1903.7574462890625,66.3697,36,755.08,27.7802,36,1014.03
185000,-1684.4439697265625,65.7206,37,1894.59,34.9055,37,3350.93
190000,-1545.599609375,67.7618,38,1958.86,40.3029,38,3584.96
195000,-1443.51708984375,67.63,39,2103.14,41.4982,39,3048.62
200000,-1522.4671630859375,71.3776,40,2139.83,47.3238,40,2319.39
205000,-1895.573974609375,68.1997,41,2100.98,36.3484,41,2430.06
210000,-1813.151611328125,66.9292,42,1927.16,37.6846,42,2775.81
215000,-1598.3497314453125,71.0622,43,2083.91,49.4879,43,3054.71
220000,-1812.1080322265625,68.4209,44,2907.78,40.4702,44,3950.31
225000,-1804.7061767578125,68.1045,45,2377.89,41.1792,45,3457.57
230000,-2331.255615234375,67.3373,46,1131.46,29.5358,46,1610.99
235000,-1892.4271240234375,70.2183,47,2492.78,44.0612,47,2666.4
240000,-2227.638671875,66.8135,48,2190.76,35.2117,48,3192.8
245000,-2289.8857421875,66.2673,49,2162.83,32.8897,49,2697.19
250000,-2502.510009765625,67.2613,50,1646.24,32.9661,50,2484.78
255000,-2461.257080078125,69.2772,51,2659.43,38.2799,51,3120.61
260000,-1950.370361328125,75.3968,52,3380.33,57.1814,52,4011.29
265000,-2271.5810546875,73.4562,53,2421.97,50.4349,53,2725.36
270000,-2712.38916015625,68.0264,54,2720.65,37.063,54,3565.89
275000,-2245.952392578125,77.643,55,3608.69,56.3083,55,4681.4
280000,-2321.646484375,75.7951,56,3731.28,55.8652,56,4204.73
285000,-2689.995849609375,68.9216,57,3245.27,40.813,57,3635.89
290000,-2364.128662109375,75.7931,58,3839.98,55.5697,58,4191.26
295000,-2436.57666015625,74.2299,59,3892.87,53.7973,59,4676.17
300000,-2572.95849609375,72.7422,60,3460.75,52.4573,60,4306.62
305000,-2570.35888671875,76.9157,61,3603.8,61.4215,61,4604.23
310000,-3005.087158203125,68.5934,62,3417.55,42.134,62,4657.14
315000,-2734.249755859375,76.1736,63,3755.17,59.1031,63,4913.02
320000,-2727.220947265625,73.7181,64,3060.45,53.3699,64,4395.05
325000,-2839.64208984375,81.6216,65,3178.56,60.4679,65,3784.2
330000,-3230.880859375,68.5104,66,3217.13,38.8296,66,3519.57
335000,-3132.627197265625,72.1393,67,3312.59,51.784,67,4068.49
340000,-3211.1923828125,70.2145,68,3748.11,46.1832,68,4587.54
345000,-3180.03466796875,74.169,69,3681.47,57.544,69,4394.05
350000,-3305.706298828125,74.0197,70,3709.31,52.9034,70,4886.04
355000,-3261.539794921875,81.5151,71,4093.86,63.4564,71,4665.85
360000,-3380.808349609375,73.0654,72,3763.7,53.4632,72,4910.57
365000,-3570.376708984375,68.875,73,3317.31,40.1911,73,3626.08
370000,-3465.9228515625,71.169,74,3629.47,49.4997,74,4524.97
375000,-3435.982666015625,80.5989,75,4531.48,64.117,75,5353.03
380000,-3632.53662109375,73.3152,76,4284.79,56.6233,76,4910.0
385000,-3706.2919921875,75.6651,77,4612.13,62.3931,77,5027.26
390000,-3735.10693359375,76.8017,78,4559.27,62.8289,78,4832.26
395000,-3823.766845703125,82.7957,79,3926.14,66.7648,79,4879.08
400000,-4062.34326171875,76.3446,80,3575.79,63.0862,80,4810.68
405000,-4168.79736328125,86.9973,81,3592.22,70.6649,81,4052.12
410000,-4099.8818359375,79.7132,82,4750.37,66.8745,82,5146.98
415000,-4093.024169921875,79.0177,83,4562.15,68.2571,83,5076.71
420000,-4010.42724609375,83.9918,84,4347.03,69.996,84,4593.07
425000,-4309.7294921875,84.8702,85,3933.6,68.6993,85,5218.83
430000,-4416.97216796875,88.4382,86,4551.06,77.9974,86,5459.23
435000,-4603.0673828125,73.5653,87,4335.57,56.346,87,5426.66
440000,-4648.2978515625,93.5465,88,4727.76,81.2222,88,5075.7
445000,-4562.12255859375,84.2675,89,4243.91,71.2434,89,4807.28
450000,-4841.15869140625,83.6565,90,4645.31,71.7016,90,5116.48
455000,-4975.21240234375,89.0967,91,5075.4,77.9123,91,5542.81
460000,-5128.6064453125,80.8301,92,4613.14,73.6099,92,4623.96
465000,-5208.4892578125,75.2968,93,4254.87,60.0801,93,4846.74
470000,-5062.71533203125,74.3814,94,4123.89,59.4658,94,5050.88
475000,-5306.8408203125,78.1177,95,4765.21,70.5219,95,5219.39
480000,-5274.2158203125,76.0708,96,4595.7,65.1648,96,5352.14
485000,-5649.7626953125,87.2443,97,4148.52,74.2136,97,4689.33
490000,-5684.3408203125,87.6325,98,5281.86,76.3396,98,5694.66
495000,-5740.05517578125,87.7597,99,4638.56,76.7422,99,5389.34
500000,-5863.720703125,86.2586,100,5290.51,77.0826,100,5706.24
505000,-5886.63671875,75.0675,101,5137.95,63.2447,101,5639.94
510000,-6090.41162109375,75.8262,102,4559.12,66.6315,102,5253.65
515000,-6147.1357421875,75.2392,103,4035.44,66.0389,103,5720.01
520000,-6190.75341796875,77.7965,104,4643.08,69.4314,104,5301.21
525000,-6587.322265625,86.6595,105,5109.02,77.0967,105,5074.68
530000,-6419.26171875,75.6526,106,4207.68,65.5195,106,4833.67
535000,-6616.7998046875,88.9448,107,4481.32,85.1883,107,5563.18
540000,-6723.5009765625,87.2623,108,4877.48,79.2174,108,5433.86
545000,-6805.44091796875,76.8292,109,5151.14,69.318,109,5622.16
550000,-7055.8076171875,87.9684,110,4932.9,81.8439,110,5624.45
555000,-6888.93359375,77.6668,111,4835.81,67.527,111,5566.26
560000,-6975.4599609375,79.3833,112,4774.88,71.5265,112,5492.16
565000,-7426.47998046875,87.5906,113,4517.39,79.8276,113,5537.49
570000,-7463.19140625,88.0251,114,4931.75,81.4245,114,4605.8
575000,-7561.5400390625,79.1442,115,4964.92,72.8036,115,5559.7
580000,-7920.18994140625,89.933,116,4997.91,80.5722,116,5274.59
585000,-7731.41552734375,80.2732,117,4966.24,74.5001,117,5210.44
590000,-7890.31201171875,77.5623,118,4684.7,70.3452,118,5669.73
595000,-8473.0244140625,91.3706,119,5020.56,85.9927,119,5716.02
600000,-7586.69921875,72.8295,120,2803.7,61.8639,120,4759.08
605000,-8437.3310546875,85.441,121,5065.72,78.7886,121,5712.08
610000,-8628.1982421875,83.9637,122,5123.49,83.7985,122,5592.02
615000,-8539.125,78.629,123,5101.16,78.5769,123,5591.94
620000,-8762.1640625,89.1931,124,4565.22,91.2393,124,5129.59
625000,-8587.1650390625,78.3902,125,5059.44,75.0697,125,5167.9
630000,-8825.7236328125,78.8743,126,5177.44,74.5463,126,5584.34
635000,-9409.525390625,89.0746,127,5344.26,86.1339,127,5802.49
640000,-9145.8115234375,78.5453,128,4495.16,73.6021,128,5140.95
645000,-9116.421875,75.0903,129,4541.46,65.0773,129,5707.21
650000,-9816.375,84.8968,130,5068.91,81.397,130,5001.09
655000,-9270.75,75.6463,131,3981.28,65.4373,131,5221.75
660000,-10029.2333984375,90.88,132,5219.89,82.9001,132,5722.88
665000,-10669.056640625,93.503,133,5270.43,91.0847,133,5802.07
670000,-10345.0693359375,82.8168,134,5332.43,80.4865,134,5607.34
675000,-10533.896484375,91.9212,135,5311.56,88.8839,135,5641.87
680000,-10126.193359375,77.531,136,4989.39,77.6815,136,5662.31
685000,-10578.171875,81.0176,137,4967.57,76.8334,137,5481.44
690000,-10974.767578125,90.6714,138,5186.09,89.0413,138,5799.93
695000,-11349.8828125,90.1813,139,5166.57,88.0075,139,5733.25
700000,-11391.072265625,90.2849,140,4609.39,85.6077,140,5901.21
705000,-10905.4755859375,79.3211,141,5497.25,79.4009,141,5593.08
710000,-11577.0146484375,91.7862,142,5482.1,84.8955,142,5920.2
715000,-11592.72265625,91.6928,143,4805.94,86.3388,143,5403.06
720000,-11926.1728515625,83.2982,144,4803.63,82.8095,144,5768.26
725000,-11635.3681640625,82.22,145,4868.78,81.3507,145,5691.85
730000,-11635.0166015625,76.2613,146,5359.33,73.0785,146,5798.06
735000,-12368.2353515625,89.3982,147,5167.55,85.2693,147,5460.92
740000,-12398.080078125,92.155,148,5400.7,88.4521,148,5487.13
745000,-12546.44140625,90.7956,149,5195.34,87.5795,149,5784.59
750000,-12812.5634765625,89.7938,150,5549.78,84.842,150,5489.11
755000,-12774.3310546875,80.9961,151,5230.56,79.1625,151,5411.94
760000,-13506.7041015625,89.4726,152,4865.27,83.4339,152,5544.63
765000,-12748.35546875,75.8048,153,4721.84,73.9376,153,5110.48
770000,-12997.0439453125,77.4712,154,5210.3,77.4473,154,5844.2
775000,-13204.333984375,78.3307,155,4743.64,69.8112,155,4857.33
780000,-13661.4404296875,87.1661,156,4976.46,81.2161,156,5270.16
785000,-14611.568359375,92.1949,157,5448.57,90.2276,157,5845.49
790000,-14341.3154296875,88.7664,158,5303.27,81.1358,158,5766.92
795000,-13888.45703125,77.8785,159,5157.35,71.4694,159,5459.04
800000,-14941.931640625,92.3452,160,5045.11,89.2193,160,5761.1
805000,-14594.8388671875,80.5888,161,5152.36,78.4408,161,5639.94
810000,-15286.6767578125,88.2421,162,5555.25,85.5311,162,5823.5
815000,-15490.8173828125,89.8356,163,5360.87,83.0202,163,5650.47
820000,-15451.7138671875,89.4366,164,5295.12,86.1025,164,5850.21
825000,-14972.54296875,77.766,165,5102.47,72.8858,165,5584.82
830000,-15372.8984375,82.5466,166,5451.38,79.2147,166,5414.53
835000,-15666.09765625,79.921,167,5554.93,78.2143,167,5939.81
840000,-16376.740234375,92.8185,168,4193.41,85.3203,168,5613.49
845000,-16647.00390625,89.598,169,4684.17,90.7286,169,5592.54
850000,-17056.0,89.3728,170,5473.18,85.379,170,6007.72
855000,-17333.80859375,89.1214,171,4890.26,87.6191,171,5572.81
860000,-17363.158203125,91.7618,172,5131.66,90.3215,172,5276.96
865000,-16079.01953125,74.3092,173,5482.41,67.8504,173,5913.95
870000,-17574.767578125,88.4528,174,5477.72,82.6902,174,5607.29
875000,-17896.513671875,91.6712,175,5341.33,86.1233,175,5596.47
880000,-18089.642578125,88.5417,176,5190.3,89.2232,176,5840.68
885000,-18573.3671875,91.2171,177,5088.83,88.045,177,6042.96
890000,-18951.9609375,90.5456,178,5611.61,84.6213,178,6033.08
895000,-18507.76953125,81.5345,179,5130.45,82.4412,179,6003.89
900000,-19343.203125,88.1894,180,5589.63,80.5318,180,5777.43
905000,-17713.96484375,74.6001,181,5155.0,67.6656,181,5427.94
910000,-19836.646484375,83.8331,182,5355.49,85.047,182,5914.31
915000,-19919.5546875,88.0736,183,5104.39,84.7626,183,5639.84
920000,-20181.376953125,85.0747,184,5674.4,85.8893,184,6026.85
925000,-20082.53125,80.9938,185,5728.25,81.5435,185,5626.16
930000,-20744.052734375,89.8519,186,5311.86,89.0558,186,6005.75
935000,-21063.142578125,92.2675,187,5345.84,88.1262,187,6027.32
940000,-21080.087890625,88.4355,188,5661.28,80.6859,188,5848.78
945000,-21782.046875,90.9242,189,5197.0,86.5602,189,6018.31
950000,-21934.818359375,89.3446,190,5246.53,84.2931,190,5959.17
955000,-22527.224609375,91.9999,191,5753.25,87.1413,191,6102.77
960000,-22028.330078125,87.2911,192,4929.01,80.0733,192,6094.52
965000,-21710.1640625,79.3689,193,5648.57,78.5795,193,6002.13
970000,-22373.4453125,89.6694,194,5403.54,82.8325,194,6042.55
975000,-23104.794921875,90.2415,195,5203.74,89.4072,195,5912.76
980000,-23340.93359375,88.0275,196,5266.07,80.4639,196,5667.95
985000,-23654.322265625,91.5392,197,5662.32,87.0081,197,5636.15
990000,-24282.703125,92.3079,198,5709.98,91.8514,198,6011.82
995000,-24573.087890625,91.0711,199,5284.21,89.3875,199,6071.04
1000000,-24405.486328125,92.0029,200,5756.41,84.6116,200,6165.03
1005000,-24436.759765625,88.6735,201,5519.41,82.8848,201,5990.33
1010000,-24372.919921875,87.7776,202,4765.59,79.9606,202,6100.06
1015000,-25112.255859375,90.4967,203,5395.49,83.6111,203,5954.67
1020000,-25189.080078125,86.532,204,5386.41,81.0181,204,5544.14
1025000,-25797.419921875,88.8842,205,5507.03,83.4192,205,6101.65
1030000,-26042.373046875,89.9559,206,5510.1,85.481,206,5892.04
1035000,-25098.998046875,80.0077,207,4732.11,76.8636,207,6033.95
1040000,-25720.52734375,81.9793,208,4728.97,81.9525,208,5746.86
1045000,-26322.369140625,89.42,209,4500.33,81.2987,209,6110.14
1050000,-27024.15625,90.2031,210,5501.6,84.0629,210,5926.84
1055000,-26836.66015625,88.6309,211,5375.78,82.6204,211,5456.93
1060000,-27292.41015625,82.1152,212,5421.97,78.9337,212,6189.13
1065000,-27860.234375,88.6296,213,5611.97,81.9905,213,5858.98
1070000,-28202.298828125,91.1399,214,5694.59,85.1547,214,5863.93
1075000,-28830.87890625,93.228,215,5414.26,87.8197,215,5672.73
1080000,-28558.71484375,84.6044,216,5694.99,83.1836,216,6078.31
1085000,-28930.578125,91.6834,217,5458.31,87.8057,217,6092.34
1090000,-28026.423828125,79.0771,218,4964.21,76.7887,218,5861.45
1095000,-29333.48046875,90.0697,219,5431.76,80.9969,219,5551.7
1100000,-29980.15234375,90.7812,220,5381.63,87.0573,220,5165.74
1105000,-29960.73828125,84.9,221,5655.33,80.3112,221,6241.41
1110000,-30490.607421875,87.7724,222,5767.51,82.7277,222,6253.22
1115000,-31138.814453125,92.0722,223,5384.77,85.5762,223,6226.09
1120000,-31649.517578125,90.127,224,5664.54,87.2774,224,5955.93
1125000,-29391.966796875,77.8207,225,5451.67,76.4378,225,6054.69
1130000,-32331.58203125,91.4769,226,5752.96,88.5086,226,5818.86
1135000,-32004.685546875,83.1442,227,5838.25,82.3737,227,6212.83
1140000,-32713.060546875,92.4103,228,5461.46,89.7876,228,6196.07
1145000,-32786.19921875,88.7028,229,5692.39,84.3796,229,6184.2
1150000,-33086.54296875,89.9755,230,5574.21,85.8388,230,6178.68
1155000,-33567.20703125,90.2939,231,5817.75,84.3436,231,6132.9
1160000,-33903.47265625,92.6967,232,5607.61,87.5358,232,6305.39
1165000,-31601.697265625,76.2465,233,5031.16,70.9973,233,6143.03
1170000,-32612.650390625,80.0779,234,5753.6,78.157,234,5904.82
1175000,-34286.60546875,87.851,235,5161.77,82.9097,235,6280.59
1180000,-34544.71875,89.7009,236,5461.2,82.4007,236,5998.13
1185000,-34106.08984375,79.0118,237,5820.9,76.7782,237,6121.24
1190000,-33864.48828125,79.8191,238,5443.03,75.8597,238,5945.23
1195000,-35769.953125,88.2305,239,5309.47,82.8828,239,6315.91
1200000,-36047.28515625,88.459,240,5321.74,81.5294,240,6155.02
1205000,-35967.78125,81.9191,241,5514.33,80.254,241,6162.26
1210000,-37039.28515625,89.973,242,5429.78,85.1133,242,5637.88
1215000,-37201.84375,89.8646,243,5790.34,87.6015,243,5989.85
1220000,-37159.734375,88.248,244,5345.6,81.6362,244,5762.17
1225000,-37414.421875,86.8222,245,5634.12,78.9232,245,6398.14
1230000,-38284.1953125,87.9877,246,5873.99,83.2764,246,6347.98
1235000,-38278.71875,89.6606,247,5492.06,83.9884,247,6110.8
1240000,-38648.17578125,90.4838,248,5746.08,81.0783,248,6306.53
1245000,-39228.02734375,88.1591,249,5624.2,83.3221,249,6236.36
1250000,-37319.29296875,78.8183,250,5770.06,70.4686,250,6218.6
1255000,-39576.484375,89.2317,251,5858.92,83.79,251,5980.98
1260000,-39178.0546875,84.3737,252,5811.89,79.212,252,6279.0
1265000,-40282.7265625,88.461,253,5505.02,86.6611,253,5575.06
1270000,-39319.18359375,85.81,254,5323.12,77.7664,254,6262.72
1275000,-40437.1875,87.2014,255,5242.2,85.2028,255,5924.24
1280000,-40805.5859375,88.4455,256,5834.63,81.5153,256,6121.91
1285000,-40139.50390625,82.9291,257,5053.19,80.1817,257,5346.08
1290000,-41625.0390625,88.4101,258,5876.66,81.9192,258,6292.95
1295000,-41797.046875,87.2251,259,5415.59,81.1613,259,5987.73
1300000,-41921.4375,89.5272,260,5602.23,81.5721,260,5953.58
1305000,-42478.7265625,91.1918,261,5618.57,89.4184,261,6136.89
1310000,-42199.35546875,87.1067,262,5599.27,83.9433,262,5832.51
1315000,-42344.1640625,87.3798,263,5429.17,84.5346,263,6170.34
1320000,-42945.53125,86.9098,264,5623.48,81.2253,264,6272.78
1325000,-40928.33984375,77.3332,265,5572.82,71.5767,265,6099.27
1330000,-43583.421875,87.4935,266,5572.41,87.4494,266,5930.83
1335000,-43932.890625,87.304,267,5265.62,83.5239,267,6219.18
1340000,-44131.83984375,88.5785,268,5305.04,81.6087,268,6247.0
1345000,-44366.0546875,88.6341,269,4888.82,85.1014,269,5636.92
1350000,-44420.75390625,85.3574,270,5492.65,83.4906,270,6061.78
1355000,-42683.78125,77.8455,271,5486.75,76.4881,271,6239.25
1360000,-45604.46484375,88.8486,272,5521.97,82.9402,272,6282.25
1365000,-46057.1484375,87.2917,273,5905.81,79.5719,273,6342.79
1370000,-41986.78125,75.0452,274,5628.63,68.8501,274,5980.29
1375000,-43033.7890625,75.6662,275,5489.55,71.7531,275,6256.19
1380000,-45939.7578125,86.9885,276,5754.91,79.077,276,5896.05
1385000,-46956.6015625,87.797,277,5506.16,84.1321,277,6172.1
1390000,-46784.9375,86.0004,278,5494.14,81.0288,278,6020.84
1395000,-46599.01171875,86.2506,279,5337.02,80.14,279,5370.82
1400000,-47467.00390625,86.1076,280,5521.5,78.976,280,6197.57
1405000,-47794.01171875,86.4364,281,5407.27,79.3359,281,6073.91
1410000,-45578.04296875,77.1124,282,5612.66,74.6246,282,6327.46
1415000,-47734.41015625,83.7861,283,5428.19,78.3666,283,5937.31
1420000,-48475.51953125,86.7285,284,5509.21,78.9488,284,6289.16
1425000,-48884.70703125,87.1237,285,4860.18,79.1823,285,5784.29
1430000,-48753.69140625,86.9502,286,5230.07,77.6814,286,5978.56
1435000,-48560.6953125,83.9241,287,4847.37,80.1262,287,6012.4
1440000,-49720.3203125,87.6463,288,5294.14,80.3896,288,6090.77
1445000,-43925.4140625,73.05,289,4717.24,60.76,289,6267.15
1450000,-46740.71875,76.6196,290,5298.95,69.7134,290,6202.79
1455000,-51058.4921875,88.7518,291,5443.93,82.2777,291,6287.85
1460000,-50420.13671875,87.943,292,5502.16,79.0406,292,6249.56
1465000,-48964.89453125,79.7328,293,5333.11,73.4075,293,5680.49
1470000,-48425.14453125,77.4138,294,5213.03,67.473,294,5978.42
1475000,-51813.1640625,88.381,295,5608.58,81.1634,295,6331.46
1480000,-51575.8125,86.8895,296,5278.43,77.34,296,6315.25
1485000,-51974.9296875,86.1694,297,5551.5,78.2104,297,4823.4
1490000,-52031.921875,83.9631,298,5643.04,77.6023,298,6059.71
1495000,-51733.3515625,83.0596,299,5593.97,73.9914,299,5918.47
1500000,-51300.12890625,80.3418,300,5334.6,72.4211,300,6319.38
1505000,-52371.15625,84.2433,301,5183.81,73.0142,301,6225.76
1510000,-52101.57421875,80.8885,302,5124.37,75.1161,302,6163.06
1515000,-53703.30078125,87.4896,303,5590.17,80.7633,303,6269.39
1520000,-51511.79296875,78.6374,304,5290.73,75.1831,304,6292.94
1525000,-50669.203125,76.0957,305,5448.15,73.3403,305,6151.0
1530000,-54243.9765625,87.1776,306,5638.79,77.7613,306,6385.61
1535000,-54262.26171875,86.502,307,5700.51,76.7033,307,6393.97
1540000,-54101.125,87.018,308,5129.74,78.1296,308,6307.1
1545000,-52683.30078125,78.2569,309,5451.33,72.7447,309,6294.61
1550000,-55331.203125,87.5566,310,5653.7,80.1163,310,6323.97
1555000,-55419.59765625,87.0986,311,5332.35,78.5294,311,6298.91
1560000,-55194.515625,85.7806,312,5307.71,78.8812,312,5664.39
1565000,-56050.85546875,87.3948,313,5283.25,80.642,313,6201.89
1570000,-56148.203125,87.332,314,5681.73,79.6238,314,5814.85
1575000,-56445.546875,86.5441,315,5535.08,79.9848,315,6306.28
1580000,-56020.671875,83.3312,316,4933.68,79.83,316,6271.38
1585000,-52156.3984375,75.11,317,5549.04,68.3967,317,6251.1
1590000,-53894.38671875,77.0973,318,5800.86,71.6105,318,6307.62
1595000,-56913.859375,83.3113,319,5531.38,76.3603,319,6306.93
1600000,-58017.78515625,87.3529,320,5370.58,82.9254,320,6215.54
1605000,-57893.68359375,85.8959,321,5581.59,82.5734,321,6240.92
1610000,-59017.703125,89.246,322,5663.57,82.8201,322,6333.19
1615000,-57969.02734375,86.1207,323,5749.49,80.8617,323,6290.77
1620000,-58427.46484375,86.2305,324,5505.27,81.3104,324,6219.69
1625000,-56747.046875,80.4667,325,5760.95,76.8481,325,6266.09
1630000,-58973.7109375,87.8036,326,5247.14,82.4977,326,5502.44
1635000,-59504.671875,89.5193,327,5785.24,82.6965,327,6269.51
1640000,-59934.09375,86.3554,328,5820.92,83.4335,328,6242.48
1645000,-59278.55859375,86.3559,329,5547.39,78.4684,329,5858.92
1650000,-60615.43359375,88.3247,330,5256.54,80.7378,330,5954.3
1655000,-56726.35546875,77.0941,331,5537.38,71.0092,331,6361.37
1660000,-59869.48046875,88.1717,332,5290.1,78.2236,332,5718.94
1665000,-55363.31640625,75.3702,333,5446.87,67.6196,333,5582.45
1670000,-61522.26953125,87.2442,334,5473.14,82.8406,334,6343.33
1675000,-60709.91015625,85.8136,335,4984.52,79.4876,335,6227.95
1680000,-61329.34375,87.1739,336,5599.9,81.8353,336,6290.62
1685000,-61758.0390625,87.237,337,5588.95,81.2761,337,6050.21
1690000,-61749.54296875,89.2012,338,5530.9,82.4765,338,5937.51
1695000,-61666.8671875,87.245,339,5853.68,81.3256,339,6346.26
1700000,-62318.8125,88.8296,340,5503.55,79.503,340,6365.08
1705000,-62758.22265625,88.0112,341,4499.89,82.6622,341,5906.35
1710000,-55228.62109375,74.1595,342,5108.37,68.0077,342,6076.98
1715000,-60328.9453125,79.9028,343,5428.94,76.281,343,6274.77
1720000,-62909.95703125,88.8272,344,5488.18,82.4954,344,6369.08
1725000,-62865.55078125,87.3163,345,5764.38,83.548,345,5845.11
1730000,-62180.48828125,85.0662,346,5287.99,80.4848,346,6332.66
1735000,-63890.31640625,89.6986,347,5442.04,85.7306,347,6235.36
1740000,-62636.84765625,86.0728,348,4899.76,77.2193,348,6334.34
1745000,-62954.28125,87.0752,349,5074.64,80.5426,349,6014.27
1750000,-63277.34375,84.9034,350,5355.75,79.8636,350,6363.08
1755000,-63914.4921875,85.9045,351,5861.52,79.9907,351,6337.53
1760000,-64334.90234375,88.1821,352,5154.24,82.041,352,6302.12
1765000,-63158.03515625,84.5712,353,5272.16,80.3952,353,6169.38
1770000,-63878.36328125,86.5007,354,5781.69,79.6337,354,6339.15
1775000,-64395.14453125,87.6895,355,5149.31,82.9122,355,6205.89
1780000,-61974.9921875,78.0326,356,5639.3,74.2224,356,6007.55
1785000,-64360.37890625,85.9412,357,5496.35,81.7602,357,6149.51
1790000,-64588.359375,85.4308,358,4826.52,81.0841,358,6324.8
1795000,-63525.1171875,80.874,359,5875.73,79.6716,359,6119.66
1800000,-65458.6015625,87.6508,360,5259.53,85.5805,360,5728.14
1805000,-65251.2578125,86.598,361,5612.95,80.4579,361,5829.72
1810000,-65327.65234375,87.5271,362,4982.88,80.7259,362,6347.31
1815000,-65802.9453125,87.5921,363,5476.16,84.338,363,6284.92
1820000,-65486.42578125,87.5323,364,5491.93,80.2816,364,5542.8
1825000,-62078.29296875,76.553,365,4945.24,71.741,365,6086.89
1830000,-63851.22265625,79.1952,366,4965.99,77.7635,366,6291.46
1835000,-65856.703125,84.4792,367,4714.25,78.3735,367,6056.22
1840000,-66818.0625,87.5022,368,5365.59,81.4765,368,5650.79
1845000,-66407.9296875,87.9998,369,5369.53,81.6502,369,6392.24
1850000,-66752.65625,88.0668,370,5449.91,83.6086,370,6255.85
1855000,-67082.75,88.2369,371,5762.01,84.9629,371,6325.26
1860000,-66837.328125,88.1574,372,5223.66,82.8911,372,6317.48
1865000,-66878.0703125,87.5466,373,5835.32,81.7969,373,6293.98
1870000,-66816.8984375,88.1859,374,5589.28,82.4156,374,6297.67
1875000,-65997.84375,82.012,375,5806.44,79.9132,375,6321.5
1880000,-67809.1796875,89.2923,376,5526.79,86.5387,376,5942.91
1885000,-67466.6328125,89.0321,377,5843.07,85.9931,377,5993.05
1890000,-60853.46875,73.6484,378,5337.9,70.4884,378,5887.19
1895000,-67292.5078125,87.2774,379,5807.49,83.4342,379,5708.22
1900000,-68040.109375,87.4108,380,5948.81,82.892,380,6335.42
1905000,-67583.5234375,85.2509,381,5768.88,81.8531,381,5912.45
1910000,-67915.3671875,88.1401,382,5824.58,83.0937,382,6186.27
1915000,-68343.796875,87.8041,383,5578.92,83.226,383,5999.05
1920000,-66752.1015625,84.589,384,5754.24,80.8917,384,5687.16
1925000,-67287.3359375,84.018,385,5130.6,80.6159,385,6201.83
1930000,-68585.234375,87.6827,386,5729.17,85.254,386,6060.42
1935000,-68613.515625,87.8771,387,5797.09,86.2191,387,5833.7
1940000,-64660.37890625,77.8702,388,5613.71,75.6426,388,6283.04
1945000,-68488.2734375,85.4249,389,5055.18,81.997,389,6312.65
1950000,-65667.8671875,77.9234,390,5064.09,77.6472,390,6167.91
1955000,-69663.4296875,88.9285,391,5646.76,84.2086,391,6052.72
