Running Reverse KL,Real Sto Return,Running Env Steps,Running Update Time,Itration,Real Det Return,Reward Loss,Running Forward KL
16.5006,1920.34,180000,36,36,2524.45,-224.2600555419922,45.895
16.2418,2678.23,185000,37,37,2807.74,-183.80274963378906,46.5718
13.5554,2322.08,190000,38,38,2941.83,-176.689453125,44.9124
15.1375,2378.95,195000,39,39,2800.8,-205.3803253173828,45.5062
16.478,2904.39,200000,40,40,2946.08,-199.8819122314453,45.4964
13.612,2300.8,205000,41,41,2718.35,-206.324462890625,45.253
18.7218,2979.05,210000,42,42,3062.09,-205.49295043945312,46.5589
17.0424,2933.01,215000,43,43,3138.42,-224.47621154785156,46.0928
16.7164,3086.33,220000,44,44,3125.94,-207.73074340820312,45.999
16.7129,3132.15,225000,45,45,3128.3,-217.55897521972656,45.4913
18.0943,3094.23,230000,46,46,3124.01,-232.63731384277344,45.6319
15.9656,2949.07,235000,47,47,3018.52,-232.2930450439453,45.8848
18.4302,3126.19,240000,48,48,3132.72,-235.8872528076172,46.2704
16.5288,3126.81,245000,49,49,3203.82,-231.3922576904297,45.9528
16.5792,2134.35,250000,50,50,2896.08,-251.3789520263672,44.842
15.9395,3158.65,255000,51,51,3243.42,-243.0148468017578,45.3787
17.7009,3137.74,260000,52,52,3205.31,-251.8390655517578,45.7039
16.8996,3161.98,265000,53,53,3183.71,-265.199462890625,45.6651
14.1829,2638.4,270000,54,54,3234.85,-274.0885925292969,45.105
14.5569,3110.0,275000,55,55,3274.0,-264.9960021972656,44.8337
15.8279,3061.15,280000,56,56,3242.75,-264.0229797363281,45.1293
14.5192,3194.96,285000,57,57,3271.21,-272.32415771484375,45.152
16.429,3214.52,290000,58,58,3250.49,-281.7750549316406,45.2168
16.1506,3197.9,295000,59,59,3168.43,-282.89691162109375,45.2558
15.2771,3165.7,300000,60,60,3189.79,-288.8805236816406,45.1474
15.7808,3062.51,305000,61,61,3297.04,-286.3624572753906,45.2046
15.912,3288.14,310000,62,62,3232.43,-295.12298583984375,45.0076
13.9304,3214.84,315000,63,63,3247.76,-291.3363037109375,45.0844
15.4094,3125.86,320000,64,64,3159.98,-312.0124816894531,45.2467
14.9445,3027.73,325000,65,65,3082.86,-308.6700439453125,44.7947
13.3471,3307.78,330000,66,66,3349.27,-292.2444763183594,44.1187
14.6734,3284.89,335000,67,67,3276.65,-311.2627258300781,44.3289
15.8369,3213.36,340000,68,68,3206.92,-329.54437255859375,44.8898
18.8032,3033.45,345000,69,69,3224.32,-350.3132629394531,44.8608
15.0612,3097.59,350000,70,70,2707.98,-341.23834228515625,44.6795
14.7143,3295.14,355000,71,71,3331.21,-328.7685852050781,44.4964
20.5421,3157.29,360000,72,72,3362.05,-348.8997497558594,44.9856
27.4112,3106.02,365000,73,73,2065.73,-418.89593505859375,45.0369
91.8272,-13.14,370000,74,74,-13.51,-674.3438110351562,59.5792
12.9883,3028.33,375000,75,75,1148.95,-367.8946838378906,44.4155
15.1342,3264.71,380000,76,76,3288.6,-358.1825866699219,44.6951
14.1082,3152.07,385000,77,77,3053.7,-393.3688049316406,44.3738
14.8551,3340.58,390000,78,78,3338.8,-374.8368225097656,44.6306
15.5987,3336.41,395000,79,79,3349.98,-377.22052001953125,44.8357
15.5719,3264.84,400000,80,80,3224.55,-403.5794982910156,44.5196
13.5113,2810.62,405000,81,81,1758.51,-416.46533203125,45.0675
13.1762,2763.81,410000,82,82,2473.47,-393.0849609375,43.9657
15.1087,3321.63,415000,83,83,3331.63,-398.9306945800781,44.7844
15.5789,3404.71,420000,84,84,3289.66,-389.9252014160156,44.3189
15.1959,3419.21,425000,85,85,3321.6,-391.7534484863281,43.8869
14.4197,3409.17,430000,86,86,3433.42,-394.4149475097656,44.2849
15.6878,3310.83,435000,87,87,3278.15,-415.8150634765625,44.6289
14.2073,3399.09,440000,88,88,3368.83,-395.7721252441406,43.7186
13.8569,3225.42,445000,89,89,2671.7,-421.39398193359375,44.2647
14.4554,3287.66,450000,90,90,3324.06,-423.8477783203125,43.8529
14.7803,3282.89,455000,91,91,3351.18,-427.0797119140625,44.668
15.3209,3345.54,460000,92,92,3299.45,-439.0509033203125,44.0789
13.7134,3348.17,465000,93,93,3356.96,-431.6559753417969,44.0402
13.125,3329.27,470000,94,94,3347.49,-433.9732666015625,43.8689
14.8091,3283.45,475000,95,95,3342.99,-454.50689697265625,44.248
13.5465,3276.92,480000,96,96,3287.64,-464.0167541503906,44.3704
14.6353,3316.64,485000,97,97,3260.39,-461.985107421875,44.2099
14.6311,3383.49,490000,98,98,3414.1,-459.906982421875,44.035
13.471,3348.43,495000,99,99,3277.57,-472.4805908203125,44.1518
13.775,3297.55,500000,100,100,3181.86,-479.1888427734375,44.0755
13.7082,3391.18,505000,101,101,3352.68,-468.2425842285156,43.8824
14.7518,3349.87,510000,102,102,3304.82,-482.147216796875,44.2506
13.6258,3347.85,515000,103,103,3339.37,-483.3874206542969,44.1393
14.4117,3358.94,520000,104,104,3327.55,-492.6748352050781,44.2043
14.2688,3314.07,525000,105,105,3411.38,-495.77197265625,43.8213
13.5644,3326.54,530000,106,106,3388.87,-499.83026123046875,43.7603
14.4005,3412.36,535000,107,107,3462.48,-511.7295837402344,44.1165
13.1086,3383.44,540000,108,108,3386.4,-504.5464782714844,43.3644
14.2716,3243.46,545000,109,109,3329.52,-503.6737976074219,44.1131
14.9809,3380.56,550000,110,110,3332.99,-529.9293823242188,44.1475
14.185,3354.39,555000,111,111,3345.88,-543.6895751953125,43.9932
14.1975,3371.02,560000,112,112,3430.64,-566.5355834960938,44.0472
13.4726,3414.34,565000,113,113,3419.93,-532.5263671875,43.7591
13.195,3414.92,570000,114,114,3419.09,-554.2869873046875,43.4554
14.1142,3174.97,575000,115,115,3300.86,-559.0574951171875,43.8619
14.1253,3297.1,580000,116,116,3520.6,-536.972900390625,43.3872
14.8633,3359.47,585000,117,117,3376.34,-560.8192749023438,43.8528
14.069,3389.93,590000,118,118,3364.84,-564.152099609375,44.0179
13.2721,3369.96,595000,119,119,3405.79,-579.7216796875,43.8572
13.2009,3434.18,600000,120,120,3474.1,-569.574951171875,43.4026
13.4391,3415.85,605000,121,121,3481.39,-577.7505493164062,43.1937
13.2538,3294.41,610000,122,122,3414.32,-599.8615112304688,43.8886
14.1602,3541.44,615000,123,123,3498.42,-592.9638061523438,43.5107
13.2749,3485.85,620000,124,124,3403.49,-616.4637451171875,43.4088
12.6578,2823.36,625000,125,125,3394.96,-638.5203857421875,43.6971
13.2833,3503.84,630000,126,126,3478.97,-614.5897216796875,43.5172
12.6684,3550.9,635000,127,127,3561.57,-588.4256591796875,43.2738
13.704,3008.56,640000,128,128,3352.81,-633.1728515625,44.2155
13.5562,3425.73,645000,129,129,3366.87,-632.1768798828125,43.403
13.9786,3473.24,650000,130,130,3531.29,-625.3529052734375,43.3617
13.4671,3472.59,655000,131,131,3581.28,-612.6730346679688,42.948
12.7113,3115.61,660000,132,132,3469.45,-642.48193359375,43.2359
12.389,3404.9,665000,133,133,3482.35,-618.6011962890625,43.3576
13.0024,3555.13,670000,134,134,3593.1,-616.0516967773438,42.8531
12.4257,3427.79,675000,135,135,3481.72,-665.2684326171875,42.8117
12.9573,3382.05,680000,136,136,3415.34,-668.3514404296875,43.7903
13.3883,3418.92,685000,137,137,3507.63,-676.8721313476562,43.2006
14.1912,3457.42,690000,138,138,3476.58,-684.3297729492188,43.568
14.9504,3471.96,695000,139,139,3490.14,-696.6143798828125,43.7567
13.2283,3241.31,700000,140,140,3461.95,-699.467529296875,43.418
12.8526,3523.38,705000,141,141,3623.93,-674.8114013671875,43.1014
14.5573,3450.17,710000,142,142,3464.37,-724.2442016601562,43.897
12.8124,3391.95,715000,143,143,3435.19,-726.42626953125,42.5587
14.0974,3462.38,720000,144,144,3480.61,-729.8871459960938,43.372
12.435,3345.73,725000,145,145,3562.79,-684.444580078125,42.6598
14.429,3147.77,730000,146,146,3428.03,-744.444091796875,43.3531
13.7561,3365.55,735000,147,147,3399.24,-739.0618286132812,43.3503
12.878,3341.44,740000,148,148,3437.59,-753.5641479492188,43.4452
13.1189,3528.8,745000,149,149,3863.0,-696.0173950195312,42.5371
12.2729,3634.0,750000,150,150,3610.11,-704.6648559570312,42.0622
12.4657,3447.68,755000,151,151,3100.44,-707.1787719726562,42.0677
12.7798,3433.2,760000,152,152,3566.32,-749.1700439453125,42.959
12.2912,3306.25,765000,153,153,3575.27,-731.99609375,41.9223
12.589,3579.11,770000,154,154,3602.87,-743.8515014648438,42.4302
12.2183,3505.0,775000,155,155,3616.12,-769.835693359375,43.1831
12.1778,3441.82,780000,156,156,3603.27,-786.1843872070312,42.7999
13.4868,3583.5,785000,157,157,3535.92,-760.392822265625,42.9451
13.9453,3443.07,790000,158,158,3457.1,-818.3363647460938,43.8694
13.1924,3462.01,795000,159,159,3505.99,-789.8992309570312,43.3075
11.7441,3429.6,800000,160,160,3688.41,-790.5780029296875,42.4964
13.4725,3516.36,805000,161,161,3549.41,-774.670166015625,42.9115
14.11,3547.32,810000,162,162,3648.13,-800.9312133789062,42.8048
14.0891,3599.44,815000,163,163,3635.9,-813.732666015625,42.536
13.5324,3489.03,820000,164,164,3463.48,-850.3822631835938,43.0823
13.0421,3555.09,825000,165,165,3603.77,-819.2498779296875,42.7135
11.8814,3534.81,830000,166,166,3659.29,-840.8125,42.7624
12.9706,3511.65,835000,167,167,3773.34,-811.4805908203125,41.306
12.6474,3591.41,840000,168,168,3693.16,-842.2266235351562,42.2816
13.2524,3812.03,845000,169,169,3916.67,-792.711669921875,41.6751
12.3938,3643.87,850000,170,170,3662.88,-818.10302734375,42.1565
12.5728,3634.97,855000,171,171,3751.96,-840.0347290039062,41.9173
12.6683,3665.13,860000,172,172,3776.09,-828.806396484375,41.7447
13.1284,3649.85,865000,173,173,3717.52,-835.9202270507812,41.7533
12.0428,3422.82,870000,174,174,3574.69,-935.6676635742188,42.1571
12.0025,3526.88,875000,175,175,3488.13,-880.4142456054688,42.6357
12.1468,3524.34,880000,176,176,3449.53,-893.493896484375,42.4598
11.773,3776.81,885000,177,177,3820.77,-793.0996704101562,41.164
12.6783,3536.83,890000,178,178,3612.88,-900.2942504882812,42.5976
11.9588,3611.05,895000,179,179,3579.62,-884.98681640625,42.2565
12.7684,3490.99,900000,180,180,3500.14,-926.5274658203125,42.8867
12.2939,3541.57,905000,181,181,3727.65,-923.817138671875,42.2374
12.1174,3625.41,910000,182,182,3738.07,-890.7940673828125,41.9614
12.6199,3489.02,915000,183,183,3741.51,-925.6007690429688,41.6788
14.7062,3700.78,920000,184,184,3801.61,-940.3932495117188,42.4135
11.7762,3555.9,925000,185,185,3736.88,-880.9951782226562,41.3034
11.8695,3390.37,930000,186,186,3696.16,-859.3178100585938,41.1462
12.4395,3506.3,935000,187,187,3522.5,-957.9381713867188,42.1989
13.9465,3650.16,940000,188,188,3662.21,-935.402587890625,42.7361
14.2729,3563.3,945000,189,189,3586.32,-1001.7714233398438,43.1211
11.8709,3531.53,950000,190,190,3719.67,-972.396484375,41.6041
13.8251,3620.44,955000,191,191,3591.64,-998.8380126953125,42.5367
13.4165,3416.73,960000,192,192,3115.59,-1001.3482666015625,41.9621
13.328,3349.77,965000,193,193,2971.71,-954.616455078125,41.6479
13.4979,3647.22,970000,194,194,3662.03,-964.8186645507812,41.7356
12.4835,3547.89,975000,195,195,3498.83,-1029.1248779296875,42.3083
12.0837,3476.17,980000,196,196,3523.78,-1050.0513916015625,42.7566
13.4454,3039.91,985000,197,197,3673.94,-966.4788818359375,41.9028
12.2228,3558.29,990000,198,198,3705.48,-967.9244995117188,41.7106
13.4901,3679.58,995000,199,199,3842.79,-935.4276123046875,41.0287
11.7047,3615.33,1000000,200,200,3859.63,-1004.9173583984375,41.1852
12.0614,3693.29,1005000,201,201,3818.35,-1009.8311767578125,41.1223
12.1033,3566.59,1010000,202,202,3816.15,-987.8880004882812,40.8191
11.7533,3711.4,1015000,203,203,3811.4,-986.6665649414062,40.8899
12.4008,3697.91,1020000,204,204,3764.27,-1020.2265014648438,41.3121
12.1065,3374.08,1025000,205,205,3840.1,-993.1348266601562,40.8764
12.9873,3703.33,1030000,206,206,3697.54,-972.1826782226562,40.7771
12.6453,3807.94,1035000,207,207,3775.75,-966.5288696289062,40.3926
12.351,3654.73,1040000,208,208,3739.13,-988.1873168945312,40.5361
13.3255,3711.09,1045000,209,209,3657.38,-1036.3929443359375,41.6629
13.4639,3809.49,1050000,210,210,3767.52,-1003.8129272460938,41.1219
13.7086,3809.06,1055000,211,211,3772.31,-1001.8449096679688,41.0241
12.9842,3886.16,1060000,212,212,3891.89,-1001.0126953125,40.9233
12.1277,3840.75,1065000,213,213,3817.71,-1080.393798828125,40.387
13.0149,3844.52,1070000,214,214,3821.71,-1029.9542236328125,40.0589
12.8995,3848.9,1075000,215,215,3849.53,-1043.0426025390625,40.223
12.0355,3735.53,1080000,216,216,3851.82,-1001.1038818359375,39.9857
11.7119,3626.87,1085000,217,217,3903.91,-1074.1097412109375,39.7368
21.3016,3376.74,1090000,218,218,3809.21,-1126.2198486328125,40.3796
12.1993,3838.76,1095000,219,219,3834.41,-1027.311279296875,40.0158
14.4812,3828.03,1100000,220,220,3845.0,-1131.7884521484375,40.2577
12.2857,3854.99,1105000,221,221,3845.86,-1042.7403564453125,40.0526
14.7568,3689.05,1110000,222,222,1738.37,-1196.375244140625,40.0327
11.8871,3759.0,1115000,223,223,3609.04,-1128.091796875,39.7336
11.2054,3912.78,1120000,224,224,3933.68,-1203.2900390625,39.6779
15.1575,3633.15,1125000,225,225,3914.12,-1143.21923828125,39.9307
12.3684,3639.23,1130000,226,226,3901.52,-1078.78369140625,39.6902
12.1559,3625.42,1135000,227,227,3905.32,-1110.9156494140625,39.773
11.428,3594.06,1140000,228,228,3562.14,-1174.059814453125,39.7477
12.5298,2853.72,1145000,229,229,3918.23,-1128.4249267578125,39.588
11.3094,3147.95,1150000,230,230,3032.49,-1325.3023681640625,39.8792
12.315,3775.74,1155000,231,231,3937.38,-1196.0052490234375,39.611
11.5987,3742.42,1160000,232,232,3935.19,-1201.0367431640625,39.4196
11.2334,3895.33,1165000,233,233,3909.19,-1196.7474365234375,39.4695
12.4754,3902.7,1170000,234,234,3939.61,-1172.9866943359375,39.6448
11.7997,3835.3,1175000,235,235,3827.91,-1161.55078125,39.7108
11.4155,3454.07,1180000,236,236,3923.73,-1211.009521484375,39.535
12.9659,3721.31,1185000,237,237,3802.4,-1236.813720703125,39.3091
12.0521,3775.02,1190000,238,238,3921.06,-1167.899169921875,38.8784
11.1517,3831.6,1195000,239,239,3869.83,-1253.30224609375,39.3864
11.8886,3781.3,1200000,240,240,3909.43,-1265.3428955078125,39.6613
11.9203,3917.86,1205000,241,241,3872.82,-1186.987548828125,39.346
11.5601,3638.6,1210000,242,242,3992.96,-1183.9710693359375,39.4695
10.305,3227.46,1215000,243,243,3645.36,-1346.945068359375,39.3135
11.2708,995.8,1220000,244,244,1008.72,-1758.109375,40.35
11.0934,3536.09,1225000,245,245,3943.88,-1297.177490234375,38.9773
13.7756,2594.63,1230000,246,246,3505.85,-1651.865966796875,39.7397
12.0525,3512.94,1235000,247,247,3990.63,-1235.6337890625,38.6274
11.7203,3591.65,1240000,248,248,3939.74,-1408.988525390625,39.2239
12.4178,3887.27,1245000,249,249,3917.57,-1274.2169189453125,39.3571
11.9968,3748.51,1250000,250,250,3892.38,-1289.4510498046875,39.5574
15.1145,3848.06,1255000,251,251,3892.88,-1396.2200927734375,39.4736
12.2274,3925.54,1260000,252,252,3935.98,-1282.963623046875,39.1702
13.0019,3771.31,1265000,253,253,3952.45,-1293.291259765625,39.1456
12.6988,3601.25,1270000,254,254,3933.68,-1315.0408935546875,39.1996
11.8173,3981.23,1275000,255,255,4010.94,-1348.6781005859375,38.9288
11.9984,3683.66,1280000,256,256,3921.0,-1457.9300537109375,39.6718
11.9286,3953.25,1285000,257,257,3947.26,-1313.83642578125,38.7059
12.0686,3897.77,1290000,258,258,3933.47,-1482.785400390625,39.2064
11.4806,3580.56,1295000,259,259,3917.04,-1414.2381591796875,38.7333
11.7377,2697.64,1300000,260,260,3123.43,-1617.655517578125,39.2465
10.7964,3613.76,1305000,261,261,2719.41,-1606.433349609375,39.2214
23.3998,1670.47,1310000,262,262,1274.88,-2006.2808837890625,40.05
15.0576,2267.73,1315000,263,263,1445.85,-2282.484375,41.5672
12.0399,3471.82,1320000,264,264,3826.05,-1422.3695068359375,39.1376
12.2916,2392.16,1325000,265,265,1181.2,-1660.9373779296875,39.3813
13.9217,3798.65,1330000,266,266,4103.91,-1822.619384765625,39.8498
11.3161,2913.92,1335000,267,267,4049.11,-1883.1123046875,39.6762
11.3323,3560.53,1340000,268,268,3227.71,-1493.169189453125,38.603
12.0845,3895.64,1345000,269,269,3842.67,-1411.3216552734375,38.6842
11.307,3424.32,1350000,270,270,4010.53,-1902.911865234375,39.4914
11.7104,2835.04,1355000,271,271,1276.67,-1748.3448486328125,39.1388
14.9758,3206.73,1360000,272,272,3854.86,-1869.953125,39.0614
21.9877,2556.96,1365000,273,273,4060.11,-2015.5491943359375,39.5002
10.5866,3687.17,1370000,274,274,4019.24,-1647.92822265625,39.0419
11.0635,2952.33,1375000,275,275,3869.36,-1788.841796875,39.1832
11.1402,3672.23,1380000,276,276,4039.89,-1542.681884765625,38.7926
12.5351,3540.38,1385000,277,277,3983.88,-1599.1781005859375,39.12
12.2695,3861.33,1390000,278,278,3951.46,-1537.04052734375,39.0633
12.2336,2946.96,1395000,279,279,3967.39,-1759.9052734375,39.0498
11.5714,3984.04,1400000,280,280,3976.93,-1688.5045166015625,39.1457
12.2579,3419.35,1405000,281,281,3806.61,-1710.12109375,38.7893
12.306,4009.95,1410000,282,282,4011.31,-1534.6593017578125,38.5965
13.1357,3970.38,1415000,283,283,3990.42,-1548.81884765625,38.7815
11.9665,3730.21,1420000,284,284,3521.62,-1681.2003173828125,38.8175
11.7998,3908.41,1425000,285,285,3917.04,-1651.69873046875,38.5881
11.8431,3950.92,1430000,286,286,3976.81,-1632.3001708984375,38.6849
11.9129,3943.87,1435000,287,287,3963.15,-1644.07666015625,38.9161
10.628,4019.93,1440000,288,288,4075.52,-1690.5504150390625,38.8492
11.0366,3764.43,1445000,289,289,4057.52,-1840.0833740234375,39.2666
12.0373,3701.35,1450000,290,290,3889.72,-1706.5159912109375,39.1313
10.9778,3871.76,1455000,291,291,4039.33,-1764.1524658203125,38.9442
11.8473,3628.29,1460000,292,292,4005.02,-1690.1258544921875,38.9513
11.1973,3882.66,1465000,293,293,3907.77,-1822.43701171875,38.9803
11.1685,3985.24,1470000,294,294,3996.47,-1668.6776123046875,38.8514
12.3615,3865.11,1475000,295,295,3704.62,-1768.9256591796875,39.3857
11.0851,3934.2,1480000,296,296,3922.34,-1820.0050048828125,38.9359
11.5482,3821.1,1485000,297,297,4026.42,-1729.6661376953125,38.9179
10.8394,3702.33,1490000,298,298,4024.5,-1760.8670654296875,38.9867
11.1534,4056.2,1495000,299,299,4093.02,-1696.700439453125,38.6682
11.4187,3668.76,1500000,300,300,4173.48,-1901.4677734375,39.369
11.4276,3639.53,1505000,301,301,4024.78,-1714.9603271484375,38.8167
11.6179,3975.15,1510000,302,302,4018.45,-1697.647705078125,38.6824
11.8682,3831.89,1515000,303,303,4003.56,-1711.22265625,38.2833
11.3943,3961.61,1520000,304,304,3340.45,-2111.02001953125,38.5537
10.4811,3492.38,1525000,305,305,4143.88,-2023.8299560546875,38.2896
11.3689,3554.42,1530000,306,306,4233.09,-1832.4661865234375,38.3736
11.4754,4111.57,1535000,307,307,4168.24,-1691.7984619140625,38.5083
16.4297,3400.42,1540000,308,308,3815.63,-2196.18798828125,39.2509
11.3707,3606.58,1545000,309,309,4069.96,-2453.28076171875,38.8201
11.2095,3721.4,1550000,310,310,4199.45,-2033.967529296875,38.594
11.137,4077.7,1555000,311,311,4095.58,-1976.0732421875,38.4724
11.4243,4108.37,1560000,312,312,4219.96,-1724.2403564453125,38.2669
12.268,3941.61,1565000,313,313,4113.26,-1795.253173828125,38.3718
11.0498,3923.12,1570000,314,314,4112.69,-2083.936767578125,38.9703
11.6285,4106.69,1575000,315,315,4178.6,-1811.0501708984375,38.5883
11.7026,4085.56,1580000,316,316,4131.97,-1782.5712890625,38.4786
11.3695,4133.62,1585000,317,317,4220.09,-1745.389892578125,38.0293
11.5999,4036.1,1590000,318,318,4071.95,-1843.5084228515625,38.2002
11.4996,4058.54,1595000,319,319,4071.71,-1838.1707763671875,37.983
11.5168,4008.19,1600000,320,320,4062.59,-1924.052978515625,38.8474
11.6251,4084.01,1605000,321,321,4104.39,-1848.746826171875,38.3277
11.8114,4034.1,1610000,322,322,4078.01,-1897.40234375,38.5457
11.7324,4066.79,1615000,323,323,4114.53,-1889.7655029296875,38.7635
11.8579,4008.47,1620000,324,324,3969.06,-1966.961181640625,38.7238
11.6745,4008.51,1625000,325,325,4109.54,-1830.7835693359375,38.345
12.148,4115.02,1630000,326,326,4238.64,-1892.40673828125,38.2273
12.1832,4133.35,1635000,327,327,4238.0,-1939.5003662109375,38.7205
11.8529,4172.29,1640000,328,328,4253.43,-1891.987060546875,38.0374
11.0799,3778.38,1645000,329,329,3980.55,-2092.84521484375,37.9793
11.7049,3947.77,1650000,330,330,4139.57,-1912.635986328125,38.536
10.9038,3836.44,1655000,331,331,4151.67,-2256.373046875,38.6679
11.782,3729.19,1660000,332,332,4161.17,-1900.654052734375,38.0299
11.181,4102.17,1665000,333,333,4083.73,-2194.149169921875,38.4435
11.3382,3944.71,1670000,334,334,4219.73,-2131.071533203125,38.2755
11.164,3189.1,1675000,335,335,4075.12,-2376.516845703125,38.8319
10.9853,3167.05,1680000,336,336,4145.87,-2160.00927734375,38.6134
11.5709,4135.66,1685000,337,337,4254.84,-2082.799560546875,38.0522
11.0149,2709.31,1690000,338,338,4133.84,-2540.35009765625,38.889
11.7769,3403.2,1695000,339,339,4113.13,-2041.87255859375,38.2531
11.4056,3926.39,1700000,340,340,4241.43,-2076.013671875,37.6791
10.732,3587.62,1705000,341,341,4247.27,-2367.349853515625,38.2454
10.8523,3835.55,1710000,342,342,4276.35,-2333.351318359375,37.9673
11.4931,4007.85,1715000,343,343,4243.36,-2093.2373046875,38.1553
11.0503,3793.47,1720000,344,344,4274.33,-2638.6689453125,38.8383
11.5818,3382.39,1725000,345,345,4264.36,-2251.27978515625,38.0439
11.628,3397.22,1730000,346,346,4095.66,-2103.116455078125,38.2304
11.2607,3441.97,1735000,347,347,4153.8,-2335.253662109375,38.2244
11.709,3899.97,1740000,348,348,4226.51,-2267.23388671875,38.2462
11.1175,3503.69,1745000,349,349,4206.88,-2207.58349609375,38.3592
10.982,3880.49,1750000,350,350,4291.68,-2301.625244140625,38.5396
12.3433,3962.55,1755000,351,351,4274.17,-2096.274658203125,38.3746
10.6811,3470.75,1760000,352,352,4236.13,-2550.990478515625,38.3143
12.4739,3593.26,1765000,353,353,4365.18,-2114.56396484375,37.8336
12.0666,3351.05,1770000,354,354,4371.41,-2529.130859375,37.9861
11.5864,3386.06,1775000,355,355,4330.24,-2503.10791015625,38.5504
11.3166,3475.45,1780000,356,356,4288.53,-2858.78564453125,38.3121
11.6547,3377.71,1785000,357,357,3600.4,-2127.298095703125,37.9553
10.5702,4190.74,1790000,358,358,4471.33,-3264.56982421875,39.0732
10.2458,2997.1,1795000,359,359,4472.32,-2993.00341796875,38.1143
10.5368,3105.42,1800000,360,360,4160.38,-3194.740234375,39.1202
10.1324,3846.99,1805000,361,361,4511.49,-2977.381591796875,38.4758
10.7288,3909.33,1810000,362,362,4376.64,-2410.6572265625,38.0469
11.1492,3671.84,1815000,363,363,4346.67,-2279.521240234375,38.2205
10.6394,3129.61,1820000,364,364,4382.39,-3186.2197265625,38.051
13.09,4146.19,1825000,365,365,4399.51,-2431.5849609375,37.6139
11.2319,3951.8,1830000,366,366,4269.23,-2330.378173828125,37.7892
10.5368,3968.82,1835000,367,367,4399.48,-2409.6337890625,37.4648
11.4284,3947.36,1840000,368,368,4132.45,-2428.722412109375,37.2795
11.7187,3604.69,1845000,369,369,4008.05,-2509.75732421875,38.7478
11.0844,3887.39,1850000,370,370,3011.52,-2734.39013671875,38.2001
10.9688,4137.65,1855000,371,371,4098.61,-2589.97900390625,38.6882
11.8529,3964.01,1860000,372,372,4289.26,-2334.927001953125,37.5385
11.5333,4036.57,1865000,373,373,4301.35,-2571.999755859375,37.5584
11.1915,3518.79,1870000,374,374,2642.2,-2868.53076171875,38.2959
11.8934,4103.03,1875000,375,375,4317.48,-2323.052734375,37.3926
11.8854,3974.54,1880000,376,376,4209.33,-2409.894287109375,38.4583
11.5051,4128.21,1885000,377,377,4086.57,-2359.107177734375,37.4016
11.3968,3928.06,1890000,378,378,4320.78,-2422.215087890625,38.2996
11.7788,4295.57,1895000,379,379,4298.73,-2351.868896484375,37.6465
11.8746,4347.78,1900000,380,380,4459.73,-2470.6953125,37.2615
11.3295,4305.71,1905000,381,381,4411.49,-2372.46044921875,37.6318
11.7406,4159.41,1910000,382,382,4457.51,-2376.770263671875,37.2331
12.1981,4191.47,1915000,383,383,4214.39,-2484.0791015625,37.5771
