Running Reverse KL,Itration,Real Sto Return,Real Det Return,Running Forward KL
15.8578,86,1765.05,2144.9,156.9418
16.0343,87,1774.82,2121.77,157.2123
16.1211,88,1774.49,2168.74,156.871
16.321,89,1845.86,2176.3,156.9539
16.3365,90,1823.09,2164.29,157.253
16.0144,91,1807.04,2175.97,157.004
15.9568,92,1778.47,2133.17,157.0926
16.1759,93,1804.32,2155.81,156.9923
15.9214,94,1796.05,2169.35,157.1517
16.0165,95,1834.02,2169.91,157.038
15.937,96,1758.46,2152.5,157.1866
15.8747,97,1837.06,2178.03,156.8349
16.1615,98,1800.26,2189.05,157.1788
16.1084,99,1806.22,2202.43,157.1289
15.7798,100,1808.32,2169.54,156.8114
15.8821,101,1817.47,2128.31,157.1353
16.064,102,1841.62,2205.8,157.0416
16.0833,103,1823.22,2211.05,156.931
16.3325,104,1800.43,2152.51,157.1933
15.6088,105,1806.91,2142.42,156.7724
15.6672,106,1797.03,2115.2,156.7596
16.2144,107,1863.63,2196.06,156.8107
15.9178,108,1829.31,2197.08,156.8771
15.5532,109,1806.47,2139.97,156.8389
15.9039,110,1840.09,2203.12,156.7383
16.0811,111,1849.17,2210.46,157.0012
15.7984,112,1818.64,2146.49,157.0746
15.6725,113,1828.79,2196.46,156.9344
15.6654,114,1842.14,2169.96,156.8961
15.948,115,1822.45,2194.12,156.9563
15.7589,116,1833.32,2203.66,156.7609
15.9168,117,1825.72,2162.03,156.9667
15.9984,118,1845.31,2196.33,156.8553
15.9963,119,1835.47,2191.13,157.0992
15.7961,120,1851.98,2159.47,156.8718
15.6233,121,1822.33,2172.06,156.7286
15.797,122,1850.69,2167.01,156.8266
15.7551,123,1829.19,2168.36,156.9395
15.8096,124,1829.27,2144.97,157.0458
15.7185,125,1838.12,2185.9,156.8263
16.0562,126,1855.8,2200.31,156.8077
15.8503,127,1855.32,2172.21,156.8702
15.6269,128,1831.25,2184.22,157.1002
15.5117,129,1801.92,2138.8,156.9276
15.6513,130,1852.17,2221.8,156.7698
15.6773,131,1867.71,2224.42,156.9118
15.6627,132,1826.56,2178.97,157.0397
15.6474,133,1849.73,2194.33,156.9151
15.7376,134,1864.07,2180.2,156.7533
15.2404,135,1794.66,2116.62,156.851
15.4428,136,1840.64,2197.32,156.9645
15.4036,137,1817.16,2187.86,157.1453
15.7942,138,1849.85,2186.21,156.9279
15.6804,139,1820.1,2091.4,156.691
15.6733,140,1844.68,2205.74,156.8617
15.5711,141,1857.18,2172.83,156.8901
15.8583,142,1848.03,2244.4,156.9923
15.6316,143,1879.56,2226.95,156.8524
15.9328,144,1834.26,2169.04,157.16
15.6496,145,1839.78,2189.51,156.9353
15.7838,146,1890.33,2207.75,156.8428
15.7626,147,1870.92,2215.43,157.052
15.8497,148,1892.26,2212.49,156.7798
15.5541,149,1862.73,2174.42,156.7428
15.6808,150,1863.42,2209.87,156.7292
15.8985,151,1891.92,2261.53,156.9118
15.8186,152,1887.08,2227.27,156.8554
15.563,153,1861.03,2147.11,156.7957
15.646,154,1864.91,2212.11,156.7628
15.5396,155,1877.65,2200.95,156.8963
15.5322,156,1866.96,2199.2,156.832
15.7992,157,1878.36,2244.9,156.8074
15.6542,158,1833.77,2194.01,156.8549
15.3749,159,1856.48,2208.58,156.7926
15.519,160,1850.71,2214.33,156.8922
15.4499,161,1863.04,2194.75,156.7489
15.4209,162,1862.08,2240.69,156.9947
15.9285,163,1884.28,2204.98,156.9927
15.7733,164,1886.68,2248.43,157.0196
15.6706,165,1889.87,2229.79,156.7367
15.414,166,1867.5,2202.17,156.8093
15.3329,167,1842.65,2224.55,156.7328
15.4281,168,1897.15,2223.16,156.9078
15.4095,169,1879.94,2181.31,156.7222
15.2389,170,1833.08,2169.29,156.7701
15.6534,171,1864.81,2156.62,156.7645
15.5158,172,1853.15,2185.32,156.8858
15.4356,173,1887.58,2186.14,156.7187
15.4261,174,1840.52,2180.18,156.7127
15.6584,175,1845.22,2188.49,156.9357
15.7162,176,1932.25,2262.55,156.7165
16.0426,177,1909.42,2243.02,156.8651
15.6436,178,1895.6,2271.13,156.8517
15.7365,179,1923.18,2229.85,156.9039
15.6697,180,1906.5,2228.44,156.6815
15.4042,181,1866.02,2191.67,156.8088
15.8023,182,1914.79,2233.48,156.8804
15.6078,183,1919.28,2254.14,156.7501
15.7206,184,1912.5,2282.35,156.6645
15.3439,185,1882.79,2230.63,156.7893
15.6781,186,1888.86,2233.76,156.863
15.3637,187,1886.06,2223.56,156.5992
15.4484,188,1906.03,2249.93,156.7255
15.8519,189,1904.65,2240.41,156.8343
15.5848,190,1862.93,2221.91,157.0236
15.5011,191,1847.45,2190.33,156.9193
15.6124,192,1899.23,2231.7,156.6751
15.5136,193,1909.34,2220.19,156.8595
15.2465,194,1891.22,2222.74,156.7793
15.3763,195,1874.82,2187.38,156.7323
15.4736,196,1898.05,2254.29,156.5831
15.4562,197,1883.5,2219.75,156.5897
15.6532,198,1901.76,2241.94,156.7632
15.6811,199,1913.45,2282.72,156.7465
15.3874,200,1878.21,2203.49,156.9022
15.5491,201,1857.7,2189.18,156.6568
15.5214,202,1867.32,2192.56,156.8686
15.5448,203,1890.08,2201.81,156.8735
15.5994,204,1901.53,2252.64,156.8402
15.5002,205,1872.97,2204.29,156.8269
15.5242,206,1887.07,2230.5,156.9037
15.4798,207,1891.31,2236.68,156.7577
15.618,208,1888.75,2222.12,156.733
15.5542,209,1919.53,2213.96,156.802
15.5266,210,1918.58,2264.44,156.9166
15.6154,211,1916.17,2249.85,156.6813
15.5315,212,1915.86,2207.03,156.6869
15.5986,213,1903.68,2233.93,156.8103
15.515,214,1913.77,2260.41,156.7264
15.5019,215,1903.83,2225.79,156.7764
15.419,216,1912.28,2208.02,156.6102
15.631,217,1920.0,2222.91,156.7736
15.4758,218,1921.87,2237.71,156.6864
15.5728,219,1917.57,2257.11,156.798
15.3933,220,1891.91,2212.62,156.6583
15.5012,221,1913.08,2211.0,156.7791
15.4219,222,1905.22,2229.0,156.6274
15.5868,223,1905.95,2227.55,156.7501
15.6867,224,1927.78,2263.8,156.8671
15.508,225,1917.9,2228.85,156.7362
15.4589,226,1914.8,2226.28,156.6207
15.6094,227,1920.89,2270.54,156.6414
15.5023,228,1912.57,2235.31,156.6614
15.7004,229,1907.99,2247.98,156.6958
15.4709,230,1928.31,2246.35,156.6929
15.6584,231,1928.99,2284.06,156.6854
15.51,232,1911.89,2253.46,156.7311
15.513,233,1914.92,2250.64,156.7341
15.573,234,1921.43,2269.17,156.5635
15.5772,235,1906.42,2243.27,156.7744
15.4956,236,1919.01,2244.06,156.5113
15.6524,237,1937.48,2285.97,156.5353
15.6616,238,1919.7,2281.22,156.713
15.6359,239,1935.95,2241.81,156.5916
15.5846,240,1939.24,2262.06,156.5571
15.4414,241,1921.04,2239.25,156.6039
15.4984,242,1928.47,2250.3,156.6702
15.457,243,1924.37,2265.85,156.511
15.4939,244,1930.29,2282.71,156.6362
15.5949,245,1901.85,2230.33,156.7315
15.4198,246,1920.22,2235.72,156.5997
15.5661,247,1926.92,2246.42,156.8166
15.3863,248,1888.06,2209.45,156.6376
15.4199,249,1906.05,2240.93,156.5352
15.372,250,1927.21,2234.68,156.5846
15.2656,251,1904.78,2250.2,156.5674
15.1228,252,1874.98,2204.77,156.7156
15.2879,253,1918.95,2235.53,156.5604
15.3582,254,1925.11,2253.93,156.6944
15.0861,255,1886.44,2248.89,156.6998
15.2737,256,1895.43,2229.41,156.4183
15.2541,257,1894.19,2221.02,156.5097
15.3981,258,1891.94,2248.1,156.7961
15.2951,259,1885.0,2220.83,156.6537
15.2468,260,1904.91,2234.66,156.6833
15.3961,261,1908.51,2264.9,156.7961
15.4819,262,1867.85,2216.23,156.6344
15.3309,263,1870.06,2221.8,156.6308
15.3844,264,1890.46,2218.7,156.6324
15.3306,265,1896.46,2226.92,156.6199
15.4168,266,1894.13,2229.82,156.7133
15.1956,267,1887.55,2246.91,156.5348
15.3515,268,1872.49,2228.11,156.7528
15.5325,269,1889.75,2257.83,156.6451
15.2873,270,1902.67,2246.53,156.613
15.4563,271,1883.93,2213.6,156.6961
15.1443,272,1910.27,2231.3,156.6412
15.4394,273,1900.71,2270.67,156.7297
15.2095,274,1885.1,2225.88,156.7114
15.2591,275,1902.52,2252.36,156.6536
15.3529,276,1908.4,2248.21,156.5577
15.4609,277,1926.21,2291.7,156.5927
15.5314,278,1904.2,2256.4,156.6301
15.4752,279,1896.88,2237.94,156.7623
15.419,280,1908.71,2253.43,156.7205
15.352,281,1932.6,2269.18,156.5651
15.5202,282,1916.94,2264.61,156.6209
15.4152,283,1927.89,2292.72,156.6632
15.2752,284,1906.32,2275.85,156.6104
15.3891,285,1918.64,2301.58,156.5798
15.3793,286,1913.34,2270.06,156.6651
15.3237,287,1921.69,2281.09,156.7142
15.475,288,1921.51,2275.8,156.5589
15.3747,289,1923.78,2293.14,156.6871
15.524,290,1938.06,2277.3,156.6004
15.3191,291,1944.68,2293.55,156.6019
15.2726,292,1913.85,2302.24,156.6202
15.4289,293,1943.12,2300.5,156.6919
15.3893,294,1929.07,2303.97,156.5976
15.3836,295,1932.19,2302.06,156.527
15.3336,296,1884.9,2271.28,156.7478
15.2744,297,1927.36,2275.1,156.7499
15.4354,298,1907.71,2271.98,156.5733
15.3106,299,1913.13,2282.26,156.6386
15.3643,300,1928.63,2294.81,156.5305
15.2571,301,1904.79,2286.79,156.6122
15.2662,302,1901.88,2273.3,156.7504
15.243,303,1903.55,2275.78,156.6021
15.516,304,1939.41,2293.59,156.5241
15.346,305,1895.81,2268.9,156.6576
15.3001,306,1897.23,2277.47,156.6543
15.4673,307,1921.48,2297.37,156.6135
15.2216,308,1907.96,2284.33,156.5272
15.3846,309,1903.9,2281.54,156.6858
15.3434,310,1937.42,2297.27,156.5851
15.3544,311,1907.54,2280.58,156.7594
15.2656,312,1901.5,2298.96,156.5946
15.2624,313,1917.29,2298.87,156.5657
15.3371,314,1925.81,2268.84,156.6882
15.3368,315,1928.63,2292.09,156.6219
15.2696,316,1913.06,2287.77,156.5881
15.3148,317,1935.8,2296.32,156.5864
15.4026,318,1927.07,2283.68,156.6581
15.2689,319,1907.54,2280.78,156.5379
15.3846,320,1945.59,2284.86,156.5946
15.3533,321,1917.91,2271.4,156.6961
15.2495,322,1937.78,2301.86,156.6404
15.4076,323,1917.59,2288.15,156.5232
15.3189,324,1922.11,2293.77,156.5894
15.2551,325,1908.34,2282.64,156.5136
15.1479,326,1917.34,2308.58,156.606
15.2947,327,1931.56,2307.06,156.6599
15.3437,328,1933.77,2302.41,156.5837
15.1379,329,1924.48,2311.98,156.2899
15.2461,330,1921.09,2306.51,156.67
15.3046,331,1888.52,2270.09,156.6666
15.4352,332,1917.66,2265.54,156.6576
15.4304,333,1935.26,2295.4,156.6035
15.2968,334,1916.92,2294.86,156.5726
15.2719,335,1921.19,2289.86,156.71
15.3658,336,1939.05,2304.92,156.6915
15.157,337,1917.48,2261.91,156.6947
15.2808,338,1930.47,2301.45,156.5268
15.3374,339,1930.46,2305.62,156.6515
15.3228,340,1893.18,2298.37,156.5983
15.3561,341,1923.42,2319.87,156.5672
15.1896,342,1912.44,2293.21,156.7729
15.2717,343,1924.43,2314.14,156.6326
15.3804,344,1927.74,2311.96,156.6959
15.3486,345,1945.73,2298.93,156.6118
15.2264,346,1907.26,2308.12,156.6117
15.3483,347,1949.2,2330.59,156.5421
15.1586,348,1899.17,2286.98,156.7696
15.2485,349,1930.5,2354.81,156.6151
15.102,350,1921.49,2285.06,156.4932
15.129,351,1917.12,2300.12,156.6464
15.2313,352,1914.09,2306.1,156.7749
15.0744,353,1911.97,2291.59,156.6001
15.2472,354,1927.09,2300.45,156.6497
15.2259,355,1924.77,2302.07,156.5649
15.3033,356,1846.87,2314.33,156.6382
15.219,357,1919.61,2305.22,156.6409
15.1834,358,1901.87,2329.84,156.7198
15.0889,359,1843.66,2268.39,156.5771
15.1998,360,1874.88,2298.19,156.5547
15.0628,361,1845.72,2262.74,156.6153
14.9845,362,1797.93,2303.43,156.4936
15.0033,363,1786.72,2232.76,156.6518
15.1898,364,1874.16,2297.94,156.612
15.2558,365,1856.6,2285.2,156.7129
15.065,366,1903.42,2271.2,156.6063
15.0078,367,1867.66,2245.53,156.7134
15.1455,368,1871.65,2281.12,156.7077
15.4226,369,1920.51,2315.01,156.6414
15.3706,370,1894.98,2315.1,156.7627
15.2121,371,1922.09,2295.97,156.6861
15.158,372,1923.78,2278.64,156.478
15.151,373,1910.89,2245.0,156.7137
15.3594,374,1908.59,2261.21,156.6745
15.0742,375,1878.39,2244.65,156.6955
15.2662,376,1927.27,2274.73,156.7818
15.104,377,1911.39,2263.91,156.7637
15.3246,378,1932.01,2288.87,156.7539
15.2141,379,1935.31,2300.65,156.5923
15.329,380,1927.49,2263.69,156.6558
15.2807,381,1914.17,2275.3,156.789
15.3156,382,1925.21,2259.85,156.7782
15.3477,383,1958.98,2297.41,156.6868
15.3057,384,1935.11,2287.49,156.6999
15.2291,385,1933.47,2290.86,156.7202
15.2705,386,1907.62,2299.99,156.6506
15.1526,387,1937.03,2298.32,156.7831
15.2151,388,1937.66,2300.48,156.6534
15.2007,389,1936.14,2256.21,156.6956
15.058,390,1926.72,2293.44,156.6028
15.0482,391,1939.14,2295.35,156.6702
15.2042,392,1940.23,2301.49,156.7051
15.0995,393,1904.87,2275.47,156.5972
15.0833,394,1909.6,2260.94,156.7316
14.9425,395,1889.62,2251.47,156.6228
15.2937,396,1932.38,2275.77,156.726
15.1816,397,1897.84,2287.26,156.6559
15.2336,398,1920.62,2263.34,156.6429
15.3036,399,1924.09,2275.79,156.7244
15.2484,400,1908.03,2265.4,156.96
15.2826,401,1920.34,2263.22,156.6532
15.248,402,1922.35,2263.82,156.7314
15.1026,403,1923.77,2247.61,156.5793
15.3602,404,1941.96,2288.53,156.69
15.2767,405,1934.25,2291.36,156.8315
15.1324,406,1929.06,2278.75,156.6152
15.3219,407,1956.67,2306.91,156.6961
15.1002,408,1929.19,2267.57,156.581
15.2906,409,1937.25,2281.91,156.5564
15.2677,410,1932.02,2258.99,156.7102
15.2386,411,1937.59,2269.13,156.7226
15.1936,412,1932.73,2261.56,156.7195
15.2307,413,1912.72,2272.31,156.7863
14.9578,414,1899.64,2213.29,156.6839
15.1998,415,1908.98,2251.59,156.5669
15.0508,416,1896.61,2252.55,156.7094
15.1066,417,1903.19,2254.86,156.6591
15.1239,418,1889.05,2221.78,156.6062
15.1665,419,1933.91,2248.98,156.5725
15.3081,420,1955.7,2286.43,156.6804
15.181,421,1926.76,2242.25,156.602
14.4194,422,1789.62,2176.81,156.6238
15.1891,423,1938.49,2251.79,156.5736
15.106,424,1963.6,2282.27,156.7077
15.2521,425,1953.9,2263.24,156.6245
15.109,426,1929.36,2248.47,156.7244
14.9992,427,1936.56,2233.0,156.7603
15.0788,428,1935.33,2248.7,156.6818
15.1732,429,1943.94,2282.38,156.6232
14.843,430,1917.87,2253.25,156.6494
14.9337,431,1940.47,2253.46,156.6271
14.9318,432,1925.73,2278.8,156.7365
14.8889,433,1917.94,2237.17,156.5809
15.0156,434,1920.21,2254.38,156.5407
14.9561,435,1920.26,2275.26,156.4773
15.0338,436,1926.03,2283.59,156.6233
15.1806,437,1949.62,2276.14,156.629
14.8533,438,1922.54,2257.73,156.6243
15.0226,439,1917.15,2259.41,156.7372
15.0245,440,1946.57,2273.06,156.6543
15.146,441,1951.38,2305.94,156.6914
15.268,442,1933.78,2267.43,156.6394
15.0455,443,1941.57,2285.94,156.5978
15.2256,444,1962.96,2297.99,156.6205
15.0221,445,1957.46,2285.41,156.4872
14.9988,446,1925.15,2255.5,156.4456
15.2227,447,1931.71,2254.18,156.6481
15.0937,448,1948.95,2283.07,156.6738
15.017,449,1946.62,2272.51,156.6437
14.9201,450,1955.39,2273.44,156.5663
15.1036,451,1949.61,2289.82,156.6226
15.1494,452,1930.71,2252.28,156.5895
15.145,453,1954.48,2301.03,156.5982
