Reward Loss,Running Env Steps,Itration,Real Det Return,Real Sto Return,Running Update Time,Running Reverse KL,Running Forward KL
-2980.542236328125,415000,83,2173.41,1825.94,83,16.1498,156.9773
-3035.2392578125,420000,84,2075.16,1767.77,84,15.7844,156.9744
-3064.349609375,425000,85,2129.5,1788.46,85,15.5375,156.9099
-3122.9423828125,430000,86,2137.0,1775.24,86,15.5611,156.9203
-3155.0517578125,435000,87,2126.55,1779.5,87,15.5732,156.7905
-3182.8173828125,440000,88,2162.12,1784.48,88,15.693,156.9122
-3232.743408203125,445000,89,2112.73,1793.99,89,15.5416,156.9315
-3253.668701171875,450000,90,2155.3,1790.22,90,15.7103,157.0137
-3319.68212890625,455000,91,2057.82,1730.08,91,15.1305,157.0705
-3368.7802734375,460000,92,2137.3,1770.24,92,15.5732,157.036
-3416.08837890625,465000,93,2184.46,1782.16,93,15.6613,156.9414
-3479.95947265625,470000,94,2177.53,1805.32,94,15.6529,156.9954
-3506.51953125,475000,95,2097.05,1767.08,95,15.8292,156.8111
-3548.230712890625,480000,96,2144.2,1775.59,96,15.5907,156.9673
-3598.112548828125,485000,97,2118.81,1787.68,97,15.7405,156.9247
-3660.533935546875,490000,98,2145.28,1750.59,98,15.5818,157.0899
-3669.9736328125,495000,99,2142.31,1813.41,99,15.6909,156.9729
-3715.39453125,500000,100,2117.94,1776.82,100,15.7143,156.8923
-3770.247802734375,505000,101,2102.08,1789.62,101,15.6532,156.9678
-3810.958984375,510000,102,2166.9,1770.8,102,15.5096,156.9052
-3874.292236328125,515000,103,2133.54,1788.78,103,15.6523,156.8947
-3903.66650390625,520000,104,2204.84,1798.23,104,15.9459,157.006
-3963.34814453125,525000,105,2163.21,1777.69,105,15.3433,156.9311
-4001.714111328125,530000,106,2131.85,1796.87,106,15.6558,156.8783
-4069.322021484375,535000,107,2179.23,1815.71,107,15.6103,156.8133
-4105.4833984375,540000,108,2151.83,1781.34,108,15.6912,156.8496
-4140.546875,545000,109,2137.51,1815.4,109,15.6885,156.9154
-4191.99462890625,550000,110,2137.68,1822.08,110,15.5137,156.9258
-4231.78271484375,555000,111,2187.48,1855.24,111,15.6623,157.0242
-4277.43994140625,560000,112,2195.31,1827.04,112,15.6783,156.8135
-4336.1533203125,565000,113,2158.04,1813.23,113,15.6495,157.0582
-4360.75,570000,114,2157.75,1804.31,114,15.6872,156.9364
-4436.69775390625,575000,115,2132.35,1828.81,115,15.5357,156.9545
-4508.59716796875,580000,116,2205.22,1818.34,116,15.7073,156.8032
-4518.927734375,585000,117,2184.44,1827.95,117,15.4945,156.9151
-4598.68359375,590000,118,2168.52,1834.67,118,15.8443,157.1067
-4622.607421875,595000,119,2156.74,1834.69,119,15.5972,156.8226
-4698.0830078125,600000,120,2106.81,1805.86,120,15.4732,157.0938
-4729.37060546875,605000,121,2168.45,1832.08,121,15.4571,156.6873
-4781.54541015625,610000,122,2172.94,1850.35,122,15.6582,156.8852
-4835.36962890625,615000,123,2176.12,1858.62,123,15.8514,156.8416
-4883.7890625,620000,124,2192.63,1842.02,124,15.6922,156.8404
-4906.8232421875,625000,125,2185.12,1836.9,125,15.7249,156.6581
-4962.34228515625,630000,126,2197.14,1851.42,126,15.6761,156.8334
-5020.15087890625,635000,127,2181.6,1834.24,127,15.7373,156.8906
-5066.9697265625,640000,128,2157.91,1827.89,128,15.3356,156.8193
-5146.6689453125,645000,129,2129.51,1860.63,129,15.6702,156.9825
-5198.201171875,650000,130,2158.35,1836.12,130,15.6234,156.8366
-5237.52783203125,655000,131,2183.2,1851.3,131,15.4361,156.7912
-5288.67822265625,660000,132,2223.09,1853.98,132,15.7014,156.9055
-5325.85888671875,665000,133,2190.13,1848.56,133,15.3942,156.7592
-5395.56494140625,670000,134,2169.02,1825.01,134,15.335,156.7579
-5466.9853515625,675000,135,2203.2,1838.82,135,15.5007,156.7657
-5503.57958984375,680000,136,2241.27,1858.6,136,15.5657,156.7644
-5598.37109375,685000,137,2195.46,1847.63,137,15.4701,156.7054
-5624.421875,690000,138,2145.02,1839.07,138,15.3382,156.7893
-5682.998046875,695000,139,2132.59,1818.79,139,15.4163,157.001
-5712.6474609375,700000,140,2148.02,1851.06,140,15.3743,156.7798
-5842.55712890625,705000,141,2198.39,1852.97,141,15.7396,156.9358
-5847.640625,710000,142,2145.52,1824.13,142,15.5388,156.8845
-5919.46142578125,715000,143,2208.19,1859.01,143,15.4198,156.8772
-5990.4365234375,720000,144,2185.17,1855.15,144,15.6045,157.096
-6018.38037109375,725000,145,2265.91,1891.64,145,15.6538,156.8018
-6054.5107421875,730000,146,2194.32,1846.39,146,15.4147,156.847
-6096.90771484375,735000,147,2245.68,1869.39,147,15.7772,156.8057
-6143.65185546875,740000,148,2192.37,1856.0,148,15.4473,156.9735
-6220.109375,745000,149,2173.09,1840.13,149,15.4986,156.9355
-6249.0654296875,750000,150,2195.78,1862.13,150,15.5054,156.7351
-6328.53857421875,755000,151,2140.33,1829.01,151,15.3706,156.8966
-6315.193359375,760000,152,2216.78,1837.3,152,15.3122,156.6686
-6351.51171875,765000,153,2249.25,1875.82,153,15.774,156.6097
-6404.412109375,770000,154,2190.58,1842.04,154,15.2991,156.7658
-6481.65185546875,775000,155,2236.07,1886.69,155,15.8565,156.8786
-6507.28759765625,780000,156,2185.78,1833.01,156,15.4037,156.8126
-6581.7529296875,785000,157,2166.18,1865.83,157,15.3746,156.8452
-6608.85791015625,790000,158,2220.91,1859.64,158,15.6317,156.9836
-6644.5166015625,795000,159,2229.76,1857.57,159,15.2825,156.8592
-6696.6640625,800000,160,2201.7,1842.28,160,15.3181,156.7524
-6757.54736328125,805000,161,2187.77,1858.33,161,15.4348,156.8526
-6747.466796875,810000,162,2235.59,1878.63,162,15.3654,156.8308
-6805.00146484375,815000,163,2223.31,1897.31,163,15.5406,156.8961
-6847.5830078125,820000,164,2184.15,1862.61,164,15.4259,156.6705
-6918.953125,825000,165,2245.86,1903.34,165,15.8972,156.8443
-6947.1083984375,830000,166,2208.92,1850.81,166,15.0891,156.7148
-7029.77587890625,835000,167,2235.33,1886.11,167,15.4248,156.9005
-7061.0517578125,840000,168,2240.07,1874.01,168,15.633,156.8396
-7077.00048828125,845000,169,2194.94,1868.54,169,15.2424,156.8208
-7101.50830078125,850000,170,2230.12,1888.34,170,15.2117,156.6711
-7183.9619140625,855000,171,2227.79,1874.39,171,15.3143,156.8948
-7217.25830078125,860000,172,2174.82,1859.82,172,15.2725,156.8997
-7300.42236328125,865000,173,2241.22,1894.84,173,15.7929,156.8759
-7321.24951171875,870000,174,2256.63,1872.84,174,15.5703,156.7685
-7396.265625,875000,175,2240.12,1907.98,175,15.5803,156.8498
-7448.8720703125,880000,176,2277.43,1899.19,176,15.6539,156.9931
-7443.5673828125,885000,177,2238.67,1904.63,177,15.4335,156.8973
-7445.45166015625,890000,178,2232.27,1896.29,178,15.2786,156.6124
-7565.8330078125,895000,179,2229.88,1899.29,179,15.3081,156.6831
-7605.4326171875,900000,180,2221.1,1856.24,180,15.4955,156.9647
-7575.95068359375,905000,181,2213.45,1859.01,181,15.2989,156.8399
-7581.412109375,910000,182,2231.63,1866.45,182,15.5248,156.6641
-7656.740234375,915000,183,2241.26,1869.84,183,15.1341,156.7595
-7649.103515625,920000,184,2183.82,1831.98,184,15.134,156.7442
-7685.58984375,925000,185,2232.2,1891.02,185,15.0563,156.5352
-7728.90673828125,930000,186,2259.05,1883.63,186,15.3756,156.6216
-7780.56005859375,935000,187,2235.94,1911.62,187,15.2981,156.726
-7790.34765625,940000,188,2210.08,1882.56,188,15.3873,156.7477
-7807.70556640625,945000,189,2224.27,1880.38,189,15.2904,156.7129
-7858.01806640625,950000,190,2242.62,1895.93,190,15.6017,156.8315
-7854.490234375,955000,191,2231.73,1917.79,191,15.2433,156.7356
-7877.5322265625,960000,192,2243.02,1877.36,192,15.1462,156.683
-7955.57470703125,965000,193,2183.19,1863.41,193,15.1209,156.7542
-7967.86083984375,970000,194,2250.74,1930.32,194,15.4969,156.7082
-7981.6865234375,975000,195,2255.75,1917.8,195,15.3903,156.677
-8058.67578125,980000,196,2267.55,1921.3,196,15.509,156.6514
-8044.58056640625,985000,197,2209.97,1858.47,197,15.0256,156.7941
-8128.814453125,990000,198,2270.12,1882.38,198,15.4135,156.9601
-8102.984375,995000,199,2241.94,1861.64,199,15.1521,156.7941
-8094.78271484375,1000000,200,2232.63,1865.7,200,15.4607,156.7026
-8137.9306640625,1005000,201,2224.71,1882.47,201,15.3663,156.8508
-8161.25,1010000,202,2210.5,1852.83,202,15.422,156.8449
-8190.48681640625,1015000,203,2217.68,1890.34,203,15.309,156.8757
-8240.8232421875,1020000,204,2209.45,1870.76,204,15.4215,156.8672
-8257.8427734375,1025000,205,2213.61,1890.33,205,15.5291,157.1037
-8309.822265625,1030000,206,2201.85,1867.44,206,15.4571,157.0482
-8331.3466796875,1035000,207,2224.04,1881.38,207,15.5155,156.8832
-8351.537109375,1040000,208,2207.73,1895.4,208,15.2363,156.8912
-8374.685546875,1045000,209,2223.58,1897.2,209,15.3336,156.7328
-8406.6298828125,1050000,210,2226.36,1888.94,210,15.399,156.7754
-8441.740234375,1055000,211,2199.96,1889.88,211,15.2635,156.7364
-8464.740234375,1060000,212,2230.37,1896.78,212,15.359,156.9686
-8458.1103515625,1065000,213,2221.39,1907.59,213,15.2916,156.7998
-8511.0537109375,1070000,214,2245.14,1907.85,214,15.3397,156.7642
-8539.490234375,1075000,215,2231.17,1909.82,215,15.3406,156.6776
-8553.6025390625,1080000,216,2180.11,1877.69,216,15.0637,156.7595
-8577.029296875,1085000,217,2222.42,1912.95,217,15.3216,156.7785
-8596.4267578125,1090000,218,2226.87,1911.5,218,15.2073,156.7322
-8630.1669921875,1095000,219,2239.75,1901.77,219,15.2975,156.7432
-8650.1064453125,1100000,220,2205.75,1900.95,220,15.1887,156.6721
-8698.904296875,1105000,221,2221.41,1906.48,221,15.3551,156.5367
-8718.7900390625,1110000,222,2235.5,1897.14,222,15.1931,156.937
-8750.7548828125,1115000,223,2235.41,1887.01,223,15.4061,156.7059
-8714.7099609375,1120000,224,2224.93,1887.73,224,15.1099,156.7957
-8767.490234375,1125000,225,2237.58,1917.4,225,15.2091,156.8481
-8793.1318359375,1130000,226,2248.34,1915.29,226,15.3329,156.7787
-8838.119140625,1135000,227,2245.43,1905.63,227,15.3464,156.6842
-8854.3212890625,1140000,228,2221.25,1911.67,228,15.2409,156.6775
-8890.4736328125,1145000,229,2258.85,1918.35,229,15.3571,156.6257
-8917.7158203125,1150000,230,2250.85,1922.47,230,15.3444,156.7558
-8920.443359375,1155000,231,2238.88,1908.23,231,15.2554,156.8746
-8945.1357421875,1160000,232,2250.77,1910.56,232,15.1404,156.6779
-8963.625,1165000,233,2227.4,1906.2,233,15.2481,156.738
-9009.095703125,1170000,234,2245.08,1931.6,234,15.2109,156.7898
-9042.4814453125,1175000,235,2227.12,1912.06,235,15.2113,156.6829
-9072.19140625,1180000,236,2220.99,1915.46,236,15.2999,156.7489
-9088.04296875,1185000,237,2261.53,1900.39,237,15.1245,156.9401
-9135.064453125,1190000,238,2253.44,1926.95,238,15.3266,156.7418
-9150.125,1195000,239,2253.2,1927.58,239,15.2422,156.7698
-9146.3310546875,1200000,240,2233.97,1911.95,240,15.2597,156.7759
-9181.3544921875,1205000,241,2244.69,1910.5,241,15.3817,156.6662
-9195.71484375,1210000,242,2237.66,1901.37,242,15.1808,156.6207
-9230.32421875,1215000,243,2240.29,1912.75,243,15.1604,156.8363
-9277.49609375,1220000,244,2246.25,1927.2,244,15.377,156.796
-9295.041015625,1225000,245,2241.42,1898.66,245,15.1331,156.7153
-9286.390625,1230000,246,2224.37,1888.05,246,15.1128,156.6479
-9296.802734375,1235000,247,2232.59,1910.89,247,15.0114,156.7222
-9348.9716796875,1240000,248,2209.12,1903.23,248,15.1854,156.6723
-9380.23046875,1245000,249,2262.28,1921.27,249,15.1719,156.8181
-9384.54296875,1250000,250,2238.63,1904.36,250,15.1071,156.6173
-9416.9169921875,1255000,251,2238.03,1902.39,251,15.1641,156.8093
-9475.2109375,1260000,252,2226.68,1929.01,252,15.2385,156.7266
-9501.986328125,1265000,253,2220.2,1913.74,253,15.1739,156.8275
-9527.6015625,1270000,254,2265.73,1917.3,254,15.2937,156.6695
-9551.962890625,1275000,255,2266.65,1937.72,255,15.2698,156.678
-9564.0576171875,1280000,256,2243.9,1886.73,256,15.1755,156.7311
-9610.17578125,1285000,257,2239.12,1906.78,257,15.0138,156.6688
-9618.072265625,1290000,258,2217.68,1913.61,258,15.2086,156.6712
-9659.3173828125,1295000,259,2262.13,1926.91,259,15.2426,156.8721
-9646.2470703125,1300000,260,2251.66,1914.8,260,15.1791,156.7884
-9682.51953125,1305000,261,2267.64,1927.04,261,15.1676,156.6633
-9737.599609375,1310000,262,2258.99,1911.35,262,15.1906,156.6456
-9728.529296875,1315000,263,2238.08,1894.43,263,15.1987,156.7974
-9757.8447265625,1320000,264,2251.58,1891.11,264,15.1242,156.7336
-9764.7412109375,1325000,265,2262.14,1924.71,265,15.2662,156.6856
-9794.6650390625,1330000,266,2238.66,1914.01,266,15.231,156.6968
-9814.5087890625,1335000,267,2252.49,1917.86,267,15.1906,156.7309
-9884.4951171875,1340000,268,2278.2,1937.72,268,15.2379,156.6845
-9864.482421875,1345000,269,2261.37,1943.12,269,15.2547,156.7273
-9898.083984375,1350000,270,2288.55,1939.21,270,15.3032,156.7852
-9912.2529296875,1355000,271,2272.31,1897.54,271,15.3193,156.6402
-9932.5146484375,1360000,272,2281.02,1931.86,272,15.2368,156.7216
-9979.1875,1365000,273,2278.73,1931.71,273,15.1885,156.6995
-9994.3857421875,1370000,274,2291.27,1916.44,274,15.2169,156.5733
-10011.677734375,1375000,275,2268.63,1918.32,275,15.3285,156.6398
-10040.5068359375,1380000,276,2268.89,1917.25,276,15.2209,156.6818
-10064.6123046875,1385000,277,2254.02,1943.63,277,15.3677,156.6634
-10082.2451171875,1390000,278,2293.47,1938.99,278,15.4386,156.8426
-10108.7900390625,1395000,279,2293.41,1939.05,279,15.3932,156.8213
-10094.1337890625,1400000,280,2288.65,1925.44,280,15.2672,156.7887
-10153.951171875,1405000,281,2288.82,1923.09,281,15.3687,156.6589
-10164.9169921875,1410000,282,2293.01,1923.91,282,15.2763,156.6494
-10160.1748046875,1415000,283,2278.37,1952.39,283,15.3556,156.6237
-10165.8046875,1420000,284,2287.12,1940.23,284,15.194,156.6347
-10203.271484375,1425000,285,2277.29,1932.0,285,15.2377,156.8673
-10233.1748046875,1430000,286,2288.74,1921.05,286,15.2136,156.6989
-10247.46484375,1435000,287,2303.73,1950.18,287,15.313,156.6489
-10262.4326171875,1440000,288,2287.83,1949.07,288,15.333,156.7242
-10284.3603515625,1445000,289,2300.55,1947.52,289,15.5086,156.7325
-10299.0771484375,1450000,290,2311.63,1952.32,290,15.3978,156.8173
-10345.9716796875,1455000,291,2296.02,1944.18,291,15.2465,156.7495
-10340.232421875,1460000,292,2279.25,1920.59,292,15.1833,156.709
-10386.1328125,1465000,293,2300.95,1933.91,293,15.2628,156.7433
-10393.875,1470000,294,2274.81,1917.52,294,15.1864,156.7466
-10442.3623046875,1475000,295,2310.28,1946.22,295,15.3647,156.7172
-10435.1552734375,1480000,296,2289.23,1955.26,296,15.2008,156.7322
-10448.5126953125,1485000,297,2308.09,1941.19,297,15.2177,156.6346
-10494.62890625,1490000,298,2325.95,1942.09,298,15.3254,156.6238
-10462.353515625,1495000,299,2283.13,1938.61,299,15.1592,156.9112
-10487.4384765625,1500000,300,2284.74,1925.63,300,15.1374,156.7193
-10519.404296875,1505000,301,2298.12,1932.23,301,15.1339,156.5784
-10557.728515625,1510000,302,2298.06,1946.75,302,15.237,156.8063
-10529.220703125,1515000,303,2302.29,1936.23,303,15.2633,156.6201
-10546.96484375,1520000,304,2306.65,1957.37,304,15.1414,156.6319
-10567.4677734375,1525000,305,2287.46,1940.53,305,15.0931,156.6929
-10608.1845703125,1530000,306,2313.84,1948.71,306,15.1473,156.6101
-10636.685546875,1535000,307,2319.46,1956.71,307,15.1674,156.5953
-10613.0859375,1540000,308,2313.41,1944.67,308,15.0149,156.7006
-10646.6337890625,1545000,309,2298.76,1946.16,309,15.0798,156.7304
-10664.7919921875,1550000,310,2309.96,1949.22,310,15.2206,156.7439
-10712.7587890625,1555000,311,2320.16,1949.25,311,14.9477,156.7166
-10698.015625,1560000,312,2311.22,1951.06,312,15.17,156.6947
-10727.9248046875,1565000,313,2333.04,1949.88,313,15.091,156.7734
-10724.3525390625,1570000,314,2304.39,1932.82,314,15.1537,156.7669
-10760.9462890625,1575000,315,2308.78,1949.68,315,15.2358,156.8292
-10774.15234375,1580000,316,2295.85,1922.47,316,15.094,156.7491
-10771.5,1585000,317,2278.11,1927.1,317,15.1055,156.723
-10832.7939453125,1590000,318,2306.75,1945.22,318,15.1968,156.6631
-10840.501953125,1595000,319,2283.22,1938.71,319,15.1087,156.7996
-10853.099609375,1600000,320,2286.82,1912.59,320,15.2031,156.5882
-10890.130859375,1605000,321,2321.44,1959.63,321,15.4701,156.6097
-10866.5732421875,1610000,322,2303.31,1929.61,322,15.203,156.7076
-10933.447265625,1615000,323,2329.62,1958.91,323,15.3401,156.739
-10952.7138671875,1620000,324,2326.96,1961.08,324,15.2226,156.5682
-10939.3876953125,1625000,325,2319.51,1966.28,325,15.271,156.6888
-10956.1318359375,1630000,326,2335.85,1958.42,326,15.2145,156.6068
-10967.3671875,1635000,327,2322.0,1975.06,327,15.2613,156.6596
-10977.2763671875,1640000,328,2311.45,1949.91,328,15.2132,156.6412
-10984.029296875,1645000,329,2317.98,1977.01,329,15.3063,156.555
-11011.2099609375,1650000,330,2321.48,1965.93,330,15.4391,156.6252
-11028.4736328125,1655000,331,2326.09,1968.15,331,15.3336,156.7492
-11059.7001953125,1660000,332,2312.74,1951.68,332,15.2028,156.7837
-11090.3984375,1665000,333,2305.6,1967.13,333,15.2843,156.7268
-11076.701171875,1670000,334,2329.27,1970.1,334,15.45,156.6772
-11094.658203125,1675000,335,2315.0,1980.1,335,15.3315,156.6507
-11092.69140625,1680000,336,2322.01,1965.8,336,15.2973,156.7977
-11143.5634765625,1685000,337,2311.38,1988.54,337,15.3509,156.6767
-11142.572265625,1690000,338,2311.49,1964.8,338,15.3069,156.702
-11150.7421875,1695000,339,2306.11,1945.6,339,15.1594,156.6972
-11161.576171875,1700000,340,2339.41,1993.13,340,15.2721,156.7667
-11200.2099609375,1705000,341,2316.72,1981.92,341,15.294,156.7309
-11234.1884765625,1710000,342,2308.48,1984.36,342,15.3186,156.7153
-11251.1337890625,1715000,343,2325.24,1981.9,343,15.2211,156.7915
-11216.0947265625,1720000,344,2296.68,1964.68,344,15.1703,156.7394
-11250.630859375,1725000,345,2309.98,1985.51,345,15.232,156.6818
-11285.9560546875,1730000,346,2315.3,1968.91,346,15.2619,156.6066
-11300.7119140625,1735000,347,2309.26,1973.13,347,15.2752,156.6253
-11281.349609375,1740000,348,2305.01,1973.49,348,15.1654,156.584
-11345.1943359375,1745000,349,2315.08,1968.73,349,15.1166,156.6424
-11321.8505859375,1750000,350,2302.99,1955.41,350,15.2499,156.5678
-11352.345703125,1755000,351,2311.94,1955.76,351,15.1285,156.6263
-11414.185546875,1760000,352,2311.8,1951.81,352,15.0912,156.5981
-11408.6416015625,1765000,353,2311.18,1959.87,353,15.0522,156.607
-11397.345703125,1770000,354,2303.62,1964.52,354,15.2904,156.6708
-11422.4921875,1775000,355,2302.66,1957.79,355,15.029,156.7442
-11411.193359375,1780000,356,2275.68,1933.22,356,15.0022,156.5557
-11434.7587890625,1785000,357,2284.24,1917.21,357,14.9989,156.7268
-11473.7333984375,1790000,358,2277.86,1959.19,358,15.0393,156.7753
-11509.62109375,1795000,359,2287.88,1933.15,359,15.0496,156.6888
-11486.8681640625,1800000,360,2283.13,1949.49,360,15.1811,156.7255
-11529.873046875,1805000,361,2292.46,1931.41,361,15.0117,156.6972
-11547.5869140625,1810000,362,2313.83,1944.06,362,15.0658,156.6123
-11540.275390625,1815000,363,2276.05,1950.78,363,15.0704,156.597
-11581.0380859375,1820000,364,2294.93,1939.96,364,15.0336,156.7026
-11609.3056640625,1825000,365,2302.4,1942.04,365,15.0506,156.5862
-11622.6708984375,1830000,366,2293.21,1941.83,366,15.0633,156.6838
-11626.0712890625,1835000,367,2286.01,1946.48,367,15.1065,156.6867
-11608.9462890625,1840000,368,2281.78,1946.15,368,15.0584,156.6153
-11656.12109375,1845000,369,2266.21,1942.06,369,15.1045,156.6642
-11679.4052734375,1850000,370,2284.95,1919.36,370,14.9316,156.6009
-11674.720703125,1855000,371,2307.95,1927.43,371,15.0593,156.5196
-11718.7138671875,1860000,372,2297.43,1940.28,372,15.0699,156.6755
-11755.435546875,1865000,373,2293.47,1955.07,373,15.0705,156.6815
-11748.2451171875,1870000,374,2280.0,1937.17,374,14.9749,156.7469
-11767.8056640625,1875000,375,2227.08,1904.31,375,15.0158,156.6395
-11788.4423828125,1880000,376,2279.36,1938.59,376,14.9546,156.6712
-11765.81640625,1885000,377,2293.03,1930.16,377,15.1477,156.6161
-11836.0390625,1890000,378,2297.4,1936.8,378,14.9575,156.6472
-11786.705078125,1895000,379,2251.74,1916.03,379,14.8606,156.7558
-11809.1044921875,1900000,380,2270.19,1930.32,380,14.9062,156.6001
-11827.1572265625,1905000,381,2287.81,1941.57,381,14.9571,156.7584
-11865.6181640625,1910000,382,2266.1,1924.52,382,14.7565,156.6937
-11887.30078125,1915000,383,2309.14,1956.68,383,14.9689,156.7964
-11891.26953125,1920000,384,2278.83,1943.82,384,14.9169,156.7058
-11928.1181640625,1925000,385,2286.07,1947.73,385,15.0278,156.8342
