Running Update Time,Running Forward KL,Running Env Steps,Running Reverse KL,Real Det Return,Real Sto Return,Reward Loss,Itration
134,319.5305,670000,129.2325,5122.29,4439.15,-13621.33203125,134
135,311.547,675000,120.1129,3934.32,5011.63,-13995.6435546875,135
136,317.0275,680000,128.3423,5054.79,5184.84,-13557.5869140625,136
137,326.3256,685000,159.9958,4621.56,3722.87,-14719.953125,137
138,314.9328,690000,117.4038,5040.4,5137.25,-13277.919921875,138
139,313.3707,695000,117.5014,4412.53,5193.79,-13966.248046875,139
140,324.5795,700000,145.8752,5206.25,4634.79,-14267.8564453125,140
141,313.5984,705000,108.9044,5345.74,5001.87,-13805.48046875,141
142,319.958,710000,121.7253,5218.49,4622.87,-14631.111328125,142
143,329.5761,715000,156.9003,5231.05,4683.13,-14375.548828125,143
144,321.0409,720000,124.4009,2336.61,4997.76,-14674.1708984375,144
145,322.6775,725000,141.1146,3035.5,4579.1,-15111.6982421875,145
146,328.2717,730000,163.407,5157.42,5073.34,-15099.29296875,146
147,312.5283,735000,123.1624,4995.01,4708.2,-14256.5810546875,147
148,312.0302,740000,112.6206,3755.25,5164.27,-14792.7041015625,148
149,311.2501,745000,117.5889,4292.95,5193.43,-14820.51953125,149
150,314.833,750000,121.6846,5070.1,4860.48,-14091.380859375,150
151,320.9569,755000,134.5295,3451.76,4651.6,-15438.54296875,151
152,324.6105,760000,133.3496,1366.33,4663.43,-15068.943359375,152
153,317.4281,765000,120.8469,4833.34,4459.25,-14883.47265625,153
154,314.8946,770000,118.1239,5309.49,4915.92,-15407.41796875,154
155,320.0415,775000,141.4826,5194.22,4895.93,-15717.224609375,155
156,314.1309,780000,114.4227,5162.57,4835.09,-15236.06640625,156
157,327.0447,785000,141.7414,5099.67,5127.39,-15368.6826171875,157
158,316.4035,790000,121.3578,5192.12,4917.72,-15242.0400390625,158
159,320.985,795000,116.0774,5289.42,4514.89,-15232.5517578125,159
160,320.8452,800000,128.8847,4846.36,4503.19,-15555.6865234375,160
161,318.6421,805000,116.7372,5191.51,4776.96,-15784.404296875,161
162,307.6965,810000,105.7544,3622.62,4949.16,-15453.451171875,162
163,308.773,815000,109.7938,4760.59,4987.58,-15837.3603515625,163
164,312.8693,820000,113.5277,5198.34,4764.26,-15704.5654296875,164
165,321.9015,825000,125.57,4905.94,4952.99,-15914.3212890625,165
166,309.426,830000,108.8062,5140.6,4804.32,-15922.859375,166
167,316.1404,835000,121.3582,5113.08,4845.74,-15963.931640625,167
168,311.5418,840000,100.6792,4965.23,5045.27,-15816.986328125,168
169,310.5711,845000,107.4859,4659.14,5124.56,-16533.86328125,169
170,307.9589,850000,103.4738,5100.21,4649.96,-16397.650390625,170
171,305.7535,855000,102.1134,5160.4,5011.26,-16265.458984375,171
172,309.5828,860000,113.5293,4178.98,4442.4,-16111.8046875,172
173,318.2711,865000,130.0804,5107.2,4419.95,-17074.50390625,173
174,317.0103,870000,144.9694,3927.6,4461.98,-16924.51953125,174
175,315.1191,875000,112.6333,5075.04,4534.46,-16549.82421875,175
176,307.8657,880000,111.3794,5139.67,4826.7,-16577.115234375,176
177,307.422,885000,97.9788,5125.18,4865.77,-16674.326171875,177
178,309.7802,890000,106.4352,4675.2,4855.81,-16181.224609375,178
179,312.7765,895000,107.4198,5063.72,4918.23,-16774.76953125,179
180,312.4499,900000,122.0698,4922.32,4855.94,-16872.259765625,180
181,313.0834,905000,112.2494,5146.48,4890.89,-17165.576171875,181
182,307.972,910000,100.0712,3734.59,4703.02,-16614.587890625,182
183,304.3452,915000,103.5112,5240.28,4873.29,-17329.94921875,183
184,327.8681,920000,169.4776,4070.45,2232.13,-17070.1640625,184
185,304.0219,925000,99.0513,5071.03,4832.65,-16694.32421875,185
186,303.5079,930000,97.3702,2671.82,4825.1,-16852.912109375,186
187,301.4303,935000,95.8422,5069.69,4736.63,-16649.494140625,187
188,298.9639,940000,92.7451,4402.43,4794.1,-16928.248046875,188
189,310.6617,945000,110.6792,5211.91,4860.27,-17582.01953125,189
190,306.5917,950000,108.1264,5188.24,5074.71,-17186.404296875,190
191,309.5119,955000,118.1214,5216.09,4821.47,-17506.69140625,191
192,305.1166,960000,103.914,4889.73,4464.57,-17551.69921875,192
193,306.6577,965000,124.0072,4526.51,3910.54,-17077.037109375,193
194,309.0506,970000,111.4076,5173.45,4964.1,-17113.7890625,194
195,303.0923,975000,103.1972,4956.45,4822.46,-17242.291015625,195
196,319.3292,980000,166.2888,3674.65,3826.6,-17173.48046875,196
197,309.7174,985000,97.9949,5059.52,4637.71,-17374.85546875,197
198,306.4485,990000,96.6949,4833.27,5052.36,-17381.107421875,198
199,312.3415,995000,116.965,4813.63,5163.35,-17199.595703125,199
200,303.6552,1000000,95.1943,4434.71,4917.29,-17617.912109375,200
201,306.5657,1005000,98.7934,5227.69,4915.33,-17765.361328125,201
202,311.1145,1010000,119.276,4651.9,4895.39,-17857.451171875,202
203,311.4236,1015000,117.751,3830.08,4641.54,-17751.10546875,203
204,310.3016,1020000,106.2245,3355.02,4665.24,-18046.38671875,204
205,312.0508,1025000,113.9008,5164.61,4708.06,-18033.107421875,205
206,310.399,1030000,104.8684,5007.16,5094.05,-18039.291015625,206
207,314.7117,1035000,121.6325,5379.54,4891.09,-17899.416015625,207
208,314.2867,1040000,142.2432,4338.3,4653.43,-18051.33984375,208
209,305.1381,1045000,120.3515,5080.54,4688.08,-17842.673828125,209
210,317.3265,1050000,135.2058,4152.34,4724.43,-18031.125,210
211,327.7712,1055000,178.9061,3827.5,4263.1,-18103.447265625,211
212,316.7066,1060000,128.5234,4477.66,4323.89,-18193.48046875,212
213,330.0072,1065000,174.2922,3670.97,3858.74,-18164.501953125,213
214,313.3306,1070000,139.6109,3608.08,4047.91,-17697.84765625,214
215,324.2513,1075000,212.2248,3735.4,3802.96,-17778.98046875,215
216,304.5652,1080000,109.5197,5027.57,4234.67,-17928.169921875,216
217,314.3073,1085000,135.3755,5139.32,3908.17,-17705.291015625,217
218,320.6351,1090000,197.1577,4588.86,3991.75,-17478.7109375,218
219,319.617,1095000,169.4262,5064.14,3460.25,-17652.99609375,219
220,309.2868,1100000,131.2753,3919.05,3974.69,-17777.00390625,220
221,322.8893,1105000,200.6094,3689.15,3497.26,-17708.443359375,221
222,308.0016,1110000,110.9971,4019.89,3869.55,-17656.12890625,222
223,324.0809,1115000,158.7359,2865.61,3174.96,-17537.611328125,223
224,334.1042,1120000,175.2141,3889.62,3713.4,-18029.904296875,224
225,335.1551,1125000,188.9797,3879.69,3457.5,-17710.072265625,225
226,354.3115,1130000,220.5219,1606.34,2780.73,-17598.171875,226
227,340.9731,1135000,193.2926,1717.88,2743.26,-17724.228515625,227
228,350.0039,1140000,205.4222,2598.34,2559.65,-17902.2578125,228
229,358.1935,1145000,242.6219,2070.14,1296.53,-17369.5703125,229
230,370.4881,1150000,285.8945,1193.1,1308.34,-18223.62890625,230
231,372.4666,1155000,251.167,1578.04,1301.23,-18009.974609375,231
232,373.4432,1160000,216.961,1009.3,1022.19,-17551.78125,232
233,388.2425,1165000,255.0939,835.73,934.15,-17305.82421875,233
234,416.1291,1170000,291.9293,565.46,587.27,-17610.095703125,234
235,406.7072,1175000,971.898,641.13,658.86,-18626.728515625,235
236,393.1104,1180000,277.9637,554.35,686.99,-18085.82421875,236
237,420.9703,1185000,266.6507,488.85,612.06,-16432.994140625,237
238,433.5354,1190000,240.9742,464.8,819.68,-16295.0498046875,238
239,405.9245,1195000,229.3685,597.29,665.22,-15784.1796875,239
240,408.9568,1200000,289.2184,777.98,754.83,-16689.861328125,240
241,457.1497,1205000,288.4664,440.26,382.03,-15807.9462890625,241
242,449.9903,1210000,291.6685,393.3,629.57,-16255.68359375,242
243,463.1479,1215000,304.9655,590.55,503.72,-15914.1845703125,243
244,439.3795,1220000,291.8251,543.31,502.29,-14345.130859375,244
245,411.9932,1225000,259.7882,492.18,401.85,-14128.7705078125,245
246,401.587,1230000,255.1398,621.0,551.59,-12997.5888671875,246
247,437.5284,1235000,277.506,513.31,467.34,-13663.2626953125,247
248,400.4014,1240000,279.951,695.92,787.89,-12084.9306640625,248
249,424.0981,1245000,347.3603,475.08,466.75,-8381.267578125,249
250,407.2029,1250000,485.4667,734.13,726.15,-12176.2255859375,250
251,428.7559,1255000,412.3242,876.36,619.16,-14015.4013671875,251
252,419.6063,1260000,464.4728,647.66,690.79,-11433.7255859375,252
253,455.7736,1265000,569.4945,474.97,447.93,-17817.49609375,253
254,460.6893,1270000,653.9339,421.79,448.88,-15607.5126953125,254
255,466.4524,1275000,827.4039,413.46,421.65,-14521.224609375,255
256,518.309,1280000,990.7223,327.32,296.84,-17296.791015625,256
257,501.0623,1285000,906.3718,233.5,208.02,-15980.2646484375,257
258,491.7152,1290000,778.5041,298.77,278.56,-15464.447265625,258
259,530.7761,1295000,751.0256,275.02,268.17,-14781.01953125,259
260,475.9001,1300000,769.5416,340.5,311.25,-16904.861328125,260
261,495.2554,1305000,840.8805,289.44,276.73,-15969.5908203125,261
262,517.7569,1310000,746.1527,266.46,264.41,-17262.6015625,262
263,470.4268,1315000,857.7691,283.94,308.01,-18056.236328125,263
264,484.4731,1320000,976.9267,263.09,230.1,-18393.88671875,264
265,522.9585,1325000,905.8784,348.84,271.85,-18519.740234375,265
266,496.572,1330000,1117.3224,251.1,233.1,-19163.326171875,266
267,567.9973,1335000,950.2627,172.86,170.88,-18571.90234375,267
268,580.7512,1340000,1175.2645,155.38,156.49,-18280.017578125,268
269,589.5163,1345000,1133.9282,179.63,172.89,-18880.25,269
270,499.4499,1350000,1346.8768,281.57,262.29,-19413.982421875,270
271,561.6056,1355000,982.776,196.19,202.9,-19218.705078125,271
272,602.4718,1360000,762.4007,204.6,201.58,-19452.736328125,272
273,578.4807,1365000,846.7625,193.12,192.8,-19331.71875,273
274,605.0367,1370000,847.9906,172.82,162.71,-19473.787109375,274
275,597.8485,1375000,872.1994,199.14,188.32,-19190.07421875,275
276,671.1976,1380000,758.5824,114.21,115.47,-19522.65625,276
277,683.5411,1385000,982.8855,133.39,124.48,-19510.365234375,277
278,688.0133,1390000,859.9027,97.04,97.82,-19583.51953125,278
279,749.1694,1395000,901.6562,61.68,62.0,-19587.189453125,279
280,662.8501,1400000,1136.4936,163.21,163.7,-19083.53515625,280
281,675.3988,1405000,986.7864,87.73,84.42,-19384.193359375,281
282,679.4926,1410000,1005.6561,134.39,110.88,-19108.787109375,282
283,698.5356,1415000,1140.4639,85.04,90.69,-19591.572265625,283
284,659.5473,1420000,1322.4942,198.39,188.28,-17438.5859375,284
285,646.762,1425000,1036.6744,126.65,120.8,-18534.69921875,285
286,616.9924,1430000,1528.8857,183.92,179.39,-19144.08203125,286
287,548.244,1435000,1591.656,167.23,160.32,-19364.22265625,287
288,635.6429,1440000,1622.2484,203.98,194.94,-19530.08984375,288
289,660.592,1445000,1666.9396,180.82,180.85,-19388.63671875,289
290,666.1833,1450000,1662.0033,187.61,181.56,-19364.673828125,290
291,658.307,1455000,1452.0425,176.65,178.62,-19239.818359375,291
292,653.1245,1460000,1278.9049,193.88,198.9,-19285.958984375,292
293,683.1253,1465000,1568.4175,89.61,87.96,-19175.5078125,293
294,709.0785,1470000,1703.6664,82.33,84.45,-19663.33203125,294
295,681.2314,1475000,1426.5838,75.54,74.04,-18493.03515625,295
296,650.4247,1480000,1517.1686,115.47,121.08,-18461.42578125,296
297,609.8091,1485000,902.4638,143.93,148.32,-16724.51953125,297
298,716.0552,1490000,1970.1721,74.22,80.63,-19147.546875,298
299,655.494,1495000,1442.0836,95.18,91.17,-18460.9375,299
300,601.1016,1500000,550.4315,115.53,102.89,-16292.7451171875,300
301,583.2702,1505000,318.2853,157.51,156.94,-11844.4033203125,301
302,609.5677,1510000,614.7804,111.97,105.42,-15555.265625,302
303,629.8403,1515000,789.798,108.52,103.91,-16910.55078125,303
304,633.0965,1520000,668.8884,145.42,146.95,-17830.919921875,304
305,693.6474,1525000,1160.9937,56.02,56.53,-18941.55078125,305
306,629.8506,1530000,1772.5529,189.88,187.44,-19242.3515625,306
307,619.9871,1535000,1214.7415,133.69,135.93,-18098.724609375,307
308,688.316,1540000,1781.7548,78.0,81.14,-19654.78125,308
309,697.0928,1545000,1910.6963,80.13,77.57,-19673.083984375,309
310,655.776,1550000,1067.9227,78.7,82.72,-18520.396484375,310
311,790.8248,1555000,1774.6482,76.47,76.4,-19642.609375,311
312,670.4072,1560000,1063.4007,65.68,66.81,-18717.068359375,312
313,668.1336,1565000,1351.6911,75.65,73.41,-18840.591796875,313
314,695.5211,1570000,1536.8074,80.14,81.12,-19474.525390625,314
315,646.7826,1575000,1121.5182,66.92,65.16,-18436.65625,315
316,646.1441,1580000,641.2592,90.93,90.37,-18322.76171875,316
317,613.921,1585000,833.907,110.03,101.84,-17818.70703125,317
318,616.924,1590000,875.7274,91.77,85.48,-17589.74609375,318
319,630.1577,1595000,604.0189,70.19,69.35,-16220.9755859375,319
320,629.0156,1600000,1723.4997,100.17,100.92,-18141.337890625,320
321,628.0273,1605000,564.9793,104.43,98.7,-17429.3984375,321
322,635.5377,1610000,1065.7123,93.65,89.24,-18050.177734375,322
323,648.2325,1615000,570.3789,68.61,66.44,-17857.673828125,323
324,655.4934,1620000,741.4041,84.33,82.95,-18598.005859375,324
325,628.3857,1625000,864.7286,89.65,81.84,-18679.419921875,325
326,637.8271,1630000,304.666,65.71,66.02,-17760.728515625,326
327,686.7472,1635000,1096.5105,60.37,60.26,-19352.126953125,327
328,651.212,1640000,680.8193,82.37,81.99,-19024.8828125,328
329,648.0735,1645000,558.7183,59.32,60.22,-18569.37109375,329
330,651.0586,1650000,383.6031,56.79,55.83,-18446.4921875,330
331,656.9803,1655000,860.9569,61.35,61.06,-19335.775390625,331
332,637.5809,1660000,446.6198,56.15,56.5,-18422.830078125,332
333,627.9988,1665000,346.7845,62.1,62.0,-18641.986328125,333
334,643.863,1670000,503.7061,59.76,60.0,-18807.146484375,334
335,653.4055,1675000,467.8035,60.25,60.09,-18639.740234375,335
336,646.9093,1680000,309.8843,57.54,57.4,-18454.056640625,336
337,655.2805,1685000,323.4921,58.98,60.35,-18770.962890625,337
338,656.362,1690000,613.1833,59.19,58.89,-18854.33203125,338
339,657.4597,1695000,306.1274,63.5,61.71,-18293.900390625,339
340,655.1304,1700000,603.1093,61.58,62.59,-18417.373046875,340
341,666.4724,1705000,1177.7745,65.75,65.24,-19128.814453125,341
342,659.9748,1710000,296.7098,58.51,59.02,-18575.962890625,342
343,649.2044,1715000,300.645,59.12,60.12,-18811.96875,343
344,651.1698,1720000,362.4177,60.35,59.57,-18673.251953125,344
345,646.7044,1725000,307.2976,62.95,61.98,-18739.92578125,345
346,649.0594,1730000,610.8625,59.52,59.86,-18280.25,346
347,671.6236,1735000,336.6961,63.67,63.69,-18791.953125,347
348,662.7361,1740000,338.5278,60.14,59.31,-18798.2734375,348
349,640.51,1745000,334.2094,62.05,61.63,-18639.03125,349
350,656.9679,1750000,344.0417,60.29,59.5,-19118.51953125,350
351,634.662,1755000,303.1021,59.83,60.12,-18924.638671875,351
352,654.7005,1760000,345.8462,66.03,66.98,-19143.09765625,352
353,630.7028,1765000,333.6427,64.86,64.44,-18456.40625,353
354,612.078,1770000,331.5722,59.71,59.77,-18451.462890625,354
355,654.9357,1775000,385.3753,58.51,59.09,-16753.509765625,355
356,619.0471,1780000,327.2026,69.57,69.65,-18330.4296875,356
357,631.5405,1785000,311.438,58.43,59.8,-19092.595703125,357
358,618.198,1790000,355.4446,69.41,69.79,-18243.8203125,358
359,669.1976,1795000,534.6757,60.06,60.97,-18816.638671875,359
360,652.4855,1800000,434.6333,66.54,67.21,-18459.3828125,360
361,659.5229,1805000,348.1755,63.83,63.54,-18221.95703125,361
362,640.5769,1810000,336.3396,69.02,66.57,-18694.765625,362
363,631.5484,1815000,303.0091,57.81,58.88,-18821.029296875,363
364,639.1405,1820000,314.3883,61.01,60.24,-18629.634765625,364
365,625.7238,1825000,308.1414,64.67,64.28,-18867.80859375,365
366,617.74,1830000,295.8747,61.48,61.79,-18580.2265625,366
367,639.6263,1835000,310.7073,61.64,61.91,-18744.4921875,367
368,635.7019,1840000,291.6888,60.35,60.1,-19258.044921875,368
369,628.7101,1845000,346.596,64.1,63.98,-18417.31640625,369
370,645.3025,1850000,314.5606,60.69,60.61,-18501.736328125,370
371,644.1783,1855000,354.3543,58.24,59.16,-18751.47265625,371
372,643.4399,1860000,297.9043,60.67,58.4,-18925.212890625,372
373,636.4505,1865000,305.4751,60.44,60.4,-18999.9921875,373
374,622.8212,1870000,338.6287,58.59,58.62,-18297.259765625,374
375,649.9068,1875000,327.2015,60.51,61.0,-18928.763671875,375
376,652.8011,1880000,410.6975,58.17,58.81,-17827.126953125,376
377,648.6751,1885000,340.7197,61.83,61.82,-19341.76953125,377
378,658.24,1890000,388.4013,60.15,59.33,-18442.759765625,378
379,665.1957,1895000,377.2757,61.54,61.13,-19190.505859375,379
380,620.6766,1900000,341.742,59.17,59.04,-19082.1875,380
381,661.4054,1905000,341.9816,60.06,59.29,-19249.580078125,381
382,664.0569,1910000,561.688,59.41,58.8,-19322.69921875,382
383,670.0602,1915000,379.4871,58.61,58.63,-18687.779296875,383
384,636.7517,1920000,310.9956,58.51,58.44,-19293.408203125,384
385,670.8048,1925000,995.4627,61.6,60.76,-18859.04296875,385
386,644.9221,1930000,497.8368,65.6,64.57,-19509.68359375,386
387,631.3089,1935000,322.7423,62.12,62.35,-19519.171875,387
388,661.6922,1940000,402.6345,61.49,62.01,-19432.248046875,388
389,631.0844,1945000,472.4309,59.63,59.7,-19292.052734375,389
390,639.1867,1950000,334.0696,59.83,59.77,-19332.744140625,390
391,638.2977,1955000,310.3107,59.35,59.73,-18851.521484375,391
392,620.171,1960000,323.0635,59.37,59.54,-19055.86328125,392
393,644.7333,1965000,307.4998,63.79,63.56,-19377.9375,393
394,640.241,1970000,326.3786,61.4,61.24,-19478.455078125,394
395,636.4338,1975000,328.1382,61.96,61.49,-19359.1875,395
396,637.2724,1980000,304.9719,59.78,58.97,-19230.087890625,396
397,641.1441,1985000,319.9013,61.31,61.56,-19276.939453125,397
398,627.3309,1990000,329.1477,60.12,60.12,-19264.734375,398
399,669.1737,1995000,388.3176,60.75,60.63,-19530.662109375,399
400,631.4914,2000000,344.8596,61.26,61.4,-19431.087890625,400
