Itration,Real Sto Return,Running Forward KL,Running Reverse KL,Real Det Return
132,3233.78,25.6654,14.2935,3361.14
133,3244.45,25.434,13.7923,3389.23
134,3245.31,24.7069,13.2706,3375.72
135,3197.5,25.4739,14.3436,3388.04
136,3071.17,25.1228,13.3548,3379.39
137,3260.59,24.6032,13.2182,3406.42
138,3277.48,24.5118,13.7633,3401.72
139,3119.69,25.4065,14.6121,3350.08
140,3339.23,25.0952,14.0515,3353.29
141,3219.52,25.2774,14.0302,3340.69
142,3241.83,25.4607,13.8619,3339.33
143,3341.65,25.3851,14.5516,3377.12
144,3158.82,25.1927,14.0035,3393.49
145,3209.37,25.2438,13.4524,3327.79
146,3254.7,24.9023,15.0591,3392.39
147,3112.05,24.9872,13.3031,3367.44
148,3362.88,25.4964,14.0934,3374.97
149,3235.97,24.1895,12.8972,3373.74
150,3258.96,25.2131,14.0062,3387.5
151,3235.61,25.8222,13.7369,3344.2
152,3215.72,24.9235,13.2703,3352.24
153,3189.37,25.1848,13.7844,3361.57
154,3166.12,24.4505,13.6412,3364.22
155,3265.98,24.6469,13.8575,3413.65
156,3268.57,25.0419,13.6095,3388.61
157,3348.41,25.6103,14.395,3361.81
158,3345.83,25.0274,13.4495,3370.7
159,3264.25,24.5083,13.0838,3398.83
160,3275.64,24.575,13.5582,3418.12
161,3333.21,24.4174,12.649,3371.57
162,3247.48,24.9859,13.0899,3375.95
163,3289.38,25.1793,13.0034,3358.56
164,3290.71,24.6908,12.0774,3343.41
165,3270.34,24.9046,13.6347,3392.87
166,2559.8,25.2699,12.3231,3442.71
167,3235.36,24.6652,13.2832,3387.25
168,3246.92,25.2054,13.7824,3388.54
169,3286.3,24.5083,13.5608,3420.19
170,3238.7,24.7906,13.201,3368.85
171,3220.59,24.7079,13.6769,3405.76
172,3263.47,24.3854,12.9622,3406.88
173,3168.25,24.5867,13.1944,3386.61
174,3101.47,24.7069,13.0677,3361.78
175,3330.52,24.4181,13.1361,3404.31
176,3255.2,24.6369,12.8049,3409.84
177,3260.9,24.2035,13.0394,3405.52
178,3288.0,24.5413,14.1843,3400.73
179,3267.2,24.5968,13.5231,3412.94
180,3360.47,24.7171,13.1756,3388.15
181,3340.06,24.9617,13.4839,3359.67
182,3380.31,24.2018,12.8888,3437.72
183,3231.29,24.5437,12.51,3425.28
184,3241.63,24.6445,13.3806,3396.47
185,3268.24,24.8001,13.4739,3401.27
186,3261.31,24.2434,13.0297,3395.49
187,3301.84,24.0873,12.2851,3430.51
188,3179.22,24.4029,12.1241,3414.99
189,3247.84,24.0091,12.0387,3397.02
190,3297.84,24.2896,13.4097,3419.09
191,3388.2,24.3826,13.4342,3402.6
192,3377.94,24.4897,13.1321,3395.37
193,3208.05,24.1637,12.1819,3423.02
194,3210.11,23.5996,12.9065,3419.82
195,3216.9,24.085,12.6564,3407.98
196,3147.98,24.407,12.3013,3407.57
197,3252.29,24.0746,12.8322,3394.15
198,3358.0,24.198,12.6164,3380.81
199,3268.78,24.0387,12.7663,3398.98
