Reward Loss,Running Reverse KL,Itration,Real Det Return,Real Sto Return,Running Env Steps,Running Update Time,Running Forward KL
-5229.38720703125,42.3517,153,46.87,19.95,765000,153,28.554
-7293.412109375,151.8441,154,997.99,998.03,770000,154,39.2521
-6263.181640625,77.4107,155,707.75,635.18,775000,155,30.8457
-5773.24267578125,46.4371,156,283.4,278.61,780000,156,30.0712
-5205.8984375,41.3588,157,498.73,470.76,785000,157,28.979
-6247.0673828125,48.5913,158,500.78,503.81,790000,158,28.9516
-7785.7783203125,76.5216,159,1017.86,1018.13,795000,159,39.7433
-7162.99609375,157.9133,160,474.5,475.65,800000,160,32.6543
-7032.80078125,210.8833,161,-2.3,-2.41,805000,161,39.2843
-7492.1572265625,231.6654,162,38.06,38.03,810000,162,34.9351
-7647.861328125,198.1794,163,48.32,47.8,815000,163,36.3112
-6979.20947265625,79.7149,164,62.32,63.0,820000,164,35.342
-7266.953125,66.7214,165,139.29,138.77,825000,165,33.769
-7652.59521484375,54.1971,166,145.97,142.87,830000,166,33.7342
-7314.201171875,109.3667,167,-1.94,-1.57,835000,167,37.7562
-7199.60986328125,42.9832,168,37.85,38.94,840000,168,34.7718
-7184.4384765625,170.8038,169,113.24,130.46,845000,169,29.4569
-7705.431640625,181.9731,170,177.82,189.85,850000,170,31.603
-5903.291015625,100.4537,171,103.22,97.15,855000,171,27.5659
-6667.27587890625,59.0632,172,66.0,64.4,860000,172,29.7441
-5580.3984375,104.6706,173,118.7,120.1,865000,173,29.7667
-7339.5107421875,33.2564,174,185.16,181.26,870000,174,30.6172
-6586.712890625,49.9508,175,264.64,286.01,875000,175,28.8414
-8186.96533203125,28.1769,176,213.38,153.99,880000,176,33.3056
-7739.85693359375,26.606,177,185.45,176.84,885000,177,33.9011
-7684.52783203125,32.3837,178,175.05,168.15,890000,178,34.0193
-7346.17333984375,24.2647,179,309.36,298.26,895000,179,31.4225
-7115.27197265625,28.9565,180,323.5,350.39,900000,180,29.7341
-6303.74658203125,21.3969,181,357.28,376.36,905000,181,29.9042
-5292.77392578125,78.2314,182,215.15,205.46,910000,182,30.1743
-4648.21728515625,47.5136,183,436.23,384.26,915000,183,30.655
-8178.728515625,37.4366,184,414.5,477.34,920000,184,28.1976
-7876.3291015625,31.5553,185,293.62,321.91,925000,185,29.0527
-8176.99365234375,24.7705,186,82.07,82.73,930000,186,32.7004
-8804.4990234375,40.9016,187,124.0,122.73,935000,187,37.4464
-8829.27734375,42.1774,188,141.59,142.16,940000,188,37.38
-8899.9658203125,42.018,189,174.88,170.16,945000,189,37.0376
-8950.5185546875,40.5867,190,196.49,202.87,950000,190,36.9778
-9005.7939453125,39.6697,191,964.25,963.95,955000,191,36.6278
-9042.8935546875,29.2881,192,771.11,856.44,960000,192,36.7235
-9148.8291015625,30.8837,193,969.6,969.26,965000,193,36.6365
-9088.8408203125,42.7329,194,976.91,976.63,970000,194,37.1393
-9266.181640625,45.7324,195,975.97,975.61,975000,195,36.5903
-9327.5556640625,46.4607,196,976.84,977.13,980000,196,36.985
-8996.96484375,43.2512,197,972.85,972.5,985000,197,36.1581
-7844.515625,34.102,198,964.32,964.46,990000,198,35.3424
-7766.36181640625,38.4419,199,471.52,424.47,995000,199,30.656
