Real Det Return,Running Forward KL,Running Update Time,Running Env Steps,Running Reverse KL,Reward Loss,Itration,Real Sto Return
5046.86,36.3632,385,1925000,14.2078,-8600.6806640625,385,4874.5
5163.96,35.176,386,1930000,13.4188,-8072.2255859375,386,4966.97
5185.14,35.1754,387,1935000,13.2829,-8122.908203125,387,4953.44
5148.43,35.4975,388,1940000,13.7722,-8151.0751953125,388,4995.05
5072.5,35.238,389,1945000,13.3351,-8235.537109375,389,4921.77
5207.43,34.7547,390,1950000,13.5584,-7992.984375,390,4995.33
5034.27,35.4679,391,1955000,14.1077,-8414.4033203125,391,4826.91
5068.49,35.0782,392,1960000,13.6667,-8475.4775390625,392,4912.27
5099.15,35.1287,393,1965000,13.5325,-8589.0966796875,393,4991.36
5170.79,35.2545,394,1970000,13.6064,-8366.6455078125,394,5045.03
5213.46,34.8736,395,1975000,13.4388,-8380.4921875,395,5046.76
5240.46,34.8078,396,1980000,13.6248,-8146.8232421875,396,5072.3
5195.0,35.6075,397,1985000,13.2676,-8572.859375,397,4983.18
5288.01,35.7588,398,1990000,14.4574,-8700.8232421875,398,5031.97
5306.89,34.7096,399,1995000,13.6799,-8212.7890625,399,5035.23
5267.09,34.3295,400,2000000,13.0752,-8442.6787109375,400,5050.04
5278.92,35.0517,401,2005000,13.8618,-8666.984375,401,5036.5
5321.34,35.4732,402,2010000,13.922,-8508.107421875,402,5089.2
5222.11,35.7081,403,2015000,13.582,-9197.7646484375,403,4763.31
5222.71,36.3708,404,2020000,13.76,-9467.431640625,404,5069.94
5180.94,35.9959,405,2025000,14.173,-9075.5390625,405,5014.66
5322.8,35.4049,406,2030000,13.8954,-8551.275390625,406,5056.88
5206.9,35.7741,407,2035000,14.5981,-9007.880859375,407,5018.89
5208.6,34.938,408,2040000,13.8511,-8569.5068359375,408,5082.72
5319.5,35.9619,409,2045000,13.7759,-8690.62109375,409,5093.44
5274.96,34.6414,410,2050000,13.9245,-8264.3984375,410,5123.35
5259.88,34.2719,411,2055000,13.1044,-8577.76171875,411,5097.23
5332.64,34.9584,412,2060000,14.1903,-8483.4501953125,412,5056.74
5311.7,35.3353,413,2065000,14.2868,-8648.6962890625,413,5109.62
5324.18,34.8839,414,2070000,13.1574,-9082.306640625,414,5105.85
5268.2,34.951,415,2075000,13.3836,-8605.02734375,415,5112.96
5313.88,35.7231,416,2080000,14.7773,-9152.3271484375,416,5101.5
3509.74,35.0304,417,2085000,13.9202,-8621.0908203125,417,4911.12
5334.39,34.6207,418,2090000,13.7731,-8448.2744140625,418,5150.86
5225.72,35.4606,419,2095000,12.4679,-11281.056640625,419,4223.86
5284.55,35.001,420,2100000,14.6671,-9028.05859375,420,5024.95
5254.52,34.9103,421,2105000,15.0256,-8975.4111328125,421,5116.4
5237.87,34.607,422,2110000,14.5411,-8845.3271484375,422,5093.36
5302.45,35.2646,423,2115000,14.4677,-8816.4677734375,423,5159.79
5359.12,35.1929,424,2120000,14.9534,-9360.87890625,424,4250.48
5338.67,34.7872,425,2125000,13.769,-8557.669921875,425,5195.75
5394.01,34.1903,426,2130000,13.8759,-8686.0908203125,426,5189.35
5342.8,35.9444,427,2135000,14.7077,-9839.65625,427,5095.5
5358.28,35.757,428,2140000,15.2144,-9077.279296875,428,5164.95
5302.52,34.2854,429,2145000,14.0091,-8917.4189453125,429,5104.03
5224.18,35.9895,430,2150000,14.1161,-9646.818359375,430,5053.16
5309.7,34.6482,431,2155000,13.2406,-9168.4033203125,431,5112.63
5305.72,35.0335,432,2160000,13.8426,-9293.1943359375,432,5098.07
5404.07,33.9364,433,2165000,13.2866,-8523.5908203125,433,5176.37
5272.28,34.3253,434,2170000,13.1765,-8716.064453125,434,5068.44
5256.88,34.2219,435,2175000,13.8907,-9417.732421875,435,5111.66
5242.92,35.1392,436,2180000,14.6998,-9971.44140625,436,5065.15
5333.53,34.4999,437,2185000,13.3783,-9429.072265625,437,5101.62
5314.73,34.1072,438,2190000,13.776,-9439.080078125,438,5122.61
5263.27,34.187,439,2195000,13.2993,-9479.400390625,439,5055.9
5271.05,34.7376,440,2200000,13.4025,-9489.0673828125,440,5099.21
5148.77,33.7618,441,2205000,12.9308,-9306.3720703125,441,5116.08
5293.45,33.7806,442,2210000,13.9015,-9250.271484375,442,5145.51
5280.58,34.2812,443,2215000,14.0512,-9295.251953125,443,5120.37
5154.14,33.3508,444,2220000,13.0774,-8948.796875,444,5118.74
5367.71,33.7032,445,2225000,13.541,-8489.4443359375,445,5208.06
5360.23,33.5904,446,2230000,14.0625,-8600.0048828125,446,5206.92
4792.03,33.0724,447,2235000,12.7319,-8810.875,447,5170.72
4563.11,33.0921,448,2240000,13.3838,-9233.591796875,448,5112.19
5245.21,33.6787,449,2245000,13.3028,-8400.9384765625,449,5139.21
5276.57,33.7396,450,2250000,13.2235,-9383.5009765625,450,5084.71
5207.12,33.6437,451,2255000,13.0494,-8915.6162109375,451,5121.37
5419.14,33.9885,452,2260000,13.9002,-8901.970703125,452,5195.63
5424.94,34.1797,453,2265000,13.8232,-9805.8173828125,453,5201.07
5339.1,34.3204,454,2270000,13.8436,-9177.5244140625,454,5167.76
5289.66,34.5968,455,2275000,14.3702,-9780.1064453125,455,5149.01
5398.32,34.1199,456,2280000,14.4824,-9630.3984375,456,4944.72
5410.99,34.0217,457,2285000,13.9913,-9530.115234375,457,5198.07
5386.8,34.0755,458,2290000,14.5867,-9362.0810546875,458,5211.9
5301.78,33.6978,459,2295000,13.1631,-8774.5087890625,459,5218.66
5440.35,33.9083,460,2300000,14.2583,-9850.2255859375,460,5224.78
5362.36,34.2697,461,2305000,14.016,-9961.560546875,461,4931.03
5169.54,33.2595,462,2310000,13.1617,-8886.5693359375,462,5200.43
3964.52,33.6013,463,2315000,13.6182,-9651.865234375,463,5174.31
5328.89,32.5661,464,2320000,12.8259,-8826.5068359375,464,5169.92
5386.78,33.1766,465,2325000,13.2688,-9024.892578125,465,5217.99
5386.68,33.3554,466,2330000,13.3203,-9331.095703125,466,5187.74
5322.49,32.3577,467,2335000,12.878,-9202.875,467,5194.71
5273.03,33.4897,468,2340000,13.2012,-9560.9404296875,468,5112.39
5412.56,33.5215,469,2345000,13.43,-9249.7275390625,469,4714.54
5394.7,33.6017,470,2350000,13.8459,-9194.8388671875,470,5242.34
5368.37,33.716,471,2355000,13.6149,-9280.064453125,471,5198.75
5231.79,32.9627,472,2360000,13.2266,-9392.5439453125,472,5109.89
5380.85,33.2483,473,2365000,13.3146,-8863.23828125,473,5214.0
5372.14,33.2173,474,2370000,13.1465,-9732.427734375,474,5171.23
5394.55,34.152,475,2375000,14.1672,-9713.90625,475,5203.19
5376.71,33.1979,476,2380000,13.1723,-9186.611328125,476,5208.31
5399.06,32.8084,477,2385000,13.4557,-9535.2919921875,477,5203.48
5404.88,33.502,478,2390000,13.6735,-9528.7802734375,478,5213.68
5294.38,32.718,479,2395000,12.7993,-9115.6494140625,479,4822.54
5457.07,32.0247,480,2400000,13.0802,-9399.267578125,480,5248.94
5403.02,33.1089,481,2405000,12.9498,-9320.490234375,481,5224.72
5458.6,33.1684,482,2410000,13.3578,-9309.9462890625,482,5219.53
5448.58,33.9061,483,2415000,12.9444,-9829.7958984375,483,5171.07
5464.85,33.2211,484,2420000,13.2038,-9180.7548828125,484,5210.55
5474.81,32.9332,485,2425000,13.2979,-8997.982421875,485,5276.77
5492.45,33.0776,486,2430000,13.0998,-9157.97265625,486,5220.03
5451.45,32.7291,487,2435000,13.2989,-9212.9404296875,487,5223.13
5426.4,33.159,488,2440000,13.1943,-9459.0771484375,488,5161.7
5509.26,33.6938,489,2445000,13.6825,-10082.267578125,489,5226.42
5515.02,33.1273,490,2450000,13.4623,-8919.556640625,490,5253.59
5461.63,33.3042,491,2455000,12.9952,-10131.8388671875,491,4758.24
5513.89,32.9114,492,2460000,12.684,-8854.4541015625,492,5243.64
5429.75,33.2451,493,2465000,13.093,-9742.044921875,493,5166.72
5473.64,33.9041,494,2470000,12.952,-9520.431640625,494,5114.1
5522.3,33.5588,495,2475000,13.0077,-9737.27734375,495,5235.01
5522.26,33.3297,496,2480000,12.8271,-9714.513671875,496,5213.79
5398.38,33.1237,497,2485000,13.0852,-9597.5107421875,497,5208.18
5487.83,33.0829,498,2490000,12.779,-9436.134765625,498,5259.06
5424.72,33.3856,499,2495000,13.1973,-9638.7900390625,499,5183.33
5537.39,33.0211,500,2500000,12.6128,-9574.416015625,500,5256.68
5560.67,32.6641,501,2505000,12.9866,-9237.607421875,501,4816.25
5530.33,32.6896,502,2510000,13.0879,-9346.369140625,502,5282.4
5375.9,32.9854,503,2515000,12.2179,-9321.7470703125,503,5198.05
5402.03,33.2083,504,2520000,12.8144,-9772.0048828125,504,5199.93
5381.3,33.4386,505,2525000,13.1521,-10405.9345703125,505,5177.48
5439.44,32.8862,506,2530000,12.2188,-9475.658203125,506,5184.18
5420.32,33.6752,507,2535000,12.6028,-10136.2900390625,507,5128.81
5294.57,33.5183,508,2540000,12.3496,-10234.5478515625,508,5114.63
5375.04,34.2271,509,2545000,13.3905,-10949.4443359375,509,3811.79
5274.02,33.1016,510,2550000,14.0519,-10857.486328125,510,4719.79
789.89,41.3032,511,2555000,39.0088,-18386.76953125,511,275.23
5342.07,34.7364,512,2560000,13.455,-10777.2626953125,512,4793.05
4572.21,33.4988,513,2565000,22.0837,-11559.884765625,513,4306.0
5450.94,33.4502,514,2570000,13.5103,-9963.138671875,514,4799.96
5340.46,33.2254,515,2575000,13.2358,-11025.7490234375,515,5006.58
4748.24,33.891,516,2580000,17.1571,-12112.880859375,516,4741.05
5409.69,33.4583,517,2585000,14.0438,-11323.2998046875,517,5190.69
5401.57,34.7594,518,2590000,17.2443,-12730.8515625,518,5091.52
5380.47,33.4005,519,2595000,15.7434,-11018.8759765625,519,5012.06
5428.71,33.4991,520,2600000,13.3446,-11183.541015625,520,4882.41
5487.11,34.8832,521,2605000,14.1755,-11487.0078125,521,4862.44
5455.54,34.4003,522,2610000,18.7485,-11593.9443359375,522,5264.03
5471.34,34.8756,523,2615000,14.3528,-12115.6435546875,523,4807.33
5367.75,35.329,524,2620000,25.2544,-13030.57421875,524,4670.27
5363.16,34.0849,525,2625000,13.3737,-11967.802734375,525,4913.15
5424.37,34.1292,526,2630000,13.064,-11799.27734375,526,4538.57
5335.52,34.0602,527,2635000,14.9765,-12430.048828125,527,4594.16
5331.88,34.1465,528,2640000,12.976,-10997.5078125,528,4417.61
3678.87,33.8353,529,2645000,16.265,-12082.744140625,529,4103.16
5384.54,33.36,530,2650000,18.3557,-12495.642578125,530,5228.35
5487.0,32.93,531,2655000,17.5335,-12584.333984375,531,4914.31
5253.81,35.0484,532,2660000,25.0751,-15541.4521484375,532,3889.51
4828.66,34.0898,533,2665000,13.8851,-12991.16796875,533,3986.6
5433.67,33.4321,534,2670000,14.3561,-13260.0517578125,534,4981.15
5397.8,34.4065,535,2675000,13.6726,-12658.0478515625,535,5181.94
5425.51,33.5087,536,2680000,13.602,-11887.376953125,536,4969.77
5411.33,33.3204,537,2685000,13.2812,-11268.208984375,537,5259.39
845.1,36.1671,538,2690000,12.7013,-21553.4375,538,936.63
5281.65,34.6093,539,2695000,14.9926,-13014.546875,539,5185.32
4764.06,34.3544,540,2700000,14.9394,-13544.671875,540,4880.79
-3.29,33.4543,541,2705000,14.2786,-12630.5078125,541,255.42
5307.24,33.842,542,2710000,13.9678,-12525.150390625,542,5113.51
5371.51,33.3886,543,2715000,14.0358,-12548.7626953125,543,5183.47
5342.98,33.7241,544,2720000,13.4642,-12994.314453125,544,5085.48
5324.53,34.2269,545,2725000,13.6392,-13526.84375,545,5146.14
5433.79,34.8701,546,2730000,14.0962,-13722.205078125,546,5000.65
5382.21,34.5824,547,2735000,14.7124,-13174.2919921875,547,5199.42
5406.92,33.95,548,2740000,13.6028,-12383.3427734375,548,5212.5
5461.74,33.5925,549,2745000,13.8331,-12835.4423828125,549,5016.68
5430.16,33.4721,550,2750000,12.8625,-14079.5146484375,550,5230.75
5523.55,34.0958,551,2755000,14.2472,-12434.71875,551,5303.75
5457.72,33.6395,552,2760000,14.1554,-12384.5556640625,552,5251.6
5500.39,32.7255,553,2765000,13.8929,-12377.9296875,553,5116.37
4683.53,33.4858,554,2770000,14.1528,-15853.9443359375,554,4197.11
5387.51,33.1916,555,2775000,14.728,-12251.60546875,555,4897.87
5422.78,33.0709,556,2780000,13.1746,-12171.109375,556,5223.15
5440.6,33.6652,557,2785000,13.0161,-16608.10546875,557,5253.28
5437.04,32.5858,558,2790000,13.457,-12423.7177734375,558,5240.05
5393.66,33.7678,559,2795000,13.4292,-12887.91015625,559,5222.8
4403.68,33.8696,560,2800000,14.2851,-13773.931640625,560,4787.04
5399.68,33.8193,561,2805000,14.2246,-12732.21484375,561,5181.8
1129.96,36.619,562,2810000,17.0223,-24743.984375,562,3535.31
5443.97,33.1943,563,2815000,13.2551,-11945.51171875,563,5299.29
5374.07,32.7188,564,2820000,13.5689,-12978.3525390625,564,5076.47
5429.93,33.0565,565,2825000,12.9836,-12088.087890625,565,5272.41
5528.74,32.5744,566,2830000,13.1052,-11348.61328125,566,5137.63
5455.49,32.4245,567,2835000,13.3296,-12321.44140625,567,5225.7
5486.8,32.6143,568,2840000,13.4938,-12652.7216796875,568,5265.97
5483.72,33.7947,569,2845000,13.698,-12691.7236328125,569,5233.9
5368.05,32.904,570,2850000,12.7576,-14027.3408203125,570,5259.22
5408.18,32.8324,571,2855000,12.7394,-12447.46875,571,5246.52
5487.79,32.454,572,2860000,12.7771,-11628.8564453125,572,5266.86
5310.29,32.5182,573,2865000,12.2102,-12609.5263671875,573,4634.56
5434.36,33.0032,574,2870000,12.1531,-12718.5048828125,574,5173.15
5483.77,33.0692,575,2875000,11.9609,-13612.32421875,575,5272.38
5447.74,33.5694,576,2880000,12.4875,-13018.0400390625,576,5218.9
5277.35,32.3509,577,2885000,11.5651,-13808.0498046875,577,5136.28
5350.83,32.1583,578,2890000,12.6578,-13107.8427734375,578,4969.0
5262.15,32.5893,579,2895000,12.185,-13767.4853515625,579,5182.45
5047.63,32.6548,580,2900000,12.1246,-13194.5185546875,580,4853.3
4248.9,33.3678,581,2905000,11.4479,-15096.513671875,581,3912.47
5079.42,33.6158,582,2910000,13.2533,-18234.28125,582,4308.85
5096.16,32.7947,583,2915000,13.0986,-13157.22265625,583,4899.31
5158.84,32.4453,584,2920000,13.439,-13486.7470703125,584,5047.41
4710.74,33.3035,585,2925000,11.5657,-14764.6416015625,585,4641.43
2483.2,34.2689,586,2930000,12.1761,-18866.017578125,586,3379.7
5161.09,33.5408,587,2935000,13.561,-14545.173828125,587,4622.71
5209.9,33.2657,588,2940000,12.9382,-13686.177734375,588,5123.39
5324.29,33.8187,589,2945000,14.2356,-14254.8056640625,589,5199.8
5173.22,33.567,590,2950000,12.8465,-14413.1865234375,590,5168.56
5230.21,34.0001,591,2955000,13.5982,-14504.19921875,591,5171.15
5372.9,33.0225,592,2960000,13.0118,-13502.2685546875,592,4752.61
5271.37,32.8144,593,2965000,11.5758,-16055.0,593,3102.56
681.3,41.3408,594,2970000,44.4288,-23415.255859375,594,693.96
81.5,40.7711,595,2975000,49.1658,-24279.8671875,595,74.35
4385.12,36.3524,596,2980000,14.1746,-20879.31640625,596,3995.54
4400.6,34.2053,597,2985000,20.4663,-16571.16015625,597,4063.77
2897.11,34.9589,598,2990000,18.8824,-22264.021484375,598,4434.79
2678.77,33.9569,599,2995000,19.2849,-17259.314453125,599,4453.75
1760.92,34.7622,600,3000000,19.1131,-20271.404296875,600,4251.37
2914.56,34.2823,601,3005000,20.2563,-17709.9609375,601,4464.36
5349.43,33.5483,602,3010000,14.1393,-14870.1123046875,602,5194.17
3875.74,33.638,603,3015000,13.472,-17280.69140625,603,5167.18
5091.37,33.4272,604,3020000,13.7352,-14829.376953125,604,4942.1
5331.73,34.4778,605,3025000,14.4236,-17653.478515625,605,4961.01
5331.16,35.1455,606,3030000,15.0712,-15871.3427734375,606,5218.53
5347.18,34.7456,607,3035000,14.8545,-16000.255859375,607,5197.04
5302.71,35.9459,608,3040000,14.9863,-16988.166015625,608,5130.72
5294.12,34.4622,609,3045000,13.4796,-15969.998046875,609,5071.99
4147.64,35.0055,610,3050000,16.7726,-16428.501953125,610,4320.13
5232.75,34.1679,611,3055000,13.7934,-16247.4619140625,611,4772.28
5201.79,33.8111,612,3060000,13.5237,-15923.3603515625,612,4897.93
5243.7,33.4994,613,3065000,13.5246,-15979.490234375,613,5114.39
5310.18,33.7923,614,3070000,12.8321,-15395.119140625,614,5184.08
5472.59,34.4525,615,3075000,14.6229,-18412.794921875,615,5232.58
5396.53,33.1338,616,3080000,12.9561,-14748.533203125,616,5226.2
5342.84,34.1848,617,3085000,14.1652,-16503.978515625,617,5161.31
5221.75,34.102,618,3090000,13.6783,-16098.5185546875,618,4763.56
5472.7,33.7631,619,3095000,13.9491,-14403.0673828125,619,5150.15
5245.5,33.1033,620,3100000,13.8713,-15687.1240234375,620,4571.99
5517.05,33.3788,621,3105000,12.9344,-15081.8330078125,621,4977.18
5445.58,33.1952,622,3110000,12.5222,-16187.1259765625,622,4491.48
5332.32,32.8981,623,3115000,13.0241,-14924.0859375,623,5207.14
4996.83,33.3932,624,3120000,12.8007,-15708.7275390625,624,5085.46
5082.24,32.7476,625,3125000,12.4041,-16474.11328125,625,5024.13
5331.52,33.496,626,3130000,12.7764,-15663.1025390625,626,4810.5
5261.18,33.3961,627,3135000,13.099,-15626.298828125,627,5140.81
5133.2,33.3181,628,3140000,12.1803,-16528.91796875,628,5017.66
5250.98,33.383,629,3145000,13.3761,-16238.609375,629,4978.25
5015.3,33.3533,630,3150000,11.8925,-16599.017578125,630,4800.62
5345.76,33.7345,631,3155000,13.0746,-15925.9892578125,631,4956.06
5209.92,34.0732,632,3160000,14.5086,-18268.55859375,632,3814.7
5309.27,33.3252,633,3165000,13.4299,-16911.654296875,633,5163.09
5217.33,32.4046,634,3170000,12.2014,-15912.7626953125,634,4869.45
5343.93,34.0837,635,3175000,14.18,-18123.765625,635,4871.63
5310.09,32.2316,636,3180000,11.9306,-14726.607421875,636,5122.16
5325.4,32.774,637,3185000,12.9244,-17697.873046875,637,4957.46
5413.45,32.485,638,3190000,12.8194,-15650.962890625,638,4815.55
5231.38,32.9528,639,3195000,11.7351,-16043.134765625,639,4996.03
5363.35,32.7744,640,3200000,12.8803,-16684.201171875,640,4664.79
5370.67,32.7909,641,3205000,13.5928,-16293.8154296875,641,5168.26
5308.9,33.228,642,3210000,14.4502,-16404.109375,642,5172.59
5315.06,33.0293,643,3215000,13.061,-16793.9453125,643,5124.83
500.2,34.6055,644,3220000,23.2901,-22464.400390625,644,3182.51
5070.74,33.5831,645,3225000,15.4464,-18731.54296875,645,4501.29
5288.73,32.7826,646,3230000,13.5041,-16380.482421875,646,5138.23
5323.97,32.5622,647,3235000,13.5901,-15948.4765625,647,5152.25
5273.71,33.5311,648,3240000,13.232,-17668.712890625,648,5120.0
5304.27,32.4876,649,3245000,13.1869,-15900.0908203125,649,5200.8
5203.76,32.8522,650,3250000,13.556,-16756.74609375,650,5135.93
5174.45,33.6307,651,3255000,12.6578,-16784.13671875,651,5100.96
5274.53,33.3552,652,3260000,13.4008,-16987.828125,652,5145.15
5186.8,33.5261,653,3265000,12.7172,-17106.396484375,653,5099.68
5214.86,33.2495,654,3270000,12.8097,-17373.185546875,654,5072.19
5188.44,33.8999,655,3275000,12.9001,-17735.490234375,655,4998.35
1193.58,43.4479,656,3280000,66.1423,-27011.7578125,656,770.15
459.6,52.3126,657,3285000,35.743,-27463.85546875,657,579.35
269.04,55.5905,658,3290000,54.7952,-26862.98046875,658,175.16
58.94,55.4201,659,3295000,64.5169,-28943.11328125,659,148.53
4528.52,35.5334,660,3300000,17.1707,-20786.623046875,660,3868.75
5068.49,34.3656,661,3305000,12.8789,-23012.06640625,661,3766.3
2771.6,34.4707,662,3310000,19.1303,-25932.55859375,662,3202.74
5310.44,33.6336,663,3315000,14.6972,-18952.837890625,663,5139.02
5380.69,33.5899,664,3320000,13.9635,-19201.255859375,664,5151.82
5358.53,33.9055,665,3325000,14.5558,-18509.646484375,665,5184.12
5366.16,33.1091,666,3330000,13.891,-19567.548828125,666,4954.07
5292.51,33.6621,667,3335000,14.3798,-18625.04296875,667,5127.52
5337.97,33.6359,668,3340000,14.2816,-18198.90625,668,5158.34
5297.86,34.3686,669,3345000,14.3239,-18611.126953125,669,5118.93
5271.8,34.6395,670,3350000,13.9916,-19535.935546875,670,5068.88
5205.53,33.3782,671,3355000,14.1458,-19504.830078125,671,5019.76
5056.73,34.1121,672,3360000,13.7324,-19569.181640625,672,4930.9
5223.68,34.0172,673,3365000,13.9325,-19695.615234375,673,5048.39
5191.6,34.2857,674,3370000,14.3656,-19267.591796875,674,5036.61
5240.79,34.0466,675,3375000,13.4982,-20245.974609375,675,5043.86
5322.38,33.7331,676,3380000,13.8132,-19732.736328125,676,5029.34
5240.53,33.5422,677,3385000,14.0585,-19458.931640625,677,5065.1
5353.9,33.5552,678,3390000,14.2408,-19432.08203125,678,4882.55
5266.32,33.8396,679,3395000,13.7018,-19462.138671875,679,5068.84
5281.1,33.3815,680,3400000,13.5531,-19100.220703125,680,5085.32
5214.25,33.7919,681,3405000,13.9449,-20471.34765625,681,4984.39
5226.41,32.7439,682,3410000,13.8669,-18844.59765625,682,5104.07
5330.21,32.7386,683,3415000,13.651,-19114.810546875,683,5086.07
5216.22,33.1546,684,3420000,13.3384,-19436.283203125,684,5067.07
5159.12,32.4968,685,3425000,13.4351,-19142.4765625,685,5083.07
5143.59,32.8801,686,3430000,13.2322,-19583.79296875,686,5001.97
5113.04,32.7879,687,3435000,13.3297,-19458.2265625,687,4962.08
5218.25,32.5319,688,3440000,12.7596,-19734.70703125,688,4693.01
5139.13,32.9355,689,3445000,12.3812,-18614.03515625,689,5071.77
5032.53,32.0048,690,3450000,12.7159,-18954.11328125,690,4959.83
5130.9,32.2043,691,3455000,12.6989,-19208.392578125,691,5039.64
5180.64,32.2301,692,3460000,13.0836,-19683.248046875,692,5040.93
5277.72,32.7608,693,3465000,12.927,-18990.962890625,693,5174.53
5352.57,32.9269,694,3470000,13.1195,-19894.99609375,694,5149.59
5238.19,33.1946,695,3475000,13.5646,-21228.20703125,695,5050.49
5380.78,32.4709,696,3480000,12.8791,-19330.376953125,696,5203.47
5292.98,33.3157,697,3485000,12.3806,-20568.259765625,697,5116.38
5276.15,32.6424,698,3490000,12.6534,-18981.3671875,698,5021.81
5292.31,33.4362,699,3495000,13.0808,-20238.19140625,699,5098.56
5444.14,33.9572,700,3500000,13.405,-20992.353515625,700,5192.9
5448.53,33.0399,701,3505000,12.6495,-19180.466796875,701,5224.84
5458.82,32.1331,702,3510000,12.4002,-19141.27734375,702,5263.41
5372.68,33.355,703,3515000,12.1403,-19561.8203125,703,5072.15
5225.25,32.5658,704,3520000,12.5903,-19018.7109375,704,5000.78
5484.62,32.1848,705,3525000,12.4503,-19286.98046875,705,5261.02
5459.94,33.3709,706,3530000,12.9118,-19573.896484375,706,5219.08
5488.07,33.3638,707,3535000,13.2722,-19488.23046875,707,5245.59
5516.47,32.5505,708,3540000,12.5556,-18865.775390625,708,5249.63
5491.86,32.2181,709,3545000,12.252,-18869.3515625,709,5202.37
5436.44,33.0236,710,3550000,12.2306,-19047.884765625,710,5200.85
5437.35,33.111,711,3555000,12.8045,-18442.896484375,711,5207.03
5380.65,33.2228,712,3560000,13.523,-19137.6875,712,5214.01
5343.72,33.6298,713,3565000,13.5995,-20129.14453125,713,5182.27
5332.82,33.4124,714,3570000,12.815,-20633.916015625,714,5124.69
5268.7,32.642,715,3575000,12.4233,-20133.3671875,715,5100.21
5217.78,32.8467,716,3580000,12.4023,-21262.0859375,716,4947.01
5203.99,33.8279,717,3585000,15.3267,-23025.3828125,717,5039.14
113.89,52.0631,718,3590000,41.9454,-35143.79296875,718,116.47
358.65,53.562,719,3595000,49.007,-29736.1484375,719,-26.58
897.8,42.8805,720,3600000,41.1721,-29693.419921875,720,1340.77
5238.92,34.7899,721,3605000,13.676,-21714.2734375,721,5024.17
5304.64,33.913,722,3610000,13.2795,-20193.748046875,722,5080.58
5159.06,32.9293,723,3615000,12.0086,-21357.697265625,723,4725.11
5378.55,34.0762,724,3620000,13.1389,-21717.87109375,724,5121.37
5351.64,33.3995,725,3625000,13.2779,-21531.431640625,725,5118.07
5299.68,34.4604,726,3630000,13.2514,-22295.583984375,726,5055.49
5379.08,33.798,727,3635000,13.0822,-21791.962890625,727,5092.35
5301.41,34.1648,728,3640000,12.9946,-23759.564453125,728,5081.94
5384.2,33.9503,729,3645000,12.7364,-21602.884765625,729,5102.84
5397.56,33.3441,730,3650000,13.3057,-21224.724609375,730,5154.21
5457.58,33.1798,731,3655000,12.8551,-21673.478515625,731,4912.29
5410.35,32.5581,732,3660000,13.2383,-20212.306640625,732,4994.13
5387.58,33.905,733,3665000,14.0309,-21923.638671875,733,5162.16
5339.46,32.9696,734,3670000,13.2609,-21419.29296875,734,5122.86
5426.18,34.1738,735,3675000,13.6036,-21238.923828125,735,5198.11
5267.54,32.8052,736,3680000,13.1879,-22296.685546875,736,5068.74
5142.81,33.1583,737,3685000,12.9764,-22865.81640625,737,4938.53
5316.34,33.0455,738,3690000,13.3394,-22040.818359375,738,5140.01
5323.71,33.5678,739,3695000,12.7546,-21968.8046875,739,5119.03
5182.25,32.9893,740,3700000,12.1574,-21720.751953125,740,5029.18
5267.28,33.1122,741,3705000,12.7917,-21898.654296875,741,5048.5
5272.41,33.7295,742,3710000,12.4524,-22090.595703125,742,5067.39
5278.64,33.3548,743,3715000,11.91,-22520.263671875,743,5028.41
5233.22,33.7644,744,3720000,12.5359,-22829.388671875,744,5051.2
5299.86,34.2072,745,3725000,12.4007,-21904.5546875,745,5128.19
5217.05,33.8447,746,3730000,12.2914,-22772.873046875,746,4961.53
5243.52,33.4983,747,3735000,12.1341,-22732.79296875,747,4812.08
5315.33,34.4096,748,3740000,12.5024,-24926.01953125,748,4905.84
5045.23,34.226,749,3745000,12.21,-24261.185546875,749,4414.5
5208.41,32.9065,750,3750000,12.0679,-22138.47265625,750,5069.39
5043.93,33.9118,751,3755000,12.3684,-24200.72265625,751,4968.67
5268.79,33.6232,752,3760000,12.6565,-22498.50390625,752,5069.52
5282.41,34.292,753,3765000,13.0406,-22166.2265625,753,5074.45
5323.93,33.9463,754,3770000,13.2162,-23055.6484375,754,5113.58
5285.4,33.0148,755,3775000,13.0833,-21447.298828125,755,5130.5
5304.13,34.6583,756,3780000,14.172,-22796.74609375,756,5200.56
5389.15,32.9222,757,3785000,13.7825,-21278.150390625,757,5200.36
5281.43,33.6442,758,3790000,12.9749,-23213.404296875,758,5054.68
5414.4,33.2085,759,3795000,12.7137,-21585.501953125,759,5153.83
5422.98,33.4366,760,3800000,12.9942,-21695.8046875,760,5118.95
5337.18,34.2995,761,3805000,13.9249,-22798.962890625,761,5204.4
5256.4,33.5892,762,3810000,13.304,-21733.4375,762,5098.43
5289.79,33.6554,763,3815000,14.1655,-22139.509765625,763,5146.94
5313.78,33.5105,764,3820000,13.0422,-21614.564453125,764,5129.32
5264.3,33.5919,765,3825000,13.3436,-21715.8828125,765,5073.33
5411.76,33.4694,766,3830000,13.5522,-21013.451171875,766,5174.34
5373.84,33.5092,767,3835000,13.751,-20430.712890625,767,5192.56
5321.15,33.5577,768,3840000,14.1074,-21778.328125,768,4593.31
5378.01,33.9497,769,3845000,13.8382,-22201.8203125,769,5143.57
5307.95,33.1125,770,3850000,13.3075,-21461.580078125,770,5121.86
5418.87,32.7881,771,3855000,13.1206,-20829.931640625,771,5243.18
