Reward Loss,Running Forward KL,Real Sto Return,Real Det Return,Running Update Time,Itration,Running Env Steps,Running Reverse KL
-12562.185546875,156.6659,2014.06,2370.3,387,387,1935000,15.5958
-12618.1298828125,156.6342,2038.94,2396.21,388,388,1940000,15.679
-12591.939453125,156.5515,2030.93,2373.1,389,389,1945000,15.5759
-12603.6904296875,156.7421,2011.38,2358.56,390,390,1950000,15.5807
-12642.1044921875,156.6141,2019.41,2373.64,391,391,1955000,15.53
-12626.83203125,156.5785,2018.99,2363.81,392,392,1960000,15.4015
-12711.6708984375,156.5065,2007.01,2384.08,393,393,1965000,15.6888
-12717.0615234375,156.599,2042.23,2367.11,394,394,1970000,15.5916
-12752.17578125,156.674,2012.06,2374.98,395,395,1975000,15.5863
-12738.2763671875,156.5711,2043.79,2384.17,396,396,1980000,15.5086
-12788.0546875,156.4898,2033.46,2371.99,397,397,1985000,15.5953
-12804.8955078125,156.5639,2016.92,2360.98,398,398,1990000,15.6171
-12835.2646484375,156.6942,2019.48,2357.35,399,399,1995000,15.6442
-12840.6904296875,156.4558,2022.14,2376.65,400,400,2000000,15.4606
-12908.716796875,156.6435,2023.99,2367.86,401,401,2005000,15.7804
-12986.0087890625,156.598,2035.7,2376.28,402,402,2010000,15.8813
-12952.1455078125,156.6153,2037.43,2380.52,403,403,2015000,15.6702
-12892.6005859375,156.6793,2010.71,2347.43,404,404,2020000,15.7185
-12968.5546875,156.5857,2026.99,2385.5,405,405,2025000,15.6694
-13008.265625,156.6146,2024.25,2370.97,406,406,2030000,15.6652
-12949.2099609375,156.5906,2029.25,2374.63,407,407,2035000,15.6235
-13003.8515625,156.5539,2031.54,2358.95,408,408,2040000,15.6239
-13007.2119140625,156.5485,2029.28,2362.91,409,409,2045000,15.5191
-13023.1962890625,156.7676,2023.08,2359.5,410,410,2050000,15.5813
-13036.365234375,156.521,2028.14,2353.74,411,411,2055000,15.508
-13087.431640625,156.5695,2011.56,2348.2,412,412,2060000,15.4963
-13112.08203125,156.6486,2021.82,2362.08,413,413,2065000,15.3492
-13165.201171875,156.6543,2036.54,2360.38,414,414,2070000,15.7368
-13143.578125,156.5867,2024.72,2358.55,415,415,2075000,15.5609
