Itration,Running Reverse KL,Real Det Return,Running Update Time,Real Sto Return,Running Forward KL,Reward Loss,Running Env Steps
781,19.9093,4594.07,781,4544.6,43.1498,-58653.734375,3905000
782,19.552,4625.33,782,4635.81,43.1385,-59889.9765625,3910000
783,19.701,4620.78,783,4635.05,42.7881,-59648.90625,3915000
784,19.2856,4636.96,784,4629.38,43.0939,-58820.4296875,3920000
785,19.4848,4612.38,785,4529.4,43.1334,-59828.37890625,3925000
786,20.2552,4631.13,786,4634.8,42.904,-60108.65625,3930000
787,19.2922,4611.21,787,4627.22,42.9969,-59775.70703125,3935000
788,19.6113,4599.51,788,4620.16,42.8527,-58619.53515625,3940000
789,19.3349,4590.84,789,4524.27,43.3135,-59883.77734375,3945000
790,19.9534,4606.41,790,4621.67,42.6998,-59290.609375,3950000
791,19.704,4580.98,791,4616.58,42.0258,-58857.1484375,3955000
792,20.0066,4637.45,792,4589.15,42.9798,-59956.05078125,3960000
793,20.5604,4623.86,793,4657.31,42.8494,-58205.76953125,3965000
794,20.1154,4660.91,794,4425.03,42.6083,-59075.328125,3970000
795,19.4896,4603.56,795,4628.38,42.8715,-57968.40234375,3975000
796,19.8441,4650.6,796,4676.28,42.2928,-58663.90625,3980000
797,19.9512,4662.3,797,4672.32,42.4845,-58815.89453125,3985000
798,19.8623,4398.63,798,4651.72,42.8423,-58689.74609375,3990000
799,19.5587,4608.2,799,4438.46,43.1106,-58366.328125,3995000
800,19.1975,4589.99,800,4460.37,43.1573,-59146.859375,4000000
801,19.7571,4602.76,801,4578.3,43.5314,-59779.609375,4005000
802,20.8704,4657.88,802,4677.43,42.8698,-59619.93359375,4010000
803,20.7899,4672.71,803,4705.9,43.212,-58805.6875,4015000
804,20.8433,4640.95,804,4441.9,43.4693,-59036.65234375,4020000
805,20.3415,4657.37,805,4679.58,42.9689,-59544.01953125,4025000
806,20.1518,4639.99,806,4648.75,43.0928,-58506.16015625,4030000
807,20.2429,4640.15,807,4651.21,43.0213,-58799.32421875,4035000
808,19.7813,4612.47,808,4575.77,43.4918,-58496.91015625,4040000
809,19.8052,4632.87,809,4640.0,43.1999,-58840.37890625,4045000
810,19.5117,4631.33,810,4625.1,42.828,-57933.1328125,4050000
811,20.0964,4642.09,811,4676.45,42.6664,-58830.3046875,4055000
812,20.0308,4665.83,812,4671.55,42.4976,-57918.140625,4060000
813,20.1154,4628.75,813,4650.58,42.8969,-57900.6796875,4065000
814,19.6948,4690.78,814,4723.58,42.6985,-58441.86328125,4070000
815,19.7533,4622.11,815,4644.99,43.0662,-57546.3203125,4075000
816,20.1782,4600.7,816,4581.46,43.1752,-58289.1875,4080000
817,20.8144,4617.56,817,4352.01,42.7581,-58287.6640625,4085000
818,20.3128,4663.19,818,4603.71,43.2716,-58577.2109375,4090000
819,19.8258,4663.1,819,4669.34,42.683,-57419.2734375,4095000
820,19.4291,4664.24,820,4565.32,42.932,-57357.82421875,4100000
821,20.7849,4627.68,821,4665.65,42.889,-59495.765625,4105000
822,19.6646,4636.99,822,4670.81,42.5263,-58223.35546875,4110000
823,20.1003,4662.96,823,4676.36,42.6132,-59196.03125,4115000
824,18.8987,4644.47,824,4684.11,42.6208,-57654.9375,4120000
825,21.1858,4677.74,825,4693.38,42.7469,-60233.60546875,4125000
826,20.1856,4645.35,826,4669.38,42.7635,-58904.06640625,4130000
827,19.7732,4601.54,827,4644.77,42.7243,-57156.953125,4135000
828,67.9272,577.09,828,507.55,49.2335,-55404.14453125,4140000
829,33.1037,273.65,829,267.45,51.4705,-50855.1875,4145000
830,61.0264,70.55,830,113.33,50.9716,-47684.86328125,4150000
831,24.4413,255.63,831,255.85,49.6993,-46794.02734375,4155000
832,20.6118,635.05,832,820.15,46.0571,-52159.046875,4160000
833,44.471,722.61,833,560.42,48.1106,-54339.3671875,4165000
834,34.5021,1225.09,834,1454.08,46.1323,-53489.42578125,4170000
835,19.5213,864.0,835,1231.07,46.1932,-56748.5390625,4175000
836,21.2878,1343.26,836,1131.09,44.8836,-59044.08984375,4180000
837,46.407,1440.1,837,1353.98,45.2386,-56014.2109375,4185000
838,35.9817,1397.6,838,1357.81,45.4391,-58995.5234375,4190000
839,22.2308,2306.83,839,1884.17,44.6902,-54538.1875,4195000
840,25.9906,2520.08,840,2637.04,45.3959,-59949.57421875,4200000
841,21.2159,2235.99,841,2393.42,43.9766,-58296.4765625,4205000
842,22.5722,2037.11,842,1535.94,45.3337,-54031.6953125,4210000
843,23.8764,4425.47,843,2495.13,43.8831,-58176.1015625,4215000
844,22.4739,3334.42,844,3549.43,44.39,-61767.51171875,4220000
845,25.1054,4537.03,845,4501.54,44.4544,-63710.79296875,4225000
846,23.3019,4521.18,846,4526.63,43.8072,-61775.19140625,4230000
847,22.3428,4584.81,847,4413.69,43.854,-61154.16796875,4235000
848,27.7338,4178.42,848,4232.03,43.6633,-60175.46484375,4240000
849,22.4473,4178.95,849,4165.64,43.72,-62006.55859375,4245000
850,23.4239,4592.92,850,3937.31,43.313,-61444.7421875,4250000
851,22.6652,4677.9,851,4648.58,43.4126,-61126.56640625,4255000
852,24.9302,4615.56,852,4500.26,43.2864,-61034.87109375,4260000
853,22.3521,4655.87,853,4583.84,43.75,-60598.2734375,4265000
854,22.052,4653.75,854,4534.88,43.2898,-60597.828125,4270000
855,21.8164,4650.22,855,4445.38,43.6148,-61407.59375,4275000
856,21.6005,4670.23,856,4639.32,43.4345,-60260.5,4280000
857,21.9617,4645.85,857,4635.16,43.4765,-60474.4609375,4285000
858,21.8561,4608.39,858,4605.53,43.6,-60695.35546875,4290000
859,20.6874,4540.93,859,4552.82,43.3569,-59973.21484375,4295000
860,21.7259,4632.3,860,4613.48,43.6961,-59778.60546875,4300000
861,21.8385,4616.59,861,4473.6,43.4318,-60923.02734375,4305000
862,21.6542,4642.59,862,4633.09,43.6375,-61353.39453125,4310000
863,21.5482,4651.46,863,4271.76,43.2984,-60949.6796875,4315000
864,20.5543,4635.27,864,4612.61,43.1833,-59977.27734375,4320000
865,21.3802,4671.52,865,4600.92,42.9881,-60685.3984375,4325000
866,21.1774,4685.03,866,4415.04,43.2423,-59663.28515625,4330000
867,21.1728,4661.11,867,4625.76,42.6646,-60301.3203125,4335000
868,20.5218,4661.52,868,4622.87,43.2458,-60528.8984375,4340000
869,21.3583,4667.14,869,4635.71,43.4076,-60850.14453125,4345000
870,20.834,4621.11,870,4661.94,42.6087,-59960.515625,4350000
871,21.3147,4634.64,871,4489.92,43.0683,-60764.78515625,4355000
872,21.4211,4664.82,872,4667.64,43.3174,-61585.046875,4360000
873,20.9202,4721.94,873,4663.82,42.8938,-60633.9296875,4365000
874,21.1926,4648.21,874,4638.56,43.4334,-62233.28125,4370000
875,21.4903,4747.5,875,4470.27,42.4737,-60026.5625,4375000
876,20.2257,4701.13,876,4660.33,42.5207,-61216.64453125,4380000
877,20.9531,4674.93,877,4637.92,42.989,-62287.859375,4385000
878,21.2369,4665.69,878,4642.28,42.9678,-62925.1875,4390000
879,20.9764,4703.64,879,4675.69,42.6836,-61517.53125,4395000
880,21.3152,4671.77,880,4667.31,42.9286,-62502.24609375,4400000
881,21.4473,4689.63,881,4572.75,43.1438,-62288.171875,4405000
882,22.1263,4709.67,882,4658.11,43.6499,-62815.13671875,4410000
883,21.8234,4685.21,883,4647.07,43.492,-62802.11328125,4415000
884,21.7224,4669.57,884,4619.16,43.6801,-61858.45703125,4420000
885,21.6721,4589.27,885,4546.62,43.5997,-62904.26953125,4425000
886,22.0079,4653.49,886,4620.23,43.8121,-62442.0,4430000
887,22.5306,4610.89,887,4596.99,43.4753,-63423.5546875,4435000
888,21.3569,4610.75,888,4608.49,43.2805,-61878.8359375,4440000
889,21.5147,4628.72,889,4601.41,43.5201,-62241.98046875,4445000
890,21.8572,4625.56,890,4625.17,42.9766,-60397.84765625,4450000
891,22.1545,4673.96,891,4647.13,43.2412,-62923.953125,4455000
892,22.5065,4616.01,892,4598.13,43.5699,-62516.171875,4460000
893,21.5879,4642.76,893,4621.83,42.9558,-62290.6796875,4465000
894,22.3403,4638.24,894,4638.25,43.5981,-63397.5703125,4470000
895,22.2748,4669.85,895,4636.14,43.2881,-62782.578125,4475000
896,22.444,4638.41,896,4641.87,43.1359,-63006.84765625,4480000
897,22.7491,4604.9,897,4603.04,44.0726,-63511.90625,4485000
898,22.144,4597.84,898,4605.36,43.3296,-63336.61328125,4490000
899,22.9499,4657.27,899,4645.57,43.5363,-64024.2265625,4495000
900,22.8012,4635.87,900,4636.92,43.7087,-63220.61328125,4500000
901,22.861,4666.89,901,4643.63,43.4906,-63511.328125,4505000
902,21.6317,4659.08,902,4614.94,43.9515,-63187.96484375,4510000
903,22.3649,4649.67,903,4611.24,43.9762,-64851.48046875,4515000
904,22.7563,4707.32,904,4602.43,44.0606,-62979.5234375,4520000
905,22.2615,4683.73,905,4663.35,43.6845,-63356.63671875,4525000
906,22.5934,4651.85,906,4633.71,43.6502,-63285.18359375,4530000
907,22.474,4712.5,907,4690.24,43.9593,-63240.23046875,4535000
908,21.9922,4689.04,908,4685.13,43.8454,-63612.22265625,4540000
909,23.717,4680.64,909,4649.88,44.1293,-65153.546875,4545000
910,22.4281,4738.74,910,4709.73,43.2457,-63526.47265625,4550000
911,23.3177,4691.86,911,4690.15,43.7997,-63493.11328125,4555000
912,24.2831,4581.79,912,4551.66,44.2714,-64846.8359375,4560000
913,25.6257,4731.15,913,4665.18,45.1254,-64862.84765625,4565000
914,23.7221,4701.0,914,4679.53,44.0362,-63806.88671875,4570000
915,23.4218,4673.14,915,4679.99,44.1117,-63074.02734375,4575000
916,23.9652,4710.19,916,4687.78,43.8328,-63935.3515625,4580000
