Itration,Running Reverse KL,Real Det Return,Running Update Time,Real Sto Return,Running Forward KL,Reward Loss,Running Env Steps
44,15.8452,988.0,44,888.66,47.2119,-1881.7073974609375,220000
45,14.9287,1905.28,45,1393.23,45.9323,-1774.0318603515625,225000
46,19.5924,1120.87,46,1124.42,47.022,-1888.557861328125,230000
47,18.8576,1463.98,47,1257.78,46.52,-2075.6826171875,235000
48,17.3479,1565.04,48,1158.96,46.3701,-1915.6510009765625,240000
49,26.0322,1236.5,49,998.6,47.1328,-2365.080810546875,245000
50,17.8319,2050.0,50,1385.99,46.6268,-2046.9254150390625,250000
51,19.1983,1772.35,51,1380.34,45.7475,-2083.99609375,255000
52,16.0253,2707.84,52,1999.39,45.5408,-1984.8897705078125,260000
53,18.3777,2632.27,53,1544.59,45.5348,-2219.9423828125,265000
54,17.2898,2143.01,54,1639.91,46.192,-2220.413818359375,270000
55,18.3613,2330.91,55,1559.74,45.6624,-2232.357421875,275000
56,21.4848,1356.21,56,1123.29,46.4902,-2647.212158203125,280000
57,17.7442,2109.58,57,1586.43,45.7217,-2404.5478515625,285000
58,16.3009,3042.42,58,2438.01,44.9786,-1942.63818359375,290000
59,19.4767,2980.17,59,1518.3,45.2237,-2491.9638671875,295000
60,19.7896,1707.48,60,1183.0,45.8442,-2608.0224609375,300000
61,21.9373,2674.11,61,1783.23,45.575,-2536.084228515625,305000
62,23.2117,1602.2,62,1741.28,44.9097,-2606.69970703125,310000
63,19.9678,3112.2,63,2612.4,45.2859,-2434.17724609375,315000
64,17.0016,2798.87,64,1989.23,44.9935,-2523.888427734375,320000
65,19.2663,2256.54,65,1973.87,45.3895,-2385.135009765625,325000
66,16.1156,2876.1,66,3196.67,45.1468,-2116.40673828125,330000
67,18.7814,3031.82,67,2259.97,45.135,-2503.961669921875,335000
68,18.199,3050.41,68,2298.98,45.1333,-2283.460205078125,340000
69,16.6862,3307.25,69,2915.04,44.8772,-2259.03466796875,345000
70,17.9276,3278.38,70,2693.11,45.205,-2367.583251953125,350000
71,19.1878,3463.1,71,2819.05,44.7296,-2210.2119140625,355000
72,19.1451,3267.64,72,2537.41,44.8652,-2370.92041015625,360000
73,16.7155,3457.82,73,2980.29,45.0204,-2297.707763671875,365000
74,17.9472,3120.67,74,2470.39,45.3322,-2653.40087890625,370000
75,18.3986,3426.8,75,2337.49,44.8004,-2257.698486328125,375000
76,17.4808,2908.11,76,2227.15,44.9084,-2473.725830078125,380000
77,18.5944,3479.4,77,2973.64,44.8726,-2187.277587890625,385000
78,19.4998,3526.6,78,2942.87,45.3215,-2320.299560546875,390000
79,18.6956,3484.55,79,3346.98,45.1349,-2342.2197265625,395000
80,17.1852,3422.29,80,3078.85,45.1956,-2467.4619140625,400000
81,17.3754,3523.43,81,3436.9,45.2313,-2292.038330078125,405000
82,19.5975,3528.5,82,3143.49,44.7642,-2401.3828125,410000
83,19.1152,3547.2,83,3279.07,45.2036,-2359.486328125,415000
84,17.6199,3306.79,84,2949.35,45.0721,-2475.794677734375,420000
85,18.8893,3497.52,85,3333.5,45.4093,-2346.032958984375,425000
86,19.7666,3493.66,86,3440.49,44.5446,-2472.531005859375,430000
87,18.5499,3533.95,87,3347.89,45.9977,-2414.986572265625,435000
88,18.3935,3611.94,88,3417.6,44.3943,-2425.841552734375,440000
89,17.7383,3584.87,89,3014.45,44.4435,-2456.009521484375,445000
90,18.1009,3620.63,90,3508.88,45.0049,-2500.4423828125,450000
91,18.4678,3614.39,91,3357.14,44.9698,-2438.380859375,455000
92,17.0513,3562.2,92,3529.24,44.9835,-2611.5546875,460000
93,19.4771,3622.7,93,3426.08,45.1429,-2579.7919921875,465000
94,18.0589,3663.13,94,3371.63,44.3325,-2519.334228515625,470000
95,18.5672,3625.65,95,3362.11,44.7492,-2566.1806640625,475000
96,19.3468,3658.2,96,3553.85,45.1081,-2602.90966796875,480000
97,18.4691,3542.74,97,3540.25,44.466,-2669.2939453125,485000
98,21.2922,3593.36,98,3543.7,45.4153,-2755.798583984375,490000
99,19.7485,3575.47,99,3522.44,44.7901,-2778.798095703125,495000
100,20.3456,3613.87,100,3556.28,45.4244,-2811.646240234375,500000
101,18.5833,3578.77,101,3538.54,45.4578,-2970.925048828125,505000
102,19.2107,3638.6,102,3559.15,45.1919,-2959.521728515625,510000
103,20.2235,3616.61,103,3601.71,45.5567,-2888.17822265625,515000
104,19.0893,3607.77,104,3573.55,45.2259,-3010.707275390625,520000
105,18.8686,3639.13,105,3563.89,44.7056,-3001.708740234375,525000
106,18.5872,3555.73,106,3515.23,45.5434,-3163.522216796875,530000
107,20.6653,3524.24,107,3474.8,46.0198,-3152.17236328125,535000
108,19.3207,3563.18,108,3525.86,45.3561,-3210.393798828125,540000
109,19.5348,3598.18,109,3556.95,45.0,-3194.864990234375,545000
110,21.1346,3556.36,110,3534.78,45.7232,-3447.90625,550000
111,19.6682,3609.66,111,3496.94,44.6858,-2917.647216796875,555000
112,20.868,3569.66,112,3543.03,45.6568,-3380.7998046875,560000
113,20.5849,3631.37,113,3560.01,45.3224,-3289.621826171875,565000
114,20.4205,3656.12,114,3628.63,45.1537,-3354.66845703125,570000
115,19.3205,3599.46,115,3578.76,45.2611,-3351.147216796875,575000
116,17.8922,3572.89,116,3520.24,44.6933,-3454.10302734375,580000
117,17.7272,3595.45,117,3552.04,45.3397,-3608.072998046875,585000
118,17.8572,3621.47,118,3210.9,44.6486,-3386.082763671875,590000
119,19.2095,3683.22,119,3427.51,44.9013,-3314.026611328125,595000
120,18.742,3656.26,120,3635.82,45.0623,-3441.4501953125,600000
121,19.2023,3645.94,121,3622.16,44.6157,-3636.9697265625,605000
122,18.5778,3637.1,122,3489.18,45.308,-3615.05126953125,610000
123,19.4482,3633.43,123,3611.04,45.3091,-3579.781494140625,615000
124,20.28,3624.38,124,3608.25,45.0117,-3619.873046875,620000
125,20.1678,3649.43,125,3644.31,45.249,-3748.03271484375,625000
126,19.1827,3678.69,126,3657.28,45.0782,-3794.846435546875,630000
127,19.9397,3692.74,127,3687.79,45.2927,-3730.88525390625,635000
128,18.5597,3635.37,128,3619.21,44.853,-3752.986328125,640000
129,18.8436,3656.27,129,3645.59,44.8473,-3686.92236328125,645000
130,18.3942,3613.95,130,3598.81,44.9053,-3855.8720703125,650000
131,19.4582,3596.0,131,3567.32,45.145,-3982.17041015625,655000
132,17.592,3647.13,132,3601.34,44.3334,-3881.28564453125,660000
133,18.4179,3666.62,133,3629.53,45.1721,-3996.41943359375,665000
134,17.9985,3643.75,134,3601.93,44.3864,-3921.029541015625,670000
135,17.5877,3608.64,135,3529.26,45.0414,-3916.837890625,675000
136,17.6465,3617.13,136,3590.43,44.6605,-4243.47216796875,680000
137,18.0008,3636.48,137,3502.85,44.4654,-4160.1328125,685000
138,19.3461,3635.23,138,3588.94,45.1761,-4332.73291015625,690000
139,18.5831,3643.77,139,3616.49,45.1226,-4434.43408203125,695000
140,17.6522,3666.84,140,3623.13,44.7957,-4293.7314453125,700000
141,17.7821,3650.79,141,3501.08,44.9576,-4364.15283203125,705000
142,18.9106,3649.76,142,3638.28,45.2893,-4427.98828125,710000
143,16.6751,3645.95,143,3616.87,43.9737,-4388.509765625,715000
144,17.8336,3678.73,144,3662.12,44.6457,-4442.5380859375,720000
145,18.1517,3694.81,145,3666.86,44.4865,-4421.6064453125,725000
146,17.2113,3667.5,146,3647.18,44.5485,-4598.9345703125,730000
147,17.6671,3618.44,147,3581.68,44.372,-4559.29345703125,735000
148,17.8387,3701.36,148,3669.63,44.4368,-4573.3779296875,740000
149,17.3336,3728.24,149,3694.91,44.4533,-4543.4111328125,745000
150,17.9923,3736.19,150,3722.32,44.4295,-4557.3896484375,750000
151,16.4856,3704.5,151,3653.0,44.2048,-4640.7236328125,755000
152,17.4443,3685.43,152,3680.84,44.5492,-4779.0859375,760000
153,17.9669,3645.27,153,3644.85,44.7137,-4614.8798828125,765000
154,17.164,3638.48,154,3639.14,44.6668,-4935.767578125,770000
155,16.5815,3706.86,155,3675.24,44.5287,-4873.21923828125,775000
156,16.3839,3671.77,156,3637.36,44.1919,-4875.29296875,780000
157,17.2968,3728.32,157,3703.0,44.5444,-4881.89501953125,785000
158,16.8433,3667.66,158,3668.1,44.7257,-4824.4384765625,790000
159,17.8158,3704.09,159,3685.58,44.6075,-4988.2900390625,795000
160,16.1773,3729.3,160,3690.8,43.9952,-4947.9482421875,800000
161,17.1413,3726.51,161,3700.14,44.0281,-5125.0361328125,805000
162,17.0315,3733.56,162,3715.41,43.8744,-5024.896484375,810000
163,17.4501,3697.24,163,3683.52,44.6754,-5150.50146484375,815000
164,16.137,3811.69,164,3748.8,44.0828,-5140.45556640625,820000
165,16.0564,3779.82,165,3748.39,43.7695,-5016.37939453125,825000
166,16.3144,3815.28,166,3758.42,43.6981,-5051.64892578125,830000
167,17.3316,3798.41,167,3760.77,44.0502,-4978.787109375,835000
168,16.0275,3807.88,168,3772.17,43.9505,-5249.45654296875,840000
169,16.2064,3764.35,169,3721.52,44.0085,-5386.00732421875,845000
170,17.2031,3733.58,170,3704.24,44.1659,-5448.072265625,850000
171,16.6545,3724.85,171,3690.85,43.6648,-5384.78271484375,855000
172,16.5978,3777.93,172,3748.07,43.9658,-5372.41357421875,860000
173,16.9763,3775.48,173,3733.12,44.0213,-5423.84033203125,865000
174,16.9317,3748.06,174,3729.97,44.1528,-5690.2822265625,870000
175,15.6997,3827.98,175,3767.42,44.2523,-5397.97216796875,875000
176,15.2912,3790.07,176,3772.01,43.5041,-5490.9169921875,880000
177,15.2519,3801.67,177,3691.86,43.6481,-5485.12353515625,885000
178,16.3751,3734.46,178,3722.59,44.4522,-5680.201171875,890000
179,16.0976,3739.96,179,3736.73,44.2376,-5669.30126953125,895000
180,16.1367,3779.68,180,3770.99,44.2377,-5540.6630859375,900000
181,16.0574,3773.93,181,3754.32,43.8608,-5594.20361328125,905000
182,15.8203,3767.53,182,3734.84,44.0227,-5838.36572265625,910000
183,16.1554,3751.88,183,3743.94,44.2031,-5993.45703125,915000
184,16.5629,3824.45,184,3784.25,44.2708,-5954.56689453125,920000
185,16.1927,3726.29,185,3707.32,44.0955,-6072.62060546875,925000
186,15.8183,3777.15,186,3756.85,44.033,-6000.36181640625,930000
187,16.5064,3769.4,187,3758.66,43.5338,-6067.6650390625,935000
188,15.718,3738.65,188,3720.63,44.0853,-6149.130859375,940000
189,16.1893,3778.1,189,3763.02,43.5805,-6159.99267578125,945000
190,15.6317,3772.56,190,3747.71,44.1193,-6189.30517578125,950000
191,16.0541,3806.22,191,3783.08,43.8487,-6250.11962890625,955000
192,16.7484,3825.95,192,3799.24,44.0641,-6098.74267578125,960000
193,16.0285,3762.91,193,3767.51,44.1632,-6350.24169921875,965000
194,15.3581,3789.32,194,3781.28,43.7233,-6301.96826171875,970000
195,15.0385,3771.09,195,3762.88,43.6925,-6040.5771484375,975000
196,15.3405,3815.83,196,3777.71,43.9597,-6136.6298828125,980000
197,15.289,3792.26,197,3806.07,43.8981,-6370.04345703125,985000
198,15.5961,3762.58,198,3773.53,43.4741,-6452.73779296875,990000
199,16.5649,3847.86,199,3813.58,43.884,-6609.76513671875,995000
200,16.0007,3864.42,200,3837.34,43.7343,-6545.2841796875,1000000
201,15.5541,3827.64,201,3823.46,43.4228,-6607.99951171875,1005000
202,15.7096,3861.48,202,3859.95,43.1673,-6548.09619140625,1010000
203,15.6004,3840.46,203,3842.57,43.7473,-6674.6708984375,1015000
204,15.3304,3831.18,204,3830.21,43.4151,-6793.25,1020000
205,15.5155,3831.58,205,3829.67,43.5293,-6688.43505859375,1025000
206,15.4195,3862.15,206,3856.09,43.5988,-6769.22705078125,1030000
207,15.4477,3859.49,207,3839.51,43.5681,-6784.0068359375,1035000
208,15.5135,3861.9,208,3853.41,43.3634,-6796.2978515625,1040000
209,15.6648,3879.59,209,3849.84,43.2158,-6944.88232421875,1045000
210,15.3485,3894.17,210,3874.67,43.6819,-6892.6708984375,1050000
211,15.4644,3930.84,211,3906.67,43.2089,-6853.568359375,1055000
212,15.9078,3937.2,212,3880.17,42.9934,-6906.80126953125,1060000
213,15.6932,3902.81,213,3871.43,42.9996,-6958.9736328125,1065000
214,15.9644,3909.32,214,3872.0,43.3898,-7156.58642578125,1070000
215,15.3451,3903.47,215,3882.44,43.2491,-7070.32421875,1075000
216,15.8161,3938.28,216,3900.25,43.4791,-7167.88427734375,1080000
217,15.7882,3953.26,217,3926.76,43.2217,-7218.4599609375,1085000
218,15.4329,3933.09,218,3915.65,43.3036,-7191.82861328125,1090000
219,15.5237,3918.37,219,3921.7,43.3629,-7124.9072265625,1095000
220,16.1053,3979.51,220,3936.27,43.4119,-7252.2138671875,1100000
221,15.7894,3965.33,221,3922.01,43.3514,-7267.3251953125,1105000
222,15.4862,3973.67,222,3941.58,43.0529,-7241.07080078125,1110000
223,15.8015,3953.37,223,3925.48,43.221,-7398.79931640625,1115000
224,15.7066,3941.91,224,3914.43,43.096,-7457.2333984375,1120000
225,15.9719,3980.73,225,3946.52,42.9688,-7583.48095703125,1125000
226,15.7968,3996.11,226,3953.24,43.0091,-7515.08203125,1130000
227,15.9448,3959.63,227,3949.4,43.3148,-7547.02001953125,1135000
228,15.6872,4009.82,228,3962.72,42.9463,-7613.017578125,1140000
229,15.6927,4020.33,229,3965.18,43.0912,-7576.12646484375,1145000
230,15.7067,3965.34,230,3941.49,43.2766,-7672.830078125,1150000
231,15.6964,3984.07,231,3955.31,43.1588,-7691.02880859375,1155000
232,15.641,3988.87,232,3947.99,43.4195,-7746.66796875,1160000
233,15.9821,4000.3,233,3967.82,43.2093,-7824.94384765625,1165000
234,15.9697,4087.89,234,3999.73,42.9491,-7579.583984375,1170000
235,15.7668,4038.93,235,3996.5,42.9745,-7777.0908203125,1175000
236,15.2667,4035.55,236,3991.81,43.3303,-7693.44873046875,1180000
237,15.9622,4054.45,237,4013.48,43.0176,-7854.27587890625,1185000
238,16.2865,4073.1,238,4000.45,43.2563,-7892.6025390625,1190000
239,15.8445,4066.72,239,4007.49,43.1474,-7930.48388671875,1195000
240,16.0987,4044.51,240,4000.73,43.0223,-7979.8994140625,1200000
241,15.8392,4093.17,241,4053.72,43.2943,-8074.7099609375,1205000
242,16.3885,4135.14,242,4044.19,43.1324,-8011.74267578125,1210000
243,16.2232,4092.83,243,4034.07,43.3185,-8118.35107421875,1215000
244,15.8727,4102.75,244,4074.61,42.9369,-8194.1396484375,1220000
245,15.7761,4095.0,245,4042.49,42.8536,-8089.31201171875,1225000
246,15.8809,4090.76,246,4052.12,42.6305,-8182.33984375,1230000
247,16.057,4063.68,247,4055.95,42.9468,-8094.90087890625,1235000
248,15.5831,4061.26,248,4053.32,43.6023,-8497.962890625,1240000
249,15.6527,4112.64,249,4102.18,43.421,-8414.4990234375,1245000
250,15.7699,4098.47,250,4052.25,43.1441,-8516.56640625,1250000
251,15.5683,4119.24,251,4068.48,42.9927,-8482.7001953125,1255000
252,15.81,4075.34,252,4050.92,43.2437,-8696.8046875,1260000
253,15.2278,4065.56,253,4044.34,43.1405,-8779.0126953125,1265000
254,15.3448,4109.95,254,4089.8,42.6087,-8696.6806640625,1270000
255,15.7204,4081.5,255,4079.1,42.9973,-8607.7041015625,1275000
256,15.4314,4076.38,256,4103.86,43.0872,-8788.205078125,1280000
257,15.3478,4066.12,257,4072.48,43.5007,-9032.447265625,1285000
258,15.0623,4073.0,258,4057.85,43.3403,-9121.3046875,1290000
259,15.6102,4140.67,259,4097.18,43.2314,-9075.216796875,1295000
260,15.5581,4029.15,260,4020.99,43.4307,-9134.9765625,1300000
261,15.3963,4078.96,261,4071.23,43.0445,-9192.2216796875,1305000
262,15.3204,4063.87,262,4075.2,43.478,-9345.203125,1310000
263,15.9576,4092.91,263,4096.52,43.1372,-9402.8291015625,1315000
264,16.2255,4068.38,264,4082.43,43.3391,-9408.9462890625,1320000
265,15.3082,4023.01,265,4046.78,43.0343,-9516.9287109375,1325000
266,16.0731,4064.7,266,4101.54,43.5184,-9641.83203125,1330000
267,15.8216,4095.53,267,3928.37,43.2934,-9516.251953125,1335000
268,15.7415,4101.07,268,4071.1,42.7739,-9500.1337890625,1340000
269,15.8898,4098.79,269,4084.56,43.0864,-9658.212890625,1345000
270,16.4312,4185.37,270,4156.32,43.0145,-9857.150390625,1350000
271,15.433,4114.47,271,4143.2,42.9868,-9826.0859375,1355000
272,15.8409,4142.34,272,4155.92,43.0562,-9723.1181640625,1360000
273,14.711,4165.34,273,4159.47,42.987,-9956.259765625,1365000
274,16.1269,4139.66,274,4153.18,42.988,-9871.865234375,1370000
275,15.5151,4007.54,275,3632.34,43.7017,-10098.345703125,1375000
276,25.1269,593.61,276,624.74,50.1974,-15216.2841796875,1380000
277,46.2755,565.67,277,678.75,48.858,-16156.2255859375,1385000
278,29.4657,549.51,278,579.68,48.4171,-14446.8974609375,1390000
279,24.4726,946.51,279,904.06,47.3741,-14350.2744140625,1395000
280,28.8449,780.92,280,872.62,47.7623,-16627.90625,1400000
281,35.4465,324.67,281,348.03,51.1838,-15198.1201171875,1405000
282,17.1735,1878.63,282,1977.34,44.5479,-11753.3759765625,1410000
283,45.2584,358.99,283,368.52,50.387,-17611.818359375,1415000
284,20.675,1995.68,284,2283.21,44.558,-12766.6767578125,1420000
285,14.446,1469.55,285,1986.69,45.299,-12877.189453125,1425000
286,18.7056,3725.04,286,3592.89,44.3264,-12100.3759765625,1430000
287,18.2435,3696.57,287,3667.64,44.1425,-12309.66796875,1435000
288,16.8691,3006.87,288,3836.7,43.763,-12060.4541015625,1440000
289,18.3107,3900.65,289,3892.4,44.0983,-12086.9228515625,1445000
290,17.2075,3821.04,290,3788.13,43.8349,-11788.8037109375,1450000
291,16.9773,3800.56,291,3801.43,43.9728,-12499.4970703125,1455000
292,17.091,3793.58,292,3867.36,43.8251,-12792.869140625,1460000
293,16.5491,3940.11,293,3909.54,43.7436,-12135.400390625,1465000
294,16.0164,3944.4,294,3919.16,43.6246,-12048.48828125,1470000
295,16.6564,4022.38,295,3886.53,43.3264,-12303.947265625,1475000
296,16.6517,4111.32,296,4014.44,43.4161,-11981.720703125,1480000
297,16.47,4139.28,297,4065.22,43.1678,-11769.51953125,1485000
298,15.8383,4166.33,298,3891.59,43.1615,-12025.2333984375,1490000
299,16.0471,4142.08,299,4014.18,43.2213,-12080.3349609375,1495000
300,16.1655,4212.47,300,3978.24,42.8077,-11919.2041015625,1500000
301,16.4271,4123.2,301,4104.07,43.0064,-12699.8388671875,1505000
302,16.2165,4228.45,302,4167.43,43.1403,-12516.6171875,1510000
303,16.5008,4213.66,303,3969.15,42.7545,-12175.3359375,1515000
304,16.2003,4214.98,304,4152.95,42.7672,-12248.484375,1520000
305,16.3576,4237.24,305,4141.15,42.553,-12490.5830078125,1525000
306,16.5012,4189.91,306,4128.52,42.6154,-12550.275390625,1530000
307,16.9628,4198.09,307,4155.7,43.393,-12482.75,1535000
308,16.203,4221.19,308,4138.54,42.987,-12686.57421875,1540000
309,15.8405,4221.23,309,3959.49,42.9081,-12520.609375,1545000
310,15.8105,4195.87,310,4140.63,42.9281,-12662.091796875,1550000
311,15.6724,4149.08,311,4098.8,42.7567,-12860.2080078125,1555000
312,15.7025,4210.47,312,4142.34,42.7578,-12734.640625,1560000
313,15.9632,4159.85,313,4113.91,42.8861,-12890.1435546875,1565000
314,15.1382,4166.47,314,4121.27,42.8207,-12934.0498046875,1570000
315,15.7127,4164.95,315,4149.75,42.6152,-13091.57421875,1575000
316,15.5715,4131.52,316,4128.99,42.6381,-13104.958984375,1580000
317,15.3209,4157.63,317,4145.99,42.743,-13350.6357421875,1585000
318,15.7146,4131.91,318,4128.98,42.7423,-13360.6708984375,1590000
319,15.4606,4171.19,319,4178.59,43.0312,-13381.4150390625,1595000
320,15.4191,4130.28,320,4135.15,42.6148,-13355.701171875,1600000
321,15.4637,4142.49,321,4129.94,42.9942,-13552.9404296875,1605000
322,15.359,4155.01,322,4158.52,42.892,-13538.984375,1610000
323,15.6499,4129.84,323,4143.39,42.7927,-13709.431640625,1615000
324,15.2339,4108.43,324,4102.75,42.6151,-13955.013671875,1620000
325,15.3061,4135.98,325,4122.78,42.6642,-13808.3798828125,1625000
326,15.4674,4145.95,326,4141.54,42.6091,-13914.4609375,1630000
327,15.2045,4118.5,327,4130.83,42.5784,-13969.181640625,1635000
328,15.6516,4145.48,328,4122.92,42.6193,-14137.9033203125,1640000
329,15.1389,4131.71,329,4128.37,42.7607,-14147.73828125,1645000
330,15.3028,4164.12,330,4151.32,42.6444,-14381.568359375,1650000
331,15.3517,4179.46,331,4167.35,42.4814,-14138.6923828125,1655000
332,15.1805,4178.48,332,4177.41,42.8037,-14545.7060546875,1660000
333,15.28,4161.03,333,4142.87,42.2717,-14348.9951171875,1665000
334,15.6061,4190.73,334,4170.18,42.6469,-14794.8798828125,1670000
335,15.2067,4140.51,335,4175.06,43.0525,-15016.435546875,1675000
336,15.3942,4222.62,336,4199.61,42.2319,-14458.2431640625,1680000
337,14.6782,4131.08,337,4144.08,42.3683,-14091.75390625,1685000
338,16.5183,4172.74,338,4161.81,42.0542,-15275.1982421875,1690000
339,15.3599,4215.28,339,4031.29,42.3851,-15048.166015625,1695000
340,14.9393,4198.33,340,3988.53,42.797,-15233.923828125,1700000
341,15.389,4181.52,341,4190.57,42.7819,-15381.3779296875,1705000
342,15.5376,4244.25,342,4189.31,42.5801,-15448.689453125,1710000
343,15.0209,4163.55,343,4160.71,42.2799,-15354.5810546875,1715000
344,15.6156,4188.49,344,4038.05,42.3757,-15337.2412109375,1720000
345,15.326,4159.98,345,4168.01,42.4023,-15489.857421875,1725000
346,15.5886,4217.79,346,4105.1,42.5376,-15430.564453125,1730000
347,15.8274,4190.53,347,4182.25,42.5106,-15620.388671875,1735000
348,15.226,4239.86,348,4169.67,42.4865,-15707.93359375,1740000
349,16.1007,4184.12,349,4247.24,42.3394,-15881.76171875,1745000
350,15.706,4199.02,350,4134.47,42.3943,-14239.05078125,1750000
351,15.5903,4216.54,351,4196.87,42.2715,-15809.802734375,1755000
352,15.8263,4254.84,352,4219.37,42.8092,-15979.28125,1760000
353,15.9369,4245.76,353,4206.25,42.6763,-16350.677734375,1765000
354,16.1215,4179.55,354,4168.34,42.3313,-16154.080078125,1770000
355,16.3534,4158.23,355,4170.21,42.5679,-16504.53515625,1775000
356,15.1919,4190.26,356,4188.85,42.3044,-16437.953125,1780000
357,15.7896,4227.8,357,4205.49,42.4673,-16495.662109375,1785000
358,15.8853,4205.62,358,4230.61,42.5786,-16609.47265625,1790000
359,16.3607,4243.26,359,4185.06,42.7788,-16729.990234375,1795000
360,16.5423,4204.3,360,4165.68,43.2067,-16819.078125,1800000
361,16.3685,4238.59,361,4223.13,42.5866,-16784.619140625,1805000
362,16.4413,4206.44,362,4178.97,42.2298,-17138.970703125,1810000
363,16.336,4255.85,363,4216.98,42.7965,-17088.779296875,1815000
364,16.6146,4186.95,364,4184.86,42.7122,-16862.544921875,1820000
365,16.0901,4215.51,365,4186.38,42.443,-17073.1953125,1825000
366,16.4856,4253.89,366,4190.42,42.666,-17457.068359375,1830000
367,16.5092,4233.83,367,4186.49,42.6857,-17259.32421875,1835000
368,16.5774,4241.92,368,4216.83,42.8524,-17622.40625,1840000
369,16.7766,4246.08,369,4214.58,42.8844,-17975.033203125,1845000
370,16.6894,4247.58,370,4174.7,42.5822,-17933.39453125,1850000
371,16.67,4262.14,371,4246.89,42.5263,-17787.38671875,1855000
372,16.4672,4245.56,372,4224.37,42.4674,-18129.9140625,1860000
373,16.377,4277.68,373,4204.87,42.5563,-18081.796875,1865000
374,16.06,4279.71,374,4248.93,42.6729,-17903.107421875,1870000
375,16.299,4270.38,375,4255.49,42.4517,-18198.349609375,1875000
376,16.8274,4290.36,376,4272.95,42.7244,-18587.0703125,1880000
377,16.9643,4292.01,377,4263.63,42.721,-18210.369140625,1885000
378,16.7977,4266.31,378,4293.95,42.9497,-18745.970703125,1890000
379,16.6349,4245.08,379,4234.15,42.6491,-18612.732421875,1895000
380,16.9236,4272.84,380,4287.43,43.2174,-19090.935546875,1900000
381,16.9591,4303.47,381,4289.95,42.7917,-18903.4453125,1905000
382,16.0423,4265.79,382,4262.65,42.5186,-18695.12109375,1910000
383,15.9145,4169.22,383,4218.22,42.5458,-19052.580078125,1915000
384,15.9646,4186.89,384,4220.67,42.6259,-18921.4453125,1920000
385,15.632,4234.7,385,4069.85,42.5011,-18901.47265625,1925000
386,16.5387,4244.96,386,4248.8,42.4583,-18857.724609375,1930000
387,16.405,4288.14,387,4285.16,41.9788,-19153.630859375,1935000
388,16.2895,4279.36,388,4255.47,42.3963,-19619.822265625,1940000
