Reward Loss,Itration,Real Det Return,Real Sto Return,Running Update Time,Running Forward KL,Running Reverse KL,Running Env Steps
-8730.98828125,162,341.96,341.85,162,38.2469,35.8969,810000
-8772.9658203125,163,144.59,144.02,163,37.2983,29.3409,815000
-8904.818359375,164,95.84,95.66,164,36.3827,38.676,820000
-8682.0224609375,165,88.16,90.46,165,35.2255,27.531,825000
-8746.6318359375,166,1036.3,1036.67,166,38.468,39.5041,830000
-9223.7802734375,167,213.79,307.84,167,38.0446,48.0898,835000
-9055.22265625,168,974.34,975.16,168,38.9122,40.5148,840000
-7237.96923828125,169,50.76,51.27,169,32.0329,42.1873,845000
-8950.388671875,170,1043.36,1043.49,170,38.2343,35.2017,850000
-9358.876953125,171,972.09,972.03,171,39.2314,49.8573,855000
-9446.73046875,172,1002.19,1002.7,172,38.8978,43.9658,860000
-9247.103515625,173,1014.39,1013.69,173,37.479,28.6223,865000
-9247.3564453125,174,1022.9,1023.87,174,34.3974,30.9421,870000
-9605.28125,175,971.21,970.83,175,37.6972,51.4017,875000
-9722.44140625,176,972.61,971.87,176,38.9253,45.7659,880000
-9796.9453125,177,992.48,991.88,177,39.5907,40.3163,885000
-9214.03515625,178,94.88,94.76,178,36.1595,25.5798,890000
-8467.4814453125,179,474.9,613.66,179,33.4644,27.9065,895000
-10107.8740234375,180,1012.89,1012.49,180,37.1767,30.3986,900000
-9185.9921875,181,966.72,1011.85,181,34.803,24.1501,905000
-9423.751953125,182,636.36,310.8,182,35.8248,35.0357,910000
-8532.3818359375,183,78.51,78.73,183,33.2791,38.8846,915000
-9314.93359375,184,289.65,290.7,184,34.5733,33.9757,920000
-8606.8974609375,185,855.89,852.65,185,32.1639,49.4654,925000
-9006.779296875,186,246.04,245.85,186,32.2051,40.1188,930000
-10375.2109375,187,991.21,991.36,187,38.9724,38.3505,935000
-10263.310546875,188,995.2,993.61,188,38.173,35.8851,940000
-10165.59765625,189,988.79,986.88,189,37.6045,40.4633,945000
-10648.4814453125,190,992.2,913.63,190,36.775,45.2817,950000
-11114.4765625,191,206.11,206.56,191,37.3874,38.6492,955000
-10161.8447265625,192,998.79,994.25,192,35.6303,23.0279,960000
-11039.986328125,193,1005.54,962.81,193,36.6152,42.049,965000
-10728.591796875,194,1006.09,1006.57,194,36.0884,40.4146,970000
-7271.18701171875,195,238.75,287.62,195,32.219,28.011,975000
-11071.4228515625,196,943.76,693.07,196,37.6706,29.3554,980000
-11266.8486328125,197,994.11,994.7,197,39.8176,49.549,985000
-11326.7412109375,198,739.36,700.65,198,37.739,32.5201,990000
-11323.7548828125,199,991.74,989.82,199,37.3664,36.5694,995000
