Running Reverse KL,Itration,Reward Loss,Running Forward KL,Real Det Return,Running Env Steps,Real Sto Return,Running Update Time
23.3254,34,-1705.6170654296875,58.4041,1482.94,170000,646.31,34
22.0844,35,-1704.982666015625,55.8086,2183.26,175000,848.57,35
24.9434,36,-1977.8604736328125,61.997,1663.91,180000,581.88,36
22.8265,37,-1930.247314453125,58.0805,1522.1,185000,847.4,37
21.8651,38,-1780.686279296875,54.8684,1711.6,190000,1273.96,38
22.0505,39,-1963.0091552734375,56.2738,2272.77,195000,1234.31,39
21.9689,40,-1968.4307861328125,56.4987,1300.77,200000,822.22,40
21.9418,41,-2054.553955078125,56.08,1902.77,205000,945.74,41
24.1977,42,-2203.138671875,57.9909,1662.23,210000,1046.02,42
22.3869,43,-2041.624755859375,55.2566,2407.85,215000,1015.55,43
25.3642,44,-2040.990966796875,57.1063,2340.29,220000,1257.66,44
22.3643,45,-2212.98486328125,56.1961,974.81,225000,1235.18,45
24.427,46,-2081.880859375,55.6593,2319.11,230000,1511.32,46
22.3691,47,-2318.0,56.894,1042.53,235000,1073.5,47
23.8373,48,-2171.360595703125,56.7373,1989.79,240000,1375.97,48
22.6558,49,-2651.427490234375,56.9074,819.27,245000,637.52,49
22.9635,50,-2513.87353515625,57.7685,900.64,250000,821.61,50
25.7035,51,-2595.499267578125,58.7218,2169.6,255000,1391.32,51
23.4012,52,-2339.43359375,55.4895,1976.57,260000,1392.05,52
25.2968,53,-2464.3818359375,58.4623,2341.51,265000,1402.25,53
23.7309,54,-2464.2158203125,58.2598,1916.75,270000,1470.24,54
31.3865,55,-2460.097900390625,61.0839,3339.0,275000,2347.15,55
33.1766,56,-2295.06005859375,59.1255,3223.85,280000,1973.29,56
35.4202,57,-2511.406005859375,61.8166,3479.02,285000,2286.51,57
35.0492,58,-2404.31201171875,62.3874,3353.69,290000,2130.68,58
30.1398,59,-2645.981201171875,60.6346,2009.26,295000,1914.42,59
29.8665,60,-2752.304931640625,59.4991,2566.99,300000,1585.67,60
39.0293,61,-2573.1875,63.5056,3409.06,305000,2548.7,61
30.4802,62,-3205.949462890625,63.4284,2529.06,310000,2191.14,62
33.0713,63,-2952.59033203125,61.9302,3895.55,315000,2325.83,63
31.848,64,-3050.936767578125,63.3071,2582.51,320000,1819.82,64
34.0851,65,-3146.908935546875,63.9207,3142.1,325000,2034.02,65
40.2931,66,-2730.4267578125,66.4366,2214.97,330000,1907.73,66
41.2452,67,-2879.69873046875,67.3557,2855.23,335000,1897.85,67
46.6677,68,-2843.644287109375,67.431,1768.12,340000,1524.85,68
41.5657,69,-3160.7744140625,66.2421,4214.31,345000,2455.67,69
35.4079,70,-3498.92919921875,65.3314,2551.31,350000,2290.16,70
43.9905,71,-3100.545166015625,67.9158,3163.44,355000,2623.43,71
36.9757,72,-3608.994384765625,66.4061,3168.56,360000,2467.08,72
39.0393,73,-3392.462890625,64.3171,2726.55,365000,2294.9,73
49.4303,74,-3243.587890625,71.4894,3759.94,370000,3199.92,74
39.1932,75,-3601.787109375,66.1243,2381.9,375000,1732.75,75
48.1874,76,-3493.38037109375,69.4466,3394.84,380000,2613.5,76
47.5334,77,-3469.1904296875,69.7139,2142.25,385000,1544.19,77
55.3793,78,-3335.988525390625,73.6743,3813.28,390000,3288.76,78
46.2557,79,-3609.51025390625,69.1042,3097.58,395000,2206.67,79
42.112,80,-3880.4560546875,66.4389,1902.06,400000,2216.62,80
60.9304,81,-3708.063232421875,79.6173,4313.22,405000,3455.56,81
53.3726,82,-3870.773681640625,71.051,3190.47,410000,2501.36,82
66.0219,83,-3523.599609375,81.1983,3854.34,415000,3674.62,83
53.9269,84,-3877.500732421875,71.098,2403.73,420000,1707.84,84
51.2871,85,-3950.952880859375,72.8748,3732.56,425000,3599.6,85
61.167,86,-3901.861572265625,76.955,4651.86,430000,3713.75,86
56.9326,87,-3960.487060546875,74.9052,4288.41,435000,3159.06,87
56.2576,88,-4157.46435546875,70.3275,3065.04,440000,1650.3,88
43.7546,89,-4405.38134765625,67.8191,3231.53,445000,2277.4,89
72.1556,90,-4288.4423828125,81.6485,3847.43,450000,3658.69,90
55.2941,91,-4394.22998046875,71.4257,2948.62,455000,3088.88,91
63.8445,92,-4230.9677734375,78.2257,2455.16,460000,2627.33,92
58.3282,93,-4443.72021484375,74.0271,3414.29,465000,2850.27,93
53.0943,94,-4667.287109375,71.2109,3203.51,470000,2703.94,94
47.9124,95,-4783.2841796875,68.7198,3879.71,475000,3531.08,95
67.1196,96,-4829.0517578125,82.0917,4116.33,480000,4210.58,96
76.5723,97,-4716.64404296875,84.6203,4628.63,485000,4016.38,97
63.0776,98,-4751.0546875,73.0691,4304.33,490000,4116.18,98
70.0972,99,-4995.966796875,80.0637,3944.09,495000,3737.2,99
62.1748,100,-4837.302734375,75.8658,3283.9,500000,2895.31,100
60.0852,101,-5166.65185546875,74.996,3244.31,505000,3110.04,101
75.1715,102,-5030.64794921875,81.3347,4513.79,510000,3963.21,102
65.7784,103,-5324.091796875,79.9378,4503.55,515000,4296.76,103
59.7083,104,-5393.662109375,73.4178,3832.83,520000,4096.84,104
63.876,105,-5322.83642578125,77.6425,4177.58,525000,3164.01,105
66.0077,106,-5428.408203125,79.8537,4478.65,530000,4067.89,106
68.9093,107,-5668.61865234375,82.0674,4614.23,535000,4618.19,107
71.0888,108,-5535.5283203125,80.0428,4308.26,540000,3271.03,108
68.964,109,-5812.83935546875,76.7628,4977.14,545000,4601.97,109
62.0497,110,-5753.14794921875,73.4702,3614.43,550000,3123.37,110
46.0226,111,-6207.6064453125,69.4114,3440.44,555000,3954.38,111
66.7522,112,-6098.08056640625,77.2351,4429.26,560000,3869.53,112
72.386,113,-6158.3095703125,82.509,4744.06,565000,4581.56,113
69.1676,114,-6241.11767578125,81.8825,4616.76,570000,3777.22,114
75.4877,115,-6434.0029296875,83.9161,5017.12,575000,3880.57,115
74.8626,116,-6429.50244140625,84.3006,4425.62,580000,4141.31,116
69.5955,117,-6435.5380859375,81.5253,4496.71,585000,4250.41,117
72.9161,118,-6698.69287109375,83.5565,4697.44,590000,4195.6,118
67.1563,119,-6655.91845703125,77.6033,3497.72,595000,3670.2,119
69.4212,120,-6924.38330078125,76.4896,5094.27,600000,4567.64,120
74.6146,121,-7145.72705078125,85.8489,5036.38,605000,4416.18,121
77.6233,122,-7305.74169921875,87.2621,4713.87,610000,4469.09,122
66.8177,123,-7292.80029296875,73.5581,4997.31,615000,4565.42,123
76.6178,124,-7679.5888671875,81.1102,5061.96,620000,4721.95,124
76.7524,125,-7619.26708984375,84.0671,5002.12,625000,4523.22,125
72.0571,126,-7774.541015625,76.4375,4909.64,630000,4718.5,126
79.8132,127,-7926.697265625,82.8656,5246.2,635000,3662.49,127
79.585,128,-8035.70849609375,84.3526,5080.75,640000,4564.08,128
75.5276,129,-8189.35009765625,84.4679,5377.85,645000,4920.85,129
78.0216,130,-8146.96533203125,84.6245,5084.53,650000,4179.23,130
78.8572,131,-8456.1640625,85.9545,5337.5,655000,4554.74,131
57.1323,132,-8255.0810546875,70.0128,4751.17,660000,3760.02,132
79.3887,133,-8711.9404296875,84.5704,4967.54,665000,4056.94,133
76.7004,134,-8822.427734375,85.713,5063.29,670000,4128.83,134
77.6394,135,-8790.44140625,85.1471,4621.93,675000,4688.84,135
66.7054,136,-8915.98046875,74.3066,4823.75,680000,4052.75,136
68.8168,137,-9049.9873046875,80.1975,4592.5,685000,3740.32,137
76.423,138,-9272.033203125,83.2839,5110.04,690000,3791.42,138
67.8976,139,-9293.408203125,74.4065,3861.2,695000,4198.91,139
73.6496,140,-9543.8603515625,83.7024,5423.56,700000,4788.42,140
71.0057,141,-9622.978515625,79.2584,5082.09,705000,4307.86,141
72.3503,142,-10008.0517578125,83.5161,5080.54,710000,4895.05,142
54.82,143,-9554.0849609375,70.1299,4969.3,715000,4708.36,143
77.5312,144,-10428.66796875,83.3957,5353.51,720000,4702.2,144
68.6267,145,-10468.443359375,76.2038,5344.53,725000,4817.05,145
72.6347,146,-10379.3115234375,82.2904,4852.83,730000,4779.44,146
79.5453,147,-10565.92578125,84.012,5190.09,735000,4026.53,147
85.1227,148,-11060.650390625,85.165,4984.77,740000,4863.61,148
72.9753,149,-10968.0009765625,76.861,4979.39,745000,4397.3,149
74.0881,150,-11090.091796875,77.916,4173.28,750000,4755.97,150
74.4856,151,-11334.685546875,83.0314,5209.84,755000,4367.93,151
82.689,152,-11501.6591796875,84.5702,5113.64,760000,5059.42,152
81.8248,153,-12059.62109375,85.9628,5416.44,765000,4794.21,153
66.3496,154,-11315.9443359375,72.4908,5080.29,770000,3891.59,154
78.9529,155,-12133.908203125,83.49,5439.15,775000,4237.29,155
77.2691,156,-12225.197265625,82.6715,5224.73,780000,4402.42,156
87.0492,157,-12378.3408203125,86.331,4769.74,785000,4788.48,157
82.9783,158,-12410.15625,82.015,5065.67,790000,4790.92,158
80.6178,159,-12558.078125,83.7892,4902.25,795000,3805.19,159
74.8422,160,-12760.7509765625,80.5325,4347.15,800000,4397.07,160
76.6384,161,-12980.82421875,83.7455,4784.13,805000,4130.73,161
73.9667,162,-13190.9970703125,77.6815,4859.39,810000,4946.0,162
85.3016,163,-13692.796875,89.1086,5186.28,815000,4819.79,163
76.5007,164,-13740.2490234375,83.9036,4973.62,820000,4607.56,164
78.3667,165,-13872.8134765625,86.3186,4941.12,825000,4664.92,165
85.5566,166,-14157.197265625,81.9921,5220.56,830000,4644.63,166
85.2237,167,-14428.2314453125,89.5521,5346.79,835000,5049.8,167
81.8486,168,-14659.6513671875,87.5862,4602.36,840000,4758.02,168
70.1082,169,-14448.1357421875,74.4829,4787.9,845000,5237.99,169
76.9319,170,-14983.5576171875,82.0098,5344.05,850000,4807.39,170
74.0079,171,-14519.0419921875,75.273,5223.18,855000,4892.08,171
78.8439,172,-15207.951171875,86.6439,5179.15,860000,4764.44,172
86.0086,173,-15654.1337890625,85.2607,5249.73,865000,5142.64,173
79.1347,174,-15786.9228515625,85.3003,5125.79,870000,5171.76,174
79.9731,175,-15988.861328125,84.4486,4994.94,875000,4766.79,175
78.977,176,-16001.3759765625,84.7729,5180.02,880000,4904.84,176
81.2862,177,-16524.96484375,88.2599,5426.91,885000,4678.03,177
82.9993,178,-16427.322265625,87.1003,5159.15,890000,4051.4,178
76.8165,179,-16382.41015625,82.7166,4960.09,895000,4074.73,179
85.6107,180,-16934.38671875,88.9802,4932.21,900000,4195.42,180
87.1007,181,-17201.59375,88.4228,5388.34,905000,4990.28,181
84.7187,182,-17344.8046875,84.1354,5407.59,910000,4397.24,182
73.0964,183,-17351.04296875,85.3231,5004.79,915000,4845.38,183
83.0964,184,-17828.296875,83.7054,5254.73,920000,4331.43,184
78.8947,185,-17904.751953125,85.8442,5307.19,925000,4193.5,185
85.3278,186,-18228.416015625,85.1236,5075.64,930000,4482.37,186
67.7296,187,-17269.95703125,73.5178,5195.33,935000,4112.11,187
80.9244,188,-18707.1875,84.0728,5373.57,940000,4335.57,188
87.2118,189,-18845.6875,87.0587,4645.46,945000,4116.76,189
79.3394,190,-19178.783203125,83.3291,4847.03,950000,5052.72,190
77.5583,191,-19499.9296875,81.0443,5071.96,955000,4794.17,191
79.2245,192,-19662.7890625,85.3622,4937.85,960000,4809.61,192
81.846,193,-19996.205078125,83.5537,5413.67,965000,4560.68,193
78.6407,194,-20147.412109375,80.2484,5495.59,970000,5191.33,194
77.1939,195,-20508.69140625,83.752,5538.0,975000,5096.88,195
84.816,196,-20726.99609375,85.5163,5162.99,980000,5115.77,196
77.1566,197,-21113.490234375,83.359,5295.13,985000,5177.47,197
74.5744,198,-20688.294921875,77.594,5124.64,990000,5042.3,198
83.0885,199,-21159.95703125,85.9477,4984.96,995000,4384.56,199
79.6973,200,-21558.595703125,84.5428,5274.65,1000000,4979.47,200
81.6034,201,-21572.193359375,87.6242,4492.68,1005000,4598.32,201
76.0646,202,-21474.51953125,75.5105,4083.25,1010000,4927.81,202
75.1545,203,-21846.228515625,80.9003,4868.87,1015000,4428.1,203
75.3872,204,-21979.501953125,78.8239,4740.0,1020000,4026.14,204
80.2227,205,-22469.609375,81.4915,5165.31,1025000,4546.14,205
82.4345,206,-22688.68359375,83.2187,5099.63,1030000,4901.49,206
82.3419,207,-23055.267578125,82.7424,4780.02,1035000,4647.73,207
72.8163,208,-22426.955078125,74.4393,4779.01,1040000,4898.56,208
85.4245,209,-23623.3125,85.4494,4952.18,1045000,3885.38,209
84.5775,210,-23976.638671875,86.0494,5115.99,1050000,4064.38,210
84.7395,211,-24333.619140625,85.6684,5466.14,1055000,4831.74,211
82.9086,212,-24250.30078125,82.8236,4797.98,1060000,4501.92,212
81.5084,213,-24892.419921875,84.6584,5318.82,1065000,5080.46,213
87.9666,214,-25134.44140625,87.8177,4777.77,1070000,4212.71,214
73.0717,215,-24235.6953125,74.8953,4681.07,1075000,4071.73,215
73.9205,216,-24450.015625,75.4676,5110.28,1080000,4428.6,216
75.256,217,-24752.044921875,74.6529,4985.59,1085000,4344.47,217
84.0369,218,-25765.234375,84.9886,4972.73,1090000,3637.36,218
85.7694,219,-26107.529296875,86.0626,4939.96,1095000,4652.17,219
85.1465,220,-26729.755859375,83.7819,5198.13,1100000,4933.38,220
87.0313,221,-26805.263671875,86.0407,4846.3,1105000,4688.83,221
85.5258,222,-26870.64453125,84.8508,5633.55,1110000,4892.0,222
88.5113,223,-27388.314453125,87.104,5581.11,1115000,4993.14,223
79.1948,224,-27306.4296875,84.3141,5130.17,1120000,4712.87,224
84.7282,225,-27541.4453125,83.6596,4415.81,1125000,4549.49,225
86.2853,226,-28145.380859375,87.7372,5426.41,1130000,4918.51,226
82.0705,227,-28497.59375,83.0982,4808.06,1135000,5078.98,227
83.1327,228,-28804.16015625,84.8372,5225.41,1140000,5076.06,228
80.0055,229,-28114.560546875,76.3865,5385.0,1145000,4468.41,229
79.2534,230,-28006.36328125,75.9971,5407.03,1150000,5136.18,230
86.8208,231,-29703.16015625,86.3664,5467.36,1155000,4984.17,231
82.949,232,-29611.763671875,83.8264,5728.85,1160000,5020.66,232
83.1387,233,-30214.21484375,86.0627,5704.32,1165000,5324.22,233
90.4562,234,-30311.26953125,87.1705,5114.27,1170000,4310.34,234
87.3038,235,-30533.833984375,86.3456,5262.61,1175000,4853.6,235
88.0438,236,-30881.880859375,87.3062,4485.96,1180000,4967.33,236
86.0049,237,-31146.27734375,86.1981,5328.47,1185000,5158.28,237
87.5061,238,-31284.369140625,87.539,5578.33,1190000,5186.52,238
83.0464,239,-31560.201171875,86.1987,4515.32,1195000,4707.95,239
77.8694,240,-31889.92578125,82.3522,5082.7,1200000,4553.4,240
84.4542,241,-32306.083984375,84.7431,5501.11,1205000,4878.76,241
84.715,242,-32354.330078125,85.3922,5757.22,1210000,5170.29,242
85.9836,243,-32580.796875,86.3637,5511.45,1215000,4522.03,243
83.235,244,-33070.1484375,85.7904,5457.27,1220000,5148.3,244
83.2149,245,-33504.42578125,86.0247,5698.05,1225000,4920.28,245
84.2961,246,-33512.296875,87.054,5345.91,1230000,5200.15,246
83.9971,247,-33857.02734375,86.4838,5440.0,1235000,5378.85,247
85.7698,248,-34214.6953125,87.0647,5479.09,1240000,4910.29,248
80.4659,249,-34150.82421875,85.0456,5713.64,1245000,4865.84,249
81.3772,250,-34165.37109375,80.3368,5590.81,1250000,5428.55,250
86.1772,251,-35065.8359375,89.0017,5722.08,1255000,4981.27,251
88.3247,252,-35681.62890625,87.0937,5399.23,1260000,5134.91,252
82.7191,253,-35628.79296875,87.1169,5638.24,1265000,4812.13,253
82.9817,254,-35659.44921875,86.445,5738.8,1270000,5312.4,254
83.7134,255,-35945.0,85.0783,5770.6,1275000,4948.78,255
87.5007,256,-36711.56640625,87.5724,5521.24,1280000,4667.65,256
84.7312,257,-36755.9921875,88.3304,5588.67,1285000,4929.15,257
86.3342,258,-37394.578125,86.5646,5758.09,1290000,4881.27,258
84.2012,259,-37443.89453125,87.3903,5413.65,1295000,4909.45,259
75.3521,260,-37028.30859375,82.7113,5762.15,1300000,5139.08,260
85.9234,261,-38166.44921875,87.943,5392.89,1305000,4258.69,261
86.1281,262,-37981.45703125,84.8296,5489.76,1310000,5232.09,262
81.5815,263,-38508.5,86.7764,5514.6,1315000,5021.06,263
80.6458,264,-38064.65234375,85.5079,5573.8,1320000,4535.28,264
82.7827,265,-38774.80078125,85.1828,5800.77,1325000,5429.36,265
81.0195,266,-38524.43359375,81.8554,5510.36,1330000,4806.8,266
77.869,267,-38913.9921875,85.9784,4657.26,1335000,4254.58,267
85.257,268,-39780.01171875,88.2429,5374.08,1340000,4749.6,268
83.0018,269,-40078.40234375,85.9134,5843.77,1345000,5196.31,269
70.0993,270,-38047.94921875,74.792,5431.24,1350000,4539.45,270
81.5551,271,-40336.29296875,85.0203,5571.06,1355000,5090.47,271
75.8563,272,-39332.67578125,78.9297,5480.02,1360000,5196.96,272
81.7804,273,-40882.53515625,85.8114,5646.7,1365000,4627.11,273
85.9415,274,-40924.7109375,87.4981,5503.39,1370000,5224.94,274
83.2225,275,-41260.60546875,86.7877,5448.34,1375000,5479.13,275
83.8788,276,-41182.0625,86.4361,5701.19,1380000,4872.81,276
78.8709,277,-41475.2265625,85.8326,5471.37,1385000,4550.98,277
73.8313,278,-39961.60546875,77.0999,5782.32,1390000,4691.24,278
83.2307,279,-42279.7109375,87.7743,5892.81,1395000,4862.38,279
84.2848,280,-42669.875,87.0315,5380.76,1400000,5391.3,280
79.1601,281,-42481.203125,85.8257,5418.26,1405000,5332.72,281
81.4984,282,-42685.21484375,86.1751,5804.54,1410000,4830.36,282
84.8431,283,-43243.1015625,87.4743,5463.38,1415000,4927.65,283
79.4984,284,-43362.59375,85.7215,5645.13,1420000,4589.49,284
81.8782,285,-43345.3046875,86.9171,5779.16,1425000,5124.32,285
72.1699,286,-42966.23828125,77.9497,5772.74,1430000,4868.21,286
80.398,287,-44386.0,83.8838,5446.14,1435000,4776.53,287
77.321,288,-43874.69921875,86.0555,4729.41,1440000,4504.69,288
77.5892,289,-44504.21875,81.7261,5147.27,1445000,4407.41,289
79.3638,290,-45038.42578125,85.4008,5885.59,1450000,5512.23,290
83.0458,291,-45335.36328125,86.701,5151.24,1455000,4974.71,291
79.0468,292,-45377.71875,84.164,5603.57,1460000,4421.65,292
81.3402,293,-46347.55078125,85.346,5087.17,1465000,5161.8,293
82.6801,294,-46003.2734375,87.4338,5116.93,1470000,4716.82,294
77.7736,295,-46249.34375,85.9151,5857.05,1475000,5361.61,295
79.4806,296,-46165.30078125,83.7682,5817.82,1480000,5059.24,296
77.1855,297,-46814.21484375,85.8451,5018.88,1485000,4635.34,297
79.1133,298,-46990.140625,85.1554,5628.82,1490000,5206.82,298
76.9479,299,-47335.40625,84.3817,5325.29,1495000,4666.33,299
80.3466,300,-46885.21875,86.1434,5504.28,1500000,5462.31,300
79.689,301,-48124.09765625,85.7598,5981.14,1505000,5307.45,301
79.1373,302,-47765.9921875,84.637,5907.75,1510000,5018.81,302
83.9134,303,-47917.80859375,86.14,5459.81,1515000,5260.54,303
82.645,304,-49110.30078125,86.4576,5859.36,1520000,5182.14,304
79.6363,305,-47483.37890625,79.6259,5449.61,1525000,5263.16,305
80.6198,306,-49220.15234375,85.0133,5873.27,1530000,4652.28,306
78.7697,307,-48942.1796875,84.1694,5860.06,1535000,5562.06,307
78.2779,308,-49463.37890625,85.435,5905.69,1540000,4989.25,308
81.9736,309,-49665.703125,86.2024,5600.87,1545000,5354.55,309
80.4619,310,-50242.28125,85.3213,5654.59,1550000,5276.83,310
73.0533,311,-49803.12109375,82.5532,5599.43,1555000,5411.03,311
79.8696,312,-51130.6015625,84.9365,5210.07,1560000,5249.37,312
80.6938,313,-51431.17578125,86.8578,5744.84,1565000,5314.89,313
82.0974,314,-51150.671875,86.1277,5939.83,1570000,5131.76,314
80.4344,315,-51088.1015625,85.1924,5872.61,1575000,5061.89,315
80.1819,316,-51326.32421875,84.1088,4919.47,1580000,4686.76,316
76.7598,317,-50130.67578125,77.326,5612.31,1585000,5325.23,317
84.1924,318,-52339.6875,86.983,5886.37,1590000,5177.57,318
82.171,319,-52122.59765625,86.6708,5637.81,1595000,5120.23,319
81.6885,320,-52715.8515625,86.8746,5620.04,1600000,5508.8,320
81.7665,321,-52382.33984375,85.7568,5841.66,1605000,5329.61,321
78.3618,322,-53436.7890625,85.9434,5995.62,1610000,5179.04,322
80.834,323,-53064.48828125,88.1746,5596.89,1615000,5181.59,323
71.2201,324,-49634.18359375,75.5812,5909.84,1620000,5399.09,324
81.4514,325,-52848.29296875,85.3798,5603.32,1625000,4862.09,325
76.9835,326,-53010.12890625,83.9371,5605.58,1630000,5004.87,326
79.7456,327,-52801.4375,84.4962,5401.92,1635000,5381.91,327
82.6219,328,-53885.078125,86.1391,5618.28,1640000,4869.55,328
71.273,329,-50417.46484375,75.0185,5956.77,1645000,4951.63,329
78.9039,330,-54425.40625,86.2412,5829.49,1650000,4639.7,330
78.33,331,-54175.42578125,85.0503,5334.5,1655000,5065.89,331
81.8803,332,-54191.7578125,86.7309,5550.89,1660000,4787.43,332
77.3484,333,-51734.28125,78.0327,5778.49,1665000,4988.39,333
79.7829,334,-54715.125,86.4705,5433.69,1670000,5527.91,334
61.7594,335,-48400.1796875,73.2446,5874.27,1675000,4178.01,335
74.7721,336,-52135.09375,77.9239,5624.76,1680000,5040.25,336
71.1401,337,-49922.1875,74.1004,5834.04,1685000,5021.21,337
81.9627,338,-55645.5546875,87.4279,5645.62,1690000,4819.35,338
80.892,339,-55706.515625,87.0323,5540.24,1695000,4729.77,339
76.4859,340,-55480.9609375,82.4972,5423.4,1700000,5193.23,340
78.55,341,-55660.44921875,83.8066,5784.17,1705000,5077.77,341
84.7503,342,-56081.765625,86.8897,5914.37,1710000,5172.38,342
82.1713,343,-56512.8515625,84.3155,6018.0,1715000,4959.95,343
72.4455,344,-53143.1484375,75.806,5811.12,1720000,5105.45,344
81.8568,345,-56270.45703125,86.6754,5642.89,1725000,4931.13,345
81.5619,346,-56820.01171875,84.3671,5694.56,1730000,5221.25,346
83.066,347,-57402.15625,86.5761,6005.37,1735000,5283.43,347
82.2571,348,-57089.2109375,85.0791,5948.68,1740000,5460.97,348
76.8765,349,-54648.8515625,78.1243,5921.72,1745000,4718.23,349
83.9643,350,-57738.484375,86.3925,5980.53,1750000,5580.87,350
79.52,351,-56897.82421875,83.6381,5893.24,1755000,5246.59,351
74.9304,352,-55602.1953125,77.3776,5890.97,1760000,5204.02,352
82.2766,353,-57768.875,86.3445,5882.15,1765000,5053.65,353
86.6221,354,-58093.578125,88.3798,5943.25,1770000,5061.37,354
72.3525,355,-54555.5390625,77.1125,6013.35,1775000,4731.39,355
81.949,356,-57813.0390625,85.1285,5673.82,1780000,5046.28,356
83.7513,357,-57725.04296875,86.9702,5544.48,1785000,4974.47,357
84.3332,358,-58556.1796875,86.0998,5905.22,1790000,5326.72,358
77.803,359,-58526.54296875,83.944,5342.4,1795000,5274.82,359
70.4033,360,-54658.94140625,75.1692,5889.36,1800000,5078.46,360
83.036,361,-58942.97265625,83.3785,5704.56,1805000,5446.63,361
84.0742,362,-58973.0546875,85.3092,5565.01,1810000,4681.4,362
79.199,363,-59530.24609375,83.1081,5946.67,1815000,5208.68,363
83.8877,364,-59549.05078125,87.8145,5341.82,1820000,4772.61,364
83.119,365,-59989.1953125,85.2001,5992.45,1825000,5003.26,365
62.9025,366,-51569.82421875,72.9739,5429.08,1830000,4509.53,366
78.8353,367,-59850.32421875,82.977,5786.16,1835000,4471.35,367
80.6066,368,-60419.52734375,84.9665,5980.22,1840000,4992.47,368
73.5271,369,-58298.609375,78.5375,5983.73,1845000,4848.77,369
69.3874,370,-54463.02734375,77.0528,5945.88,1850000,5418.82,370
78.5215,371,-60351.125,83.2532,5918.96,1855000,4411.02,371
82.554,372,-60680.58984375,85.9396,5508.76,1860000,5534.21,372
80.8913,373,-60359.72265625,83.4771,5990.62,1865000,4918.16,373
83.6388,374,-61114.1953125,85.7681,5943.9,1870000,5219.37,374
70.3989,375,-56740.74609375,75.7739,5979.45,1875000,5533.68,375
79.3431,376,-61236.83984375,85.2379,5316.39,1880000,4800.08,376
72.795,377,-59007.3359375,77.941,5970.64,1885000,4722.1,377
75.5707,378,-59841.29296875,78.883,5712.6,1890000,4874.05,378
81.7667,379,-62286.8203125,87.6349,5937.95,1895000,5459.77,379
71.4461,380,-57895.0,76.1504,5783.14,1900000,4869.53,380
78.4245,381,-62465.6171875,86.6632,5822.76,1905000,5151.65,381
80.8038,382,-62149.2421875,86.3342,5985.37,1910000,5184.3,382
82.4368,383,-62287.62109375,86.8763,5619.61,1915000,5382.3,383
79.2004,384,-61724.80859375,85.8027,5848.26,1920000,5164.72,384
79.1272,385,-62555.96484375,84.6554,5745.83,1925000,5091.26,385
79.1719,386,-62380.37109375,85.9955,5987.89,1930000,5198.5,386
82.3848,387,-62691.9921875,86.5429,5698.17,1935000,5082.74,387
78.3687,388,-63078.42578125,85.157,6019.65,1940000,5360.98,388
82.7271,389,-62646.9375,89.0588,5297.26,1945000,4928.13,389
80.9309,390,-61773.04296875,83.202,5989.66,1950000,5136.27,390
82.2522,391,-63431.31640625,86.6603,5748.42,1955000,5104.92,391
80.4083,392,-63377.265625,86.4391,6020.6,1960000,5594.2,392
