Real Sto Return,Running Forward KL,Real Det Return,Running Update Time,Running Reverse KL,Reward Loss,Itration,Running Env Steps
776.58,365.9367,645.56,32,223.1673,-3198.773193359375,32,160000
665.9,381.729,618.22,33,233.6424,-3776.762939453125,33,165000
696.51,391.2949,695.88,34,266.7938,-3712.3994140625,34,170000
826.8,394.8345,864.13,35,256.0956,-3770.806396484375,35,175000
955.1,387.9337,930.88,36,232.5858,-4045.278564453125,36,180000
717.74,394.2674,896.86,37,260.9205,-4501.23779296875,37,185000
764.62,385.8451,607.17,38,242.0101,-4465.17333984375,38,190000
821.82,382.5818,754.51,39,227.489,-4583.8544921875,39,195000
1081.22,381.5566,1003.9,40,232.7338,-4611.03076171875,40,200000
888.92,381.5662,765.75,41,226.7016,-4983.16650390625,41,205000
880.06,376.6669,963.28,42,247.9627,-5364.15771484375,42,210000
994.21,382.4079,817.01,43,237.8878,-5199.60888671875,43,215000
1090.93,373.2848,983.78,44,232.7155,-5440.8779296875,44,220000
1039.44,364.6679,1167.47,45,205.2884,-5532.3486328125,45,225000
917.28,358.9782,1297.24,46,225.85,-5747.603515625,46,230000
937.74,375.0677,1143.7,47,212.4323,-5909.1787109375,47,235000
951.48,368.6684,1032.95,48,217.3732,-6224.06201171875,48,240000
1307.14,365.4144,1846.06,49,202.8032,-5554.0390625,49,245000
1805.73,367.4759,1729.95,50,195.3344,-5715.3359375,50,250000
1234.47,376.6787,1258.89,51,215.4067,-6257.7861328125,51,255000
1266.63,347.1582,1694.91,52,193.9406,-5770.63232421875,52,260000
1197.54,365.4911,1498.22,53,221.9356,-6970.83154296875,53,265000
1139.41,373.774,1276.24,54,255.4797,-6994.025390625,54,270000
2683.97,363.0428,3530.78,55,180.2382,-5102.9775390625,55,275000
2300.05,378.478,4466.85,56,233.4034,-6394.40576171875,56,280000
1019.69,375.1202,868.22,57,223.431,-7030.0263671875,57,285000
2180.71,356.1721,4533.37,58,199.0005,-6436.4384765625,58,290000
2217.21,350.2253,4201.12,59,177.434,-5650.6328125,59,295000
1943.52,374.6863,2308.59,60,207.8894,-6926.75537109375,60,300000
1646.0,376.8015,1795.23,61,204.1884,-6671.05908203125,61,305000
1939.83,362.996,2732.92,62,192.4221,-5422.8125,62,310000
2468.49,387.8406,3092.25,63,225.1174,-7101.6240234375,63,315000
1818.31,379.1537,2755.42,64,222.2837,-6939.3984375,64,320000
1624.4,401.6444,2958.13,65,257.7281,-8085.693359375,65,325000
1827.81,376.1169,3592.59,66,212.3826,-7687.44921875,66,330000
1405.09,400.7311,1535.42,67,249.1842,-8640.0634765625,67,335000
1618.64,396.5452,2844.09,68,238.3797,-7524.24853515625,68,340000
1496.17,378.3404,3100.94,69,215.9733,-7286.78369140625,69,345000
3039.96,358.8468,4055.83,70,191.6497,-7327.44287109375,70,350000
2469.93,365.5695,4004.56,71,192.163,-7526.95947265625,71,355000
1329.28,367.7474,2010.56,72,195.7876,-7962.46875,72,360000
3251.23,362.2633,4719.74,73,176.7587,-6098.751953125,73,365000
3335.4,389.1603,4259.35,74,223.0426,-8579.5107421875,74,370000
3410.27,370.5544,4126.52,75,196.4579,-7314.98583984375,75,375000
2322.67,372.9011,4584.02,76,212.0439,-7641.12353515625,76,380000
3074.96,375.1552,4892.81,77,208.2732,-6408.28564453125,77,385000
2211.4,386.7709,3312.4,78,217.9663,-8783.0380859375,78,390000
2265.84,385.8755,4676.7,79,215.8847,-8354.3896484375,79,395000
3240.03,357.5586,3983.63,80,164.6146,-6616.93896484375,80,400000
4305.12,347.8637,5214.72,81,161.8027,-5572.77734375,81,405000
4602.25,354.4209,5132.38,82,166.3129,-5302.6630859375,82,410000
4092.37,358.8035,4616.09,83,178.4946,-5504.2666015625,83,415000
3634.34,372.0155,4678.37,84,197.2756,-7458.17333984375,84,420000
4619.32,357.2319,5164.85,85,170.5597,-5475.53369140625,85,425000
3129.6,391.3649,4840.89,86,216.4751,-8857.6923828125,86,430000
4741.18,373.3334,5051.67,87,203.7757,-6484.935546875,87,435000
2604.75,385.3198,4598.82,88,227.6886,-10404.3759765625,88,440000
4655.3,363.0822,5125.41,89,184.2024,-5887.48388671875,89,445000
3967.56,338.6226,4336.12,90,209.6588,-8470.716796875,90,450000
4628.22,363.5444,4537.58,91,182.9938,-7807.54150390625,91,455000
5035.55,361.8656,5055.36,92,181.5424,-7095.07568359375,92,460000
4613.66,363.7122,4982.1,93,209.4669,-6780.1103515625,93,465000
4568.84,350.0843,4697.17,94,173.935,-6799.61669921875,94,470000
4307.81,363.2737,4622.16,95,173.8242,-7196.6337890625,95,475000
4879.95,365.8013,5198.99,96,184.5967,-7225.982421875,96,480000
4899.55,354.0092,5140.3,97,173.664,-6652.45947265625,97,485000
3933.88,377.3277,5009.86,98,189.6346,-7959.72412109375,98,490000
4263.14,361.8256,4875.68,99,178.784,-7729.76513671875,99,495000
4874.06,360.5566,5046.33,100,169.4879,-7145.25439453125,100,500000
4387.77,368.0342,4143.39,101,186.768,-9191.228515625,101,505000
4122.21,373.3477,5208.36,102,198.3201,-9459.158203125,102,510000
4818.25,361.3122,4883.92,103,181.5152,-7926.86328125,103,515000
5067.81,371.3516,5240.94,104,201.8863,-8489.1318359375,104,520000
4606.21,364.4423,4998.42,105,176.6891,-8578.5341796875,105,525000
4968.67,348.4686,5171.35,106,163.0802,-8128.10498046875,106,530000
4942.58,370.5372,4947.36,107,191.0845,-9288.3837890625,107,535000
4792.21,368.1334,5189.18,108,185.3787,-10014.5263671875,108,540000
4996.96,366.5813,5069.35,109,185.5074,-9628.841796875,109,545000
5039.84,358.6701,5104.21,110,170.6024,-9218.869140625,110,550000
4732.73,360.1942,5007.74,111,165.9876,-9963.5859375,111,555000
5005.32,366.2782,5019.61,112,182.5168,-10354.0556640625,112,560000
4468.29,349.2621,5161.27,113,161.535,-9666.62890625,113,565000
5021.9,364.2482,4975.72,114,181.9968,-10538.7568359375,114,570000
4931.94,356.1095,5146.69,115,173.922,-10602.2744140625,115,575000
4780.4,369.5927,4902.69,116,181.085,-11061.259765625,116,580000
4382.54,361.9712,5105.83,117,176.933,-11453.765625,117,585000
4371.76,371.0531,5012.07,118,187.744,-12144.935546875,118,590000
4680.66,371.7648,5097.17,119,191.0396,-12131.337890625,119,595000
4098.3,370.3611,4983.68,120,178.1106,-12240.0947265625,120,600000
4940.6,360.9277,5046.93,121,176.4956,-11752.1953125,121,605000
4276.59,344.0563,5137.83,122,159.329,-11558.357421875,122,610000
4304.27,351.8677,5056.14,123,167.0199,-11760.2998046875,123,615000
5143.39,353.437,5205.22,124,164.8541,-11864.8544921875,124,620000
4606.28,368.794,4927.86,125,177.5824,-12446.0771484375,125,625000
4364.65,333.4177,4728.6,126,135.0105,-11688.748046875,126,630000
4807.23,365.6293,4959.46,127,175.1371,-12791.4921875,127,635000
3420.37,363.7642,2599.91,128,180.6817,-13339.4052734375,128,640000
5107.01,351.7583,5325.74,129,156.5052,-12008.541015625,129,645000
5066.6,357.2304,5198.79,130,170.338,-13059.890625,130,650000
5098.77,348.4079,5153.77,131,158.9741,-12603.677734375,131,655000
5103.67,356.1963,5201.08,132,173.9546,-12988.9794921875,132,660000
4787.25,352.7946,5147.33,133,160.9733,-13177.4638671875,133,665000
3855.97,362.8911,5076.9,134,180.3901,-13951.7841796875,134,670000
5115.56,347.265,5187.55,135,160.5388,-13225.3095703125,135,675000
4811.02,342.2645,5142.56,136,150.691,-13383.14453125,136,680000
4858.0,362.3159,5195.58,137,184.215,-13967.466796875,137,685000
4987.2,366.8503,4896.5,138,178.5147,-14145.3994140625,138,690000
4445.69,366.7465,4733.28,139,189.5407,-15084.1845703125,139,695000
3807.86,373.5753,5013.56,140,194.5366,-15137.5556640625,140,700000
4877.56,348.0757,5247.36,141,157.0199,-14113.4462890625,141,705000
4670.15,359.1064,5073.32,142,159.3829,-14745.29296875,142,710000
5100.17,353.2941,4943.84,143,166.3744,-14300.3984375,143,715000
2545.04,373.3768,3800.5,144,206.654,-15390.0341796875,144,720000
5095.99,365.9233,5127.77,145,183.7083,-15005.318359375,145,725000
4799.24,363.1658,5175.71,146,180.0244,-15365.150390625,146,730000
4802.56,362.9251,5065.01,147,185.7305,-15794.4453125,147,735000
5092.12,354.1965,5126.1,148,171.4178,-15318.85546875,148,740000
5017.62,355.0916,5085.71,149,167.6074,-15422.08984375,149,745000
4719.28,363.4827,4393.86,150,174.2155,-16119.2646484375,150,750000
4896.65,357.7708,5219.84,151,174.4493,-15630.478515625,151,755000
4910.34,360.6004,5087.82,152,176.7711,-16037.5439453125,152,760000
4338.7,360.8566,5215.26,153,175.7747,-16208.8779296875,153,765000
5128.49,339.938,4715.81,154,147.9392,-15145.1474609375,154,770000
4831.54,352.1038,5139.34,155,166.4647,-15707.2822265625,155,775000
5150.88,340.3119,5304.19,156,150.3039,-15293.6474609375,156,780000
4921.62,329.4075,4670.47,157,141.4161,-14651.431640625,157,785000
5057.38,354.493,4981.75,158,165.0473,-15690.1533203125,158,790000
5043.29,351.0202,4910.88,159,161.4756,-15824.212890625,159,795000
5078.43,347.0345,5240.49,160,155.4832,-15788.6259765625,160,800000
4806.69,350.0499,4939.05,161,148.3038,-16175.4287109375,161,805000
5135.04,346.9272,5185.78,162,164.4576,-16113.18359375,162,810000
4949.6,343.8071,5273.29,163,146.4384,-15876.11328125,163,815000
5016.33,350.1291,5088.29,164,158.937,-16110.0654296875,164,820000
5119.64,343.2458,5195.0,165,151.0605,-15787.7294921875,165,825000
4679.3,334.5561,4327.61,166,142.0919,-15313.494140625,166,830000
4742.96,339.8482,5072.09,167,140.8913,-15769.1787109375,167,835000
4908.19,341.9335,5004.73,168,152.4453,-15997.619140625,168,840000
5105.53,354.1681,5148.11,169,166.6931,-16479.5703125,169,845000
5124.58,348.4812,5302.62,170,154.3856,-16377.2373046875,170,850000
4958.19,339.1279,4764.78,171,146.38,-16153.8427734375,171,855000
5081.67,356.9939,5023.67,172,164.3548,-16747.154296875,172,860000
5054.01,353.4843,5089.2,173,163.6273,-16690.74609375,173,865000
5131.23,340.2949,5250.11,174,145.608,-16287.4072265625,174,870000
3989.62,361.3039,2034.89,175,170.8665,-17116.5078125,175,875000
5021.55,347.1552,4947.91,176,153.0468,-16672.849609375,176,880000
5135.92,348.8687,5203.39,177,165.8369,-16951.119140625,177,885000
5107.36,351.0388,5182.99,178,158.1683,-16716.712890625,178,890000
4922.36,350.2824,5195.79,179,156.898,-16643.71875,179,895000
4594.89,360.6808,5330.49,180,165.0038,-16945.390625,180,900000
5002.0,359.9503,4975.35,181,168.4876,-17405.162109375,181,905000
4533.49,364.5048,2198.22,182,175.6104,-17477.41796875,182,910000
4515.26,364.9112,5005.69,183,180.5775,-17619.076171875,183,915000
4542.57,356.1389,3669.42,184,168.1286,-17360.232421875,184,920000
4787.51,347.6368,5022.79,185,156.2623,-17195.00390625,185,925000
4977.71,354.1539,5014.15,186,155.7138,-17045.28125,186,930000
4978.27,343.0917,5103.13,187,145.7642,-16648.73046875,187,935000
5168.68,346.8491,5164.83,188,149.4197,-16927.806640625,188,940000
5155.48,337.4189,5263.4,189,152.9911,-17109.13671875,189,945000
5158.73,349.8491,5264.51,190,157.7629,-17399.8046875,190,950000
4915.15,345.8446,4652.64,191,147.3509,-17066.42578125,191,955000
4845.34,344.4423,5216.14,192,148.8982,-17094.9609375,192,960000
5094.09,350.1833,5127.58,193,157.6642,-17423.57421875,193,965000
4704.25,357.2638,4387.56,194,160.7903,-17506.431640625,194,970000
4781.99,363.0887,5126.43,195,186.0996,-17766.078125,195,975000
4911.06,354.6512,5186.78,196,158.8573,-17566.02734375,196,980000
4728.15,359.657,5104.84,197,164.7731,-17650.431640625,197,985000
4053.57,355.2782,3755.69,198,154.2095,-17714.732421875,198,990000
4916.51,360.1878,5186.96,199,167.2678,-17830.53125,199,995000
4714.11,357.1534,5204.82,200,161.9032,-17835.865234375,200,1000000
5078.86,355.6401,4689.98,201,160.6889,-17857.78515625,201,1005000
5103.95,351.594,5066.52,202,154.3355,-17668.888671875,202,1010000
5025.69,351.6116,5232.12,203,143.3512,-17552.833984375,203,1015000
5009.87,362.6294,5135.63,204,165.5353,-17928.158203125,204,1020000
4910.67,364.7955,5100.3,205,165.726,-17758.552734375,205,1025000
4697.61,356.3122,5049.03,206,156.9891,-17892.828125,206,1030000
5058.54,360.4509,5043.5,207,163.2724,-17926.646484375,207,1035000
4644.28,359.5843,4768.44,208,161.2621,-18088.958984375,208,1040000
5067.72,354.3257,5210.97,209,158.1679,-17947.521484375,209,1045000
5004.41,351.1664,5003.08,210,156.2438,-17909.845703125,210,1050000
5082.16,356.7969,4964.69,211,164.0763,-17795.0625,211,1055000
5123.48,351.469,5236.91,212,154.5288,-17948.0,212,1060000
5069.88,350.8327,5022.17,213,151.532,-17921.794921875,213,1065000
5086.24,353.1585,4865.91,214,158.2706,-17948.98828125,214,1070000
5136.07,353.4469,5109.6,215,161.0218,-18115.73046875,215,1075000
5054.89,350.0056,5056.77,216,161.0663,-18121.935546875,216,1080000
5001.77,351.3007,4644.8,217,155.4521,-18039.32421875,217,1085000
4626.52,357.3236,4842.89,218,161.7377,-17715.248046875,218,1090000
4995.0,354.4418,5112.45,219,159.285,-18206.3125,219,1095000
4875.72,351.0821,5120.62,220,159.2527,-18163.126953125,220,1100000
4853.33,352.8344,5086.92,221,157.3326,-17889.419921875,221,1105000
4821.39,354.2222,5145.5,222,152.2939,-18035.6328125,222,1110000
3365.87,355.5024,4321.17,223,171.1088,-17117.744140625,223,1115000
4858.43,352.3512,4841.67,224,153.9766,-17921.8671875,224,1120000
4858.43,354.969,5076.09,225,157.2284,-18023.859375,225,1125000
3399.87,359.5795,4922.32,226,158.7306,-17959.052734375,226,1130000
4707.7,354.8094,4334.66,227,164.2644,-18389.125,227,1135000
5053.2,358.8203,5017.83,228,170.5552,-18483.98046875,228,1140000
4960.39,358.0294,4827.02,229,163.3503,-18002.388671875,229,1145000
5024.91,354.934,5027.93,230,163.3951,-18488.4375,230,1150000
4403.13,356.321,5120.45,231,158.1515,-18013.353515625,231,1155000
4925.55,353.8082,4580.86,232,162.8888,-18543.00390625,232,1160000
4641.33,362.2635,5041.46,233,174.6881,-18539.173828125,233,1165000
5059.17,364.5321,5030.79,234,175.0871,-18680.8828125,234,1170000
4986.21,363.7839,4984.71,235,168.2888,-18708.388671875,235,1175000
4992.16,356.3654,5026.23,236,168.121,-18516.8203125,236,1180000
4870.42,355.7361,5077.99,237,168.7638,-18688.587890625,237,1185000
4853.76,355.5619,5092.58,238,165.9864,-18668.16015625,238,1190000
4677.78,362.5373,5023.61,239,163.2291,-18549.927734375,239,1195000
5114.36,353.2812,5093.58,240,163.6584,-18489.947265625,240,1200000
5014.71,353.4343,5089.78,241,158.6857,-18576.96484375,241,1205000
4886.54,356.0926,4847.76,242,161.7142,-18556.78125,242,1210000
5108.0,353.6986,5152.95,243,167.3271,-18493.3984375,243,1215000
4984.25,354.3399,5110.73,244,157.8413,-18342.4296875,244,1220000
4861.28,360.1164,5121.22,245,173.9382,-18656.5703125,245,1225000
4712.87,350.1557,5193.03,246,150.4101,-18328.693359375,246,1230000
4347.88,353.0986,5149.79,247,148.0898,-18341.267578125,247,1235000
3771.42,366.3301,5033.91,248,165.3627,-18361.8046875,248,1240000
3770.45,359.852,4943.65,249,154.9754,-18593.22265625,249,1245000
4883.27,360.95,5054.45,250,163.9621,-18551.482421875,250,1250000
4944.59,354.5779,4534.9,251,155.1137,-18590.3359375,251,1255000
4281.74,372.5483,4859.69,252,179.5715,-17464.740234375,252,1260000
2918.35,377.8301,2765.74,253,210.3441,-16592.201171875,253,1265000
4341.48,360.5153,2976.16,254,165.6711,-18083.435546875,254,1270000
4265.62,359.2082,2721.58,255,163.8909,-18241.806640625,255,1275000
3253.91,353.3467,1729.14,256,171.2357,-17728.607421875,256,1280000
3200.8,359.6019,2886.04,257,180.0213,-17343.498046875,257,1285000
4581.12,353.8168,4499.78,258,164.1185,-18082.53515625,258,1290000
4551.86,350.4048,4385.86,259,161.1938,-18472.56640625,259,1295000
4594.09,365.1132,3226.46,260,164.2618,-18446.57421875,260,1300000
2747.8,363.1768,2282.83,261,168.2551,-18355.888671875,261,1305000
2969.94,378.0833,2264.19,262,202.7151,-17921.876953125,262,1310000
3746.87,377.6298,2554.85,263,193.0257,-17633.576171875,263,1315000
4277.26,368.1445,4073.0,264,187.2108,-17578.166015625,264,1320000
3892.15,376.5272,3385.1,265,222.054,-17100.310546875,265,1325000
2863.02,377.7732,2879.66,266,199.4874,-18015.1640625,266,1330000
2113.13,412.4431,2085.33,267,277.1015,-16673.51171875,267,1335000
1789.36,387.4212,1090.41,268,209.6777,-17387.015625,268,1340000
1209.21,390.0499,1351.77,269,232.0142,-15384.27734375,269,1345000
1483.09,389.0575,1662.81,270,235.4322,-15234.240234375,270,1350000
1775.41,379.6411,2156.48,271,202.7345,-16243.904296875,271,1355000
1281.83,386.908,2061.5,272,212.9338,-16466.65625,272,1360000
1044.01,392.4668,1285.5,273,222.2514,-16335.30078125,273,1365000
1126.93,405.3771,965.77,274,243.6544,-15345.0732421875,274,1370000
1390.53,384.2081,1072.74,275,207.8521,-16565.51171875,275,1375000
1480.95,399.0871,2623.69,276,228.2084,-16706.267578125,276,1380000
1890.7,401.0502,3557.1,277,244.7396,-17645.900390625,277,1385000
1745.53,399.7156,1936.65,278,243.4364,-17468.521484375,278,1390000
2490.36,363.083,3842.43,279,216.8523,-17762.8984375,279,1395000
3738.51,359.6727,4393.0,280,202.9786,-18146.341796875,280,1400000
3102.82,363.6998,3467.91,281,201.6983,-18584.18359375,281,1405000
4082.55,365.4366,4732.69,282,207.3574,-18643.095703125,282,1410000
4637.76,355.304,4881.6,283,184.6376,-18647.896484375,283,1415000
4321.3,362.6515,3658.67,284,195.0256,-18477.638671875,284,1420000
3861.37,359.281,3501.62,285,191.9552,-18435.119140625,285,1425000
4434.55,344.5443,4740.0,286,162.3787,-18338.4375,286,1430000
2510.57,359.8682,1176.42,287,298.9287,-18352.01171875,287,1435000
2680.18,362.2604,3355.8,288,211.6063,-18309.23046875,288,1440000
3224.86,372.7917,3578.75,289,286.7931,-17645.064453125,289,1445000
3481.55,375.0555,3077.51,290,277.7805,-18385.25390625,290,1450000
2653.74,369.5954,3614.93,291,257.6924,-18418.4140625,291,1455000
2355.66,393.5642,3422.64,292,298.1549,-18664.5390625,292,1460000
2116.78,393.2818,2831.87,293,285.3096,-18361.0390625,293,1465000
2116.49,399.1604,1586.8,294,337.7576,-18681.66796875,294,1470000
1512.19,401.9421,1226.19,295,376.1797,-18656.12109375,295,1475000
2570.0,391.8998,3793.29,296,289.7409,-18887.427734375,296,1480000
1669.55,380.7466,4125.42,297,249.4858,-18636.0703125,297,1485000
3527.49,378.3161,4550.24,298,219.8502,-18739.11328125,298,1490000
3811.93,372.9711,3894.18,299,254.2451,-18536.8671875,299,1495000
3423.0,390.3415,2982.84,300,253.916,-19062.779296875,300,1500000
2173.35,381.142,1391.08,301,356.0532,-18579.994140625,301,1505000
2448.81,392.6913,1739.22,302,355.4446,-18614.74609375,302,1510000
3779.56,370.4224,4570.54,303,201.7252,-18855.40625,303,1515000
4337.05,352.856,4116.19,304,198.4802,-18114.42578125,304,1520000
3822.45,367.5032,4748.73,305,211.8801,-18893.443359375,305,1525000
3763.44,362.2526,3451.84,306,189.8537,-18654.9296875,306,1530000
3573.58,376.4944,2962.5,307,227.2396,-18623.775390625,307,1535000
1994.61,391.2177,2426.1,308,310.3742,-18462.080078125,308,1540000
2713.93,399.2304,1914.2,309,300.4046,-18698.142578125,309,1545000
2728.16,397.5242,2912.69,310,295.0597,-18958.607421875,310,1550000
931.81,424.1178,1257.67,311,460.2868,-18428.111328125,311,1555000
1200.97,437.2069,907.52,312,411.5499,-18492.205078125,312,1560000
950.96,430.6037,1099.22,313,449.6661,-17931.720703125,313,1565000
1781.73,390.8144,2150.07,314,339.8394,-18197.587890625,314,1570000
1097.97,422.3462,892.09,315,406.2733,-17762.423828125,315,1575000
654.05,429.5652,721.44,316,437.6279,-17614.181640625,316,1580000
1413.82,418.1297,1198.49,317,637.7852,-18628.125,317,1585000
732.58,441.2407,1102.42,318,432.1277,-17671.0625,318,1590000
1139.58,431.0735,1367.99,319,427.3931,-18441.265625,319,1595000
1428.27,406.8899,1809.84,320,363.6888,-17889.81640625,320,1600000
2306.49,396.3301,2190.44,321,243.8483,-17265.37890625,321,1605000
2887.19,382.1716,2985.16,322,235.4567,-17656.802734375,322,1610000
1758.03,410.7811,1477.1,323,258.353,-17666.396484375,323,1615000
2650.61,401.6283,2409.0,324,233.7284,-18119.96875,324,1620000
3747.07,391.4781,3610.43,325,217.5858,-18514.47265625,325,1625000
4425.33,360.8428,4137.94,326,186.8104,-18846.763671875,326,1630000
4152.83,377.2892,4152.02,327,206.5952,-18675.7578125,327,1635000
4042.98,376.7898,4515.48,328,229.0769,-18530.083984375,328,1640000
3863.4,377.5344,3458.85,329,239.0603,-18834.478515625,329,1645000
4333.23,369.6197,4113.0,330,196.1636,-17810.134765625,330,1650000
3189.05,380.9427,3489.05,331,209.4402,-18324.05078125,331,1655000
3655.74,379.501,3905.34,332,225.6381,-18653.759765625,332,1660000
1444.29,396.8163,2114.12,333,238.7995,-18465.54296875,333,1665000
3888.13,398.847,3821.48,334,281.5914,-18574.39453125,334,1670000
4004.74,389.2679,3723.7,335,228.3753,-18661.67578125,335,1675000
3226.69,389.9478,3825.79,336,206.1838,-18116.646484375,336,1680000
3464.21,400.304,4514.98,337,332.7652,-18804.6796875,337,1685000
4171.41,396.1979,4090.34,338,235.435,-18859.52734375,338,1690000
4232.08,410.0146,3921.61,339,238.9605,-18941.25390625,339,1695000
2681.67,413.8586,2588.76,340,270.8702,-17868.04296875,340,1700000
3216.19,405.2567,2913.8,341,238.528,-18117.044921875,341,1705000
3388.7,407.4862,3371.19,342,245.6507,-18622.5703125,342,1710000
4176.78,410.5518,4139.39,343,251.0894,-19020.2890625,343,1715000
3947.58,408.0377,4561.0,344,255.8406,-18583.20703125,344,1720000
4227.55,409.4002,3813.52,345,258.8993,-19051.234375,345,1725000
3381.37,429.8987,2151.99,346,355.7233,-18561.744140625,346,1730000
4418.19,416.7542,4531.12,347,287.5962,-19077.40234375,347,1735000
3893.46,419.0315,4534.47,348,317.9916,-19120.732421875,348,1740000
4461.42,407.0255,4241.71,349,262.1481,-19286.45703125,349,1745000
4597.51,407.5083,4537.51,350,277.6263,-19353.103515625,350,1750000
3537.32,399.3955,3851.52,351,227.0607,-18688.6328125,351,1755000
3888.15,402.7209,3580.69,352,279.5269,-19251.083984375,352,1760000
4717.12,393.4297,4193.29,353,233.5564,-19022.53125,353,1765000
1615.88,423.1939,1069.18,354,370.5812,-18813.447265625,354,1770000
2266.88,411.5776,2095.42,355,308.863,-18871.138671875,355,1775000
2648.33,418.3996,3163.86,356,268.5714,-18492.251953125,356,1780000
3859.83,399.9927,3932.6,357,219.1824,-19059.693359375,357,1785000
2884.86,406.4213,2633.37,358,221.0226,-18683.7578125,358,1790000
2541.19,434.9704,1827.5,359,376.2829,-18794.505859375,359,1795000
2533.95,415.2568,2534.84,360,214.3367,-18547.541015625,360,1800000
1548.76,440.1022,2263.0,361,535.8692,-18179.310546875,361,1805000
3876.09,416.654,3551.81,362,261.354,-18252.23828125,362,1810000
2616.78,410.4707,2589.66,363,241.3637,-18502.615234375,363,1815000
1681.05,424.2434,1755.2,364,349.1551,-18407.91796875,364,1820000
2652.72,408.4372,2579.13,365,242.4058,-18431.140625,365,1825000
4344.42,398.3909,3132.21,366,188.1363,-18838.3515625,366,1830000
3037.27,416.5144,2893.48,367,281.0253,-18381.287109375,367,1835000
3385.19,416.5784,2127.0,368,477.6832,-18570.4921875,368,1840000
3757.18,394.0387,4200.08,369,275.2305,-18906.015625,369,1845000
4667.59,389.9082,4599.71,370,242.1737,-19335.5234375,370,1850000
4212.76,403.8399,4457.38,371,261.6859,-19297.1640625,371,1855000
3285.71,406.8364,3661.41,372,240.6727,-18732.45703125,372,1860000
3483.09,406.021,3536.47,373,277.6781,-19033.955078125,373,1865000
3783.62,411.6024,3757.81,374,231.5953,-19094.109375,374,1870000
3362.13,404.4339,3624.38,375,294.6306,-19026.708984375,375,1875000
2351.42,421.3643,3560.84,376,247.8309,-18759.759765625,376,1880000
3805.67,415.9341,3926.51,377,438.1464,-18937.828125,377,1885000
3305.6,411.5612,3214.94,378,210.6924,-18821.26171875,378,1890000
3406.23,408.5348,3319.95,379,227.5308,-18704.345703125,379,1895000
2687.73,400.2268,2545.69,380,255.0661,-18373.671875,380,1900000
2887.48,409.7538,2719.07,381,617.7747,-18421.86328125,381,1905000
1446.95,426.6887,1709.43,382,357.2632,-17664.34765625,382,1910000
3357.62,407.332,3510.36,383,299.1984,-18639.13671875,383,1915000
3323.64,401.1953,3270.41,384,228.2044,-18765.505859375,384,1920000
3757.31,420.9879,4704.83,385,552.1162,-18258.037109375,385,1925000
4085.39,397.9122,4259.39,386,214.3477,-19011.35546875,386,1930000
3778.82,403.4036,3839.66,387,284.783,-19021.388671875,387,1935000
3296.53,408.5954,3220.01,388,269.957,-18256.359375,388,1940000
4467.91,414.7158,4345.52,389,267.6907,-19080.4296875,389,1945000
4645.06,413.5467,4561.38,390,234.4433,-18893.552734375,390,1950000
4787.77,413.4035,3952.33,391,240.9854,-18881.083984375,391,1955000
4438.35,405.306,4118.21,392,240.5698,-19117.408203125,392,1960000
4481.42,403.555,4331.54,393,244.8661,-19169.1015625,393,1965000
