Real Sto Return,Running Forward KL,Running Env Steps,Real Det Return,Running Reverse KL,Itration,Reward Loss,Running Update Time
11754.16,145.9121,1920000,12171.27,21.4602,384,-8322.37890625,384
11693.29,144.7736,1925000,12063.98,20.9128,385,-8601.3984375,385
9951.49,144.8603,1930000,10614.91,18.5124,386,-8973.369140625,386
11941.0,144.9299,1935000,12183.34,21.6296,387,-7919.49267578125,387
11838.97,144.758,1940000,12136.53,22.1372,388,-8734.2744140625,388
11793.66,145.9457,1945000,12128.16,22.1977,389,-8531.1865234375,389
11733.28,143.6239,1950000,12058.22,20.8058,390,-8268.4853515625,390
11871.74,145.6949,1955000,12161.99,22.4847,391,-8215.4931640625,391
11671.69,144.3248,1960000,11993.97,21.4534,392,-8164.7099609375,392
11366.16,146.3601,1965000,11548.89,22.4797,393,-8673.9208984375,393
11427.14,144.7986,1970000,12006.3,20.2884,394,-8303.8916015625,394
11040.81,144.1257,1975000,11451.95,20.6294,395,-8327.1845703125,395
11512.87,144.3455,1980000,11835.13,19.203,396,-8412.912109375,396
11695.44,143.6401,1985000,12151.93,20.3793,397,-8452.6640625,397
11639.94,144.7443,1990000,12161.45,21.2986,398,-8713.0703125,398
10887.84,143.9521,1995000,11268.91,17.712,399,-8531.13671875,399
10491.23,143.1001,2000000,11405.87,18.8909,400,-8776.931640625,400
11057.5,144.2136,2005000,11609.72,18.9579,401,-8551.884765625,401
10756.73,143.2263,2010000,11099.13,18.9867,402,-8370.111328125,402
11594.94,143.9735,2015000,11966.82,20.2094,403,-8611.3046875,403
11798.77,143.4761,2020000,12254.63,20.9651,404,-8520.61328125,404
11411.93,144.0927,2025000,11890.77,19.5748,405,-8963.470703125,405
11687.95,143.7433,2030000,12057.62,20.1239,406,-8158.6591796875,406
11777.97,144.8458,2035000,12097.22,21.3321,407,-8884.3916015625,407
11596.48,144.8831,2040000,11337.27,21.1129,408,-9308.3466796875,408
11739.62,145.4597,2045000,12220.18,21.7399,409,-8772.041015625,409
11639.29,145.1168,2050000,11840.82,22.8722,410,-9232.646484375,410
11034.99,145.3721,2055000,11956.08,21.1222,411,-8975.3876953125,411
9557.44,144.6393,2060000,10033.71,23.4157,412,-8466.232421875,412
11429.46,144.0314,2065000,11711.93,20.231,413,-8614.123046875,413
11831.36,144.3631,2070000,12376.56,21.8771,414,-8889.1513671875,414
