Real Sto Return,Running Reverse KL,Running Forward KL,Itration,Real Det Return
893.29,28.4243,48.0998,132,916.78
2170.65,13.0735,46.4229,133,2353.19
1600.1,15.6547,47.2582,134,1243.39
1391.1,14.8767,46.3358,135,2225.95
1470.01,12.8268,45.8461,136,1665.3
1685.15,12.8239,46.2619,137,1841.13
1300.76,13.8189,47.3731,138,1538.1
1702.93,13.211,45.842,139,2493.81
1704.49,14.5545,46.1277,140,1940.42
1954.84,15.5492,45.4907,141,2201.24
2202.29,12.3364,45.9047,142,2349.69
1852.91,15.7511,46.7262,143,2342.18
1314.02,20.2829,47.3485,144,978.57
1833.32,13.3295,45.35,145,1494.68
1630.54,15.5897,46.5677,146,1619.96
2112.7,14.1604,46.7107,147,2121.49
1466.19,19.3884,46.9985,148,1673.84
2330.86,12.7049,45.4696,149,2499.01
1514.03,18.815,45.1097,150,1648.86
1571.81,16.8755,46.4299,151,248.37
2630.97,14.3279,45.6243,152,2673.44
2475.18,13.079,43.8238,153,2422.46
2276.44,15.199,44.4335,154,2352.77
708.49,21.1131,46.4746,155,874.67
1434.43,16.0316,45.7598,156,2001.67
1252.96,15.4339,46.2257,157,1833.43
1914.33,15.5854,45.6529,158,1731.06
1927.47,15.0546,45.9498,159,2203.69
2570.22,14.1887,45.6202,160,2673.74
2159.01,14.029,45.2601,161,1896.41
2193.25,15.5927,46.4966,162,1765.71
2068.33,14.2676,45.9323,163,1337.8
2233.5,16.2754,45.2327,164,2370.2
2572.2,15.914,45.0372,165,2786.29
2354.31,14.6575,45.6032,166,2623.99
2823.31,14.2918,44.9372,167,2293.68
2765.7,17.62,45.6435,168,2881.15
2441.78,15.9857,45.4551,169,2785.72
2714.26,16.741,44.5113,170,3081.24
2562.17,15.1771,45.1296,171,2374.11
1814.67,16.8004,47.4372,172,2066.67
2098.12,13.4932,45.6292,173,2063.27
2768.31,12.9932,44.4579,174,2935.93
2592.13,15.3286,44.9973,175,2924.91
2729.05,16.5365,44.624,176,2715.59
3345.8,16.1467,43.9004,177,3396.27
3051.97,17.1589,42.9458,178,3034.4
3060.08,17.4248,44.1981,179,3142.38
2578.98,14.8531,44.4238,180,2498.46
2793.95,14.5821,44.6479,181,2816.9
2871.17,14.5152,43.6829,182,1360.7
2094.37,13.1795,44.5258,183,1852.99
2781.33,16.6105,44.0444,184,2764.99
2926.64,14.1543,44.9906,185,2866.48
2487.55,15.8084,45.1771,186,2589.31
3188.94,15.0262,43.9855,187,3243.71
2858.22,14.9317,44.9182,188,2778.57
2931.57,14.8103,44.6669,189,2869.34
3411.04,18.9918,44.28,190,3321.05
3525.05,15.8414,43.0897,191,3484.17
2886.7,14.9244,43.3268,192,3335.22
2434.69,13.0519,45.1498,193,2606.07
2833.41,13.6502,45.3763,194,2911.35
3283.24,14.917,43.5294,195,3312.67
2862.22,17.8763,44.9102,196,2764.76
3625.45,18.9569,42.374,197,3631.69
2819.3,15.5363,44.2121,198,3419.07
2881.57,16.8554,44.6711,199,3063.82
3095.86,16.4451,43.5989,200,3349.64
3058.59,15.9335,43.3346,201,2800.27
2630.07,20.6179,45.5643,202,2202.5
3777.4,22.3165,45.2583,203,3858.88
2989.91,15.7005,42.7942,204,3325.05
2115.59,15.7648,43.8992,205,224.57
2912.15,23.3541,47.6668,206,2993.42
3365.88,16.115,42.3801,207,3301.21
3124.01,16.7359,42.1308,208,3657.82
3057.01,14.9595,42.4862,209,3634.45
3206.64,16.2015,42.7824,210,3392.89
3203.69,14.4876,43.2811,211,3292.93
3256.26,16.705,44.3678,212,3011.95
3674.72,16.0004,42.5157,213,3789.94
2976.22,16.2163,43.9764,214,3281.44
3758.65,20.6423,45.7594,215,3689.8
3742.29,18.7988,43.2198,216,3744.75
2216.2,14.8211,43.3431,217,2845.55
3316.92,21.0093,44.9262,218,1904.48
1947.77,16.8943,44.7041,219,2595.44
3258.7,19.2993,44.3376,220,3815.74
3183.49,21.2524,45.0882,221,3726.41
4034.8,20.4647,43.6983,222,4041.05
3541.89,18.4007,42.2547,223,4203.46
3785.21,19.7655,44.3325,224,4008.0
4228.75,18.704,42.3432,225,4245.58
4256.13,22.8685,43.6518,226,2286.97
3832.63,21.1802,42.1095,227,4317.01
3479.9,15.9661,41.6155,228,2883.89
3583.3,21.9631,47.011,229,3415.71
2619.17,15.3713,43.073,230,3447.76
1164.93,36.0904,50.6518,231,973.15
4150.63,24.8092,47.3235,232,4362.86
3857.21,24.3683,42.8949,233,4525.33
2314.95,22.5109,42.6625,234,164.95
3281.57,23.3972,47.1966,235,4364.92
4307.19,24.6764,44.5189,236,4453.95
4292.38,25.9089,50.0628,237,4302.19
2207.62,18.2706,43.574,238,2220.3
3098.21,23.0866,45.6878,239,2524.11
4114.03,24.8763,43.7795,240,3477.15
1905.55,29.0668,44.7645,241,207.62
3379.51,20.7659,41.0275,242,4060.32
1290.67,33.4945,47.2958,243,1965.2
672.9,38.1195,45.9674,244,711.18
802.82,17.363,45.5335,245,1018.7
373.92,35.7437,49.143,246,446.44
1953.94,19.0458,47.0722,247,2828.97
1746.67,23.5963,48.5469,248,2285.48
1105.55,22.8021,47.5359,249,1235.91
629.79,28.2049,48.6992,250,719.6
833.78,41.1443,51.8252,251,474.9
1057.69,37.1485,51.6822,252,1042.11
1017.42,43.4406,56.1584,253,1015.48
770.09,40.3984,54.8177,254,414.12
1002.09,24.5109,53.7774,255,1001.38
992.94,42.6497,54.6623,256,995.99
148.35,25.9894,50.3932,257,122.53
946.13,34.9105,50.4683,258,1135.1
992.01,35.8194,54.5812,259,994.76
426.81,26.568,49.1741,260,833.07
1956.21,17.7036,45.8694,261,1883.37
48.55,22.5607,48.3361,262,100.29
2061.79,22.1643,46.9834,263,2470.14
2036.56,18.0867,45.0499,264,1910.13
1514.5,16.2883,42.5172,265,1042.2
1752.98,25.9431,47.3984,266,2659.79
820.45,30.9423,44.8098,267,539.68
1720.64,19.114,44.4529,268,1635.47
1813.27,19.7258,44.3741,269,3902.24
926.45,15.0999,45.8085,270,971.32
1016.45,14.4344,45.6981,271,417.48
1158.49,41.4453,45.8294,272,3107.62
3663.29,21.7447,45.5013,273,3749.8
1772.05,24.6595,45.7935,274,2681.0
512.87,52.4038,49.7825,275,380.37
38.23,41.2506,52.6543,276,39.57
1013.97,52.5561,56.6265,277,1015.55
1017.41,36.9069,50.4918,278,1021.67
1030.54,45.0623,55.2935,279,1031.82
2096.13,22.4026,44.6385,280,2712.03
1381.69,17.3615,48.7548,281,1602.41
1406.2,20.074,48.7875,282,1806.82
2416.79,20.3887,47.2967,283,2448.7
2618.67,51.0785,45.6312,284,2319.92
2394.85,18.5466,45.5142,285,3270.51
2811.84,26.5439,44.8625,286,3449.94
868.01,16.7786,46.4067,287,133.67
2734.52,27.5119,44.1375,288,3553.51
926.56,31.2296,45.8405,289,1785.05
1920.26,30.7338,47.5282,290,1547.33
1014.53,58.0592,56.2344,291,1014.61
838.23,73.9325,48.379,292,1880.22
2150.29,20.5291,47.1908,293,2575.52
1429.1,21.0726,46.7736,294,1707.78
1459.44,39.4875,47.3238,295,2178.5
2152.17,83.7518,49.0472,296,2051.29
1512.15,45.1709,48.7509,297,1157.15
627.39,32.6091,49.543,298,562.76
1360.21,30.2664,47.6877,299,1228.82
423.01,64.2938,48.7203,300,375.39
10.4,229.057,52.8654,301,9.6
24.86,336.6189,56.2502,302,20.54
824.58,54.6369,51.0778,303,640.79
755.54,47.5064,50.4018,304,981.87
774.36,92.7953,54.0338,305,1032.6
1032.83,46.2566,55.9926,306,1029.49
-7.9,63.8973,52.3395,307,-6.7
867.49,25.2663,52.6595,308,802.96
611.98,44.9024,49.0814,309,484.89
1833.99,16.4994,47.2449,310,2273.86
901.01,18.6649,44.8707,311,784.83
2025.12,21.1182,45.2567,312,2447.26
1439.06,28.6442,48.0008,313,1740.77
2951.26,33.0656,51.5661,314,2795.91
2908.82,26.7631,48.5169,315,2953.98
2223.36,34.5428,48.0678,316,2368.2
1000.87,45.0731,56.3091,317,1004.9
3135.61,24.8057,46.9974,318,3203.59
3617.49,26.4678,46.9163,319,3586.35
3338.13,24.9561,44.7345,320,3460.93
3224.55,22.1624,44.4974,321,3184.35
995.88,43.9333,55.5607,322,1002.02
3307.25,23.613,45.781,323,3242.73
3195.79,22.2595,45.407,324,3333.16
3237.41,22.0809,45.5097,325,3340.94
2932.46,26.1405,46.1379,326,3368.67
3224.64,27.0736,46.2592,327,3486.46
3315.82,24.5404,46.4523,328,3378.12
2849.49,28.3994,48.2839,329,3192.67
155.08,95.1846,55.7269,330,133.79
2278.27,32.957,49.3357,331,970.32
1086.98,35.0907,46.9829,332,833.94
176.64,44.3598,52.2287,333,200.91
313.29,48.6971,51.99,334,237.8
1082.73,48.6035,48.8822,335,1082.02
1627.64,34.2635,46.2616,336,2614.61
1601.98,19.7958,47.891,337,1477.02
251.13,47.324,49.9559,338,153.61
1001.27,56.0765,56.2791,339,1001.97
1923.47,24.1039,47.8136,340,2571.35
260.52,64.895,55.5853,341,732.88
0.39,150.0767,56.0114,342,0.89
52.91,45.5756,51.6589,343,35.27
1022.56,45.2879,57.2174,344,1022.61
1033.14,46.9969,56.782,345,1034.22
1024.56,53.3835,49.0486,346,400.54
837.55,58.5158,49.2553,347,609.83
61.48,160.0006,53.8398,348,56.03
395.77,50.742,53.7396,349,481.47
1005.33,53.3635,56.7372,350,1008.07
435.31,43.8904,52.4695,351,629.23
354.33,68.8473,52.9201,352,301.05
376.13,49.2065,50.3651,353,745.33
245.73,17.1658,45.7888,354,322.44
