Itration,Running Reverse KL,Real Det Return,Running Forward KL,Real Sto Return
299,80.5105,5384.98,87.3038,4723.74
300,78.4407,5295.49,86.084,5209.69
301,69.8941,5527.93,74.4756,5275.44
302,78.7962,5409.88,86.6695,5467.11
303,74.7271,5689.05,78.5484,5163.51
304,78.8374,5083.79,86.8523,4033.73
305,77.0657,5442.85,85.83,4520.03
306,71.1553,5129.59,78.4838,4518.86
307,69.4594,5272.8,75.9746,5225.45
308,66.4024,5403.3,76.3892,4526.38
309,73.8699,5273.62,76.9525,4565.19
310,77.7293,5701.54,86.69,5175.63
311,76.269,5489.64,80.5489,5187.86
312,79.1846,5336.78,86.7444,4689.66
313,76.1091,5427.82,83.3589,5379.62
314,73.9044,5573.23,82.221,4861.82
315,72.9241,4699.17,79.4308,4658.83
316,78.3589,5468.5,85.3832,4758.82
317,81.4096,5783.77,85.9683,5121.41
318,77.9616,5787.36,85.2353,5219.15
319,76.9689,5669.81,85.0648,4601.64
320,74.3333,5518.16,82.9604,5087.45
321,77.2786,5602.7,83.7638,4873.22
