Running Env Steps,Reward Loss,Real Sto Return,Running Reverse KL,Running Forward KL,Itration,Real Det Return,Running Update Time
200000,-14313.43359375,2923.49,135.7268,293.2028,40,3221.5,40
205000,-12257.5322265625,2437.26,106.3741,279.6798,41,1668.22,41
210000,-12946.7236328125,3307.61,131.7419,286.6978,42,2398.22,42
215000,-13701.5185546875,3168.84,129.4212,283.5531,43,2920.58,43
220000,-9793.2568359375,4094.02,92.8742,275.9617,44,4708.91,44
225000,-12668.056640625,3330.72,113.0355,280.3327,45,4658.78,45
230000,-18675.17578125,3820.68,151.7588,295.4134,46,4707.38,46
235000,-13564.095703125,3329.09,125.0686,281.6059,47,3814.63,47
240000,-9769.31640625,4398.94,89.2215,278.9562,48,4807.91,48
245000,-12450.15625,4453.71,106.8839,280.3502,49,4714.58,49
250000,-12012.1552734375,4882.51,103.7324,278.904,50,4996.96,50
255000,-12753.4140625,3207.17,95.3202,277.4262,51,4161.7,51
260000,-14244.58203125,4391.81,104.8711,291.1248,52,5043.27,52
265000,-13236.1787109375,4227.24,106.5583,284.9015,53,4548.03,53
270000,-9328.6298828125,4450.35,86.227,274.2978,54,4760.93,54
275000,-15128.5537109375,5106.98,105.1133,285.0955,55,4649.39,55
280000,-12610.291015625,4721.82,94.4895,279.2914,56,4016.45,56
285000,-13728.6826171875,4326.38,91.5097,282.0655,57,4713.14,57
290000,-13916.7939453125,4071.39,104.6959,279.7161,58,5085.96,58
295000,-12651.99609375,4594.05,90.8428,278.7156,59,5088.95,59
300000,-16074.126953125,4631.55,105.0544,285.9122,60,5202.19,60
305000,-14607.357421875,4542.68,96.8213,288.0555,61,5168.18,61
310000,-19982.044921875,4713.82,140.1329,290.2827,62,5139.16,62
315000,-15241.7939453125,4696.0,92.1318,281.0507,63,5062.72,63
320000,-18204.498046875,4522.71,106.2075,288.0357,64,5022.88,64
325000,-20745.990234375,5006.95,126.1204,286.3583,65,5255.93,65
330000,-18323.767578125,5036.68,100.6315,286.6759,66,5199.59,66
335000,-18260.2265625,4691.0,94.4506,279.3629,67,5184.11,67
340000,-19863.357421875,5018.62,111.0935,288.518,68,5179.2,68
345000,-19254.111328125,5048.1,96.6229,283.3748,69,5157.76,69
350000,-18653.13671875,4955.18,93.0248,287.525,70,5118.54,70
355000,-20888.302734375,5130.95,111.2584,287.6365,71,5170.38,71
360000,-19466.14453125,4819.73,87.4753,277.5199,72,5183.98,72
365000,-22417.919921875,4513.5,89.1901,283.3511,73,4851.11,73
370000,-22690.8046875,4725.04,102.4214,282.4088,74,5141.7,74
375000,-25153.255859375,4759.46,101.508,286.6812,75,4495.71,75
380000,-24223.26171875,4676.66,100.6819,284.5064,76,5171.0,76
385000,-24487.4921875,4963.82,106.057,279.5716,77,5142.0,77
390000,-24096.630859375,4491.16,94.5835,280.6158,78,5167.32,78
395000,-28706.154296875,4702.02,117.291,295.3703,79,5179.13,79
400000,-25825.7265625,4731.41,92.4959,281.9957,80,5065.21,80
405000,-27058.4375,4414.84,98.7736,283.3404,81,5227.33,81
410000,-30354.0390625,4483.59,119.5108,287.6254,82,4528.42,82
415000,-29825.970703125,4108.81,103.3155,287.0063,83,5222.76,83
420000,-31775.55078125,4723.37,116.2067,292.0931,84,4718.59,84
425000,-31366.97265625,4816.95,110.2343,289.3521,85,4864.85,85
430000,-30157.75,4740.93,92.2069,281.0652,86,5233.2,86
435000,-30673.228515625,4869.95,97.8622,279.8733,87,5062.24,87
440000,-32366.091796875,5055.31,92.1012,284.9376,88,4977.06,88
445000,-31340.892578125,4955.45,90.6126,282.0707,89,5264.06,89
450000,-33556.296875,5141.34,94.5086,283.4776,90,5267.45,90
455000,-34987.17578125,4973.96,96.5944,286.6547,91,5195.18,91
460000,-33854.1171875,4742.38,94.1433,283.364,92,5251.03,92
465000,-36449.02734375,5149.43,109.7994,288.6568,93,5277.51,93
470000,-33692.21484375,4779.96,86.4589,279.0181,94,5247.53,94
475000,-36694.5,4966.17,93.6292,282.7505,95,5264.23,95
480000,-36138.6484375,4815.59,81.7923,278.0561,96,4837.28,96
485000,-37108.6796875,4595.3,90.2976,281.2323,97,5064.5,97
490000,-37377.80078125,4944.63,83.9791,278.7947,98,5261.96,98
495000,-38696.01171875,4637.38,90.3495,281.1022,99,5286.77,99
500000,-39965.4296875,4464.4,86.4176,280.8665,100,5261.51,100
505000,-41180.265625,4761.99,89.5842,280.8376,101,5027.31,101
510000,-41556.47265625,5101.23,94.3161,284.8897,102,5195.37,102
515000,-41160.2734375,5156.39,89.8645,279.0844,103,5086.28,103
520000,-44537.4375,4690.16,115.5158,292.6715,104,5207.13,104
525000,-42198.6015625,4593.13,95.0157,281.6546,105,5299.2,105
530000,-43470.8203125,5002.95,93.032,283.8196,106,5297.84,106
535000,-43033.5390625,4826.41,88.0568,279.1045,107,5253.47,107
540000,-44477.07421875,4432.59,89.1642,282.3514,108,5279.79,108
545000,-42480.953125,4830.71,101.9515,280.5103,109,5062.58,109
550000,-47769.15625,4659.82,151.3191,296.9972,110,5229.0,110
555000,-46722.0703125,3904.46,90.7042,286.7059,111,5196.52,111
560000,-47293.69921875,4657.14,100.1834,287.6557,112,5273.1,112
565000,-47726.5703125,4667.71,99.7501,287.59,113,5037.44,113
570000,-46383.23828125,4499.55,71.5925,278.4961,114,4817.84,114
575000,-50022.3515625,4908.64,103.1875,287.0363,115,5297.92,115
580000,-49548.65234375,5133.42,89.8518,284.8568,116,5064.35,116
585000,-48780.64453125,4800.71,75.1704,274.7574,117,5084.37,117
590000,-49252.0,4423.27,87.6666,279.1792,118,5288.29,118
595000,-50705.8359375,4304.14,87.3629,282.5698,119,5250.75,119
600000,-54192.71484375,4949.28,92.526,289.1903,120,5267.61,120
605000,-52636.53125,4276.71,80.2689,281.7705,121,5247.32,121
610000,-54183.59765625,4879.16,98.1202,286.7671,122,5284.65,122
615000,-53396.89453125,4032.0,96.3931,286.8774,123,5280.11,123
620000,-54566.44921875,4097.4,94.1702,284.6028,124,5263.98,124
625000,-53507.59375,4301.83,70.0701,276.0796,125,5068.5,125
630000,-55433.296875,4599.6,76.4771,280.0601,126,5302.46,126
635000,-56810.1171875,4512.01,90.105,284.9675,127,5099.78,127
640000,-55818.9375,2836.13,84.4248,279.4717,128,5180.82,128
645000,-57452.078125,4521.6,96.2893,286.9532,129,5286.88,129
650000,-59751.6640625,4492.01,96.1221,287.5836,130,5222.16,130
655000,-59371.34765625,4712.08,98.8218,283.5883,131,5315.31,131
660000,-60462.8515625,4967.83,104.5074,285.7796,132,5307.09,132
665000,-61451.79296875,4576.8,109.3601,291.6009,133,5266.13,133
670000,-60982.5234375,4819.33,80.6745,282.2864,134,5293.54,134
675000,-62141.80859375,4918.31,81.908,283.8313,135,5006.22,135
680000,-61365.5859375,4356.91,89.6678,284.0068,136,4995.23,136
685000,-61984.21875,4995.18,83.8533,280.71,137,5323.97,137
690000,-61567.30859375,4617.31,107.7588,290.2774,138,5340.34,138
695000,-62138.55078125,4337.97,85.7933,283.7861,139,5320.37,139
700000,-63547.375,4085.15,93.0165,290.1423,140,2897.54,140
705000,-64292.44140625,4887.93,84.3661,284.9705,141,5053.14,141
710000,-64924.59765625,4899.57,88.2612,286.4307,142,5114.71,142
715000,-66450.2421875,4630.24,83.6537,286.2392,143,5311.6,143
720000,-65088.20703125,4931.62,87.2428,287.9698,144,4462.67,144
725000,-64990.67578125,4723.34,77.7073,282.9997,145,5290.85,145
730000,-64666.7578125,4813.69,87.773,282.8967,146,5148.19,146
735000,-67897.140625,4773.48,102.1958,292.2385,147,5303.04,147
740000,-66663.625,4184.99,99.8989,288.0455,148,3049.99,148
745000,-65250.72265625,4142.4,98.9713,285.2918,149,4721.01,149
750000,-68018.125,4929.84,101.8645,288.9756,150,5379.42,150
755000,-68640.265625,4465.9,78.3096,283.8076,151,4882.76,151
760000,-69481.640625,4956.01,97.3651,288.438,152,5331.02,152
765000,-71115.703125,5019.01,96.4351,290.3199,153,4826.49,153
770000,-69426.515625,4776.42,82.2862,283.6758,154,5136.6,154
775000,-69938.6796875,4849.7,76.2609,285.1613,155,5290.07,155
780000,-70976.4375,4958.61,88.0562,288.6058,156,4620.98,156
785000,-69204.640625,4673.18,87.1648,285.7339,157,5300.77,157
790000,-69294.40625,4521.77,80.0669,278.3312,158,5381.14,158
795000,-70205.984375,4619.42,104.1131,289.0967,159,5088.58,159
800000,-71242.8125,5012.83,86.1546,282.8905,160,4493.88,160
805000,-70621.7109375,5216.43,87.528,283.3255,161,5378.43,161
810000,-73538.2421875,5160.02,94.8686,287.7345,162,5110.08,162
815000,-71408.0703125,4174.34,84.0119,280.0752,163,5348.11,163
820000,-71600.1171875,4897.9,87.0716,284.039,164,5163.28,164
825000,-71899.9609375,5194.6,90.0347,283.9389,165,5408.39,165
830000,-72488.75,4898.77,96.9355,287.9948,166,5403.71,166
835000,-70975.0,5190.68,78.6436,283.8144,167,5386.38,167
840000,-71567.515625,5089.68,76.2519,283.994,168,5377.53,168
845000,-74322.5546875,5184.27,93.2521,289.116,169,4950.29,169
850000,-73076.59375,4880.89,82.0875,282.1527,170,5366.12,170
855000,-72112.1171875,5169.15,88.2667,284.1368,171,5383.05,171
860000,-73042.7578125,5072.13,88.7961,282.2073,172,5352.18,172
865000,-73697.09375,5158.72,74.5957,278.3223,173,5370.51,173
870000,-74952.0859375,5173.25,86.7185,285.286,174,5334.44,174
875000,-74076.609375,4908.85,82.4216,286.3527,175,4855.96,175
880000,-74813.296875,5174.4,125.5667,297.7656,176,4900.98,176
885000,-74266.625,5159.21,82.4007,282.1862,177,5355.5,177
890000,-74581.9375,5132.83,79.4688,288.6361,178,5377.57,178
895000,-76703.2734375,5090.64,83.2295,286.9124,179,5371.12,179
900000,-75974.65625,4037.83,88.9658,286.635,180,4893.77,180
905000,-76949.9296875,5172.78,89.4071,287.1827,181,5322.48,181
910000,-74946.9375,4434.27,82.0568,283.9434,182,5128.6,182
915000,-73817.2109375,4696.13,88.6919,287.1582,183,5353.96,183
920000,-76610.84375,5009.88,102.8436,287.8195,184,4969.49,184
925000,-76241.7890625,4207.08,77.1769,281.9982,185,5318.42,185
930000,-74587.4609375,4961.3,83.6105,286.5444,186,5187.85,186
935000,-76818.6484375,4663.78,95.0726,286.4551,187,5322.37,187
940000,-76185.140625,5171.33,76.3225,282.1887,188,5375.55,188
945000,-76006.265625,4737.07,84.6717,285.4611,189,5325.72,189
950000,-75404.8046875,4879.27,93.1608,287.5523,190,5432.88,190
955000,-75736.4609375,5211.53,81.1728,283.5561,191,5392.38,191
960000,-74980.8828125,5181.46,84.7849,282.1874,192,5407.21,192
965000,-77127.78125,4270.02,75.6789,284.1229,193,5299.28,193
970000,-77721.734375,5038.23,92.39,287.2993,194,5418.72,194
975000,-76487.765625,5012.78,74.6172,278.6529,195,5452.16,195
980000,-77039.2578125,5119.51,71.9985,282.5246,196,5372.93,196
985000,-76387.046875,4534.08,97.4596,284.0029,197,5405.23,197
990000,-77414.21875,5063.86,91.7188,287.1816,198,5440.78,198
995000,-75769.796875,4868.13,91.029,280.6807,199,5415.93,199
1000000,-78465.1484375,5291.92,87.4701,287.8431,200,5449.18,200
1005000,-78725.703125,5259.0,82.9591,286.203,201,5432.59,201
1010000,-79338.5703125,4936.84,99.8988,294.1761,202,5255.84,202
1015000,-78678.6875,4842.52,100.5366,289.7347,203,5448.53,203
1020000,-80240.8203125,4839.65,92.5682,288.0554,204,5442.39,204
1025000,-79540.65625,5040.19,86.3204,286.2464,205,5423.88,205
1030000,-80677.0234375,4832.85,91.0982,286.243,206,5406.97,206
1035000,-79273.5234375,4818.45,97.9847,289.2372,207,5494.47,207
1040000,-80939.6015625,4967.72,91.6381,289.5659,208,5451.05,208
1045000,-79713.28125,5186.25,96.2457,291.9669,209,5453.77,209
1050000,-80895.75,5381.55,102.9222,293.6717,210,5482.13,210
1055000,-79269.6171875,4747.16,88.0814,282.6552,211,5451.71,211
1060000,-79698.7265625,5089.94,88.349,287.2031,212,5465.87,212
1065000,-79791.578125,4830.85,96.4613,288.7695,213,5029.19,213
1070000,-79056.796875,4778.52,97.1634,293.0254,214,5472.63,214
1075000,-78394.2734375,4392.09,100.2155,293.1067,215,5461.54,215
1080000,-81299.453125,4518.93,88.7736,286.3381,216,5379.78,216
1085000,-79520.109375,4704.73,86.6235,285.2898,217,5261.82,217
1090000,-81170.5703125,4889.83,89.1821,288.0974,218,5383.45,218
1095000,-80540.3046875,5075.92,84.3847,284.212,219,5441.98,219
1100000,-80699.75,4610.66,111.4015,296.2911,220,5406.92,220
1105000,-80245.2421875,4407.01,89.7956,284.5421,221,5433.58,221
1110000,-81785.9375,4533.74,103.2712,291.3399,222,5379.04,222
1115000,-82016.59375,4861.05,86.3675,287.8197,223,5460.44,223
1120000,-82049.8046875,4671.22,85.7371,284.6562,224,5201.68,224
1125000,-82775.6953125,4309.65,89.9344,286.1243,225,5088.24,225
1130000,-82822.0234375,3937.19,158.3023,299.2579,226,3267.93,226
1135000,-82426.6953125,4425.28,98.7228,289.9469,227,4626.15,227
1140000,-81964.7578125,4578.3,96.04,287.4219,228,5259.53,228
1145000,-82325.0078125,4625.67,103.4648,289.5069,229,5057.99,229
1150000,-83986.875,4601.11,153.3072,304.3767,230,5000.71,230
1155000,-82571.0390625,4378.42,93.3076,292.1154,231,3436.78,231
1160000,-82801.8125,5065.85,160.8509,295.83,232,4300.39,232
1165000,-81983.7421875,4521.42,87.9402,283.2698,233,5444.9,233
1170000,-81462.5234375,4167.46,93.4532,282.772,234,4534.04,234
1175000,-80598.5234375,4486.01,79.3302,277.9854,235,5091.44,235
1180000,-82125.171875,4420.8,80.8294,281.7674,236,5360.73,236
1185000,-80577.4375,4787.05,82.958,279.6763,237,5349.48,237
1190000,-71153.296875,4486.92,122.5715,286.2418,238,5311.79,238
1195000,-76029.7265625,4765.34,84.2802,280.3648,239,5348.72,239
1200000,-76593.5234375,3752.07,96.0947,281.5263,240,4441.61,240
1205000,-78467.921875,4081.43,72.4989,273.1017,241,5226.79,241
1210000,-71920.5546875,4195.67,125.3484,285.8135,242,5154.75,242
1215000,-74819.796875,4778.7,71.3901,275.8037,243,5143.31,243
1220000,-74031.6015625,4573.21,79.9956,277.2075,244,5305.64,244
1225000,-75193.953125,2559.6,111.0487,288.6943,245,5113.96,245
1230000,-66517.1171875,1465.96,207.5095,331.7204,246,1578.53,246
1235000,-70451.015625,1874.58,182.3444,312.3309,247,1286.06,247
1240000,-78016.734375,2634.56,180.4152,309.2886,248,1465.04,248
1245000,-79625.3125,3359.59,108.1547,299.6823,249,1046.47,249
1250000,-73766.6015625,2158.57,182.2647,332.3171,250,1213.57,250
1255000,-77651.5078125,2248.69,130.6165,316.1874,251,2485.19,251
1260000,-77176.3125,2087.52,174.015,335.5061,252,1361.35,252
1265000,-74785.921875,1160.31,181.0715,336.7475,253,807.92,253
1270000,-76010.4921875,2842.54,134.9267,324.7966,254,4169.37,254
1275000,-63077.9296875,703.95,567.091,378.9906,255,748.95,255
1280000,-79802.1484375,2658.51,192.4526,353.197,256,1538.8,256
1285000,-81314.3359375,1046.54,210.3518,366.3916,257,885.21,257
1290000,-86814.8671875,2077.87,162.2525,350.8997,258,3165.35,258
1295000,-87974.703125,1626.77,203.2349,363.9153,259,1456.39,259
1300000,-85901.1953125,2045.72,181.0475,352.0853,260,1673.89,260
1305000,-84916.953125,718.9,332.4222,411.4798,261,874.08,261
1310000,-82710.3671875,1257.74,193.245,368.3755,262,1486.0,262
1315000,-85864.453125,2002.33,257.0744,353.0026,263,2046.58,263
1320000,-79779.4140625,1918.05,259.7774,429.6289,264,633.73,264
1325000,-78053.78125,704.31,229.3505,384.2214,265,721.06,265
1330000,-80332.1328125,516.88,208.37,394.0249,266,579.1,266
1335000,-79498.2890625,620.69,221.6334,402.2205,267,673.46,267
1340000,-80757.03125,457.7,276.7384,436.0064,268,424.72,268
1345000,-78885.6015625,644.29,281.2143,415.0198,269,699.88,269
1350000,-81050.0703125,1108.18,192.0205,370.9142,270,1306.5,270
1355000,-83161.0859375,3381.55,151.0277,336.0827,271,3669.48,271
1360000,-80063.1015625,1854.57,176.9083,360.7974,272,2142.11,272
1365000,-83732.7421875,3523.53,156.638,353.4943,273,3522.33,273
1370000,-86683.9140625,2691.42,158.2916,371.4335,274,3191.56,274
1375000,-85726.859375,2608.43,212.9097,380.3564,275,2921.6,275
1380000,-83248.2890625,2420.65,211.7098,386.8351,276,2662.77,276
1385000,-79044.375,1739.44,275.8166,397.7998,277,1083.07,277
1390000,-80482.8203125,1625.73,370.7315,422.9596,278,1344.12,278
1395000,-79813.9453125,2385.87,325.7074,407.924,279,2089.8,279
1400000,-88940.8203125,2413.73,288.5276,388.6812,280,2541.73,280
1405000,-87496.3203125,3597.58,231.5531,378.5699,281,4235.34,281
1410000,-81441.15625,1255.21,481.4967,400.3469,282,807.11,282
1415000,-79825.3125,2203.66,374.0731,400.5046,283,2084.06,283
1420000,-73611.53125,1635.16,562.495,402.3044,284,1591.78,284
1425000,-75684.1328125,1389.83,483.0929,354.9394,285,1935.57,285
1430000,-83520.7109375,2002.78,571.0106,345.2796,286,2270.18,286
1435000,-89017.9609375,2046.89,508.5471,364.6111,287,1892.68,287
1440000,-88692.8984375,416.81,788.5488,385.978,288,247.43,288
1445000,-90014.46875,1307.66,618.8668,356.8535,289,1437.02,289
1450000,-90356.3671875,1244.31,728.6142,363.5817,290,1612.03,290
1455000,-89621.234375,1607.06,651.3477,366.1939,291,1666.23,291
1460000,-82250.625,2036.33,472.3258,368.6043,292,2049.12,292
1465000,-87941.2890625,2395.77,499.3857,355.0204,293,1826.73,293
1470000,-85569.9453125,1191.78,365.4682,378.7269,294,1310.49,294
1475000,-85494.265625,1203.02,798.4122,382.2663,295,1093.2,295
1480000,-84747.125,1352.94,405.5272,348.0377,296,1770.64,296
1485000,-87275.3984375,2507.9,662.0537,376.7218,297,1843.4,297
1490000,-83391.546875,3244.3,251.4658,335.471,298,3194.58,298
1495000,-83649.5703125,4641.65,281.6498,332.1662,299,4128.32,299
1500000,-86404.6796875,3626.36,346.0163,364.6666,300,2100.19,300
1505000,-85533.25,1858.64,498.7177,375.671,301,3388.04,301
1510000,-88075.3046875,3448.99,325.6927,386.5777,302,3659.59,302
1515000,-90142.8515625,2321.95,576.6998,403.1591,303,2277.92,303
1520000,-90155.7890625,2168.18,752.718,404.2572,304,1749.62,304
1525000,-86584.1953125,3284.66,578.3878,393.018,305,2546.09,305
1530000,-92259.8203125,2264.92,1126.2512,447.6546,306,2291.12,306
1535000,-86257.96875,3457.29,523.1656,405.0973,307,3616.24,307
1540000,-88501.640625,2255.3,725.8592,400.6191,308,1781.4,308
1545000,-89249.03125,2869.85,660.6956,417.4107,309,3566.73,309
1550000,-89938.1171875,1848.7,922.2002,441.3282,310,2256.44,310
1555000,-88026.65625,2660.43,692.7131,416.2562,311,2491.17,311
1560000,-87621.1484375,3935.41,398.175,406.2404,312,3515.8,312
1565000,-88992.3515625,3386.78,498.992,410.0611,313,3132.44,313
1570000,-90787.6640625,2443.89,694.0062,407.1033,314,1912.35,314
1575000,-84039.3515625,3500.72,596.555,412.3713,315,2171.57,315
1580000,-75791.78125,2193.15,472.9746,425.0039,316,2223.64,316
1585000,-90135.1171875,2596.98,1063.1744,459.0882,317,1441.11,317
1590000,-89265.59375,2842.84,450.9102,415.4402,318,3839.27,318
1595000,-87681.515625,2979.8,532.1311,418.0513,319,3023.02,319
1600000,-92123.21875,3825.67,316.0252,391.9762,320,3573.04,320
1605000,-86873.203125,2276.64,535.4517,409.968,321,2926.33,321
1610000,-91538.6171875,2660.1,783.2394,408.9949,322,2799.85,322
1615000,-90484.015625,1367.93,741.99,421.0564,323,1463.82,323
1620000,-91075.234375,2451.87,918.1288,411.496,324,2548.13,324
1625000,-86665.421875,356.85,908.7764,464.6252,325,563.5,325
1630000,-90661.828125,2312.12,413.9486,384.5658,326,2705.23,326
1635000,-90868.0234375,2099.74,962.5716,403.4226,327,2184.15,327
1640000,-89321.625,790.53,1137.9965,416.7274,328,906.28,328
1645000,-91252.109375,323.0,1332.549,433.0243,329,330.13,329
1650000,-89147.265625,1067.58,1041.4567,417.6251,330,1144.41,330
1655000,-89304.2578125,499.0,1003.3727,449.5099,331,282.45,331
1660000,-91504.0234375,631.31,911.8265,427.0514,332,626.17,332
1665000,-90861.3125,326.96,847.6536,427.879,333,562.77,333
1670000,-87618.765625,754.78,625.6969,426.1421,334,628.62,334
1675000,-91985.3203125,105.52,1134.3142,485.7441,335,436.51,335
1680000,-82530.40625,2167.92,379.7965,404.958,336,1139.09,336
1685000,-76559.578125,2547.5,540.0576,405.1018,337,2890.89,337
1690000,-87171.9140625,1004.64,1043.8909,443.9114,338,608.12,338
1695000,-42384.42578125,360.46,2794.6777,498.4201,339,387.95,339
1700000,-92925.5546875,269.99,1156.6471,586.7915,340,572.93,340
1705000,-92045.6328125,475.21,1082.6351,506.5882,341,522.99,341
1710000,-85871.171875,261.6,1156.6239,493.6324,342,410.82,342
1715000,-74516.28125,243.32,1014.7695,508.3729,343,367.61,343
1720000,-82776.6953125,154.45,661.4805,514.2593,344,128.73,344
1725000,-84371.375,202.24,987.5884,516.5836,345,107.59,345
1730000,-85736.640625,145.73,703.6761,520.0397,346,94.92,346
1735000,-84334.75,350.57,782.5002,491.3937,347,280.99,347
1740000,-80798.6640625,70.1,427.3344,565.05,348,69.0,348
1745000,-83749.7578125,79.13,366.3426,562.1769,349,71.26,349
1750000,-82899.5703125,94.84,365.2242,565.1247,350,73.68,350
1755000,-79068.5078125,69.93,721.7901,562.3099,351,72.82,351
1760000,-80559.8203125,89.0,433.5667,562.7361,352,89.31,352
1765000,-80910.8671875,61.78,628.5887,558.2712,353,61.54,353
1770000,-82830.7109375,60.55,578.1951,565.6916,354,59.19,354
1775000,-72794.1875,64.03,446.7931,548.1254,355,62.28,355
1780000,-78282.328125,67.44,323.889,565.3859,356,65.31,356
1785000,-80059.3359375,60.93,883.7272,561.7585,357,61.68,357
1790000,-93214.0625,53.04,761.5553,593.0832,358,52.28,358
1795000,-83093.09375,61.54,350.0141,555.8947,359,61.25,359
1800000,-85537.203125,55.73,434.3774,542.4877,360,57.65,360
1805000,-76116.0078125,58.39,940.4354,556.3718,361,58.23,361
1810000,-79043.296875,58.0,339.5803,548.1303,362,57.81,362
1815000,-91060.125,53.86,836.3783,614.5924,363,53.27,363
1820000,-87021.9140625,59.18,575.542,556.1668,364,55.99,364
1825000,-88419.75,53.49,592.5022,585.7812,365,53.7,365
1830000,-81418.4375,59.93,414.3426,581.9948,366,58.12,366
1835000,-89181.5078125,58.86,820.8823,580.0502,367,57.61,367
1840000,-86395.25,61.98,1340.9003,574.8633,368,60.89,368
1845000,-85494.2421875,58.07,794.5748,565.1346,369,57.71,369
1850000,-85794.2578125,64.31,344.634,562.4886,370,64.14,370
1855000,-88859.4375,57.89,419.4742,579.6375,371,57.61,371
1860000,-86642.7578125,56.75,569.4854,571.0728,372,54.39,372
1865000,-86096.3046875,62.68,404.3064,577.0513,373,59.95,373
1870000,-86155.046875,57.85,352.3147,580.2097,374,57.91,374
1875000,-83291.40625,55.2,376.1486,570.6489,375,53.99,375
1880000,-90126.9453125,53.69,1634.4472,610.3497,376,53.93,376
1885000,-81042.421875,54.74,366.8577,570.7896,377,52.61,377
1890000,-86028.796875,55.56,304.7642,555.4741,378,53.38,378
1895000,-86976.46875,55.39,430.1832,567.0574,379,54.91,379
1900000,-89421.0625,52.62,396.8772,576.4127,380,52.16,380
1905000,-86116.3359375,57.18,323.4153,568.7009,381,57.41,381
1910000,-87376.203125,61.08,333.9297,565.7277,382,59.66,382
1915000,-86672.890625,61.71,345.577,590.0442,383,60.65,383
1920000,-85343.3828125,49.65,320.7644,566.1696,384,48.96,384
1925000,-88694.0234375,55.87,371.054,573.0628,385,55.99,385
1930000,-87071.40625,57.97,292.2765,561.577,386,50.51,386
1935000,-82619.8203125,53.66,294.8593,556.7115,387,53.74,387
1940000,-89535.234375,53.1,314.6911,567.0172,388,53.19,388
1945000,-90740.296875,51.72,320.5789,567.0128,389,51.25,389
1950000,-87800.0234375,50.19,354.0252,578.6099,390,49.89,390
1955000,-91440.328125,47.25,369.8713,566.3171,391,49.16,391
1960000,-83614.203125,53.58,292.6809,563.8192,392,51.84,392
1965000,-90868.796875,50.99,366.8606,575.4025,393,51.44,393
1970000,-88703.3671875,52.58,353.5719,584.9676,394,51.82,394
1975000,-88760.2890625,55.89,307.8231,584.7245,395,56.08,395
1980000,-89089.546875,54.87,302.8229,562.6575,396,54.72,396
1985000,-88867.9765625,59.06,281.0197,555.0332,397,58.64,397
1990000,-89768.5625,49.71,297.7697,566.0686,398,50.64,398
1995000,-88704.9609375,52.09,325.0249,578.346,399,50.25,399
2000000,-89550.40625,50.41,299.5632,578.1404,400,50.19,400
2005000,-89542.6171875,54.54,324.1725,589.3912,401,55.75,401
2010000,-89938.6640625,46.42,311.1115,611.0188,402,45.14,402
