Running Reverse KL,Itration,Real Sto Return,Running Forward KL,Real Det Return
27.0357,250,3894.52,53.9576,4651.95
32.1935,251,2745.79,53.8301,4448.25
29.1403,252,3284.74,53.6725,4638.2
30.6528,253,3438.55,54.124,4366.37
33.3409,254,3001.62,54.2581,4643.84
35.7278,255,3561.02,54.3845,4064.44
27.2123,256,3415.11,55.1006,4043.0
29.5145,257,3380.68,53.5196,4522.86
35.9149,258,3218.78,55.0017,4681.67
26.6674,259,3016.75,53.2957,3679.9
32.1694,260,3031.23,53.5655,4539.08
28.6101,261,3155.18,53.3896,4691.99
29.4018,262,3246.09,53.7782,3694.98
25.1911,263,3531.01,55.4525,4334.0
35.0222,264,3076.68,53.6732,4312.78
26.7089,265,3194.72,54.6666,4555.78
32.5156,266,3858.2,54.2305,4541.89
29.2803,267,3200.28,53.355,4491.64
33.4593,268,3727.87,53.6492,4456.74
32.7769,269,3666.33,53.5373,4717.15
31.0997,270,3250.05,53.8317,4586.76
31.7506,271,3450.1,53.8905,4511.64
26.6416,272,2859.44,54.5335,4171.22
34.1225,273,3570.21,54.3841,4747.33
30.2297,274,3694.57,53.9635,4538.15
36.15,275,3562.35,54.365,4683.03
30.8387,276,3938.78,53.7937,4709.31
35.7551,277,3674.18,54.8628,4578.73
30.4007,278,2776.59,53.9544,4653.4
27.7728,279,2800.7,54.4079,4436.14
32.5769,280,3535.76,54.3171,4670.25
31.7678,281,3179.94,54.0863,4512.01
28.869,282,3742.84,54.0382,4685.41
27.7699,283,3802.1,53.9426,4722.97
34.3683,284,4126.75,52.6215,4428.02
28.8989,285,3267.32,54.2402,4516.5
27.6865,286,3243.63,54.2034,4779.57
32.9807,287,3522.68,53.6489,4736.73
26.9588,288,3294.83,54.2243,4779.91
35.56,289,4101.1,53.6749,4748.92
33.1503,290,3777.36,53.6226,4551.38
37.8931,291,3834.53,55.1206,4637.12
31.9457,292,3729.18,53.2983,4827.92
30.5599,293,3726.46,53.7405,4738.26
32.3586,294,3792.73,54.4895,4856.16
33.3783,295,3198.31,54.1986,4756.64
32.0198,296,3476.65,54.4318,4825.6
32.9142,297,3432.98,52.8211,4871.06
27.4907,298,3512.83,53.0269,4835.7
27.8844,299,3464.21,53.8956,4629.52
24.418,300,3269.09,54.6796,4563.4
32.4372,301,3493.55,54.1472,4909.06
30.3553,302,3623.64,53.8342,4523.95
29.8154,303,3103.92,53.6155,4636.21
29.1759,304,3371.49,53.2484,4502.08
31.8575,305,4181.75,54.7009,4819.96
29.8801,306,3052.55,53.3123,4756.64
31.6225,307,3754.04,53.5074,4503.79
30.5936,308,3700.99,53.5369,4317.84
30.9245,309,3424.91,54.5396,4750.85
31.7092,310,3541.76,54.5442,4849.67
29.922,311,2572.37,54.7783,4558.83
36.305,312,3840.31,54.3453,4615.13
31.5725,313,3928.82,53.8276,4806.63
30.4767,314,3795.17,53.4113,4872.98
31.8702,315,3329.9,53.4726,4555.2
36.6578,316,3461.42,54.8135,4337.39
33.9015,317,3987.76,53.9987,4676.96
37.5982,318,3441.26,54.6457,4870.93
32.3517,319,3332.46,54.2342,4751.64
32.608,320,3583.3,53.1589,4583.29
34.5306,321,3839.57,56.0988,4675.17
32.4883,322,3240.28,54.4902,4550.95
32.7126,323,3827.07,54.0634,4752.05
32.11,324,3539.91,54.788,4810.65
34.074,325,3802.26,54.6367,4782.59
32.5695,326,3930.39,54.1345,4755.93
34.3909,327,3215.36,54.3033,4741.09
37.5318,328,3605.03,54.8861,4782.88
32.21,329,3576.89,54.6864,4880.63
25.1119,330,3326.98,54.8761,4913.41
31.5482,331,2791.31,53.9924,4515.36
33.7267,332,3314.25,53.6417,4572.84
34.6028,333,3090.89,54.1544,4528.65
31.5839,334,3220.35,54.0627,4918.14
37.3804,335,3688.14,54.5213,4728.88
35.4909,336,3519.51,55.1823,4676.32
