Running Forward KL,Running Update Time,Reward Loss,Running Reverse KL,Real Sto Return,Real Det Return,Itration,Running Env Steps
241.7969,71,-4005.565185546875,60.9976,4547.61,3569.25,71,355000
235.0284,72,-3418.39208984375,42.8165,4441.62,4889.8,72,360000
246.9912,73,-4155.27001953125,63.7626,4323.91,3704.94,73,365000
260.7917,74,-6591.1650390625,108.1359,2793.82,3895.18,74,370000
255.3638,75,-5658.9072265625,85.6623,4334.2,3132.79,75,375000
250.0333,76,-4220.2451171875,61.9891,3863.27,4308.79,76,380000
256.7132,77,-5297.271484375,83.5592,3760.81,2834.96,77,385000
272.9817,78,-7239.78857421875,123.473,2560.58,1432.87,78,390000
245.8944,79,-4270.72607421875,57.3823,4465.41,3900.51,79,395000
251.6551,80,-4222.06982421875,58.3421,4431.28,4498.21,80,400000
249.4695,81,-4605.0234375,58.7898,4350.78,4443.38,81,405000
259.5387,82,-6526.65869140625,95.151,3821.38,4689.27,82,410000
253.2961,83,-5594.85888671875,76.3502,3368.73,5103.62,83,415000
281.6279,84,-8605.48828125,159.7593,2411.02,3854.07,84,420000
264.2217,85,-6551.70166015625,98.6331,3174.09,2447.09,85,425000
238.2944,86,-4439.51708984375,47.6505,5050.36,4733.87,86,430000
250.3625,87,-4584.39453125,51.7622,4643.29,5062.86,87,435000
232.7096,88,-3462.391357421875,30.2165,4631.88,5175.74,88,440000
236.424,89,-4575.34130859375,46.6165,4660.14,4727.44,89,445000
237.9563,90,-4411.5732421875,44.5726,4500.1,5220.49,90,450000
232.8719,91,-3798.100830078125,37.2307,4481.42,4997.58,91,455000
224.5976,92,-3412.093994140625,28.2532,5032.06,5200.46,92,460000
240.4456,93,-4895.55078125,55.0777,4730.32,4978.68,93,465000
232.1021,94,-4214.171875,45.1207,4616.19,5208.85,94,470000
243.8428,95,-4677.537109375,50.4747,3944.71,5233.13,95,475000
223.5617,96,-3456.116943359375,27.2074,5087.57,4100.1,96,480000
229.426,97,-4118.724609375,42.5017,4853.26,5150.15,97,485000
233.3324,98,-5309.50732421875,58.295,4790.53,5239.1,98,490000
232.4166,99,-4183.7626953125,37.0258,4966.02,4749.77,99,495000
229.093,100,-4230.45458984375,36.3908,4711.6,5179.05,100,500000
230.0486,101,-4436.04443359375,41.6954,5067.53,5230.12,101,505000
223.906,102,-3511.353515625,24.3223,5054.93,5181.38,102,510000
221.5223,103,-4204.88671875,33.9833,4892.96,4402.93,103,515000
238.9194,104,-5306.1904296875,46.6002,4783.53,5160.9,104,520000
234.2998,105,-4201.24951171875,28.2514,4997.16,5176.67,105,525000
225.2401,106,-4566.88427734375,38.2936,4791.34,5063.32,106,530000
230.4289,107,-4283.26806640625,27.4755,5019.5,5148.69,107,535000
243.5038,108,-5470.376953125,56.0732,4535.31,4951.97,108,540000
231.8586,109,-4393.9345703125,26.6448,5030.23,4990.55,109,545000
228.586,110,-4613.6201171875,26.5993,5087.76,5222.21,110,550000
231.4811,111,-4503.4404296875,25.9537,4983.28,5172.44,111,555000
228.9667,112,-4635.044921875,24.0402,4900.96,5112.16,112,560000
229.9582,113,-4772.8076171875,24.8032,4706.52,4763.16,113,565000
236.5107,114,-4871.6376953125,27.3366,4961.94,4963.31,114,570000
229.4696,115,-5235.38330078125,32.5548,5003.28,5003.88,115,575000
221.1345,116,-4381.7978515625,19.537,5044.3,5167.77,116,580000
234.9741,117,-5627.296875,32.0145,4946.25,4954.58,117,585000
230.3123,118,-5732.79541015625,51.6009,4882.23,4984.61,118,590000
225.0135,119,-5075.916015625,25.3078,4967.39,5171.72,119,595000
220.5691,120,-4831.42138671875,23.0495,4873.24,4561.02,120,600000
237.3332,121,-5778.009765625,37.7412,5015.44,4951.05,121,605000
231.9425,122,-6410.5400390625,44.5135,4781.72,2920.51,122,610000
220.0821,123,-5216.46826171875,28.3975,4879.28,4504.95,123,615000
215.4562,124,-4235.64794921875,12.383,4443.37,2750.37,124,620000
226.7855,125,-5849.70849609375,36.3347,4451.08,3323.0,125,625000
224.1568,126,-5415.0146484375,22.1083,4648.37,2547.45,126,630000
221.8481,127,-4975.81982421875,19.8147,5092.74,3692.68,127,635000
216.5948,128,-4869.39013671875,16.8344,4856.55,3710.18,128,640000
218.2013,129,-4738.0302734375,13.7678,5092.67,3505.35,129,645000
223.7018,130,-5935.28271484375,32.8771,4998.7,3662.29,130,650000
236.7649,131,-7455.62744140625,63.3588,4455.75,3213.77,131,655000
213.9881,132,-4525.68115234375,13.0652,4899.02,3481.48,132,660000
231.1027,133,-6634.763671875,53.2147,4940.38,4255.96,133,665000
228.3043,134,-6156.4130859375,24.0042,4169.07,2790.16,134,670000
221.1273,135,-5434.91455078125,15.8642,4953.06,4195.33,135,675000
235.36,136,-7007.20166015625,38.6324,4545.69,4578.34,136,680000
224.0878,137,-5911.1806640625,28.8454,5128.1,3967.33,137,685000
231.5049,138,-6794.21484375,23.8023,4799.16,4397.55,138,690000
237.0187,139,-7108.68603515625,46.6848,4705.92,3952.95,139,695000
216.0976,140,-4870.19775390625,15.2398,4707.5,4202.42,140,700000
227.3391,141,-6427.40966796875,23.852,5119.56,4368.49,141,705000
222.6676,142,-5619.04052734375,17.0284,4890.48,4430.77,142,710000
229.8117,143,-6931.30859375,31.9935,4983.68,5201.03,143,715000
226.7307,144,-6311.0703125,20.3406,5072.93,5224.07,144,720000
227.5465,145,-6516.34521484375,26.5093,4499.87,4712.57,145,725000
233.57,146,-7116.52490234375,37.8172,4481.97,4248.57,146,730000
216.5511,147,-5724.9365234375,10.9063,4511.85,2105.47,147,735000
231.3899,148,-7584.37109375,51.1632,4775.35,3248.4,148,740000
229.7577,149,-7205.2626953125,37.3356,4560.16,4460.05,149,745000
219.1883,150,-6105.35986328125,15.7189,4916.86,5195.95,150,750000
237.8769,151,-8445.13671875,56.194,4182.21,5075.17,151,755000
220.5295,152,-6387.275390625,15.3132,4686.7,4975.11,152,760000
222.7469,153,-6738.640625,21.7551,4713.75,4831.86,153,765000
221.3025,154,-6670.84716796875,13.2194,4838.18,4939.39,154,770000
230.4812,155,-7316.84228515625,22.4893,5013.45,5244.37,155,775000
223.7099,156,-7154.900390625,20.6971,5026.16,5270.9,156,780000
229.2351,157,-6603.8271484375,16.8827,5036.69,5179.93,157,785000
225.9489,158,-6742.75048828125,13.7461,4807.03,4576.72,158,790000
222.2391,159,-6997.998046875,16.9751,5033.01,5219.54,159,795000
230.9868,160,-7540.62646484375,22.3743,4817.7,4474.53,160,800000
228.8992,161,-7811.16748046875,25.1442,5040.85,4954.92,161,805000
232.796,162,-8275.173828125,26.743,5003.73,4880.55,162,810000
236.9841,163,-8489.6630859375,32.5164,4908.87,4596.75,163,815000
235.2656,164,-8740.3427734375,29.8616,4671.63,5037.78,164,820000
224.295,165,-7351.67431640625,19.2328,4972.42,5224.35,165,825000
229.4416,166,-8165.3251953125,23.5332,5063.06,4098.41,166,830000
229.0908,167,-8241.6875,21.7694,4531.45,3057.86,167,835000
228.957,168,-8266.1640625,19.967,5056.73,4352.15,168,840000
236.2015,169,-8751.470703125,22.1489,4476.47,4148.23,169,845000
241.0822,170,-9448.984375,54.4912,4145.11,4390.02,170,850000
235.9234,171,-9247.33984375,35.8979,4991.82,4629.88,171,855000
226.2427,172,-8217.4072265625,18.478,5110.6,2203.8,172,860000
238.8664,173,-9615.0224609375,30.0142,5019.56,5209.74,173,865000
227.2801,174,-8355.3271484375,23.6164,4732.21,4979.36,174,870000
229.9929,175,-9293.6103515625,41.4561,5022.42,2691.87,175,875000
233.9096,176,-9241.9794921875,30.099,5068.4,4967.3,176,880000
232.4793,177,-8880.7548828125,17.7652,4749.22,4786.59,177,885000
222.5611,178,-7899.08935546875,15.0357,4936.4,4424.23,178,890000
227.2545,179,-8628.7548828125,17.7978,4662.88,3364.53,179,895000
225.9097,180,-8477.216796875,15.218,5048.37,4743.59,180,900000
220.9516,181,-7325.07763671875,13.0544,4669.33,4171.86,181,905000
226.094,182,-8892.4052734375,21.6813,4961.07,4235.51,182,910000
235.4883,183,-9729.166015625,25.998,5043.96,4972.19,183,915000
239.826,184,-9657.525390625,71.3753,4117.22,1208.24,184,920000
220.1401,185,-8536.921875,12.9938,4922.63,5283.24,185,925000
221.1237,186,-8783.9228515625,12.0007,4850.33,4303.86,186,930000
224.6062,187,-9141.767578125,15.4071,4905.32,4670.24,187,935000
224.2663,188,-8645.6455078125,10.7873,4268.91,4892.68,188,940000
225.7342,189,-9043.6005859375,25.5784,4913.73,2197.41,189,945000
223.9934,190,-8858.6591796875,11.2303,4981.67,3807.71,190,950000
223.0763,191,-8549.2880859375,15.7894,5059.1,2397.12,191,955000
219.9507,192,-9021.26953125,14.0317,4910.27,2963.37,192,960000
223.1264,193,-9524.31640625,18.9538,4995.44,2900.06,193,965000
226.3478,194,-9797.6748046875,20.3147,5102.14,3699.45,194,970000
220.8858,195,-9325.05078125,12.1169,4976.77,2638.98,195,975000
228.3787,196,-9930.6796875,16.3009,5003.93,3544.49,196,980000
223.1844,197,-10227.0625,17.6943,5091.8,1948.91,197,985000
226.4022,198,-10640.498046875,22.9869,4894.98,3594.64,198,990000
236.5475,199,-11104.314453125,27.0749,5001.62,2452.66,199,995000
