Itration,Running Env Steps,Running Forward KL,Running Update Time,Running Reverse KL,Reward Loss,Real Sto Return,Real Det Return
29,145000,45.9464,29,16.0786,-101.25199127197266,1824.96,2986.88
30,150000,45.8572,30,15.2875,-94.66382598876953,2022.32,2856.77
31,155000,44.8238,31,15.0775,-43.352962493896484,1751.64,3263.48
32,160000,45.1716,32,16.1158,-67.46092224121094,2131.61,3330.03
33,165000,45.6785,33,13.6609,-94.212890625,1414.49,3253.96
34,170000,45.6153,34,14.5486,-76.67774200439453,1733.54,2263.18
35,175000,44.9305,35,14.4533,-56.90464401245117,1789.2,2501.47
36,180000,44.7002,36,14.9609,-63.16089630126953,2409.88,3478.81
37,185000,44.8972,37,14.5041,-51.09849548339844,2486.48,2934.58
38,190000,44.9712,38,16.318,-91.7333984375,2608.24,2915.44
39,195000,45.6869,39,21.4542,-134.44381713867188,3295.66,3154.66
40,200000,46.185,40,19.4955,-132.76055908203125,3395.22,3349.29
41,205000,46.4393,41,20.7816,-153.73379516601562,3400.18,3288.9
42,210000,47.1742,42,20.7626,-141.28187561035156,3411.47,3361.14
43,215000,46.023,43,20.9808,-149.415283203125,3422.4,3426.74
44,220000,45.6678,44,19.9179,-153.00238037109375,3536.9,3420.09
45,225000,45.0625,45,18.7317,-129.55796813964844,3514.15,3549.56
46,230000,45.2913,46,20.5776,-142.81773376464844,3649.61,3546.1
47,235000,45.5264,47,19.0841,-170.96957397460938,3501.64,3411.56
48,240000,45.8334,48,20.4467,-166.42642211914062,3599.67,3513.54
49,245000,44.7345,49,18.5962,-161.50381469726562,3702.67,3697.28
50,250000,45.6994,50,19.3961,-165.83099365234375,3676.65,3553.69
51,255000,46.148,51,20.8016,-157.2606201171875,3770.52,3759.9
52,260000,45.9538,52,19.9581,-195.4099884033203,3571.07,3534.58
53,265000,45.7612,53,19.5142,-192.63973999023438,3661.56,3596.11
54,270000,45.325,54,18.9961,-183.071044921875,3782.78,3775.43
55,275000,45.5059,55,19.6272,-191.28883361816406,3728.54,3779.42
56,280000,45.1947,56,18.555,-214.25209045410156,3702.28,3608.41
57,285000,44.1727,57,18.4368,-202.75396728515625,3852.96,3747.75
58,290000,44.4222,58,19.0808,-195.85174560546875,3875.41,3952.44
59,295000,43.3263,59,17.2065,-199.05853271484375,3822.49,3930.28
60,300000,43.2279,60,16.9431,-200.5734405517578,3967.08,3992.41
61,305000,44.1432,61,18.3909,-215.548095703125,3902.76,3956.56
62,310000,44.0078,62,17.5257,-221.78555297851562,3725.76,3982.14
63,315000,43.7502,63,18.5885,-240.41783142089844,3911.62,3941.58
64,320000,42.8712,64,15.578,-217.69076538085938,3448.54,4047.95
65,325000,43.8852,65,18.9414,-233.1396026611328,3950.8,4005.92
66,330000,42.6172,66,16.9534,-245.23440551757812,3608.47,4069.96
67,335000,44.7857,67,19.5631,-254.4573211669922,3975.39,3988.95
68,340000,43.7344,68,17.055,-252.8031463623047,3824.4,4039.44
69,345000,44.705,69,17.7079,-276.50799560546875,3884.12,3939.83
70,350000,44.9341,70,19.1709,-269.5318603515625,3960.9,4033.85
71,355000,43.6807,71,17.8554,-276.7648620605469,3803.21,4038.71
72,360000,44.5852,72,19.1271,-269.996337890625,4000.72,4069.69
73,365000,43.623,73,16.7543,-284.51763916015625,3876.69,4084.57
74,370000,44.5581,74,17.8126,-294.326904296875,3864.52,4020.73
75,375000,43.0225,75,17.8615,-291.82403564453125,3965.89,4049.87
76,380000,43.102,76,17.3232,-297.9040832519531,4005.07,4116.25
77,385000,43.4696,77,17.0979,-306.2404479980469,4002.42,4104.96
78,390000,43.8063,78,17.3185,-306.00079345703125,3987.88,4108.74
79,395000,42.8775,79,16.471,-297.3396301269531,4012.68,4106.14
80,400000,43.7748,80,17.6237,-319.2456970214844,4005.92,4064.59
81,405000,43.5119,81,17.5742,-318.4129638671875,4037.15,4078.83
82,410000,43.4986,82,17.6638,-321.2756042480469,4053.06,4177.55
83,415000,43.6908,83,17.5512,-330.2818298339844,4034.14,4089.15
84,420000,43.4356,84,17.2957,-330.9756164550781,4047.29,4157.95
85,425000,44.216,85,18.021,-352.16552734375,4039.93,4157.87
86,430000,42.5747,86,15.3429,-345.6246643066406,4044.49,4143.91
87,435000,42.6422,87,16.0978,-352.064697265625,3865.25,4205.72
88,440000,43.2161,88,17.0907,-352.4051208496094,4094.29,4201.29
89,445000,43.499,89,17.432,-370.1100158691406,4065.46,4097.63
90,450000,44.6579,90,18.8454,-370.5782775878906,4103.49,4145.25
91,455000,43.8783,91,17.941,-369.6488342285156,3992.24,4226.11
92,460000,42.5217,92,16.6047,-369.670166015625,4078.5,4283.99
93,465000,43.0235,93,16.9437,-390.54034423828125,4069.65,4148.0
94,470000,42.2802,94,16.0557,-376.55780029296875,4053.67,4128.28
95,475000,43.6305,95,17.211,-385.2917785644531,4100.82,4181.5
96,480000,43.7996,96,17.9638,-390.48919677734375,4119.8,4282.92
97,485000,43.5922,97,17.3617,-411.0611572265625,4121.33,4206.17
98,490000,42.9378,98,19.1401,-400.8744201660156,4104.8,4227.88
99,495000,43.2544,99,16.9584,-420.177490234375,4125.86,4196.84
100,500000,43.2522,100,16.402,-411.3317565917969,4153.75,4250.51
101,505000,44.1653,101,18.5776,-427.5926513671875,4121.37,4182.44
102,510000,42.1113,102,16.1746,-415.98828125,4174.32,4321.99
103,515000,43.1127,103,16.7384,-435.8398132324219,4087.91,4191.05
104,520000,42.6034,104,17.2535,-445.7248840332031,4107.49,4173.89
105,525000,43.5569,105,17.1822,-444.80474853515625,4133.48,4225.4
106,530000,43.0749,106,17.2194,-449.32025146484375,4166.84,4255.54
107,535000,43.5846,107,17.2706,-463.70025634765625,4123.55,4186.1
108,540000,43.1648,108,17.4927,-468.6340026855469,4091.76,4298.51
109,545000,42.9837,109,16.89,-466.850830078125,4151.3,4231.54
110,550000,44.165,110,18.1796,-491.464599609375,4135.86,4230.37
111,555000,43.7813,111,17.7684,-489.33038330078125,4167.23,4237.29
112,560000,43.7931,112,17.6655,-464.7318115234375,3608.99,4248.9
113,565000,42.6926,113,16.794,-497.356689453125,4130.38,4214.45
114,570000,43.1851,114,16.6223,-501.9150390625,4127.96,4235.69
115,575000,44.0976,115,17.8101,-504.7951965332031,4193.63,4271.65
116,580000,43.1472,116,16.9791,-513.1590576171875,4012.76,4251.66
117,585000,43.9981,117,17.6728,-528.3802490234375,4138.33,4202.06
118,590000,42.2359,118,14.5753,-496.91162109375,4143.7,4197.76
119,595000,42.6058,119,16.4854,-524.7547607421875,4157.12,4224.53
120,600000,43.8523,120,17.724,-551.8361206054688,4127.57,4210.17
121,605000,42.8132,121,17.6805,-542.3362426757812,4205.0,4226.71
122,610000,43.2453,122,17.5073,-550.395751953125,4177.23,4266.41
123,615000,42.7744,123,16.448,-556.6527099609375,3819.6,4298.1
124,620000,42.9234,124,17.2222,-578.6998291015625,4203.97,4276.59
125,625000,42.9896,125,17.159,-573.6769409179688,4186.27,4247.15
126,630000,42.8369,126,15.733,-574.9554443359375,4072.62,4251.42
127,635000,43.6414,127,17.8272,-591.5588989257812,4185.66,4278.43
128,640000,42.8228,128,17.4309,-589.4227294921875,4199.45,4279.05
129,645000,42.731,129,17.1696,-589.0540161132812,4236.42,4343.68
130,650000,42.2896,130,16.2221,-597.4631958007812,3967.04,4256.26
131,655000,42.8318,131,16.9104,-623.3216552734375,4132.91,4223.34
132,660000,43.0816,132,16.6341,-622.4954833984375,4158.85,4228.76
133,665000,42.4692,133,16.3634,-595.0899658203125,3978.91,4348.72
134,670000,42.5402,134,16.3779,-618.6517333984375,4200.17,4315.49
135,675000,42.4616,135,16.2707,-630.9403686523438,4175.66,4282.77
136,680000,43.2849,136,16.9636,-641.5186157226562,4168.21,4254.86
137,685000,42.7762,137,16.4348,-653.971435546875,4148.65,4288.96
138,690000,42.1972,138,15.6261,-651.5234985351562,4179.25,4273.22
139,695000,42.458,139,16.129,-672.1227416992188,4155.34,4253.84
140,700000,42.6261,140,16.2405,-681.4371337890625,4210.67,4320.81
141,705000,42.5793,141,16.1026,-673.9376831054688,4179.73,4261.45
142,710000,42.2316,142,15.8033,-683.79150390625,4134.06,4197.69
143,715000,42.6634,143,16.3707,-692.5944213867188,4073.54,4304.89
144,720000,42.9699,144,16.6849,-701.8121948242188,4175.77,4232.61
145,725000,42.5611,145,16.1466,-705.1256713867188,4219.71,4351.11
146,730000,42.1405,146,16.4068,-717.5825805664062,4229.84,4306.18
147,735000,43.0854,147,16.3647,-738.068359375,4177.06,4249.11
148,740000,42.9448,148,16.6214,-732.87353515625,4178.27,4255.82
149,745000,42.5399,149,16.6333,-743.8408813476562,4151.32,4248.75
150,750000,42.6765,150,16.0472,-742.8201293945312,3961.21,4188.32
151,755000,42.3857,151,15.6833,-762.8053588867188,4165.24,4239.99
152,760000,41.9159,152,15.7337,-749.2858276367188,4166.09,4221.13
153,765000,42.3804,153,16.2862,-761.556640625,4250.65,4349.26
154,770000,42.4551,154,15.75,-777.5814208984375,4173.82,4265.12
155,775000,42.581,155,16.3139,-794.321533203125,4230.97,4284.7
156,780000,41.8825,156,15.1172,-778.3349609375,4176.35,4241.86
157,785000,41.9325,157,15.598,-790.2791748046875,4210.3,4246.09
158,790000,41.7507,158,14.984,-781.4064331054688,4222.9,4336.36
159,795000,42.1389,159,15.9165,-802.60791015625,4220.26,4337.23
160,800000,42.6548,160,16.6159,-833.6592407226562,4192.21,4230.55
161,805000,42.0343,161,15.9018,-829.8424682617188,4242.47,4340.24
162,810000,42.703,162,16.5556,-837.804931640625,4295.41,4405.9
163,815000,42.183,163,16.4038,-844.7041625976562,4209.22,4302.44
164,820000,42.1372,164,16.0241,-834.2809448242188,4242.93,4267.8
165,825000,41.9429,165,16.0668,-872.9829711914062,4205.83,4282.02
166,830000,42.4679,166,15.3908,-875.0283813476562,4186.14,4247.04
167,835000,42.3163,167,16.9862,-894.7078247070312,4250.86,4326.46
168,840000,43.0882,168,17.0609,-904.1675415039062,4244.41,4296.63
169,845000,42.4548,169,16.0246,-903.213134765625,4225.09,4263.64
170,850000,42.3383,170,16.8291,-910.8356323242188,4216.77,4251.75
171,855000,42.918,171,16.8618,-926.1934814453125,4254.36,4308.8
172,860000,41.3191,172,15.1115,-896.0765380859375,4295.79,4393.51
173,865000,42.1866,173,15.9719,-946.2258911132812,4245.81,4306.74
174,870000,41.8261,174,15.7852,-932.6242065429688,4265.78,4341.6
175,875000,41.6544,175,15.5717,-938.4390258789062,4166.15,4289.05
176,880000,41.727,176,15.506,-939.290771484375,4221.43,4349.78
177,885000,41.7626,177,15.0935,-949.82373046875,4242.92,4368.34
178,890000,43.1185,178,16.2234,-985.2223510742188,4201.83,4325.61
179,895000,42.0352,179,15.407,-980.2673950195312,4282.81,4395.44
180,900000,42.0633,180,16.1507,-1005.9298095703125,4250.41,4366.71
181,905000,41.8468,181,15.3277,-1004.0204467773438,4205.2,4288.22
182,910000,41.5798,182,14.779,-978.626220703125,4259.99,4376.9
183,915000,41.8615,183,14.9667,-988.4454956054688,4244.01,4361.4
184,920000,41.4035,184,14.9098,-990.7103271484375,4232.51,4354.69
185,925000,42.1456,185,15.5685,-1031.1722412109375,4193.79,4263.52
186,930000,41.9629,186,16.114,-1044.71923828125,4257.43,4338.43
187,935000,41.4517,187,14.5382,-1025.603271484375,4149.82,4263.53
188,940000,41.8825,188,14.9594,-1048.3465576171875,4255.38,4314.03
189,945000,41.6907,189,15.2645,-1055.7398681640625,4134.74,4343.0
190,950000,42.1749,190,15.1205,-1080.90869140625,4184.91,4296.82
191,955000,41.5957,191,15.5481,-1074.37890625,3977.95,4354.73
192,960000,42.5292,192,15.3976,-1105.8218994140625,4229.47,4321.92
193,965000,41.266,193,14.9765,-1086.267822265625,4267.15,4382.13
194,970000,41.622,194,14.6953,-1112.1617431640625,4237.92,4319.39
195,975000,41.8733,195,15.371,-1142.2781982421875,4241.3,4299.39
196,980000,42.1715,196,15.5415,-1119.1220703125,4169.45,4475.57
197,985000,41.5315,197,14.7343,-1137.9832763671875,4247.99,4423.54
198,990000,42.0921,198,15.7491,-1173.7587890625,4259.35,4377.2
199,995000,42.0589,199,15.6741,-1181.3316650390625,4270.03,4358.5
200,1000000,41.4542,200,14.7956,-1156.5404052734375,4258.1,4295.01
201,1005000,41.3622,201,14.2947,-1166.1036376953125,4257.1,4312.91
202,1010000,41.34,202,15.0197,-1191.7760009765625,4298.56,4399.56
203,1015000,41.0118,203,14.4687,-1183.6240234375,4273.5,4396.2
204,1020000,41.8378,204,14.6052,-1204.923583984375,4254.9,4367.63
205,1025000,41.6754,205,14.408,-1214.4464111328125,4261.37,4375.66
206,1030000,41.4414,206,14.0722,-1211.9715576171875,4270.92,4395.42
207,1035000,40.9755,207,13.9517,-1199.1832275390625,4292.03,4408.92
208,1040000,41.7253,208,13.8481,-1215.9329833984375,4284.35,4410.74
209,1045000,41.1684,209,14.0745,-1213.92138671875,4321.57,4455.97
210,1050000,41.2987,210,13.6665,-1237.06982421875,4284.15,4433.01
211,1055000,41.512,211,13.8059,-1248.457763671875,4288.25,4406.43
212,1060000,41.6722,212,14.1499,-1258.158447265625,4333.85,4471.84
213,1065000,41.5728,213,14.2158,-1269.37841796875,4336.17,4463.88
214,1070000,41.0773,214,13.6605,-1258.019775390625,4331.15,4452.31
215,1075000,41.5988,215,13.984,-1303.129638671875,4334.24,4436.23
216,1080000,41.2308,216,13.302,-1301.80712890625,4307.2,4422.46
217,1085000,41.6453,217,14.0416,-1328.7044677734375,4325.79,4427.76
218,1090000,41.1829,218,13.9958,-1327.7470703125,4354.3,4438.03
219,1095000,41.4814,219,14.1501,-1348.0806884765625,4347.85,4468.47
220,1100000,41.3612,220,13.4664,-1352.2393798828125,4318.93,4460.26
221,1105000,41.0854,221,13.628,-1349.34228515625,4333.04,4468.56
222,1110000,41.3632,222,14.3289,-1380.4862060546875,4358.79,4487.46
223,1115000,41.3083,223,14.0181,-1377.220458984375,4365.57,4488.28
224,1120000,41.5856,224,14.1242,-1423.8431396484375,4337.49,4478.98
225,1125000,41.1169,225,13.3859,-1377.083740234375,4357.75,4485.43
226,1130000,40.772,226,13.326,-1387.003662109375,4379.04,4498.74
227,1135000,41.3005,227,13.2297,-1417.5697021484375,4341.9,4477.57
228,1140000,41.1823,228,13.0581,-1408.302978515625,4262.42,4486.24
229,1145000,41.343,229,13.2244,-1444.8414306640625,4326.05,4474.04
230,1150000,40.9689,230,13.7225,-1472.215087890625,4335.13,4482.73
231,1155000,41.4711,231,13.5612,-1475.42041015625,4373.99,4541.72
232,1160000,41.6019,232,13.1685,-1433.2021484375,4342.33,4476.72
233,1165000,41.0449,233,13.4869,-1508.07568359375,4335.46,4469.14
234,1170000,40.8844,234,14.0388,-1513.0291748046875,4336.82,4474.08
235,1175000,40.7764,235,13.857,-1512.6917724609375,4372.73,4471.07
236,1180000,40.9036,236,13.2832,-1521.654296875,4351.39,4489.63
237,1185000,40.9295,237,13.5346,-1540.2559814453125,4349.2,4506.35
238,1190000,41.182,238,13.6378,-1568.1407470703125,4319.99,4492.94
239,1195000,40.9289,239,13.4684,-1563.7664794921875,4359.42,4496.71
240,1200000,40.8918,240,13.7431,-1581.337646484375,4343.13,4476.74
241,1205000,40.5577,241,13.5027,-1600.2918701171875,4338.46,4468.85
242,1210000,40.9174,242,13.3265,-1619.344970703125,4353.22,4456.89
243,1215000,40.7045,243,13.7227,-1597.2874755859375,4343.67,4453.87
244,1220000,40.6445,244,13.0623,-1630.7703857421875,4324.47,4456.54
245,1225000,41.0308,245,12.7426,-1587.431884765625,4347.56,4481.88
246,1230000,40.7232,246,13.5446,-1630.3460693359375,4338.25,4478.45
247,1235000,40.9398,247,13.1346,-1627.1097412109375,4314.11,4473.35
248,1240000,40.9664,248,13.3178,-1643.8685302734375,4358.62,4473.02
249,1245000,40.7184,249,13.2049,-1630.3670654296875,4354.63,4471.49
250,1250000,41.0742,250,13.3887,-1706.6282958984375,4052.03,4445.43
251,1255000,46.5528,251,53.1098,-2018.3388671875,1091.57,1446.58
252,1260000,44.4631,252,16.7112,-1548.7847900390625,1114.45,1406.75
253,1265000,42.8382,253,18.0502,-1851.682373046875,2257.53,4355.6
254,1270000,43.0459,254,15.5424,-1629.1365966796875,1943.92,2643.03
255,1275000,42.6295,255,17.3052,-1875.3424072265625,3319.19,4065.82
256,1280000,42.0585,256,16.1586,-1870.7313232421875,4086.85,4264.37
257,1285000,42.4262,257,18.4686,-1902.5137939453125,3896.87,4151.12
258,1290000,42.175,258,19.8312,-1974.9395751953125,3986.26,4238.08
259,1295000,42.7563,259,17.3549,-1993.310302734375,4331.88,4341.42
260,1300000,42.7069,260,17.8787,-1903.7379150390625,3184.97,3945.3
261,1305000,43.2732,261,17.1173,-1850.87548828125,3404.63,3883.52
262,1310000,42.9148,262,16.0386,-1981.46337890625,3665.79,4118.12
263,1315000,42.4329,263,15.1122,-1856.32470703125,2832.28,3052.65
264,1320000,41.711,264,14.3371,-1955.7215576171875,3697.82,3899.88
265,1325000,42.0163,265,15.1307,-2043.9627685546875,3885.96,4124.91
266,1330000,41.7133,266,14.812,-2033.947998046875,3868.4,4242.07
267,1335000,41.8293,267,14.0848,-2026.8524169921875,4017.62,4285.0
268,1340000,41.4615,268,14.1215,-2072.745849609375,4030.09,4346.15
269,1345000,41.0601,269,14.0383,-2087.236328125,3780.46,4378.97
270,1350000,42.0497,270,13.1054,-2078.86083984375,3879.35,4406.24
271,1355000,41.4459,271,12.1005,-2082.828125,3811.0,4419.05
272,1360000,41.6961,272,13.5706,-2038.1907958984375,3358.41,4364.08
273,1365000,41.7128,273,13.3543,-2072.2490234375,3800.91,4493.46
274,1370000,41.7464,274,13.6616,-2091.65771484375,3731.3,4393.84
275,1375000,41.3717,275,12.9583,-2025.685791015625,3923.88,4449.72
276,1380000,40.8982,276,12.5378,-2052.593994140625,3853.83,4463.85
277,1385000,41.0557,277,12.331,-2088.070068359375,3868.24,4436.42
278,1390000,41.5977,278,13.7335,-2183.212158203125,4223.11,4414.5
279,1395000,41.2133,279,13.2538,-2165.50634765625,4010.73,4452.41
280,1400000,41.0274,280,13.7664,-2185.520263671875,4005.74,4407.46
281,1405000,41.259,281,12.3968,-2100.491943359375,4037.6,4438.45
282,1410000,41.592,282,13.4294,-2146.479248046875,4071.57,4447.82
283,1415000,41.4009,283,13.5252,-2175.035888671875,4240.85,4452.88
284,1420000,40.7991,284,13.253,-2202.69091796875,4268.91,4384.44
285,1425000,40.6082,285,13.0219,-2194.965087890625,4119.4,4397.82
286,1430000,40.8305,286,14.1912,-2255.59716796875,4325.89,4409.69
287,1435000,41.1436,287,14.1236,-2253.137939453125,4325.63,4394.98
288,1440000,41.1874,288,13.944,-2283.3759765625,4305.47,4407.08
289,1445000,40.9364,289,13.554,-2271.916748046875,4296.64,4422.32
290,1450000,40.6757,290,14.0203,-2277.162353515625,4377.49,4454.01
291,1455000,41.4401,291,14.925,-2297.223876953125,4175.84,4503.25
292,1460000,40.9021,292,14.3993,-2363.149658203125,4385.77,4482.22
293,1465000,40.2429,293,13.9384,-2308.34912109375,4292.32,4506.57
294,1470000,40.4269,294,13.9343,-2322.526123046875,4361.27,4453.5
295,1475000,41.1678,295,14.2093,-2391.525146484375,4372.61,4487.41
296,1480000,41.3406,296,15.4844,-2361.1630859375,3753.51,4496.18
297,1485000,41.0314,297,18.6233,-2305.839111328125,4402.19,4514.02
298,1490000,40.3805,298,14.1119,-2419.8671875,4390.01,4496.9
299,1495000,40.6427,299,14.6038,-2426.298583984375,4386.69,4479.06
300,1500000,40.2976,300,14.1772,-2389.9716796875,4404.53,4502.99
301,1505000,40.8577,301,15.5992,-2484.815673828125,4202.1,4504.06
302,1510000,40.7727,302,14.6711,-2501.38623046875,4404.06,4478.41
303,1515000,41.0358,303,15.0276,-2494.0419921875,4427.8,4551.48
304,1520000,40.8338,304,14.4567,-2522.285400390625,4175.28,4509.04
305,1525000,41.1681,305,13.5418,-2490.660888671875,4209.75,4534.47
306,1530000,40.7569,306,14.5079,-2608.84423828125,4393.81,4515.64
307,1535000,40.8174,307,15.1575,-2610.154541015625,4317.44,4516.07
308,1540000,41.2267,308,15.12,-2660.3359375,4018.38,4505.77
309,1545000,41.0082,309,14.6476,-2532.941650390625,4189.26,4509.27
310,1550000,40.9105,310,13.0569,-2502.079833984375,3177.89,4483.81
311,1555000,40.5986,311,13.1568,-2605.806884765625,4392.33,4448.45
312,1560000,40.7272,312,15.4729,-2561.719970703125,3943.78,4461.92
313,1565000,40.7841,313,14.0429,-2681.525634765625,4214.34,4529.73
314,1570000,40.5727,314,14.1397,-2704.684326171875,4182.46,4486.91
315,1575000,40.724,315,14.2588,-2707.932861328125,4407.71,4514.72
316,1580000,40.7702,316,13.4614,-2750.765380859375,3941.52,4442.43
317,1585000,40.7893,317,14.6141,-2767.382080078125,4202.96,4522.27
318,1590000,40.8966,318,13.6861,-2770.742431640625,4204.18,4496.58
319,1595000,40.7549,319,14.4137,-2864.70068359375,4331.17,4453.24
320,1600000,41.0224,320,14.5069,-2888.819580078125,4308.92,4348.82
321,1605000,40.9269,321,15.3453,-2874.35791015625,4337.54,4422.48
322,1610000,40.8875,322,14.4757,-2875.053466796875,4347.39,4477.81
323,1615000,40.7428,323,14.8837,-2915.878173828125,4382.8,4468.69
324,1620000,41.1044,324,15.2935,-2983.84375,4402.49,4500.33
325,1625000,40.5498,325,15.0383,-2992.263916015625,4392.25,4488.62
326,1630000,40.7532,326,15.2513,-3025.158203125,4420.92,4492.67
327,1635000,40.7724,327,14.573,-2982.468505859375,4386.94,4494.1
328,1640000,40.5913,328,14.8598,-3030.735595703125,4416.13,4510.61
329,1645000,40.4421,329,14.7315,-3030.546875,4427.76,4492.21
330,1650000,41.079,330,14.9603,-3126.296875,4410.31,4498.82
331,1655000,40.6253,331,15.0363,-3120.781005859375,4395.22,4512.95
332,1660000,40.5282,332,13.9464,-3057.986572265625,4384.94,4480.68
333,1665000,40.8651,333,14.6481,-3173.3623046875,4374.15,4494.09
334,1670000,40.7574,334,14.9965,-3234.90576171875,4359.07,4488.77
335,1675000,40.3873,335,14.2862,-3121.741455078125,4381.22,4471.45
336,1680000,40.6041,336,15.0613,-3263.046630859375,4408.02,4503.75
337,1685000,40.5071,337,14.1052,-3168.015869140625,4402.61,4517.06
338,1690000,40.5638,338,14.4762,-3229.294677734375,4388.11,4501.5
339,1695000,40.2212,339,14.6208,-3226.66015625,4437.03,4521.51
340,1700000,40.4497,340,14.9164,-3293.31298828125,4419.77,4520.08
341,1705000,40.5248,341,14.5342,-3303.38232421875,4427.6,4564.35
342,1710000,41.0883,342,14.6868,-3367.8056640625,4246.2,4548.58
343,1715000,40.8508,343,15.3421,-3412.560546875,4435.3,4525.24
344,1720000,40.9935,344,15.187,-3371.86767578125,4263.56,4543.02
345,1725000,40.3728,345,14.9179,-3401.44580078125,4420.08,4523.01
346,1730000,40.4707,346,15.2598,-3476.5703125,4437.36,4551.79
347,1735000,41.037,347,15.2499,-3435.87158203125,4458.71,4577.38
348,1740000,40.5482,348,14.4429,-3452.23291015625,4430.43,4547.0
349,1745000,40.9404,349,15.0652,-3513.1572265625,4438.08,4553.5
350,1750000,41.0127,350,15.8364,-3577.73779296875,4460.26,4585.75
351,1755000,41.1573,351,15.9594,-3598.320068359375,4463.93,4562.45
352,1760000,41.0854,352,15.8233,-3653.123046875,4480.22,4598.43
353,1765000,40.2124,353,15.7036,-3556.13037109375,4493.72,4583.87
354,1770000,41.635,354,16.7116,-3516.5771484375,4100.37,4410.67
355,1775000,42.1161,355,12.4583,-2754.516845703125,1354.72,1173.31
356,1780000,42.7585,356,18.1993,-3860.90673828125,3946.2,4294.61
357,1785000,41.7078,357,17.439,-3579.60986328125,4405.96,4446.78
358,1790000,42.5117,358,12.4469,-3691.128662109375,2474.52,4206.08
359,1795000,43.9158,359,13.3593,-3176.77294921875,1663.56,949.6
360,1800000,41.834,360,13.3295,-3705.443359375,3603.89,4300.62
361,1805000,40.6868,361,13.7561,-3755.9453125,4251.1,4370.51
362,1810000,40.9109,362,15.0701,-3724.793212890625,4373.0,4418.01
363,1815000,40.8569,363,13.5154,-3688.888916015625,4314.91,4421.83
364,1820000,40.6093,364,14.3454,-3739.561279296875,4151.16,4531.91
365,1825000,40.4077,365,15.062,-3779.072998046875,4331.33,4523.18
366,1830000,40.6016,366,14.1079,-3845.2392578125,4049.68,4496.86
367,1835000,40.8702,367,15.6667,-3855.7490234375,4400.49,4554.27
368,1840000,40.9834,368,14.9068,-3891.225341796875,4307.66,4499.9
369,1845000,40.6391,369,14.6185,-3853.15478515625,4290.2,4523.56
370,1850000,40.6304,370,15.1797,-3902.143798828125,4368.7,4511.28
371,1855000,40.9112,371,15.8976,-3982.47998046875,4437.1,4516.14
372,1860000,41.0265,372,15.9421,-3891.55810546875,4427.66,4518.93
373,1865000,40.7818,373,16.0159,-3853.76416015625,4296.57,4546.63
374,1870000,40.9832,374,15.6415,-3952.23828125,4446.37,4538.61
375,1875000,41.0426,375,16.1825,-3836.15625,4490.03,4559.54
376,1880000,40.9847,376,16.5901,-3901.59521484375,4479.53,4552.78
377,1885000,40.7634,377,17.1037,-3960.3994140625,4465.85,4542.61
378,1890000,41.0121,378,16.5893,-3925.70458984375,4479.46,4561.32
379,1895000,40.42,379,16.206,-3873.57177734375,4495.88,4547.61
380,1900000,40.3775,380,16.5725,-3909.862060546875,4507.82,4566.09
381,1905000,41.0944,381,16.8184,-3967.955078125,4516.56,4570.86
382,1910000,42.6805,382,13.9939,-4278.341796875,3055.1,3040.18
383,1915000,42.7515,383,17.3229,-3855.302001953125,2425.0,2378.32
