Running Forward KL,Running Update Time,Real Det Return,Running Env Steps,Running Reverse KL,Real Sto Return,Itration,Reward Loss
156.7287,56,2129.99,280000,15.4382,1758.94,56,-9088.1943359375
156.9163,57,2163.02,285000,15.6744,1798.31,57,-9330.9072265625
156.8574,58,2149.13,290000,15.8666,1786.02,58,-9398.498046875
156.9123,59,2133.94,295000,15.9168,1774.13,59,-9764.943359375
156.8758,60,2097.6,300000,15.4955,1749.72,60,-9905.7451171875
156.8503,61,2137.9,305000,15.7075,1764.85,61,-10144.677734375
156.9522,62,2123.58,310000,15.5536,1750.84,62,-10276.2373046875
156.8488,63,2132.4,315000,15.7804,1784.03,63,-10514.4599609375
156.7471,64,2185.38,320000,15.9527,1809.83,64,-10681.244140625
156.6194,65,2172.93,325000,15.7791,1810.74,65,-10782.0732421875
156.8696,66,2124.26,330000,15.6965,1780.73,66,-11151.0908203125
156.7778,67,2125.56,335000,15.7625,1779.21,67,-11255.58203125
156.6176,68,2127.76,340000,15.4226,1777.54,68,-11425.9443359375
156.7473,69,2134.31,345000,15.6612,1752.41,69,-11554.2578125
156.7466,70,2130.22,350000,15.8396,1792.76,70,-11827.9814453125
156.6998,71,2157.78,355000,15.6803,1790.62,71,-12047.794921875
156.7279,72,2178.61,360000,15.9148,1813.33,72,-12279.314453125
156.6956,73,2139.69,365000,15.4962,1790.24,73,-12462.58203125
156.7752,74,2178.02,370000,15.4276,1801.66,74,-12557.2236328125
156.7993,75,2115.34,375000,15.6542,1765.84,75,-12954.8994140625
157.053,76,2167.93,380000,15.5815,1777.52,76,-13235.447265625
156.7416,77,2149.76,385000,15.817,1797.63,77,-13391.86328125
156.763,78,2171.97,390000,15.6451,1791.2,78,-13530.15234375
156.8604,79,2132.12,395000,15.4759,1762.95,79,-13706.357421875
156.7881,80,2143.5,400000,15.7154,1800.7,80,-13866.6025390625
156.8593,81,2183.4,405000,15.9319,1814.0,81,-14321.2490234375
156.6937,82,2195.33,410000,15.705,1818.95,82,-14206.142578125
156.6219,83,2168.7,415000,15.6279,1822.9,83,-14605.7158203125
156.8195,84,2182.57,420000,15.779,1840.9,84,-14699.9765625
156.9796,85,2148.96,425000,15.5815,1791.82,85,-14950.9833984375
156.8172,86,2183.33,430000,15.5671,1831.48,86,-15135.4609375
156.9159,87,2137.23,435000,15.5904,1830.12,87,-15462.0654296875
156.9137,88,2174.97,440000,15.5977,1827.85,88,-15776.0322265625
156.9505,89,2181.26,445000,15.5667,1800.58,89,-15932.39453125
156.916,90,2161.57,450000,15.6506,1838.7,90,-16081.603515625
156.7534,91,2205.05,455000,15.6453,1857.29,91,-16241.6357421875
156.7333,92,2234.61,460000,15.6561,1851.12,92,-16457.513671875
156.8877,93,2144.28,465000,15.4131,1820.56,93,-16674.453125
157.0076,94,2236.81,470000,16.0742,1861.19,94,-16949.2734375
156.7806,95,2177.34,475000,15.6741,1830.49,95,-17163.4921875
156.9127,96,2187.73,480000,15.8057,1842.26,96,-17465.439453125
156.8274,97,2152.49,485000,15.4682,1805.23,97,-17638.767578125
156.64,98,2203.4,490000,15.7062,1831.53,98,-17755.9375
156.9053,99,2228.52,495000,15.8452,1891.46,99,-18059.498046875
157.0487,100,2184.59,500000,15.8083,1846.45,100,-18307.015625
156.7348,101,2201.65,505000,15.6769,1844.56,101,-18616.98046875
156.9236,102,2180.12,510000,15.5837,1842.02,102,-18803.1484375
156.8831,103,2178.49,515000,15.4422,1835.54,103,-18902.302734375
156.7616,104,2201.15,520000,15.6809,1857.28,104,-19199.775390625
156.8508,105,2247.69,525000,15.7852,1881.98,105,-19393.40234375
157.0373,106,2190.33,530000,15.4837,1845.97,106,-19625.099609375
156.8489,107,2196.31,535000,15.538,1842.01,107,-19942.2890625
156.8113,108,2227.13,540000,15.3988,1831.1,108,-20098.716796875
156.9265,109,2224.57,545000,15.6219,1853.81,109,-20368.49609375
156.7253,110,2201.21,550000,15.2824,1841.26,110,-20558.17578125
156.6985,111,2210.85,555000,15.4485,1858.21,111,-20776.052734375
156.7492,112,2209.31,560000,15.3139,1843.15,112,-21068.8046875
156.8887,113,2194.98,565000,15.4035,1856.42,113,-21177.859375
156.7886,114,2155.8,570000,15.2168,1812.27,114,-21503.748046875
156.6424,115,2191.17,575000,15.5064,1841.31,115,-21785.28515625
156.7137,116,2254.44,580000,15.7243,1869.36,116,-21962.76171875
156.7556,117,2207.16,585000,15.8356,1847.38,117,-22396.7890625
156.9042,118,2209.3,590000,15.4252,1840.97,118,-22575.7734375
156.8147,119,2228.32,595000,15.3964,1876.5,119,-22707.51171875
156.6849,120,2225.05,600000,15.6239,1877.7,120,-23080.8671875
156.747,121,2169.89,605000,15.0681,1838.24,121,-23223.810546875
156.7545,122,2226.2,610000,15.4891,1855.98,122,-23352.365234375
156.6099,123,2199.01,615000,15.2246,1847.08,123,-23676.310546875
156.7589,124,2247.48,620000,15.6352,1885.01,124,-23971.705078125
156.5946,125,2193.63,625000,15.2909,1852.06,125,-24279.97265625
156.826,126,2186.27,630000,15.3104,1851.64,126,-24465.982421875
156.7744,127,2243.13,635000,15.6382,1860.47,127,-24779.337890625
156.8295,128,2261.2,640000,15.3953,1886.36,128,-25085.84765625
156.7446,129,2256.86,645000,15.4658,1877.27,129,-25195.15625
156.7856,130,2209.05,650000,15.3073,1865.88,130,-25624.81640625
156.7098,131,2225.71,655000,15.4219,1888.35,131,-25802.4296875
156.7494,132,2209.99,660000,15.664,1880.81,132,-26088.984375
156.7886,133,2265.41,665000,15.7706,1901.87,133,-26412.3984375
156.8268,134,2257.38,670000,15.5467,1865.12,134,-26697.380859375
156.8182,135,2247.94,675000,15.7485,1881.81,135,-26831.1875
156.799,136,2169.97,680000,15.1973,1831.94,136,-27289.1796875
156.6233,137,2238.23,685000,15.6471,1897.48,137,-27431.92578125
156.7892,138,2239.97,690000,15.6559,1886.29,138,-27627.419921875
156.6647,139,2202.24,695000,15.4087,1874.61,139,-27955.12109375
156.6783,140,2243.63,700000,15.4394,1871.17,140,-28162.181640625
156.7437,141,2224.84,705000,15.7417,1876.1,141,-28584.181640625
156.8269,142,2258.79,710000,15.4931,1874.56,142,-28823.50390625
156.7468,143,2242.64,715000,15.4869,1883.45,143,-29134.15625
156.7425,144,2243.98,720000,15.4871,1897.64,144,-29320.416015625
156.8272,145,2242.77,725000,15.5562,1873.5,145,-29600.580078125
156.8622,146,2237.59,730000,15.4223,1869.8,146,-29845.76171875
156.7047,147,2257.97,735000,15.5229,1886.51,147,-30312.5703125
156.7218,148,2230.41,740000,15.3388,1878.06,148,-30380.55078125
156.7118,149,2270.38,745000,15.4323,1874.54,149,-30544.236328125
156.7737,150,2261.08,750000,15.4469,1899.46,150,-30653.6328125
156.8699,151,2214.32,755000,15.4097,1863.73,151,-31182.8203125
156.8272,152,2256.72,760000,15.4867,1884.13,152,-31335.95703125
156.7827,153,2282.63,765000,15.5822,1913.55,153,-31358.296875
156.7912,154,2223.81,770000,15.4926,1882.64,154,-31640.1328125
156.6261,155,2239.47,775000,15.344,1913.68,155,-31870.205078125
156.7503,156,2250.03,780000,15.5402,1916.4,156,-32164.455078125
156.8283,157,2266.47,785000,15.7088,1913.89,157,-32365.630859375
156.7489,158,2218.53,790000,15.3337,1904.63,158,-32610.421875
156.5951,159,2244.36,795000,15.308,1896.23,159,-32785.06640625
156.6782,160,2228.5,800000,15.3147,1881.76,160,-32944.76953125
156.8291,161,2260.32,805000,15.5777,1877.09,161,-33249.40234375
156.683,162,2271.14,810000,15.5462,1906.47,162,-33485.546875
156.6475,163,2220.21,815000,15.3992,1896.75,163,-33529.7890625
156.758,164,2237.19,820000,15.2357,1884.96,164,-33950.2734375
156.7477,165,2234.92,825000,15.2533,1878.87,165,-34024.37109375
156.8758,166,2232.42,830000,15.607,1889.87,166,-34474.25390625
156.872,167,2280.84,835000,15.5241,1923.84,167,-34577.8984375
156.7054,168,2197.99,840000,15.1067,1856.73,168,-34729.4921875
156.564,169,2257.25,845000,15.4452,1933.41,169,-34958.15234375
156.8485,170,2247.5,850000,15.3322,1898.28,170,-35329.72265625
156.8504,171,2179.29,855000,15.0348,1881.84,171,-35477.421875
156.8325,172,2220.85,860000,15.3799,1890.28,172,-35894.63671875
156.778,173,2235.56,865000,15.0987,1914.72,173,-35885.26953125
156.7421,174,2241.14,870000,15.4543,1899.89,174,-36135.484375
156.7213,175,2255.21,875000,15.3925,1905.96,175,-36487.7734375
156.8078,176,2262.43,880000,15.493,1906.4,176,-36682.765625
156.747,177,2269.38,885000,15.4672,1913.52,177,-36868.05859375
156.8377,178,2252.77,890000,15.5566,1897.43,178,-37203.30078125
156.6825,179,2247.84,895000,15.4291,1911.15,179,-37052.484375
156.6208,180,2251.87,900000,15.3123,1919.1,180,-37178.8671875
156.5786,181,2245.47,905000,15.1724,1896.56,181,-37476.5859375
156.7004,182,2291.56,910000,15.5689,1917.8,182,-37837.703125
156.7491,183,2276.86,915000,15.4268,1912.99,183,-37770.2421875
156.8956,184,2268.08,920000,15.6635,1918.88,184,-38229.26171875
156.6016,185,2278.95,925000,15.4536,1913.81,185,-38379.90234375
156.6275,186,2269.11,930000,15.425,1927.98,186,-38489.96484375
156.7386,187,2278.18,935000,15.2531,1889.82,187,-38660.21875
156.8076,188,2264.91,940000,15.3865,1932.16,188,-38774.9609375
156.6288,189,2267.58,945000,15.2143,1904.61,189,-38813.3984375
156.7739,190,2275.6,950000,15.3691,1909.69,190,-39029.5859375
156.6332,191,2284.73,955000,15.3716,1917.86,191,-38957.12109375
156.6733,192,2263.92,960000,15.1801,1911.25,192,-39352.40234375
156.7651,193,2272.21,965000,15.2831,1901.96,193,-39439.97265625
156.7509,194,2279.59,970000,15.5193,1921.46,194,-39585.92578125
156.8138,195,2274.83,975000,15.2732,1910.41,195,-39741.3515625
156.7499,196,2238.02,980000,15.1892,1893.07,196,-39779.203125
156.7753,197,2248.47,985000,15.2545,1904.89,197,-39896.8515625
156.6513,198,2272.08,990000,15.2107,1895.93,198,-39988.10546875
156.6621,199,2217.42,995000,15.1114,1917.7,199,-40036.5703125
156.6354,200,2262.48,1000000,15.0522,1889.49,200,-40117.7109375
156.7517,201,2281.74,1005000,15.2499,1907.63,201,-40430.65234375
156.7347,202,2268.65,1010000,15.2916,1891.37,202,-40584.84765625
156.7491,203,2277.85,1015000,15.2265,1901.09,203,-40752.265625
156.5826,204,2279.42,1020000,15.2427,1901.25,204,-40810.04296875
156.6423,205,2270.28,1025000,15.1938,1894.97,205,-40975.96875
156.7508,206,2274.42,1030000,15.5504,1904.11,206,-41347.9453125
156.8698,207,2263.24,1035000,15.4352,1887.51,207,-41422.40625
156.7508,208,2266.96,1040000,15.2671,1908.47,208,-41446.84765625
156.7619,209,2249.59,1045000,15.266,1890.4,209,-41691.6875
156.8554,210,2265.79,1050000,15.5117,1907.87,210,-41757.34375
156.6995,211,2256.46,1055000,15.1665,1893.52,211,-41728.65234375
156.7358,212,2269.03,1060000,15.3505,1891.29,212,-42106.42578125
156.7917,213,2256.68,1065000,15.3559,1897.25,213,-42299.66796875
156.5872,214,2258.9,1070000,15.3834,1897.07,214,-42326.4375
156.7928,215,2271.3,1075000,15.306,1908.12,215,-42444.85546875
156.5966,216,2283.48,1080000,15.2643,1900.54,216,-42527.8515625
156.7346,217,2261.56,1085000,15.2901,1894.14,217,-42690.07421875
156.6529,218,2261.71,1090000,15.2764,1892.47,218,-42753.46484375
156.6579,219,2288.89,1095000,15.3033,1921.04,219,-42910.53125
156.6985,220,2268.9,1100000,15.2188,1903.89,220,-43126.890625
156.7126,221,2279.03,1105000,15.1807,1910.04,221,-43206.01953125
156.6199,222,2286.58,1110000,15.33,1900.53,222,-43423.10546875
156.7183,223,2286.78,1115000,15.2276,1903.89,223,-43534.16796875
156.65,224,2260.68,1120000,15.2886,1903.08,224,-43575.1640625
156.773,225,2278.32,1125000,15.2967,1931.82,225,-43705.94921875
156.6752,226,2268.48,1130000,15.1491,1903.68,226,-43868.703125
156.6047,227,2291.67,1135000,15.3923,1917.15,227,-44102.4375
156.6479,228,2278.3,1140000,15.3422,1900.26,228,-44195.3203125
156.5648,229,2269.76,1145000,15.2511,1899.94,229,-44220.21875
156.6466,230,2277.95,1150000,15.2974,1905.81,230,-44335.8203125
156.6641,231,2273.56,1155000,15.2402,1906.01,231,-44519.984375
156.7023,232,2268.67,1160000,15.2966,1914.92,232,-44851.29296875
156.7483,233,2270.71,1165000,15.2617,1915.06,233,-44915.5546875
156.8138,234,2264.32,1170000,15.2846,1896.93,234,-45127.1640625
156.673,235,2285.51,1175000,15.2551,1918.01,235,-45008.328125
156.8121,236,2295.81,1180000,15.3297,1911.83,236,-45385.2265625
156.8137,237,2284.65,1185000,15.4664,1894.0,237,-45449.46875
156.6934,238,2277.7,1190000,15.3115,1905.27,238,-45521.390625
156.8071,239,2292.46,1195000,15.1947,1916.51,239,-45604.18359375
156.8239,240,2279.26,1200000,15.3124,1908.09,240,-45743.30859375
156.6281,241,2268.74,1205000,15.3789,1912.41,241,-45996.55859375
156.7561,242,2259.9,1210000,15.3374,1910.19,242,-46123.1484375
156.7198,243,2274.8,1215000,15.4409,1896.26,243,-46300.26953125
156.7337,244,2275.33,1220000,15.306,1920.47,244,-46368.171875
156.7027,245,2291.02,1225000,15.3309,1900.83,245,-46518.046875
156.7122,246,2285.24,1230000,15.3993,1886.39,246,-46851.53515625
156.8056,247,2319.36,1235000,15.433,1925.41,247,-46862.17578125
156.9117,248,2297.0,1240000,15.6205,1932.97,248,-47144.73046875
156.6846,249,2290.3,1245000,15.3158,1930.03,249,-46985.9140625
156.7142,250,2284.73,1250000,15.3238,1921.26,250,-47228.38671875
156.7745,251,2163.59,1255000,15.1562,1927.67,251,-47137.5703125
156.8603,252,2277.12,1260000,15.3619,1920.11,252,-47453.71875
156.7058,253,2178.35,1265000,15.2715,1925.52,253,-47544.70703125
156.7837,254,2299.49,1270000,15.3773,1927.15,254,-47670.80859375
156.7262,255,2305.91,1275000,15.4322,1916.64,255,-47833.12109375
156.6715,256,2299.47,1280000,15.2961,1914.9,256,-48051.52734375
156.7927,257,2287.35,1285000,15.3039,1907.97,257,-47911.78125
156.6332,258,2300.62,1290000,15.3597,1843.46,258,-48198.8671875
156.7573,259,2297.81,1295000,15.2286,1912.33,259,-48276.45703125
156.6796,260,2291.13,1300000,15.4908,1928.23,260,-48339.60546875
156.6698,261,2312.02,1305000,15.3298,1926.47,261,-48393.34765625
156.5783,262,2305.71,1310000,15.2555,1929.1,262,-48602.74609375
156.7733,263,2314.29,1315000,15.4046,1952.68,263,-48692.9296875
156.7271,264,2308.04,1320000,15.3234,1921.18,264,-48870.140625
156.6011,265,2295.51,1325000,15.3132,1926.99,265,-48786.046875
156.7252,266,2283.06,1330000,15.2129,1915.17,266,-48887.6484375
156.7238,267,2302.29,1335000,15.3248,1937.64,267,-49039.44921875
156.7669,268,2271.41,1340000,15.1245,1920.6,268,-49038.58984375
156.6623,269,2297.77,1345000,15.2863,1916.43,269,-49366.28515625
156.7199,270,2261.02,1350000,15.3836,1894.02,270,-49478.390625
156.6257,271,2307.39,1355000,15.3409,1929.85,271,-49519.171875
156.6436,272,2320.24,1360000,15.3919,1964.15,272,-49654.078125
156.7444,273,2305.29,1365000,15.4088,1929.77,273,-49759.2890625
156.8358,274,2275.35,1370000,15.1462,1913.77,274,-49985.90625
156.696,275,2298.3,1375000,15.2109,1936.69,275,-49861.34765625
156.6403,276,2301.14,1380000,15.0711,1937.98,276,-49959.21484375
156.7417,277,2294.34,1385000,15.2054,1915.91,277,-50076.72265625
156.6472,278,2288.85,1390000,15.314,1928.15,278,-50333.66015625
156.7171,279,2282.73,1395000,15.2371,1894.17,279,-50319.4140625
156.7264,280,2303.38,1400000,15.1673,1931.3,280,-50349.4453125
156.7137,281,2294.27,1405000,15.0284,1923.86,281,-50523.0078125
156.7036,282,2295.59,1410000,15.2602,1932.92,282,-50756.23046875
156.7287,283,2305.28,1415000,15.1073,1931.32,283,-50799.96875
156.676,284,2312.27,1420000,15.292,1928.29,284,-51067.52734375
156.8176,285,2307.37,1425000,15.3628,1931.93,285,-51144.63671875
156.7626,286,2309.72,1430000,15.4678,1906.85,286,-51265.796875
156.6255,287,2261.75,1435000,15.0492,1918.42,287,-51117.1953125
156.6645,288,2293.28,1440000,15.3911,1931.33,288,-51433.92578125
156.7501,289,2327.85,1445000,15.3006,1943.88,289,-51582.4375
156.8146,290,2307.0,1450000,15.4326,1933.97,290,-51589.79296875
156.6105,291,2287.0,1455000,15.4423,1930.53,291,-51787.93359375
156.665,292,2296.84,1460000,15.4658,1943.88,292,-51798.5078125
156.7214,293,2318.04,1465000,15.4045,1922.86,293,-51941.84375
156.802,294,2307.98,1470000,15.3928,1941.95,294,-52016.109375
156.7865,295,2302.6,1475000,15.291,1895.9,295,-52033.921875
156.6792,296,2321.16,1480000,15.408,1961.33,296,-52238.69140625
156.6511,297,2306.54,1485000,15.4072,1922.26,297,-52180.15625
156.7617,298,2309.99,1490000,15.4406,1944.33,298,-52258.59765625
156.7365,299,2325.0,1495000,15.6466,1955.19,299,-52524.10546875
156.7057,300,2310.68,1500000,15.4804,1939.04,300,-52551.31640625
156.6099,301,2308.08,1505000,15.4417,1951.81,301,-52563.03515625
156.6881,302,2309.61,1510000,15.4719,1912.22,302,-52791.4609375
156.6911,303,2307.44,1515000,15.5642,1928.73,303,-52898.3046875
156.5471,304,2314.37,1520000,15.4143,1921.4,304,-52902.19921875
156.7527,305,2316.68,1525000,15.4695,1927.02,305,-53034.08984375
156.6638,306,2311.69,1530000,15.5235,1955.45,306,-52937.046875
156.6823,307,2303.95,1535000,15.3368,1917.22,307,-52935.3515625
156.5727,308,2300.02,1540000,15.1817,1922.93,308,-53091.64453125
156.7377,309,2303.91,1545000,15.4631,1940.29,309,-53308.2265625
156.754,310,2307.38,1550000,15.4665,1955.7,310,-53370.61328125
156.7682,311,2310.92,1555000,15.5158,1927.59,311,-53621.0546875
156.5912,312,2299.21,1560000,15.4899,1973.09,312,-53500.5234375
156.6567,313,2319.25,1565000,15.5579,1952.46,313,-53704.6015625
156.7804,314,2264.35,1570000,15.1912,1924.12,314,-53586.625
156.7159,315,2357.56,1575000,15.5732,1952.25,315,-53781.046875
156.7237,316,2318.61,1580000,15.4032,1935.09,316,-53850.6171875
156.5472,317,2337.47,1585000,15.2138,1917.32,317,-54001.93359375
156.7582,318,2324.75,1590000,15.4507,1935.21,318,-54125.859375
156.6146,319,2325.99,1595000,15.1731,1927.3,319,-54046.953125
156.7528,320,2318.58,1600000,15.3422,1869.23,320,-54220.6640625
156.6961,321,2339.53,1605000,15.7014,1960.98,321,-54412.71484375
156.727,322,2333.26,1610000,15.3928,1917.53,322,-54296.78515625
156.6725,323,2326.4,1615000,15.4631,1954.14,323,-54373.94921875
156.6698,324,2316.54,1620000,15.4822,1950.63,324,-54508.44921875
156.6777,325,2316.42,1625000,15.3835,1930.82,325,-54585.140625
156.7267,326,2307.53,1630000,15.1707,1895.65,326,-54353.44921875
156.7146,327,2330.27,1635000,15.5304,1974.04,327,-54759.796875
156.8151,328,2298.81,1640000,15.4126,1941.67,328,-54583.3828125
156.7816,329,2322.84,1645000,15.4252,1938.49,329,-54798.45703125
156.6358,330,2323.72,1650000,15.6246,1941.4,330,-55008.5
156.5632,331,2337.53,1655000,15.3803,1924.57,331,-55168.8203125
156.7711,332,2330.57,1660000,15.342,1943.02,332,-55078.52734375
156.6782,333,2303.41,1665000,15.4075,1888.76,333,-55229.39453125
156.7098,334,2313.96,1670000,15.1645,1947.99,334,-55235.6640625
156.6387,335,2328.77,1675000,15.364,1934.8,335,-55454.99609375
156.7262,336,2333.52,1680000,15.4577,1932.65,336,-55525.85546875
156.7327,337,2310.98,1685000,15.3222,1918.54,337,-55578.95703125
156.6791,338,2324.72,1690000,15.3706,1950.97,338,-55616.62109375
156.787,339,2311.72,1695000,15.2567,1911.41,339,-55530.74609375
156.6424,340,2276.51,1700000,15.2258,1939.48,340,-55819.08984375
156.6384,341,2307.69,1705000,14.9699,1930.84,341,-55888.828125
156.6904,342,2327.4,1710000,15.5253,1896.94,342,-56043.3203125
156.6147,343,2311.7,1715000,14.9899,1922.72,343,-56140.30078125
156.6833,344,2292.27,1720000,15.2002,1919.7,344,-56142.9609375
156.5333,345,2315.65,1725000,15.0773,1956.48,345,-56185.96484375
156.5875,346,2287.55,1730000,15.2493,1838.6,346,-56205.46875
156.6731,347,2302.39,1735000,15.3776,1934.27,347,-56381.29296875
156.7557,348,2307.01,1740000,15.5306,1809.52,348,-56393.32421875
156.7961,349,2307.51,1745000,15.2937,1914.17,349,-56621.8203125
156.684,350,2335.61,1750000,15.1628,1907.31,350,-56692.6484375
156.6434,351,2299.16,1755000,15.4981,1891.3,351,-56834.4921875
156.6665,352,2309.76,1760000,15.2335,1926.58,352,-56886.8203125
156.6727,353,2324.31,1765000,15.3466,1948.34,353,-56934.21484375
156.5816,354,2301.96,1770000,15.2924,1937.53,354,-56916.4765625
156.6414,355,2333.87,1775000,15.4172,1958.15,355,-57199.203125
156.7591,356,2331.32,1780000,15.356,1970.96,356,-57287.2890625
156.7121,357,2319.49,1785000,15.3601,1952.67,357,-57370.95703125
156.6529,358,2319.31,1790000,15.1851,1900.91,358,-57235.015625
156.5581,359,2327.82,1795000,15.4069,1844.52,359,-57540.16796875
156.5809,360,2315.65,1800000,15.4922,1960.98,360,-57541.80859375
156.6084,361,2338.57,1805000,15.4576,1940.13,361,-57771.0859375
156.7018,362,2305.26,1810000,15.3169,1974.01,362,-57785.609375
156.728,363,2322.64,1815000,15.4574,1904.77,363,-57947.78125
156.7404,364,2315.01,1820000,15.4296,1964.38,364,-57885.890625
156.6551,365,2305.14,1825000,15.3433,1902.11,365,-57898.51171875
156.5709,366,2318.35,1830000,15.1198,1908.41,366,-57873.2109375
156.587,367,2307.17,1835000,15.2184,1863.87,367,-58180.45703125
156.5124,368,2310.1,1840000,15.149,1858.77,368,-58288.359375
156.618,369,2319.59,1845000,15.3871,1956.85,369,-58444.21875
156.63,370,2327.96,1850000,15.2022,1934.78,370,-58503.90625
156.6872,371,2313.65,1855000,15.2955,1969.18,371,-58524.30859375
156.5927,372,2283.57,1860000,15.5848,1921.52,372,-58773.44921875
156.7442,373,2320.89,1865000,15.5165,1957.14,373,-58879.78125
156.6158,374,2324.59,1870000,15.3615,1966.89,374,-58654.859375
156.7897,375,2310.34,1875000,15.5691,1933.01,375,-59006.8984375
156.698,376,2318.18,1880000,15.3334,1929.51,376,-58804.12109375
156.7437,377,2336.52,1885000,15.3935,1936.59,377,-59138.38671875
156.635,378,2326.61,1890000,15.3865,1979.64,378,-59211.03125
156.6205,379,2347.75,1895000,15.4626,1932.65,379,-59248.5234375
156.695,380,2336.66,1900000,15.448,1937.22,380,-59538.3203125
156.6767,381,2305.52,1905000,15.1986,1905.95,381,-59206.234375
156.6804,382,2317.57,1910000,15.4491,1935.53,382,-59654.81640625
156.6444,383,2323.36,1915000,15.2653,1921.86,383,-59457.83984375
156.5608,384,2335.9,1920000,15.2861,1954.31,384,-59865.97265625
156.6079,385,2322.13,1925000,15.4804,1906.85,385,-59787.734375
156.7462,386,2311.3,1930000,15.2458,1913.27,386,-59843.7265625
156.7313,387,2303.26,1935000,15.2143,1879.88,387,-59910.74609375
156.7241,388,2320.78,1940000,15.2238,1877.65,388,-59944.35546875
156.6789,389,2332.45,1945000,15.3466,1897.19,389,-60094.921875
156.6514,390,2295.64,1950000,15.3186,1815.24,390,-60202.359375
156.6088,391,2338.3,1955000,15.3866,1882.37,391,-60462.7265625
156.7284,392,2340.31,1960000,15.4052,1932.79,392,-60582.078125
