Itration,Running Update Time,Running Forward KL,Real Sto Return,Reward Loss,Running Reverse KL,Real Det Return,Running Env Steps
90,90,156.9838,1819.79,-3283.66552734375,15.9681,2147.86,450000
91,91,157.0629,1827.64,-3340.4345703125,15.9053,2134.65,455000
92,92,156.8183,1791.38,-3378.486572265625,15.7563,2133.43,460000
93,93,156.8504,1870.9,-3404.20849609375,16.0028,2161.01,465000
94,94,156.6995,1787.97,-3476.813720703125,15.4668,2130.98,470000
95,95,156.7826,1802.64,-3509.4150390625,15.6394,2132.77,475000
96,96,156.9145,1793.19,-3584.990966796875,15.7829,2106.7,480000
97,97,156.8431,1817.66,-3617.252685546875,16.2367,2188.0,485000
98,98,156.8609,1776.41,-3667.334716796875,15.4972,2084.86,490000
99,99,156.7957,1824.51,-3687.27587890625,15.8121,2176.26,495000
100,100,157.0067,1833.53,-3758.197265625,16.1868,2205.59,500000
101,101,156.9087,1793.97,-3808.798828125,15.8721,2164.83,505000
102,102,156.8798,1824.33,-3845.40087890625,15.9472,2180.51,510000
103,103,156.8148,1832.84,-3915.8720703125,16.1736,2202.3,515000
104,104,156.7596,1824.93,-3945.42333984375,16.1942,2176.77,520000
105,105,156.8183,1786.81,-3972.159912109375,15.5237,2080.21,525000
106,106,156.8061,1853.14,-4035.289306640625,15.7377,2198.77,530000
107,107,156.8527,1821.71,-4082.3564453125,15.7692,2178.32,535000
108,108,156.7558,1834.2,-4136.1025390625,15.6651,2152.0,540000
109,109,156.6312,1862.04,-4173.96728515625,15.7098,2212.43,545000
110,110,156.6879,1852.93,-4210.908203125,15.6968,2179.97,550000
111,111,156.7839,1814.05,-4287.4365234375,15.5995,2111.96,555000
112,112,156.7941,1847.7,-4301.52392578125,16.0822,2185.07,560000
113,113,156.8205,1841.39,-4386.11767578125,15.6304,2168.95,565000
114,114,156.7551,1854.54,-4440.33740234375,15.9085,2194.14,570000
115,115,156.8818,1818.1,-4484.10986328125,15.7594,2142.88,575000
116,116,156.6468,1816.69,-4506.1337890625,15.6094,2157.76,580000
117,117,156.9607,1835.21,-4575.89013671875,15.5798,2173.43,585000
118,118,156.9057,1834.46,-4611.79541015625,15.5972,2171.18,590000
119,119,156.6739,1822.63,-4675.70849609375,15.6375,2147.88,595000
120,120,156.7352,1840.02,-4699.70068359375,15.5351,2165.96,600000
121,121,156.9168,1815.32,-4737.72802734375,15.5579,2155.39,605000
122,122,156.9534,1843.76,-4764.0791015625,15.9143,2200.19,610000
123,123,156.6742,1815.9,-4810.34912109375,15.5403,2126.45,615000
124,124,156.6933,1876.06,-4841.322265625,15.7097,2209.97,620000
125,125,156.8445,1848.39,-4866.22509765625,15.8898,2192.47,625000
126,126,156.7577,1832.2,-4923.6552734375,15.3837,2165.18,630000
127,127,156.6399,1877.54,-4981.96044921875,15.6558,2208.59,635000
128,128,157.0374,1857.02,-5032.9697265625,15.8783,2173.77,640000
129,129,156.6512,1858.1,-5043.78759765625,15.4308,2157.02,645000
130,130,156.6641,1845.9,-5089.51806640625,15.5018,2186.01,650000
131,131,156.8456,1844.78,-5145.73876953125,15.7093,2146.8,655000
132,132,157.0125,1878.88,-5197.99951171875,15.9359,2232.49,660000
133,133,156.7594,1847.32,-5239.23681640625,15.5026,2208.57,665000
134,134,156.9097,1836.59,-5280.17724609375,15.5417,2138.04,670000
135,135,156.9479,1896.38,-5328.3974609375,16.0401,2254.75,675000
136,136,156.8302,1860.74,-5318.5849609375,15.8127,2213.38,680000
137,137,156.8314,1888.36,-5400.88134765625,15.9667,2206.27,685000
138,138,156.8894,1857.34,-5425.14453125,15.9511,2230.18,690000
139,139,157.0311,1850.58,-5510.7666015625,16.0084,2205.53,695000
140,140,156.8971,1907.2,-5498.44091796875,16.0467,2230.98,700000
141,141,156.9686,1847.36,-5564.0400390625,15.5757,2205.58,705000
142,142,156.6628,1882.01,-5570.85205078125,15.4362,2220.02,710000
143,143,156.6741,1873.67,-5632.2529296875,15.8714,2235.76,715000
144,144,156.6567,1862.89,-5658.19873046875,15.4645,2201.89,720000
145,145,156.8329,1858.48,-5728.8291015625,15.5554,2173.27,725000
146,146,156.5617,1891.47,-5722.67041015625,15.3412,2230.07,730000
147,147,156.6636,1867.07,-5790.009765625,15.3661,2173.7,735000
148,148,156.7802,1848.56,-5846.8740234375,15.3417,2230.38,740000
149,149,156.6523,1904.57,-5872.9580078125,15.6596,2229.08,745000
150,150,156.8358,1886.63,-5943.9892578125,15.9007,2226.11,750000
151,151,156.823,1900.62,-5994.8271484375,16.1325,2268.28,755000
152,152,156.7067,1885.03,-5991.525390625,15.6124,2221.43,760000
153,153,156.5277,1912.48,-6038.59814453125,15.2857,2210.03,765000
154,154,156.7438,1894.06,-6133.94189453125,15.6227,2242.24,770000
155,155,156.672,1883.38,-6130.6279296875,15.5834,2202.51,775000
156,156,156.7547,1913.32,-6182.84814453125,15.6755,2208.27,780000
157,157,156.7946,1864.86,-6257.55810546875,15.3402,2173.65,785000
158,158,156.9027,1875.98,-6306.775390625,15.8267,2229.7,790000
159,159,156.7593,1887.62,-6298.0869140625,15.5885,2239.88,795000
160,160,156.7598,1893.86,-6370.22705078125,15.6884,2253.06,800000
161,161,156.6141,1910.2,-6465.0009765625,15.9237,2299.18,805000
162,162,156.8147,1872.14,-6471.884765625,15.4446,2220.53,810000
163,163,156.7761,1862.2,-6577.876953125,15.7526,2244.47,815000
164,164,156.84,1886.54,-6622.01025390625,15.8111,2252.43,820000
165,165,156.8241,1914.2,-6631.97265625,15.7656,2227.91,825000
166,166,156.7367,1902.16,-6691.54833984375,15.8241,2237.08,830000
167,167,156.8246,1896.9,-6700.34814453125,15.6558,2244.81,835000
168,168,156.6719,1866.71,-6736.359375,15.4687,2196.88,840000
169,169,156.7592,1900.89,-6816.74169921875,15.6217,2237.37,845000
170,170,156.9662,1902.16,-6890.65380859375,15.9358,2239.21,850000
171,171,156.7363,1906.52,-6939.4638671875,15.7505,2246.19,855000
172,172,156.7596,1920.55,-6990.4228515625,15.6508,2269.32,860000
173,173,156.6376,1908.58,-7008.09765625,15.8087,2247.68,865000
174,174,156.6816,1877.01,-7062.59765625,15.457,2228.82,870000
175,175,156.6148,1884.7,-7082.47265625,15.4938,2239.51,875000
176,176,156.9102,1890.96,-7153.00048828125,15.5707,2258.98,880000
177,177,156.8591,1914.96,-7213.63330078125,15.9419,2274.15,885000
178,178,156.5585,1931.93,-7288.0546875,15.823,2261.51,890000
179,179,156.5685,1922.03,-7309.59814453125,15.6352,2234.8,895000
180,180,156.6103,1890.58,-7372.21875,15.4683,2237.27,900000
181,181,156.7038,1914.88,-7417.54833984375,15.7103,2287.35,905000
182,182,156.5644,1883.41,-7440.03369140625,15.6938,2191.94,910000
183,183,156.5902,1896.4,-7464.46875,15.2012,2261.48,915000
184,184,156.9927,1905.85,-7578.1162109375,15.7211,2259.84,920000
185,185,156.7854,1882.65,-7617.08203125,15.6326,2208.88,925000
186,186,156.8446,1916.68,-7668.10693359375,15.7065,2270.79,930000
187,187,156.711,1918.84,-7733.19287109375,15.6475,2253.81,935000
188,188,156.6964,1900.76,-7775.935546875,15.6092,2275.68,940000
189,189,156.6774,1943.64,-7845.0576171875,15.9599,2294.89,945000
190,190,156.6922,1871.84,-7833.7666015625,15.3717,2205.33,950000
191,191,156.68,1886.35,-7912.9619140625,15.4363,2223.19,955000
192,192,156.6754,1890.19,-7907.0224609375,15.1919,2240.02,960000
193,193,156.66,1884.58,-7928.37646484375,15.4205,2189.88,965000
194,194,156.7282,1925.63,-8030.05322265625,15.647,2267.41,970000
195,195,156.708,1882.91,-8086.189453125,15.4495,2244.6,975000
196,196,156.5973,1915.52,-8102.4169921875,15.5033,2264.19,980000
197,197,156.6677,1929.72,-8157.57177734375,15.3702,2238.61,985000
198,198,156.7574,1896.59,-8193.82421875,15.705,2234.61,990000
199,199,156.5826,1933.22,-8248.08984375,15.5337,2288.83,995000
200,200,156.7803,1902.25,-8260.505859375,15.6168,2214.93,1000000
201,201,156.6947,1921.43,-8336.9072265625,15.669,2245.14,1005000
202,202,156.6935,1922.85,-8353.5888671875,15.583,2228.38,1010000
203,203,156.7317,1914.85,-8382.841796875,15.5446,2243.21,1015000
204,204,156.9251,1896.94,-8436.33984375,15.487,2221.43,1020000
205,205,156.779,1878.45,-8460.6943359375,15.5406,2208.92,1025000
206,206,156.6575,1891.98,-8489.5810546875,15.4713,2191.65,1030000
207,207,156.7554,1910.93,-8503.9375,15.6519,2183.98,1035000
208,208,156.8608,1902.59,-8541.13671875,15.5852,2221.27,1040000
209,209,156.7174,1900.62,-8605.7783203125,15.573,2199.98,1045000
210,210,156.6664,1911.45,-8614.7646484375,15.5309,2228.04,1050000
211,211,156.7263,1890.03,-8644.515625,15.5595,2216.46,1055000
212,212,156.5154,1913.21,-8677.787109375,15.5891,2231.83,1060000
213,213,156.6808,1905.79,-8713.2568359375,15.5332,2207.98,1065000
214,214,156.5931,1914.71,-8736.7529296875,15.6228,2243.64,1070000
215,215,156.7402,1903.08,-8781.474609375,15.4882,2240.65,1075000
216,216,156.6505,1887.68,-8793.44921875,15.5853,2227.12,1080000
217,217,156.7236,1872.43,-8842.5419921875,15.6157,2218.77,1085000
218,218,156.6878,1911.87,-8852.1044921875,15.5522,2218.7,1090000
219,219,156.8228,1904.49,-8872.189453125,15.5924,2222.65,1095000
220,220,156.5074,1929.56,-8939.8310546875,15.7033,2259.99,1100000
221,221,156.5514,1901.66,-8943.7705078125,15.6799,2229.8,1105000
222,222,156.8246,1906.7,-8960.0361328125,15.5472,2216.62,1110000
223,223,156.7648,1895.17,-8984.693359375,15.4738,2203.12,1115000
224,224,156.9349,1899.88,-9009.857421875,15.6873,2228.1,1120000
225,225,156.8489,1915.63,-9035.9287109375,15.7252,2242.32,1125000
226,226,156.7872,1911.45,-9011.939453125,15.6079,2256.73,1130000
227,227,156.6551,1920.36,-9094.1943359375,15.6565,2250.74,1135000
228,228,156.7271,1900.68,-9097.7724609375,15.6264,2256.83,1140000
229,229,156.7642,1926.65,-9114.4853515625,15.7937,2271.16,1145000
230,230,156.6579,1911.46,-9165.111328125,15.6424,2264.61,1150000
231,231,156.768,1920.65,-9191.640625,15.6418,2247.41,1155000
232,232,156.792,1926.56,-9215.3408203125,15.4202,2260.07,1160000
233,233,156.7382,1923.62,-9276.0517578125,15.6981,2248.28,1165000
234,234,156.7455,1925.7,-9265.357421875,15.6906,2250.66,1170000
235,235,156.7917,1940.97,-9307.5283203125,15.5664,2270.13,1175000
236,236,156.599,1920.18,-9319.4912109375,15.538,2250.82,1180000
237,237,156.6942,1897.68,-9364.708984375,15.5729,2235.39,1185000
238,238,156.725,1900.93,-9384.2197265625,15.6419,2244.48,1190000
239,239,156.7738,1917.01,-9396.0693359375,15.7698,2262.58,1195000
240,240,156.5994,1914.88,-9411.056640625,15.5993,2234.53,1200000
241,241,156.6572,1924.08,-9444.5302734375,15.6276,2270.03,1205000
242,242,156.7279,1904.95,-9463.3994140625,15.629,2250.68,1210000
243,243,156.5993,1919.76,-9477.90234375,15.4734,2234.35,1215000
244,244,156.643,1936.46,-9540.8935546875,15.6488,2272.31,1220000
245,245,156.7199,1924.86,-9541.458984375,15.4554,2252.57,1225000
246,246,156.6511,1928.23,-9539.150390625,15.4463,2246.13,1230000
247,247,156.6225,1939.07,-9639.47265625,15.5056,2264.94,1235000
248,248,156.8108,1924.33,-9605.0751953125,15.4265,2263.88,1240000
249,249,156.7562,1921.57,-9628.6201171875,15.5302,2242.42,1245000
250,250,156.8871,1953.7,-9675.1357421875,15.6886,2258.01,1250000
251,251,156.6769,1926.49,-9693.9375,15.4625,2271.73,1255000
252,252,156.3615,1930.89,-9735.7734375,15.5689,2247.8,1260000
253,253,156.6101,1949.26,-9752.2353515625,15.5973,2263.84,1265000
254,254,156.7082,1951.08,-9763.6689453125,15.6071,2256.53,1270000
255,255,156.8609,1925.42,-9784.62109375,15.3763,2262.02,1275000
256,256,156.6991,1926.48,-9829.1416015625,15.4637,2240.86,1280000
257,257,156.8136,1926.86,-9829.5693359375,15.6021,2262.19,1285000
258,258,156.5619,1943.04,-9890.095703125,15.5965,2290.42,1290000
259,259,156.6901,1950.85,-9897.732421875,15.5746,2271.08,1295000
260,260,156.6835,1926.51,-9948.396484375,15.5687,2231.11,1300000
261,261,156.7148,1940.79,-9916.564453125,15.5947,2248.68,1305000
262,262,156.6753,1935.53,-10025.052734375,15.7656,2249.27,1310000
263,263,156.6934,1949.5,-9987.9150390625,15.7469,2246.45,1315000
264,264,156.6812,1939.65,-10018.6630859375,15.7313,2244.79,1320000
265,265,156.6392,1936.77,-10057.3125,15.653,2302.65,1325000
266,266,156.7254,1962.92,-10098.3857421875,15.7769,2265.08,1330000
267,267,156.8422,1938.88,-10098.3427734375,15.6855,2293.69,1335000
268,268,156.5902,1944.52,-10095.4169921875,15.7469,2301.26,1340000
269,269,156.7427,1953.05,-10149.84765625,15.6526,2264.05,1345000
270,270,156.6421,1947.18,-10202.2275390625,15.8448,2260.51,1350000
271,271,156.654,1941.96,-10214.3046875,15.6992,2270.04,1355000
272,272,156.6599,1924.15,-10229.88671875,15.607,2243.42,1360000
273,273,156.5733,1938.88,-10245.046875,15.7661,2294.86,1365000
274,274,156.7066,1921.26,-10264.81640625,15.5462,2284.07,1370000
275,275,156.4823,1935.8,-10301.859375,15.532,2268.2,1375000
276,276,156.595,1947.51,-10355.6923828125,15.7088,2254.51,1380000
277,277,156.7138,1952.76,-10355.294921875,15.8329,2268.19,1385000
278,278,156.7038,1944.71,-10336.9091796875,15.7684,2293.36,1390000
279,279,156.6885,1963.14,-10342.6669921875,15.7055,2287.27,1395000
280,280,156.8524,1943.45,-10409.8515625,15.7345,2290.44,1400000
281,281,156.5321,1936.02,-10416.6025390625,15.6912,2275.07,1405000
282,282,156.6977,1935.63,-10454.7236328125,15.6508,2299.57,1410000
283,283,156.8334,1927.93,-10502.3017578125,15.7955,2298.08,1415000
284,284,156.7009,1953.48,-10486.0283203125,15.5836,2294.16,1420000
285,285,156.7325,1929.09,-10495.66796875,15.7581,2273.09,1425000
286,286,156.9095,1935.66,-10536.248046875,15.6064,2289.11,1430000
287,287,156.8834,1932.08,-10520.3076171875,15.532,2250.45,1435000
288,288,156.739,1941.67,-10555.015625,15.4454,2262.09,1440000
289,289,156.8579,1938.73,-10634.3896484375,15.6669,2287.53,1445000
290,290,156.6395,1959.07,-10643.240234375,15.5789,2287.6,1450000
291,291,156.7361,1964.1,-10623.0595703125,15.6672,2263.7,1455000
292,292,156.602,1927.75,-10661.185546875,15.6956,2291.06,1460000
293,293,156.7303,1934.8,-10648.494140625,15.536,2280.84,1465000
294,294,156.6657,1957.14,-10696.373046875,15.6477,2283.5,1470000
295,295,156.788,1934.19,-10722.9921875,15.6788,2277.15,1475000
296,296,156.5872,1970.62,-10741.2333984375,15.7342,2291.48,1480000
297,297,156.5922,1961.14,-10770.935546875,15.4763,2280.12,1485000
298,298,156.6306,1959.49,-10734.3935546875,15.4936,2285.48,1490000
299,299,156.6671,1940.26,-10790.12890625,15.6714,2284.97,1495000
300,300,156.7803,1959.68,-10824.033203125,15.5134,2297.54,1500000
301,301,156.6803,1962.1,-10826.3720703125,15.681,2308.71,1505000
302,302,156.7619,1944.16,-10866.1962890625,15.4605,2282.92,1510000
303,303,156.6893,1954.54,-10911.6376953125,15.7054,2303.55,1515000
304,304,156.7229,1940.79,-10899.625,15.5346,2299.66,1520000
305,305,156.6909,1961.6,-10937.0908203125,15.6638,2330.67,1525000
306,306,156.6063,1983.97,-10951.5546875,15.5891,2315.34,1530000
307,307,156.7647,1939.99,-10959.0947265625,15.539,2309.24,1535000
308,308,156.6072,1985.37,-10993.5732421875,15.7401,2340.9,1540000
309,309,156.7468,1968.39,-10987.2421875,15.514,2314.01,1545000
310,310,156.7559,1972.08,-11021.6943359375,15.6344,2315.36,1550000
311,311,156.692,1966.43,-11042.732421875,15.572,2309.91,1555000
312,312,156.6963,1965.85,-11072.7216796875,15.4778,2333.99,1560000
313,313,156.6282,1938.14,-11116.5087890625,15.4614,2300.02,1565000
314,314,156.5503,1955.17,-11111.13671875,15.4686,2313.85,1570000
315,315,156.5835,1960.11,-11106.4970703125,15.2702,2315.93,1575000
316,316,156.5996,1971.12,-11137.9345703125,15.4925,2312.65,1580000
317,317,156.6463,1961.57,-11083.068359375,15.3072,2326.09,1585000
318,318,156.5994,1978.71,-11156.21875,15.6072,2312.41,1590000
319,319,156.792,1943.16,-11182.048828125,15.4584,2302.22,1595000
320,320,156.6342,1981.52,-11207.8388671875,15.5568,2318.06,1600000
321,321,156.6334,1970.79,-11210.3330078125,15.4556,2328.57,1605000
322,322,156.7259,1976.23,-11229.0634765625,15.5437,2332.6,1610000
323,323,156.6849,1969.05,-11300.4267578125,15.57,2316.93,1615000
324,324,156.4963,1982.97,-11283.52734375,15.6264,2338.4,1620000
325,325,156.5903,1974.22,-11322.75390625,15.6813,2322.83,1625000
326,326,156.7035,1972.21,-11319.966796875,15.5201,2317.6,1630000
327,327,156.6087,1970.06,-11351.037109375,15.6525,2340.07,1635000
328,328,156.586,1976.25,-11361.984375,15.5247,2343.65,1640000
329,329,156.6599,1965.75,-11366.98828125,15.6237,2343.75,1645000
330,330,156.605,1968.7,-11430.0888671875,15.6622,2337.76,1650000
331,331,156.6364,1980.99,-11430.6435546875,15.5147,2343.64,1655000
332,332,156.6363,1979.88,-11411.46875,15.4164,2330.17,1660000
333,333,156.6209,1986.42,-11413.6826171875,15.6478,2315.78,1665000
334,334,156.6087,1983.03,-11410.7265625,15.4009,2329.48,1670000
335,335,156.7641,1983.14,-11463.037109375,15.7479,2332.76,1675000
336,336,156.5562,1965.81,-11488.0595703125,15.4252,2324.4,1680000
337,337,156.4936,1964.66,-11534.341796875,15.7315,2316.22,1685000
338,338,156.6355,1960.01,-11527.517578125,15.6816,2309.79,1690000
339,339,156.6377,1984.48,-11556.5703125,15.6851,2319.3,1695000
340,340,156.5784,1997.58,-11574.28125,15.6797,2359.69,1700000
341,341,156.5775,1971.95,-11566.861328125,15.5289,2333.1,1705000
342,342,156.7439,1971.97,-11605.6923828125,15.5978,2315.75,1710000
343,343,156.6239,1973.77,-11585.3115234375,15.6152,2316.76,1715000
344,344,156.6286,1969.17,-11628.9365234375,15.5497,2323.2,1720000
345,345,156.4538,1961.65,-11603.3212890625,15.392,2288.01,1725000
346,346,156.688,1996.88,-11672.0927734375,15.4387,2326.7,1730000
347,347,156.5007,1970.95,-11705.3623046875,15.3546,2315.64,1735000
348,348,156.6851,1960.23,-11698.4619140625,15.1749,2290.06,1740000
349,349,156.7081,1935.77,-11703.67578125,15.4067,2294.9,1745000
350,350,156.5369,1972.1,-11772.1982421875,15.4913,2315.9,1750000
351,351,156.5594,1948.01,-11760.3818359375,15.2406,2271.27,1755000
352,352,156.4773,1937.14,-11788.375,15.2625,2299.78,1760000
353,353,156.538,1966.41,-11852.798828125,15.4605,2330.27,1765000
354,354,156.6884,1969.18,-11872.8759765625,15.4238,2317.3,1770000
355,355,156.5312,1938.1,-11887.0146484375,15.3096,2303.19,1775000
356,356,156.6412,1972.82,-11848.88671875,15.4065,2303.38,1780000
357,357,156.5926,1928.64,-11934.474609375,15.525,2266.31,1785000
358,358,156.5487,1966.63,-11899.7080078125,15.3773,2317.6,1790000
359,359,156.6127,1954.3,-11983.017578125,15.4933,2324.62,1795000
360,360,156.6943,1959.27,-11949.63671875,15.5488,2326.16,1800000
361,361,156.5611,1960.09,-11989.2822265625,15.5005,2331.13,1805000
362,362,156.6638,1985.75,-11987.9931640625,15.5827,2342.53,1810000
363,363,156.5793,1981.87,-12020.2275390625,15.3456,2327.2,1815000
364,364,156.6468,1959.67,-11986.1865234375,15.3368,2305.11,1820000
365,365,156.5905,1964.92,-12052.9814453125,15.4148,2323.42,1825000
366,366,156.4553,1980.25,-12067.35546875,15.3189,2312.09,1830000
367,367,156.579,1969.08,-12070.65234375,15.1067,2316.11,1835000
368,368,156.6708,1965.79,-12147.744140625,15.3907,2313.98,1840000
369,369,156.4995,1979.8,-12106.689453125,15.2903,2334.25,1845000
370,370,156.5607,1960.48,-12163.6708984375,15.2215,2303.04,1850000
371,371,156.3882,1961.41,-12187.3505859375,15.3041,2311.52,1855000
372,372,156.5472,1967.13,-12158.8359375,15.3344,2296.85,1860000
373,373,156.5469,1961.11,-12210.599609375,15.4298,2316.82,1865000
374,374,156.5732,1977.56,-12216.9111328125,15.2427,2329.79,1870000
