Real Det Return,Real Sto Return,Running Forward KL,Running Env Steps,Running Update Time,Itration,Reward Loss,Running Reverse KL
145.14,154.57,578.839,2015000,403,403,-86085.171875,308.06
79.23,76.02,641.0032,2020000,404,404,-93407.7421875,361.1508
57.23,57.08,604.6363,2025000,405,405,-90804.03125,342.5427
58.2,58.36,635.7138,2030000,406,406,-93811.359375,470.339
177.36,159.59,536.4063,2035000,407,407,-90063.3984375,435.0657
61.59,66.4,647.4058,2040000,408,408,-96583.46875,1521.8749
59.09,59.7,612.4275,2045000,409,409,-93543.640625,514.7309
64.3,62.1,616.1896,2050000,410,410,-89824.1171875,989.5482
61.97,63.4,651.0864,2055000,411,411,-95645.7890625,1310.3425
76.22,98.53,603.1795,2060000,412,412,-90485.8203125,792.0065
87.5,100.8,578.19,2065000,413,413,-93167.109375,350.4175
374.02,350.44,502.31,2070000,414,414,-93903.9609375,477.6363
388.41,319.58,504.9219,2075000,415,415,-93888.1171875,1165.5291
70.37,71.31,551.5463,2080000,416,416,-95662.1953125,423.3048
61.71,62.42,719.6286,2085000,417,417,-98697.4296875,1769.1712
63.21,61.86,652.5512,2090000,418,418,-97615.703125,717.4472
58.15,57.87,682.9774,2095000,419,419,-98530.90625,988.9171
58.3,58.1,731.8607,2100000,420,420,-98762.8828125,767.7164
57.63,58.06,756.8206,2105000,421,421,-99025.3046875,2092.2535
61.7,61.26,728.0322,2110000,422,422,-98947.6015625,1526.2613
59.82,60.28,748.059,2115000,423,423,-98950.7109375,1427.0239
56.73,56.45,756.0784,2120000,424,424,-99091.953125,3146.7893
58.21,57.78,737.852,2125000,425,425,-99019.1171875,1247.0534
56.52,56.75,716.5671,2130000,426,426,-98674.0234375,609.2396
55.21,55.76,729.1905,2135000,427,427,-98720.390625,1085.369
57.32,56.87,725.5159,2140000,428,428,-98802.734375,1241.5867
53.4,53.69,758.4125,2145000,429,429,-99132.8828125,2361.7617
56.23,55.12,751.8666,2150000,430,430,-97988.6484375,2151.172
51.82,53.88,712.7844,2155000,431,431,-98507.5546875,1258.6094
72.92,64.86,609.6795,2160000,432,432,-98459.34375,889.1023
54.54,54.89,773.5073,2165000,433,433,-99221.1953125,2402.4538
56.19,57.16,737.012,2170000,434,434,-99295.5859375,1351.2119
53.59,55.3,688.8793,2175000,435,435,-98659.2578125,818.6047
57.55,58.54,742.7751,2180000,436,436,-99252.0859375,780.4163
126.78,89.02,741.7147,2185000,437,437,-99280.7421875,2329.3771
61.81,62.3,747.9077,2190000,438,438,-98956.328125,485.5058
67.33,78.73,587.8482,2195000,439,439,-98686.0703125,1178.4374
59.81,74.54,739.2721,2200000,440,440,-99239.1953125,1698.3393
56.24,57.6,714.766,2205000,441,441,-99071.3359375,1023.7366
55.21,56.41,712.5147,2210000,442,442,-98377.1328125,1636.5522
57.13,57.16,703.1932,2215000,443,443,-96880.234375,799.7457
57.72,57.36,780.4202,2220000,444,444,-99307.9375,552.3123
54.47,54.57,776.5757,2225000,445,445,-99388.203125,2341.2252
56.66,56.15,777.4468,2230000,446,446,-99292.9453125,3136.4219
57.63,58.13,736.0268,2235000,447,447,-99229.890625,2195.7005
56.91,56.64,756.4614,2240000,448,448,-99476.8046875,1741.3738
66.05,70.15,605.69,2245000,449,449,-99367.34375,2704.9839
56.08,55.95,845.0605,2250000,450,450,-99518.3671875,2747.9969
56.18,56.31,667.4325,2255000,451,451,-98591.9921875,1678.3948
314.21,314.69,539.8364,2260000,452,452,-95279.609375,1530.2951
342.34,320.37,522.939,2265000,453,453,-94316.65625,729.0729
429.17,412.48,511.9508,2270000,454,454,-93259.2109375,960.4966
390.79,408.94,534.9743,2275000,455,455,-96017.5390625,1333.1005
449.1,410.86,516.8749,2280000,456,456,-96427.4140625,1083.3378
436.79,416.52,518.0604,2285000,457,457,-94995.1328125,1031.8512
429.34,436.74,533.5138,2290000,458,458,-96723.6484375,2612.1537
386.02,400.97,526.7187,2295000,459,459,-95146.7578125,1696.0138
350.84,377.05,524.5853,2300000,460,460,-95567.5078125,1699.1903
341.17,343.27,534.3456,2305000,461,461,-96879.65625,2120.213
192.54,161.47,571.2616,2310000,462,462,-98435.2421875,1137.2737
200.76,180.05,558.5347,2315000,463,463,-97975.609375,2366.4967
133.95,111.37,580.371,2320000,464,464,-99282.5078125,1929.1886
58.87,58.25,782.6047,2325000,465,465,-99620.6953125,3041.0346
58.98,58.85,749.6482,2330000,466,466,-99617.9140625,1888.8812
57.75,58.3,756.3307,2335000,467,467,-99565.8984375,2568.8871
58.13,58.0,738.3198,2340000,468,468,-99580.671875,2186.5086
57.14,56.47,782.0934,2345000,469,469,-99626.2421875,3252.033
56.41,56.38,778.3489,2350000,470,470,-99633.859375,1659.4731
52.08,53.03,807.669,2355000,471,471,-99625.0703125,1093.7577
55.94,55.91,797.5709,2360000,472,472,-99631.0078125,2662.058
55.73,55.69,754.0822,2365000,473,473,-99600.9140625,1965.5158
54.95,54.96,778.9114,2370000,474,474,-99636.0625,1721.9185
57.54,58.68,773.0918,2375000,475,475,-99610.6015625,1102.5028
57.93,57.95,750.1942,2380000,476,476,-99623.2890625,2199.611
55.97,55.69,798.9428,2385000,477,477,-99649.859375,3591.4875
58.17,58.35,736.5363,2390000,478,478,-99465.34375,1828.4149
57.35,55.64,891.2238,2395000,479,479,-99684.5390625,2457.6991
52.7,53.62,752.4213,2400000,480,480,-99624.2265625,2476.4347
55.28,55.81,768.9097,2405000,481,481,-99612.8203125,3110.9131
54.14,54.59,781.3553,2410000,482,482,-99625.109375,3635.9092
55.92,56.06,787.0564,2415000,483,483,-99670.3046875,2443.031
54.82,55.07,818.114,2420000,484,484,-99669.6875,1825.011
52.05,52.75,804.6572,2425000,485,485,-99640.1328125,3270.13
51.82,52.73,788.7073,2430000,486,486,-99712.828125,2461.5977
52.82,53.15,762.2428,2435000,487,487,-98821.0078125,2604.835
56.93,56.9,783.2531,2440000,488,488,-99719.0234375,2957.378
54.85,55.17,780.7554,2445000,489,489,-99719.0859375,2490.1865
52.77,52.37,747.7295,2450000,490,490,-98216.7734375,2593.2009
50.71,50.9,870.4189,2455000,491,491,-99606.625,1999.023
48.2,49.79,780.5132,2460000,492,492,-99665.7265625,2141.6805
48.57,49.96,826.2849,2465000,493,493,-99708.0234375,2582.7163
49.98,51.17,720.5911,2470000,494,494,-98079.4921875,2077.4934
53.66,52.2,794.6738,2475000,495,495,-99717.2890625,1713.016
48.15,48.5,834.1421,2480000,496,496,-99753.65625,1182.7069
49.24,50.64,773.402,2485000,497,497,-99743.7734375,2881.8115
52.42,52.88,800.1522,2490000,498,498,-99749.734375,1674.3965
50.7,50.95,814.5738,2495000,499,499,-99759.3125,1816.5018
49.75,50.37,814.5273,2500000,500,500,-99736.3984375,2323.2289
53.72,53.44,741.168,2505000,501,501,-99288.0625,1524.7821
54.55,54.66,784.114,2510000,502,502,-99692.8984375,1494.0507
54.95,54.69,790.5455,2515000,503,503,-99782.15625,1659.8262
54.95,54.74,785.1812,2520000,504,504,-99775.2890625,3684.0711
54.07,54.13,776.9152,2525000,505,505,-99738.7890625,1890.7579
52.26,52.7,806.7921,2530000,506,506,-99765.3359375,1726.9311
54.31,53.87,793.3877,2535000,507,507,-99794.3203125,3243.5263
54.12,53.9,784.9235,2540000,508,508,-99769.5234375,2517.8428
53.86,54.2,811.1924,2545000,509,509,-99800.4609375,3846.7399
54.66,54.13,786.9699,2550000,510,510,-99792.0859375,2656.63
55.29,54.94,764.5881,2555000,511,511,-99714.203125,2116.6056
53.52,53.61,776.4797,2560000,512,512,-99756.109375,1672.6154
53.23,52.99,783.6925,2565000,513,513,-99762.9921875,2041.6549
55.59,54.89,799.2751,2570000,514,514,-99797.4609375,3156.1115
53.29,53.32,770.7787,2575000,515,515,-99790.4765625,3193.174
52.51,53.66,788.8874,2580000,516,516,-99698.921875,2328.9741
53.28,53.91,798.443,2585000,517,517,-99776.5859375,2179.2321
54.24,54.24,791.7695,2590000,518,518,-99813.7421875,2824.7054
51.66,52.49,769.5704,2595000,519,519,-99489.453125,2024.6028
53.22,53.63,748.3079,2600000,520,520,-99478.5703125,1848.3771
51.93,51.64,831.1478,2605000,521,521,-99725.7265625,3054.2084
51.96,52.48,757.3637,2610000,522,522,-99726.390625,1690.8363
50.52,50.42,761.4924,2615000,523,523,-99627.0625,1911.0132
51.98,52.21,773.2524,2620000,524,524,-99731.3671875,3331.8204
51.93,51.88,774.4839,2625000,525,525,-99697.0,1876.0078
51.06,51.16,772.4428,2630000,526,526,-99696.4453125,2015.5637
51.98,52.16,763.2655,2635000,527,527,-99659.3984375,2505.8814
52.01,52.56,755.0124,2640000,528,528,-99733.65625,2437.7354
52.58,52.9,729.3763,2645000,529,529,-98714.9296875,1904.7274
51.5,51.89,741.0961,2650000,530,530,-99608.5078125,1583.9566
53.48,54.08,770.8642,2655000,531,531,-99746.0625,1933.8321
51.65,51.9,760.6253,2660000,532,532,-99620.1953125,3065.8929
55.02,55.01,732.7134,2665000,533,533,-99228.3046875,1835.1206
54.02,54.12,742.9367,2670000,534,534,-99529.171875,1487.8906
52.95,52.75,765.6649,2675000,535,535,-99664.625,1142.353
53.86,54.02,727.6156,2680000,536,536,-99315.6796875,1200.8835
53.65,53.73,753.4273,2685000,537,537,-99622.0546875,2824.3881
54.27,54.14,780.0881,2690000,538,538,-99749.171875,2061.4025
54.51,54.62,768.0352,2695000,539,539,-99749.0546875,3332.4363
54.17,54.18,736.5227,2700000,540,540,-94580.625,1218.6706
53.54,54.2,732.5754,2705000,541,541,-99082.7421875,1936.0438
51.47,51.83,743.8024,2710000,542,542,-99082.0703125,2063.803
53.14,53.7,727.4832,2715000,543,543,-91225.8671875,566.8621
53.07,52.91,749.3454,2720000,544,544,-98581.0390625,986.1571
54.58,54.22,723.6816,2725000,545,545,-95988.2265625,622.7933
54.09,54.4,751.0244,2730000,546,546,-99098.84375,1614.6686
54.35,54.21,742.7173,2735000,547,547,-97285.609375,1571.6306
55.44,55.41,748.0817,2740000,548,548,-95822.046875,648.6112
53.99,53.92,718.1319,2745000,549,549,-92546.484375,515.4789
54.79,54.79,686.8962,2750000,550,550,-98700.8828125,1788.8548
54.57,54.59,703.9798,2755000,551,551,-94135.4921875,488.4279
53.76,53.58,683.3611,2760000,552,552,-78435.5703125,374.9452
54.86,55.11,684.3343,2765000,553,553,-96583.9921875,1295.0138
56.35,56.06,673.0997,2770000,554,554,-95445.5390625,571.6268
56.06,55.57,714.7278,2775000,555,555,-95270.5234375,559.9398
53.8,53.77,699.1187,2780000,556,556,-92463.8046875,419.2053
53.45,53.48,681.493,2785000,557,557,-84541.90625,361.9834
52.94,53.21,703.9567,2790000,558,558,-90289.015625,475.1364
52.64,53.81,722.562,2795000,559,559,-95039.5390625,1505.7388
54.49,54.41,700.8201,2800000,560,560,-94343.7734375,521.1353
53.22,53.25,657.2427,2805000,561,561,-92497.484375,705.8872
53.12,53.09,667.9335,2810000,562,562,-96311.484375,1035.9632
53.4,53.4,676.668,2815000,563,563,-83694.8203125,427.4285
55.3,54.69,711.0753,2820000,564,564,-97421.75,1545.7831
51.55,51.31,685.1955,2825000,565,565,-97646.8671875,1050.7432
53.29,53.29,724.7277,2830000,566,566,-98690.96875,584.8757
54.52,54.43,715.3013,2835000,567,567,-98660.984375,509.5978
52.5,53.05,713.1815,2840000,568,568,-98512.3515625,561.4108
51.66,51.72,654.4732,2845000,569,569,-96929.21875,404.4252
51.92,52.02,722.5377,2850000,570,570,-98290.4765625,520.7172
53.13,53.19,677.7819,2855000,571,571,-81275.4296875,600.685
52.65,52.96,676.6056,2860000,572,572,-88074.7734375,503.384
51.79,51.89,664.2756,2865000,573,573,-81179.8203125,373.4327
52.72,53.34,663.5661,2870000,574,574,-89912.859375,355.1011
53.19,52.88,664.5118,2875000,575,575,-92925.8046875,410.7747
51.68,51.68,682.8539,2880000,576,576,-89263.734375,427.0771
51.73,51.99,680.11,2885000,577,577,-92445.9609375,430.007
51.89,51.9,655.9222,2890000,578,578,-90388.796875,366.6813
52.36,51.93,692.6882,2895000,579,579,-93949.1484375,805.5062
51.48,51.15,709.5853,2900000,580,580,-97801.734375,1090.2869
52.1,52.09,689.0084,2905000,581,581,-92488.84375,424.5447
52.31,52.43,672.4875,2910000,582,582,-91287.3359375,372.1574
52.88,52.96,670.1888,2915000,583,583,-93556.1015625,391.9848
54.67,54.65,670.0742,2920000,584,584,-88793.90625,621.252
51.55,51.44,672.3375,2925000,585,585,-89440.4765625,359.6591
53.22,53.11,660.2957,2930000,586,586,-85887.5703125,381.3102
52.63,52.63,673.435,2935000,587,587,-88333.7734375,364.4256
53.47,53.51,667.0847,2940000,588,588,-88467.828125,367.4845
53.45,53.26,669.4447,2945000,589,589,-90541.0234375,526.0004
53.46,53.49,674.21,2950000,590,590,-90520.859375,380.062
54.68,55.0,663.3621,2955000,591,591,-96126.84375,491.0703
53.6,53.6,691.7336,2960000,592,592,-93687.609375,409.2112
53.46,53.42,666.3164,2965000,593,593,-90453.015625,738.2645
53.47,53.52,672.7598,2970000,594,594,-89758.765625,359.3365
53.74,53.42,667.6556,2975000,595,595,-92708.6484375,395.8867
53.43,53.43,671.3788,2980000,596,596,-93966.6640625,477.1834
53.08,53.09,654.415,2985000,597,597,-90646.2265625,383.741
53.42,53.42,675.2145,2990000,598,598,-93374.578125,389.7672
52.66,52.69,672.8847,2995000,599,599,-93076.265625,457.3737
