Running Forward KL,Running Reverse KL,Real Sto Return,Running Update Time,Itration,Reward Loss,Running Env Steps,Real Det Return
47.5579,25.1294,1462.4,400,400,-6366.470703125,2000000,2112.84
46.8172,16.5149,1351.04,401,401,-6206.9375,2005000,1072.12
46.3716,16.5297,1478.05,402,402,-5080.57861328125,2010000,999.11
46.5226,18.45,727.24,403,403,-5573.50830078125,2015000,118.36
47.1246,19.1933,1315.36,404,404,-5779.89453125,2020000,777.7
47.039,18.4086,2334.56,405,405,-5725.9912109375,2025000,1700.49
47.6039,15.3342,1284.53,406,406,-5737.9990234375,2030000,2209.77
46.1809,17.9331,3030.54,407,407,-4986.9736328125,2035000,2922.72
47.6452,19.5041,1322.57,408,408,-5061.94482421875,2040000,1136.29
46.4739,20.271,3095.15,409,409,-5392.654296875,2045000,2987.92
45.7436,15.3126,2930.63,410,410,-4706.10205078125,2050000,3102.75
46.6161,19.0973,2924.17,411,411,-5393.5146484375,2055000,2878.18
45.972,15.958,2177.73,412,412,-4971.4765625,2060000,2632.54
46.2344,19.3016,2021.9,413,413,-5237.3427734375,2065000,1945.19
45.6583,15.6294,1282.12,414,414,-4833.2158203125,2070000,1738.91
47.4467,15.1569,1656.25,415,415,-5671.390625,2075000,1945.31
53.1311,39.7865,895.08,416,416,-6824.49951171875,2080000,1007.59
46.2048,16.5735,691.8,417,417,-5418.1533203125,2085000,1312.86
49.68,26.4807,400.72,418,418,-7245.84130859375,2090000,1046.32
46.8105,17.8537,1793.27,419,419,-5538.43408203125,2095000,2578.56
45.121,15.3241,1641.88,420,420,-4853.81689453125,2100000,2289.9
46.7946,17.3102,467.45,421,421,-5684.79248046875,2105000,1683.77
50.0495,32.8996,208.75,422,422,-7544.708984375,2110000,676.26
52.0395,96.8863,-7.68,423,423,-7803.1513671875,2115000,-9.05
55.8459,112.7811,29.15,424,424,-7822.630859375,2120000,31.4
56.7773,126.23,-18.11,425,425,-7888.50634765625,2125000,-18.27
56.64,119.9181,-14.1,426,426,-7954.748046875,2130000,-15.07
55.7067,42.2817,22.13,427,427,-8070.05029296875,2135000,21.58
54.1436,27.5367,433.32,428,428,-7955.32421875,2140000,115.69
56.989,186.0653,-6.8,429,429,-9576.39453125,2145000,-6.12
52.0007,42.3489,134.31,430,430,-8002.166015625,2150000,191.21
50.9729,45.0636,427.12,431,431,-8394.25,2155000,365.12
50.9517,46.9178,310.11,432,432,-8040.55029296875,2160000,297.71
49.6304,39.5415,377.48,433,433,-7425.70361328125,2165000,355.1
49.5896,24.696,1625.54,434,434,-6898.5087890625,2170000,1431.84
51.1985,43.0112,422.42,435,435,-7760.02392578125,2175000,569.11
49.3296,16.4697,743.19,436,436,-7417.3955078125,2180000,508.6
48.5352,38.2081,711.12,437,437,-7205.92138671875,2185000,514.97
48.4794,23.9827,546.46,438,438,-6515.57958984375,2190000,517.51
48.6537,22.4305,912.88,439,439,-6751.0341796875,2195000,868.89
49.6669,19.6541,1471.21,440,440,-7202.384765625,2200000,1677.19
52.6893,47.8865,135.05,441,441,-9109.7236328125,2205000,66.83
50.0578,43.7035,805.47,442,442,-8069.92724609375,2210000,580.58
50.0137,28.0474,1346.8,443,443,-7609.68017578125,2215000,1259.49
50.2283,20.7747,966.16,444,444,-7524.35791015625,2220000,213.12
49.5318,21.8088,1413.25,445,445,-7754.99658203125,2225000,1548.76
49.9038,22.1601,919.32,446,446,-7488.23486328125,2230000,1022.78
47.6884,23.1288,1077.68,447,447,-7092.779296875,2235000,567.42
53.6634,43.364,259.36,448,448,-8522.205078125,2240000,65.81
53.7825,39.772,987.85,449,449,-7693.13671875,2245000,997.56
54.7295,75.3069,49.05,450,450,-9539.5595703125,2250000,51.6
54.6916,81.3502,-10.3,451,451,-9413.443359375,2255000,-10.78
51.2918,33.9082,242.9,452,452,-7910.6826171875,2260000,91.14
52.9031,50.6323,264.35,453,453,-8331.03125,2265000,249.91
51.1328,39.1292,452.43,454,454,-8606.4580078125,2270000,491.6
48.6417,16.842,1155.2,455,455,-7117.3876953125,2275000,1205.17
47.6164,18.9385,446.28,456,456,-7286.9248046875,2280000,512.2
56.9243,106.3726,-6.71,457,457,-8832.09375,2285000,-6.26
50.4937,25.8971,60.98,458,458,-8155.04833984375,2290000,50.36
56.4552,41.8797,1018.23,459,459,-8166.869140625,2295000,1018.57
55.8462,47.3767,1002.67,460,460,-8646.0458984375,2300000,1002.39
56.2939,56.6983,707.0,461,461,-8792.375,2305000,634.0
52.495,29.6847,311.56,462,462,-9589.759765625,2310000,256.76
48.8658,49.4661,459.51,463,463,-8132.5205078125,2315000,379.99
55.9062,56.1442,-13.98,464,464,-9069.98046875,2320000,-9.85
56.7447,47.074,1013.35,465,465,-8332.58984375,2325000,1013.32
55.4548,73.8441,161.83,466,466,-9560.09375,2330000,106.6
55.0483,44.5497,237.9,467,467,-8805.9765625,2335000,219.62
52.1879,33.5578,306.12,468,468,-9028.548828125,2340000,482.58
48.3632,41.6835,725.56,469,469,-8500.677734375,2345000,706.4
48.7989,75.387,319.97,470,470,-8961.24609375,2350000,398.14
50.7557,54.8376,534.47,471,471,-8633.4775390625,2355000,549.17
51.2119,100.2365,232.43,472,472,-9047.564453125,2360000,228.42
56.8496,52.3874,927.0,473,473,-8543.8369140625,2365000,1009.18
55.8283,45.8376,929.12,474,474,-8603.4033203125,2370000,1016.23
54.0393,32.0554,846.64,475,475,-8355.98828125,2375000,1029.28
55.2103,37.7883,632.31,476,476,-8919.607421875,2380000,899.71
55.3651,75.9427,79.0,477,477,-10150.55078125,2385000,127.67
55.7477,37.4179,940.11,478,478,-8362.990234375,2390000,989.08
56.9284,47.606,921.78,479,479,-8417.2626953125,2395000,1006.19
52.3939,64.5765,2.78,480,480,-9948.7763671875,2400000,2.18
50.8554,27.3168,717.43,481,481,-8788.5537109375,2405000,1006.3
52.0751,76.9219,526.02,482,482,-9708.6103515625,2410000,532.56
49.8521,45.0052,507.43,483,483,-7839.63525390625,2415000,527.91
47.1924,25.8947,241.36,484,484,-7477.5341796875,2420000,254.57
49.917,64.9505,474.19,485,485,-8666.517578125,2425000,391.13
54.0624,30.8984,984.79,486,486,-9076.515625,2430000,1023.81
50.4004,23.3538,899.52,487,487,-8924.7275390625,2435000,1019.15
51.0889,42.2342,773.94,488,488,-9310.9541015625,2440000,563.39
54.0555,35.1771,-4.66,489,489,-10193.8017578125,2445000,-4.71
50.4563,26.2139,453.93,490,490,-9812.6796875,2450000,446.45
47.4125,21.9772,1074.22,491,491,-7217.84716796875,2455000,743.21
47.5309,20.7125,1452.59,492,492,-7415.5263671875,2460000,1610.79
46.5319,19.0223,987.02,493,493,-7367.8896484375,2465000,957.99
46.906,18.9842,2057.23,494,494,-7203.5283203125,2470000,2227.97
48.4693,23.6701,2754.52,495,495,-7216.2783203125,2475000,2902.28
47.2996,20.1472,2648.7,496,496,-7504.853515625,2480000,2581.42
46.8577,19.0164,2509.94,497,497,-6736.92822265625,2485000,2450.12
48.9488,19.9932,3272.62,498,498,-6016.86572265625,2490000,3615.82
48.285,24.0101,1826.62,499,499,-6274.6513671875,2495000,2203.78
48.5965,30.216,1123.62,500,500,-5126.7099609375,2500000,716.13
49.0946,47.7639,1037.31,501,501,-8714.11328125,2505000,1033.63
47.0931,33.2606,1508.22,502,502,-8024.79736328125,2510000,2243.2
49.7525,17.8656,1857.73,503,503,-7530.95361328125,2515000,2066.27
46.3566,16.3242,2508.85,504,504,-6661.7685546875,2520000,2813.4
46.1196,19.2649,2446.55,505,505,-6887.7734375,2525000,2475.87
45.572,15.965,2397.18,506,506,-6180.87939453125,2530000,2892.91
45.2786,17.4285,2410.72,507,507,-5498.322265625,2535000,3256.95
46.3629,18.3623,2876.37,508,508,-7007.34375,2540000,1145.43
46.9338,19.2565,2371.63,509,509,-7461.85400390625,2545000,2640.31
47.6162,19.1667,1760.22,510,510,-7180.06689453125,2550000,1962.86
47.3296,17.7593,2856.8,511,511,-7317.6708984375,2555000,3341.35
46.9816,16.176,2045.72,512,512,-7551.08154296875,2560000,1987.63
46.6513,20.259,2578.99,513,513,-7411.2587890625,2565000,2933.22
47.2908,15.0285,1995.84,514,514,-7722.4765625,2570000,1218.3
47.8481,16.5567,1279.69,515,515,-8055.87939453125,2575000,1749.97
47.7653,18.6153,2025.11,516,516,-8507.419921875,2580000,1548.09
47.3907,18.0966,1956.18,517,517,-8087.94384765625,2585000,3069.38
48.0712,18.7727,2678.18,518,518,-8042.69482421875,2590000,2708.67
47.1697,19.9732,3281.71,519,519,-6641.96240234375,2595000,3541.49
47.5067,19.0154,2761.99,520,520,-7859.40478515625,2600000,2823.9
49.9605,50.5706,320.51,521,521,-10101.9775390625,2605000,343.77
48.0164,34.8445,1677.96,522,522,-9114.5830078125,2610000,1302.01
50.5534,46.2779,365.51,523,523,-10388.669921875,2615000,961.05
50.2697,22.3189,1073.4,524,524,-9592.625,2620000,1017.51
47.5695,26.5245,1514.33,525,525,-7836.37890625,2625000,1862.11
45.8336,21.8853,3310.23,526,526,-5555.74462890625,2630000,2147.94
45.1798,21.1687,2157.42,527,527,-5526.88134765625,2635000,2002.17
44.852,16.109,743.14,528,528,-6708.16259765625,2640000,358.41
45.2966,17.236,1710.08,529,529,-6125.34912109375,2645000,1796.73
46.1845,17.1245,3020.68,530,530,-6195.947265625,2650000,3045.3
46.2507,15.7765,1853.15,531,531,-7159.30078125,2655000,2881.59
46.8986,24.78,2186.52,532,532,-7513.14208984375,2660000,2898.04
51.1781,33.9003,220.84,533,533,-9634.580078125,2665000,233.86
51.7206,63.566,202.74,534,534,-10593.173828125,2670000,194.9
56.8241,52.4133,953.65,535,535,-8894.0791015625,2675000,994.22
52.2706,63.577,273.84,536,536,-9994.263671875,2680000,340.43
47.4704,22.392,2503.5,537,537,-7158.50732421875,2685000,2867.64
48.8858,19.4793,1584.27,538,538,-7513.93798828125,2690000,776.96
46.8008,16.8599,598.58,539,539,-7712.76708984375,2695000,913.01
46.9783,21.2512,691.54,540,540,-7582.6484375,2700000,633.97
47.3954,18.9801,1851.74,541,541,-7955.94482421875,2705000,2140.57
47.3394,17.1638,2327.16,542,542,-7703.92529296875,2710000,2514.38
47.7977,33.2866,864.83,543,543,-8365.6962890625,2715000,693.95
48.9829,27.1918,1256.55,544,544,-9389.099609375,2720000,1013.66
48.6935,31.7468,779.63,545,545,-8632.076171875,2725000,628.59
49.4486,24.7058,2490.38,546,546,-7146.70703125,2730000,3491.42
48.2447,19.5546,772.34,547,547,-7926.87841796875,2735000,326.01
50.8898,46.9895,780.43,548,548,-9843.4873046875,2740000,571.08
54.9741,55.8233,705.81,549,549,-10070.41796875,2745000,423.65
55.2799,58.9272,486.94,550,550,-10332.337890625,2750000,326.66
56.1403,51.0966,956.67,551,551,-8972.71484375,2755000,1002.78
51.4096,43.128,995.28,552,552,-8913.8974609375,2760000,998.44
48.5962,26.4519,652.99,553,553,-9226.8203125,2765000,125.49
52.8764,43.6286,1179.32,554,554,-9177.798828125,2770000,1034.14
52.8351,37.8481,379.02,555,555,-9659.45703125,2775000,276.69
49.6012,46.9181,471.7,556,556,-10660.298828125,2780000,52.86
47.8543,15.1444,1363.72,557,557,-8658.7978515625,2785000,985.67
47.7817,16.8369,1879.82,558,558,-8647.19921875,2790000,2389.07
47.2329,15.8948,1666.25,559,559,-8294.8623046875,2795000,2519.16
47.7618,19.6755,1600.44,560,560,-8999.8515625,2800000,1707.98
47.2408,17.6447,2033.9,561,561,-8663.0859375,2805000,1990.6
46.3751,16.081,2625.08,562,562,-7986.68115234375,2810000,2546.6
46.3929,16.6369,2811.88,563,563,-8293.1015625,2815000,3007.53
45.4084,15.1584,2130.04,564,564,-7148.111328125,2820000,2683.4
46.001,15.3241,2677.14,565,565,-7895.12109375,2825000,2871.73
46.1467,16.5052,2464.84,566,566,-8210.130859375,2830000,1716.31
47.848,17.5854,833.71,567,567,-9373.87890625,2835000,349.21
47.6726,16.2444,1956.26,568,568,-9045.224609375,2840000,2646.14
49.4671,36.3649,317.9,569,569,-10828.12890625,2845000,168.76
48.2715,22.7204,853.95,570,570,-9415.9873046875,2850000,701.81
48.6137,21.4983,1706.87,571,571,-8994.6640625,2855000,2255.05
48.9364,29.2681,2355.98,572,572,-8524.4873046875,2860000,2635.16
50.099,19.5345,488.13,573,573,-10122.966796875,2865000,490.97
47.186,17.6217,1031.45,574,574,-9548.4482421875,2870000,874.58
46.9788,23.7742,1799.78,575,575,-8912.37890625,2875000,2202.45
48.2637,17.7051,1365.17,576,576,-8998.1884765625,2880000,2266.06
50.7498,39.8134,610.03,577,577,-10985.6396484375,2885000,500.61
52.1986,43.1035,537.65,578,578,-10845.32421875,2890000,770.53
48.4937,21.3944,679.07,579,579,-9888.314453125,2895000,910.06
51.3173,38.7587,379.06,580,580,-11222.544921875,2900000,381.17
47.6651,18.7463,2610.28,581,581,-8806.6533203125,2905000,2325.69
47.435,17.3354,2584.12,582,582,-8670.66796875,2910000,2898.32
47.5544,15.922,1298.18,583,583,-9841.11328125,2915000,2423.21
47.7471,15.1803,1794.06,584,584,-10172.7001953125,2920000,2045.58
48.1924,15.9805,1341.36,585,585,-9995.0224609375,2925000,875.91
48.3171,16.4181,1583.53,586,586,-9903.8125,2930000,2117.16
47.8995,16.1968,2185.48,587,587,-9773.0390625,2935000,2347.88
48.0563,15.7999,1635.5,588,588,-9749.4560546875,2940000,2239.24
47.6803,18.8393,1568.94,589,589,-9738.4248046875,2945000,1509.43
47.702,17.063,2428.99,590,590,-9357.6240234375,2950000,2519.83
47.4265,16.6855,2506.6,591,591,-9228.857421875,2955000,2546.33
47.2591,15.5959,2656.19,592,592,-9150.7783203125,2960000,2720.98
47.3426,16.4857,2736.36,593,593,-9292.26171875,2965000,2544.11
46.1785,16.0261,2551.38,594,594,-8456.685546875,2970000,2409.33
47.4605,16.1642,2510.79,595,595,-8978.876953125,2975000,2130.36
47.1235,17.4092,2782.24,596,596,-8530.880859375,2980000,2788.27
46.5132,16.1932,2833.85,597,597,-8840.052734375,2985000,2887.25
46.0847,18.4533,3357.63,598,598,-7268.392578125,2990000,3482.83
46.811,18.0217,3062.96,599,599,-7870.97412109375,2995000,3146.79
46.9659,16.0607,2838.77,600,600,-8753.1376953125,3000000,2668.66
45.8117,17.2293,3154.99,601,601,-7797.9482421875,3005000,3471.78
46.2241,19.933,3207.44,602,602,-7722.92138671875,3010000,3444.25
46.8487,16.0856,2794.24,603,603,-8543.4775390625,3015000,3024.4
47.1548,18.7537,3201.77,604,604,-8111.55908203125,3020000,3391.95
47.2469,16.4392,1984.68,605,605,-10028.037109375,3025000,2188.82
47.7087,19.3361,2379.53,606,606,-9452.1416015625,3030000,2732.0
47.2807,15.9966,1703.97,607,607,-9063.271484375,3035000,2329.39
46.6726,17.2054,2057.54,608,608,-8935.1865234375,3040000,2630.8
46.4652,20.053,3519.56,609,609,-8105.48779296875,3045000,3455.26
46.7233,18.4378,3190.96,610,610,-8421.4091796875,3050000,2565.47
46.2131,15.6341,2440.14,611,611,-8996.0537109375,3055000,3014.43
46.1939,15.9175,2976.66,612,612,-9199.8994140625,3060000,2668.24
45.6956,14.9334,1905.87,613,613,-9553.99609375,3065000,2187.82
45.209,15.0855,2447.3,614,614,-9149.5595703125,3070000,2090.14
45.7847,16.8528,2827.91,615,615,-8570.484375,3075000,2469.69
46.3064,15.178,2374.44,616,616,-9860.021484375,3080000,2246.92
46.1687,15.4643,1121.05,617,617,-9632.5078125,3085000,716.11
48.7358,20.2881,495.87,618,618,-11843.9501953125,3090000,610.65
47.7151,28.0857,1013.88,619,619,-10848.56640625,3095000,1137.87
46.4273,14.4229,2471.44,620,620,-9780.4384765625,3100000,2222.78
46.343,15.8981,2266.77,621,621,-9169.267578125,3105000,1975.64
46.1351,18.4275,2402.99,622,622,-9742.0595703125,3110000,2355.39
47.4367,22.8875,3686.57,623,623,-8143.36572265625,3115000,3965.64
48.0072,21.793,3603.18,624,624,-7712.25537109375,3120000,1731.16
45.5372,18.8402,2600.45,625,625,-8024.64697265625,3125000,1612.01
45.1941,17.8049,3674.41,626,626,-8082.080078125,3130000,3767.26
47.782,24.9674,1858.43,627,627,-10355.9638671875,3135000,1671.21
45.1258,15.5296,2409.2,628,628,-9035.4921875,3140000,1847.5
45.4481,15.1074,2268.74,629,629,-9660.9912109375,3145000,2523.22
46.006,13.79,2095.44,630,630,-10170.6337890625,3150000,1929.82
45.6536,14.6585,2469.28,631,631,-9600.833984375,3155000,2643.31
45.4331,15.5258,3001.31,632,632,-9197.5400390625,3160000,2751.64
45.5587,14.5369,2846.41,633,633,-9700.34375,3165000,2715.55
45.3978,19.8515,3163.27,634,634,-9581.1982421875,3170000,3056.18
45.3789,15.3288,2752.72,635,635,-9125.662109375,3175000,2958.6
46.0853,14.1138,2734.26,636,636,-9742.8466796875,3180000,2081.19
46.2782,23.0993,1859.14,637,637,-10494.05859375,3185000,2144.1
45.3286,15.9268,3557.71,638,638,-8405.3232421875,3190000,3350.97
45.7487,13.6852,2824.31,639,639,-9970.5302734375,3195000,2281.11
46.1628,20.9511,2403.48,640,640,-10713.2421875,3200000,1883.96
46.2088,13.8328,2595.95,641,641,-10629.658203125,3205000,2534.9
44.8448,14.6929,2636.51,642,642,-9483.9111328125,3210000,3067.48
45.5739,17.8931,3186.67,643,643,-9134.541015625,3215000,3216.79
46.2787,18.6479,3611.74,644,644,-8777.11328125,3220000,3436.98
44.5426,17.3907,3505.57,645,645,-8248.572265625,3225000,3723.27
45.0274,17.7577,3701.1,646,646,-8170.8935546875,3230000,3896.96
45.5062,19.0117,3755.1,647,647,-8261.5966796875,3235000,3826.98
46.479,18.2397,2533.31,648,648,-9281.71484375,3240000,1491.36
47.5401,19.4849,447.61,649,649,-10092.8955078125,3245000,491.55
47.329,20.975,3919.3,650,650,-8231.296875,3250000,3803.22
46.3186,20.1959,3992.62,651,651,-7502.8076171875,3255000,4197.34
45.8905,19.0921,4171.73,652,652,-7558.77587890625,3260000,4339.46
44.9734,19.8038,3889.64,653,653,-7655.396484375,3265000,4283.06
49.1117,22.3342,2790.07,654,654,-9602.927734375,3270000,676.97
46.5387,20.9005,4361.7,655,655,-7594.57666015625,3275000,4435.45
45.2533,20.0395,4002.49,656,656,-7545.46923828125,3280000,4514.75
44.6466,18.7977,4005.56,657,657,-8037.17333984375,3285000,4020.66
45.9785,20.9811,2125.39,658,658,-9521.03125,3290000,2849.27
46.0752,17.7506,3636.95,659,659,-8926.951171875,3295000,3769.42
46.7477,18.1658,3338.73,660,660,-9527.8896484375,3300000,3573.36
46.4047,18.7384,3137.02,661,661,-9919.2138671875,3305000,3138.17
46.2663,17.9988,3319.54,662,662,-9646.009765625,3310000,3495.82
45.1317,17.3594,3219.26,663,663,-9507.328125,3315000,3480.26
45.7234,15.8441,2789.42,664,664,-9794.5400390625,3320000,3092.85
47.4599,16.2113,1859.4,665,665,-10769.470703125,3325000,1393.58
45.2888,17.6933,3768.41,666,666,-9019.810546875,3330000,3345.34
46.8239,18.2309,3093.28,667,667,-10101.708984375,3335000,3173.55
46.1042,18.6148,3359.39,668,668,-9469.37109375,3340000,3421.7
44.7756,18.9661,3940.34,669,669,-9048.5498046875,3345000,4056.78
44.1532,17.7711,4212.92,670,670,-8903.2607421875,3350000,4453.58
45.8427,17.6313,4102.73,671,671,-8766.13671875,3355000,3761.31
45.5548,19.5221,3318.48,672,672,-9409.0751953125,3360000,3412.06
45.4469,17.6561,3053.61,673,673,-9462.6181640625,3365000,3517.56
46.4397,15.8007,2623.69,674,674,-10703.8017578125,3370000,2190.74
45.4983,16.7297,3074.14,675,675,-9838.72265625,3375000,2943.59
45.7781,17.2333,3471.11,676,676,-10119.9189453125,3380000,2948.73
46.6468,17.3499,2579.14,677,677,-10920.478515625,3385000,3528.88
46.5533,18.9873,2828.98,678,678,-10705.2763671875,3390000,3394.99
47.0667,18.7464,3541.51,679,679,-10971.46484375,3395000,3657.11
46.1579,17.8806,3291.49,680,680,-10751.82421875,3400000,3573.41
46.5571,18.5753,3262.58,681,681,-9978.2685546875,3405000,3182.5
45.9816,18.9757,3116.5,682,682,-9792.189453125,3410000,3046.07
44.8135,18.2265,3498.11,683,683,-8901.9794921875,3415000,3447.81
44.7971,19.3871,3560.54,684,684,-9703.7548828125,3420000,3774.36
45.504,18.8791,3559.87,685,685,-10053.3466796875,3425000,3780.49
46.015,18.8151,2898.13,686,686,-10021.48046875,3430000,484.42
46.2598,20.1764,2885.24,687,687,-10388.5654296875,3435000,3192.26
45.1366,18.6882,3754.21,688,688,-10003.685546875,3440000,3932.82
44.5725,17.7234,3396.78,689,689,-9826.9775390625,3445000,3540.12
46.4892,21.0482,3979.75,690,690,-10207.48828125,3450000,3956.99
45.909,18.8119,3486.51,691,691,-10116.6494140625,3455000,3856.15
46.5116,17.5853,2569.12,692,692,-11587.8251953125,3460000,3469.89
46.804,17.1547,1372.7,693,693,-11120.3955078125,3465000,1212.89
46.3387,22.6752,2911.12,694,694,-10309.578125,3470000,3050.82
47.7595,26.8822,3299.02,695,695,-9162.439453125,3475000,3422.4
47.7733,23.54,3355.59,696,696,-9475.5595703125,3480000,3374.2
46.8067,27.702,917.52,697,697,-10999.6796875,3485000,464.32
44.3851,19.4241,3553.54,698,698,-9310.4423828125,3490000,2940.54
45.756,20.7508,3324.25,699,699,-9520.3916015625,3495000,3548.92
46.4831,21.4795,2828.8,700,700,-10635.7255859375,3500000,2812.34
45.7407,21.1886,3356.75,701,701,-9853.7138671875,3505000,3567.23
56.805,56.2536,1107.3,702,702,-10108.4443359375,3510000,999.48
45.326,17.8263,3298.87,703,703,-10025.9462890625,3515000,3344.65
46.4383,21.1917,2694.78,704,704,-10243.7529296875,3520000,1247.06
44.8848,17.336,3476.12,705,705,-9539.1044921875,3525000,3434.17
46.2407,21.8819,1994.15,706,706,-11020.3837890625,3530000,2780.5
43.9365,19.7344,3387.7,707,707,-9927.98828125,3535000,3352.68
48.3995,39.0705,1376.91,708,708,-10172.4716796875,3540000,990.98
50.6207,31.1542,638.63,709,709,-12941.6044921875,3545000,564.73
51.0499,34.7241,464.72,710,710,-13650.537109375,3550000,550.44
53.2566,40.6771,207.71,711,711,-13154.4169921875,3555000,205.33
54.6635,71.9365,151.87,712,712,-14984.61328125,3560000,158.84
51.6384,62.3714,288.78,713,713,-13634.021484375,3565000,235.54
51.2352,62.6753,107.0,714,714,-14341.3447265625,3570000,113.46
49.6109,53.6104,424.31,715,715,-14146.1650390625,3575000,440.15
57.2795,53.7219,995.08,716,716,-10311.943359375,3580000,994.39
45.8318,25.4852,3424.87,717,717,-10447.8408203125,3585000,3527.34
48.7667,24.221,2923.96,718,718,-11297.373046875,3590000,3010.18
47.5457,24.4064,3273.12,719,719,-10502.5078125,3595000,3516.03
49.2843,28.8492,3803.63,720,720,-9053.884765625,3600000,4136.12
47.7424,36.5326,3272.78,721,721,-10668.541015625,3605000,3247.41
46.6396,27.7678,3203.26,722,722,-10990.9248046875,3610000,3352.72
46.9165,28.1924,2269.78,723,723,-11274.7998046875,3615000,2095.38
47.365,22.2503,2440.38,724,724,-12328.4375,3620000,2558.01
47.3615,19.4747,2315.98,725,725,-12508.5087890625,3625000,2615.36
46.839,22.0271,2759.16,726,726,-11731.09765625,3630000,2332.58
46.0342,21.8025,3159.25,727,727,-11727.4873046875,3635000,2935.65
47.3077,35.4737,2647.6,728,728,-11497.8486328125,3640000,3245.11
49.393,65.4506,429.09,729,729,-16397.59765625,3645000,50.6
46.5873,73.2106,2065.39,730,730,-11145.5078125,3650000,550.22
44.7628,17.3401,3714.84,731,731,-10486.2431640625,3655000,3851.99
45.31,17.0627,3456.29,732,732,-10396.4375,3660000,3445.53
43.1242,16.1223,3525.09,733,733,-9916.0859375,3665000,3707.36
44.692,16.6488,3699.45,734,734,-10005.51953125,3670000,3249.57
50.1726,111.0875,233.93,735,735,-16708.32421875,3675000,106.01
46.1135,16.6686,2827.74,736,736,-10580.7919921875,3680000,3166.72
47.1687,17.1707,2843.69,737,737,-11497.21875,3685000,842.86
47.3523,20.2962,3676.03,738,738,-11491.5947265625,3690000,3898.15
44.7744,18.2674,4104.17,739,739,-9687.1591796875,3695000,4088.26
44.6365,16.7377,3763.54,740,740,-10182.6689453125,3700000,3696.05
47.0471,18.8,2974.26,741,741,-11378.357421875,3705000,2903.79
45.383,16.856,4066.62,742,742,-10688.646484375,3710000,4190.67
46.3116,16.9318,3334.94,743,743,-11594.517578125,3715000,3222.3
44.3636,16.0123,3116.06,744,744,-10859.5078125,3720000,3382.64
46.6784,18.3743,3556.96,745,745,-11156.3115234375,3725000,3793.28
47.1207,33.7012,2696.59,746,746,-11521.3525390625,3730000,564.67
45.7737,16.0205,2106.59,747,747,-10581.8876953125,3735000,2580.38
46.5425,18.5399,3005.89,748,748,-10362.38671875,3740000,3819.94
44.7492,20.1907,3503.62,749,749,-11124.755859375,3745000,3732.22
46.6438,17.5589,3737.16,750,750,-11248.8173828125,3750000,3877.94
47.4092,18.138,3060.45,751,751,-12416.2734375,3755000,2697.03
47.0537,19.0525,2440.95,752,752,-11175.6728515625,3760000,2509.31
43.8675,17.0482,2217.34,753,753,-10325.9814453125,3765000,2158.17
44.9359,19.1956,3660.75,754,754,-11077.279296875,3770000,2592.93
47.1566,22.7113,3981.08,755,755,-11511.5009765625,3775000,3783.21
44.9942,17.3643,2946.57,756,756,-10619.859375,3780000,2839.6
47.6232,19.208,3348.89,757,757,-12678.6533203125,3785000,3077.72
45.4437,17.8391,3238.31,758,758,-12023.796875,3790000,3747.4
45.4906,17.8584,3246.88,759,759,-12010.666015625,3795000,3261.21
46.2693,17.5433,2491.29,760,760,-12489.1015625,3800000,2517.05
44.8975,16.7343,3134.79,761,761,-12016.24609375,3805000,3416.9
45.2142,15.564,2861.62,762,762,-11107.24609375,3810000,2718.32
47.033,21.1935,3745.43,763,763,-12173.091796875,3815000,4164.37
45.115,16.5489,2660.76,764,764,-11469.7333984375,3820000,3243.03
45.0327,16.9849,2880.5,765,765,-12124.5791015625,3825000,3684.69
45.1943,17.6291,4094.75,766,766,-11347.560546875,3830000,4442.07
45.5449,19.5672,3686.86,767,767,-11481.6630859375,3835000,4126.45
44.5646,18.5807,3609.65,768,768,-11512.154296875,3840000,4107.59
45.3744,16.2216,3814.61,769,769,-11240.5068359375,3845000,4056.1
44.3901,17.5741,2617.0,770,770,-10651.419921875,3850000,4284.26
44.0814,16.6684,3574.37,771,771,-11156.6826171875,3855000,3858.25
44.46,16.3768,3449.16,772,772,-11442.4326171875,3860000,3521.34
44.195,16.2505,3502.65,773,773,-12306.5771484375,3865000,3741.49
44.0859,16.9534,3818.16,774,774,-11428.4677734375,3870000,3882.06
44.1765,17.9984,3906.92,775,775,-11849.8994140625,3875000,3830.5
44.0857,18.3035,3731.64,776,776,-12071.935546875,3880000,3844.89
45.3839,17.9632,3501.71,777,777,-13005.455078125,3885000,3748.22
46.5905,28.1543,2931.57,778,778,-12887.30859375,3890000,2303.24
45.6027,18.6731,3776.33,779,779,-12458.7197265625,3895000,3991.69
45.1802,17.8949,3914.48,780,780,-11356.033203125,3900000,4072.16
44.6959,18.6012,3715.75,781,781,-11348.8447265625,3905000,4194.85
44.2159,18.9142,3819.57,782,782,-12550.23828125,3910000,3550.6
44.3734,17.7425,3696.32,783,783,-11738.1064453125,3915000,4230.42
45.2637,17.3585,3273.29,784,784,-13376.0947265625,3920000,3403.96
45.6798,17.4149,3140.41,785,785,-13625.3359375,3925000,3058.0
44.9531,19.6709,3608.55,786,786,-12783.6357421875,3930000,3431.05
44.4062,19.4376,4135.96,787,787,-11927.228515625,3935000,4387.47
45.8498,19.7422,3424.06,788,788,-13089.4052734375,3940000,3788.51
45.191,17.542,4055.14,789,789,-12190.0537109375,3945000,4289.6
