Running Forward KL,Running Update Time,Real Sto Return,Itration,Reward Loss,Real Det Return,Running Env Steps,Running Reverse KL
41.9222,104,4060.3,104,-456.415771484375,4119.15,520000,15.1316
41.6854,105,4242.41,105,-467.8636169433594,4296.03,525000,18.5187
41.0696,106,4254.02,106,-452.9989318847656,4371.75,530000,16.5366
42.5497,107,3521.49,107,-492.9831237792969,4220.63,535000,16.84
42.1804,108,4017.5,108,-512.76708984375,4203.3,540000,17.7259
40.9091,109,4076.81,109,-498.4449768066406,4106.21,545000,15.6986
42.1809,110,4055.7,110,-505.2117614746094,4260.91,550000,17.1551
41.3171,111,4116.95,111,-517.9464721679688,4340.05,555000,15.0021
40.8945,112,4264.36,112,-491.8152770996094,4290.74,560000,17.0283
41.3391,113,4250.62,113,-508.43499755859375,4253.22,565000,15.4906
41.4953,114,4190.21,114,-527.1702880859375,4220.1,570000,16.1597
41.447,115,4263.78,115,-524.294921875,4371.87,575000,15.9231
40.4718,116,4291.28,116,-532.1524658203125,4361.29,580000,15.9854
41.4742,117,3918.48,117,-573.9049072265625,4332.41,585000,21.4448
41.576,118,4068.37,118,-548.2138061523438,4299.59,590000,16.4953
40.6967,119,4112.37,119,-543.9476318359375,4348.77,595000,17.2284
41.0818,120,3366.87,120,-561.836181640625,4369.31,600000,14.0448
41.3506,121,4294.81,121,-563.8802490234375,4360.19,605000,29.0149
40.2512,122,4134.04,122,-534.612548828125,4375.63,610000,15.9327
40.0857,123,4287.09,123,-543.64208984375,4376.54,615000,16.2977
40.8757,124,4239.62,124,-555.3076782226562,4287.16,620000,16.1263
41.5397,125,4316.49,125,-583.7235717773438,4375.88,625000,15.5373
40.8225,126,4309.77,126,-575.6837768554688,4376.01,630000,16.8538
40.0463,127,4337.85,127,-581.9671020507812,4377.29,635000,16.4946
40.226,128,4175.81,128,-582.0733032226562,4300.17,640000,16.0808
41.0098,129,4328.39,129,-597.8339233398438,4446.58,645000,16.269
39.9492,130,4302.29,130,-564.6279907226562,4368.3,650000,14.9663
41.1433,131,3979.16,131,-597.9334106445312,4395.57,655000,15.7921
41.44,132,4331.16,132,-634.0850219726562,4360.7,660000,17.4809
40.3096,133,4025.27,133,-621.2927856445312,4442.37,665000,15.8945
40.1621,134,4192.07,134,-586.9490356445312,4381.36,670000,15.6953
40.6729,135,4237.39,135,-621.5942993164062,4323.17,675000,15.968
39.9319,136,4277.11,136,-635.7567749023438,4351.4,680000,16.6372
40.1813,137,3924.28,137,-624.161376953125,4445.68,685000,16.4375
41.022,138,4202.94,138,-660.1917114257812,4231.35,690000,16.9593
41.0143,139,4320.2,139,-664.2155151367188,4359.86,695000,17.3022
41.1728,140,4344.73,140,-676.5445556640625,4417.55,700000,17.4573
41.4326,141,4291.67,141,-690.4263305664062,4485.89,705000,17.6707
40.1274,142,4267.59,142,-663.0481567382812,4349.88,710000,14.8582
40.7577,143,4059.7,143,-686.0760498046875,4370.71,715000,14.9179
39.7242,144,4361.68,144,-670.885009765625,4435.42,720000,16.138
40.8908,145,4409.08,145,-706.2342529296875,4479.35,725000,18.8208
40.6615,146,4367.9,146,-705.3067016601562,4385.16,730000,17.5022
40.7566,147,4240.4,147,-691.0667724609375,4231.68,735000,15.2777
40.3168,148,4282.7,148,-726.6803588867188,4286.09,740000,14.9033
40.2544,149,4366.59,149,-706.7922973632812,4453.25,745000,16.336
40.9657,150,4308.22,150,-711.9352416992188,4389.79,750000,15.8288
41.4944,151,4276.59,151,-754.8338012695312,4323.85,755000,16.4147
40.0151,152,4345.5,152,-713.3934936523438,4410.42,760000,15.4865
40.005,153,4353.65,153,-715.8577880859375,4467.61,765000,14.9083
40.5033,154,4277.8,154,-744.923828125,4344.64,770000,16.1866
40.8238,155,4114.59,155,-753.5982055664062,4352.15,775000,16.4788
41.3788,156,4282.5,156,-759.8262939453125,4336.96,780000,17.1718
39.6104,157,4300.14,157,-732.1015014648438,4308.78,785000,14.8801
40.4005,158,4350.9,158,-787.9381103515625,4397.36,790000,15.5617
42.606,159,4090.71,159,-829.70556640625,4384.92,795000,17.1038
41.5295,160,4228.2,160,-820.8605346679688,4254.72,800000,17.3542
40.4436,161,4367.91,161,-814.4503784179688,4446.25,805000,16.7854
39.7773,162,4314.59,162,-765.16259765625,4378.91,810000,14.7059
40.2271,163,4289.44,163,-803.564697265625,4376.8,815000,15.3863
40.1855,164,4389.22,164,-818.114990234375,4461.48,820000,15.6102
40.8492,165,4270.74,165,-831.4842529296875,4291.72,825000,16.1392
41.2149,166,4343.44,166,-839.9364624023438,4395.13,830000,16.4391
40.0909,167,4336.29,167,-819.9727783203125,4367.66,835000,16.412
40.0557,168,4307.45,168,-831.0042114257812,4396.77,840000,14.7524
41.5891,169,4284.05,169,-873.1450805664062,4294.47,845000,17.0923
39.3624,170,4351.62,170,-825.4862060546875,4372.63,850000,15.5393
40.674,171,4320.19,171,-877.2933959960938,4292.87,855000,15.4859
41.3996,172,4282.58,172,-896.8292846679688,4360.8,860000,15.8042
40.0804,173,4339.15,173,-873.0278930664062,4410.87,865000,14.4059
39.744,174,4332.18,174,-842.1995239257812,4448.61,870000,14.2483
41.4054,175,4203.39,175,-908.80859375,4252.59,875000,15.2677
40.0147,176,4352.09,176,-896.9889526367188,4356.2,880000,15.9038
39.4947,177,4361.66,177,-878.5143432617188,4382.46,885000,14.7005
40.549,178,4304.88,178,-933.4161376953125,4313.49,890000,16.7551
40.6818,179,4358.17,179,-909.7366943359375,4390.28,895000,15.4361
40.0888,180,4301.79,180,-870.7388305664062,4364.69,900000,13.9169
40.3212,181,4293.37,181,-899.3715209960938,4368.81,905000,15.5001
40.3097,182,4400.22,182,-903.4386596679688,4469.56,910000,15.1966
40.812,183,4379.94,183,-944.1270141601562,4396.63,915000,16.1852
39.9798,184,4143.37,184,-930.9097290039062,4345.97,920000,14.9559
39.3965,185,4355.61,185,-882.0421752929688,4396.41,925000,13.871
40.622,186,4305.05,186,-956.8276977539062,4393.67,930000,14.9544
39.9186,187,4356.1,187,-960.5302124023438,4423.3,935000,16.3726
39.9945,188,4272.92,188,-956.0643310546875,4330.49,940000,14.316
41.3158,189,3911.12,189,-1039.0191650390625,4382.74,945000,16.7429
39.8561,190,4296.41,190,-981.2020263671875,4346.66,950000,14.8687
40.7539,191,4311.63,191,-1023.8798828125,4323.67,955000,16.0164
39.9784,192,4340.79,192,-982.8343505859375,4420.39,960000,15.1324
40.0309,193,4365.75,193,-976.472412109375,4372.41,965000,15.2704
39.5584,194,4384.75,194,-1004.1060180664062,4389.34,970000,16.0656
40.1558,195,4288.04,195,-984.4650268554688,4335.67,975000,15.3633
40.4042,196,4365.01,196,-1062.9482421875,4369.68,980000,15.9816
40.2383,197,4218.84,197,-1052.900390625,4261.45,985000,15.2326
40.3631,198,4358.31,198,-1051.82958984375,4408.67,990000,14.7631
40.7636,199,4389.02,199,-1099.12744140625,4386.37,995000,16.3571
40.985,200,4407.65,200,-1079.0438232421875,4425.94,1000000,16.3525
40.5969,201,4323.88,201,-1082.2198486328125,4310.12,1005000,15.5653
39.8813,202,4356.63,202,-1053.061279296875,4399.93,1010000,15.7736
39.9825,203,4423.15,203,-1032.168701171875,4461.13,1015000,15.1374
40.444,204,4360.97,204,-1069.5396728515625,4386.53,1020000,15.0794
40.4571,205,4374.62,205,-1088.1593017578125,4398.86,1025000,15.7587
41.1873,206,4411.83,206,-1123.9407958984375,4450.43,1030000,16.0712
41.1935,207,4381.69,207,-1141.834716796875,4387.38,1035000,15.7869
40.479,208,4407.22,208,-1146.4432373046875,4435.9,1040000,16.3121
41.0501,209,4427.44,209,-1159.4490966796875,4467.98,1045000,16.5824
40.2362,210,4339.46,210,-1152.939208984375,4380.81,1050000,15.6548
40.6974,211,4346.15,211,-1176.7510986328125,4408.87,1055000,16.0231
40.8672,212,4375.48,212,-1193.2728271484375,4409.98,1060000,16.3629
40.5969,213,4314.63,213,-1205.889404296875,4394.73,1065000,16.0596
40.7409,214,4351.57,214,-1225.1826171875,4394.32,1070000,15.9543
39.6923,215,4430.97,215,-1201.4962158203125,4520.99,1075000,15.6953
39.3009,216,4243.58,216,-1192.435791015625,4512.91,1080000,14.7814
39.8041,217,4371.55,217,-1213.19921875,4441.58,1085000,15.3244
39.8323,218,4347.21,218,-1233.2984619140625,4383.23,1090000,15.776
39.839,219,4311.85,219,-1234.008544921875,4420.67,1095000,15.4847
40.4562,220,4330.1,220,-1277.0389404296875,4395.13,1100000,15.9954
39.8408,221,4420.35,221,-1264.06884765625,4507.99,1105000,14.9384
40.0634,222,4441.84,222,-1290.443359375,4531.25,1110000,16.1898
39.9533,223,4450.7,223,-1297.7032470703125,4554.72,1115000,16.5515
40.3817,224,4505.76,224,-1306.4727783203125,4547.92,1120000,16.6516
39.5927,225,4542.08,225,-1324.99365234375,4596.44,1125000,15.206
39.7626,226,4413.22,226,-1311.09228515625,4430.95,1130000,15.722
39.9073,227,4459.78,227,-1317.6060791015625,4406.07,1135000,16.4116
40.2418,228,4478.01,228,-1367.2327880859375,4575.89,1140000,16.9241
39.6517,229,4449.62,229,-1312.7994384765625,4503.07,1145000,15.5326
40.3473,230,4419.08,230,-1349.0015869140625,4474.33,1150000,15.8833
39.9802,231,4210.81,231,-1371.23681640625,4507.2,1155000,15.9897
39.4691,232,4252.98,232,-1331.959228515625,4582.73,1160000,14.7996
39.4009,233,4439.21,233,-1332.6007080078125,4497.8,1165000,15.1473
39.5115,234,4382.73,234,-1370.7135009765625,4459.65,1170000,15.5395
39.0798,235,4424.32,235,-1323.7725830078125,4485.61,1175000,14.1132
39.1372,236,4153.03,236,-1352.0950927734375,4380.23,1180000,15.3073
39.194,237,4435.0,237,-1325.804931640625,4474.98,1185000,15.0181
38.8878,238,4328.61,238,-1281.374755859375,4416.24,1190000,14.6772
38.8723,239,4354.24,239,-1324.02880859375,4406.24,1195000,15.728
39.3904,240,4413.73,240,-1472.7347412109375,4424.64,1200000,15.8644
39.5106,241,4095.28,241,-1401.3798828125,4326.02,1205000,15.5474
39.5185,242,4293.54,242,-1423.694580078125,4289.38,1210000,16.3017
38.6269,243,4335.36,243,-1439.1351318359375,4394.08,1215000,15.3611
39.0999,244,4208.42,244,-1461.2943115234375,4259.48,1220000,15.3739
38.5515,245,4405.65,245,-1370.7791748046875,4436.26,1225000,14.3426
38.7172,246,4227.3,246,-1402.7705078125,4512.25,1230000,14.9023
38.4493,247,4444.19,247,-1356.8916015625,4516.01,1235000,14.124
38.5484,248,4436.77,248,-1284.4569091796875,4489.02,1240000,14.6481
38.7605,249,4449.15,249,-1428.7347412109375,4506.08,1245000,14.4958
39.013,250,4374.25,250,-1462.1129150390625,4482.86,1250000,14.8589
38.7146,251,4408.56,251,-1422.5367431640625,4512.24,1255000,14.7401
39.1762,252,4395.95,252,-1471.4896240234375,4424.98,1260000,14.8523
38.7447,253,4376.49,253,-1476.688720703125,4592.51,1265000,14.2199
39.1981,254,4465.94,254,-1537.978271484375,4494.76,1270000,15.2082
38.2543,255,4114.42,255,-1432.893310546875,4422.66,1275000,14.975
38.6612,256,3816.73,256,-1508.2843017578125,4494.45,1280000,14.7161
38.1935,257,4460.88,257,-1465.7017822265625,4595.47,1285000,14.1376
38.1988,258,3309.21,258,-1480.105712890625,3909.16,1290000,13.2225
38.5902,259,1352.23,259,-1562.14697265625,211.07,1295000,12.0519
38.5552,260,4489.52,260,-1567.7933349609375,4570.8,1300000,14.4488
38.0508,261,4445.15,261,-1496.692626953125,4619.25,1305000,13.1006
37.9461,262,4431.7,262,-1487.2802734375,4468.37,1310000,13.5206
38.035,263,3808.97,263,-1493.0660400390625,3727.41,1315000,13.4391
38.3686,264,4370.9,264,-1623.517333984375,4433.71,1320000,13.8713
38.6236,265,4378.56,265,-1687.48046875,4566.06,1325000,14.8356
38.1387,266,4549.97,266,-1503.2523193359375,4694.53,1330000,13.653
38.7061,267,4409.78,267,-1698.239501953125,4677.75,1335000,14.3035
37.6294,268,4519.54,268,-1511.4658203125,4679.35,1340000,13.9216
38.1788,269,3830.58,269,-1689.9259033203125,3344.96,1345000,14.5115
38.1147,270,4552.81,270,-1542.822509765625,4448.91,1350000,13.7485
38.5978,271,4261.59,271,-1715.8154296875,4388.71,1355000,14.5824
37.7388,272,4539.77,272,-1620.343994140625,4469.57,1360000,14.0087
38.685,273,3901.35,273,-1651.55224609375,4637.5,1365000,17.2843
37.7313,274,4520.25,274,-1552.0692138671875,4685.67,1370000,13.4225
38.0561,275,4522.54,275,-1594.9029541015625,4695.43,1375000,13.442
38.4964,276,4363.22,276,-1705.65771484375,4583.89,1380000,14.0457
38.1474,277,4533.97,277,-1655.840087890625,4644.18,1385000,13.9857
37.7211,278,4562.5,278,-1571.1080322265625,4652.63,1390000,13.3222
38.2634,279,4500.14,279,-1568.653076171875,4531.9,1395000,13.3347
38.7483,280,4207.49,280,-1766.640625,4550.56,1400000,13.6446
38.2255,281,4510.78,281,-1720.8892822265625,4686.28,1405000,15.6001
38.7053,282,4518.62,282,-1744.7576904296875,4487.9,1410000,13.8084
38.5731,283,4542.01,283,-1713.0872802734375,4628.08,1415000,13.4249
38.4804,284,4625.2,284,-1915.020751953125,4263.28,1420000,15.7857
37.7048,285,3963.6,285,-1621.0499267578125,4682.89,1425000,13.3957
37.4558,286,4462.23,286,-1706.36376953125,4734.21,1430000,12.9181
37.7106,287,4454.68,287,-1672.1856689453125,4795.01,1435000,13.8745
37.7933,288,4299.3,288,-1742.1673583984375,4640.97,1440000,13.3325
37.8127,289,4501.92,289,-1627.94921875,4565.09,1445000,13.3541
37.7155,290,4571.26,290,-1708.5511474609375,4699.56,1450000,13.6709
37.4727,291,4629.22,291,-1694.826904296875,4756.51,1455000,12.6993
37.7633,292,4535.34,292,-1735.0223388671875,4612.44,1460000,13.4036
37.3169,293,4563.76,293,-1760.3564453125,4658.59,1465000,13.2451
37.852,294,4563.46,294,-1746.3553466796875,4713.91,1470000,13.0111
37.284,295,4652.32,295,-1627.6239013671875,4681.23,1475000,13.2058
37.2354,296,4666.74,296,-1777.3702392578125,4787.11,1480000,13.9459
37.2009,297,4608.06,297,-1810.171875,4794.14,1485000,17.0065
37.6935,298,3005.12,298,-2039.2305908203125,4770.52,1490000,12.5257
36.973,299,4636.13,299,-1754.3504638671875,4836.43,1495000,14.341
37.1619,300,4634.13,300,-1709.71728515625,4813.78,1500000,13.8569
37.6488,301,4181.34,301,-1747.5760498046875,4637.86,1505000,13.0413
37.8869,302,3724.87,302,-1658.437255859375,3959.25,1510000,13.0204
37.2332,303,4313.94,303,-1741.187255859375,4819.03,1515000,13.7018
36.9556,304,4734.14,304,-1775.2362060546875,4843.09,1520000,14.5722
37.6451,305,4614.57,305,-1860.1015625,4757.78,1525000,13.9647
37.4874,306,4644.05,306,-1960.37939453125,4740.98,1530000,13.7807
37.8996,307,4352.73,307,-2120.0126953125,4764.79,1535000,14.2797
37.4845,308,4691.2,308,-1832.250732421875,4838.67,1540000,14.4257
37.0089,309,4643.56,309,-1927.927978515625,4789.27,1545000,14.1463
37.0836,310,4708.55,310,-1887.8721923828125,4833.37,1550000,14.1256
36.9196,311,4351.93,311,-1982.4862060546875,4642.34,1555000,13.5748
37.2467,312,4570.53,312,-2088.333251953125,4515.52,1560000,13.8384
37.4118,313,4417.34,313,-2026.032470703125,4666.13,1565000,14.3184
37.3462,314,4644.3,314,-2010.9710693359375,4767.15,1570000,14.2033
37.519,315,4049.98,315,-2139.909912109375,4350.09,1575000,13.7488
37.6898,316,4627.88,316,-2119.602783203125,4756.87,1580000,13.5357
37.8847,317,4621.06,317,-2224.84716796875,3883.38,1585000,12.6929
37.6142,318,4584.11,318,-2170.927978515625,4662.88,1590000,15.296
37.3549,319,4609.12,319,-2097.59619140625,4754.36,1595000,14.2924
37.9573,320,4646.36,320,-2158.00732421875,4703.76,1600000,15.3532
37.3236,321,4250.1,321,-2124.24658203125,4672.77,1605000,13.7522
37.809,322,4645.57,322,-2178.5087890625,4704.67,1610000,15.2025
37.9878,323,4432.22,323,-2165.799560546875,4752.93,1615000,15.0402
37.0969,324,4679.27,324,-2147.185791015625,4725.95,1620000,15.4839
37.1994,325,4491.13,325,-2180.69677734375,4803.01,1625000,15.3049
37.5744,326,4681.74,326,-2346.916015625,4765.08,1630000,15.6325
36.8746,327,4673.08,327,-2174.670654296875,4764.86,1635000,14.6054
37.1884,328,4610.12,328,-2225.11767578125,4704.86,1640000,14.4748
37.4644,329,4595.21,329,-2240.08544921875,4716.78,1645000,14.7244
37.3882,330,4585.31,330,-2359.73974609375,4627.63,1650000,14.3858
38.2848,331,4700.93,331,-2314.399169921875,4819.39,1655000,16.3693
37.5642,332,4601.46,332,-2283.736328125,4714.43,1660000,14.4373
37.641,333,4556.12,333,-2406.6416015625,4692.86,1665000,14.6334
37.8273,334,4557.55,334,-2446.625244140625,4774.08,1670000,14.9717
37.4401,335,4425.85,335,-2281.47900390625,4699.26,1675000,14.6147
38.0351,336,4625.11,336,-2369.216064453125,4760.57,1680000,15.362
37.6321,337,4681.03,337,-2397.248291015625,4806.75,1685000,14.9307
38.0037,338,4476.16,338,-2402.913330078125,4738.76,1690000,14.9049
37.7169,339,4501.21,339,-2347.176513671875,4736.24,1695000,13.9519
37.2611,340,4430.37,340,-2258.2353515625,4789.66,1700000,13.7707
37.8818,341,4682.41,341,-2430.88232421875,4791.71,1705000,14.5306
37.7182,342,4661.52,342,-2430.01708984375,4858.94,1710000,14.5447
37.6677,343,4435.09,343,-2450.43017578125,4786.99,1715000,14.6886
38.4376,344,3005.09,344,-2709.4521484375,4761.45,1720000,12.6837
37.791,345,3938.0,345,-2681.96484375,4605.77,1725000,13.8571
37.083,346,4575.48,346,-2528.974365234375,4675.6,1730000,13.1527
37.5535,347,4270.62,347,-2477.13037109375,4718.96,1735000,13.6456
38.0901,348,3570.49,348,-2615.21630859375,680.36,1740000,14.0139
37.6517,349,4500.77,349,-2545.98046875,4166.69,1745000,14.45
38.157,350,4507.11,350,-2588.928466796875,4781.69,1750000,14.962
37.9194,351,4444.85,351,-2603.021240234375,4749.2,1755000,13.7848
38.3841,352,4222.28,352,-2841.987060546875,4802.8,1760000,14.4908
37.3889,353,4493.71,353,-2552.814697265625,4733.44,1765000,14.2201
37.664,354,4381.62,354,-2618.77001953125,4720.05,1770000,14.4345
38.004,355,4281.62,355,-2608.034912109375,4712.53,1775000,14.0532
37.7735,356,4546.81,356,-2711.762939453125,4783.02,1780000,15.0369
37.4662,357,4462.05,357,-2651.129150390625,4056.95,1785000,13.8993
38.0156,358,3681.1,358,-2441.883056640625,4712.99,1790000,34.4812
37.3719,359,4410.93,359,-2710.259521484375,4579.89,1795000,14.9757
38.0845,360,4255.29,360,-2782.599365234375,4523.28,1800000,15.4338
37.7853,361,4617.03,361,-2826.384033203125,4702.73,1805000,17.8954
37.5416,362,4651.46,362,-2745.0693359375,4765.88,1810000,13.5759
37.4187,363,4099.98,363,-2654.986572265625,4702.54,1815000,13.6858
37.3961,364,4709.75,364,-2885.47607421875,4805.48,1820000,13.826
37.6414,365,4470.61,365,-2965.468505859375,4748.7,1825000,13.2714
38.2279,366,3818.22,366,-3114.951416015625,4663.11,1830000,24.1238
37.6156,367,4693.89,367,-2823.30517578125,4796.97,1835000,13.9788
37.1863,368,4523.43,368,-2929.188232421875,4710.51,1840000,13.9277
37.3931,369,4677.31,369,-2925.93359375,4728.18,1845000,13.8959
37.8874,370,4115.17,370,-2930.5283203125,4636.11,1850000,13.754
37.5707,371,4532.65,371,-2910.765625,4681.99,1855000,13.3925
37.1147,372,4523.41,372,-2818.953125,4561.49,1860000,13.3692
37.3932,373,4632.7,373,-2939.513916015625,4671.46,1865000,13.4312
37.3539,374,4659.23,374,-2908.569091796875,4726.79,1870000,13.8897
38.2304,375,4570.36,375,-3136.225341796875,4604.81,1875000,15.4754
37.6638,376,4335.14,376,-2837.82568359375,4526.8,1880000,21.4286
38.3233,377,3908.42,377,-3126.154296875,4506.88,1885000,14.0357
37.5775,378,4651.38,378,-2965.91748046875,4526.06,1890000,13.5071
37.8962,379,4618.85,379,-2991.685546875,4726.16,1895000,19.899
38.7057,380,3374.79,380,-2580.98486328125,4643.04,1900000,21.4774
37.9861,381,4661.49,381,-3169.237548828125,4812.08,1905000,14.6509
37.1168,382,4345.25,382,-3088.412353515625,4310.76,1910000,16.5343
