Running Forward KL,Itration,Running Reverse KL,Real Sto Return,Real Det Return
65.7264,79,26.4565,682.04,944.44
60.1849,80,24.996,864.36,1007.21
62.1065,81,27.3882,891.17,1462.62
61.7914,82,23.7241,632.07,858.93
62.6989,83,30.6061,997.7,1790.44
60.8765,84,24.9981,651.99,1148.47
60.534,85,24.3158,1290.61,1783.12
58.8903,86,24.4018,1309.24,2432.39
59.469,87,26.8063,2258.29,2503.94
60.4041,88,25.1399,873.5,1534.42
60.0079,89,26.0133,2122.72,2280.51
62.343,90,38.2889,2481.16,3272.37
62.8836,91,28.9197,989.58,1815.9
62.4615,92,26.9165,1365.41,1838.42
62.9311,93,33.0059,1877.39,861.91
59.9031,94,29.8618,1551.44,2720.88
60.4915,95,23.8492,1575.72,1502.25
61.0668,96,33.8757,2524.53,3603.8
61.156,97,28.1168,1086.03,1724.08
59.1747,98,26.3588,1295.74,2214.38
60.3061,99,23.5999,979.72,1488.3
56.7864,100,22.3131,1316.46,1439.58
59.86,101,27.0636,2390.83,2813.29
59.6465,102,24.7788,1925.02,2664.54
59.4601,103,25.1553,1508.21,1891.76
61.5801,104,35.5941,2141.24,3250.83
58.8386,105,31.0639,1825.59,2589.77
62.4879,106,33.0716,1335.62,2190.96
58.6414,107,29.0268,1562.21,2110.88
61.501,108,32.3954,2061.74,2728.04
64.4461,109,27.8394,1143.86,2113.13
58.7047,110,32.6294,2146.27,3044.17
58.9512,111,32.7898,2557.7,3596.54
61.605,112,29.2809,2625.68,3036.85
58.8359,113,26.6957,2951.23,2978.75
65.2783,114,34.7145,615.34,1679.42
60.6075,115,29.5101,2180.04,2424.02
59.4426,116,32.4359,3068.4,3359.27
59.7813,117,32.7276,2968.99,3382.07
61.3328,118,31.3483,1530.9,3115.38
63.8729,119,37.0389,2354.64,3188.45
62.4906,120,35.5788,3112.03,3215.78
64.1092,121,38.6776,2763.68,3186.11
63.6196,122,33.3378,2458.7,2416.22
62.7492,123,28.275,2139.57,3201.28
59.7413,124,29.6198,1917.1,3669.4
60.8102,125,25.0039,1533.18,2531.63
58.3297,126,27.7228,884.84,985.09
59.5082,127,26.5364,1736.31,2096.98
64.3426,128,36.9138,2557.55,3224.51
57.0888,129,26.4725,1522.0,2339.64
60.9121,130,31.0689,2032.39,2537.97
58.78,131,26.1201,1754.22,2194.07
60.1532,132,32.1352,1806.62,2134.53
60.061,133,31.7121,3010.6,3386.17
59.7517,134,34.0517,2648.41,3445.54
61.8033,135,33.9895,2320.35,2930.54
60.6525,136,32.5871,2257.9,3422.23
61.3211,137,29.894,2058.85,2765.71
61.6479,138,34.0572,3026.14,3522.61
67.1204,139,46.924,3529.57,3594.83
70.5425,140,54.0082,3475.75,4159.38
62.7432,141,26.9885,2179.03,2789.64
68.3007,142,48.5342,3286.66,4065.74
60.56,143,31.9691,3361.12,3947.9
71.9702,144,52.4577,3305.56,3686.88
62.2169,145,37.7297,3941.95,4098.32
61.4969,146,38.1994,3942.4,3971.48
67.4757,147,48.4667,3565.96,4491.81
60.415,148,33.6111,2624.36,2595.62
62.5882,149,31.6826,1986.88,2422.77
64.9128,150,28.6827,336.95,448.49
65.0119,151,37.383,2811.73,3968.48
66.2951,152,47.3934,2979.14,3688.95
61.0571,153,27.7352,2370.63,2319.73
63.755,154,45.6323,4001.58,4351.63
76.1666,155,67.6491,336.54,338.94
63.3856,156,41.4899,3268.46,4418.45
59.4789,157,35.3467,3530.43,3675.65
62.0434,158,34.1243,3580.48,3842.55
63.8557,159,45.5329,4099.87,4942.19
69.7376,160,50.9178,4468.43,5008.88
69.2217,161,48.0238,3803.4,4972.94
61.8124,162,30.464,1800.3,2306.73
69.0493,163,47.3069,4441.42,5219.76
61.8692,164,36.8804,3617.98,4139.94
64.2109,165,39.8701,3729.57,4298.35
62.8529,166,26.7525,1673.87,2981.38
66.1833,167,41.9992,3640.86,4700.56
66.6942,168,49.4172,3664.62,4551.26
64.3352,169,43.3724,3598.47,3994.24
60.5841,170,30.5264,2873.65,4022.97
64.4278,171,41.4898,3801.11,4254.3
63.504,172,39.9992,3681.64,4098.37
67.2203,173,45.4626,3926.45,4406.97
65.7669,174,41.1442,2959.27,4396.92
65.3712,175,35.3018,2180.91,2795.71
60.9968,176,40.4756,3789.81,4678.48
63.1131,177,36.8032,3837.71,5154.53
64.8431,178,45.8559,3391.48,4294.23
65.5638,179,46.8789,3828.72,4873.35
62.7578,180,32.6862,3570.96,4763.82
61.716,181,31.1871,3378.94,3285.16
60.4205,182,41.2192,3505.31,4061.89
66.5446,183,46.6447,4340.0,4505.82
64.854,184,39.2,3372.93,4034.9
65.0844,185,41.2148,4085.37,4707.19
65.9228,186,46.2964,2986.52,4607.44
69.2178,187,47.9449,4167.84,4490.23
65.0303,188,47.3586,4093.44,5009.82
64.6507,189,46.2686,3702.71,4718.42
66.2397,190,48.9504,4519.08,5387.1
64.0317,191,45.3979,3622.02,4177.06
66.8833,192,48.2989,3304.55,4383.96
65.0894,193,40.7873,4084.42,4367.78
66.7635,194,44.4972,3036.47,3394.64
69.4756,195,51.6528,4552.75,5135.26
67.2361,196,51.6583,4091.68,4935.86
63.6532,197,38.2742,4246.52,4070.1
68.4231,198,50.0556,4061.92,5408.13
68.5108,199,49.5289,4474.34,5257.46
66.3886,200,47.7195,3849.58,4675.02
62.6083,201,37.3398,2586.6,4056.59
61.6094,202,37.4776,3361.62,4641.97
62.2184,203,33.5502,3265.33,4355.77
61.4666,204,29.3848,2632.84,3618.1
60.4416,205,31.5905,2047.79,3548.72
63.1328,206,36.2737,2376.79,3583.49
63.6849,207,35.727,2747.12,2983.81
64.4132,208,43.0782,2882.08,4584.06
61.775,209,37.075,1881.78,3617.63
62.7673,210,39.4638,4078.81,3891.24
62.2449,211,38.2831,3122.01,4157.54
61.3348,212,29.2687,3945.15,4094.65
63.2368,213,35.9232,3992.52,3594.19
62.5253,214,38.4435,3455.2,4860.49
61.6867,215,30.7125,3226.49,4990.77
62.6848,216,38.5474,2941.46,4245.52
73.595,217,60.7997,3781.28,4129.39
70.396,218,54.3234,4816.7,5258.09
63.8556,219,42.3469,4434.01,4818.35
68.3149,220,52.6815,4753.51,5338.41
66.613,221,50.9126,4356.86,5172.62
62.678,222,41.5314,3325.89,4416.16
63.428,223,44.7239,3850.29,4323.25
62.1665,224,46.6099,4200.94,4569.33
59.6284,225,36.7106,3932.77,4072.1
62.9546,226,45.62,2834.29,3966.32
58.0162,227,33.4537,3587.13,4283.32
62.0069,228,39.031,4101.25,4711.07
62.8758,229,36.074,3290.51,3642.1
63.0471,230,41.8006,3812.77,4297.51
71.3708,231,63.0399,4191.5,4817.76
61.0482,232,29.8829,2864.46,3243.34
62.1703,233,38.1574,1865.23,2901.54
60.1531,234,31.8178,2966.61,2963.34
62.5383,235,43.1594,2221.37,3024.29
61.0534,236,41.7602,2873.12,3279.89
60.9691,237,44.9851,2228.25,3328.28
60.1085,238,32.5426,2852.06,3638.96
58.5863,239,34.6437,2709.66,4096.9
59.5847,240,30.7901,2801.85,3680.63
59.7822,241,35.0514,3704.79,3714.53
59.7939,242,33.7144,2570.23,3904.45
60.9115,243,38.4411,2484.36,4035.08
60.4318,244,37.9084,4034.85,4605.92
62.6719,245,40.4961,3574.0,4870.77
67.2584,246,47.5621,4269.54,4429.02
64.2806,247,50.6781,4755.71,4661.51
65.2333,248,48.2081,3995.37,4147.13
64.3668,249,48.4864,2961.05,5166.73
66.9707,250,54.7687,3301.73,4820.48
62.6984,251,47.6159,3832.36,4662.68
62.8446,252,44.2508,3831.44,4583.86
65.2859,253,50.1676,2949.54,4364.68
62.0393,254,42.5806,4050.0,4360.93
65.3143,255,50.2556,4164.03,4999.1
66.3535,256,55.9342,3661.79,4951.17
63.5194,257,43.6598,3353.23,4498.4
62.7924,258,47.2718,3939.34,4836.34
62.7169,259,46.2847,3107.93,4654.0
67.3108,260,55.0668,2651.72,4554.14
63.3742,261,48.0715,3016.79,4325.42
60.6748,262,37.2514,3744.56,4920.23
60.6895,263,32.9969,3540.89,3612.6
61.6168,264,43.0774,2030.6,3803.66
65.9357,265,53.4854,3993.43,4757.77
61.4042,266,37.0497,3469.83,4218.03
74.3676,267,61.0355,3865.53,3811.27
74.7903,268,65.2167,4264.81,4796.12
67.0574,269,56.5235,3934.04,4744.9
76.1968,270,67.9328,4578.9,5178.31
71.9927,271,66.3211,4039.54,5407.13
69.9892,272,61.1666,4915.11,5346.37
70.5901,273,65.4229,4346.29,4849.59
75.9678,274,72.4745,4771.55,5163.89
74.6989,275,73.938,4957.97,5452.9
73.7225,276,69.784,5139.98,5454.8
75.5638,277,73.2315,5009.63,4923.57
70.2461,278,63.2919,4909.81,5334.1
72.664,279,64.9066,4953.99,5386.78
78.1081,280,64.3664,706.05,880.2
76.5407,281,76.3374,4596.8,5119.77
74.4759,282,68.8068,4711.25,5509.44
76.7366,283,72.5754,4688.42,5128.98
75.7696,284,72.0065,4984.26,5467.13
67.7536,285,47.0901,2246.45,2680.69
68.9368,286,60.4506,4652.72,5558.29
75.1806,287,69.6562,4772.0,4992.47
78.3398,288,77.5428,4534.43,5239.68
67.6928,289,54.5062,3596.22,4473.21
67.2642,290,55.139,4589.52,5094.8
69.9409,291,60.7553,3342.82,4602.57
68.7019,292,59.4561,4233.76,4866.95
64.9328,293,43.5542,1387.16,2698.4
70.9839,294,63.7993,3013.91,4205.14
67.0445,295,48.8179,4420.74,5194.24
64.6387,296,54.5468,3627.84,4338.99
65.9404,297,43.3248,2072.89,2129.25
75.703,298,69.6674,5051.38,5292.06
75.0,299,71.6206,5141.02,5622.35
73.4748,300,67.2334,5325.78,5719.89
72.5553,301,68.2425,5164.72,5650.66
76.7541,302,75.4289,5299.88,5650.14
71.5626,303,62.8994,5185.17,5624.66
73.0052,304,65.1076,1911.73,2596.11
74.9115,305,61.7115,4954.49,5338.39
76.5978,306,73.3766,5032.93,5200.55
75.926,307,74.2037,5220.88,5612.77
73.0973,308,69.4705,4920.53,5665.73
71.153,309,63.3776,4012.18,5197.07
66.5458,310,47.0787,2615.39,3992.32
69.8233,311,46.4355,3913.93,3916.64
75.9861,312,66.358,4994.28,5285.93
76.8034,313,68.8454,5224.18,5704.31
75.5668,314,69.4411,4619.04,4528.55
76.3523,315,62.3585,3403.67,4507.88
79.3961,316,71.875,5302.0,5622.41
75.8841,317,67.2695,4875.25,5697.16
73.9875,318,62.0914,5126.03,5637.07
71.7009,319,61.1842,5022.98,5151.15
69.3969,320,45.8863,1650.76,3091.8
77.0805,321,70.6539,4579.77,5088.84
73.7524,322,60.5772,4682.89,5643.02
71.8524,323,61.0576,4251.77,5383.91
69.686,324,61.2502,4911.57,5511.93
70.4145,325,58.6225,3107.71,3639.74
66.6624,326,51.9732,4148.86,4679.09
64.7026,327,36.0592,2171.38,2801.36
66.5208,328,40.9735,2718.68,3680.86
74.5198,329,64.6001,4326.19,4314.74
75.8448,330,70.5519,5009.28,5371.81
72.2559,331,60.2823,4708.61,5521.24
74.9478,332,66.8097,4841.41,5817.04
71.2129,333,60.886,5056.34,5310.23
68.7458,334,50.606,4225.68,4837.21
69.3608,335,52.6876,3909.55,5240.37
70.8612,336,53.3682,3610.64,4239.82
67.0383,337,49.8067,4286.92,3957.57
66.7311,338,48.8762,4050.94,4954.0
69.217,339,54.6547,4851.68,4566.82
