Running Forward KL,Running Update Time,Running Env Steps,Reward Loss,Itration,Running Reverse KL,Real Sto Return,Real Det Return
23.5952,31,155000,-209.109375,31,13.728,1609.33,2632.49
25.188,32,160000,-501.7124938964844,32,21.796,1277.04,1936.47
24.4632,33,165000,-549.3134155273438,33,16.5986,1312.1,1427.46
24.7634,34,170000,-537.0388793945312,34,22.7422,1765.71,2582.38
24.3219,35,175000,-656.6372680664062,35,26.056,1289.63,1433.19
22.1115,36,180000,-258.9918518066406,36,16.1222,2400.29,3221.54
23.6202,37,185000,-367.70269775390625,37,18.8865,1966.54,3322.3
21.5251,38,190000,-88.33411407470703,38,13.76,3184.3,3238.37
23.1605,39,195000,-332.5066223144531,39,14.9038,2973.42,2486.98
22.9928,40,200000,-176.6588592529297,40,15.01,2878.82,3366.24
22.1301,41,205000,-216.59530639648438,41,14.3248,2945.8,3244.51
22.6189,42,210000,-207.46768188476562,42,15.2552,3093.05,3212.94
21.1899,43,215000,-186.89291381835938,43,13.3943,2596.82,2146.29
22.6022,44,220000,-307.77447509765625,44,15.5299,2440.61,3314.52
25.5904,45,225000,-863.8494873046875,45,14.9873,1017.74,1023.54
21.9098,46,230000,-179.8495635986328,46,14.2418,2625.5,3390.82
20.9795,47,235000,-116.67189025878906,47,13.2916,3045.15,3352.67
21.6481,48,240000,-191.43528747558594,48,13.1975,2793.53,3311.8
21.7732,49,245000,-176.51687622070312,49,12.8425,3268.2,3397.65
20.4479,50,250000,-178.89244079589844,50,13.838,3236.9,3379.96
20.6163,51,255000,-159.52001953125,51,13.1099,3297.47,3482.67
21.0761,52,260000,-151.49462890625,52,13.1992,3275.95,3390.54
21.262,53,265000,-163.5519256591797,53,12.9896,2832.76,3380.78
21.5165,54,270000,-167.90249633789062,54,18.0837,2715.14,3174.97
21.5216,55,275000,-205.0526885986328,55,14.2081,3257.63,3398.34
20.3547,56,280000,-192.73031616210938,56,13.5685,3161.45,3420.17
21.8081,57,285000,-329.1197204589844,57,16.9321,2609.28,3351.7
21.5379,58,290000,-297.4501647949219,58,13.2744,2871.25,3398.16
20.9925,59,295000,-160.446533203125,59,13.5674,3377.29,3389.63
20.7972,60,300000,-235.4114990234375,60,13.2162,3359.91,3385.8
20.9683,61,305000,-321.38140869140625,61,13.3678,3382.74,3410.15
20.3164,62,310000,-266.3856201171875,62,13.111,3382.52,3406.19
20.1666,63,315000,-226.47634887695312,63,13.0105,3432.08,3493.13
21.5657,64,320000,-278.01275634765625,64,14.2746,3411.04,3434.84
20.3818,65,325000,-266.0625305175781,65,13.2102,3278.68,3417.5
19.8191,66,330000,-295.0993347167969,66,14.7557,3391.54,3410.71
20.0096,67,335000,-234.4409637451172,67,13.6359,3343.22,3410.64
20.0767,68,340000,-240.35960388183594,68,13.8434,3397.23,3415.44
20.2632,69,345000,-224.23410034179688,69,13.964,3420.25,3438.07
19.4798,70,350000,-267.02435302734375,70,13.3698,3468.62,3512.5
19.7367,71,355000,-252.52456665039062,71,13.1633,3431.04,3463.71
20.6547,72,360000,-274.9623718261719,72,13.3693,3409.33,3502.56
19.1478,73,365000,-293.06268310546875,73,12.8522,3426.87,3469.01
21.695,74,370000,-290.42401123046875,74,13.5796,3379.1,3475.99
20.3745,75,375000,-328.0068359375,75,13.5367,3432.02,3478.23
19.9872,76,380000,-329.8319396972656,76,13.1091,3439.45,3472.5
20.4915,77,385000,-278.5404968261719,77,14.0115,2822.55,3501.63
20.2053,78,390000,-316.9472961425781,78,13.3605,3469.95,3511.01
20.7432,79,395000,-271.059814453125,79,13.7117,3385.06,3444.87
21.8445,80,400000,-320.09527587890625,80,13.7021,3091.78,3499.19
21.4649,81,405000,-444.0998840332031,81,19.2462,2768.76,3472.62
21.5007,82,410000,-387.0809631347656,82,17.2037,3179.76,3498.01
20.1954,83,415000,-363.84393310546875,83,13.5002,3019.78,3467.4
20.0295,84,420000,-390.7745056152344,84,13.5148,3276.91,3420.32
19.7581,85,425000,-411.12640380859375,85,13.8999,3297.39,3510.2
20.843,86,430000,-408.3597412109375,86,13.2856,3279.14,3490.28
21.0539,87,435000,-567.5380249023438,87,34.7341,2114.72,3386.5
20.306,88,440000,-379.5714416503906,88,13.7327,2872.88,3499.19
21.9101,89,445000,-658.1431274414062,89,25.9309,1530.37,1398.24
20.845,90,450000,-615.2753295898438,90,33.0228,2000.98,1418.1
20.7511,91,455000,-418.990478515625,91,14.3199,2859.63,3476.99
19.3533,92,460000,-421.86328125,92,13.0826,3339.44,3501.78
20.0707,93,465000,-579.8515014648438,93,15.7999,3073.7,3477.13
19.0788,94,470000,-446.9168701171875,94,13.1065,3424.95,3472.28
19.4068,95,475000,-437.8204345703125,95,13.2757,3037.96,3489.04
19.5721,96,480000,-518.3357543945312,96,16.2441,2495.97,3457.05
19.5715,97,485000,-437.6753234863281,97,12.7298,3066.28,3441.48
18.768,98,490000,-408.66082763671875,98,12.3628,3458.59,3514.27
20.1022,99,495000,-640.2079467773438,99,16.3219,2958.1,3470.2
19.4036,100,500000,-451.3623046875,100,13.0831,3003.51,3504.53
20.2026,101,505000,-504.23712158203125,101,14.5886,3475.94,3517.61
19.1006,102,510000,-439.6519470214844,102,13.2649,3313.94,3490.43
18.5805,103,515000,-424.22418212890625,103,12.6846,3387.79,3463.83
19.472,104,520000,-558.0306396484375,104,15.2689,3252.52,3473.91
20.1051,105,525000,-574.2399291992188,105,20.9677,3184.26,3444.85
19.4186,106,530000,-519.5790405273438,106,13.4229,3262.45,3483.6
18.5103,107,535000,-513.222900390625,107,12.9024,3009.77,3499.06
19.9616,108,540000,-694.3917236328125,108,16.7265,3064.17,3501.08
18.1816,109,545000,-475.2267150878906,109,13.1847,3451.03,3483.36
20.1491,110,550000,-637.161865234375,110,15.0519,3209.18,3471.49
18.9772,111,555000,-522.4306030273438,111,13.5259,3423.72,3455.42
19.6642,112,560000,-524.725830078125,112,13.4092,3423.37,3477.12
19.6199,113,565000,-508.90960693359375,113,13.4163,3446.98,3498.19
19.2567,114,570000,-537.4901733398438,114,13.3107,3449.08,3468.38
18.8796,115,575000,-588.7803344726562,115,14.3441,3295.36,3470.23
19.0702,116,580000,-557.9661254882812,116,13.7919,3419.66,3492.86
20.1388,117,585000,-659.7214965820312,117,15.7368,3373.19,3495.46
19.5294,118,590000,-592.8504638671875,118,14.1965,3457.52,3490.05
19.8793,119,595000,-579.503662109375,119,13.3165,3389.61,3423.39
21.4069,120,600000,-1034.2864990234375,120,19.7445,2569.9,3480.31
18.4808,121,605000,-530.6026611328125,121,12.9239,3410.09,3440.95
19.4105,122,610000,-636.3960571289062,122,13.8496,3420.96,3510.34
18.8763,123,615000,-582.6126098632812,123,12.737,3456.18,3484.28
19.4507,124,620000,-572.2726440429688,124,13.3865,3423.7,3492.16
19.1458,125,625000,-641.5116577148438,125,12.601,2942.8,3496.99
20.4894,126,630000,-1028.960693359375,126,21.2249,3023.16,3513.14
20.0528,127,635000,-707.588623046875,127,13.8464,3387.93,3430.51
18.9974,128,640000,-608.821533203125,128,13.1018,3355.27,3497.8
20.3143,129,645000,-826.7315063476562,129,21.8998,3073.38,3504.41
19.0074,130,650000,-654.2625732421875,130,13.4899,3227.52,3470.74
19.481,131,655000,-761.2182006835938,131,15.6489,3385.0,3496.52
19.0161,132,660000,-625.7579956054688,132,13.6742,3472.53,3485.03
18.7234,133,665000,-690.3789672851562,133,13.9046,3299.09,3485.91
19.4723,134,670000,-652.8396606445312,134,13.7822,3345.07,3499.55
20.2679,135,675000,-1065.8072509765625,135,14.8942,2747.47,3487.33
19.3864,136,680000,-705.2756958007812,136,13.5078,3435.72,3488.55
20.2275,137,685000,-728.708740234375,137,14.3206,3414.12,3492.05
20.2539,138,690000,-752.0897216796875,138,17.4058,2850.16,3476.51
18.5646,139,695000,-746.0076293945312,139,12.6087,3204.09,3470.08
19.3993,140,700000,-852.3333129882812,140,13.2427,3268.74,3488.86
18.5664,141,705000,-686.73388671875,141,13.5736,3225.02,3500.11
18.5934,142,710000,-607.5465087890625,142,12.5187,3280.2,3445.21
18.6521,143,715000,-624.3541870117188,143,12.5221,3436.85,3463.66
19.9343,144,720000,-957.4293823242188,144,14.9206,2486.62,3446.61
19.5665,145,725000,-773.24072265625,145,14.3768,3235.69,3387.51
19.5703,146,730000,-911.2676391601562,146,20.3406,3262.26,3499.82
18.6861,147,735000,-883.056884765625,147,11.986,2918.99,3475.38
19.1321,148,740000,-799.88134765625,148,14.2643,3385.04,3480.74
19.9349,149,745000,-784.0267944335938,149,12.7502,3211.07,3429.83
19.2543,150,750000,-908.8909912109375,150,12.83,3163.53,3497.22
19.0233,151,755000,-820.0631103515625,151,12.4504,2928.55,3492.35
18.443,152,760000,-832.4893188476562,152,12.7494,2993.95,3473.54
19.0882,153,765000,-803.7775268554688,153,13.7161,3299.9,3483.32
18.8788,154,770000,-990.9754638671875,154,13.196,3139.88,3491.71
19.3005,155,775000,-1019.49951171875,155,11.5036,2729.92,3483.36
18.824,156,780000,-809.6727905273438,156,13.1403,3189.63,3458.32
18.8793,157,785000,-929.7098999023438,157,16.3378,2670.25,3456.75
19.8439,158,790000,-1174.722900390625,158,13.23,2479.8,3488.24
18.864,159,795000,-779.3336791992188,159,12.8987,3347.74,3458.14
19.6123,160,800000,-850.385009765625,160,12.5275,3300.2,3460.16
19.5862,161,805000,-971.8822631835938,161,13.3701,3182.33,3502.78
19.5941,162,810000,-950.9306030273438,162,12.7228,2733.13,3489.98
19.0013,163,815000,-940.2811279296875,163,13.4593,3147.45,3497.44
18.6979,164,820000,-822.645263671875,164,13.28,3120.27,3451.97
19.7894,165,825000,-959.5028076171875,165,12.9984,3061.73,3473.83
19.1616,166,830000,-838.5326538085938,166,12.6444,3396.42,3481.25
20.2084,167,835000,-1236.8135986328125,167,14.2136,2411.57,3458.39
19.4147,168,840000,-922.1709594726562,168,13.7705,3434.94,3501.72
19.7659,169,845000,-1196.760498046875,169,12.5713,2974.12,3507.74
20.6295,170,850000,-1113.369384765625,170,15.6229,3480.04,3520.1
19.4836,171,855000,-878.7774658203125,171,13.2545,3417.71,3475.16
19.0597,172,860000,-974.0744018554688,172,12.938,3458.99,3496.32
18.5643,173,865000,-789.4456176757812,173,12.372,3265.22,3433.8
18.5053,174,870000,-925.8027954101562,174,12.3603,3317.5,3503.86
18.9315,175,875000,-1161.3402099609375,175,12.9465,2933.11,3503.72
18.4439,176,880000,-1098.8533935546875,176,13.2227,3208.81,3503.81
19.1589,177,885000,-1138.9027099609375,177,12.9764,3244.71,3494.03
19.3944,178,890000,-906.940673828125,178,13.1635,3460.45,3486.88
18.6654,179,895000,-957.5316772460938,179,12.6108,3434.44,3478.79
20.6073,180,900000,-1424.6429443359375,180,12.8506,2873.53,3462.63
18.7226,181,905000,-1111.3834228515625,181,11.5693,2873.75,3505.49
18.6508,182,910000,-1163.4197998046875,182,12.0684,2924.89,3477.54
18.7676,183,915000,-1085.809814453125,183,12.6763,3446.48,3459.43
19.1013,184,920000,-1140.395263671875,184,12.7993,3281.51,3520.56
19.9177,185,925000,-1185.73681640625,185,12.8413,3125.26,3517.76
19.0655,186,930000,-1145.523193359375,186,12.8405,3168.95,3518.65
18.1959,187,935000,-999.8577270507812,187,12.6605,3397.0,3500.4
17.9181,188,940000,-1069.2098388671875,188,11.1366,3365.69,3482.17
19.7335,189,945000,-1361.864013671875,189,13.053,3012.79,3535.48
20.4276,190,950000,-1590.7847900390625,190,12.5674,2100.54,3462.75
18.7559,191,955000,-1156.59814453125,191,11.4464,3338.98,3488.84
19.1712,192,960000,-1395.22802734375,192,12.0974,2453.3,3471.86
18.685,193,965000,-1202.5196533203125,193,12.9377,3254.18,3476.09
19.2291,194,970000,-1175.9241943359375,194,12.4827,3349.38,3485.83
17.6477,195,975000,-1084.7269287109375,195,12.6267,3429.43,3437.25
18.7794,196,980000,-1381.0743408203125,196,16.3223,2939.92,3498.85
20.2645,197,985000,-1608.2996826171875,197,17.4895,2620.93,3494.33
19.1122,198,990000,-1032.601806640625,198,12.9608,3267.49,3478.84
19.5267,199,995000,-1449.365966796875,199,13.7138,3083.26,3493.41
