Reward Loss,Itration,Running Reverse KL,Running Update Time,Running Env Steps,Real Sto Return,Running Forward KL,Real Det Return
-9671.4697265625,768,29.5825,768,3840000,3362.85,41.5265,1111.51
-10679.7890625,769,68.892,769,3845000,842.94,47.3888,731.9
-11752.5771484375,770,28.5531,770,3850000,3.67,55.8796,7.01
-10751.1845703125,771,16.1282,771,3855000,2542.95,43.078,2193.96
-12148.2158203125,772,24.4556,772,3860000,4.93,56.0502,5.84
-10250.20703125,773,16.9858,773,3865000,2457.72,42.3304,4221.37
-12988.9638671875,774,16.0457,774,3870000,1.16,52.1417,1.44
-12785.5107421875,775,14.7466,775,3875000,1.35,52.3886,2.06
-13243.3984375,776,15.3642,776,3880000,-2.14,52.8159,-2.23
-13351.375,777,13.7384,777,3885000,-0.94,52.3845,-0.18
-13434.0556640625,778,13.5073,778,3890000,-0.86,52.2615,2.15
-13329.7958984375,779,13.2191,779,3895000,3.01,52.4612,6.84
-13071.8857421875,780,12.8954,780,3900000,5.86,52.1266,49.63
-12853.2236328125,781,13.2261,781,3905000,19.36,52.1828,269.14
-12990.30078125,782,13.3773,782,3910000,245.26,51.86,60.73
-11724.365234375,783,14.6456,783,3915000,456.49,42.0957,4184.26
-9008.9853515625,784,21.2245,784,3920000,4376.22,40.7589,4405.95
-9057.5712890625,785,20.7588,785,3925000,4205.75,41.1831,4383.91
-8914.8193359375,786,20.1707,786,3930000,4436.02,41.9303,4473.42
-9378.724609375,787,20.0882,787,3935000,3904.74,40.9617,4349.46
-9114.6767578125,788,21.9815,788,3940000,4325.21,41.0696,4286.82
