Reward Loss,Itration,Running Reverse KL,Running Update Time,Running Env Steps,Real Sto Return,Running Forward KL,Real Det Return
-197.15899658203125,32,16.0352,32,160000,3516.03,44.0067,3492.31
-229.22560119628906,33,17.8756,33,165000,3677.55,44.5222,3645.21
-204.6554718017578,34,16.8203,34,170000,3601.76,43.2824,3758.47
-240.75189208984375,35,16.9211,35,175000,3580.0,44.0566,3695.43
-252.55418395996094,36,16.1875,36,180000,3335.39,44.1461,3664.91
-207.7464141845703,37,18.7047,37,185000,3093.33,44.2534,2951.54
-264.1430969238281,38,14.667,38,190000,3238.2,43.4244,3792.11
-278.8918762207031,39,16.1958,39,195000,3657.15,44.2407,3861.83
-384.6073913574219,40,22.9598,40,200000,789.58,45.6898,1013.22
-228.94189453125,41,18.3504,41,205000,3383.39,44.0048,4046.77
-275.7276611328125,42,16.3893,42,210000,3620.77,43.2116,3937.06
-219.7397918701172,43,17.4855,43,215000,3880.56,43.0073,3929.27
-246.11935424804688,44,15.2144,44,220000,3671.38,42.0983,3782.11
-285.0713806152344,45,25.9627,45,225000,3116.71,43.683,3773.53
-255.49913024902344,46,15.8477,46,230000,3870.9,42.5214,3855.71
-266.863525390625,47,16.7842,47,235000,3799.08,43.1702,3842.01
-249.75070190429688,48,18.4189,48,240000,3891.88,43.9687,3895.92
-283.1504211425781,49,14.3611,49,245000,3786.14,42.4934,3836.65
-441.3533630371094,50,35.6956,50,250000,56.04,48.296,24.45
-310.980712890625,51,16.2455,51,255000,2512.95,42.9514,3726.62
-512.801513671875,52,12.9863,52,260000,791.26,45.4692,1315.67
-246.1414337158203,53,17.2743,53,265000,4086.55,42.4907,4143.83
-285.0846862792969,54,16.6445,54,270000,3939.06,42.6489,4062.18
-275.3904724121094,55,15.6527,55,275000,3669.01,42.0947,3983.19
-295.7896423339844,56,16.2585,56,280000,4015.38,42.844,4068.15
-283.8110656738281,57,16.4877,57,285000,4043.02,42.1188,4046.3
-265.9892883300781,58,16.4919,58,290000,4006.57,42.3473,4059.88
-318.34381103515625,59,17.2816,59,295000,4015.91,42.9727,4060.14
-339.27728271484375,60,15.3147,60,300000,3538.75,42.153,4125.77
-309.6291809082031,61,17.532,61,305000,4028.48,42.9973,4063.41
-330.67425537109375,62,17.0079,62,310000,4029.0,42.6899,4088.3
-313.4132080078125,63,17.8912,63,315000,4070.92,41.884,4181.59
-333.8384094238281,64,17.7926,64,320000,4014.07,43.0474,4084.62
-319.15057373046875,65,16.4748,65,325000,3939.35,42.2276,4140.83
-375.5043029785156,66,16.7163,66,330000,3884.89,42.7606,4151.52
-302.0509033203125,67,16.701,67,335000,4072.72,42.1211,4193.96
-558.7279663085938,68,119.5533,68,340000,-15.62,57.6437,-15.37
-322.3870849609375,69,18.1808,69,345000,3994.71,42.9457,3977.65
-501.2951965332031,70,20.974,70,350000,22.24,44.2837,21.41
-334.7002258300781,71,18.372,71,355000,3992.66,43.3044,4053.5
-347.1395263671875,72,18.3554,72,360000,3956.84,42.5099,4138.98
-357.283203125,73,17.1413,73,365000,3863.77,43.3863,3964.36
-333.53228759765625,74,17.6951,74,370000,4113.67,42.3991,4109.26
-381.4852294921875,75,16.424,75,375000,4076.21,42.1904,4120.1
-367.68817138671875,76,16.7076,76,380000,3958.69,41.8981,4204.29
-362.29840087890625,77,16.819,77,385000,3856.36,41.8402,3992.85
-364.3094482421875,78,17.6085,78,390000,4031.84,42.6405,4057.99
-393.8109436035156,79,16.5457,79,395000,4045.35,42.2697,4049.49
-368.8291015625,80,17.2267,80,400000,4073.37,42.6416,3966.52
-365.4565734863281,81,17.2434,81,405000,3965.63,42.373,3943.72
-416.47479248046875,82,15.8544,82,410000,4151.35,42.1793,4228.65
-441.7969665527344,83,14.5955,83,415000,3484.36,41.9153,4294.21
-386.9087219238281,84,16.3423,84,420000,4099.02,41.8238,4072.91
-443.8824462890625,85,14.3017,85,425000,3269.03,41.3125,2727.27
-423.3464660644531,86,16.7594,86,430000,4081.82,42.6606,3962.88
-490.81634521484375,87,14.4143,87,435000,2383.55,41.6757,2051.37
-408.61962890625,88,16.7408,88,440000,4111.1,41.7393,4125.82
-402.5356140136719,89,16.2522,89,445000,4034.36,41.5805,4054.19
-395.760986328125,90,17.5484,90,450000,4127.02,42.2161,4190.33
-476.2790832519531,91,13.7904,91,455000,3482.41,41.4464,4167.67
-421.6943664550781,92,16.5516,92,460000,4015.03,41.891,4150.61
-415.9847412109375,93,15.9987,93,465000,4032.07,41.5634,4025.76
-467.0251159667969,94,15.9357,94,470000,4139.02,41.2218,4155.18
-430.93902587890625,95,16.5657,95,475000,3987.76,41.735,3966.71
-429.72552490234375,96,15.4092,96,480000,4212.18,41.4904,4180.25
-432.6571044921875,97,16.2491,97,485000,4078.73,41.6036,3993.65
-438.5211486816406,98,15.7537,98,490000,3969.87,41.4649,4130.0
-475.06768798828125,99,14.9657,99,495000,3996.94,41.1714,4100.11
-445.9529113769531,100,15.673,100,500000,4124.1,41.2391,4148.96
-453.1072998046875,101,15.255,101,505000,4120.66,41.6956,4064.43
-446.70556640625,102,17.4758,102,510000,4022.61,41.2829,4032.65
-448.4574890136719,103,16.6219,103,515000,4147.23,41.8267,4251.1
-468.6422424316406,104,15.0678,104,520000,4023.37,41.4168,4217.05
-551.8939208984375,105,12.6665,105,525000,2318.1,42.1243,152.53
-484.829345703125,106,14.6572,106,530000,3824.33,40.816,4151.65
-487.4696960449219,107,15.7228,107,535000,3854.85,41.4837,4058.84
-466.1230163574219,108,15.1835,108,540000,4126.24,41.0292,4165.24
-503.7903137207031,109,14.5254,109,545000,4176.62,41.2774,4189.72
-506.7404479980469,110,14.9144,110,550000,4131.96,40.8888,4147.09
-487.5023498535156,111,16.045,111,555000,4130.41,41.3128,4193.81
-501.9593200683594,112,15.7695,112,560000,4047.21,41.468,4120.18
-500.8741149902344,113,16.8002,113,565000,4197.63,41.6806,4241.19
-530.3438720703125,114,14.7701,114,570000,3746.2,41.4017,4028.24
-499.6375732421875,115,16.1352,115,575000,4062.91,41.2368,4078.3
-544.93994140625,116,15.736,116,580000,4033.79,41.7306,3956.27
-501.8327331542969,117,14.4296,117,585000,4144.96,40.3833,4232.3
-532.673583984375,118,15.7376,118,590000,4093.41,41.3891,4114.61
-536.6812744140625,119,14.389,119,595000,3856.43,40.7818,4210.25
-533.8128051757812,120,16.3929,120,600000,4065.62,41.6442,4087.68
-525.4881591796875,121,16.0294,121,605000,4192.92,41.0055,4248.5
-542.221435546875,122,15.317,122,610000,4142.34,40.7762,4051.56
-558.2471923828125,123,15.6032,123,615000,4226.5,41.0496,4253.94
-767.0423583984375,124,14.745,124,620000,2211.66,42.3746,70.94
-633.4470825195312,125,16.1788,125,625000,3828.56,41.9133,3960.28
-558.1889038085938,126,17.1545,126,630000,4119.22,41.7643,4115.57
-637.8919677734375,127,14.8481,127,635000,2135.27,41.9528,3872.68
-568.1674194335938,128,17.3399,128,640000,4026.19,41.7433,4003.92
-561.4769897460938,129,16.8544,129,645000,4061.54,41.2658,4079.24
-585.6486206054688,130,15.5809,130,650000,3928.93,41.0843,4143.63
-593.235595703125,131,16.342,131,655000,4113.77,41.5408,4134.56
-577.850341796875,132,15.6129,132,660000,4106.09,41.01,4072.31
-617.335693359375,133,16.2826,133,665000,3069.76,41.6886,4096.02
-574.9201049804688,134,16.7857,134,670000,4155.84,41.0361,4128.55
-605.4403076171875,135,16.497,135,675000,4120.07,41.018,4118.84
-609.5108032226562,136,16.1697,136,680000,4099.35,41.4891,3806.15
-626.5796508789062,137,16.09,137,685000,4145.45,41.1824,4179.26
-602.5066528320312,138,15.6402,138,690000,4016.11,40.3347,4198.34
-618.1730346679688,139,15.4157,139,695000,4166.13,40.5101,4138.0
-631.30078125,140,15.4532,140,700000,3991.11,40.8903,4207.04
-608.9002075195312,141,16.4925,141,705000,4178.79,41.0112,4182.83
-610.5631103515625,142,14.0476,142,710000,4064.71,39.8211,4173.87
-671.9907836914062,143,15.6062,143,715000,3866.12,40.9584,3790.77
-637.864501953125,144,15.686,144,720000,4157.06,40.6317,4179.73
-672.3814697265625,145,15.5391,145,725000,4142.28,41.1862,4199.63
-610.3953247070312,146,15.0568,146,730000,4118.08,40.7105,4153.51
-671.3244018554688,147,15.1739,147,735000,4149.38,40.6716,4196.7
-643.6224975585938,148,14.7356,148,740000,4164.9,40.3441,4199.17
-702.5674438476562,149,12.5936,149,745000,4029.24,39.705,4384.79
-804.0467529296875,150,14.3669,150,750000,3023.15,41.5951,4096.79
-840.80712890625,151,12.7762,151,755000,1954.34,41.3067,3664.37
-674.2937622070312,152,16.115,152,760000,4200.39,40.849,4209.48
-667.045166015625,153,15.5736,153,765000,4212.37,40.3205,4262.25
-891.1702270507812,154,24.675,154,770000,649.81,48.4869,943.42
-720.5074462890625,155,16.5096,155,775000,4090.78,40.8891,4047.22
-701.6844482421875,156,16.725,156,780000,4100.84,40.4682,4094.87
-716.5006103515625,157,14.8466,157,785000,4026.8,40.2687,4173.01
-732.361328125,158,15.7712,158,790000,4146.03,40.7804,4142.22
-717.034912109375,159,15.7246,159,795000,4274.97,40.2723,4302.38
-729.5439453125,160,15.1348,160,800000,4185.26,40.3017,4178.17
-728.5850219726562,161,16.1217,161,805000,4133.53,40.5331,4301.88
-714.9666137695312,162,15.9738,162,810000,4238.25,40.71,4263.5
-714.8342895507812,163,16.2873,163,815000,4217.55,40.6449,4266.47
-752.3449096679688,164,14.9554,164,820000,4107.46,40.4704,4184.84
-779.5795288085938,165,14.7779,165,825000,4103.32,40.7219,4295.33
-740.2710571289062,166,15.8723,166,830000,4221.55,40.6255,4259.35
-1006.3980712890625,167,15.4991,167,835000,2010.18,41.8074,1347.67
-790.7623291015625,168,13.9027,168,840000,4216.74,40.1158,4187.65
-750.9804077148438,169,15.4942,169,845000,4216.04,40.5404,4256.64
-993.0436401367188,170,15.6623,170,850000,3268.4,41.7871,4284.27
-792.1435546875,171,14.8494,171,855000,4172.67,40.1386,4134.32
-804.0015869140625,172,15.0515,172,860000,4045.23,40.4573,4217.91
-787.3801879882812,173,15.6874,173,865000,4212.44,40.3955,4258.54
-787.8486938476562,174,14.4,174,870000,4212.97,39.934,4232.67
-807.0234375,175,15.6524,175,875000,4260.59,40.5382,4313.39
-842.43701171875,176,14.9443,176,880000,3968.49,40.2279,4270.33
-814.5844116210938,177,15.2536,177,885000,4297.12,40.5305,4306.01
-793.7487182617188,178,15.583,178,890000,4177.24,40.1723,4172.43
-838.4898071289062,179,14.6696,179,895000,4195.2,40.3825,4190.6
-846.6707153320312,180,16.1455,180,900000,4060.36,40.8126,4224.75
-829.3717041015625,181,16.3042,181,905000,4275.26,40.6067,4280.82
-1268.4093017578125,182,19.1016,182,910000,-1.07,43.1772,-2.55
-843.1178588867188,183,15.5625,183,915000,4225.21,40.2368,4212.58
-1253.7974853515625,184,17.3662,184,920000,1500.51,44.0279,2186.21
-853.8961791992188,185,16.1116,185,925000,4187.87,40.5305,4227.36
-854.3624877929688,186,15.3946,186,930000,4049.04,40.6396,4150.53
-881.7024536132812,187,14.8206,187,935000,3962.95,40.1115,4293.03
-881.03125,188,15.2618,188,940000,4171.33,40.1657,4178.51
-877.4940795898438,189,15.1447,189,945000,4222.7,40.1825,4266.03
-869.7817993164062,190,15.6047,190,950000,4245.01,40.4064,4325.23
-943.662109375,191,14.835,191,955000,3613.73,39.9906,4326.47
-1018.41845703125,192,11.8315,192,960000,3314.19,40.0602,3731.2
-937.421630859375,193,14.9823,193,965000,4144.92,40.5427,4149.22
-928.691650390625,194,14.3412,194,970000,4226.86,39.9439,4263.25
-984.8663330078125,195,13.1828,195,975000,3998.67,40.1118,4306.6
-965.62060546875,196,14.2334,196,980000,3631.06,40.2616,4206.3
-901.7371826171875,197,15.5237,197,985000,4231.53,39.9679,4219.28
-927.8267822265625,198,15.5883,198,990000,4267.93,40.3445,4316.57
-931.4633178710938,199,15.7419,199,995000,4255.93,39.9034,4318.12
-948.5943603515625,200,14.7158,200,1000000,4300.72,39.7489,4316.49
-956.6436767578125,201,14.8188,201,1005000,4302.69,40.1838,4289.87
-1012.9608154296875,202,14.1922,202,1010000,4037.97,39.832,4323.17
-995.5211181640625,203,14.9085,203,1015000,4301.07,39.8517,4295.68
-1059.6551513671875,204,15.248,204,1020000,4050.11,39.9834,4187.86
-1002.1237182617188,205,14.4229,205,1025000,4302.36,39.4525,4288.16
-1058.217529296875,206,14.424,206,1030000,4256.78,39.8455,4251.04
-1149.951416015625,207,14.0157,207,1035000,3697.18,40.2819,4407.45
-1054.0364990234375,208,14.9099,208,1040000,4086.33,40.0982,4188.85
-1066.876708984375,209,14.0052,209,1045000,4193.48,39.9129,4168.69
-1030.5634765625,210,15.0273,210,1050000,4192.58,40.0353,4190.44
-1044.658935546875,211,15.7186,211,1055000,4237.49,40.3156,4230.27
-1047.9267578125,212,15.812,212,1060000,4134.78,40.9063,4150.77
-1053.68701171875,213,15.859,213,1065000,4054.1,40.2129,4192.48
-1018.1009521484375,214,15.8935,214,1070000,4160.77,39.958,4240.59
-1163.7203369140625,215,15.4958,215,1075000,4079.21,40.9688,4198.12
-1221.0445556640625,216,17.4338,216,1080000,3727.13,40.8025,4075.6
-1137.0220947265625,217,14.9902,217,1085000,3870.88,40.3579,4125.26
-1167.5211181640625,218,13.7546,218,1090000,3532.45,40.4577,4048.59
-1236.558349609375,219,15.8278,219,1095000,1221.82,41.4028,864.8
-1410.75390625,220,17.8501,220,1100000,2795.69,41.7974,3879.21
-1461.941650390625,221,14.8377,221,1105000,2732.52,41.3621,2941.15
-1309.7542724609375,222,19.405,222,1110000,3786.03,40.9906,4199.95
-1124.442138671875,223,16.3343,223,1115000,3688.54,40.1394,4186.31
-1228.171142578125,224,15.7539,224,1120000,3361.4,40.0505,4207.41
-1289.2149658203125,225,14.6971,225,1125000,3802.15,40.0361,4011.45
-1259.54443359375,226,19.4914,226,1130000,2777.54,40.1425,4247.31
-1162.484375,227,15.0126,227,1135000,3985.49,39.827,4289.94
-1186.6090087890625,228,16.7308,228,1140000,3493.29,40.774,4196.65
-1199.1025390625,229,16.0321,229,1145000,4106.14,40.0675,4292.86
-1222.4461669921875,230,15.1448,230,1150000,3684.45,40.4429,4280.24
-1222.45654296875,231,15.9168,231,1155000,3911.33,40.146,4263.48
-1236.1116943359375,232,16.0829,232,1160000,4266.18,40.7186,4272.01
-1248.44384765625,233,15.8052,233,1165000,4155.23,40.4985,4259.61
-1338.4482421875,234,18.8154,234,1170000,2328.64,41.2801,2677.55
-1269.095947265625,235,15.3749,235,1175000,3765.24,39.6519,4212.59
-1208.51025390625,236,15.471,236,1180000,3933.55,39.6818,4229.77
-1407.33984375,237,16.303,237,1185000,4076.39,40.6617,4066.26
-1338.47265625,238,27.8509,238,1190000,3767.9,40.3037,4223.99
-1285.520751953125,239,16.066,239,1195000,4238.5,40.1675,4239.54
-1318.1129150390625,240,16.0378,240,1200000,4213.46,40.5353,4228.27
-1317.4853515625,241,16.0159,241,1205000,4206.89,40.5023,4243.62
-1343.6624755859375,242,15.5191,242,1210000,4192.72,40.6558,4223.99
-1359.661865234375,243,16.8661,243,1215000,4006.6,40.7042,4298.48
-1335.5362548828125,244,17.2378,244,1220000,4288.89,40.7984,4330.26
-1333.0650634765625,245,15.1586,245,1225000,4260.0,40.1411,4227.35
-1355.12548828125,246,15.4033,246,1230000,4248.04,40.2598,4250.7
-1387.8770751953125,247,15.7291,247,1235000,3933.37,40.4604,4236.28
-1396.1331787109375,248,15.1747,248,1240000,4209.94,39.7777,4195.48
-1390.1005859375,249,15.4749,249,1245000,3624.74,40.0831,4301.81
-1364.92431640625,250,16.1469,250,1250000,4274.52,39.9706,4300.02
-1533.7567138671875,251,16.6694,251,1255000,2283.59,41.4215,944.12
-1411.135498046875,252,16.0392,252,1260000,4272.72,39.6193,4288.05
-1430.173583984375,253,17.9006,253,1265000,4333.11,40.4138,4350.09
-1450.9527587890625,254,24.5242,254,1270000,3490.23,40.43,3745.27
-1413.5604248046875,255,15.3784,255,1275000,4207.65,40.2051,4386.33
-1441.8896484375,256,16.2217,256,1280000,3732.17,39.992,4236.96
-1492.072998046875,257,15.8032,257,1285000,3306.92,40.7643,4379.66
-1455.546630859375,258,15.4412,258,1290000,3846.57,39.6855,4255.15
-1615.730224609375,259,18.9889,259,1295000,2917.98,39.7945,3681.37
-1530.76220703125,260,16.9838,260,1300000,3078.18,40.8982,3923.79
-1602.581787109375,261,24.8845,261,1305000,2005.28,42.3348,2254.76
-1907.126708984375,262,19.9213,262,1310000,1039.5,43.1901,1520.76
-1517.23046875,263,14.8443,263,1315000,3801.68,39.6907,4292.14
-1537.81298828125,264,17.5344,264,1320000,3941.58,40.4625,4256.59
-1598.53515625,265,19.7151,265,1325000,2262.48,40.9514,3236.82
-1505.5130615234375,266,16.174,266,1330000,4265.68,39.9484,4283.68
-1550.5982666015625,267,17.203,267,1335000,4229.32,40.2042,4263.65
-1462.4700927734375,268,22.1657,268,1340000,4085.19,40.7122,4244.48
-1616.8155517578125,269,17.5874,269,1345000,4147.36,40.5352,4168.58
-1581.184326171875,270,16.7783,270,1350000,4168.78,40.1979,4178.8
-1581.3311767578125,271,18.0936,271,1355000,4258.99,40.7673,4271.09
-1662.9705810546875,272,21.9869,272,1360000,4149.54,42.2493,4288.54
-1750.951171875,273,19.0257,273,1365000,3796.29,41.7061,4084.35
-1668.7535400390625,274,18.9099,274,1370000,4110.57,41.0505,4122.7
-1655.96435546875,275,17.3174,275,1375000,4219.1,40.7038,4225.4
-1670.989501953125,276,17.6779,276,1380000,4183.64,40.9003,4172.85
-1639.673095703125,277,16.7882,277,1385000,4205.29,39.6595,4232.27
-1669.51220703125,278,17.5128,278,1390000,4204.61,40.7015,4251.83
-1673.025390625,279,18.0941,279,1395000,4105.96,39.7666,4100.18
-1658.3692626953125,280,16.8976,280,1400000,4129.1,40.1677,4275.86
-1684.6483154296875,281,18.1673,281,1405000,4226.69,39.8795,4253.2
-2465.25048828125,282,38.3734,282,1410000,816.52,46.3662,832.76
-1755.646484375,283,17.6776,283,1415000,4229.65,39.9073,4259.37
-2309.867431640625,284,17.8621,284,1420000,2586.0,41.5533,3925.11
-1848.4547119140625,285,17.8751,285,1425000,4313.11,40.5663,4352.71
-2177.143798828125,286,18.3064,286,1430000,836.64,44.7801,1873.04
-1743.14111328125,287,17.0179,287,1435000,4131.65,40.006,4330.02
-1811.982421875,288,17.8317,288,1440000,4215.8,40.162,4267.86
-1800.6778564453125,289,17.7083,289,1445000,4104.8,40.7081,4283.69
-1806.8514404296875,290,18.2151,290,1450000,4241.06,40.221,4269.17
-1709.939453125,291,17.9997,291,1455000,4152.64,40.1925,4357.37
-1787.519775390625,292,17.4684,292,1460000,4273.91,40.2877,4298.7
-2017.3822021484375,293,18.3167,293,1465000,4028.64,41.7431,4061.72
-1852.2796630859375,294,16.8676,294,1470000,4258.51,40.1349,4260.19
-1973.4581298828125,295,21.2997,295,1475000,4118.97,42.751,4141.47
-1963.06884765625,296,15.6334,296,1480000,4028.64,40.2689,4028.5
-1838.228515625,297,21.0326,297,1485000,3698.5,41.017,4023.06
-2199.301025390625,298,20.0977,298,1490000,3509.73,42.7335,3655.04
-1950.4202880859375,299,19.996,299,1495000,4069.76,41.102,4062.33
-2489.005126953125,300,21.5861,300,1500000,624.21,47.7388,598.02
-1905.3671875,301,16.7886,301,1505000,3711.34,39.5031,4180.02
-2273.99365234375,302,15.912,302,1510000,2253.79,40.4628,4294.68
-2666.889892578125,303,21.477,303,1515000,2378.73,41.8368,4161.64
-1960.016357421875,304,16.5987,304,1520000,3940.67,40.0777,4279.52
-2337.579833984375,305,16.397,305,1525000,2655.79,40.8804,4316.79
-2155.475830078125,306,15.9915,306,1530000,3526.54,39.8566,4308.42
-2288.64599609375,307,14.3279,307,1535000,3708.21,40.4547,4339.04
-2122.739501953125,308,16.4161,308,1540000,3650.31,39.8046,4267.1
-2757.2041015625,309,14.7524,309,1545000,1807.82,42.1098,1857.34
-2487.43798828125,310,14.5963,310,1550000,2536.0,40.7107,3925.13
-2128.701416015625,311,16.0399,311,1555000,3667.73,40.05,4283.5
-2193.777587890625,312,16.7058,312,1560000,3694.34,40.3284,4230.09
-2062.06884765625,313,19.1139,313,1565000,3429.09,40.1135,4355.27
-2270.562255859375,314,15.8211,314,1570000,4132.98,40.5536,4297.9
-2330.621826171875,315,15.0329,315,1575000,4311.39,40.6446,4318.97
-2233.413330078125,316,25.9204,316,1580000,2675.72,40.374,4406.0
-2924.070068359375,317,21.4884,317,1585000,-5.91,49.3991,-11.17
-2904.245361328125,318,17.0079,318,1590000,2471.38,42.0639,2639.75
-2492.549560546875,319,20.3673,319,1595000,3141.81,40.7537,3821.48
-2248.984130859375,320,18.2666,320,1600000,4145.55,39.6095,4141.0
-2414.722412109375,321,15.5826,321,1605000,3029.79,40.3946,4343.1
-2306.127197265625,322,17.3243,322,1610000,4163.72,40.4021,4323.01
-2254.9443359375,323,17.4649,323,1615000,3900.6,40.1337,4355.72
-2561.9404296875,324,15.5249,324,1620000,2551.33,40.2251,3921.62
-2347.03515625,325,23.0893,325,1625000,3538.85,40.8746,4375.45
-2870.61767578125,326,22.9054,326,1630000,2246.66,41.9057,954.5
-2253.693115234375,327,18.6252,327,1635000,4286.42,40.2666,4293.38
-2367.683837890625,328,20.3513,328,1640000,4211.33,41.1785,4164.45
-2334.68701171875,329,17.4977,329,1645000,4052.67,39.9363,4248.81
-2433.81884765625,330,17.7873,330,1650000,4250.93,40.4478,4291.93
-2289.524658203125,331,17.9627,331,1655000,4232.59,39.9197,4185.89
-2644.75634765625,332,16.1279,332,1660000,4239.57,40.503,4256.38
-2466.44580078125,333,17.195,333,1665000,4262.95,40.4446,4277.75
-2559.0029296875,334,23.0367,334,1670000,3841.93,40.0782,4349.87
-2531.305419921875,335,20.123,335,1675000,4268.41,42.055,4271.08
-2478.07373046875,336,17.0008,336,1680000,4247.14,40.1025,4256.65
-2419.332275390625,337,18.4196,337,1685000,1976.13,42.9196,2469.77
-2510.409423828125,338,19.5271,338,1690000,4157.5,40.5719,4173.22
-2554.6806640625,339,19.402,339,1695000,3988.55,41.0514,4149.07
-2460.949462890625,340,16.6324,340,1700000,3601.57,40.5654,4159.38
-2602.78173828125,341,18.93,341,1705000,4257.43,41.3791,4266.05
-2607.006103515625,342,18.111,342,1710000,4184.73,40.2929,4181.43
-3026.356689453125,343,19.7116,343,1715000,2826.09,43.1693,3182.22
-2774.48095703125,344,17.2858,344,1720000,4126.03,40.6966,4135.51
-2622.211669921875,345,18.4531,345,1725000,4242.86,41.3135,4203.7
-2610.750732421875,346,17.3258,346,1730000,4200.0,39.8156,4234.75
-2649.29345703125,347,17.1508,347,1735000,3914.06,40.5828,4186.28
-2692.5673828125,348,18.2837,348,1740000,4238.83,40.4192,4241.94
-2564.703125,349,19.252,349,1745000,4209.41,40.5347,4194.37
-2799.452392578125,350,18.9628,350,1750000,4368.89,40.5489,4406.37
-2688.631591796875,351,18.7192,351,1755000,4356.91,40.614,4385.42
-2554.35986328125,352,18.3737,352,1760000,4298.74,40.3647,4311.22
-2690.805908203125,353,19.3067,353,1765000,4285.02,40.7057,4303.99
-2891.6337890625,354,19.2657,354,1770000,3144.25,42.0214,4252.58
-2986.443603515625,355,17.7437,355,1775000,3015.35,40.8635,3865.49
-3695.43408203125,356,42.5755,356,1780000,-4.43,53.3819,-4.43
-3362.183349609375,357,30.2103,357,1785000,-2.24,44.6665,-10.26
-2852.672607421875,358,20.7015,358,1790000,4145.84,41.4146,4153.71
-2846.904541015625,359,18.745,359,1795000,4161.71,40.525,4312.85
-3154.77001953125,360,19.4062,360,1800000,3856.8,40.972,4365.27
-3265.4853515625,361,30.7202,361,1805000,2608.59,42.5179,1267.78
-3374.211669921875,362,33.3348,362,1810000,2220.82,42.112,1479.94
-2948.14794921875,363,18.3523,363,1815000,4202.54,40.8987,4230.56
-4348.7236328125,364,50.0574,364,1820000,0.57,51.0449,0.28
-2935.415771484375,365,195.1557,365,1825000,-10.41,55.3562,-10.44
-2953.502685546875,366,19.3943,366,1830000,4325.14,41.2645,4367.4
-3996.579833984375,367,24.0546,367,1835000,2489.58,43.1227,3372.1
-3231.0888671875,368,19.881,368,1840000,4331.14,41.6587,4359.48
-3127.703857421875,369,19.719,369,1845000,4202.23,41.2631,4219.41
-3191.62353515625,370,18.286,370,1850000,4108.49,40.717,4113.94
-3215.138916015625,371,18.7826,371,1855000,4096.57,41.0582,4079.13
-3084.667724609375,372,18.1604,372,1860000,4312.01,40.2843,4331.15
-3551.0234375,373,68.6369,373,1865000,1224.27,43.1279,3119.53
-3179.46533203125,374,20.2145,374,1870000,3696.51,40.3786,4455.39
-3151.621826171875,375,20.2487,375,1875000,4329.32,41.2091,4301.07
-3936.90625,376,38.7572,376,1880000,1364.1,45.119,984.98
-3307.4716796875,377,18.1551,377,1885000,4074.91,41.2103,4208.81
-4096.3427734375,378,25.1996,378,1890000,2278.22,41.722,2286.01
-3709.05517578125,379,27.4817,379,1895000,2035.3,41.1521,4322.37
-3706.50390625,380,25.6135,380,1900000,3308.28,42.8693,3030.11
-4216.4521484375,381,25.5574,381,1905000,795.72,43.9885,728.74
-3400.553955078125,382,19.419,382,1910000,3952.15,39.5772,4289.99
-3249.06982421875,383,18.6971,383,1915000,4279.68,40.4149,4272.73
-3373.381103515625,384,16.6824,384,1920000,4318.96,40.306,4306.66
