Running Forward KL,Real Det Return,Real Sto Return,Running Reverse KL,Reward Loss,Running Env Steps,Running Update Time,Itration
310.8471,1347.94,2065.76,193.8488,-7285.72900390625,285000,57,57
301.8252,3608.08,3472.93,155.9045,-6649.27099609375,290000,58,58
296.1169,922.92,2651.09,137.1717,-5985.76318359375,295000,59,59
302.4128,4542.04,3817.13,140.3223,-6408.8212890625,300000,60,60
317.4847,1682.56,1719.0,221.7842,-9410.3740234375,305000,61,61
301.6914,940.28,1948.16,160.8971,-7537.49072265625,310000,62,62
293.4572,1447.45,3580.43,144.2618,-6718.2216796875,315000,63,63
284.0588,2148.56,4551.56,101.7969,-4236.263671875,320000,64,64
294.2801,1343.85,3419.5,135.3066,-5922.5322265625,325000,65,65
292.9086,1319.78,3216.07,113.0569,-5562.5830078125,330000,66,66
298.4095,4545.78,4551.4,109.621,-4404.86474609375,335000,67,67
288.735,1773.78,3509.01,97.7332,-4112.64453125,340000,68,68
297.5621,4021.56,4259.0,142.8616,-6665.80126953125,345000,69,69
293.5892,1922.76,3862.03,93.31,-4707.12353515625,350000,70,70
286.8647,1950.46,4338.38,91.7095,-3827.94677734375,355000,71,71
293.3215,1431.89,3310.66,90.0225,-4440.95703125,360000,72,72
304.1316,961.46,2737.53,137.8192,-6634.60791015625,365000,73,73
295.5559,1423.66,3602.28,110.7019,-5256.02734375,370000,74,74
300.9484,938.55,2884.59,173.5253,-8605.5283203125,375000,75,75
303.0808,1298.86,1897.01,134.8314,-7473.65771484375,380000,76,76
304.4809,882.4,2287.85,133.4755,-7017.3466796875,385000,77,77
323.4364,815.86,2152.44,193.2684,-9219.0205078125,390000,78,78
286.372,1992.71,4502.08,68.2945,-3866.758056640625,395000,79,79
292.72,1276.93,4049.49,101.1565,-5311.83642578125,400000,80,80
313.6607,2087.84,3249.58,141.8586,-7529.1005859375,405000,81,81
298.2592,1468.93,3014.42,101.7037,-6073.7421875,410000,82,82
304.873,1435.39,3342.53,129.776,-7564.716796875,415000,83,83
300.0786,2102.06,3793.56,106.9689,-6459.2548828125,420000,84,84
303.9072,2212.96,2583.14,152.6068,-8442.1796875,425000,85,85
308.3763,974.23,2034.82,135.2094,-7446.201171875,430000,86,86
321.3446,1203.74,2294.01,177.7941,-8784.0634765625,435000,87,87
316.4294,1868.61,3071.43,107.7488,-6305.439453125,440000,88,88
312.1627,2214.16,3507.35,118.7281,-6190.361328125,445000,89,89
298.248,1853.06,3472.86,87.6613,-5774.8994140625,450000,90,90
298.3764,2322.95,4258.09,110.4233,-6672.61328125,455000,91,91
310.8812,1625.47,4164.25,131.3174,-7786.3349609375,460000,92,92
308.2046,1684.69,4393.36,105.1132,-6308.4560546875,465000,93,93
292.6842,1879.81,4135.5,88.4716,-5231.63623046875,470000,94,94
287.4043,1860.4,3916.42,88.1021,-6738.68896484375,475000,95,95
288.5183,3420.61,4970.94,89.3585,-6383.36279296875,480000,96,96
297.2609,3140.56,5080.64,97.6038,-6753.09912109375,485000,97,97
282.6564,2069.37,4461.26,77.5147,-6089.59228515625,490000,98,98
293.7206,2045.08,4989.33,92.0656,-6970.1337890625,495000,99,99
299.3701,2874.1,4589.89,94.4656,-7256.11865234375,500000,100,100
285.2667,4119.22,4538.52,83.5691,-6726.97265625,505000,101,101
291.1607,4029.67,4789.05,89.4884,-7441.10546875,510000,102,102
288.664,1592.05,4498.28,99.891,-8066.494140625,515000,103,103
294.3344,2954.41,5048.25,95.6576,-7902.88720703125,520000,104,104
295.4346,3089.05,4760.43,95.2427,-8031.84130859375,525000,105,105
291.0127,1542.45,4992.81,106.5548,-8736.87890625,530000,106,106
289.4745,3625.92,4919.88,91.3465,-8227.9794921875,535000,107,107
293.0077,3577.19,5034.96,89.9374,-8533.9072265625,540000,108,108
293.3038,3551.48,4831.68,93.488,-9120.615234375,545000,109,109
295.1526,2416.26,4535.39,110.5967,-9275.3876953125,550000,110,110
296.9869,4979.09,5066.81,96.3924,-9463.697265625,555000,111,111
300.4652,2397.76,4368.86,99.5804,-9544.17578125,560000,112,112
285.9008,2922.75,4853.82,84.4517,-9233.564453125,565000,113,113
288.4182,3814.02,4851.88,94.1483,-10035.953125,570000,114,114
293.9658,3570.42,4145.37,107.1028,-10098.5029296875,575000,115,115
297.9213,1924.71,5041.37,98.3155,-10179.28125,580000,116,116
284.5641,3152.11,5088.56,92.8484,-10078.677734375,585000,117,117
281.4043,2487.09,4703.22,81.903,-10360.943359375,590000,118,118
295.8829,2387.03,5044.42,96.4303,-10842.7236328125,595000,119,119
297.3099,4704.66,5024.7,103.3322,-11091.6591796875,600000,120,120
287.2829,4992.29,4915.55,87.1207,-11097.1943359375,605000,121,121
289.3753,4248.85,4916.24,87.1826,-10775.0146484375,610000,122,122
287.0208,3632.74,5052.84,83.805,-11313.150390625,615000,123,123
289.4965,4678.13,4543.17,110.3985,-11381.3115234375,620000,124,124
284.2928,3353.94,5131.34,88.089,-11410.8984375,625000,125,125
281.8308,2490.21,5154.11,92.6784,-11481.076171875,630000,126,126
289.2934,4320.4,5061.92,90.2263,-12147.5234375,635000,127,127
278.4433,5081.35,5062.11,75.3007,-12061.1650390625,640000,128,128
288.5402,3365.62,5113.44,89.1502,-12606.78125,645000,129,129
284.5693,4585.75,5100.44,78.2832,-12262.248046875,650000,130,130
292.9327,5009.74,4953.79,94.1037,-12846.908203125,655000,131,131
282.9713,5113.27,4675.82,84.4257,-12183.7255859375,660000,132,132
284.7086,3145.34,5092.08,85.0444,-13023.4375,665000,133,133
291.8518,4011.98,5106.48,89.2677,-13114.630859375,670000,134,134
288.3036,4614.4,4920.59,101.5796,-12943.7158203125,675000,135,135
279.3102,5079.26,5175.88,79.9142,-13230.513671875,680000,136,136
291.7848,4341.25,5095.07,87.6039,-13511.4443359375,685000,137,137
282.7218,3914.66,5143.23,77.8689,-13481.80859375,690000,138,138
288.6249,4750.19,5157.47,102.8063,-13886.068359375,695000,139,139
284.8339,5345.51,5045.83,95.9717,-13607.568359375,700000,140,140
289.8342,4648.16,5123.28,92.3143,-13785.5986328125,705000,141,141
291.9304,3742.01,4728.74,82.0904,-13968.67578125,710000,142,142
285.8378,4994.23,4878.09,77.5659,-13702.2587890625,715000,143,143
291.7965,5256.71,5154.26,86.3928,-14293.111328125,720000,144,144
286.5384,2702.28,5062.73,80.087,-14361.333984375,725000,145,145
289.3199,4771.27,5140.68,81.7909,-14366.8271484375,730000,146,146
289.4828,2694.97,4904.08,81.5079,-13922.54296875,735000,147,147
289.2847,2540.71,5050.62,89.6249,-14582.9033203125,740000,148,148
289.021,4760.73,5120.13,81.6198,-14749.52734375,745000,149,149
292.6944,5011.28,5090.09,91.2541,-14795.2158203125,750000,150,150
283.1996,2146.6,4320.75,85.4733,-14398.923828125,755000,151,151
291.2501,4344.33,5124.39,83.4905,-15154.224609375,760000,152,152
289.6864,4623.9,5122.89,88.3099,-14963.611328125,765000,153,153
285.2853,5062.29,5154.7,94.9561,-15082.294921875,770000,154,154
300.2178,5058.97,4956.89,82.4068,-15317.23046875,775000,155,155
288.3356,3504.71,5006.59,87.601,-15285.392578125,780000,156,156
290.9249,4245.95,4913.11,88.4318,-15543.892578125,785000,157,157
290.6808,5273.6,5148.21,94.8808,-15979.8447265625,790000,158,158
291.5949,5083.64,5006.81,81.802,-15188.484375,795000,159,159
293.9868,5224.56,4929.97,87.362,-15773.4091796875,800000,160,160
287.0344,5198.34,5078.56,81.0457,-15640.0478515625,805000,161,161
296.2557,5020.72,5060.8,88.4899,-16015.216796875,810000,162,162
284.9253,4233.29,5027.18,80.781,-15507.2783203125,815000,163,163
286.5596,4976.94,5028.74,78.4727,-15801.5322265625,820000,164,164
284.8568,5077.06,4965.24,80.8715,-15958.99609375,825000,165,165
292.0491,4596.57,5135.2,86.6602,-16426.046875,830000,166,166
300.6338,3825.7,5074.41,90.6889,-16514.43359375,835000,167,167
293.4526,4888.59,4954.15,86.138,-16137.2568359375,840000,168,168
291.0428,4311.43,4817.15,82.2714,-16235.1953125,845000,169,169
294.1557,3639.77,4264.6,87.1404,-15901.7578125,850000,170,170
290.0949,4784.25,5133.82,81.171,-16507.328125,855000,171,171
294.1724,5399.16,4990.9,86.1862,-16494.98046875,860000,172,172
288.2101,4915.26,5144.29,84.3382,-16591.962890625,865000,173,173
287.4294,5031.73,4723.64,82.629,-16477.701171875,870000,174,174
287.7263,912.91,4438.56,76.8771,-16245.3857421875,875000,175,175
292.9915,2344.48,4604.83,78.5078,-16347.076171875,880000,176,176
291.3673,3862.08,4263.44,79.9151,-16604.9453125,885000,177,177
298.5165,5050.87,5068.64,92.0584,-16999.365234375,890000,178,178
282.5403,5084.64,5050.67,74.1606,-16730.962890625,895000,179,179
288.8591,3109.11,4460.47,95.6326,-16485.390625,900000,180,180
289.8243,1696.91,4506.67,84.5086,-16572.724609375,905000,181,181
297.4209,4456.55,4952.48,93.0012,-16973.47265625,910000,182,182
285.9854,3394.94,4328.02,76.0703,-16722.611328125,915000,183,183
285.6071,4382.37,4568.57,75.1671,-16612.15234375,920000,184,184
300.913,4793.02,4986.69,89.7892,-17213.9921875,925000,185,185
296.4599,5138.87,5012.58,89.9271,-17331.90625,930000,186,186
289.9342,4536.54,5029.19,83.0181,-17166.98828125,935000,187,187
291.449,4941.17,4874.79,85.6881,-17384.6015625,940000,188,188
296.7142,2029.98,4860.22,93.1778,-17553.69140625,945000,189,189
289.7697,2570.33,5094.02,79.1262,-17201.265625,950000,190,190
296.2738,2592.97,5042.69,90.5045,-17549.99609375,955000,191,191
295.3585,5300.76,5078.56,93.3329,-17602.630859375,960000,192,192
290.7691,4749.93,4905.58,86.5117,-17472.88671875,965000,193,193
285.1236,3651.05,4785.95,76.0628,-17213.35546875,970000,194,194
287.5795,647.49,4478.28,86.9375,-17094.75,975000,195,195
300.2266,2815.66,4208.47,100.4368,-17193.20703125,980000,196,196
290.868,1683.99,4488.21,91.9479,-16868.12890625,985000,197,197
301.7333,2353.43,4722.7,97.437,-18062.1640625,990000,198,198
292.6642,3125.03,4926.23,82.9507,-17523.13671875,995000,199,199
284.5675,2309.57,4953.17,78.8387,-17370.5078125,1000000,200,200
286.3112,4440.2,4706.2,79.4832,-17338.73828125,1005000,201,201
283.6609,2662.03,4801.47,78.3076,-17529.953125,1010000,202,202
291.5157,982.38,4638.06,86.7669,-17702.361328125,1015000,203,203
296.5574,2862.04,4870.09,96.5727,-17563.705078125,1020000,204,204
289.5419,1670.65,4621.05,86.4549,-17815.7890625,1025000,205,205
291.977,1223.18,4585.51,94.1762,-17455.294921875,1030000,206,206
302.9432,4114.31,3949.71,109.0723,-17605.216796875,1035000,207,207
282.7721,4225.03,5106.71,85.0312,-17823.841796875,1040000,208,208
285.4523,2657.62,4915.31,89.4821,-17959.853515625,1045000,209,209
279.2599,5076.31,4992.52,79.3087,-17693.705078125,1050000,210,210
298.0075,3133.35,4477.23,100.135,-17821.173828125,1055000,211,211
281.4483,4274.58,5048.73,84.8256,-17795.783203125,1060000,212,212
286.0832,5192.48,5135.19,89.8056,-17878.3125,1065000,213,213
284.927,3965.76,5094.19,85.4792,-17989.517578125,1070000,214,214
282.8865,5001.19,4922.05,84.2189,-17831.47265625,1075000,215,215
298.3711,4413.67,4008.19,109.4978,-17777.78125,1080000,216,216
287.9364,4478.35,4858.31,89.9997,-18090.939453125,1085000,217,217
288.4476,5248.11,4850.05,88.6131,-18001.517578125,1090000,218,218
286.4744,5175.99,4969.36,88.2309,-18065.7890625,1095000,219,219
288.1501,4682.74,4657.48,85.2205,-18094.025390625,1100000,220,220
297.1496,4433.61,4778.77,98.7124,-18023.625,1105000,221,221
294.878,4082.5,4455.32,81.6838,-18060.01953125,1110000,222,222
295.3842,5194.24,4976.3,89.022,-18164.46484375,1115000,223,223
297.9954,4464.94,4750.17,86.7353,-18122.24609375,1120000,224,224
329.654,2529.47,2941.62,197.2959,-16905.8671875,1125000,225,225
303.6707,4827.6,4755.79,100.9115,-18463.216796875,1130000,226,226
295.8938,4080.47,5001.86,83.5238,-18203.40625,1135000,227,227
302.4373,4551.36,4817.7,96.3294,-18332.359375,1140000,228,228
301.2142,4809.17,4977.92,92.8501,-18064.88671875,1145000,229,229
300.4601,3336.73,4595.39,90.7533,-18230.369140625,1150000,230,230
293.4238,2946.74,4596.32,86.0298,-18120.162109375,1155000,231,231
304.6113,4388.68,4239.59,93.0063,-18108.822265625,1160000,232,232
300.4731,4291.36,3685.37,89.2093,-17801.765625,1165000,233,233
298.8451,1460.35,4973.69,88.8634,-18006.298828125,1170000,234,234
303.3096,1428.7,4267.6,108.251,-17730.345703125,1175000,235,235
300.3205,1353.36,4603.52,105.9379,-18018.373046875,1180000,236,236
295.5107,2980.04,4621.9,89.1976,-17932.255859375,1185000,237,237
310.316,1512.37,2173.33,130.8366,-16740.25,1190000,238,238
304.27,2418.18,3876.53,120.7364,-17287.822265625,1195000,239,239
294.444,2579.0,3088.7,105.3713,-17388.177734375,1200000,240,240
292.7022,2501.34,4604.32,92.5514,-18361.3203125,1205000,241,241
294.8508,2277.86,4566.53,99.2484,-17996.609375,1210000,242,242
295.7776,2646.15,4031.72,100.3594,-17833.97265625,1215000,243,243
296.2804,2020.23,4126.6,100.3632,-18057.140625,1220000,244,244
293.0473,1186.31,4885.75,102.624,-18178.7734375,1225000,245,245
301.4691,3910.62,4623.18,100.737,-18155.654296875,1230000,246,246
296.4222,1965.32,4132.7,94.8359,-18088.203125,1235000,247,247
293.4712,4056.51,4351.63,90.5018,-18482.8046875,1240000,248,248
293.3578,3056.66,4568.4,84.1266,-18304.35546875,1245000,249,249
314.5238,1141.53,3501.22,140.9414,-17329.962890625,1250000,250,250
302.2054,798.85,3103.9,117.254,-17597.27734375,1255000,251,251
313.7805,983.78,3461.37,143.2696,-17389.232421875,1260000,252,252
301.2572,1586.74,4074.46,116.388,-18103.328125,1265000,253,253
301.8512,3395.54,5013.89,93.7613,-18565.361328125,1270000,254,254
307.5938,1672.36,4366.92,115.5187,-18275.76953125,1275000,255,255
306.2798,2447.76,3709.61,119.7632,-18133.14453125,1280000,256,256
305.2596,4081.56,4669.24,103.5628,-18860.9921875,1285000,257,257
304.1539,2557.9,3838.55,112.6598,-18455.30859375,1290000,258,258
316.3387,365.36,1491.04,163.5512,-17482.138671875,1295000,259,259
317.4259,5349.4,4411.25,120.148,-19061.05859375,1300000,260,260
305.1669,4994.72,5053.55,117.5082,-18746.533203125,1305000,261,261
332.5254,970.1,2587.86,209.7743,-18272.953125,1310000,262,262
312.3131,5282.26,3636.06,151.2322,-18477.134765625,1315000,263,263
320.2134,5432.16,4413.91,174.9283,-18520.404296875,1320000,264,264
344.1911,2069.92,2879.86,205.9665,-17724.9453125,1325000,265,265
314.2871,5396.16,4913.59,122.6954,-19146.853515625,1330000,266,266
323.1897,4712.5,4760.55,135.5546,-19043.724609375,1335000,267,267
314.0707,4955.9,4501.3,128.066,-19140.61328125,1340000,268,268
309.282,4971.29,4956.86,118.2356,-19077.53125,1345000,269,269
310.7783,2707.89,4537.0,120.9699,-19143.642578125,1350000,270,270
325.6443,3265.56,4131.18,152.0827,-18275.03515625,1355000,271,271
311.1832,5516.74,5048.18,126.3755,-19191.6953125,1360000,272,272
317.1275,5546.44,5291.74,135.1802,-19222.751953125,1365000,273,273
322.0067,5504.33,5014.08,144.102,-18669.193359375,1370000,274,274
318.3358,3499.45,4656.18,146.6025,-18753.05859375,1375000,275,275
323.5741,1834.85,2646.39,163.5199,-17982.69921875,1380000,276,276
320.6374,1827.89,4690.73,136.0866,-19062.20703125,1385000,277,277
309.8602,4336.17,4614.79,127.4258,-18973.677734375,1390000,278,278
318.3452,2323.71,4479.81,142.5978,-18299.94921875,1395000,279,279
309.2989,5185.36,4427.26,131.0397,-19045.494140625,1400000,280,280
304.9792,4263.01,4123.43,136.7416,-18271.65234375,1405000,281,281
313.5576,4469.72,4614.63,131.1011,-19106.916015625,1410000,282,282
305.3505,4383.59,4871.76,126.8492,-19010.302734375,1415000,283,283
312.55,5186.12,5019.5,151.016,-18993.228515625,1420000,284,284
315.8179,1804.89,3353.54,153.6447,-18396.30078125,1425000,285,285
312.5404,4764.14,4978.08,150.2529,-19309.826171875,1430000,286,286
324.8429,5041.75,5086.57,163.0167,-19177.494140625,1435000,287,287
328.9463,4595.66,5051.75,161.104,-19305.51953125,1440000,288,288
323.867,5440.37,3559.63,151.9931,-18961.998046875,1445000,289,289
317.8537,4085.13,4356.94,148.3463,-18488.400390625,1450000,290,290
311.6753,4979.59,4913.31,121.4907,-18891.212890625,1455000,291,291
323.0859,4839.52,4209.08,154.3789,-17619.875,1460000,292,292
318.0519,4291.09,3810.78,136.7702,-17972.4765625,1465000,293,293
318.1977,4657.07,4462.06,132.3331,-18697.75,1470000,294,294
310.7631,4260.2,3555.64,142.2559,-18926.388671875,1475000,295,295
333.8135,2631.51,3820.72,203.304,-18765.6328125,1480000,296,296
312.2057,3717.23,4047.79,128.1153,-18796.470703125,1485000,297,297
309.9799,5265.66,4726.45,141.3619,-18244.6328125,1490000,298,298
336.4717,3011.34,3587.75,177.8172,-17896.583984375,1495000,299,299
325.397,4204.35,4416.54,152.6461,-18376.81640625,1500000,300,300
329.4861,3004.11,4446.22,167.0171,-18088.2578125,1505000,301,301
331.6738,4066.1,4243.76,152.477,-18646.775390625,1510000,302,302
320.4267,5350.52,4785.64,145.3754,-19000.337890625,1515000,303,303
321.8843,4750.94,4693.8,123.1956,-18439.998046875,1520000,304,304
322.0183,3616.68,4410.07,138.619,-17883.505859375,1525000,305,305
301.5421,4509.85,4981.85,107.155,-18245.888671875,1530000,306,306
321.902,3890.41,4069.32,128.1911,-17023.107421875,1535000,307,307
306.1934,1895.15,3602.03,126.514,-17522.78515625,1540000,308,308
307.9652,4228.54,4220.65,113.464,-18045.953125,1545000,309,309
332.0731,2318.0,3347.48,185.3331,-17437.13671875,1550000,310,310
348.5776,880.28,2207.88,180.6774,-17458.06640625,1555000,311,311
426.2124,380.25,767.67,320.077,-17272.3828125,1560000,312,312
361.89,1133.27,1310.06,236.2618,-17513.875,1565000,313,313
350.9799,1787.36,2140.79,222.334,-17396.76953125,1570000,314,314
354.8338,2464.36,2308.15,221.251,-17741.22265625,1575000,315,315
325.4803,3854.93,4088.68,137.0716,-17907.447265625,1580000,316,316
425.9887,703.89,731.65,337.604,-16251.4423828125,1585000,317,317
368.3556,1978.99,1452.36,268.5217,-16941.2734375,1590000,318,318
374.5136,2445.78,1718.41,275.5322,-17764.640625,1595000,319,319
366.1909,1936.69,1783.02,259.3236,-18167.521484375,1600000,320,320
369.693,1783.33,1839.36,236.3285,-17948.306640625,1605000,321,321
360.5703,2157.48,2101.01,205.1053,-16492.05078125,1610000,322,322
343.5398,1409.47,1747.88,225.7988,-16433.2265625,1615000,323,323
314.9348,2287.2,3131.06,196.1869,-17327.892578125,1620000,324,324
338.6895,1606.03,871.44,248.6017,-16907.99609375,1625000,325,325
328.0935,3159.25,2535.77,177.1735,-17814.76953125,1630000,326,326
329.5354,2876.52,3599.58,197.1891,-17428.904296875,1635000,327,327
377.9598,1724.19,1007.12,289.0072,-15257.2890625,1640000,328,328
345.3296,2622.19,2698.83,217.2323,-16708.16015625,1645000,329,329
337.3714,3722.09,4142.23,162.0347,-19210.330078125,1650000,330,330
325.7797,4652.49,4746.52,150.4052,-19157.91796875,1655000,331,331
325.2168,4577.14,4531.69,169.3975,-18550.07421875,1660000,332,332
325.261,4094.21,4466.92,153.0991,-18758.248046875,1665000,333,333
317.8764,5045.96,4554.67,185.5292,-18566.15625,1670000,334,334
322.0508,3605.05,3362.92,153.6322,-18109.23828125,1675000,335,335
321.7154,3587.04,4110.81,146.2178,-18243.544921875,1680000,336,336
353.2317,4371.93,4744.64,198.5307,-19162.283203125,1685000,337,337
345.492,4626.68,4853.31,172.8608,-19039.34765625,1690000,338,338
355.4321,2843.88,2220.58,251.4084,-17786.708984375,1695000,339,339
350.05,4474.35,4101.27,193.8195,-19301.78125,1700000,340,340
368.9253,3417.64,3888.74,217.6708,-17919.341796875,1705000,341,341
376.4414,2146.93,1585.63,226.5066,-17580.294921875,1710000,342,342
369.6172,2755.37,2395.59,223.8102,-17852.25,1715000,343,343
357.8173,4371.64,4298.63,183.471,-19074.80859375,1720000,344,344
378.4352,1231.14,1538.49,276.296,-17695.759765625,1725000,345,345
388.7778,2206.81,2185.66,319.8593,-17171.169921875,1730000,346,346
359.3665,4156.52,4198.62,212.8149,-18618.1328125,1735000,347,347
352.9513,3525.07,3308.07,199.5917,-18233.955078125,1740000,348,348
360.0858,2933.15,3227.76,209.8915,-18226.154296875,1745000,349,349
353.1357,4543.34,4486.97,175.9596,-18655.890625,1750000,350,350
343.5451,4650.11,4128.13,172.5991,-19015.837890625,1755000,351,351
362.2039,3452.24,3698.52,216.9376,-18095.515625,1760000,352,352
337.729,4478.88,4322.22,156.9336,-18984.845703125,1765000,353,353
360.7038,3351.36,3261.7,206.1013,-18867.078125,1770000,354,354
371.511,4282.3,5033.26,209.2428,-19102.66796875,1775000,355,355
379.018,4928.26,4817.17,229.9203,-19147.31640625,1780000,356,356
380.6387,3795.41,4746.41,227.703,-19145.533203125,1785000,357,357
372.935,5163.85,4642.98,242.1321,-18171.755859375,1790000,358,358
389.8846,3558.98,4518.21,245.4301,-18838.8515625,1795000,359,359
389.7113,4799.55,4802.37,272.2142,-19557.58203125,1800000,360,360
383.2928,4761.86,4758.24,269.1864,-19542.521484375,1805000,361,361
380.2728,4648.33,4845.96,255.889,-19542.607421875,1810000,362,362
378.2838,4805.02,4628.38,264.6477,-19377.59765625,1815000,363,363
391.284,4813.75,4819.66,252.1172,-19623.8671875,1820000,364,364
382.6264,4335.24,4676.4,241.0167,-19122.80859375,1825000,365,365
388.2662,2441.26,3392.08,268.4021,-18599.513671875,1830000,366,366
380.2751,4698.34,4040.28,215.8192,-19537.998046875,1835000,367,367
385.723,3726.36,3541.15,223.1331,-19357.205078125,1840000,368,368
408.9732,2997.55,2804.54,276.4979,-18101.142578125,1845000,369,369
408.1817,1957.49,2602.71,285.473,-18308.607421875,1850000,370,370
395.4011,4120.16,3453.5,256.5393,-18641.158203125,1855000,371,371
435.9779,670.79,604.04,613.0947,-16576.25,1860000,372,372
396.7562,3847.44,3516.6,250.6737,-19391.501953125,1865000,373,373
393.61,3812.08,3777.54,233.9161,-19293.4921875,1870000,374,374
413.7521,1672.7,1044.6,310.5162,-18664.72265625,1875000,375,375
428.3687,2259.45,2872.86,307.5513,-18361.98046875,1880000,376,376
427.4904,2652.44,2294.95,329.1132,-18961.7421875,1885000,377,377
436.2006,2969.92,2618.75,384.1634,-18784.029296875,1890000,378,378
415.1135,3614.55,3214.53,279.9162,-19474.63671875,1895000,379,379
433.928,3927.6,3795.71,303.6082,-18827.677734375,1900000,380,380
434.4041,1872.83,2167.81,455.0716,-18866.119140625,1905000,381,381
416.153,4571.51,4252.16,258.7476,-19580.158203125,1910000,382,382
429.915,2298.81,1647.35,300.6558,-19146.140625,1915000,383,383
422.2215,2406.07,2815.71,256.4297,-18711.140625,1920000,384,384
417.981,4931.09,4716.68,280.3124,-19595.88671875,1925000,385,385
404.8407,3234.16,3920.13,270.1313,-19303.12890625,1930000,386,386
405.1638,3447.37,3771.27,282.1653,-19515.966796875,1935000,387,387
431.373,4590.17,4446.15,317.1849,-19400.755859375,1940000,388,388
430.6977,4338.63,4463.29,302.147,-19219.14453125,1945000,389,389
431.6189,3082.36,2917.01,360.3028,-19307.80078125,1950000,390,390
409.5926,3626.62,4029.44,277.6079,-18838.09375,1955000,391,391
434.7186,3705.44,3460.8,433.116,-19626.31640625,1960000,392,392
440.511,4618.46,4784.65,327.9046,-19683.25390625,1965000,393,393
431.9901,3443.29,3009.03,302.2474,-18958.0703125,1970000,394,394
