Real Sto Return,Itration,Running Reverse KL,Reward Loss,Running Env Steps,Running Update Time,Real Det Return,Running Forward KL
594.31,94,239.8137,-52900.0625,470000,94,624.76,414.1161
1216.34,95,222.1026,-46520.390625,475000,95,1322.12,366.65
1097.83,96,223.8873,-49799.46484375,480000,96,1340.79,371.0571
2079.09,97,186.3603,-45340.01953125,485000,97,2319.17,353.355
682.05,98,220.7677,-53381.234375,490000,98,491.51,396.2364
1022.75,99,215.6123,-53547.3515625,495000,99,896.73,367.9932
1306.36,100,223.4898,-52590.265625,500000,100,975.51,366.2546
520.27,101,238.0789,-52658.1171875,505000,101,564.67,410.0433
2293.81,102,170.9744,-47290.359375,510000,102,1497.06,361.6471
3287.61,103,150.4917,-43015.51953125,515000,103,1990.72,346.8049
655.01,104,251.4553,-55689.52734375,520000,104,414.91,424.7413
689.28,105,255.3565,-59819.8671875,525000,105,666.86,403.2948
3449.5,106,169.3027,-47216.34765625,530000,106,1637.4,339.0466
3138.0,107,177.2054,-47182.52734375,535000,107,2256.92,351.5136
2799.53,108,143.314,-39845.734375,540000,108,3353.16,343.2653
4476.21,109,115.746,-29725.068359375,545000,109,2815.78,342.6613
3129.94,110,159.3673,-43653.9453125,550000,110,1415.57,345.9205
4733.45,111,118.9947,-30698.13671875,555000,111,2751.98,346.1992
4467.15,112,140.2171,-36358.890625,560000,112,3355.93,359.3732
4390.4,113,133.6086,-37089.9296875,565000,113,2218.06,353.1311
4392.64,114,130.1428,-34671.61328125,570000,114,4536.15,355.346
3841.6,115,123.3638,-37833.3203125,575000,115,4420.17,348.3858
4632.09,116,130.5373,-39567.76171875,580000,116,3366.0,350.5649
4596.57,117,116.018,-37237.6015625,585000,117,3310.56,344.3449
3583.18,118,158.5574,-46886.9140625,590000,118,3378.6,344.9601
2459.02,119,216.7261,-56911.9609375,595000,119,2074.41,359.7947
3294.46,120,140.1252,-48800.6796875,600000,120,2365.85,346.6436
3946.67,121,150.4797,-48496.29296875,605000,121,1885.48,342.5492
4793.68,122,118.5762,-45436.77734375,610000,122,3207.38,341.3615
4611.64,123,130.4115,-45572.12109375,615000,123,3494.06,347.6924
4672.75,124,113.8525,-43912.69140625,620000,124,3206.42,337.5101
3392.82,125,145.9621,-52822.9453125,625000,125,2698.42,362.7091
3967.59,126,113.3102,-47486.03125,630000,126,1756.3,339.5309
4504.45,127,146.3233,-51230.00390625,635000,127,3387.69,361.9448
4727.95,128,122.6723,-50676.26953125,640000,128,4361.78,342.4526
4734.55,129,120.4907,-52412.8671875,645000,129,4073.22,346.595
4098.7,130,133.8438,-55793.97265625,650000,130,2903.83,353.2177
3833.17,131,131.6089,-53537.66796875,655000,131,2856.52,344.4091
3575.64,132,144.832,-57413.1640625,660000,132,2841.29,351.3645
2987.11,133,158.2002,-54109.4375,665000,133,2111.0,336.2162
3167.62,134,157.573,-57272.109375,670000,134,1647.78,343.5913
3769.16,135,153.0028,-55755.95703125,675000,135,1851.06,341.6465
3566.14,136,193.4054,-61045.015625,680000,136,1813.72,354.7348
3770.17,137,142.4849,-62560.51171875,685000,137,3380.9,362.6256
3774.58,138,145.5277,-63261.14453125,690000,138,3371.7,352.9261
4819.25,139,124.1332,-61444.65625,695000,139,2728.14,353.6301
4164.25,140,112.9668,-50421.9453125,700000,140,1888.05,315.3285
4694.73,141,109.9299,-61861.55078125,705000,141,4438.97,333.3828
4895.79,142,127.338,-63165.99609375,710000,142,4469.59,347.6314
4442.72,143,129.0546,-65741.6484375,715000,143,4224.7,344.2328
4704.22,144,123.3318,-67107.265625,720000,144,4773.39,348.8068
4740.1,145,120.3902,-67957.4140625,725000,145,4886.12,347.634
4640.67,146,126.3677,-67313.0859375,730000,146,4386.45,349.0728
4542.91,147,131.6004,-70018.828125,735000,147,4387.19,352.7057
4838.84,148,114.9771,-67679.484375,740000,148,4445.15,340.4191
4657.41,149,138.8512,-71351.71875,745000,149,4590.32,351.7282
4600.77,150,114.3991,-68096.7421875,750000,150,4246.99,347.7058
4430.97,151,125.1499,-71195.953125,755000,151,4960.41,347.7868
4742.85,152,118.4413,-70931.875,760000,152,4297.91,337.1394
4665.09,153,117.9645,-71396.0234375,765000,153,4111.35,351.1127
3947.36,154,143.19,-72097.5703125,770000,154,4704.17,358.4013
4674.84,155,107.4492,-70414.453125,775000,155,5136.19,337.29
4722.46,156,120.4104,-73221.5625,780000,156,4734.11,341.6743
4864.8,157,128.5012,-74837.5234375,785000,157,4283.76,349.1206
4803.25,158,123.0062,-76001.484375,790000,158,4943.27,349.3868
4816.46,159,107.0431,-73153.2890625,795000,159,4510.92,340.0949
4166.51,160,157.6744,-77082.5859375,800000,160,4794.59,358.645
4622.52,161,122.0131,-75767.140625,805000,161,4903.7,350.9578
4935.78,162,114.4664,-74750.84375,810000,162,5018.45,338.0283
4685.91,163,131.0103,-74565.4375,815000,163,4749.45,337.5526
4858.52,164,116.7449,-76628.6640625,820000,164,4244.13,345.4001
3525.64,165,154.3923,-79760.2890625,825000,165,4154.69,359.8046
4928.38,166,138.2541,-79539.9609375,830000,166,4996.71,351.4411
4844.98,167,129.3407,-79235.0390625,835000,167,5097.08,350.4365
4739.51,168,115.1739,-77560.453125,840000,168,3590.0,343.1032
4729.94,169,134.4149,-81437.828125,845000,169,4588.97,352.9646
4673.42,170,148.0917,-81508.7109375,850000,170,4407.85,353.8968
4740.42,171,111.5275,-80424.59375,855000,171,5038.19,339.7326
4874.74,172,122.3167,-81723.5234375,860000,172,4799.28,344.3187
4926.06,173,170.9985,-85173.4609375,865000,173,5000.92,365.222
1761.67,174,217.2299,-83421.2734375,870000,174,3908.18,371.7985
4877.92,175,143.272,-83970.0,875000,175,4404.85,350.8623
4660.85,176,152.9379,-82604.1953125,880000,176,4911.14,351.8423
4899.89,177,110.9744,-80702.09375,885000,177,3835.28,337.0222
4534.24,178,125.3289,-81147.609375,890000,178,5174.55,348.4497
3028.6,179,182.7685,-77891.796875,895000,179,3924.43,370.7285
4905.89,180,115.7462,-81195.7890625,900000,180,4027.76,344.9729
3794.27,181,146.5153,-76964.6328125,905000,181,2726.34,365.4125
4685.73,182,102.1424,-79382.6328125,910000,182,3088.75,327.8626
4590.91,183,127.8808,-81931.8046875,915000,183,4560.8,363.6643
4700.2,184,113.4734,-77627.2890625,920000,184,2347.95,342.612
4893.06,185,135.4093,-85403.2890625,925000,185,3510.78,352.9937
4735.26,186,120.1603,-85384.2890625,930000,186,3931.36,348.3961
4473.73,187,140.6022,-84710.640625,935000,187,4094.81,366.5081
4861.69,188,127.4639,-84621.46875,940000,188,3813.37,355.3789
4400.11,189,127.6914,-81307.8671875,945000,189,4432.23,353.629
4954.77,190,135.0833,-86167.0546875,950000,190,5045.88,344.9998
4763.95,191,119.0146,-82923.203125,955000,191,4515.97,347.0779
4949.53,192,145.3208,-87287.125,960000,192,5076.08,352.3862
4946.32,193,171.8285,-88200.8515625,965000,193,5078.53,365.2432
4721.79,194,117.8401,-83174.6171875,970000,194,3719.39,353.4211
4859.29,195,117.056,-86061.4609375,975000,195,4329.33,347.8753
4764.54,196,138.5329,-86803.40625,980000,196,3908.64,363.237
3825.13,197,123.644,-85265.125,985000,197,3548.11,345.1902
4764.02,198,160.7269,-87769.453125,990000,198,5116.88,358.1041
4733.87,199,117.2796,-85393.5859375,995000,199,4336.28,345.7652
4375.6,200,124.4383,-80945.6171875,1000000,200,3319.33,362.2538
4652.81,201,133.005,-86067.6171875,1005000,201,3896.06,369.417
4442.9,202,133.2325,-84849.7421875,1010000,202,3804.69,363.4558
4850.27,203,128.6893,-85517.234375,1015000,203,2810.53,361.8493
4820.32,204,120.7808,-84201.1015625,1020000,204,4663.57,359.0901
3773.37,205,137.0102,-83748.359375,1025000,205,2320.34,366.6613
4706.47,206,127.0656,-86532.1328125,1030000,206,3688.39,359.2956
4911.45,207,144.5024,-88178.6328125,1035000,207,3795.64,361.2894
4422.95,208,160.2472,-88338.8984375,1040000,208,4830.65,360.7319
4893.87,209,145.1438,-88984.0078125,1045000,209,4580.51,367.597
4668.75,210,140.0817,-86621.9296875,1050000,210,2677.03,372.4267
4805.47,211,139.7813,-89391.65625,1055000,211,3749.03,364.5814
4833.78,212,158.0623,-89154.9609375,1060000,212,3457.26,373.0511
4038.24,213,131.7888,-86562.3828125,1065000,213,2270.48,367.0883
231.94,214,259.5943,-80288.8515625,1070000,214,200.97,448.6924
1376.34,215,237.8203,-87366.625,1075000,215,1066.47,410.529
4690.68,216,194.4575,-90551.3203125,1080000,216,1627.19,400.9118
4457.48,217,169.2993,-90537.796875,1085000,217,2449.73,372.1995
2811.63,218,201.8797,-90555.765625,1090000,218,1142.08,375.1147
3668.21,219,201.4263,-85278.5234375,1095000,219,2625.55,355.5824
879.92,220,261.4893,-72115.609375,1100000,220,852.91,402.1606
147.34,221,301.8669,-70523.6953125,1105000,221,167.63,454.6937
138.56,222,261.9864,-80544.1171875,1110000,222,178.9,488.118
265.77,223,341.5097,-87014.4609375,1115000,223,297.87,455.3034
245.16,224,318.1927,-84511.703125,1120000,224,235.44,568.6325
271.01,225,330.2394,-90715.96875,1125000,225,232.95,476.9692
342.96,226,270.4748,-82471.484375,1130000,226,347.89,435.4565
323.19,227,287.0238,-85187.6484375,1135000,227,267.85,433.7609
395.05,228,285.8977,-82697.0390625,1140000,228,483.01,428.5574
417.73,229,270.1754,-85082.8515625,1145000,229,380.4,443.801
388.82,230,277.6269,-86701.578125,1150000,230,407.87,439.2577
424.68,231,306.1022,-86240.1953125,1155000,231,431.54,435.4476
294.2,232,290.4874,-83332.953125,1160000,232,257.78,444.5434
354.56,233,279.8271,-78546.7265625,1165000,233,558.51,407.3153
284.18,234,292.2665,-78001.28125,1170000,234,316.21,416.969
213.35,235,278.274,-71343.03125,1175000,235,243.73,411.3818
317.75,236,278.0706,-63529.32421875,1180000,236,315.4,407.6426
244.16,237,263.9649,-57529.4609375,1185000,237,348.45,419.5946
290.76,238,265.8882,-60741.3125,1190000,238,347.15,414.0152
451.44,239,267.3351,-60320.484375,1195000,239,457.22,417.3979
346.87,240,307.9375,-60132.140625,1200000,240,370.23,438.7539
166.47,241,298.7288,-51404.0078125,1205000,241,210.48,477.832
201.2,242,269.9762,-58232.234375,1210000,242,144.96,507.6356
75.16,243,330.5342,-46677.671875,1215000,243,74.34,549.1581
81.27,244,416.9789,-63729.703125,1220000,244,79.43,581.49
88.86,245,348.9192,-65337.8203125,1225000,245,81.64,556.3086
71.58,246,1267.0717,-73640.203125,1230000,246,71.57,692.5904
71.65,247,509.6284,-54990.2109375,1235000,247,71.64,620.913
71.68,248,396.6869,-49684.234375,1240000,248,71.73,560.9138
71.66,249,435.2036,-50383.4609375,1245000,249,71.42,587.4516
71.66,250,364.8629,-56106.9296875,1250000,250,71.69,575.0202
71.55,251,378.0323,-59585.83984375,1255000,251,71.6,570.9482
71.41,252,449.773,-65657.09375,1260000,252,71.39,600.189
71.82,253,403.7871,-55249.33203125,1265000,253,71.15,592.7715
74.59,254,369.4785,-71977.3984375,1270000,254,74.5,597.0632
71.32,255,390.1401,-59574.84375,1275000,255,71.38,594.8135
72.13,256,412.8341,-67396.53125,1280000,256,71.35,598.1436
71.43,257,343.091,-61382.7421875,1285000,257,71.42,588.4343
71.2,258,343.1617,-81693.578125,1290000,258,71.98,575.2167
71.16,259,276.7038,-83669.359375,1295000,259,71.14,576.9647
71.13,260,308.2525,-82125.0859375,1300000,260,71.08,590.6646
71.08,261,280.0742,-79620.3828125,1305000,261,71.08,570.947
70.82,262,330.5618,-89730.6328125,1310000,262,70.79,590.9336
70.52,263,360.6628,-74967.8046875,1315000,263,70.74,571.9707
67.74,264,265.3864,-85544.484375,1320000,264,67.73,584.0003
70.12,265,406.7104,-75252.8125,1325000,265,70.15,569.1253
70.21,266,326.6667,-80781.6484375,1330000,266,69.7,565.4158
98.16,267,326.3117,-77308.1796875,1335000,267,87.14,527.773
169.37,268,329.4638,-79141.5078125,1340000,268,184.5,530.2998
232.57,269,306.8869,-74183.078125,1345000,269,222.73,508.8606
293.21,270,333.0541,-83718.96875,1350000,270,291.12,476.4584
372.05,271,293.1747,-78188.8125,1355000,271,356.54,478.7029
251.15,272,297.977,-78240.2890625,1360000,272,248.34,497.0174
227.78,273,308.0737,-80716.0625,1365000,273,237.36,496.0426
174.0,274,305.4412,-76557.3671875,1370000,274,219.02,500.6394
71.29,275,336.7343,-71537.5703125,1375000,275,71.41,543.88
68.87,276,288.8482,-67852.0078125,1380000,276,68.37,565.5416
70.98,277,325.7862,-72196.4765625,1385000,277,70.97,579.01
70.93,278,455.908,-74406.8046875,1390000,278,70.92,573.031
70.91,279,318.9654,-70486.6796875,1395000,279,70.9,551.6791
70.88,280,362.8084,-88829.8828125,1400000,280,70.87,590.8679
70.55,281,333.7705,-68128.6484375,1405000,281,70.56,574.0256
70.29,282,349.8437,-70522.4453125,1410000,282,70.29,598.2632
70.58,283,387.0146,-61578.69921875,1415000,283,70.81,590.5146
70.35,284,344.0481,-68540.609375,1420000,284,70.35,592.5139
69.63,285,330.1537,-74094.90625,1425000,285,70.09,570.5202
70.08,286,407.0048,-68165.984375,1430000,286,70.08,594.4954
69.67,287,389.7797,-72431.953125,1435000,287,69.67,603.895
66.55,288,332.7401,-65155.1640625,1440000,288,66.06,597.0923
68.21,289,458.6264,-69761.0859375,1445000,289,68.21,595.6226
68.96,290,1216.4919,-76290.171875,1450000,290,69.2,619.076
68.71,291,383.6545,-70400.828125,1455000,291,69.17,617.4555
69.45,292,365.6003,-77156.90625,1460000,292,69.69,606.2921
70.18,293,694.4078,-82445.890625,1465000,293,69.95,598.2004
70.87,294,324.3749,-76309.9921875,1470000,294,70.86,589.2622
70.95,295,442.7617,-76078.25,1475000,295,70.94,604.6343
70.85,296,312.4931,-76884.6875,1480000,296,70.86,575.6063
70.85,297,342.3649,-75008.609375,1485000,297,70.86,576.4672
70.93,298,327.2828,-77190.328125,1490000,298,70.94,584.5519
70.88,299,320.8796,-79582.6484375,1495000,299,70.87,572.1677
72.32,300,340.5796,-76479.8828125,1500000,300,71.83,585.2893
74.21,301,287.3245,-72630.4375,1505000,301,73.99,583.6219
73.77,302,352.5085,-70270.375,1510000,302,73.3,567.2896
70.85,303,827.245,-82743.859375,1515000,303,70.86,575.0192
70.82,304,499.5763,-85531.0,1520000,304,70.81,581.366
70.8,305,573.1116,-83979.09375,1525000,305,70.79,571.191
72.91,306,481.6814,-79008.5703125,1530000,306,73.14,581.3751
78.47,307,1315.6666,-84819.84375,1535000,307,76.17,570.8053
115.42,308,352.2802,-82860.53125,1540000,308,110.61,556.4722
71.53,309,315.3731,-79528.6328125,1545000,309,71.41,569.4793
71.72,310,328.9985,-76783.4296875,1550000,310,68.21,571.1337
71.05,311,765.3754,-73899.8671875,1555000,311,70.8,584.3171
71.3,312,294.0506,-82775.5078125,1560000,312,71.15,566.0888
70.84,313,2179.5128,-79962.453125,1565000,313,70.85,594.1842
70.79,314,387.5516,-76598.2734375,1570000,314,70.79,559.5586
70.82,315,694.2864,-80526.3203125,1575000,315,70.82,583.7895
70.8,316,291.1396,-83259.5703125,1580000,316,70.8,566.7695
70.82,317,493.3084,-75390.8515625,1585000,317,70.83,593.2637
70.83,318,351.1441,-79844.390625,1590000,318,70.82,564.0533
70.85,319,1127.716,-84281.328125,1595000,319,70.86,578.2895
70.83,320,478.5078,-81310.4296875,1600000,320,70.81,583.1886
70.84,321,381.5089,-77434.6953125,1605000,321,70.84,590.3019
70.84,322,572.1116,-84108.6875,1610000,322,70.83,593.3934
71.27,323,843.7727,-81982.3515625,1615000,323,71.03,568.0319
70.76,324,1470.3704,-88968.921875,1620000,324,70.76,602.204
71.08,325,1986.4762,-90270.0546875,1625000,325,71.32,609.6198
70.81,326,523.8566,-81160.53125,1630000,326,70.81,568.4294
70.84,327,364.7453,-80532.7578125,1635000,327,70.84,569.0835
70.8,328,837.0341,-87771.2734375,1640000,328,70.8,584.6196
70.82,329,284.05,-84583.2109375,1645000,329,70.83,572.3261
70.78,330,539.2106,-78463.3515625,1650000,330,70.79,590.469
70.3,331,1975.5443,-93361.265625,1655000,331,70.3,601.6613
70.73,332,1209.172,-80937.7109375,1660000,332,70.73,574.8731
70.75,333,444.4212,-86616.25,1665000,333,70.75,581.6063
69.85,334,306.0903,-85136.125,1670000,334,69.84,578.5203
70.04,335,323.648,-93068.40625,1675000,335,70.04,597.1712
70.75,336,305.6003,-78304.0390625,1680000,336,70.75,566.7604
70.29,337,315.9918,-90025.9609375,1685000,337,70.29,582.4069
69.85,338,355.0907,-93634.25,1690000,338,69.85,604.2321
70.07,339,687.7094,-93691.8046875,1695000,339,70.07,598.6846
70.76,340,281.1206,-92016.5078125,1700000,340,70.76,590.4145
69.6,341,292.5836,-86721.4375,1705000,341,69.59,579.9751
69.33,342,286.9543,-75149.515625,1710000,342,69.33,593.0789
70.75,343,1376.413,-87344.5234375,1715000,343,70.75,591.0196
70.75,344,619.7135,-87102.5703125,1720000,344,70.76,561.8253
70.78,345,608.3548,-89249.359375,1725000,345,70.78,608.2376
70.76,346,375.4546,-82452.9140625,1730000,346,70.76,565.4091
70.82,347,575.3999,-84246.84375,1735000,347,70.82,580.0015
106.73,348,301.8655,-87520.1875,1740000,348,86.79,550.7803
71.15,349,329.8008,-87727.625,1745000,349,71.17,575.1725
137.16,350,265.3253,-89149.8984375,1750000,350,138.64,577.485
375.54,351,402.5041,-82691.25,1755000,351,396.62,532.0283
70.53,352,3846.8071,-94271.0703125,1760000,352,70.53,632.1178
70.02,353,2362.1081,-87126.765625,1765000,353,70.02,610.6918
69.99,354,321.6223,-78031.328125,1770000,354,69.99,603.2985
68.6,355,675.7114,-74865.4765625,1775000,355,68.13,584.4968
68.37,356,331.2122,-73604.6640625,1780000,356,68.37,615.2878
66.01,357,302.137,-69466.0234375,1785000,357,66.02,604.5066
66.71,358,648.6969,-72908.2734375,1790000,358,66.0,585.3679
67.17,359,350.9402,-74095.0703125,1795000,359,67.88,607.2107
67.66,360,352.434,-76792.1171875,1800000,360,67.66,614.6432
68.59,361,997.5015,-69559.71875,1805000,361,68.59,596.4835
67.62,362,279.2362,-79921.53125,1810000,362,67.38,579.2396
67.42,363,373.0365,-80549.7421875,1815000,363,67.42,640.3764
68.79,364,308.787,-74094.3515625,1820000,364,68.79,591.0942
67.62,365,308.8673,-81787.75,1825000,365,67.62,581.2772
69.54,366,316.3417,-75108.9296875,1830000,366,69.3,579.7135
68.35,367,324.1274,-80549.2578125,1835000,367,68.35,602.1121
70.02,368,378.3163,-77128.984375,1840000,368,70.03,586.9369
70.24,369,347.0918,-66180.0390625,1845000,369,70.25,596.2027
70.03,370,355.7442,-75514.3671875,1850000,370,70.03,577.4736
70.51,371,394.4194,-85254.359375,1855000,371,70.5,609.2592
69.99,372,299.4448,-77330.875,1860000,372,70.22,622.8245
70.72,373,309.0595,-77525.0,1865000,373,70.72,592.8296
70.71,374,334.3619,-74790.609375,1870000,374,70.71,602.1832
70.69,375,346.4414,-68374.2734375,1875000,375,70.69,594.0515
70.72,376,453.6279,-64202.16796875,1880000,376,70.72,624.5871
70.71,377,360.3379,-72950.53125,1885000,377,70.71,607.869
70.71,378,475.0344,-66932.7109375,1890000,378,70.7,671.0213
70.71,379,670.4156,-63927.99609375,1895000,379,70.71,597.9552
70.69,380,515.1904,-66866.7890625,1900000,380,70.69,587.7851
70.71,381,508.2759,-74110.9453125,1905000,381,70.71,592.3219
70.68,382,559.9134,-69757.4609375,1910000,382,70.69,624.8984
70.69,383,1996.1119,-59456.7890625,1915000,383,70.69,664.4304
70.71,384,1017.2088,-64631.23828125,1920000,384,70.71,626.5221
70.71,385,365.1839,-78264.53125,1925000,385,70.72,633.8927
70.69,386,832.3936,-73901.921875,1930000,386,70.68,606.4643
70.71,387,1496.9247,-71252.1953125,1935000,387,70.71,650.3022
70.71,388,1108.3708,-69425.359375,1940000,388,70.71,626.3115
70.71,389,1153.5277,-73360.1953125,1945000,389,70.7,654.3805
70.7,390,1397.3454,-76854.2109375,1950000,390,70.7,645.8147
70.7,391,1832.5461,-74859.2421875,1955000,391,70.69,639.7733
70.72,392,1888.0627,-78038.046875,1960000,392,70.71,645.1082
70.71,393,1638.0175,-85338.6953125,1965000,393,70.71,646.3126
70.71,394,1662.2215,-83408.6640625,1970000,394,70.7,635.4967
70.7,395,1467.0744,-83772.9453125,1975000,395,70.7,626.1931
70.72,396,2107.8754,-88442.59375,1980000,396,70.72,656.6085
70.72,397,909.6229,-84142.4609375,1985000,397,70.72,650.1826
70.73,398,587.7778,-84116.3828125,1990000,398,70.73,625.8799
70.71,399,1416.5338,-90710.5859375,1995000,399,70.72,667.6691
70.72,400,1424.5544,-90986.5546875,2000000,400,70.71,652.6026
70.71,401,1244.7626,-90882.078125,2005000,401,70.71,647.7966
70.72,402,1433.0768,-91691.828125,2010000,402,70.71,674.8168
70.7,403,813.8908,-83638.8203125,2015000,403,70.7,611.9888
70.46,404,387.4659,-84804.1171875,2020000,404,70.7,662.561
70.72,405,364.9867,-84432.765625,2025000,405,70.71,652.8965
70.0,406,1749.2022,-90942.8125,2030000,406,69.99,666.713
70.0,407,1044.7444,-87509.75,2035000,407,69.99,665.1438
70.72,408,1721.232,-90778.46875,2040000,408,70.72,650.3334
70.01,409,405.6214,-83320.9296875,2045000,409,70.02,603.8971
