Running Update Time,Real Sto Return,Itration,Running Forward KL,Running Env Steps,Running Reverse KL,Reward Loss,Real Det Return
76,1800.15,76,156.8312,380000,15.6805,-14517.58203125,2124.6
77,1776.78,77,156.9462,385000,15.5026,-14747.0869140625,2111.36
78,1773.92,78,157.0549,390000,15.6978,-14975.654296875,2146.92
79,1762.37,79,156.9814,395000,15.7365,-15105.693359375,2092.93
80,1826.92,80,156.818,400000,15.7402,-15445.2568359375,2140.46
81,1828.58,81,156.7714,405000,15.6654,-15489.48046875,2165.99
82,1813.9,82,157.0836,410000,15.8598,-15826.72265625,2148.4
83,1747.63,83,156.8252,415000,15.494,-16090.6513671875,2098.57
84,1794.31,84,156.8194,420000,15.7417,-16093.9697265625,2142.01
85,1783.63,85,156.9828,425000,15.7696,-16586.55859375,2124.76
86,1798.32,86,156.9864,430000,16.0108,-16627.98046875,2150.04
87,1797.61,87,156.8604,435000,15.5021,-16906.498046875,2086.2
88,1788.0,88,156.9174,440000,15.6579,-16925.71875,2155.68
89,1813.59,89,156.8395,445000,15.826,-17262.654296875,2181.43
90,1819.78,90,157.0923,450000,15.7578,-17597.123046875,2168.78
91,1823.57,91,156.9589,455000,15.5814,-17776.66796875,2174.83
92,1827.94,92,156.6636,460000,15.7017,-17903.9765625,2155.0
93,1816.45,93,156.5761,465000,15.3146,-18028.80078125,2148.8
94,1863.42,94,156.8433,470000,15.7249,-18396.828125,2192.46
95,1821.27,95,156.7153,475000,15.632,-18556.671875,2159.09
96,1812.97,96,156.7808,480000,15.657,-18764.345703125,2172.35
97,1805.24,97,156.7213,485000,15.6306,-18931.87109375,2161.55
98,1815.64,98,156.8643,490000,15.8081,-19270.556640625,2184.41
99,1784.51,99,156.8571,495000,15.459,-19434.23046875,2127.54
100,1813.9,100,156.7666,500000,15.5683,-19670.015625,2139.05
101,1824.19,101,156.8332,505000,15.6325,-19907.486328125,2140.23
102,1832.1,102,156.912,510000,15.8091,-20158.794921875,2189.85
103,1822.47,103,156.6359,515000,15.6625,-20221.33984375,2155.71
104,1820.39,104,156.8049,520000,15.5229,-20757.853515625,2172.27
105,1827.98,105,156.6362,525000,15.4914,-20674.2421875,2204.89
106,1843.32,106,156.6245,530000,15.8002,-20966.908203125,2205.72
107,1832.58,107,156.62,535000,15.4438,-21128.5625,2189.54
108,1841.21,108,156.6865,540000,15.4691,-21410.580078125,2175.31
109,1865.63,109,156.8637,545000,15.8326,-21730.248046875,2209.28
110,1824.4,110,156.7534,550000,15.556,-22083.232421875,2173.7
111,1831.81,111,156.7302,555000,15.3925,-22086.974609375,2177.38
112,1811.08,112,156.7603,560000,15.6565,-22476.40625,2178.8
113,1838.57,113,156.9676,565000,15.9291,-22707.373046875,2219.45
114,1882.15,114,156.8212,570000,15.9459,-22917.84375,2224.78
115,1857.37,115,156.7509,575000,15.8089,-23092.1953125,2217.05
116,1830.68,116,156.7452,580000,15.3564,-23157.8359375,2168.17
117,1896.81,117,156.8622,585000,15.6748,-23452.34375,2247.74
118,1838.18,118,156.771,590000,15.6417,-23849.25390625,2188.23
119,1849.46,119,156.8549,595000,15.622,-24118.697265625,2179.13
120,1837.84,120,156.7054,600000,15.4687,-24323.58203125,2154.73
121,1855.83,121,156.7922,605000,15.5461,-24448.326171875,2193.71
122,1874.25,122,156.7849,610000,15.6605,-24801.798828125,2218.88
123,1873.83,123,156.6132,615000,15.5128,-24845.626953125,2233.37
124,1852.9,124,156.7725,620000,15.4689,-25312.9453125,2217.56
125,1846.58,125,156.8522,625000,15.6696,-25592.267578125,2168.63
126,1873.71,126,156.723,630000,15.7073,-25726.048828125,2224.9
127,1860.77,127,156.8018,635000,15.6672,-26182.69921875,2179.14
128,1888.08,128,156.8076,640000,15.6036,-26197.296875,2246.92
129,1902.11,129,156.7999,645000,15.8013,-26498.193359375,2263.94
130,1859.24,130,156.8481,650000,15.4734,-26703.166015625,2184.55
131,1891.92,131,156.7948,655000,15.5703,-26916.8828125,2208.82
132,1847.75,132,156.6656,660000,15.3526,-27226.359375,2175.05
133,1867.41,133,156.6813,665000,15.523,-27444.5,2198.38
134,1875.66,134,156.7578,670000,15.6551,-27816.78515625,2180.5
135,1869.74,135,156.7658,675000,15.5781,-28166.98046875,2279.69
136,1876.68,136,156.7481,680000,15.366,-28351.763671875,2196.78
137,1905.39,137,156.9455,685000,15.5572,-28695.69140625,2224.53
138,1854.58,138,156.6326,690000,15.5237,-28725.517578125,2243.12
139,1881.74,139,156.5678,695000,15.6127,-28950.41015625,2233.16
140,1851.17,140,156.9015,700000,15.3913,-29315.833984375,2181.06
141,1847.87,141,156.7217,705000,15.4668,-29369.09375,2186.03
142,1855.08,142,156.8496,710000,15.4584,-29714.224609375,2201.65
143,1881.67,143,156.7575,715000,15.5659,-29756.443359375,2261.26
144,1886.94,144,156.7051,720000,15.5225,-30202.384765625,2217.01
145,1879.87,145,156.6684,725000,15.597,-30069.96484375,2236.34
146,1838.15,146,156.8312,730000,15.1978,-30586.734375,2206.35
147,1867.06,147,156.7666,735000,15.2184,-30622.970703125,2190.25
148,1857.42,148,156.7141,740000,15.3283,-30910.171875,2181.26
149,1877.55,149,156.6059,745000,15.2687,-31191.099609375,2194.41
150,1887.07,150,156.5871,750000,15.422,-31421.080078125,2227.24
151,1848.68,151,156.7088,755000,15.3774,-31297.525390625,2206.54
152,1874.73,152,156.7187,760000,15.4791,-31846.4296875,2170.72
153,1876.59,153,156.8716,765000,15.3414,-31919.892578125,2230.55
154,1891.14,154,156.6918,770000,15.4881,-32287.279296875,2206.86
155,1895.67,155,156.6729,775000,15.7088,-32219.857421875,2244.37
156,1865.41,156,156.5813,780000,15.5179,-32442.1640625,2199.15
157,1891.71,157,156.8403,785000,15.5988,-33122.44140625,2214.63
158,1900.51,158,156.6072,790000,15.3111,-33085.16015625,2229.86
159,1873.56,159,156.7748,795000,15.3995,-33496.6796875,2233.8
160,1889.86,160,156.6777,800000,15.4812,-33573.2109375,2217.58
161,1873.11,161,156.7332,805000,15.5494,-33732.3203125,2240.0
162,1899.19,162,156.7271,810000,15.5404,-33798.31640625,2223.14
163,1883.67,163,156.569,815000,15.2835,-34010.7890625,2188.72
164,1898.17,164,156.6884,820000,15.5839,-34671.9609375,2253.1
165,1891.17,165,156.6393,825000,15.4281,-34800.67578125,2233.27
166,1913.71,166,156.6668,830000,15.5318,-34951.82421875,2270.16
167,1926.72,167,156.7317,835000,15.5282,-35357.62890625,2270.53
168,1908.63,168,156.7943,840000,15.3944,-35392.69921875,2269.1
169,1851.87,169,156.8124,845000,15.4121,-35629.02734375,2190.85
170,1830.06,170,156.7677,850000,15.1645,-36043.55859375,2164.33
171,1835.05,171,156.8227,855000,15.2266,-36109.1484375,2180.22
172,1921.54,172,156.6577,860000,15.5328,-36377.453125,2273.61
173,1916.03,173,156.8019,865000,15.676,-36668.80078125,2253.75
174,1915.75,174,156.6145,870000,15.2357,-36891.625,2218.58
175,1919.75,175,156.5724,875000,15.5302,-36977.16796875,2221.2
176,1911.7,176,156.6684,880000,15.4218,-37091.2890625,2253.06
177,1884.93,177,156.6646,885000,15.3226,-37130.65625,2257.3
178,1896.8,178,156.615,890000,15.2936,-36947.34375,2237.1
179,1898.44,179,156.7292,895000,15.2694,-37330.09375,2243.17
180,1888.03,180,156.6102,900000,15.6045,-37633.8515625,2250.93
181,1920.73,181,156.6371,905000,15.6599,-37613.0625,2264.97
182,1910.46,182,156.6949,910000,15.5462,-37949.05078125,2221.27
183,1880.55,183,156.5315,915000,15.2385,-37816.84375,2223.31
184,1908.79,184,156.7455,920000,15.3381,-38288.65625,2263.75
185,1940.31,185,156.8049,925000,15.8112,-38633.06640625,2255.97
186,1924.54,186,156.7019,930000,15.7571,-38907.78515625,2274.02
187,1906.51,187,156.6327,935000,15.5039,-38728.96875,2220.28
188,1889.9,188,156.4659,940000,15.2356,-38577.76171875,2211.96
189,1898.69,189,156.5934,945000,15.6799,-39062.68359375,2265.31
190,1911.74,190,156.7073,950000,15.6911,-38745.44140625,2271.63
191,1942.17,191,156.6403,955000,15.553,-39284.71875,2267.08
192,1896.8,192,156.7297,960000,15.3209,-39341.44140625,2262.01
193,1894.7,193,156.6944,965000,15.5755,-39557.24609375,2214.19
194,1902.02,194,156.6979,970000,15.3834,-39827.50390625,2265.72
195,1900.29,195,156.7064,975000,15.2257,-39808.6796875,2248.09
196,1893.63,196,156.7693,980000,15.3608,-40003.546875,2232.55
197,1896.69,197,156.579,985000,15.4763,-40316.6953125,2289.32
198,1946.18,198,156.7625,990000,15.7434,-40255.60546875,2281.95
199,1933.62,199,156.5939,995000,15.5391,-40643.3359375,2246.1
200,1934.56,200,156.6402,1000000,15.4177,-40356.75390625,2285.61
201,1922.83,201,156.6831,1005000,15.3592,-40478.76953125,2265.15
202,1952.95,202,156.7521,1010000,15.5705,-40614.4609375,2276.86
203,1933.58,203,156.6544,1015000,15.2444,-40639.48828125,2281.62
204,1949.45,204,156.7651,1020000,15.3932,-40932.11328125,2287.85
205,1936.24,205,156.6792,1025000,15.3648,-41184.7421875,2248.5
206,1952.01,206,156.5339,1030000,15.4085,-41102.90625,2286.53
207,1917.0,207,156.7084,1035000,15.1034,-41150.00390625,2216.18
208,1937.53,208,156.5795,1040000,15.3142,-41567.8828125,2285.11
209,1941.12,209,156.4524,1045000,15.3365,-41540.875,2282.62
210,1921.53,210,156.5843,1050000,15.1361,-41573.375,2255.64
211,1930.11,211,156.5505,1055000,15.3021,-41849.359375,2251.29
212,1933.91,212,156.5778,1060000,15.2202,-41751.59765625,2284.6
213,1944.36,213,156.6603,1065000,15.2748,-41946.578125,2273.4
214,1959.93,214,156.6357,1070000,15.2639,-42085.69140625,2285.63
215,1962.03,215,156.596,1075000,15.3619,-42537.91015625,2279.69
216,1959.8,216,156.3584,1080000,15.1762,-42500.2421875,2264.9
217,1938.3,217,156.7903,1085000,15.169,-42513.10546875,2287.87
218,1942.4,218,156.6378,1090000,15.2711,-42746.74609375,2256.51
219,1945.15,219,156.8526,1095000,15.4801,-43096.703125,2251.87
220,1934.88,220,156.6912,1100000,15.3213,-43023.11328125,2252.5
221,1947.07,221,156.4689,1105000,15.4843,-43341.14453125,2262.8
222,1944.76,222,156.7889,1110000,15.3825,-43460.6328125,2251.62
223,1939.95,223,156.6352,1115000,15.3964,-43382.89453125,2271.46
224,1941.66,224,156.6476,1120000,15.533,-43664.85546875,2272.39
225,1943.18,225,156.4988,1125000,15.4888,-43967.26953125,2281.69
226,1949.83,226,156.5734,1130000,15.4992,-43891.3515625,2255.61
227,1919.76,227,156.9325,1135000,15.4702,-44034.578125,2240.96
228,1946.66,228,156.7812,1140000,15.3518,-44378.85546875,2259.69
229,1933.15,229,156.6763,1145000,15.5924,-44511.0625,2269.02
230,1935.4,230,156.6509,1150000,15.4738,-44679.6171875,2264.85
231,1941.99,231,156.6062,1155000,15.4894,-44665.14453125,2278.66
232,1936.75,232,156.8644,1160000,15.5747,-44967.7890625,2274.91
233,1930.49,233,156.6736,1165000,15.3431,-44963.51171875,2269.24
234,1955.32,234,156.6528,1170000,15.4698,-45115.7265625,2298.28
235,1931.1,235,156.7869,1175000,15.3574,-45177.140625,2280.51
236,1955.54,236,156.591,1180000,15.4165,-45381.19140625,2257.27
237,1946.0,237,156.743,1185000,15.4759,-45344.5625,2291.41
238,1923.24,238,156.7622,1190000,15.4121,-45936.0859375,2269.51
239,1955.55,239,156.575,1195000,15.5269,-45876.33203125,2281.26
240,1934.14,240,156.635,1200000,15.3704,-45769.89453125,2270.54
241,1941.67,241,156.7298,1205000,15.4196,-45864.0234375,2295.4
242,1949.37,242,156.692,1210000,15.4412,-45907.078125,2314.25
243,1957.92,243,156.6008,1215000,15.47,-46369.078125,2288.92
244,1954.12,244,156.6664,1220000,15.5099,-46381.75390625,2304.45
245,1948.31,245,156.7432,1225000,15.4528,-46538.49609375,2322.74
246,1951.54,246,156.7306,1230000,15.4859,-46669.8125,2299.42
247,1945.86,247,156.5785,1235000,15.434,-46825.734375,2297.48
248,1962.24,248,156.5812,1240000,15.3661,-46956.671875,2312.58
249,1961.64,249,156.6672,1245000,15.4051,-47077.18359375,2313.45
250,1952.03,250,156.6418,1250000,15.4528,-46982.15234375,2320.89
251,1961.24,251,156.7309,1255000,15.4679,-47484.29296875,2321.43
252,1951.97,252,156.6207,1260000,15.4627,-47314.23046875,2324.31
253,1959.81,253,156.6187,1265000,15.7606,-47742.46484375,2324.12
254,1956.54,254,156.9064,1270000,15.41,-47669.3359375,2303.52
255,1961.25,255,156.6235,1275000,15.4972,-47918.66015625,2341.41
256,1956.12,256,156.5511,1280000,15.4417,-47949.19921875,2317.56
257,1974.2,257,156.5391,1285000,15.4031,-48025.87890625,2320.43
258,1933.83,258,156.6679,1290000,15.4719,-48208.21484375,2296.85
259,1967.96,259,156.5729,1295000,15.2528,-48371.7109375,2315.19
260,1929.2,260,156.7134,1300000,15.4035,-48359.0078125,2293.35
261,1935.44,261,156.7003,1305000,15.4075,-48571.09375,2322.38
262,1945.83,262,156.8617,1310000,15.455,-48753.44140625,2316.65
263,1931.76,263,156.6137,1315000,15.4214,-48665.1015625,2307.03
264,1936.57,264,156.6723,1320000,15.3762,-49124.4765625,2302.34
265,1932.01,265,156.639,1325000,15.4069,-49237.65234375,2300.1
266,1916.25,266,156.7079,1330000,15.341,-49124.578125,2294.8
267,1956.39,267,156.7316,1335000,15.5073,-49137.41015625,2315.84
268,1935.71,268,156.6912,1340000,15.3186,-49394.15234375,2310.17
269,1972.19,269,156.7266,1345000,15.4345,-49766.75390625,2303.7
270,1938.23,270,156.645,1350000,15.3428,-49729.34765625,2304.09
271,1961.01,271,156.662,1355000,15.3363,-49709.69140625,2321.3
272,1932.85,272,156.5883,1360000,15.2543,-49838.609375,2295.99
273,1936.02,273,156.5249,1365000,15.3589,-49983.95703125,2300.27
274,1970.04,274,156.8334,1370000,15.3408,-49898.86328125,2288.36
275,1952.55,275,156.5977,1375000,15.5306,-50255.63671875,2316.96
276,1901.81,276,156.6461,1380000,15.48,-50283.12890625,2316.74
277,1953.88,277,156.4832,1385000,15.3967,-50267.96875,2300.15
278,1949.41,278,156.6318,1390000,15.2068,-50539.46484375,2292.4
279,1923.32,279,156.56,1395000,15.2559,-50654.8984375,2316.02
280,1935.56,280,156.6972,1400000,15.4892,-50758.8515625,2332.05
281,1966.05,281,156.8015,1405000,15.5408,-50879.484375,2334.96
282,1958.43,282,156.6369,1410000,15.3426,-51000.80078125,2334.34
283,1966.93,283,156.4888,1415000,15.3858,-51106.07421875,2322.14
284,1957.34,284,156.7226,1420000,15.4839,-51140.3125,2315.4
285,1935.95,285,156.728,1425000,15.4876,-51359.60546875,2298.75
286,1961.62,286,156.6949,1430000,15.382,-51556.890625,2307.41
287,1949.56,287,156.68,1435000,15.5297,-51771.234375,2327.14
288,1957.56,288,156.9056,1440000,15.474,-51799.4609375,2325.93
289,1950.44,289,156.5735,1445000,15.4059,-52021.01171875,2328.75
290,1977.03,290,156.7026,1450000,15.5192,-52133.27734375,2320.86
291,1966.99,291,156.5493,1455000,15.3588,-52300.0625,2347.12
292,1943.82,292,156.5543,1460000,15.3731,-52338.3671875,2327.28
293,1946.0,293,156.6626,1465000,15.3055,-52709.03125,2336.64
294,1845.94,294,156.6999,1470000,15.3957,-52562.1953125,2325.11
295,1954.35,295,156.5639,1475000,15.4304,-52792.1484375,2340.26
296,1958.37,296,156.6058,1480000,15.3229,-52975.22265625,2336.62
297,1949.67,297,156.6436,1485000,15.3841,-52935.2890625,2321.08
298,1961.29,298,156.6096,1490000,15.4196,-53006.125,2330.99
299,1987.06,299,156.4832,1495000,15.2619,-53139.0390625,2328.39
300,1950.41,300,156.5761,1500000,15.1878,-52956.8046875,2330.35
301,1951.92,301,156.4541,1505000,15.1559,-53085.2578125,2324.11
302,1939.0,302,156.5677,1510000,15.3589,-53582.5,2303.25
303,1965.95,303,156.56,1515000,15.1615,-53471.375,2338.71
304,1949.13,304,156.579,1520000,15.2917,-53469.52734375,2327.72
305,1964.91,305,156.5559,1525000,15.2824,-53725.2890625,2340.42
306,1966.76,306,156.5537,1530000,15.3862,-53946.18359375,2330.8
307,1950.8,307,156.5934,1535000,15.1545,-53992.5546875,2342.24
308,1963.26,308,156.6954,1540000,15.3902,-54141.98046875,2325.63
309,1950.62,309,156.6541,1545000,15.0926,-54228.14453125,2328.53
310,1949.8,310,156.571,1550000,15.1001,-54004.9765625,2296.2
311,1947.9,311,156.705,1555000,15.2941,-54419.48828125,2321.29
312,1970.0,312,156.4153,1560000,15.4316,-54621.69921875,2329.59
313,1918.63,313,156.4735,1565000,15.2339,-54516.44921875,2317.08
314,1905.4,314,156.5234,1570000,15.2199,-54968.12109375,2290.85
315,1943.28,315,156.489,1575000,15.3448,-54899.33203125,2314.57
316,1934.67,316,156.5676,1580000,15.1346,-54863.390625,2317.53
317,1948.04,317,156.482,1585000,15.202,-55214.2890625,2309.41
318,1917.53,318,156.6255,1590000,15.1782,-55023.32421875,2313.88
319,1948.61,319,156.6058,1595000,15.3099,-55443.4375,2324.37
320,1950.51,320,156.5696,1600000,15.1476,-55277.8203125,2322.22
321,1963.01,321,156.5242,1605000,15.1203,-55714.19921875,2334.03
322,1947.02,322,156.5994,1610000,15.148,-55672.578125,2314.01
323,1915.29,323,156.5957,1615000,15.16,-55783.7890625,2320.77
324,1942.25,324,156.4938,1620000,15.1877,-55894.96484375,2314.72
325,1954.86,325,156.6281,1625000,15.2074,-55928.0703125,2327.24
326,1945.53,326,156.7122,1630000,15.2418,-56361.3203125,2356.99
327,1941.93,327,156.4743,1635000,15.1832,-56287.85546875,2320.74
328,1932.17,328,156.5236,1640000,15.3355,-56128.36328125,2317.18
329,1965.58,329,156.5037,1645000,15.207,-56546.19140625,2327.79
330,1955.68,330,156.6939,1650000,15.222,-56606.8984375,2334.33
331,1948.3,331,156.8352,1655000,15.303,-56812.35546875,2330.06
332,1942.2,332,156.5426,1660000,15.2778,-56954.26953125,2324.79
333,1943.02,333,156.4655,1665000,15.2553,-57018.92578125,2331.3
334,1933.8,334,156.5585,1670000,15.3341,-57314.26953125,2336.04
335,1952.8,335,156.595,1675000,15.4177,-57157.6328125,2327.09
336,1931.68,336,156.4877,1680000,15.1144,-57414.43359375,2314.94
337,1955.04,337,156.6487,1685000,15.321,-57477.87890625,2325.43
338,1931.79,338,156.6403,1690000,15.1313,-57724.30078125,2323.58
339,1931.81,339,156.6817,1695000,15.2585,-57726.05078125,2332.87
340,1970.62,340,156.5148,1700000,15.3407,-58112.46875,2350.66
341,1949.2,341,156.6557,1705000,15.4311,-58228.4296875,2322.62
342,1961.65,342,156.6316,1710000,15.3297,-58412.17578125,2332.7
343,1958.78,343,156.6575,1715000,15.2851,-58420.171875,2359.86
344,1962.81,344,156.5283,1720000,15.3433,-58579.7265625,2344.88
345,1951.2,345,156.6627,1725000,15.3612,-58788.0859375,2346.26
346,1945.19,346,156.4196,1730000,15.2945,-58884.29296875,2326.53
347,1969.19,347,156.7106,1735000,15.3631,-58934.328125,2358.93
348,1933.84,348,156.63,1740000,15.4479,-59302.3515625,2342.05
349,1925.44,349,156.6829,1745000,15.4584,-59497.69921875,2340.73
350,1957.31,350,156.6988,1750000,15.2095,-59315.3671875,2338.99
351,1940.45,351,156.5941,1755000,15.3799,-59561.40234375,2331.88
352,1952.91,352,156.5715,1760000,15.3167,-59608.1640625,2333.91
353,1940.88,353,156.6276,1765000,15.2107,-59741.94921875,2342.86
354,1961.26,354,156.614,1770000,15.3793,-59895.51171875,2348.35
355,1929.57,355,156.4985,1775000,15.1045,-59898.41015625,2349.46
356,1943.4,356,156.6441,1780000,15.367,-60154.28125,2337.82
357,1949.86,357,156.6089,1785000,15.1262,-60367.0625,2354.67
358,1933.67,358,156.5467,1790000,15.0539,-60145.30859375,2327.0
359,1957.96,359,156.571,1795000,15.2361,-60549.25390625,2354.36
360,1952.47,360,156.5872,1800000,15.2589,-60868.875,2344.31
361,1947.99,361,156.6784,1805000,15.3763,-61043.921875,2362.4
362,1964.21,362,156.6059,1810000,15.4341,-60859.97265625,2346.41
363,1959.45,363,156.5775,1815000,15.4592,-61165.51171875,2354.43
364,1947.69,364,156.6367,1820000,15.2385,-61109.08984375,2316.76
365,1956.45,365,156.6175,1825000,15.2863,-61209.61328125,2334.82
366,1971.11,366,156.5899,1830000,15.3368,-61535.60546875,2356.45
367,1958.49,367,156.6241,1835000,15.3086,-61777.34375,2340.08
368,1963.48,368,156.5371,1840000,15.2465,-61805.43359375,2338.21
369,1962.36,369,156.4988,1845000,15.1423,-61890.56640625,2346.43
370,1979.76,370,156.6141,1850000,15.471,-62324.15234375,2361.94
371,1943.6,371,156.5328,1855000,15.1707,-62313.9375,2346.04
372,1950.2,372,156.5218,1860000,15.2489,-62357.03125,2343.99
373,1937.03,373,156.5587,1865000,15.0209,-62281.5,2351.28
374,1951.81,374,156.6107,1870000,15.342,-62548.24609375,2339.01
375,1960.71,375,156.4959,1875000,15.4161,-62757.86328125,2341.91
376,1968.78,376,156.5983,1880000,15.3037,-62955.36328125,2356.23
377,1938.13,377,156.603,1885000,15.0819,-62864.05859375,2330.79
378,1960.16,378,156.491,1890000,15.326,-63199.33203125,2349.11
379,1950.83,379,156.6582,1895000,15.292,-62938.44921875,2337.16
380,1961.52,380,156.5342,1900000,15.3779,-63535.03125,2359.69
381,1946.4,381,156.6219,1905000,15.1316,-63415.56640625,2343.89
382,1952.49,382,156.6472,1910000,15.3894,-63695.90625,2360.01
383,1998.78,383,156.6511,1915000,15.52,-63995.84375,2360.68
384,1970.32,384,156.5958,1920000,15.4421,-64074.16015625,2354.63
385,1969.76,385,156.8623,1925000,15.3471,-64092.046875,2342.13
386,1953.69,386,156.6529,1930000,15.215,-64265.671875,2352.87
387,1943.02,387,156.6556,1935000,15.3776,-64424.984375,2350.71
388,1946.64,388,156.8409,1940000,15.3191,-64598.96875,2344.98
389,1947.43,389,156.7858,1945000,15.2451,-64706.8203125,2338.52
390,1978.01,390,156.6306,1950000,15.4086,-64951.84765625,2365.87
391,1959.67,391,156.517,1955000,15.4395,-65295.63671875,2360.95
392,1955.37,392,156.6163,1960000,15.3097,-65083.37109375,2344.76
393,1959.68,393,156.5667,1965000,15.2725,-65130.5078125,2361.88
