Running Update Time,Running Forward KL,Real Det Return,Reward Loss,Running Reverse KL,Running Env Steps,Itration,Real Sto Return
71,156.8343,2123.39,-13810.8408203125,15.5515,355000,71,1746.64
72,156.9778,2143.88,-14070.4462890625,15.9427,360000,72,1755.33
73,156.9066,2161.86,-14248.9462890625,15.6794,365000,73,1755.42
74,157.0387,2146.29,-14466.4970703125,15.7388,370000,74,1754.02
75,156.893,2142.84,-14730.70703125,15.7785,375000,75,1786.93
76,156.9189,2106.03,-14817.890625,15.5251,380000,76,1723.27
77,156.9153,2111.81,-15105.1220703125,15.5218,385000,77,1725.61
78,156.942,2073.41,-15202.7431640625,15.2844,390000,78,1720.96
79,156.9732,2078.45,-15519.4853515625,15.5441,395000,79,1739.25
80,157.085,2105.59,-15736.1494140625,15.6098,400000,80,1741.94
81,156.853,2153.16,-15899.712890625,15.3488,405000,81,1786.49
82,156.9671,2166.38,-16215.2880859375,15.9816,410000,82,1765.29
83,157.0017,2180.0,-16394.890625,15.8133,415000,83,1817.71
84,156.862,2147.58,-16500.421875,15.7752,420000,84,1769.91
85,157.0569,2155.2,-16827.466796875,15.943,425000,85,1781.75
86,157.0005,2166.03,-16965.3828125,15.6007,430000,86,1778.76
87,156.7361,2164.28,-17182.6953125,15.5728,435000,87,1766.75
88,156.8419,2174.21,-17425.75,15.3674,440000,88,1765.82
89,156.7885,2140.04,-17610.515625,15.3012,445000,89,1768.83
90,156.8091,2127.24,-17872.55859375,15.7853,450000,90,1764.54
91,156.8214,2152.66,-18112.193359375,15.5717,455000,91,1763.84
92,156.7866,2152.87,-18421.162109375,15.4139,460000,92,1770.02
93,156.8144,2192.18,-18555.12890625,15.5991,465000,93,1818.0
94,156.7828,2185.04,-18730.51953125,15.5017,470000,94,1800.76
95,156.6981,2173.66,-19041.21875,15.5685,475000,95,1816.83
96,156.8564,2208.24,-19302.87109375,15.6841,480000,96,1801.56
97,156.7934,2153.45,-19412.75390625,15.6795,485000,97,1801.32
98,157.0433,2115.23,-19718.603515625,15.6717,490000,98,1784.4
99,156.956,2174.7,-19961.447265625,15.603,495000,99,1781.99
100,156.7557,2197.03,-20161.126953125,15.7125,500000,100,1822.12
101,156.8671,2177.72,-20503.724609375,15.5488,505000,101,1785.39
102,156.793,2200.35,-20737.69140625,15.5687,510000,102,1799.53
103,156.7896,2102.31,-20827.515625,15.4678,515000,103,1767.91
104,156.9933,2192.9,-21142.775390625,15.9266,520000,104,1812.76
105,156.9511,2207.85,-21435.744140625,15.7677,525000,105,1821.81
106,156.8086,2161.36,-21514.06640625,15.3302,530000,106,1782.37
107,156.7947,2209.22,-21859.705078125,15.9202,535000,107,1827.31
108,156.8571,2207.49,-22000.013671875,15.3892,540000,108,1842.22
109,156.9567,2204.59,-22256.119140625,15.4933,545000,109,1808.92
110,156.7307,2176.97,-22416.146484375,15.5703,550000,110,1815.95
111,156.6131,2182.46,-22686.591796875,15.1756,555000,111,1815.6
112,156.804,2231.17,-23025.240234375,15.4814,560000,112,1802.38
113,156.9295,2171.92,-23288.220703125,15.7846,565000,113,1821.03
114,156.7819,2179.15,-23420.02734375,15.3048,570000,114,1804.36
115,156.8528,2199.81,-23715.572265625,15.5059,575000,115,1847.08
116,156.8557,2167.53,-24050.478515625,15.4363,580000,116,1815.84
117,156.902,2173.58,-24205.943359375,15.3532,585000,117,1815.22
118,156.7865,2202.7,-24310.494140625,15.4507,590000,118,1840.43
119,156.9664,2192.83,-24650.568359375,15.5111,595000,119,1790.29
120,156.9475,2192.38,-24917.685546875,15.4253,600000,120,1822.73
121,156.8963,2224.06,-25335.0859375,15.6353,605000,121,1854.46
122,156.6971,2225.78,-25479.38671875,15.2547,610000,122,1829.72
123,156.8114,2189.15,-25538.58984375,15.204,615000,123,1840.27
124,156.9365,2231.66,-26026.845703125,15.882,620000,124,1860.88
125,156.7978,2246.1,-26247.12109375,15.6077,625000,125,1837.04
126,156.8372,2185.01,-26560.22265625,15.5601,630000,126,1820.65
127,156.9635,2173.32,-26728.767578125,15.5105,635000,127,1832.86
128,156.7655,2191.4,-26906.451171875,15.5315,640000,128,1845.87
129,156.9179,2141.33,-27242.169921875,15.192,645000,129,1811.69
130,157.0096,2217.96,-27448.390625,15.639,650000,130,1861.54
131,156.8066,2237.59,-27812.09765625,15.488,655000,131,1849.51
132,156.69,2244.22,-27995.333984375,15.3438,660000,132,1847.11
133,156.8336,2199.37,-28220.880859375,15.2393,665000,133,1826.24
134,156.8436,2233.73,-28554.96484375,15.3058,670000,134,1860.3
135,156.752,2225.6,-28733.888671875,15.439,675000,135,1880.75
136,156.9533,2139.59,-29128.400390625,15.1236,680000,136,1827.82
137,156.7846,2236.89,-29334.46484375,15.539,685000,137,1851.77
138,156.9502,2214.84,-29676.185546875,15.6151,690000,138,1851.53
139,156.8115,2275.65,-30095.47265625,15.627,695000,139,1904.46
140,156.6693,2243.06,-29983.220703125,15.3028,700000,140,1895.56
141,156.8559,2220.27,-30623.37109375,15.5603,705000,141,1878.41
142,156.7546,2234.8,-30754.732421875,15.4019,710000,142,1851.92
143,156.6456,2188.19,-30885.12109375,15.2585,715000,143,1848.91
144,156.8075,2251.92,-31243.943359375,15.4595,720000,144,1876.14
145,156.8273,2259.33,-31642.310546875,15.664,725000,145,1871.61
146,156.7994,2253.56,-31709.45703125,15.6262,730000,146,1885.38
147,156.8251,2222.33,-32163.65625,15.5881,735000,147,1850.48
148,156.8286,2250.84,-32388.357421875,15.5322,740000,148,1888.02
149,156.7743,2196.92,-32579.28125,15.191,745000,149,1882.47
150,156.8248,2213.73,-32958.125,15.3594,750000,150,1841.44
151,156.8554,2276.59,-33181.3203125,15.6236,755000,151,1887.86
152,156.7891,2272.57,-33523.6171875,15.4186,760000,152,1877.32
153,156.5666,2202.07,-33580.2265625,14.986,765000,153,1833.19
154,156.8465,2242.82,-34027.3671875,15.4,770000,154,1889.67
155,156.9043,2212.77,-34445.2421875,15.4441,775000,155,1847.83
156,156.7032,2229.94,-34688.27734375,15.4753,780000,156,1845.75
157,156.8273,2211.72,-34984.66015625,15.1705,785000,157,1833.32
158,156.8103,2232.81,-35329.8984375,15.5216,790000,158,1868.01
159,156.8267,2259.77,-35640.125,15.2983,795000,159,1892.75
160,156.8088,2158.43,-35816.08984375,15.2763,800000,160,1843.44
161,156.5973,2232.97,-36214.47265625,15.5326,805000,161,1877.97
162,156.8834,2242.64,-36456.63671875,15.5931,810000,162,1874.36
163,156.8493,2269.65,-36913.35546875,15.3498,815000,163,1899.02
164,156.7658,2298.35,-37188.17578125,15.4362,820000,164,1902.77
165,156.6054,2206.82,-37261.7890625,15.3717,825000,165,1863.84
166,156.619,2221.51,-37665.14453125,15.1442,830000,166,1870.66
167,156.7098,2247.1,-38095.30078125,15.3927,835000,167,1903.19
168,156.7645,2235.16,-38446.796875,15.2173,840000,168,1897.53
169,156.6908,2235.18,-38498.2734375,15.3967,845000,169,1892.51
170,156.771,2256.87,-38610.98828125,15.3682,850000,170,1882.43
171,156.8072,2245.77,-38981.8125,15.279,855000,171,1869.45
172,156.7971,2283.44,-39134.22265625,15.3593,860000,172,1896.38
173,156.6412,2242.98,-39317.17578125,15.2,865000,173,1864.37
174,156.837,2145.45,-39534.3515625,14.9495,870000,174,1808.64
175,156.7337,2260.49,-39779.81640625,15.5232,875000,175,1890.07
176,156.7297,2264.21,-40141.7578125,15.444,880000,176,1905.34
177,156.7331,2280.76,-40365.7890625,15.2978,885000,177,1908.43
178,156.9105,2232.27,-40584.93359375,15.3183,890000,178,1880.9
179,156.6517,2204.06,-40451.88671875,15.0382,895000,179,1889.28
180,156.8598,2281.08,-40941.50390625,15.6275,900000,180,1910.79
181,156.7369,2182.54,-41022.38671875,15.1237,905000,181,1861.81
182,156.687,2290.38,-41413.76171875,15.6659,910000,182,1889.05
183,156.568,2261.47,-41301.1640625,14.9701,915000,183,1882.16
184,156.7613,2257.0,-41409.81640625,15.4761,920000,184,1919.29
185,156.6361,2267.16,-41647.67578125,15.317,925000,185,1892.41
186,156.7058,2209.95,-42005.87109375,15.2105,930000,186,1879.74
187,156.7488,2233.26,-42270.3046875,15.2319,935000,187,1886.34
188,156.7658,2262.49,-42614.03515625,15.4208,940000,188,1911.43
189,156.6058,2245.0,-42723.05078125,15.2498,945000,189,1876.52
190,156.7204,2234.33,-42972.69921875,15.4078,950000,190,1883.91
191,156.8644,2308.62,-43230.4140625,15.5955,955000,191,1918.49
192,156.575,2244.37,-43098.5390625,15.0619,960000,192,1869.03
193,156.709,2279.05,-43585.58984375,15.4755,965000,193,1928.73
194,156.7351,2229.46,-43760.70703125,15.1313,970000,194,1874.64
195,156.6561,2234.54,-43844.41015625,15.2994,975000,195,1882.3
196,156.7138,2195.0,-44008.87890625,15.1239,980000,196,1918.5
197,156.6851,2207.81,-44523.17578125,15.2452,985000,197,1895.35
198,156.7563,2255.58,-44611.75390625,15.1643,990000,198,1909.07
199,156.8126,2232.17,-45061.234375,15.2251,995000,199,1861.94
200,156.6199,2239.41,-44946.140625,15.3662,1000000,200,1902.13
201,156.7264,2266.71,-45359.96875,15.3184,1005000,201,1907.02
202,156.8205,2278.73,-45534.4296875,15.3343,1010000,202,1894.79
203,156.7584,2276.78,-45750.08984375,15.3127,1015000,203,1906.67
204,156.6522,2289.0,-45795.27734375,15.2757,1020000,204,1909.31
205,156.6706,2288.97,-46121.671875,15.3581,1025000,205,1940.7
206,156.6745,2272.18,-46243.375,15.2986,1030000,206,1909.05
207,156.552,2276.9,-46506.015625,15.3697,1035000,207,1938.42
208,156.7048,2252.56,-46702.69921875,15.1313,1040000,208,1904.07
209,156.6361,2259.8,-46809.43359375,15.1751,1045000,209,1920.45
210,156.5718,2307.01,-47039.2109375,15.3853,1050000,210,1923.43
211,156.5857,2297.57,-46973.7421875,15.117,1055000,211,1917.87
212,156.6028,2275.71,-47298.85546875,15.1646,1060000,212,1914.57
213,156.6195,2264.39,-47522.91015625,15.2151,1065000,213,1905.73
214,156.5354,2264.41,-47636.66796875,15.1719,1070000,214,1916.5
215,156.4547,2268.35,-47786.13671875,15.1679,1075000,215,1907.4
216,156.6309,2278.46,-47811.25390625,15.1564,1080000,216,1910.86
217,156.7125,2288.26,-48219.39453125,15.1465,1085000,217,1911.64
218,156.6922,2256.18,-48217.59375,15.0945,1090000,218,1909.47
219,156.727,2291.21,-48586.09375,15.2462,1095000,219,1902.57
220,156.4784,2254.13,-48599.56640625,15.0071,1100000,220,1912.45
221,156.5768,2294.31,-48790.1875,15.1328,1105000,221,1911.83
222,156.5762,2274.87,-48939.6796875,15.2007,1110000,222,1922.32
223,156.5968,2290.1,-49313.9296875,15.1826,1115000,223,1936.1
224,156.6749,2293.25,-49417.5078125,15.1783,1120000,224,1936.83
225,156.695,2299.05,-49716.828125,15.2502,1125000,225,1926.49
226,156.7244,2286.11,-49853.95703125,15.3345,1130000,226,1923.87
227,156.4602,2305.25,-49880.47265625,15.187,1135000,227,1949.3
228,156.6903,2307.56,-50239.0390625,15.2376,1140000,228,1941.0
229,156.6268,2294.39,-50270.03125,15.3933,1145000,229,1943.36
230,156.7101,2286.34,-50660.5390625,15.385,1150000,230,1902.85
231,156.789,2308.33,-51003.11328125,15.5482,1155000,231,1953.08
232,156.663,2274.68,-51045.109375,15.3631,1160000,232,1909.21
233,156.5039,2328.9,-51131.6875,15.2679,1165000,233,1935.55
234,156.591,2316.28,-51423.16015625,15.3714,1170000,234,1966.24
235,156.5421,2320.59,-51612.9609375,15.461,1175000,235,1956.89
236,156.5651,2340.14,-51986.796875,15.5071,1180000,236,1957.45
237,156.6038,2330.28,-52054.9375,15.5428,1185000,237,1953.01
238,156.66,2320.23,-52301.40625,15.373,1190000,238,1928.85
239,156.6972,2346.57,-52543.4921875,15.5947,1195000,239,1953.75
240,156.7235,2341.63,-52786.1953125,15.5749,1200000,240,1971.12
241,156.6949,2354.21,-52932.2421875,15.5575,1205000,241,1968.11
242,156.6437,2344.46,-52802.28125,15.3227,1210000,242,1953.07
243,156.5259,2336.35,-53239.94921875,15.6366,1215000,243,1964.66
244,156.7442,2323.2,-53261.6796875,15.4957,1220000,244,1951.29
245,156.6904,2326.3,-53624.68359375,15.3912,1225000,245,1953.28
246,156.7193,2329.66,-53945.9453125,15.4152,1230000,246,1938.77
247,156.6692,2342.19,-54063.5390625,15.5485,1235000,247,1962.59
248,156.5934,2334.38,-53966.50390625,15.4913,1240000,248,1967.98
249,156.7042,2336.07,-54147.328125,15.4845,1245000,249,1938.99
250,156.8134,2331.22,-54492.50390625,15.5216,1250000,250,1953.85
251,156.6184,2339.84,-54553.88671875,15.4985,1255000,251,1952.22
252,156.7998,2357.62,-54856.65234375,15.4717,1260000,252,1939.84
253,156.6257,2343.5,-54937.5234375,15.3795,1265000,253,1931.73
254,156.6841,2353.44,-55020.1796875,15.4509,1270000,254,1950.59
255,156.6888,2342.04,-55348.5703125,15.5483,1275000,255,1959.79
256,156.757,2352.68,-55648.60546875,15.3578,1280000,256,1950.06
257,156.7171,2349.89,-55548.30078125,15.4012,1285000,257,1936.63
258,156.5412,2321.72,-55786.14453125,15.3538,1290000,258,1945.99
259,156.6924,2330.73,-55946.4609375,15.4364,1295000,259,1949.53
260,156.6808,2334.47,-56042.65234375,15.2886,1300000,260,1944.24
261,156.6735,2338.37,-56313.62890625,15.3728,1305000,261,1962.13
262,156.8131,2329.29,-56551.74609375,15.372,1310000,262,1942.57
263,156.7952,2294.41,-56541.8515625,15.421,1315000,263,1921.59
264,156.7254,2315.56,-56663.94921875,15.3925,1320000,264,1929.53
265,156.7294,2307.7,-57005.66015625,15.2027,1325000,265,1926.61
266,156.6751,2330.02,-57108.796875,15.3406,1330000,266,1940.43
267,156.6815,2335.58,-57383.80078125,15.3698,1335000,267,1952.11
268,156.5722,2335.57,-57704.7109375,15.3394,1340000,268,1955.42
269,156.6817,2316.81,-57655.93359375,15.1859,1345000,269,1902.79
270,156.6228,2324.85,-57985.67578125,15.3009,1350000,270,1918.23
271,156.6366,2308.55,-58139.30078125,15.2651,1355000,271,1937.92
272,156.6375,2292.93,-58126.546875,15.2158,1360000,272,1933.29
273,156.6018,2316.42,-58236.78515625,15.3321,1365000,273,1935.81
274,156.664,2336.03,-58670.3203125,15.3783,1370000,274,1934.3
275,156.6092,2317.92,-58743.28125,15.2673,1375000,275,1915.56
276,156.7258,2351.17,-58970.99609375,15.4232,1380000,276,1957.87
277,156.7624,2323.04,-59047.6640625,15.2523,1385000,277,1951.46
278,156.742,2330.82,-59309.765625,15.3428,1390000,278,1951.41
279,156.7447,2323.88,-59507.265625,15.3395,1395000,279,1947.29
280,156.7963,2330.83,-59686.08984375,15.368,1400000,280,1926.87
281,156.5382,2326.47,-59823.49609375,15.5662,1405000,281,1962.56
282,156.7841,2328.78,-60121.8046875,15.3804,1410000,282,1964.48
283,156.6245,2323.37,-60369.37890625,15.2979,1415000,283,1942.53
284,156.7237,2348.82,-60456.0703125,15.4246,1420000,284,1929.54
285,156.8105,2346.02,-60634.296875,15.4532,1425000,285,1954.95
286,156.5128,2320.08,-60744.19921875,15.5073,1430000,286,1940.08
287,156.6799,2332.36,-61113.89453125,15.3742,1435000,287,1939.33
288,156.7529,2337.39,-61377.2734375,15.5802,1440000,288,1960.25
289,156.6285,2351.06,-61467.5625,15.5571,1445000,289,1965.26
290,156.7818,2337.63,-61501.390625,15.5695,1450000,290,1976.45
291,156.6111,2341.02,-61645.93359375,15.4139,1455000,291,1970.44
292,156.6159,2340.69,-61920.7734375,15.4689,1460000,292,1964.53
293,156.6686,2336.66,-61961.859375,15.6527,1465000,293,1955.55
294,156.6603,2314.58,-61959.12109375,15.2717,1470000,294,1950.35
295,156.6029,2303.53,-62097.83984375,15.4503,1475000,295,1974.89
296,156.6342,2333.12,-62346.796875,15.4369,1480000,296,1931.27
297,156.6941,2307.27,-62553.9765625,15.4208,1485000,297,1949.16
298,156.7178,2340.35,-62685.24609375,15.486,1490000,298,1925.37
299,156.7243,2314.62,-63010.92578125,15.4972,1495000,299,1955.28
300,156.5602,2339.46,-63017.51953125,15.3556,1500000,300,1988.9
301,156.7238,2341.66,-63325.47265625,15.6134,1505000,301,1954.51
302,156.797,2335.98,-63201.140625,15.4614,1510000,302,1963.85
303,156.7167,2314.22,-63335.10546875,15.4152,1515000,303,1952.26
304,156.6929,2331.43,-63463.46875,15.4797,1520000,304,1972.91
305,156.6855,2335.17,-63462.5859375,15.4651,1525000,305,1969.24
306,156.5377,2332.47,-63867.23046875,15.4629,1530000,306,1985.52
307,156.6107,2342.86,-64150.27734375,15.6553,1535000,307,1974.07
308,156.5998,2343.14,-63968.87890625,15.3839,1540000,308,1973.62
309,156.7763,2336.56,-64070.203125,15.3204,1545000,309,1885.76
310,156.7249,2327.73,-64511.19140625,15.474,1550000,310,1974.88
311,156.7204,2330.76,-64543.83984375,15.4857,1555000,311,1975.6
312,156.657,2319.0,-64788.81640625,15.3871,1560000,312,1973.17
313,156.8133,2335.51,-64343.0703125,15.255,1565000,313,1882.18
314,156.7239,2321.26,-64073.765625,15.1505,1570000,314,1968.64
315,156.7444,2349.1,-63462.90234375,15.2631,1575000,315,1968.61
316,156.7151,2325.83,-65144.2109375,15.3395,1580000,316,1959.15
317,156.7451,2349.76,-64341.81640625,15.2711,1585000,317,1950.05
318,156.7665,2336.8,-64869.47265625,15.2328,1590000,318,1908.55
319,156.7405,2328.38,-65387.48828125,15.3061,1595000,319,1957.74
320,156.8169,2317.32,-63039.15234375,15.5626,1600000,320,1964.94
321,156.879,2336.07,-64898.65234375,15.0133,1605000,321,1978.46
322,156.671,2325.4,-65869.9140625,15.5497,1610000,322,1958.3
323,156.7178,2353.01,-64545.90234375,15.2737,1615000,323,1967.9
324,156.558,2359.79,-65533.640625,15.4502,1620000,324,1965.42
325,156.6811,2342.28,-64979.94140625,15.3438,1625000,325,1971.84
326,156.6466,2358.11,-63503.46484375,15.6421,1630000,326,1988.78
327,156.6348,2340.72,-65360.515625,15.7007,1635000,327,1991.51
328,156.7119,2339.34,-65073.328125,15.3022,1640000,328,1909.05
329,156.6157,2331.91,-64505.98046875,15.235,1645000,329,1982.49
330,156.679,2349.92,-65827.3984375,14.9599,1650000,330,1983.75
331,156.6639,2321.73,-63943.51171875,14.8907,1655000,331,1952.15
332,156.653,2207.22,-63862.88671875,15.8585,1660000,332,1869.64
333,156.7678,2350.54,-67189.4453125,15.656,1665000,333,1987.84
334,156.6461,2336.76,-65980.0546875,15.5249,1670000,334,1998.83
335,156.7103,2323.34,-67084.40625,15.4561,1675000,335,1977.21
336,156.8025,2346.92,-67598.1484375,15.637,1680000,336,2012.58
337,156.6242,2349.75,-67719.6484375,15.4802,1685000,337,2008.32
338,156.8491,2309.41,-67742.234375,15.3256,1690000,338,1968.03
339,156.6269,2338.16,-67979.03125,15.3063,1695000,339,1980.32
340,156.629,2326.41,-67867.8515625,15.4281,1700000,340,1980.43
341,156.8419,2326.0,-66640.4921875,15.577,1705000,341,1965.06
342,156.6365,2342.59,-68242.375,15.5766,1710000,342,1995.89
343,156.7007,2354.19,-68351.3828125,15.4776,1715000,343,1996.34
344,156.7152,2338.61,-68285.5234375,15.4403,1720000,344,1973.21
345,156.756,2333.9,-68250.6875,15.2711,1725000,345,1956.07
346,156.669,2332.81,-68166.265625,15.3603,1730000,346,1974.84
347,156.6842,2331.73,-68734.8203125,15.2996,1735000,347,1980.69
348,156.5651,2340.53,-68746.7734375,15.4189,1740000,348,1982.53
349,156.7638,2340.19,-68931.734375,15.3361,1745000,349,1981.8
350,156.57,2337.78,-68828.078125,15.4283,1750000,350,1981.4
351,156.7531,2341.73,-69019.0,15.3367,1755000,351,1991.05
352,156.5378,2359.42,-69448.4140625,15.4167,1760000,352,1980.58
353,156.7918,2361.7,-69400.59375,15.4108,1765000,353,2010.6
354,156.6446,2361.37,-69693.6875,15.5099,1770000,354,1988.04
355,156.6697,2345.26,-69485.1484375,15.3216,1775000,355,1984.4
356,156.6672,2330.75,-69423.8984375,15.2956,1780000,356,1991.56
357,156.7347,2323.08,-69750.3984375,15.4667,1785000,357,1984.66
358,156.632,2331.24,-69906.734375,15.3959,1790000,358,1975.11
359,156.8085,2322.55,-68318.890625,15.5891,1795000,359,1969.06
360,156.7074,2361.83,-70219.890625,15.465,1800000,360,1977.23
361,156.6281,2347.16,-69645.28125,15.2204,1805000,361,1987.29
362,156.7244,2298.67,-69908.828125,15.1852,1810000,362,1939.82
363,156.6767,2324.2,-69883.890625,15.2188,1815000,363,1966.52
364,156.8459,2304.98,-70234.734375,15.4875,1820000,364,1965.42
365,156.7706,2326.2,-68357.734375,15.5346,1825000,365,1985.78
366,156.7938,2338.89,-70326.953125,15.3821,1830000,366,1979.08
367,156.7733,2310.99,-70186.2734375,15.3433,1835000,367,1973.01
368,156.7602,2294.23,-70125.265625,14.9753,1840000,368,1953.4
369,156.719,2295.0,-70505.2890625,15.1719,1845000,369,1969.79
370,156.7019,2333.96,-70717.265625,15.2904,1850000,370,1964.6
371,156.4648,2273.02,-70335.3671875,15.1398,1855000,371,1945.09
372,156.6295,2344.93,-70880.6484375,15.1346,1860000,372,1955.7
373,156.7675,2319.37,-71131.2890625,15.2675,1865000,373,1942.85
374,156.6984,2306.91,-70585.6875,15.1814,1870000,374,1952.38
375,156.8138,2334.05,-71091.921875,15.1694,1875000,375,1961.07
376,156.6678,2305.86,-71248.3046875,15.2931,1880000,376,1956.17
377,156.7225,2334.75,-71329.921875,15.295,1885000,377,1948.54
378,156.7622,2308.25,-71099.6484375,15.2675,1890000,378,1947.74
379,156.6695,2315.14,-71530.8515625,15.2334,1895000,379,1953.56
380,156.6623,2310.45,-71474.75,15.2511,1900000,380,1956.73
381,156.7039,2295.81,-71536.6640625,15.149,1905000,381,1941.87
382,156.747,2322.75,-71519.09375,15.2535,1910000,382,1973.84
383,156.7497,2322.61,-71660.8828125,15.2099,1915000,383,1958.47
384,156.6881,2315.29,-71878.9375,15.348,1920000,384,1975.74
385,156.6824,2287.94,-71592.34375,15.0695,1925000,385,1938.64
386,156.7219,2319.95,-71987.8984375,15.2019,1930000,386,1946.71
387,156.6794,2291.74,-71760.3125,15.0628,1935000,387,1960.27
388,156.6381,2322.91,-71698.03125,15.1768,1940000,388,1979.02
389,156.7179,2314.29,-72042.0625,15.1695,1945000,389,1961.16
390,156.6587,2305.57,-72303.96875,15.3648,1950000,390,1950.61
391,156.6632,2333.74,-72013.2578125,15.1261,1955000,391,1968.91
392,156.8358,2328.02,-71660.2421875,15.2445,1960000,392,1970.09
393,156.7954,2311.0,-72203.78125,15.1659,1965000,393,1968.07
394,156.6027,2350.19,-72755.5703125,15.2568,1970000,394,1981.28
