Real Det Return,Running Forward KL,Reward Loss,Running Env Steps,Running Update Time,Real Sto Return,Itration,Running Reverse KL
3944.61,45.4876,-15122.4638671875,1410000,282,3104.02,282,21.2162
3838.19,45.1019,-15458.4462890625,1415000,283,3699.33,283,18.5925
3982.36,44.9225,-15436.4833984375,1420000,284,4059.25,284,21.6502
4101.51,44.632,-15025.3037109375,1425000,285,3471.15,285,20.6997
2017.19,45.2701,-15667.3671875,1430000,286,1820.86,286,19.9978
4027.72,44.7875,-15226.8505859375,1435000,287,3543.13,287,22.365
3536.6,44.8109,-15616.4462890625,1440000,288,3496.5,288,24.7972
4187.59,44.4108,-15830.4013671875,1445000,289,3439.34,289,23.3323
4002.61,44.5959,-16276.1015625,1450000,290,3940.37,290,21.4171
3698.63,44.7317,-16416.091796875,1455000,291,3601.76,291,20.4627
3073.93,44.9873,-16606.30859375,1460000,292,3898.34,292,20.6543
3856.39,44.9315,-16986.716796875,1465000,293,3964.34,293,19.5614
3984.55,44.8398,-17267.54296875,1470000,294,4029.09,294,19.6648
3706.41,44.624,-17296.59765625,1475000,295,3873.25,295,19.329
3801.68,44.8862,-17353.443359375,1480000,296,3925.64,296,20.5957
4060.68,45.5282,-17411.953125,1485000,297,4042.81,297,22.326
4083.26,44.9051,-17616.0859375,1490000,298,4080.17,298,21.1844
3952.99,44.9359,-17640.146484375,1495000,299,4020.94,299,21.5864
3845.88,45.0732,-17666.33984375,1500000,300,3876.39,300,18.6057
3790.3,44.7166,-17422.365234375,1505000,301,3836.51,301,19.5629
3922.6,45.0577,-17226.65625,1510000,302,3811.11,302,21.173
3961.48,45.058,-17179.107421875,1515000,303,3898.22,303,21.1776
2592.37,46.1115,-17757.46484375,1520000,304,3157.66,304,21.8728
3969.6,44.9797,-18190.712890625,1525000,305,3827.48,305,20.374
3070.77,45.3197,-18444.640625,1530000,306,3658.29,306,18.5338
2869.98,45.3047,-18911.833984375,1535000,307,3083.21,307,18.5569
3987.19,44.9528,-18594.17578125,1540000,308,4066.85,308,21.7571
4166.27,45.1355,-18657.9140625,1545000,309,4153.16,309,23.0917
4140.69,44.6585,-18780.767578125,1550000,310,4149.05,310,20.1103
4149.97,45.1867,-18961.181640625,1555000,311,4118.39,311,22.9731
4146.05,45.0764,-18856.6171875,1560000,312,4081.08,312,21.7637
4112.15,44.4526,-18457.525390625,1565000,313,4094.37,313,22.7557
4127.25,44.6827,-17976.2109375,1570000,314,4070.16,314,22.9735
4107.83,44.9895,-18673.357421875,1575000,315,4069.06,315,23.2458
3949.01,44.7063,-18808.380859375,1580000,316,4006.52,316,21.2656
4095.33,44.8166,-19074.33203125,1585000,317,4067.84,317,21.7537
4094.46,45.0986,-19358.107421875,1590000,318,4039.08,318,22.5447
4069.3,44.5459,-19104.171875,1595000,319,4088.22,319,21.8725
4128.02,44.3159,-18339.796875,1600000,320,4072.6,320,20.3468
4101.84,44.5517,-19686.9609375,1605000,321,4057.35,321,20.8346
3869.81,44.4566,-19124.802734375,1610000,322,3508.49,322,21.8413
548.66,49.7813,-20638.203125,1615000,323,538.39,323,88.1804
582.09,49.6105,-20947.859375,1620000,324,519.74,324,48.9954
170.64,50.4074,-21278.2890625,1625000,325,303.57,325,41.9731
801.06,49.0306,-22832.66015625,1630000,326,662.27,326,83.2221
2454.17,46.5774,-21414.8359375,1635000,327,1795.13,327,44.0235
1126.34,47.9494,-22244.138671875,1640000,328,939.68,328,50.3327
1110.14,48.2135,-22547.69140625,1645000,329,895.83,329,66.2164
2562.04,47.4059,-21363.865234375,1650000,330,1118.66,330,30.0071
1776.55,48.3862,-21034.98828125,1655000,331,534.26,331,33.0222
2822.45,46.4856,-22503.353515625,1660000,332,1675.49,332,44.0629
3373.04,45.6644,-21829.5703125,1665000,333,2556.24,333,24.2079
932.67,47.7568,-24418.736328125,1670000,334,1840.5,334,24.1036
3327.92,45.8493,-22098.099609375,1675000,335,2803.99,335,20.8075
3163.43,45.7639,-21651.201171875,1680000,336,2274.15,336,21.0872
3284.15,46.1803,-22100.6640625,1685000,337,2400.21,337,22.6342
3545.45,46.322,-22859.232421875,1690000,338,2892.28,338,23.112
3156.05,45.8427,-23227.029296875,1695000,339,2928.56,339,24.9717
3771.01,45.3728,-22961.853515625,1700000,340,3561.6,340,21.1528
3928.3,44.8002,-21445.548828125,1705000,341,3603.44,341,20.55
3479.46,45.4942,-22810.466796875,1710000,342,3362.93,342,23.3088
2797.44,44.7154,-21775.01171875,1715000,343,3527.26,343,22.5552
2655.65,44.4918,-21866.474609375,1720000,344,3728.99,344,21.9901
3635.84,44.5,-21864.298828125,1725000,345,3403.81,345,19.9779
3534.65,44.9352,-22148.685546875,1730000,346,3245.63,346,21.0901
3136.54,45.5233,-23449.349609375,1735000,347,2359.65,347,20.9995
3445.52,44.8197,-22068.03125,1740000,348,3349.96,348,20.5288
4000.22,44.6669,-22196.7890625,1745000,349,3616.04,349,19.8905
3777.02,44.6622,-22062.037109375,1750000,350,3867.47,350,21.9155
3125.09,44.3918,-22677.9609375,1755000,351,3214.12,351,20.1082
3740.44,43.9202,-21325.52734375,1760000,352,3941.07,352,21.8372
4028.42,44.5994,-22534.251953125,1765000,353,3892.04,353,20.948
3998.21,44.6906,-22244.021484375,1770000,354,3977.66,354,22.0326
4051.15,44.3411,-21690.162109375,1775000,355,4008.94,355,21.2781
4135.14,43.7006,-21416.51171875,1780000,356,4054.06,356,20.692
4074.3,43.5434,-21562.6796875,1785000,357,4027.41,357,21.0924
4055.42,44.1415,-22438.28125,1790000,358,4017.78,358,21.1371
4072.25,44.3642,-22459.884765625,1795000,359,4037.49,359,21.7518
4065.65,44.5586,-23241.505859375,1800000,360,4044.62,360,21.7388
4125.65,44.6117,-23339.87109375,1805000,361,4117.06,361,21.5204
3946.78,44.5322,-23483.859375,1810000,362,3854.4,362,21.5754
4024.06,44.7609,-23528.25,1815000,363,3792.19,363,22.2074
3929.42,45.1312,-22426.396484375,1820000,364,3761.84,364,24.3303
3927.31,45.2412,-23737.939453125,1825000,365,3809.63,365,22.9913
3694.39,45.0652,-23967.974609375,1830000,366,3800.05,366,22.4028
3401.12,44.945,-24346.310546875,1835000,367,3452.68,367,24.9793
3804.89,45.0005,-24522.81640625,1840000,368,3462.42,368,20.9612
3961.68,44.6685,-23966.41015625,1845000,369,3982.93,369,24.818
3544.33,44.8984,-25033.654296875,1850000,370,3948.81,370,30.5213
4037.56,44.3309,-24124.126953125,1855000,371,4010.89,371,21.176
3973.69,44.7035,-24443.328125,1860000,372,3841.98,372,25.8757
3940.53,45.0449,-25316.46875,1865000,373,3769.72,373,20.25
4031.67,44.677,-25671.462890625,1870000,374,3813.62,374,19.9506
4008.5,45.0218,-25724.53125,1875000,375,3961.14,375,20.634
4024.93,44.8969,-25625.24609375,1880000,376,3947.0,376,20.77
4062.49,44.7468,-25245.287109375,1885000,377,3944.15,377,20.3502
4127.0,44.9359,-25785.998046875,1890000,378,4044.9,378,20.504
4072.78,44.8259,-26880.19140625,1895000,379,3982.13,379,19.596
4073.27,44.7385,-26637.564453125,1900000,380,4003.41,380,20.066
3865.87,44.6544,-26327.474609375,1905000,381,4005.75,381,20.2367
4121.21,44.5485,-25918.333984375,1910000,382,4051.75,382,19.6613
4112.2,44.6631,-25871.419921875,1915000,383,4060.02,383,20.7457
3995.63,44.7166,-26101.796875,1920000,384,3983.21,384,20.7077
4051.92,44.5061,-26333.919921875,1925000,385,4019.33,385,19.2954
4030.92,44.4595,-25848.18359375,1930000,386,3954.69,386,20.4124
4030.41,44.2692,-26166.771484375,1935000,387,4001.02,387,20.0533
3978.56,44.4052,-26168.427734375,1940000,388,4010.24,388,20.1965
