Real Det Return,Running Forward KL,Reward Loss,Running Env Steps,Running Update Time,Real Sto Return,Itration,Running Reverse KL
4169.72,44.4142,-52095.71484375,3910000,782,3760.21,782,21.1349
4241.77,44.2919,-56198.28515625,3915000,783,4223.96,783,23.0943
4247.37,44.2121,-50356.7578125,3920000,784,3923.81,784,21.9498
4223.56,44.1247,-53958.19921875,3925000,785,4232.34,785,21.5593
4238.12,43.9434,-56015.390625,3930000,786,4253.73,786,22.1923
4259.51,43.9217,-54999.609375,3935000,787,4240.37,787,22.4883
4250.47,43.768,-54537.69921875,3940000,788,4258.29,788,22.2665
3384.23,44.6075,-54766.85546875,3945000,789,2684.06,789,19.5776
3403.4,43.7561,-54713.0859375,3950000,790,3837.17,790,20.677
4225.8,43.9007,-57598.8671875,3955000,791,4229.9,791,21.8891
4194.85,43.9024,-56811.45703125,3960000,792,4203.91,792,21.6649
4203.06,44.149,-57484.9140625,3965000,793,4222.52,793,21.5578
4144.88,43.9188,-58576.06640625,3970000,794,4201.07,794,20.8506
4258.89,43.9815,-57806.0859375,3975000,795,4278.87,795,21.1919
4301.99,44.1191,-57746.03515625,3980000,796,4290.57,796,21.1895
4247.81,43.5402,-57019.8125,3985000,797,4217.47,797,20.2985
4287.69,43.2986,-56198.45703125,3990000,798,4253.67,798,20.2322
4281.38,43.3933,-54452.8828125,3995000,799,4276.01,799,20.4698
4151.79,43.9078,-55838.7578125,4000000,800,4147.7,800,20.1895
4079.91,44.3944,-58250.90234375,4005000,801,4077.6,801,20.6668
4170.97,43.9844,-56331.9296875,4010000,802,4155.62,802,20.887
4076.6,44.1615,-56041.3515625,4015000,803,4071.44,803,20.6619
4023.7,44.1316,-57550.92578125,4020000,804,4007.5,804,21.1805
3914.33,44.0906,-57194.44140625,4025000,805,3981.87,805,20.9687
4134.62,43.8156,-57619.29296875,4030000,806,4051.52,806,21.9249
4092.94,44.4221,-57253.68359375,4035000,807,4069.54,807,20.5479
4116.97,43.6888,-59137.046875,4040000,808,4098.08,808,21.5817
3922.14,44.4876,-59069.12109375,4045000,809,4127.79,809,22.3871
4121.85,43.8611,-57853.65234375,4050000,810,4182.82,810,21.2439
4060.49,44.2116,-58656.7890625,4055000,811,4166.04,811,19.9873
4023.49,43.9675,-57878.69140625,4060000,812,3994.52,812,21.1362
2057.89,44.8395,-55164.5859375,4065000,813,2797.26,813,26.2873
4164.95,44.3704,-57467.9609375,4070000,814,4148.34,814,20.7082
4064.29,44.2735,-58102.2109375,4075000,815,4072.91,815,20.5928
4172.53,44.3367,-57621.60546875,4080000,816,4123.88,816,21.6004
4136.21,44.2739,-57716.8359375,4085000,817,4034.94,817,20.628
4006.98,44.1704,-55938.4921875,4090000,818,4131.54,818,20.9037
4018.1,44.1137,-54588.99609375,4095000,819,3694.04,819,20.1145
3975.27,44.5853,-56448.0078125,4100000,820,4050.62,820,21.0967
4046.77,44.3281,-54204.66015625,4105000,821,3816.18,821,22.6829
2672.36,44.824,-54089.4765625,4110000,822,2407.74,822,20.6666
4186.18,44.4806,-57059.5078125,4115000,823,3996.95,823,21.5189
4009.67,43.6675,-57100.59375,4120000,824,3822.73,824,19.7932
4056.67,43.9903,-56329.6484375,4125000,825,4023.55,825,19.6291
4017.55,44.0099,-56841.30859375,4130000,826,4045.88,826,19.5569
3862.27,44.3059,-57711.54296875,4135000,827,4080.28,827,20.4899
4246.31,44.3259,-57058.078125,4140000,828,4162.43,828,20.6178
4070.17,43.9644,-57412.26953125,4145000,829,4010.13,829,20.5281
4076.66,44.2928,-58918.55859375,4150000,830,4131.83,830,20.5316
4113.9,44.3085,-57195.8203125,4155000,831,4096.09,831,20.395
4144.38,43.9313,-55698.93359375,4160000,832,4138.28,832,20.9654
4119.51,43.8189,-56606.03515625,4165000,833,4180.59,833,20.3657
4024.31,44.0051,-57694.12109375,4170000,834,4056.28,834,20.334
4118.0,43.9844,-58126.59375,4175000,835,4139.37,835,19.7407
4075.39,44.217,-58828.21875,4180000,836,4083.51,836,19.6223
4184.45,44.0104,-58845.3125,4185000,837,4117.7,837,19.6904
4199.39,44.023,-57867.59375,4190000,838,4181.61,838,19.5544
4219.64,44.1241,-58799.046875,4195000,839,4192.78,839,20.0384
4233.87,43.523,-56025.4140625,4200000,840,4127.38,840,19.6393
4218.2,43.8712,-58598.4453125,4205000,841,4173.64,841,20.5276
4193.54,44.2368,-57699.74609375,4210000,842,4211.11,842,21.2278
2524.18,44.3287,-55879.16015625,4215000,843,1902.72,843,26.0129
1981.47,45.1474,-48240.375,4220000,844,2232.55,844,45.597
4230.29,44.8852,-59645.53125,4225000,845,4240.45,845,26.7267
4183.27,44.4936,-59524.15234375,4230000,846,4206.47,846,22.7064
4189.1,44.3661,-58595.50390625,4235000,847,4082.12,847,22.4551
4175.06,44.6554,-61391.00390625,4240000,848,4195.91,848,22.1934
4243.52,44.0757,-61385.68359375,4245000,849,4226.31,849,21.9207
4149.26,44.1369,-61614.9453125,4250000,850,4196.83,850,21.3284
4134.7,44.4486,-61100.59765625,4255000,851,4151.27,851,21.3328
4187.25,43.8843,-60046.47265625,4260000,852,4163.68,852,20.8291
4230.07,44.1997,-61347.36328125,4265000,853,4241.38,853,21.8054
4206.78,43.9076,-61556.88671875,4270000,854,4239.92,854,22.6657
4173.77,43.9802,-59453.5625,4275000,855,4178.7,855,20.165
4126.56,43.7858,-58187.94921875,4280000,856,4188.6,856,19.9215
4262.46,44.0735,-60549.26953125,4285000,857,4257.91,857,21.0868
4243.8,44.1484,-59147.12890625,4290000,858,4255.57,858,21.3281
4225.03,44.2822,-60219.0390625,4295000,859,4252.75,859,21.8845
4126.15,43.8783,-58864.2421875,4300000,860,4155.27,860,21.3671
4243.38,44.14,-59647.05078125,4305000,861,4264.61,861,21.3475
4320.53,44.2637,-60310.7265625,4310000,862,4305.25,862,21.8533
4292.08,44.3975,-62175.6875,4315000,863,4290.13,863,21.5708
4333.27,44.331,-60145.46875,4320000,864,4271.78,864,21.4254
3678.8,44.4482,-61657.0546875,4325000,865,4101.54,865,21.348
4262.46,44.4296,-60936.2890625,4330000,866,4234.47,866,22.6259
4158.63,44.4435,-60177.9609375,4335000,867,4212.63,867,22.4076
4227.51,44.5682,-62205.80859375,4340000,868,4258.57,868,21.8087
4093.91,44.3816,-61708.16796875,4345000,869,4191.96,869,21.9699
4145.29,44.621,-61644.12890625,4350000,870,4209.68,870,22.1354
4220.09,44.6888,-62157.55859375,4355000,871,4260.34,871,21.8144
4132.78,44.2507,-60431.67578125,4360000,872,4079.76,872,21.2348
4175.94,44.3198,-60377.94921875,4365000,873,4187.44,873,21.4646
4142.11,44.3457,-61055.9375,4370000,874,4161.73,874,21.5513
4065.58,44.1584,-61005.62890625,4375000,875,4124.3,875,21.4724
4094.16,44.3926,-60871.31640625,4380000,876,4144.47,876,22.2203
4118.55,44.1616,-61783.015625,4385000,877,4179.5,877,21.8546
4183.66,44.245,-61470.56640625,4390000,878,4193.86,878,22.3133
