Real Det Return,Running Update Time,Itration,Real Sto Return,Reward Loss,Running Forward KL,Running Env Steps,Running Reverse KL
3309.94,75,75,3314.49,-562.8792114257812,18.7662,375000,12.085
3276.99,76,76,3253.94,-710.2282104492188,20.5033,380000,12.9381
3309.91,77,77,3261.06,-470.6752014160156,19.0282,385000,11.0894
3313.03,78,78,3301.47,-660.8314819335938,19.8764,390000,12.5968
3258.06,79,79,3254.49,-569.563720703125,18.3135,395000,10.8858
3306.66,80,80,3260.84,-669.1112060546875,19.4784,400000,12.5826
3315.97,81,81,3083.82,-641.4320068359375,19.4446,405000,11.8204
3276.53,82,82,3275.65,-658.3380126953125,19.7437,410000,12.1904
3324.06,83,83,1981.45,-887.179443359375,19.8027,415000,18.8699
3298.72,84,84,2947.21,-566.4283447265625,18.3163,420000,10.6798
3222.1,85,85,3112.77,-705.3143310546875,20.269,425000,12.4874
3254.81,86,86,3232.62,-717.3529663085938,19.4408,430000,12.4241
3251.49,87,87,3253.99,-630.9299926757812,18.4773,435000,11.9573
3254.74,88,88,3241.96,-590.8047485351562,19.4949,440000,11.8775
3319.71,89,89,3298.96,-624.6390380859375,16.9921,445000,10.4795
3218.52,90,90,3128.74,-635.2169189453125,19.1734,450000,11.2718
3211.38,91,91,3215.76,-630.7931518554688,19.5004,455000,12.0106
3296.94,92,92,2862.02,-744.2006225585938,18.7875,460000,13.6759
3239.68,93,93,3225.22,-719.585693359375,19.3993,465000,12.3902
3274.6,94,94,3274.26,-557.8834838867188,18.6137,470000,11.2096
3272.23,95,95,3177.64,-614.5802001953125,18.3313,475000,11.7706
3160.81,96,96,3156.48,-703.7455444335938,19.7841,480000,12.4615
3266.8,97,97,1474.73,-1214.865234375,19.5239,485000,30.3123
3356.84,98,98,2343.81,-1416.2003173828125,20.037,490000,35.456
3230.8,99,99,2865.92,-839.4185791015625,19.2462,495000,12.8299
3225.9,100,100,3225.43,-829.7711181640625,19.1036,500000,11.5289
3259.0,101,101,3252.47,-740.5731811523438,17.8139,505000,10.1335
3320.71,102,102,3109.91,-536.3699340820312,18.0344,510000,12.2867
3213.9,103,103,3152.53,-802.6300048828125,18.7269,515000,11.2933
3290.53,104,104,3062.25,-697.7062377929688,18.0737,520000,16.8833
3259.12,105,105,3254.35,-674.6923828125,18.3199,525000,11.5786
3288.57,106,106,3238.34,-704.7296142578125,18.3961,530000,11.0651
3240.86,107,107,3227.96,-614.4545288085938,18.639,535000,11.0574
3309.4,108,108,3286.25,-667.490234375,17.8076,540000,10.978
3263.73,109,109,3152.93,-745.6841430664062,19.8441,545000,12.216
3268.4,110,110,3255.69,-716.6827392578125,18.714,550000,11.3889
3281.94,111,111,3263.05,-723.0333862304688,18.5482,555000,11.1267
3319.27,112,112,3128.11,-733.2842407226562,18.8785,560000,11.7233
3325.09,113,113,2768.45,-849.78076171875,18.8767,565000,11.9974
3293.25,114,114,3262.85,-787.5228881835938,17.5819,570000,10.4071
3314.65,115,115,3308.16,-736.19775390625,18.2679,575000,11.5671
3240.63,116,116,3248.5,-758.969482421875,18.0285,580000,10.6228
3317.6,117,117,3301.43,-809.8958740234375,18.4144,585000,11.6602
3300.31,118,118,3286.93,-752.2274169921875,17.0998,590000,10.1588
3323.21,119,119,3305.41,-825.13134765625,17.5146,595000,12.603
2678.45,120,120,2341.42,-1488.90234375,21.3555,600000,21.5535
3127.2,121,121,3118.48,-996.52783203125,21.2329,605000,16.9101
3203.7,122,122,2321.16,-1541.66455078125,19.6419,610000,29.3416
1186.66,123,123,1042.65,-2008.9891357421875,23.1989,615000,46.6333
3368.02,124,124,3366.01,-799.3790283203125,17.2695,620000,10.4053
3322.91,125,125,3286.36,-830.021240234375,17.6952,625000,10.3346
3318.2,126,126,2996.92,-685.4840087890625,16.4214,630000,9.6077
3317.51,127,127,3275.69,-909.55712890625,19.132,635000,11.896
3310.21,128,128,3312.89,-708.8076782226562,16.8601,640000,10.004
3396.42,129,129,3259.43,-694.1752319335938,15.6251,645000,8.9708
3332.12,130,130,3245.21,-807.7157592773438,17.3944,650000,11.0556
3406.7,131,131,3381.29,-573.3978881835938,16.2761,655000,11.1238
3388.09,132,132,3364.98,-710.016845703125,16.0004,660000,10.0564
3129.02,133,133,3157.58,-736.2657470703125,17.8133,665000,11.59
3202.64,134,134,3139.97,-1104.47021484375,18.4786,670000,10.8886
3367.6,135,135,3305.22,-792.9661865234375,16.8711,675000,12.5172
3351.75,136,136,3327.74,-713.4619140625,16.7877,680000,9.7145
3308.09,137,137,3234.22,-725.9722290039062,15.9651,685000,8.6501
3391.08,138,138,3310.86,-777.4705810546875,16.1999,690000,10.8256
3322.72,139,139,3319.73,-763.8546142578125,15.862,695000,9.3252
3297.92,140,140,3267.24,-887.63623046875,16.2117,700000,8.7816
3419.66,141,141,3374.26,-744.0218505859375,16.8113,705000,9.92
3337.92,142,142,3283.69,-925.2533569335938,18.8847,710000,11.4721
3313.73,143,143,3289.62,-888.17236328125,17.1224,715000,10.3137
3443.77,144,144,3412.93,-695.8809814453125,16.2285,720000,10.9692
3451.06,145,145,3421.31,-533.5335693359375,14.8844,725000,10.1425
3400.06,146,146,3373.35,-819.6029663085938,16.2429,730000,10.2637
3416.78,147,147,3412.35,-733.1173095703125,14.993,735000,8.899
3394.8,148,148,3179.8,-753.0844116210938,15.8102,740000,9.2188
3377.74,149,149,3352.12,-1006.0630493164062,17.7176,745000,11.0137
3377.45,150,150,2987.95,-735.4113159179688,16.2974,750000,9.0523
3263.18,151,151,3011.03,-1044.8544921875,18.4045,755000,11.3094
3298.6,152,152,3271.22,-945.5870971679688,15.5157,760000,7.6812
3355.97,153,153,3285.63,-793.3627319335938,16.4557,765000,8.3393
3412.0,154,154,3416.95,-1052.38232421875,17.2883,770000,12.0763
3367.89,155,155,3352.33,-1053.483154296875,16.8535,775000,10.3123
3421.47,156,156,3383.03,-971.3689575195312,16.5214,780000,9.4312
3443.86,157,157,3398.42,-841.055419921875,16.3687,785000,9.9111
3430.92,158,158,3403.69,-821.1957397460938,15.2986,790000,9.4175
3319.36,159,159,3285.26,-991.6295166015625,16.7176,795000,8.9916
3479.8,160,160,3473.87,-936.9255981445312,17.4742,800000,12.6194
3381.67,161,161,3317.46,-976.0614624023438,17.7103,805000,10.9157
3429.65,162,162,3415.74,-888.6234741210938,16.8087,810000,10.5157
3400.06,163,163,1193.65,-2614.923828125,22.9034,815000,37.567
3365.79,164,164,3337.96,-1062.9075927734375,16.23,820000,9.7322
3425.06,165,165,2125.1,-1830.81201171875,20.1288,825000,15.6247
3326.32,166,166,1669.03,-2053.285888671875,20.6242,830000,17.9389
3179.24,167,167,2461.99,-1457.724853515625,16.472,835000,29.1786
1544.43,168,168,1188.34,-2594.58154296875,20.5256,840000,45.2725
3304.37,169,169,3304.11,-927.97314453125,16.8332,845000,10.1188
3410.27,170,170,3405.84,-828.0347900390625,15.4761,850000,9.0039
3314.88,171,171,3061.01,-962.6699829101562,16.6057,855000,9.6772
3456.18,172,172,1564.69,-1739.0843505859375,20.0621,860000,11.7695
3364.76,173,173,3378.62,-1041.17138671875,15.5242,865000,9.5636
3429.09,174,174,3376.85,-1070.583251953125,17.0756,870000,9.5203
3380.92,175,175,3375.98,-954.9747314453125,15.8967,875000,9.8266
3457.91,176,176,3399.44,-1132.09716796875,15.9138,880000,25.3467
3441.51,177,177,3028.61,-1113.5225830078125,16.9437,885000,10.7143
3385.78,178,178,3379.46,-996.8726196289062,15.903,890000,9.8646
3337.53,179,179,3322.65,-1112.27783203125,17.3901,895000,10.6907
3361.12,180,180,2426.19,-1231.7806396484375,17.8312,900000,10.4191
3390.38,181,181,3369.78,-1083.9815673828125,16.629,905000,9.7659
3370.21,182,182,3344.57,-1078.8604736328125,15.604,910000,9.108
3378.61,183,183,3356.59,-1046.7850341796875,16.4249,915000,9.1914
3412.04,184,184,3263.31,-995.09423828125,16.0391,920000,8.7344
3243.12,185,185,3227.01,-1016.0460205078125,17.1881,925000,9.5037
3468.55,186,186,3430.3,-820.5816040039062,14.8502,930000,10.3634
3382.97,187,187,3341.26,-1130.712646484375,16.6479,935000,10.3228
3417.57,188,188,3374.32,-1005.197265625,15.6018,940000,8.4778
3411.23,189,189,3399.2,-940.1744995117188,16.0741,945000,10.0092
3368.95,190,190,3355.72,-1225.0008544921875,16.1501,950000,9.46
3386.62,191,191,3342.67,-1371.290771484375,16.9658,955000,10.1699
3365.24,192,192,3338.75,-1228.138671875,16.3543,960000,9.7666
3426.16,193,193,3386.66,-904.1967163085938,16.9395,965000,10.4316
3360.96,194,194,3266.62,-1244.8797607421875,16.8984,970000,9.9051
3265.37,195,195,3244.65,-1568.333984375,17.1253,975000,9.2912
3468.21,196,196,2751.17,-1301.7691650390625,16.9197,980000,13.5488
3437.94,197,197,3413.8,-1010.4956665039062,15.362,985000,9.8882
3406.16,198,198,3383.06,-1339.856201171875,16.4002,990000,9.9193
3513.08,199,199,3304.32,-634.365478515625,15.2017,995000,8.9918
