Running Forward KL,Real Det Return,Itration,Running Reverse KL,Real Sto Return
300.9877,5279.86,126,120.3515,4671.26
297.5974,5275.18,127,104.3304,4921.75
302.8634,4548.08,128,98.8093,4935.71
316.4016,5050.5,129,167.6837,4656.67
300.7352,5271.29,130,110.6194,4890.69
317.0904,5235.73,131,138.5701,3681.69
304.9415,5300.12,132,124.9242,4472.47
307.0396,5298.51,133,110.1658,4861.14
300.6784,5306.9,134,100.1393,4839.17
304.6526,5306.07,135,119.2507,5099.79
300.327,5213.42,136,105.4921,4921.87
307.7196,5276.47,137,109.6092,5177.36
304.2299,5259.38,138,112.3555,4499.65
298.8704,5308.26,139,108.4338,4139.26
305.6194,5258.79,140,109.3071,4629.67
300.7509,5297.33,141,97.5534,4358.04
295.1555,5219.56,142,87.2168,4528.37
301.3362,5304.48,143,108.9801,3994.87
309.5548,5250.01,144,127.6293,4876.54
300.0618,5237.83,145,109.5924,4949.19
313.0225,5222.5,146,150.1908,3586.75
311.4045,5292.98,147,125.8756,5134.65
300.0158,5272.18,148,104.2196,4365.03
313.2912,5288.64,149,128.6149,4946.31
311.6539,5149.47,150,114.7636,4805.57
304.4686,5260.73,151,116.6972,4496.16
309.1145,5287.57,152,124.3681,5152.97
303.6367,5287.22,153,106.9304,4959.04
305.0598,5318.56,154,115.62,3778.87
305.5756,5193.57,155,114.5506,4535.51
310.5975,5030.05,156,137.0732,2387.12
301.3409,5252.4,157,102.3547,4450.22
299.7479,5076.43,158,88.8815,4288.2
301.9731,4683.0,159,129.7502,3994.85
298.9353,5276.9,160,105.2577,4470.68
305.0521,5279.51,161,118.6481,4269.17
305.0477,5317.37,162,109.0846,4992.19
301.5211,4914.97,163,102.7488,4754.44
300.7788,5289.39,164,116.0778,4421.93
295.7015,5263.63,165,96.7956,4933.72
307.2319,4506.15,166,108.7755,4439.55
297.0547,5103.86,167,97.2353,4727.19
298.438,5269.15,168,86.23,5139.64
298.5202,5265.37,169,88.2246,5109.08
301.2275,5255.84,170,114.3517,4818.14
297.8273,5267.15,171,90.8801,5103.96
309.523,5309.72,172,133.0169,4102.17
302.9203,5295.97,173,107.7352,4787.3
296.7819,5270.83,174,87.2538,4791.7
299.1052,5290.82,175,97.6646,4980.87
299.1363,5286.88,176,97.1565,4717.9
310.1028,5253.81,177,116.9405,4540.98
302.7166,5173.92,178,97.2011,4759.82
303.3932,5309.69,179,102.4451,4597.13
293.6828,5262.32,180,95.3711,4492.32
303.9084,5083.52,181,98.0441,4857.97
302.9547,5371.86,182,100.1323,5067.31
306.2689,5340.15,183,98.9583,4943.57
303.3935,5336.07,184,104.6885,4997.12
302.6845,5324.76,185,98.0418,4850.57
300.0539,5285.54,186,104.2951,5003.39
300.9091,5313.01,187,96.3695,4974.89
302.6897,5347.8,188,98.4524,5017.48
306.2306,5358.54,189,103.3829,5205.3
293.4276,5264.32,190,92.2342,4941.84
303.3737,5274.7,191,98.882,4977.58
303.503,5294.26,192,100.1826,5083.69
299.1972,5292.34,193,107.1961,4960.43
300.6908,5318.9,194,93.5682,5154.59
295.4128,5321.99,195,93.7024,5209.73
304.1131,4873.47,196,129.4144,4382.82
302.5781,5374.94,197,99.2404,5226.88
293.4636,5291.38,198,93.3077,4988.72
302.249,5331.45,199,101.0886,5198.07
297.0848,5248.01,200,93.7552,4826.46
299.6698,5316.42,201,92.4869,5162.18
296.8328,5350.23,202,94.468,4953.85
