Real Sto Return,Real Det Return,Running Reverse KL,Running Env Steps,Itration,Running Forward KL,Reward Loss,Running Update Time
1702.86,2081.95,16.4348,275000,55,157.4302,-2150.154541015625,55
1701.65,2062.77,16.1861,280000,56,157.1836,-2189.8681640625,56
1706.11,2087.43,16.4567,285000,57,157.3319,-2236.492919921875,57
1682.67,2003.17,16.1349,290000,58,157.2278,-2272.6181640625,58
1724.19,2089.82,16.2125,295000,59,157.286,-2319.359130859375,59
1744.01,2146.28,16.6522,300000,60,157.1314,-2375.316650390625,60
1695.75,2057.51,16.109,305000,61,157.31,-2393.627197265625,61
1728.25,2116.81,16.3943,310000,62,157.3092,-2434.78173828125,62
1774.18,2153.25,16.2115,315000,63,157.1602,-2476.959716796875,63
1758.61,2101.94,16.2066,320000,64,157.1401,-2521.0908203125,64
1799.75,2133.24,16.3006,325000,65,157.1417,-2552.499267578125,65
1722.49,2050.68,15.8915,330000,66,157.2547,-2604.045166015625,66
1751.3,2110.79,16.0655,335000,67,157.1378,-2638.25341796875,67
1719.1,2069.09,15.9034,340000,68,157.2271,-2674.20068359375,68
1771.04,2145.44,16.5297,345000,69,157.07,-2722.91015625,69
1800.3,2153.68,16.3882,350000,70,156.8516,-2765.279296875,70
1721.02,2101.85,15.736,355000,71,157.015,-2803.461669921875,71
1783.5,2130.11,16.213,360000,72,157.1224,-2841.58056640625,72
1781.88,2113.76,16.037,365000,73,157.1267,-2888.4912109375,73
1761.82,2110.15,16.3219,370000,74,157.2399,-2932.74365234375,74
1763.77,2123.36,16.0706,375000,75,157.1006,-2963.190185546875,75
1748.44,2132.52,15.8915,380000,76,157.093,-3003.078369140625,76
1777.62,2154.65,16.0781,385000,77,157.0532,-3061.78271484375,77
1791.21,2120.69,16.1895,390000,78,156.9834,-3087.993896484375,78
1813.08,2161.06,15.8973,395000,79,156.9647,-3115.39453125,79
1785.01,2150.21,16.1357,400000,80,157.0441,-3180.059326171875,80
1792.94,2151.54,16.0984,405000,81,156.9506,-3224.67822265625,81
1764.09,2153.47,16.0116,410000,82,156.9819,-3260.067138671875,82
1777.56,2140.84,15.7903,415000,83,156.9372,-3303.59716796875,83
1824.45,2205.07,16.4798,420000,84,157.0567,-3378.403564453125,84
1802.37,2171.14,16.2383,425000,85,156.8276,-3402.0244140625,85
1846.22,2201.95,16.1472,430000,86,156.9896,-3439.3662109375,86
1786.48,2134.67,15.8258,435000,87,156.7532,-3497.810791015625,87
1821.56,2182.68,16.0328,440000,88,156.9248,-3541.388427734375,88
1823.8,2169.97,16.1341,445000,89,156.7131,-3590.01171875,89
1819.42,2150.56,15.8904,450000,90,156.8254,-3628.342041015625,90
1774.43,2151.96,15.7687,455000,91,156.9263,-3651.518310546875,91
1822.61,2172.62,15.972,460000,92,156.9072,-3717.55029296875,92
1796.39,2176.64,15.8752,465000,93,156.9703,-3757.4296875,93
1797.78,2183.7,15.9013,470000,94,156.8369,-3804.45654296875,94
1835.65,2188.67,15.8886,475000,95,156.9466,-3852.314453125,95
1816.89,2177.46,15.7918,480000,96,157.0075,-3882.32958984375,96
1804.01,2198.0,15.8756,485000,97,156.8278,-3946.785888671875,97
1847.57,2235.3,15.9353,490000,98,156.8571,-3990.654541015625,98
1802.81,2167.75,15.8183,495000,99,156.8178,-4026.228515625,99
1820.22,2208.31,16.1096,500000,100,156.8094,-4067.4443359375,100
1831.49,2198.97,15.8175,505000,101,156.8316,-4128.7724609375,101
1855.09,2237.78,15.7621,510000,102,156.635,-4181.27001953125,102
1816.16,2178.51,15.9267,515000,103,156.8998,-4245.767578125,103
1857.43,2210.33,16.1252,520000,104,156.9423,-4264.75341796875,104
1828.27,2191.67,15.9279,525000,105,156.838,-4319.833984375,105
1844.41,2172.03,15.8146,530000,106,156.8104,-4368.8310546875,106
1838.83,2199.08,15.9838,535000,107,156.8509,-4413.806640625,107
1815.02,2196.66,15.9274,540000,108,156.7283,-4440.23828125,108
1831.94,2199.45,15.9902,545000,109,156.8329,-4493.67138671875,109
1843.82,2190.11,15.8444,550000,110,156.7659,-4541.62744140625,110
1825.68,2167.89,15.747,555000,111,156.6956,-4551.03857421875,111
1833.39,2198.35,15.8931,560000,112,156.9413,-4646.5654296875,112
1825.93,2156.31,15.9065,565000,113,156.8736,-4689.02294921875,113
1808.4,2184.49,15.6829,570000,114,156.8993,-4743.5341796875,114
1832.39,2219.9,15.9417,575000,115,156.8112,-4791.43701171875,115
1849.13,2219.15,15.9175,580000,116,156.8393,-4841.462890625,116
1823.24,2168.55,15.663,585000,117,156.8135,-4889.18359375,117
1833.1,2202.62,15.7316,590000,118,156.8467,-4931.3642578125,118
1812.57,2180.12,15.5418,595000,119,156.9112,-4982.7822265625,119
1865.29,2232.23,15.9614,600000,120,156.7443,-5066.6328125,120
1874.62,2240.0,16.1057,605000,121,156.7383,-5086.86669921875,121
1844.98,2236.32,15.7964,610000,122,156.829,-5126.23193359375,122
1842.92,2176.27,16.0519,615000,123,156.8909,-5182.87548828125,123
1813.29,2179.3,15.6188,620000,124,156.8146,-5257.52783203125,124
1831.09,2153.89,15.3185,625000,125,156.8905,-5289.791015625,125
1878.68,2218.86,16.0077,630000,126,156.8449,-5382.81396484375,126
1847.5,2184.24,15.6911,635000,127,156.8235,-5377.8916015625,127
1843.51,2205.22,15.7401,640000,128,156.7975,-5442.78857421875,128
1858.68,2191.03,15.8992,645000,129,156.9661,-5509.34716796875,129
1865.55,2224.76,15.868,650000,130,156.7648,-5562.46435546875,130
1839.26,2219.57,15.6491,655000,131,156.7651,-5597.71240234375,131
1863.09,2232.24,15.6245,660000,132,156.8497,-5671.345703125,132
1843.12,2157.78,15.6931,665000,133,156.899,-5702.7529296875,133
1831.29,2214.01,15.5118,670000,134,156.7378,-5758.10498046875,134
1856.58,2200.13,15.8623,675000,135,156.8803,-5825.39306640625,135
1862.12,2234.56,16.226,680000,136,156.8771,-5903.35986328125,136
1896.01,2247.02,16.1399,685000,137,156.6411,-5925.52197265625,137
1799.29,2168.21,15.5496,690000,138,156.7716,-5983.62890625,138
1834.06,2204.57,15.7407,695000,139,156.9683,-6012.50244140625,139
1890.98,2251.84,15.9225,700000,140,156.7004,-6107.18505859375,140
1883.7,2215.21,15.7917,705000,141,156.826,-6159.98583984375,141
1830.82,2176.28,15.8104,710000,142,156.861,-6197.72607421875,142
1850.99,2215.27,15.8442,715000,143,156.9122,-6268.546875,143
1867.36,2201.24,15.8733,720000,144,156.8672,-6343.16259765625,144
1862.89,2216.07,15.9109,725000,145,156.8509,-6383.15185546875,145
1864.65,2258.14,16.0076,730000,146,156.8784,-6435.5361328125,146
1858.85,2242.48,15.71,735000,147,156.7984,-6479.6396484375,147
1872.25,2209.09,15.6706,740000,148,156.8186,-6531.49755859375,148
1885.35,2242.89,15.7079,745000,149,156.7241,-6584.70361328125,149
1889.92,2272.63,15.9188,750000,150,156.8033,-6662.96435546875,150
1865.07,2210.49,15.5248,755000,151,156.6875,-6685.009765625,151
1917.02,2266.49,16.0249,760000,152,156.8077,-6777.0849609375,152
1878.59,2234.31,15.8052,765000,153,156.8763,-6816.16357421875,153
1850.13,2181.24,15.5649,770000,154,156.6989,-6865.400390625,154
1844.58,2169.68,15.4824,775000,155,156.7674,-6946.126953125,155
1883.12,2249.93,15.7608,780000,156,156.7018,-7004.05908203125,156
1887.08,2235.08,15.8145,785000,157,156.8913,-7092.80029296875,157
1883.62,2260.28,16.1699,790000,158,156.8953,-7117.18505859375,158
1876.14,2238.72,15.4564,795000,159,156.6391,-7181.31201171875,159
1883.46,2261.22,15.8388,800000,160,156.77,-7268.11962890625,160
1831.56,2173.87,15.6322,805000,161,156.8887,-7342.79248046875,161
1894.6,2221.19,15.5008,810000,162,156.8042,-7330.80078125,162
1879.26,2222.03,15.6921,815000,163,156.717,-7416.11328125,163
1900.03,2255.52,15.9971,820000,164,156.6435,-7519.13134765625,164
1917.49,2235.91,15.4683,825000,165,156.661,-7517.072265625,165
1874.02,2215.0,15.4434,830000,166,156.6033,-7575.79248046875,166
1873.95,2227.38,15.6259,835000,167,156.7419,-7659.2666015625,167
1857.3,2234.1,15.5966,840000,168,156.7591,-7716.859375,168
1876.16,2254.75,15.6774,845000,169,156.8158,-7731.97314453125,169
1843.28,2254.59,15.4646,850000,170,156.7209,-7791.2275390625,170
1887.53,2251.42,15.734,855000,171,156.8875,-7865.751953125,171
1863.37,2229.74,15.3661,860000,172,156.9537,-7878.92333984375,172
1883.01,2218.5,15.6585,865000,173,156.7261,-7917.76806640625,173
1859.19,2221.52,15.531,870000,174,156.9161,-7950.328125,174
1857.49,2216.31,15.7449,875000,175,156.7962,-7964.67431640625,175
1882.82,2254.89,15.7206,880000,176,156.5881,-8074.2666015625,176
1890.88,2227.07,15.7639,885000,177,156.9137,-8120.83251953125,177
1889.24,2254.67,15.8234,890000,178,156.6498,-8146.58544921875,178
1916.23,2266.63,15.8571,895000,179,156.7149,-8179.17529296875,179
1859.07,2226.71,15.4479,900000,180,156.7764,-8213.89453125,180
1918.46,2278.99,15.8687,905000,181,156.6112,-8245.4296875,181
1909.63,2294.17,15.6834,910000,182,156.6955,-8294.421875,182
1906.09,2260.67,15.8705,915000,183,156.7166,-8363.87109375,183
1860.77,2201.47,15.1707,920000,184,156.7665,-8367.1591796875,184
1837.45,2185.63,15.3511,925000,185,156.8728,-8410.4541015625,185
1902.7,2246.05,15.7802,930000,186,156.7771,-8474.931640625,186
1902.16,2252.66,15.6677,935000,187,156.8444,-8504.40625,187
1920.57,2262.31,15.7125,940000,188,156.6895,-8573.236328125,188
1921.19,2282.79,15.5743,945000,189,156.5981,-8585.7119140625,189
1884.98,2236.03,15.7656,950000,190,156.9374,-8668.12890625,190
1906.18,2273.61,15.779,955000,191,156.7895,-8693.5830078125,191
1888.3,2207.8,15.4017,960000,192,156.5599,-8677.078125,192
1896.81,2235.72,15.6571,965000,193,156.5923,-8748.587890625,193
1865.23,2205.36,15.3388,970000,194,156.6716,-8801.8984375,194
1888.25,2232.29,15.5313,975000,195,156.6388,-8849.18359375,195
1867.84,2226.34,15.6283,980000,196,156.8463,-8929.5263671875,196
1861.38,2175.34,15.5338,985000,197,156.7039,-8934.5830078125,197
1886.35,2235.37,15.7475,990000,198,156.7764,-8984.2080078125,198
1892.0,2258.45,15.5579,995000,199,156.8402,-9007.2099609375,199
1899.29,2219.49,15.4917,1000000,200,156.7828,-9094.5185546875,200
1898.12,2209.37,15.5917,1005000,201,156.6682,-9135.94921875,201
1903.7,2190.22,15.5797,1010000,202,156.7212,-9189.2236328125,202
1906.24,2224.15,15.6262,1015000,203,156.6459,-9234.6259765625,203
1905.4,2220.52,15.6422,1020000,204,156.6974,-9269.224609375,204
1910.08,2221.81,15.4801,1025000,205,156.7217,-9290.4296875,205
1913.44,2218.56,15.719,1030000,206,156.7194,-9328.71484375,206
1917.49,2212.0,15.5857,1035000,207,156.616,-9372.6025390625,207
1922.3,2230.64,15.4538,1040000,208,156.6424,-9398.9599609375,208
1919.44,2200.41,15.6202,1045000,209,156.793,-9475.7998046875,209
1897.12,2237.07,15.6215,1050000,210,156.8074,-9510.53125,210
1909.8,2257.21,15.4702,1055000,211,156.6936,-9543.0341796875,211
1912.37,2223.18,15.5311,1060000,212,156.7084,-9591.39453125,212
1915.85,2273.93,15.4917,1065000,213,156.5926,-9605.91015625,213
1904.67,2240.34,15.3932,1070000,214,156.7145,-9651.384765625,214
1922.25,2245.55,15.4626,1075000,215,156.7328,-9688.1015625,215
1912.66,2229.93,15.5345,1080000,216,156.7913,-9739.4521484375,216
1911.55,2252.65,15.5742,1085000,217,156.8243,-9781.8798828125,217
1915.55,2239.54,15.5992,1090000,218,156.8304,-9809.482421875,218
1906.4,2224.37,15.559,1095000,219,156.7789,-9807.12109375,219
1900.21,2242.97,15.6214,1100000,220,156.7292,-9876.3564453125,220
1919.91,2235.63,15.6581,1105000,221,156.864,-9912.896484375,221
1909.0,2230.39,15.6222,1110000,222,156.7533,-9937.2548828125,222
1905.47,2249.03,15.4997,1115000,223,156.6728,-9992.9912109375,223
1933.97,2244.22,15.7556,1120000,224,156.7547,-10042.4033203125,224
1935.59,2267.88,15.6335,1125000,225,156.7071,-10048.3095703125,225
1904.16,2260.13,15.5395,1130000,226,156.5762,-10099.1396484375,226
1929.21,2272.77,15.5961,1135000,227,156.6156,-10112.8291015625,227
1921.51,2246.22,15.5945,1140000,228,156.6091,-10141.6328125,228
1926.29,2245.08,15.598,1145000,229,156.7748,-10181.501953125,229
1921.92,2250.31,15.6431,1150000,230,156.7891,-10224.916015625,230
1924.28,2270.72,15.7246,1155000,231,156.7285,-10233.3984375,231
1927.78,2258.62,15.5966,1160000,232,156.7313,-10287.21484375,232
1931.43,2263.02,15.6235,1165000,233,156.7311,-10329.7255859375,233
1883.99,2231.28,15.6702,1170000,234,156.8692,-10333.8642578125,234
1938.75,2258.71,15.4763,1175000,235,156.714,-10381.2978515625,235
1915.74,2278.56,15.6294,1180000,236,156.7339,-10460.77734375,236
1919.49,2270.47,15.5873,1185000,237,156.8341,-10466.21484375,237
1922.83,2252.24,15.7462,1190000,238,156.699,-10543.6005859375,238
1940.38,2281.62,15.6534,1195000,239,156.7085,-10584.9365234375,239
1928.28,2281.72,15.6134,1200000,240,156.6749,-10582.40234375,240
1930.15,2271.48,15.665,1205000,241,156.7843,-10646.875,241
1949.02,2280.97,15.4595,1210000,242,156.6822,-10663.892578125,242
1927.87,2293.05,15.6888,1215000,243,156.7301,-10695.203125,243
1930.36,2272.73,15.4505,1220000,244,156.6743,-10742.0322265625,244
1924.47,2275.44,15.7198,1225000,245,156.7751,-10766.982421875,245
1921.95,2272.54,15.5829,1230000,246,156.9517,-10813.91796875,246
1931.96,2275.15,15.6268,1235000,247,156.8229,-10794.607421875,247
1924.21,2267.0,15.7567,1240000,248,156.8462,-10848.09375,248
1918.51,2271.27,15.7221,1245000,249,156.7988,-10892.7255859375,249
1931.69,2254.37,15.6368,1250000,250,156.6847,-10912.4365234375,250
1938.01,2288.88,15.721,1255000,251,156.6646,-10979.5048828125,251
1930.44,2277.28,15.7173,1260000,252,156.9508,-11001.84765625,252
1920.41,2256.56,15.6726,1265000,253,156.8259,-11035.474609375,253
1940.12,2277.36,15.7231,1270000,254,156.9205,-11063.9326171875,254
1933.67,2259.92,15.7535,1275000,255,156.925,-11091.3388671875,255
1928.28,2272.41,15.6479,1280000,256,156.8624,-11141.8974609375,256
1930.63,2257.0,15.7241,1285000,257,156.7271,-11148.962890625,257
1935.63,2260.33,15.6515,1290000,258,156.7037,-11183.4267578125,258
1930.55,2284.99,15.6032,1295000,259,156.6415,-11207.572265625,259
1919.9,2257.39,15.5555,1300000,260,156.6918,-11256.9140625,260
1937.93,2272.9,15.6215,1305000,261,156.7568,-11264.26171875,261
1933.69,2278.99,15.4314,1310000,262,156.6486,-11279.3291015625,262
1927.93,2256.01,15.5998,1315000,263,156.6865,-11326.9130859375,263
1928.32,2254.05,15.6263,1320000,264,156.8751,-11398.5693359375,264
1929.27,2274.98,15.6058,1325000,265,156.7544,-11452.0361328125,265
1936.03,2286.22,15.738,1330000,266,156.8015,-11478.90234375,266
1940.43,2292.26,15.5104,1335000,267,156.5796,-11501.2587890625,267
1929.19,2270.01,15.652,1340000,268,156.7901,-11524.3583984375,268
1930.36,2276.93,15.574,1345000,269,156.6275,-11515.3291015625,269
1935.25,2277.62,15.6052,1350000,270,156.8869,-11567.01171875,270
1926.59,2257.42,15.5962,1355000,271,156.8783,-11568.0712890625,271
1927.51,2270.66,15.5815,1360000,272,156.8596,-11661.6669921875,272
1942.33,2279.72,15.5187,1365000,273,156.6964,-11681.5244140625,273
1920.52,2257.41,15.5221,1370000,274,156.7192,-11662.236328125,274
1922.91,2256.01,15.4113,1375000,275,156.8076,-11707.8603515625,275
1932.8,2290.83,15.5297,1380000,276,156.7209,-11766.4208984375,276
1920.4,2257.33,15.5433,1385000,277,156.7372,-11794.4755859375,277
1929.35,2262.76,15.5858,1390000,278,156.7567,-11831.26171875,278
1924.8,2264.69,15.3924,1395000,279,156.633,-11846.6953125,279
1925.91,2276.34,15.4065,1400000,280,156.674,-11865.2919921875,280
1932.35,2281.22,15.5329,1405000,281,156.7454,-11940.33203125,281
1924.52,2276.84,15.3116,1410000,282,156.9371,-11980.7646484375,282
1910.98,2289.64,15.4727,1415000,283,156.648,-12005.0107421875,283
1923.94,2274.78,15.5039,1420000,284,156.7805,-12056.298828125,284
1927.08,2269.3,15.4276,1425000,285,156.6878,-12057.404296875,285
1930.34,2259.94,15.3783,1430000,286,156.6303,-12075.5732421875,286
1923.5,2267.67,15.3573,1435000,287,156.8211,-12125.1259765625,287
1928.14,2280.09,15.478,1440000,288,156.7127,-12211.365234375,288
1943.96,2280.03,15.4841,1445000,289,156.7524,-12176.3251953125,289
1940.71,2295.03,15.4711,1450000,290,156.7599,-12203.5009765625,290
1905.28,2262.19,15.3767,1455000,291,156.7957,-12226.416015625,291
1926.06,2272.33,15.4684,1460000,292,156.603,-12273.8544921875,292
1918.1,2285.47,15.5585,1465000,293,156.8044,-12314.1083984375,293
1931.2,2289.74,15.563,1470000,294,156.7035,-12383.6572265625,294
1941.21,2287.14,15.4799,1475000,295,156.6493,-12389.89453125,295
1924.87,2276.12,15.5476,1480000,296,156.6844,-12406.3701171875,296
1931.68,2290.64,15.6634,1485000,297,156.7736,-12435.3271484375,297
1930.64,2278.83,15.4499,1490000,298,156.765,-12441.8994140625,298
1911.94,2280.47,15.5677,1495000,299,156.6701,-12525.1015625,299
1916.5,2268.96,15.5036,1500000,300,156.7581,-12543.4462890625,300
1929.41,2283.8,15.5361,1505000,301,156.6752,-12565.810546875,301
1934.55,2274.18,15.4258,1510000,302,156.7539,-12591.142578125,302
1927.91,2278.75,15.6112,1515000,303,156.7587,-12610.119140625,303
1935.23,2292.96,15.3825,1520000,304,156.548,-12618.111328125,304
1916.2,2272.1,15.3282,1525000,305,156.6261,-12643.146484375,305
1940.75,2292.6,15.3991,1530000,306,156.6348,-12703.10546875,306
1801.43,2278.9,15.483,1535000,307,156.791,-12704.1494140625,307
1920.94,2271.67,15.4451,1540000,308,156.7062,-12729.8203125,308
1924.01,2286.28,15.4656,1545000,309,156.715,-12803.8623046875,309
1911.22,2254.35,15.4736,1550000,310,156.6954,-12809.7734375,310
1937.34,2270.02,15.4116,1555000,311,156.7232,-12850.9599609375,311
1911.71,2293.49,15.3779,1560000,312,156.7599,-12808.423828125,312
1925.54,2273.71,15.2768,1565000,313,156.6585,-12846.3974609375,313
1928.83,2291.47,15.3981,1570000,314,156.5303,-12927.9560546875,314
1927.42,2268.52,15.4502,1575000,315,156.6519,-12955.4248046875,315
1938.15,2268.96,15.4571,1580000,316,156.7766,-12943.1943359375,316
1924.59,2284.81,15.3455,1585000,317,156.4413,-13009.6357421875,317
1929.96,2281.59,15.2713,1590000,318,156.6023,-12996.2353515625,318
1948.88,2294.14,15.5806,1595000,319,156.6427,-13109.46484375,319
1917.45,2137.0,15.1958,1600000,320,156.6773,-13064.1025390625,320
1910.31,2255.58,15.3333,1605000,321,156.7622,-13082.3837890625,321
1941.62,2302.38,15.5435,1610000,322,156.7178,-13141.025390625,322
1924.59,2299.23,15.4909,1615000,323,156.6313,-13160.6298828125,323
1926.82,2277.66,15.4119,1620000,324,156.7153,-13175.2021484375,324
1938.86,2303.76,15.3653,1625000,325,156.6251,-13191.7880859375,325
1945.42,2289.45,15.3243,1630000,326,156.5678,-13195.6669921875,326
1950.38,2305.95,15.321,1635000,327,156.7548,-13261.296875,327
1927.39,2293.62,15.3652,1640000,328,156.6864,-13270.857421875,328
1941.55,2304.97,15.4012,1645000,329,156.737,-13333.009765625,329
1931.77,2298.01,15.5293,1650000,330,156.739,-13365.1689453125,330
1930.57,2308.44,15.5237,1655000,331,156.6912,-13402.9130859375,331
1948.44,2282.26,15.4484,1660000,332,156.8533,-13365.703125,332
1918.46,2296.05,15.4672,1665000,333,156.6972,-13386.484375,333
1933.97,2279.55,15.3542,1670000,334,156.6852,-13423.263671875,334
1929.47,2283.37,15.5479,1675000,335,156.5612,-13433.423828125,335
1926.81,2274.13,15.4858,1680000,336,156.6637,-13436.154296875,336
1938.59,2170.03,15.4593,1685000,337,156.6087,-13492.4765625,337
1938.16,2283.39,15.5878,1690000,338,156.6459,-13542.384765625,338
1925.65,2296.27,15.4356,1695000,339,156.6868,-13529.4580078125,339
1926.76,2154.59,15.3854,1700000,340,156.6912,-13590.1611328125,340
1938.64,2013.96,15.487,1705000,341,156.6215,-13580.39453125,341
1901.42,2159.29,15.4499,1710000,342,156.5765,-13578.927734375,342
1927.9,2301.19,15.4465,1715000,343,156.6539,-13626.5546875,343
1915.91,2296.74,15.5129,1720000,344,156.7652,-13720.7236328125,344
1915.84,2288.05,15.4387,1725000,345,156.6569,-13676.6669921875,345
1935.9,2019.32,15.4787,1730000,346,156.5948,-13746.2734375,346
1926.25,2158.75,15.4721,1735000,347,156.6846,-13731.8818359375,347
1913.81,2291.41,15.2985,1740000,348,156.6478,-13734.771484375,348
1921.3,2152.95,15.3178,1745000,349,156.7472,-13730.9990234375,349
1949.06,2293.5,15.3637,1750000,350,156.6568,-13833.2451171875,350
1918.9,2144.98,15.2857,1755000,351,156.6893,-13790.921875,351
1933.23,2306.37,15.3379,1760000,352,156.6305,-13855.2509765625,352
1897.79,1873.79,15.3655,1765000,353,156.5809,-13864.251953125,353
1899.63,2134.49,15.289,1770000,354,156.6094,-13904.4931640625,354
1938.12,2148.88,15.481,1775000,355,156.6899,-13894.3291015625,355
1908.26,2158.14,15.3803,1780000,356,156.6748,-13950.60546875,356
1916.79,2162.12,15.2517,1785000,357,156.4929,-13915.75390625,357
1895.85,2159.26,15.1589,1790000,358,156.5896,-13943.9873046875,358
1893.49,2011.59,15.441,1795000,359,156.4907,-13972.591796875,359
1894.52,1899.04,15.7503,1800000,360,156.783,-13907.5947265625,360
1733.16,2027.25,17.0023,1805000,361,156.7186,-13687.3349609375,361
1934.76,2166.99,15.3914,1810000,362,156.5904,-14063.640625,362
1912.01,2034.07,15.4438,1815000,363,156.6434,-14090.3466796875,363
1546.58,2010.52,16.8172,1820000,364,156.6165,-13721.4453125,364
1818.58,2168.85,22.3627,1825000,365,156.9955,-12951.83984375,365
1817.08,2303.21,17.4425,1830000,366,156.576,-13629.5732421875,366
1555.95,2182.86,15.9503,1835000,367,156.5953,-13978.359375,367
1815.81,2037.15,15.4061,1840000,368,156.8109,-14162.66796875,368
1866.1,1879.99,17.3026,1845000,369,156.6162,-13768.642578125,369
1790.35,2185.1,15.3634,1850000,370,156.67,-14202.5146484375,370
1685.98,2028.02,15.3224,1855000,371,156.6229,-14203.3427734375,371
1955.66,2172.64,16.1839,1860000,372,156.7024,-13884.2861328125,372
1583.89,2165.13,15.3271,1865000,373,156.5683,-14228.99609375,373
1826.39,2012.25,17.4234,1870000,374,156.7109,-13899.8857421875,374
1837.17,2327.95,15.3098,1875000,375,156.7051,-14299.970703125,375
1817.98,2151.15,16.98,1880000,376,156.6167,-13884.6591796875,376
1715.57,2176.09,15.2671,1885000,377,156.7547,-14295.4560546875,377
1676.45,1728.06,15.7499,1890000,378,156.6154,-14147.7294921875,378
1235.66,1747.18,19.6065,1895000,379,156.6763,-13584.9091796875,379
1821.03,1603.7,15.7913,1900000,380,156.665,-14194.5693359375,380
1919.55,2322.09,15.4446,1905000,381,156.7398,-14414.896484375,381
1800.7,2170.13,15.3778,1910000,382,156.665,-14430.4169921875,382
1882.57,2293.24,15.2171,1915000,383,156.6434,-14419.5458984375,383
1828.4,2287.34,15.6689,1920000,384,156.6592,-14260.8642578125,384
1875.07,2154.17,15.4107,1925000,385,156.7132,-14500.9619140625,385
