Real Det Return,Itration,Running Update Time,Running Forward KL,Reward Loss,Running Reverse KL,Real Sto Return,Running Env Steps
1460.21,48,48,313.4385,-3275.029296875,164.8914,3337.92,240000
1951.51,49,49,326.5576,-4427.14892578125,176.0342,2645.01,245000
2511.23,50,50,305.061,-2782.439697265625,136.3124,2636.96,250000
2119.25,51,51,282.2158,-1004.4732055664062,96.2011,4013.88,255000
3203.47,52,52,320.0705,-3960.373291015625,175.6193,2697.0,260000
2811.61,53,53,296.9144,-1700.5657958984375,98.1773,3945.21,265000
2696.0,54,54,282.4,-2407.417724609375,117.2257,3372.17,270000
1891.9,55,55,307.3743,-2948.994140625,153.9523,2853.62,275000
1797.88,56,56,296.6629,-2714.528564453125,155.5497,2858.8,280000
4240.83,57,57,307.9762,-2797.682861328125,151.3338,3593.1,285000
1576.92,58,58,349.2103,-6035.916015625,226.3539,1919.36,290000
2166.01,59,59,340.025,-4844.94970703125,226.5592,2504.45,295000
1105.52,60,60,307.543,-3001.620849609375,137.4252,2533.66,300000
1294.19,61,61,300.213,-3868.357666015625,141.8776,3725.15,305000
3766.4,62,62,319.4222,-3636.117919921875,175.6047,2855.08,310000
413.66,63,63,310.829,-4005.5322265625,184.3421,1591.51,315000
1345.71,64,64,301.2157,-3532.56787109375,134.0176,4060.71,320000
2025.59,65,65,326.7895,-5789.85693359375,228.2781,2181.2,325000
1401.61,66,66,319.6806,-5238.63720703125,216.484,2361.49,330000
2456.2,67,67,284.2713,-3685.46337890625,120.8547,2816.3,335000
1861.68,68,68,292.4029,-3709.96435546875,110.2655,2819.09,340000
3234.81,69,69,289.4647,-3334.552734375,123.9818,3611.81,345000
2119.21,70,70,297.8038,-4113.75341796875,145.9083,3211.76,350000
1436.16,71,71,285.3893,-4122.638671875,135.3678,3764.91,355000
3424.69,72,72,290.8149,-3714.056884765625,105.8564,4038.2,360000
4470.71,73,73,266.7331,-2535.757080078125,78.0374,3791.89,365000
3561.73,74,74,266.6492,-2564.377197265625,93.9876,4470.51,370000
3493.22,75,75,286.9116,-4495.34130859375,121.7222,3815.41,375000
4577.58,76,76,291.3697,-4014.063720703125,100.6248,4691.24,380000
4968.12,77,77,279.4578,-3400.79931640625,86.83,4673.85,385000
5164.36,78,78,271.6178,-3631.28564453125,82.2098,4882.8,390000
4030.98,79,79,289.1394,-3924.9375,93.0112,4696.47,395000
4833.64,80,80,299.73,-5801.07568359375,126.1396,3987.48,400000
5145.89,81,81,281.0312,-5121.9541015625,106.0028,4830.89,405000
3604.44,82,82,262.9588,-4201.8740234375,72.1265,5066.45,410000
5199.89,83,83,279.4122,-4443.70556640625,86.8311,4971.12,415000
5009.01,84,84,297.8322,-5773.01611328125,115.0182,4202.67,420000
4547.48,85,85,264.4479,-5038.94580078125,99.3402,5042.5,425000
835.48,86,86,297.4706,-6268.3505859375,125.0951,2691.01,430000
3535.37,87,87,271.9307,-4659.06005859375,79.6633,4529.17,435000
3660.4,88,88,278.3812,-5435.6533203125,106.342,4798.39,440000
5064.8,89,89,301.0078,-5588.08203125,100.9447,4272.53,445000
3534.84,90,90,300.6915,-6432.44287109375,137.841,3949.38,450000
3924.7,91,91,298.2843,-5857.5634765625,105.9342,4777.85,455000
4734.48,92,92,280.5895,-6212.55029296875,96.2094,4653.95,460000
4907.08,93,93,288.831,-6332.17236328125,96.379,4197.85,465000
4161.43,94,94,295.0744,-6854.15087890625,119.997,4571.11,470000
5145.55,95,95,281.7823,-6699.7421875,93.889,4598.62,475000
4758.84,96,96,275.4666,-6296.4404296875,86.955,4896.06,480000
5108.3,97,97,283.4372,-6070.0810546875,83.7451,4875.48,485000
5233.6,98,98,265.3579,-6049.75439453125,76.1902,4925.88,490000
5122.28,99,99,297.7306,-7148.40380859375,105.9264,4952.66,495000
5187.79,100,100,281.8397,-7506.828125,93.815,4839.75,500000
4746.33,101,101,273.6872,-6904.69384765625,84.7574,4866.8,505000
5240.74,102,102,263.4317,-6454.06982421875,83.8377,5149.45,510000
5209.47,103,103,270.1456,-7442.84521484375,79.1795,4714.66,515000
4997.62,104,104,265.7284,-6946.42138671875,79.6116,4872.42,520000
4912.81,105,105,301.4331,-8013.677734375,98.0306,4991.77,525000
5011.47,106,106,301.4574,-7873.7529296875,100.8137,4874.41,530000
5197.45,107,107,283.9175,-7817.01708984375,87.3552,4848.68,535000
5246.44,108,108,276.1711,-7601.78515625,76.5764,5114.45,540000
4363.83,109,109,292.561,-8570.1943359375,107.4565,4446.0,545000
5039.46,110,110,289.5752,-8135.69921875,87.96,4878.76,550000
5151.52,111,111,279.3112,-8326.55859375,90.697,5097.53,555000
4885.89,112,112,280.5206,-8615.1201171875,89.2596,5059.23,560000
3762.24,113,113,283.6224,-8597.3212890625,87.6863,5049.91,565000
4362.01,114,114,288.7581,-8951.1923828125,100.8724,4747.94,570000
3598.56,115,115,280.5879,-8175.162109375,80.3625,4640.19,575000
4120.53,116,116,285.9048,-8161.68212890625,99.4964,4556.5,580000
4914.8,117,117,296.6164,-8595.857421875,104.4141,4770.07,585000
5225.2,118,118,282.6946,-8243.7421875,79.9378,4925.94,590000
5200.55,119,119,284.1038,-8358.46484375,115.4108,4570.04,595000
5136.12,120,120,274.5869,-8626.072265625,70.5474,4882.9,600000
5193.02,121,121,270.3201,-7907.90478515625,68.0611,4532.57,605000
5184.69,122,122,271.5988,-8929.0361328125,93.4879,4466.91,610000
4881.11,123,123,256.6272,-8535.5537109375,62.9428,4744.77,615000
4862.3,124,124,281.8999,-9468.025390625,84.1449,4725.8,620000
5043.71,125,125,262.4573,-8671.17578125,84.3485,5005.99,625000
5161.15,126,126,266.3644,-9061.0068359375,78.1618,4523.71,630000
4745.19,127,127,261.642,-9432.9677734375,77.6918,4954.29,635000
5178.73,128,128,265.0799,-9227.9423828125,65.0622,5055.42,640000
5061.76,129,129,274.2973,-9425.4990234375,70.0928,4898.69,645000
4744.04,130,130,265.4521,-9424.5654296875,66.4038,5043.89,650000
5018.81,131,131,253.5017,-8875.2265625,109.0306,4649.1,655000
5217.07,132,132,265.705,-9823.06640625,61.2325,5034.24,660000
4722.37,133,133,270.1034,-10074.67578125,71.0335,5023.7,665000
5133.18,134,134,268.8863,-9626.5625,57.0473,4859.37,670000
4972.75,135,135,278.3809,-10252.9560546875,86.5969,4143.47,675000
4335.88,136,136,278.4362,-11026.4072265625,94.6157,3705.5,680000
5222.66,137,137,269.0708,-10344.375,66.2533,5065.43,685000
4250.55,138,138,264.8878,-10293.2431640625,70.4021,4615.65,690000
5176.96,139,139,268.2565,-10699.9814453125,74.2981,4872.74,695000
4641.28,140,140,257.5323,-9973.390625,69.6479,4425.94,700000
5134.46,141,141,264.2205,-11055.6845703125,65.1264,4909.88,705000
5018.12,142,142,273.8451,-11629.5771484375,67.0795,5029.85,710000
4473.42,143,143,263.0376,-10885.7333984375,70.9729,4917.66,715000
4044.91,144,144,273.7589,-11192.279296875,91.7463,4390.39,720000
4731.62,145,145,264.779,-11365.5341796875,67.1796,4634.65,725000
4380.49,146,146,267.38,-11085.623046875,64.293,5166.56,730000
4443.3,147,147,283.4644,-12059.0380859375,72.5821,4798.27,735000
3034.81,148,148,276.5937,-12116.611328125,86.7283,4630.15,740000
3603.13,149,149,284.5559,-12454.283203125,100.249,2570.65,745000
5214.85,150,150,281.8642,-12495.4609375,71.1558,4961.26,750000
5164.26,151,151,276.7379,-12704.75,63.6605,4745.24,755000
4353.98,152,152,271.5165,-12265.171875,61.0247,4911.27,760000
5222.79,153,153,267.6256,-12631.2099609375,63.0223,4791.05,765000
4843.62,154,154,269.4081,-12027.2587890625,70.1492,4558.62,770000
5133.74,155,155,273.1108,-12395.5703125,66.3069,4879.88,775000
5175.36,156,156,273.9742,-12740.5615234375,60.4668,4971.11,780000
5160.69,157,157,271.9226,-13063.7509765625,66.2111,4986.81,785000
5243.59,158,158,272.2257,-12577.4541015625,69.3723,4272.8,790000
4981.72,159,159,259.9784,-12831.7333984375,59.3767,4804.29,795000
5224.47,160,160,272.5112,-13281.1513671875,76.5093,5069.69,800000
4993.64,161,161,278.2737,-13687.490234375,65.7415,4937.61,805000
5228.78,162,162,265.7241,-13161.380859375,64.0038,5057.33,810000
5185.61,163,163,261.5868,-12894.681640625,51.4076,4886.15,815000
3875.7,164,164,264.1266,-13305.7744140625,65.7859,4613.84,820000
4926.77,165,165,262.5784,-12841.732421875,61.8115,4554.32,825000
5163.5,166,166,268.1478,-13065.9970703125,68.7627,4742.82,830000
5038.16,167,167,268.2732,-13344.60546875,69.019,4689.03,835000
1339.95,168,168,279.0723,-13466.1064453125,101.1081,3876.6,840000
3985.7,169,169,276.2774,-13898.3056640625,67.5483,4793.66,845000
5110.81,170,170,270.4905,-13192.2060546875,57.9043,4910.34,850000
5139.79,171,171,269.5028,-12786.8642578125,85.5526,4756.25,855000
5138.2,172,172,258.9025,-13030.9736328125,50.3136,4743.07,860000
5145.52,173,173,273.6264,-13987.2451171875,59.09,4954.75,865000
5123.61,174,174,274.8016,-14317.640625,61.5136,4890.14,870000
5175.73,175,175,270.4952,-14101.712890625,59.0812,4955.16,875000
5150.55,176,176,254.8168,-13492.0966796875,62.1271,5020.77,880000
5095.75,177,177,277.5191,-13969.3681640625,83.2608,4877.84,885000
5185.03,178,178,266.239,-14086.658203125,59.5758,4953.72,890000
4813.18,179,179,283.351,-14240.1376953125,68.8819,4823.02,895000
4974.32,180,180,263.3224,-13705.0556640625,53.6299,4948.68,900000
5064.88,181,181,282.3243,-14619.5751953125,67.4678,4658.03,905000
5065.64,182,182,265.6125,-14279.302734375,58.9044,4858.65,910000
5087.91,183,183,263.184,-13613.197265625,49.2248,4860.38,915000
5091.83,184,184,270.4364,-14430.8623046875,60.3162,4901.05,920000
5191.11,185,185,257.1813,-13737.4296875,47.9469,5042.7,925000
5145.57,186,186,267.1671,-14193.8056640625,52.9973,4952.6,930000
4770.71,187,187,270.3443,-14328.111328125,54.6639,4854.47,935000
5138.29,188,188,272.3028,-14688.34375,54.0183,4923.59,940000
5135.78,189,189,264.7574,-14806.2119140625,54.3572,4970.35,945000
5130.08,190,190,265.0696,-14490.0986328125,49.7564,4980.88,950000
4934.22,191,191,262.7864,-14164.953125,47.8651,4851.27,955000
5156.01,192,192,262.2553,-14388.5234375,52.7227,5018.78,960000
5087.91,193,193,266.3799,-14805.984375,55.4148,4904.52,965000
4943.87,194,194,279.0295,-14036.6552734375,54.1188,4827.97,970000
5130.56,195,195,264.0094,-14352.7626953125,46.6502,4890.59,975000
4356.28,196,196,257.8063,-14532.796875,46.5981,4851.91,980000
5141.14,197,197,266.3052,-14672.294921875,51.1142,4910.57,985000
4967.51,198,198,272.5298,-15214.6171875,56.1963,4990.44,990000
5120.22,199,199,271.9756,-14778.8798828125,48.9477,4883.82,995000
5028.0,200,200,268.9489,-15187.0380859375,53.0816,4558.5,1000000
5037.04,201,201,270.9412,-14987.376953125,52.7178,4841.24,1005000
5079.26,202,202,271.2443,-15015.4111328125,52.3375,4573.97,1010000
4500.8,203,203,278.9822,-14607.2197265625,80.4914,4755.83,1015000
5119.98,204,204,264.4821,-14580.73828125,51.896,4643.8,1020000
4885.06,205,205,274.2997,-14035.4345703125,103.7884,3009.78,1025000
4825.41,206,206,262.5518,-13959.724609375,50.7932,4395.06,1030000
5062.62,207,207,258.5829,-13810.8720703125,54.3752,4621.6,1035000
4926.62,208,208,266.1308,-14692.1162109375,51.111,4822.99,1040000
5034.42,209,209,267.4759,-15481.05859375,56.9659,4888.74,1045000
4581.94,210,210,277.1571,-15349.275390625,60.9537,4804.83,1050000
4823.46,211,211,277.7174,-15536.6767578125,66.9836,4690.09,1055000
4581.07,212,212,273.737,-15536.6640625,54.9147,4424.8,1060000
3865.01,213,213,293.0612,-15668.4794921875,88.7271,4593.59,1065000
1920.96,214,214,283.4467,-15711.912109375,73.5953,4420.18,1070000
3556.79,215,215,286.0833,-16280.29296875,61.2924,4234.7,1075000
4251.62,216,216,285.4964,-16739.2421875,65.9064,4957.52,1080000
3846.94,217,217,281.4917,-16325.6494140625,59.7503,4779.11,1085000
4262.26,218,218,281.6816,-16450.748046875,60.8477,4889.48,1090000
4155.36,219,219,275.6022,-16458.53125,57.6062,4881.09,1095000
4870.79,220,220,277.453,-16074.779296875,72.9937,4607.34,1100000
4319.85,221,221,273.3105,-15990.1689453125,66.0035,4115.54,1105000
4799.45,222,222,264.9719,-16465.912109375,62.0923,4476.29,1110000
4535.56,223,223,282.8924,-16404.111328125,60.3536,4647.67,1115000
4856.3,224,224,286.3107,-15991.52734375,85.9099,4682.79,1120000
3906.09,225,225,265.101,-16261.0703125,68.4844,4721.31,1125000
4478.78,226,226,268.4374,-16098.4462890625,66.3246,4552.28,1130000
4481.73,227,227,282.4627,-15986.9775390625,79.6126,4630.47,1135000
3879.24,228,228,286.6539,-16221.177734375,95.272,4047.4,1140000
5081.12,229,229,271.1627,-16375.2236328125,74.4757,4820.66,1145000
4867.83,230,230,268.8996,-16250.8623046875,64.3693,4924.42,1150000
5148.21,231,231,265.6604,-16585.1171875,62.3057,5037.92,1155000
5080.0,232,232,264.8155,-16585.359375,59.1427,4962.41,1160000
4833.67,233,233,275.5805,-16749.466796875,60.9681,4743.35,1165000
4797.53,234,234,268.6751,-16843.869140625,60.8123,4966.46,1170000
5067.8,235,235,263.8901,-16558.76171875,59.4272,5000.03,1175000
4639.7,236,236,259.5019,-16536.640625,56.8758,4992.91,1180000
4584.51,237,237,255.9133,-16167.8427734375,53.3903,4983.94,1185000
5162.48,238,238,249.2177,-15936.1708984375,48.6989,4811.36,1190000
4943.28,239,239,260.4945,-16649.23046875,55.1185,4976.83,1195000
5180.37,240,240,251.4523,-15813.83203125,52.2357,4988.49,1200000
5067.87,241,241,247.133,-15231.4521484375,54.6179,4983.89,1205000
4983.21,242,242,258.8008,-16495.36328125,57.1552,4985.7,1210000
4987.06,243,243,247.7826,-16037.365234375,51.1563,4846.4,1215000
4492.36,244,244,263.2334,-16494.15234375,53.838,4839.34,1220000
4610.47,245,245,250.5768,-16290.2529296875,47.1336,4882.62,1225000
4648.83,246,246,264.2714,-16060.619140625,59.4686,4962.9,1230000
4745.22,247,247,255.4075,-16145.2197265625,48.949,4904.5,1235000
3898.98,248,248,265.2033,-16420.177734375,55.8274,4168.08,1240000
5217.38,249,249,254.8274,-16492.8046875,48.328,4825.16,1245000
3337.67,250,250,263.026,-15451.798828125,60.8768,4102.31,1250000
4761.03,251,251,253.0474,-16273.453125,48.8116,5019.96,1255000
4359.87,252,252,265.4851,-16567.814453125,51.9395,4679.08,1260000
4166.63,253,253,272.116,-16383.87890625,73.3511,4689.06,1265000
1807.0,254,254,297.1923,-14002.564453125,128.5089,2891.66,1270000
2632.69,255,255,274.9928,-16103.9755859375,67.0578,4573.05,1275000
1862.8,256,256,276.3448,-15359.71875,80.7095,3835.39,1280000
967.29,257,257,301.3671,-12011.8828125,151.8979,2908.37,1285000
2492.17,258,258,277.0002,-17197.333984375,61.3122,4529.72,1290000
1288.9,259,259,300.3963,-14039.775390625,128.7142,3723.57,1295000
3115.81,260,260,279.8426,-16001.0205078125,73.3413,4435.46,1300000
4561.77,261,261,277.6302,-16061.59375,51.7214,3999.2,1305000
2557.04,262,262,282.4309,-16206.5693359375,69.6709,4287.26,1310000
3112.4,263,263,284.2081,-15896.21484375,73.0269,4563.49,1315000
2889.51,264,264,283.0106,-15410.728515625,66.3443,4470.51,1320000
4813.98,265,265,280.8611,-16516.0546875,61.3477,4792.36,1325000
3959.31,266,266,288.5111,-16680.3125,66.2949,4592.46,1330000
4119.57,267,267,293.8619,-16116.205078125,78.2279,3944.36,1335000
1895.6,268,268,313.0276,-15087.1376953125,153.7587,2360.12,1340000
2656.23,269,269,295.2197,-16539.18359375,98.9719,2483.07,1345000
1653.14,270,270,287.085,-16862.759765625,79.9651,4300.19,1350000
1454.53,271,271,256.2644,-14205.4501953125,101.5032,2940.18,1355000
3216.96,272,272,260.0842,-16514.916015625,65.4676,4475.7,1360000
1613.48,273,273,263.4408,-15735.279296875,85.2436,2673.51,1365000
937.13,274,274,329.8135,-14342.419921875,210.4452,1698.06,1370000
459.65,275,275,311.7718,-15601.7685546875,192.5191,815.4,1375000
3361.59,276,276,279.5173,-15754.2763671875,129.0024,3275.67,1380000
2385.68,277,277,266.6164,-15459.3544921875,110.0175,2790.11,1385000
3784.34,278,278,269.3692,-14708.4599609375,117.6872,2651.35,1390000
4871.82,279,279,235.4358,-14798.201171875,64.9175,4827.28,1395000
4158.16,280,280,244.6007,-14865.703125,80.3096,4401.66,1400000
4716.66,281,281,263.5931,-16574.703125,65.2916,4637.43,1405000
4562.6,282,282,252.755,-15414.6884765625,72.1596,4651.9,1410000
4742.92,283,283,268.5145,-15533.3173828125,85.021,4482.93,1415000
4788.74,284,284,257.6029,-16178.478515625,80.4508,4485.08,1420000
4638.43,285,285,280.2079,-16144.9619140625,104.516,4373.07,1425000
4435.32,286,286,308.2223,-15806.3203125,143.1665,2615.54,1430000
3598.37,287,287,303.9433,-14040.373046875,177.636,3085.76,1435000
4586.42,288,288,298.8737,-17749.611328125,92.7477,4464.72,1440000
4579.04,289,289,281.2391,-16412.744140625,102.5702,4125.26,1445000
4250.64,290,290,300.8643,-17469.142578125,95.9968,4443.0,1450000
3563.55,291,291,302.5405,-16707.84765625,106.7474,4305.86,1455000
4148.91,292,292,285.7476,-17688.400390625,75.2965,3968.34,1460000
4133.31,293,293,289.7468,-16304.4833984375,154.1527,3812.46,1465000
3314.14,294,294,311.8653,-12850.0380859375,429.9582,3408.7,1470000
3300.15,295,295,316.0761,-12164.96875,206.9187,2180.85,1475000
3455.29,296,296,293.7635,-13939.2119140625,289.3066,2947.87,1480000
3383.94,297,297,280.278,-13033.0458984375,175.0026,3664.61,1485000
2623.66,298,298,341.0607,-9532.736328125,360.1191,1976.77,1490000
2071.73,299,299,286.8264,-14237.7939453125,349.456,2903.28,1495000
3081.6,300,300,268.288,-16051.357421875,180.264,3474.09,1500000
3561.59,301,301,279.023,-17286.396484375,70.3145,4165.62,1505000
4869.22,302,302,274.7829,-16298.82421875,87.5431,4552.41,1510000
2381.04,303,303,308.9465,-15436.2919921875,152.6162,2762.4,1515000
4833.17,304,304,285.3427,-15396.6845703125,117.4968,4324.87,1520000
3170.13,305,305,309.5797,-15398.1083984375,138.6814,2181.85,1525000
4628.22,306,306,290.1689,-15672.525390625,112.5881,4619.52,1530000
4929.16,307,307,284.2969,-14774.005859375,90.8526,4603.12,1535000
4716.47,308,308,287.7351,-16878.83203125,97.7506,4735.86,1540000
3778.73,309,309,284.7936,-15464.8486328125,119.6778,3998.26,1545000
3910.58,310,310,291.4974,-17385.642578125,108.2152,3926.46,1550000
3690.59,311,311,298.4722,-16616.7265625,122.9675,4531.75,1555000
4930.67,312,312,286.4326,-17866.17578125,95.4129,4766.28,1560000
3654.66,313,313,290.1995,-17879.658203125,110.2321,4423.8,1565000
2907.4,314,314,302.1364,-17953.77734375,118.1902,4445.52,1570000
3066.55,315,315,291.4366,-17267.2578125,106.6153,4507.41,1575000
1098.18,316,316,320.9148,-15791.056640625,188.378,3885.78,1580000
4565.92,317,317,299.5201,-18176.203125,117.6021,4653.5,1585000
3640.94,318,318,314.4616,-18503.61328125,139.1383,4687.58,1590000
3380.95,319,319,303.1395,-17824.185546875,116.7655,4398.94,1595000
4305.21,320,320,306.812,-18578.62109375,119.4293,4707.91,1600000
483.67,321,321,368.1312,-14148.3154296875,266.1741,2404.53,1605000
4298.22,322,322,326.1511,-18830.24609375,147.8066,4412.74,1610000
3426.71,323,323,306.263,-16905.248046875,134.258,4169.94,1615000
4465.81,324,324,336.9998,-19037.330078125,159.8744,4211.76,1620000
4432.99,325,325,342.4518,-18084.849609375,166.0062,4613.96,1625000
4588.75,326,326,363.3734,-18529.548828125,173.2764,4220.69,1630000
4397.55,327,327,346.2486,-18660.087890625,175.5117,4537.38,1635000
4569.63,328,328,330.1147,-18260.828125,157.9737,4378.28,1640000
4336.25,329,329,350.9951,-18818.05859375,187.0408,4341.94,1645000
4396.43,330,330,356.0122,-18266.62890625,218.0192,4434.29,1650000
4079.48,331,331,359.9875,-18255.21484375,208.5317,4080.65,1655000
4130.87,332,332,341.8837,-17919.4140625,208.4301,4105.64,1660000
3947.97,333,333,348.2473,-16546.720703125,184.5535,3490.76,1665000
2168.99,334,334,351.3644,-16395.171875,207.9901,2095.88,1670000
3648.05,335,335,344.2115,-15673.16796875,324.0642,3500.89,1675000
3135.62,336,336,334.3568,-15336.841796875,284.3606,3928.36,1680000
2324.23,337,337,353.3935,-14568.9013671875,331.982,2282.2,1685000
4305.91,338,338,334.2104,-18184.0234375,172.1508,4267.72,1690000
4593.2,339,339,338.3408,-17054.40234375,176.6403,4201.12,1695000
4344.91,340,340,333.2207,-16075.283203125,165.3635,4590.25,1700000
4596.95,341,341,341.8886,-18421.3046875,282.7396,4538.97,1705000
4508.78,342,342,353.9384,-18626.865234375,193.4738,4468.29,1710000
4269.65,343,343,327.877,-16701.953125,167.4023,4587.84,1715000
4514.52,344,344,359.3096,-18737.185546875,184.4017,4315.52,1720000
4537.27,345,345,328.5237,-17472.65234375,140.9591,4432.0,1725000
4720.31,346,346,368.9514,-18306.40625,201.6848,4613.21,1730000
4743.72,347,347,355.2884,-16652.7109375,196.5826,4647.85,1735000
4384.51,348,348,321.0792,-17488.62109375,149.9121,4373.39,1740000
4596.92,349,349,312.647,-17932.861328125,130.2203,4631.36,1745000
3196.1,350,350,303.8037,-16751.71875,151.5709,4092.19,1750000
4197.76,351,351,322.0914,-17613.890625,140.874,4333.69,1755000
3632.44,352,352,332.4026,-17951.69921875,139.7632,4512.87,1760000
2941.25,353,353,319.953,-17369.681640625,144.1552,3798.65,1765000
4295.35,354,354,329.4365,-17757.763671875,135.9473,4245.79,1770000
4577.69,355,355,324.5233,-16863.09375,344.8269,4575.12,1775000
4171.2,356,356,322.7503,-17629.337890625,128.6474,4727.05,1780000
3763.3,357,357,348.5368,-17200.83984375,170.2331,3886.96,1785000
4462.73,358,358,381.7572,-18823.87890625,219.927,4561.15,1790000
4189.51,359,359,370.9088,-18961.26953125,174.1153,3954.39,1795000
4678.61,360,360,357.1943,-18884.1484375,158.8115,4649.39,1800000
4403.0,361,361,377.2816,-18600.162109375,201.5794,4513.52,1805000
4022.77,362,362,342.6802,-18849.10546875,158.5986,4707.46,1810000
3670.85,363,363,376.0134,-16747.3828125,253.2794,3460.0,1815000
4449.03,364,364,358.9872,-18433.90234375,193.6975,4379.99,1820000
4686.82,365,365,352.2077,-18567.19921875,159.5972,4852.88,1825000
4075.89,366,366,320.3668,-17279.78125,167.7348,4396.56,1830000
4244.74,367,367,322.7454,-17801.92578125,145.9415,4566.78,1835000
4862.14,368,368,300.5197,-17138.146484375,122.3748,4781.91,1840000
4619.31,369,369,350.0018,-18386.833984375,162.464,4249.01,1845000
4772.87,370,370,321.8228,-17734.294921875,157.9405,4772.97,1850000
4329.35,371,371,313.012,-16379.6962890625,134.4091,4711.99,1855000
3159.17,372,372,317.4733,-17262.71875,172.8748,4508.81,1860000
4683.11,373,373,319.8805,-16832.611328125,134.5211,4463.77,1865000
4692.06,374,374,313.7212,-17608.787109375,143.35,4600.38,1870000
4524.94,375,375,334.4767,-17958.8828125,162.0557,4719.49,1875000
4560.58,376,376,374.5362,-18946.14453125,203.5151,4640.95,1880000
4803.33,377,377,382.7455,-18908.48828125,219.898,4559.65,1885000
4702.44,378,378,335.3269,-18225.591796875,185.3661,4585.93,1890000
4384.43,379,379,350.477,-18364.466796875,199.9754,3981.57,1895000
3110.66,380,380,353.612,-17594.39453125,201.6086,3219.04,1900000
4510.27,381,381,364.3141,-18559.4609375,199.9489,4535.23,1905000
4556.13,382,382,359.6093,-18693.638671875,202.5831,4547.92,1910000
3644.54,383,383,365.8524,-18228.87109375,206.5556,3740.65,1915000
4688.11,384,384,379.2986,-18797.232421875,201.2476,4604.2,1920000
4544.2,385,385,386.1677,-18735.7421875,214.3222,4752.69,1925000
3535.47,386,386,335.9281,-16950.09765625,179.7736,4228.97,1930000
4813.84,387,387,363.6757,-17729.708984375,191.4439,4617.06,1935000
4290.8,388,388,320.5582,-17892.12890625,153.7197,4146.71,1940000
3725.35,389,389,338.5008,-17475.341796875,160.6383,4286.26,1945000
3518.42,390,390,364.2146,-17895.736328125,185.1977,3801.44,1950000
