Running Update Time,Running Reverse KL,Running Env Steps,Reward Loss,Itration,Real Det Return,Running Forward KL,Real Sto Return
396,838.9841,1980000,-19030.6328125,396,53.98,628.8213,54.32
397,2790.4808,1985000,-19723.806640625,397,54.62,717.2528,55.28
398,1151.9695,1990000,-19479.50390625,398,55.42,641.5439,55.76
399,972.8657,1995000,-19715.05078125,399,54.86,724.0496,54.61
400,749.4994,2000000,-19633.30859375,400,55.61,661.4718,55.61
401,1218.2812,2005000,-19761.080078125,401,55.79,756.8939,56.0
402,1302.2077,2010000,-19669.353515625,402,56.36,734.9006,55.72
403,990.0515,2015000,-19605.68359375,403,55.01,670.0815,55.22
404,630.3982,2020000,-19056.576171875,404,54.93,639.1341,54.94
405,1523.3974,2025000,-19790.244140625,405,55.01,724.8537,55.01
406,668.9182,2030000,-19750.17578125,406,54.2,701.3819,54.17
407,1033.9195,2035000,-19679.61328125,407,56.97,639.1692,56.95
408,1141.1073,2040000,-19732.486328125,408,56.62,694.957,56.61
409,905.4639,2045000,-19663.283203125,409,55.39,653.9303,55.13
410,1044.2047,2050000,-19826.3046875,410,54.45,721.999,54.45
411,961.1945,2055000,-19703.1953125,411,54.13,659.48,54.12
412,1270.7867,2060000,-19817.794921875,412,55.49,668.2117,56.23
413,1394.2729,2065000,-19845.83984375,413,56.52,706.9741,56.53
414,1599.4516,2070000,-19861.42578125,414,55.07,737.5446,55.06
415,1141.7476,2075000,-19764.505859375,415,55.48,633.413,56.32
416,1530.2169,2080000,-19766.2890625,416,62.38,693.9209,62.39
417,1810.9504,2085000,-19848.404296875,417,55.77,752.7017,55.2
418,1779.3026,2090000,-19728.33203125,418,55.54,674.0567,55.59
419,1372.1577,2095000,-19802.869140625,419,64.41,641.5662,65.13
420,1281.9001,2100000,-19828.74609375,420,58.66,695.6381,58.49
421,1177.3813,2105000,-19728.220703125,421,60.36,641.1922,59.71
422,1765.5898,2110000,-19782.728515625,422,64.33,631.5657,60.86
423,771.5977,2115000,-19794.537109375,423,55.26,704.8557,55.26
424,798.7794,2120000,-19625.720703125,424,59.14,627.3084,58.47
425,1120.2554,2125000,-19742.01171875,425,54.96,695.4072,54.93
426,1197.7192,2130000,-19780.341796875,426,57.32,661.4392,57.4
427,955.463,2135000,-19839.255859375,427,55.04,690.0657,55.04
428,1501.9132,2140000,-19714.501953125,428,64.48,654.7908,63.57
429,592.5634,2145000,-19686.068359375,429,53.81,649.207,53.72
430,983.3079,2150000,-19760.37109375,430,54.35,693.3814,54.61
431,1392.0905,2155000,-19763.68359375,431,54.98,666.52,54.74
432,596.0626,2160000,-19809.974609375,432,54.62,702.9462,54.62
433,1117.7742,2165000,-19781.40234375,433,61.25,656.2589,61.03
434,705.0859,2170000,-19751.31640625,434,54.34,657.6765,54.25
435,509.2517,2175000,-19711.55859375,435,54.38,636.3049,54.51
436,1107.1531,2180000,-19757.595703125,436,54.05,646.139,54.05
437,873.7764,2185000,-19727.17578125,437,55.67,671.5982,55.82
438,867.5198,2190000,-19707.53125,438,55.55,635.6461,55.51
439,944.5309,2195000,-19668.205078125,439,55.7,648.4405,56.56
440,1240.5911,2200000,-19628.15234375,440,55.46,658.762,55.48
441,644.4994,2205000,-19384.326171875,441,58.09,658.5073,58.09
442,728.4716,2210000,-19459.396484375,442,58.4,680.0701,58.45
443,1101.6745,2215000,-19672.18359375,443,56.86,662.1913,56.86
444,1328.9242,2220000,-19735.044921875,444,57.27,643.0842,57.38
445,908.3628,2225000,-19687.98828125,445,58.33,693.1656,58.31
446,594.0864,2230000,-19509.59765625,446,57.36,631.8514,56.94
447,1400.4783,2235000,-19599.755859375,447,57.44,667.7357,57.32
448,1007.4618,2240000,-19397.9140625,448,82.7,571.6262,73.74
449,697.4944,2245000,-19318.033203125,449,58.85,642.9267,58.81
450,955.8536,2250000,-19454.677734375,450,55.21,628.0834,55.39
451,984.256,2255000,-19595.23046875,451,54.39,635.3499,54.15
452,724.6223,2260000,-19339.61328125,452,56.08,662.8756,56.37
453,659.3621,2265000,-19202.93359375,453,55.09,607.6544,55.1
454,718.2329,2270000,-19353.17578125,454,55.13,623.8241,55.2
455,1320.0744,2275000,-19566.623046875,455,54.39,631.2286,54.65
456,764.7371,2280000,-18682.9375,456,54.58,598.2687,54.55
457,841.3887,2285000,-19296.826171875,457,54.47,639.9403,54.45
458,1587.6995,2290000,-19472.37109375,458,54.89,630.8345,55.07
459,995.7449,2295000,-18876.880859375,459,56.19,634.3957,56.35
460,1901.2696,2300000,-19386.24609375,460,55.27,621.0013,55.27
461,1395.9894,2305000,-19550.615234375,461,54.06,647.6286,54.36
462,1128.3052,2310000,-19449.9765625,462,56.13,658.4997,56.13
463,1410.8564,2315000,-19637.607421875,463,55.39,653.5084,55.67
464,875.8332,2320000,-19294.162109375,464,56.07,638.0746,55.9
465,619.6103,2325000,-18535.041015625,465,56.52,631.2404,56.48
466,655.1797,2330000,-18803.3984375,466,55.74,637.3114,55.74
467,1049.5027,2335000,-19096.0546875,467,55.8,642.5545,56.02
468,1009.258,2340000,-18876.8828125,468,55.75,635.7086,55.93
469,913.029,2345000,-18855.890625,469,55.58,637.3697,56.2
470,1279.1556,2350000,-19347.537109375,470,55.44,627.1319,55.43
471,529.8583,2355000,-17636.3203125,471,60.33,575.8382,59.82
472,864.5237,2360000,-18655.1015625,472,57.89,648.9828,56.61
473,567.2163,2365000,-17389.728515625,473,55.29,591.8149,55.2
474,901.5083,2370000,-18384.7265625,474,56.7,626.4917,56.7
475,533.8386,2375000,-18308.28515625,475,55.93,601.2306,55.95
476,829.7541,2380000,-18713.181640625,476,55.64,634.8627,55.39
477,775.0377,2385000,-18953.666015625,477,54.28,655.6702,54.3
478,436.7552,2390000,-17725.474609375,478,55.18,607.0494,55.17
479,635.7647,2395000,-17512.771484375,479,54.86,594.5452,55.1
480,545.9081,2400000,-17758.314453125,480,54.79,616.9294,54.79
481,496.5112,2405000,-17711.142578125,481,54.83,631.4953,54.85
482,440.5855,2410000,-17889.68359375,482,54.87,630.9186,55.11
483,961.9756,2415000,-17595.39453125,483,54.83,622.1217,54.83
484,792.5462,2420000,-18524.765625,484,54.77,637.2072,54.78
485,434.0516,2425000,-17783.703125,485,55.03,620.3187,55.0
486,420.3125,2430000,-17480.44921875,486,54.82,629.7242,54.82
487,427.2615,2435000,-17830.96875,487,55.21,627.5131,55.11
488,525.9486,2440000,-17680.892578125,488,55.11,632.3334,55.17
489,426.3836,2445000,-17646.361328125,489,55.16,606.762,55.45
490,399.7893,2450000,-16679.1875,490,54.91,599.639,54.94
491,426.9515,2455000,-16782.41015625,491,55.88,625.6069,55.68
492,437.4261,2460000,-16537.177734375,492,56.04,624.6786,56.07
493,482.1812,2465000,-17829.931640625,493,56.2,646.8743,55.91
494,574.8467,2470000,-18201.1328125,494,56.55,634.2433,57.09
495,401.6488,2475000,-16126.224609375,495,55.24,614.6586,55.53
496,665.6891,2480000,-18516.048828125,496,55.11,645.2173,55.1
497,922.7733,2485000,-17909.35546875,497,57.89,617.0501,57.67
498,434.4383,2490000,-17765.3046875,498,56.75,610.1565,56.99
499,405.4579,2495000,-16105.7705078125,499,56.18,606.3492,56.18
500,400.6684,2500000,-17116.283203125,500,55.79,614.1167,55.96
501,441.9561,2505000,-17103.91796875,501,55.81,636.752,55.74
502,451.4584,2510000,-18056.072265625,502,56.01,613.6154,56.19
503,448.1359,2515000,-18053.638671875,503,54.53,623.3914,54.28
504,486.553,2520000,-17991.259765625,504,54.66,614.063,54.66
505,711.117,2525000,-18868.291015625,505,55.59,631.9823,55.44
506,448.2485,2530000,-18233.669921875,506,56.09,596.7004,56.06
507,696.748,2535000,-18201.9921875,507,56.02,612.8726,56.06
508,426.0105,2540000,-18341.837890625,508,57.39,622.9841,57.28
509,422.3508,2545000,-18270.98046875,509,54.49,604.3111,54.52
510,485.5939,2550000,-18739.953125,510,55.67,630.8399,55.57
511,423.8248,2555000,-18373.96875,511,55.67,605.5934,55.4
512,503.1629,2560000,-18915.34375,512,54.32,645.0712,53.93
513,436.3989,2565000,-18400.166015625,513,56.07,615.3841,55.99
514,502.4326,2570000,-18835.47265625,514,57.63,600.1131,57.55
515,510.4507,2575000,-19065.89453125,515,54.84,633.0877,54.32
516,469.4238,2580000,-18841.427734375,516,56.53,653.6356,56.53
517,494.2261,2585000,-19077.4609375,517,57.33,650.9119,57.13
518,417.0866,2590000,-18247.5625,518,59.8,629.6454,59.58
519,420.0713,2595000,-18652.375,519,55.05,632.9657,55.04
520,485.9267,2600000,-18732.578125,520,53.83,613.5116,53.83
521,582.8848,2605000,-19403.615234375,521,58.1,647.8379,58.22
522,512.7251,2610000,-19114.11328125,522,58.35,632.109,58.53
523,417.1545,2615000,-18860.525390625,523,59.68,631.0034,59.5
524,492.5141,2620000,-18744.197265625,524,54.72,630.7441,55.08
525,489.6629,2625000,-19017.77734375,525,57.11,659.1177,57.18
526,437.0652,2630000,-18418.26953125,526,58.2,632.5123,58.35
527,493.0245,2635000,-18871.853515625,527,58.63,641.7699,58.17
528,409.1336,2640000,-18196.55078125,528,57.23,629.7137,57.23
529,445.5918,2645000,-18338.767578125,529,58.19,644.8692,58.05
530,594.9617,2650000,-19255.40234375,530,56.7,672.2765,57.34
531,541.4232,2655000,-19201.16015625,531,56.91,644.337,56.1
532,516.3908,2660000,-19041.32421875,532,54.74,652.2216,54.8
533,396.6599,2665000,-19010.572265625,533,57.17,656.1552,57.28
534,453.6453,2670000,-18954.13671875,534,58.92,625.9953,58.89
535,475.3203,2675000,-19179.0390625,535,59.84,641.9828,59.64
536,559.6298,2680000,-19248.82421875,536,55.16,671.2819,54.48
537,494.5474,2685000,-18833.03515625,537,59.06,659.8433,58.39
538,458.5133,2690000,-18622.126953125,538,56.48,664.1389,57.46
539,474.9224,2695000,-18589.576171875,539,58.8,649.7869,58.03
540,501.8702,2700000,-19017.978515625,540,57.3,665.8694,57.91
541,558.6999,2705000,-19347.990234375,541,51.95,674.7858,53.4
542,537.213,2710000,-18813.201171875,542,56.63,666.1912,56.84
543,478.2157,2715000,-19037.921875,543,55.62,650.7801,55.09
544,628.0866,2720000,-17445.662109375,544,54.69,647.2451,57.38
545,467.7812,2725000,-17810.775390625,545,53.14,659.941,53.02
546,465.6163,2730000,-18007.740234375,546,55.78,658.4455,55.24
547,486.4898,2735000,-18208.37109375,547,53.34,654.1507,53.23
548,544.8518,2740000,-18744.76171875,548,53.35,663.4847,53.11
549,510.6209,2745000,-18562.6875,549,53.41,653.0705,53.42
550,528.3958,2750000,-18867.03125,550,53.67,662.8077,53.42
551,870.7402,2755000,-18614.6171875,551,54.19,650.0525,53.77
552,562.6253,2760000,-18758.75,552,54.01,661.2265,54.25
553,488.2746,2765000,-18920.837890625,553,53.71,662.2464,53.8
554,631.5964,2770000,-18321.14453125,554,54.24,656.3257,53.99
555,983.6496,2775000,-18570.814453125,555,53.94,656.4325,53.97
556,634.512,2780000,-18178.611328125,556,54.21,666.8017,54.21
557,477.5108,2785000,-18619.6328125,557,54.49,662.9676,54.51
558,1282.8189,2790000,-19089.3671875,558,54.25,677.7861,54.25
559,615.7121,2795000,-18451.873046875,559,54.57,666.1351,54.57
560,1605.6037,2800000,-19252.62890625,560,54.27,674.2636,54.26
561,449.602,2805000,-18421.99609375,561,54.57,651.8347,54.57
562,788.894,2810000,-18686.3828125,562,54.27,674.5801,54.27
563,1004.8577,2815000,-18896.984375,563,54.27,679.952,54.27
564,1200.7885,2820000,-18742.2265625,564,54.27,669.5968,54.28
565,1732.3275,2825000,-19375.9453125,565,54.27,705.7555,54.26
566,1084.287,2830000,-19180.69921875,566,48.9,696.3999,48.9
567,1350.0614,2835000,-19387.748046875,567,48.42,699.6063,48.42
568,1720.4208,2840000,-19468.791015625,568,48.9,715.0963,48.9
569,1000.7671,2845000,-19208.412109375,569,49.77,700.9663,49.77
570,1410.6868,2850000,-19431.052734375,570,49.21,700.7499,49.21
571,2033.8554,2855000,-19734.01171875,571,49.21,706.139,49.21
572,1953.1303,2860000,-19710.11328125,572,51.12,701.732,51.12
573,2059.3956,2865000,-19717.24609375,573,49.21,709.8632,49.32
574,1255.0508,2870000,-19098.486328125,574,54.27,677.8936,54.25
575,741.9958,2875000,-18641.66015625,575,53.07,625.3929,53.07
576,924.7107,2880000,-18950.740234375,576,52.8,673.2296,52.8
577,1473.553,2885000,-19471.00390625,577,54.02,684.7956,54.02
578,661.6039,2890000,-18787.392578125,578,52.83,677.9878,52.86
579,1303.3704,2895000,-19427.046875,579,53.98,678.9335,53.98
580,1698.2713,2900000,-19280.59765625,580,52.8,691.4143,52.8
581,1316.8683,2905000,-19341.95703125,581,53.34,682.3171,53.34
582,1695.1956,2910000,-19419.78125,582,53.02,694.423,53.02
583,2056.751,2915000,-19583.171875,583,54.21,689.7114,54.21
584,1268.1412,2920000,-19223.123046875,584,53.02,681.5445,53.02
585,2079.0399,2925000,-19567.44921875,585,54.29,708.1354,54.29
586,978.9186,2930000,-18837.267578125,586,54.52,677.9856,54.53
587,1458.3641,2935000,-19548.484375,587,54.52,703.1324,54.52
588,1474.0546,2940000,-19296.2578125,588,54.52,682.3698,54.52
589,1437.6033,2945000,-19397.138671875,589,54.52,678.1615,54.52
590,2094.9512,2950000,-19753.6953125,590,54.53,719.0852,54.52
591,1763.7696,2955000,-19547.060546875,591,53.6,692.0326,53.6
592,2150.309,2960000,-19739.8984375,592,51.98,713.8764,51.95
593,2068.0555,2965000,-19835.1796875,593,54.23,731.0451,54.23
594,1829.8764,2970000,-19719.677734375,594,54.23,707.4254,54.23
595,2058.7124,2975000,-19756.115234375,595,54.23,719.9482,54.23
596,1579.8703,2980000,-19574.53515625,596,52.82,697.4522,52.82
597,1890.6672,2985000,-19720.6875,597,54.02,706.7144,54.26
598,1795.8892,2990000,-19688.984375,598,54.02,703.9375,53.96
599,1958.7614,2995000,-19806.640625,599,54.71,708.6876,54.74
