Real Sto Return,Running Reverse KL,Real Det Return,Itration,Running Forward KL
3331.18,13.6243,3565.78,105,42.6655
3931.75,17.5701,4135.06,106,42.4881
3768.91,17.1549,4048.12,107,43.0914
4090.84,18.7005,4127.28,108,42.3429
2899.42,17.2802,166.26,109,43.0935
4119.35,19.9111,4189.87,110,43.1863
4117.97,19.534,4118.0,111,43.1067
1387.11,20.9949,124.04,112,43.9881
3858.3,19.4636,4132.7,113,42.5054
4073.64,18.215,4162.22,114,42.9635
4142.08,21.8428,4190.72,115,43.4288
4073.6,18.4225,4167.31,116,42.5192
4088.53,19.258,4116.47,117,43.171
4201.28,18.4665,4197.37,118,42.6111
3931.92,20.4358,4127.7,119,43.4961
3997.65,16.7656,3952.24,120,42.1283
4027.16,19.3132,4121.81,121,42.3468
4108.53,19.59,4108.86,122,43.5957
3973.29,19.037,3924.32,123,43.5088
3949.17,15.4489,4142.81,124,41.9013
4130.81,17.9788,4289.97,125,42.2912
4096.88,16.4937,4220.43,126,41.8639
3955.28,18.4837,4205.44,127,42.0653
4111.21,17.7586,4192.1,128,41.8588
4087.36,17.9801,4163.51,129,42.5262
4080.34,16.814,4192.92,130,42.0716
4165.81,17.779,4172.94,131,42.3162
4108.2,18.2744,4073.26,132,42.2591
4072.84,17.1291,4172.17,133,42.8703
4101.65,15.5605,4154.38,134,42.2846
4081.11,17.8989,4155.49,135,42.1402
4121.97,18.1746,4156.74,136,42.1051
4048.49,18.58,4005.9,137,41.9518
4152.65,15.8006,4174.25,138,40.7265
4054.82,17.7007,4099.99,139,41.9179
4125.16,18.7307,4117.51,140,42.0247
4054.97,17.2772,4052.26,141,42.446
4175.1,16.9851,4277.77,142,41.3576
4185.12,18.169,4228.35,143,41.9219
4123.73,18.0343,4177.65,144,41.8081
3778.97,19.2638,4204.34,145,41.8708
4201.85,16.554,4252.07,146,41.4584
4000.72,17.8416,4242.4,147,41.6934
4234.93,18.5119,4294.31,148,41.9979
4195.35,18.653,4274.04,149,41.7153
3164.13,16.8913,3170.94,150,42.1409
4130.93,16.2786,4239.13,151,41.9474
4161.61,19.1991,4112.55,152,43.0082
4128.68,19.2108,4250.58,153,42.1458
4231.11,18.2284,4270.84,154,42.4893
4176.47,19.2356,4175.18,155,43.0215
4273.01,19.1998,4277.78,156,43.0694
4252.03,20.4293,4267.93,157,42.9538
3813.04,21.5217,4359.86,158,42.842
4224.01,16.5199,4316.64,159,41.1466
4191.18,17.3376,4304.47,160,41.521
4211.37,19.1699,4297.38,161,42.7221
4203.82,18.8989,4186.46,162,42.298
3357.81,19.5222,4338.16,163,43.2557
4270.11,18.3712,4325.02,164,41.9399
3948.22,17.6566,4207.13,165,42.7812
4186.94,16.4301,4295.53,166,41.6905
4231.72,19.1197,4321.32,167,42.1968
4181.34,16.7366,4251.17,168,42.2948
4180.54,15.9169,4258.47,169,41.6938
4295.99,18.3666,4327.59,170,42.4997
4194.01,16.2564,4235.44,171,41.1572
4191.79,17.3566,4237.01,172,41.8053
4247.28,15.8642,4283.46,173,41.3535
4190.36,17.7156,4271.51,174,41.6142
4205.1,16.8375,4286.14,175,42.0027
4187.28,16.8121,4205.83,176,41.3872
4201.55,15.0472,4250.45,177,41.3662
4249.64,18.0494,4270.95,178,41.8749
4182.24,17.8234,4287.69,179,42.0839
4216.74,16.6886,4289.33,180,41.164
4285.33,16.1214,4349.49,181,41.8389
4193.54,15.4442,4224.59,182,41.8629
4148.34,17.0313,4164.83,183,41.8077
4313.46,17.9346,4337.66,184,41.8247
4007.01,17.1692,4171.7,185,41.9895
4152.14,16.9535,4238.69,186,42.1788
4107.64,15.2087,4237.15,187,40.7475
4227.63,16.3226,4254.94,188,41.3764
4159.69,16.7268,4180.46,189,41.467
4074.89,17.1865,4373.58,190,41.6004
4064.16,17.0376,4347.17,191,41.1529
4099.94,15.3136,4251.43,192,41.4638
4123.76,17.306,4128.8,193,41.9904
3972.28,17.2359,4115.58,194,41.5994
4155.84,16.711,4121.2,195,42.0959
3859.1,13.8311,4143.95,196,41.834
4086.93,18.8527,4093.7,197,42.0733
4034.17,17.4788,4229.65,198,42.1255
4226.74,15.3975,4312.77,199,41.2209
4074.28,15.0688,4216.86,200,41.1348
4186.18,15.9708,4287.36,201,41.2846
4193.21,15.6903,4286.27,202,41.141
4151.16,15.1567,4198.31,203,40.9778
4173.2,17.0819,4264.36,204,41.4361
4054.07,17.616,4296.9,205,41.7054
4224.59,16.5311,4305.17,206,41.1407
4147.97,15.922,4265.83,207,41.5668
3884.99,15.9147,4120.29,208,41.3522
4257.1,16.3495,4377.47,209,41.3527
4179.61,16.5715,4226.12,210,42.1376
3611.88,19.6814,4207.04,211,42.3555
3943.41,19.019,4368.81,212,42.4256
4277.48,19.169,4351.15,213,41.5904
4160.08,16.3175,4337.65,214,41.431
2876.98,19.8942,4149.03,215,42.2512
3298.08,18.6152,4287.58,216,43.4191
3393.04,14.8836,4234.82,217,41.4464
2463.42,20.8627,3858.51,218,42.7614
4263.63,17.8468,4300.71,219,40.8238
4020.31,18.5272,4133.04,220,42.7813
3975.42,18.884,4234.39,221,42.4755
3889.53,19.7109,4053.98,222,42.7111
2137.95,52.9076,3553.26,223,44.424
4033.0,19.0822,4043.73,224,42.0801
3387.71,25.0681,2270.63,225,42.5796
3840.23,19.4423,3544.3,226,42.3802
4150.88,17.6449,4070.66,227,42.2286
3506.22,17.3898,3549.24,228,42.6235
3898.05,19.6081,4185.02,229,42.4133
4003.64,23.2452,3251.32,230,42.6499
4145.77,19.3581,4175.92,231,42.0972
4130.35,18.0728,4068.51,232,42.4464
4139.26,17.5308,3489.41,233,41.9622
3910.59,17.0704,3977.97,234,41.8678
4012.76,17.2239,4029.4,235,41.939
1683.22,44.7493,3536.67,236,42.8924
3751.05,15.1137,2701.37,237,41.357
3916.96,15.7862,3832.69,238,41.2513
4024.56,15.9365,4095.54,239,41.641
3945.64,16.2783,4070.47,240,41.6631
3813.79,16.6053,4329.24,241,41.289
4162.15,15.9852,4139.28,242,41.6794
4079.29,15.7426,4195.23,243,41.5542
3808.35,15.7407,4349.44,244,41.5717
3911.2,23.1795,4344.66,245,41.6662
4024.74,15.5716,4204.91,246,41.7955
4050.74,15.0321,4053.23,247,41.6136
4185.74,14.4303,4271.43,248,40.5948
3909.34,17.5905,4228.76,249,41.3856
3783.95,14.9969,4113.53,250,41.3991
3399.29,15.0051,4102.18,251,41.3512
3619.63,15.5372,2642.54,252,40.861
3523.46,19.0737,4194.03,253,41.8271
3699.56,27.115,4270.03,254,40.9389
4095.96,14.2707,4125.5,255,41.4098
4124.28,13.8046,4286.69,256,40.8911
2929.57,13.5124,4279.29,257,42.1418
3636.3,14.7878,4278.68,258,41.2545
3716.27,14.5114,4257.73,259,41.683
4178.74,14.1871,4261.52,260,41.4731
3981.43,15.2792,4270.96,261,41.3809
4163.58,13.757,4204.26,262,41.2712
3824.77,14.9909,4221.28,263,41.1879
4108.52,15.5724,4083.17,264,41.362
4037.31,14.435,4317.91,265,40.5499
4063.34,14.7306,4237.64,266,41.2652
4193.47,14.5245,4276.06,267,40.7813
4044.52,15.5202,4276.79,268,41.171
4114.2,15.1699,4072.54,269,40.512
3843.54,14.0494,4025.29,270,40.7245
3989.9,14.2972,4334.5,271,41.0613
3796.32,15.2939,4306.64,272,41.8146
3764.01,15.6443,4293.63,273,41.2967
3929.78,15.89,4249.54,274,41.3321
3850.18,15.5655,4247.14,275,41.9825
3368.72,15.021,3115.98,276,42.2441
3984.05,15.5272,4156.55,277,41.527
4193.0,15.8843,4250.66,278,41.1225
4048.54,15.7074,4145.51,279,41.0721
4190.52,15.7955,4268.44,280,41.673
4166.91,15.4072,4298.32,281,41.6585
4116.67,16.0597,4088.49,282,42.1987
4200.29,15.9366,4229.8,283,41.891
4132.07,16.8206,4382.71,284,41.3934
4204.31,15.2302,4300.47,285,41.6411
4058.64,14.9622,4281.04,286,41.0369
4156.32,15.3012,4333.41,287,41.0319
4003.77,14.7993,3463.67,288,41.2511
3062.05,16.255,4354.65,289,42.1919
-2.93,42.3337,-3.08,290,53.8307
3200.8,18.2614,3076.46,291,43.2235
3658.02,16.2667,3079.47,292,41.859
3178.36,17.0611,1878.17,293,41.409
4028.56,17.6862,4058.53,294,41.546
3525.9,15.7187,3814.72,295,41.9428
3580.98,17.5887,3849.29,296,41.866
471.32,33.9214,485.02,297,46.6845
853.8,32.1527,653.75,298,44.1786
4088.47,15.5836,4166.82,299,41.3474
4115.8,16.0656,4077.14,300,41.3443
3780.78,16.3154,4253.2,301,40.9723
4101.03,15.7741,4237.95,302,40.7428
4014.01,15.6158,4189.0,303,41.2233
4101.6,14.8899,4232.91,304,40.9032
4135.53,15.0504,4190.64,305,40.9505
4142.88,15.7684,4202.01,306,41.4453
4040.14,15.1622,4250.66,307,41.5285
4235.69,16.4829,4290.11,308,41.0021
3842.41,15.9622,4164.95,309,41.0756
3887.13,16.3031,4225.5,310,40.6575
4212.61,16.3941,4304.56,311,41.3158
3996.17,17.2407,4329.22,312,40.9581
4290.39,16.5699,4351.31,313,41.0734
4266.52,15.7283,4389.03,314,40.6887
4315.05,17.068,4443.95,315,41.3917
4307.67,16.8322,4445.8,316,41.2562
3746.7,15.5198,4250.02,317,41.8985
4106.21,16.1439,4426.19,318,41.5596
3948.85,17.0938,4266.37,319,41.5626
3809.99,16.6445,4441.05,320,41.0592
3784.73,18.91,4346.47,321,42.0298
4356.58,17.2646,4430.36,322,41.501
3824.6,17.8913,4430.35,323,41.4753
3269.4,15.3834,4418.94,324,41.0484
3263.14,16.3614,4309.54,325,41.5069
3952.88,16.5799,4354.27,326,41.2284
4021.73,18.0433,4392.82,327,42.0667
4278.71,17.3698,4308.07,328,41.6268
