Running Update Time,Real Sto Return,Reward Loss,Real Det Return,Running Forward KL,Running Env Steps,Itration,Running Reverse KL
56,3874.39,-169.63687133789062,3974.82,41.2667,280000,56,17.1116
57,4006.53,-151.4465789794922,4012.48,39.7806,285000,57,15.1115
58,3980.36,-181.92002868652344,4020.75,39.8434,290000,58,15.0831
59,3855.92,-191.47998046875,4014.71,40.6495,295000,59,13.7596
60,3985.08,-189.06668090820312,4077.58,40.2198,300000,60,15.2211
61,3857.56,-203.4127960205078,4139.53,40.9773,305000,61,14.3355
62,4146.3,-161.8863983154297,4187.71,40.91,310000,62,17.4093
63,3945.04,-195.41537475585938,3917.63,40.3723,315000,63,15.8053
64,4221.07,-184.62765502929688,4275.51,39.6706,320000,64,15.5452
65,3999.02,-181.77508544921875,4076.23,40.9953,325000,65,15.615
66,4212.88,-194.49734497070312,4393.11,39.383,330000,66,14.1693
67,4011.58,-210.48104858398438,4156.55,41.2882,335000,67,15.8903
68,4146.39,-222.3629913330078,4270.41,39.8609,340000,68,16.0179
69,4099.78,-235.66537475585938,4191.9,40.0377,345000,69,16.3671
70,4050.37,-226.79910278320312,4065.98,40.6115,350000,70,16.6079
71,3826.56,-233.39881896972656,4082.28,40.8426,355000,71,14.8984
72,4204.17,-222.04345703125,4314.17,41.3351,360000,72,16.2756
73,4050.94,-252.36148071289062,4245.39,40.3186,365000,73,14.9941
74,4039.88,-231.7044677734375,4222.34,39.5464,370000,74,15.565
75,4252.26,-233.1318817138672,4304.19,39.3956,375000,75,15.2562
76,4204.37,-247.4921417236328,4275.84,40.8544,380000,76,17.3598
77,4203.68,-239.48854064941406,4231.77,40.1472,385000,77,15.5441
78,4196.29,-246.0586395263672,4304.96,39.9817,390000,78,14.67
79,4122.56,-267.5763854980469,4272.75,40.2975,395000,79,16.8804
80,4166.5,-252.46780395507812,4241.64,40.3901,400000,80,14.9791
81,4232.19,-252.4293670654297,4258.63,39.4227,405000,81,14.2755
82,4309.34,-256.89410400390625,4286.75,40.1113,410000,82,17.9016
83,4167.95,-265.8095397949219,4193.88,40.4708,415000,83,16.6729
84,4234.64,-263.4004211425781,4335.11,40.7863,420000,84,15.8353
85,4263.51,-280.3103332519531,4381.1,39.4914,425000,85,15.4196
86,4321.49,-267.4677429199219,4400.08,38.2392,430000,86,14.8368
87,4324.98,-260.1033935546875,4556.16,39.9868,435000,87,15.8796
88,4347.59,-276.5465393066406,4381.59,39.8225,440000,88,16.1422
89,4257.74,-294.6773681640625,4370.7,40.4103,445000,89,16.0492
90,4333.82,-288.66107177734375,4388.48,40.1096,450000,90,16.3071
91,4365.99,-299.0775146484375,4439.75,40.0923,455000,91,17.0442
92,4272.2,-300.8126525878906,4328.91,40.1328,460000,92,16.0334
93,4381.83,-306.65374755859375,4383.1,39.1911,465000,93,16.2531
94,4403.88,-306.58148193359375,4526.07,40.0991,470000,94,16.9571
95,4333.44,-313.7232666015625,4374.18,40.65,475000,95,17.99
96,4334.76,-313.336669921875,4496.16,39.7644,480000,96,15.1497
97,4414.41,-317.87420654296875,4468.09,40.2069,485000,97,16.6457
98,4367.83,-318.9784240722656,4510.5,39.6125,490000,98,15.5849
99,4352.05,-329.6974792480469,4463.16,39.8819,495000,99,16.3701
100,4321.43,-317.0650634765625,4375.04,39.4233,500000,100,14.7923
101,4380.77,-324.5982666015625,4471.91,39.606,505000,101,14.7332
102,4400.46,-339.3634033203125,4514.51,39.0492,510000,102,16.6198
103,4429.17,-356.24676513671875,4463.53,40.4305,515000,103,16.6254
104,4470.86,-340.5293884277344,4605.69,40.7412,520000,104,17.8174
105,4422.0,-361.8887634277344,4476.41,40.0901,525000,105,16.6133
106,4425.59,-348.11962890625,4514.9,40.1062,530000,106,16.1035
107,4417.39,-335.25067138671875,4528.4,39.9748,535000,107,16.6151
108,4416.76,-354.2538146972656,4568.48,39.1605,540000,108,15.3749
109,4498.02,-346.9498291015625,4611.33,39.8482,545000,109,16.5438
110,4428.03,-365.37652587890625,4502.79,39.3767,550000,110,16.5496
111,4452.97,-359.131103515625,4621.85,40.1133,555000,111,15.2712
112,4438.67,-354.0309753417969,4465.95,39.9614,560000,112,16.0794
113,4431.01,-383.57244873046875,4466.91,39.7063,565000,113,15.6972
114,4470.6,-381.8319396972656,4535.97,39.8656,570000,114,14.715
115,4457.9,-375.80670166015625,4546.43,40.1268,575000,115,16.0389
116,4438.99,-378.3829345703125,4567.23,39.8718,580000,116,14.6917
117,4483.37,-397.24200439453125,4524.11,39.5948,585000,117,15.8513
118,4409.66,-385.84381103515625,4405.41,38.5714,590000,118,13.8081
119,4504.93,-413.019775390625,4537.47,38.9036,595000,119,14.8246
120,4469.67,-400.10009765625,4503.46,39.9579,600000,120,16.4323
121,4604.49,-385.9376220703125,4615.88,38.1997,605000,121,15.3823
122,4484.68,-410.4659423828125,4578.22,39.2799,610000,122,15.9903
123,4428.72,-407.6287841796875,4573.35,39.2595,615000,123,15.6104
124,4503.53,-408.4862365722656,4607.52,39.4604,620000,124,15.3902
125,4578.46,-392.17913818359375,4654.92,38.2242,625000,125,15.4233
126,4538.86,-403.4002990722656,4589.09,37.9523,630000,126,15.8283
127,4556.48,-414.5372009277344,4639.18,38.4885,635000,127,15.8409
128,4594.72,-425.39447021484375,4739.41,38.9452,640000,128,15.474
129,4448.74,-434.1296691894531,4493.4,38.6835,645000,129,14.5203
130,4576.0,-428.2677307128906,4634.88,39.1119,650000,130,15.7175
131,4553.12,-429.69708251953125,4601.39,38.7301,655000,131,15.6925
132,4483.85,-421.77874755859375,4563.99,39.0573,660000,132,14.9361
133,4567.94,-425.22161865234375,4684.29,39.2641,665000,133,16.3581
134,4654.8,-421.91510009765625,4619.28,39.4415,670000,134,16.4863
135,4626.86,-438.0788879394531,4626.23,38.5241,675000,135,14.8866
136,4568.33,-444.03619384765625,4713.56,38.607,680000,136,16.7423
137,4526.24,-452.7197570800781,4623.73,39.8722,685000,137,16.4505
138,4584.89,-424.389892578125,4661.86,38.3512,690000,138,15.5685
139,4561.11,-438.2368469238281,4595.25,39.5475,695000,139,14.9861
140,4534.71,-473.515625,4532.71,38.0852,700000,140,15.1427
141,4572.64,-466.30902099609375,4653.54,38.6219,705000,141,14.4382
142,4563.37,-458.30242919921875,4555.29,38.5101,710000,142,15.1677
143,4531.49,-471.89898681640625,4584.11,38.6508,715000,143,15.3935
144,4577.37,-490.5792541503906,4702.06,38.3064,720000,144,16.1158
145,4534.09,-467.6097717285156,4590.62,38.7328,725000,145,15.0402
146,4603.2,-496.5421447753906,4701.93,38.5064,730000,146,15.8795
147,4682.54,-462.8863830566406,4756.61,37.6882,735000,147,14.744
148,4680.24,-470.075439453125,4758.08,36.8636,740000,148,14.5618
149,4605.74,-490.4977722167969,4767.11,38.1205,745000,149,14.8508
150,4678.33,-494.28802490234375,4722.22,37.9465,750000,150,13.9242
151,4710.77,-476.2485656738281,4765.03,36.8162,755000,151,14.4467
152,4767.99,-475.25823974609375,4867.94,36.7223,760000,152,14.9385
153,4736.16,-507.3446044921875,4819.88,37.5078,765000,153,15.6076
154,4724.45,-497.2339782714844,4785.64,37.069,770000,154,15.8797
155,4636.35,-546.6383056640625,4675.63,37.4939,775000,155,17.6545
156,4526.37,-530.1838989257812,4621.06,38.3295,780000,156,13.9743
157,4723.21,-534.6189575195312,4850.77,38.2464,785000,157,14.9847
158,4639.94,-531.16650390625,4667.57,37.5194,790000,158,15.5231
159,4786.67,-497.2568664550781,4845.52,36.7618,795000,159,14.5865
160,4836.62,-500.6807556152344,4852.72,36.4066,800000,160,14.9423
161,4623.07,-537.0254516601562,4646.51,38.3296,805000,161,16.4429
162,4717.37,-506.3135681152344,4740.12,36.6849,810000,162,14.2595
163,4662.32,-560.41845703125,4726.82,37.0388,815000,163,14.54
164,4584.76,-544.3658447265625,4728.87,37.8627,820000,164,13.8108
165,4609.92,-547.9036865234375,4685.13,38.955,825000,165,15.3949
166,4592.1,-571.5404052734375,4594.88,37.8547,830000,166,14.015
167,4649.45,-580.789306640625,4660.23,36.9531,835000,167,15.2724
168,4625.75,-562.3995361328125,4647.58,38.6382,840000,168,15.9603
169,4740.09,-543.6578369140625,4808.16,36.7179,845000,169,14.3665
170,4759.73,-563.0933227539062,4794.38,37.0985,850000,170,14.5584
171,4437.79,-577.6632690429688,4663.81,36.8033,855000,171,13.141
172,4709.23,-567.07763671875,4821.1,37.0956,860000,172,15.1605
173,4632.44,-598.7200317382812,4709.59,36.9255,865000,173,15.0139
174,4738.29,-561.14892578125,4839.92,35.9073,870000,174,13.699
175,4653.91,-593.4276123046875,4716.08,37.4014,875000,175,14.4408
176,4650.0,-590.550537109375,4720.59,36.8062,880000,176,14.1043
177,4562.09,-589.3441772460938,4866.36,36.5881,885000,177,13.342
178,4147.2,-624.329345703125,4675.32,37.5129,890000,178,15.8812
179,4579.71,-616.4939575195312,4711.97,37.5221,895000,179,14.0353
180,4707.24,-608.7958984375,4778.18,36.903,900000,180,13.4324
181,4430.8,-631.3593139648438,4656.97,37.29,905000,181,12.9914
182,4673.47,-643.8441162109375,4766.75,37.4468,910000,182,15.3552
183,4521.24,-660.59033203125,4609.92,37.3176,915000,183,14.1694
184,4683.42,-648.0674438476562,4741.04,37.1323,920000,184,15.5036
185,4733.3,-653.6177368164062,4884.82,36.4751,925000,185,14.9398
186,4760.27,-652.0283813476562,4791.91,36.6984,930000,186,14.3468
187,4518.77,-644.712890625,4865.22,36.3962,935000,187,13.9174
188,4792.24,-646.1972045898438,4880.01,36.1473,940000,188,14.1479
189,4608.54,-638.1760864257812,4762.06,38.1213,945000,189,14.4989
190,4807.19,-600.1568603515625,4941.14,36.0385,950000,190,13.3424
191,4544.38,-675.1611938476562,4650.18,38.1598,955000,191,15.2488
192,4860.96,-670.2363891601562,5001.0,36.6752,960000,192,14.3703
193,4906.25,-608.9498291015625,4979.37,35.5552,965000,193,13.8489
194,4806.24,-689.4086303710938,4867.75,36.9885,970000,194,14.4177
195,4881.01,-628.3353271484375,4876.54,34.8985,975000,195,13.8849
196,4599.07,-674.7452392578125,4809.23,36.1192,980000,196,14.1069
197,4835.27,-645.3621826171875,4959.07,36.114,985000,197,12.9598
198,4377.25,-708.7725830078125,4684.0,36.4395,990000,198,12.5844
199,4625.05,-750.4618530273438,4643.01,36.9955,995000,199,13.6361
200,4678.59,-751.276611328125,4947.27,35.8436,1000000,200,21.8801
201,4732.32,-725.7283935546875,4703.62,36.2494,1005000,201,13.9337
202,4793.94,-685.448974609375,4706.91,35.6393,1010000,202,13.606
203,4702.91,-734.943603515625,4745.96,35.7305,1015000,203,14.1282
204,4840.3,-719.3811645507812,4839.82,36.5696,1020000,204,13.9513
205,4675.51,-737.5023803710938,4873.4,35.9519,1025000,205,13.3699
206,4939.57,-693.6964111328125,4963.4,35.3186,1030000,206,13.2063
207,4572.28,-717.717041015625,4918.71,36.5992,1035000,207,13.6255
208,4665.39,-733.522216796875,4897.28,35.746,1040000,208,13.3481
209,4648.46,-730.3652954101562,4883.01,35.5851,1045000,209,12.9594
210,4810.38,-768.6464233398438,4771.46,35.4242,1050000,210,12.1969
211,4780.48,-743.9185791015625,4693.65,35.5036,1055000,211,12.6407
212,4838.47,-760.168212890625,4863.7,35.9628,1060000,212,13.1299
213,4821.06,-721.2476196289062,4872.96,35.6335,1065000,213,13.8121
214,4820.62,-774.9939575195312,4821.42,36.8285,1070000,214,14.2261
215,4618.62,-721.7711791992188,4759.42,35.42,1075000,215,12.9693
216,4547.98,-760.5365600585938,4815.5,36.1344,1080000,216,12.5386
217,4674.48,-773.9356689453125,4836.34,35.2478,1085000,217,12.6445
218,4687.83,-752.718994140625,4830.36,35.6092,1090000,218,12.9802
219,4404.67,-742.779052734375,4894.05,35.0516,1095000,219,12.639
220,4372.57,-889.73486328125,3901.76,36.7864,1100000,220,16.9752
221,4054.5,-888.6593627929688,3256.4,36.5151,1105000,221,13.6125
222,4432.58,-838.9751586914062,4692.23,36.0494,1110000,222,12.7616
223,4645.87,-820.5701293945312,4789.89,35.6644,1115000,223,12.3892
224,4915.59,-833.9686279296875,4935.65,35.2759,1120000,224,18.0984
225,4740.16,-780.6738891601562,4829.19,35.4041,1125000,225,13.0904
226,4349.2,-856.7178955078125,4734.24,35.5304,1130000,226,11.6166
227,4949.78,-760.8522338867188,5124.54,34.6054,1135000,227,12.3929
228,4956.69,-791.6283569335938,5050.01,35.0943,1140000,228,12.3566
229,4643.71,-847.8472290039062,5057.61,35.4655,1145000,229,12.9263
230,4821.9,-817.2666015625,5051.56,35.0571,1150000,230,13.1018
231,4854.24,-794.9612426757812,5060.28,35.5622,1155000,231,12.7812
232,4706.01,-800.1773071289062,5003.21,34.8749,1160000,232,12.4038
233,4867.03,-773.2474975585938,5115.21,34.5012,1165000,233,12.7216
234,4906.96,-869.0328369140625,4865.4,35.8695,1170000,234,13.2148
235,4968.91,-836.991455078125,5139.93,35.3026,1175000,235,12.6601
236,4794.87,-822.0216064453125,5123.11,34.7051,1180000,236,12.916
237,4143.21,-960.348388671875,5001.13,36.1863,1185000,237,12.9988
238,4929.14,-887.970703125,5008.24,35.2185,1190000,238,13.2911
239,4860.61,-875.5399169921875,4998.35,35.5851,1195000,239,14.717
240,4509.29,-857.9205322265625,5008.4,35.3213,1200000,240,12.8134
241,5022.89,-835.9899291992188,5193.36,35.275,1205000,241,13.4814
242,4674.85,-890.4546508789062,5131.89,35.7601,1210000,242,15.3063
243,4589.88,-878.4176025390625,4693.61,35.4189,1215000,243,13.5512
244,4636.75,-964.4099731445312,5083.31,36.1076,1220000,244,11.5997
245,4826.94,-898.2472534179688,4888.22,34.925,1225000,245,12.6894
246,4085.26,-1012.40966796875,5147.06,36.1131,1230000,246,11.4468
247,4600.03,-831.3392333984375,5050.01,34.6935,1235000,247,12.7751
248,4685.49,-880.5864868164062,5141.18,35.3889,1240000,248,12.8318
249,4381.93,-999.2966918945312,5090.67,35.3879,1245000,249,12.7833
250,1458.04,-1293.569580078125,3269.46,38.0023,1250000,250,11.2301
251,4776.22,-1001.275390625,5011.62,35.8425,1255000,251,12.1335
252,3886.8,-1311.3885498046875,4933.06,37.6335,1260000,252,11.1465
253,4225.36,-1312.0284423828125,3069.0,38.1103,1265000,253,12.2377
254,3983.32,-1024.452880859375,5098.8,35.3147,1270000,254,12.7361
255,3926.97,-1183.3935546875,4822.53,36.4355,1275000,255,12.8946
256,4670.05,-1107.8790283203125,4894.69,36.5834,1280000,256,12.3645
257,3262.31,-1296.5078125,4862.3,37.4868,1285000,257,11.1443
258,2374.76,-1458.29248046875,4117.25,39.1238,1290000,258,11.8332
259,1900.56,-1797.576904296875,2403.54,40.1813,1295000,259,13.1359
260,3348.86,-1161.3719482421875,5163.44,36.5231,1300000,260,12.8695
261,2918.38,-1239.3271484375,4871.64,36.3059,1305000,261,13.3587
262,4497.78,-1146.159912109375,5003.67,36.6296,1310000,262,12.2182
263,4355.78,-1244.3438720703125,5153.47,36.0573,1315000,263,11.7852
264,4764.73,-1014.0407104492188,5163.99,35.6534,1320000,264,12.6405
265,3960.93,-1197.928955078125,5217.74,36.2391,1325000,265,12.4873
266,2239.75,-1622.91650390625,4854.63,37.8362,1330000,266,13.04
267,4102.63,-1210.369873046875,5122.77,37.4214,1335000,267,12.6158
268,5045.29,-1072.7379150390625,5254.48,35.6585,1340000,268,15.346
269,4462.85,-1155.967041015625,5327.31,35.7168,1345000,269,16.486
270,4844.94,-1064.6962890625,5259.59,34.9624,1350000,270,12.6178
271,5008.33,-1021.315673828125,5253.1,35.1403,1355000,271,13.7502
272,5003.94,-1066.7742919921875,5152.39,35.3407,1360000,272,14.1477
273,4965.48,-1026.2086181640625,5117.76,35.0072,1365000,273,13.1787
274,3313.99,-1528.1517333984375,4949.98,37.8983,1370000,274,11.9335
275,4641.49,-1240.3145751953125,5289.74,35.9856,1375000,275,16.874
276,4245.34,-1268.1207275390625,5270.55,35.6409,1380000,276,14.5041
277,4884.14,-1168.3284912109375,5107.2,34.6172,1385000,277,11.9831
278,4874.98,-1196.9305419921875,5102.46,35.2486,1390000,278,12.4041
279,4721.29,-1067.4232177734375,5277.26,34.5376,1395000,279,12.7751
280,4869.24,-1230.35302734375,5353.23,35.6458,1400000,280,12.785
281,3829.86,-1781.2059326171875,5344.3,37.0813,1405000,281,12.2795
282,4906.66,-1122.541015625,5347.64,35.5988,1410000,282,12.791
283,5017.92,-1003.5366821289062,5285.92,34.8746,1415000,283,13.1884
284,3850.83,-1479.867919921875,2823.33,35.8065,1420000,284,11.9555
285,4679.54,-1796.9385986328125,5257.72,36.4553,1425000,285,13.5687
286,4835.68,-1161.3863525390625,5301.55,35.988,1430000,286,15.0579
287,4354.9,-1346.728515625,5279.43,36.0815,1435000,287,14.5167
288,5042.06,-1239.2330322265625,5271.22,36.5175,1440000,288,13.9561
289,4442.13,-1439.59814453125,4867.74,36.6882,1445000,289,12.9308
290,4520.36,-1239.9140625,5183.67,35.8875,1450000,290,13.6164
291,5061.09,-1190.4971923828125,5259.93,35.4904,1455000,291,13.8938
292,3969.6,-1746.9129638671875,4478.69,36.7038,1460000,292,11.9822
293,4943.16,-1283.56884765625,5143.04,36.7694,1465000,293,14.5975
294,5039.92,-1174.6192626953125,5261.0,35.0551,1470000,294,13.3975
295,4940.21,-1422.4305419921875,5164.09,36.2099,1475000,295,13.1839
296,3163.0,-1270.8370361328125,4164.15,35.7527,1480000,296,12.8489
297,4777.49,-1337.490478515625,5218.13,35.9331,1485000,297,14.6083
298,5092.5,-1172.775390625,5271.98,35.8319,1490000,298,13.9627
299,4607.77,-1245.0701904296875,5182.28,36.1882,1495000,299,14.2078
300,4493.86,-1523.05322265625,5158.21,35.5559,1500000,300,12.7914
301,4990.57,-1260.226318359375,5131.97,35.378,1505000,301,13.6993
302,4580.77,-1551.79052734375,5127.72,36.7742,1510000,302,19.205
303,5074.58,-1272.1729736328125,5223.53,35.8345,1515000,303,15.4928
304,5005.28,-1288.3328857421875,5124.36,36.0072,1520000,304,14.6442
305,4799.75,-1605.15283203125,5169.49,36.9422,1525000,305,12.8308
306,5045.64,-1284.8963623046875,5255.0,35.9367,1530000,306,15.3615
307,4863.6,-1352.6121826171875,5158.94,36.4081,1535000,307,14.2766
308,4815.01,-1215.790771484375,5240.93,35.2686,1540000,308,13.7458
309,4480.64,-1353.6292724609375,5141.18,35.8977,1545000,309,14.3531
310,5027.24,-1431.60595703125,5237.44,35.278,1550000,310,12.6395
311,5069.2,-1395.088134765625,5297.46,35.4137,1555000,311,12.87
312,4032.83,-1309.8675537109375,5307.0,35.2222,1560000,312,14.1569
313,4828.74,-1306.72265625,4686.47,35.5156,1565000,313,14.1218
314,4976.06,-1267.2698974609375,5278.5,34.7523,1570000,314,13.4026
315,4785.24,-1564.9212646484375,5068.24,35.3914,1575000,315,12.0802
316,4507.48,-1468.8094482421875,4289.53,34.9588,1580000,316,12.4291
317,4739.95,-1425.14208984375,5216.56,35.8696,1585000,317,12.5611
318,5054.89,-1404.1680908203125,5266.84,34.8606,1590000,318,12.7358
319,4964.09,-1351.8511962890625,5363.95,34.6871,1595000,319,12.8683
320,4893.65,-1368.46484375,5349.71,35.1263,1600000,320,13.8744
321,5039.09,-1391.6119384765625,5228.55,36.3076,1605000,321,14.5534
322,4946.49,-1361.0413818359375,5285.95,35.0695,1610000,322,13.0399
323,4486.41,-1460.666748046875,5259.65,35.8988,1615000,323,12.5977
324,4693.21,-1430.7265625,5261.16,36.517,1620000,324,14.2901
325,4975.76,-1397.651123046875,5294.51,35.8548,1625000,325,13.9198
326,5085.16,-1465.702392578125,5284.19,35.5118,1630000,326,14.5776
327,4831.35,-1457.108642578125,5226.66,36.0874,1635000,327,13.6202
328,4828.48,-1408.4339599609375,5343.04,35.74,1640000,328,14.4969
329,4422.14,-1452.0540771484375,5309.07,34.7919,1645000,329,12.9694
330,5153.11,-1307.719482421875,5167.45,33.5679,1650000,330,11.8815
331,5001.64,-1820.8917236328125,5290.53,36.745,1655000,331,13.2036
332,5123.43,-1456.1541748046875,5298.07,35.0389,1660000,332,13.2722
333,4864.81,-1472.3304443359375,4866.11,35.3163,1665000,333,13.5645
334,4646.2,-1490.8795166015625,5235.6,36.5183,1670000,334,14.2475
335,4815.55,-1471.9381103515625,5294.71,35.556,1675000,335,13.3293
336,5101.5,-1421.09765625,5347.74,35.425,1680000,336,13.4235
337,4569.66,-1685.2935791015625,4333.93,35.0714,1685000,337,12.3841
338,4664.55,-1488.521728515625,5331.41,35.4001,1690000,338,12.9784
339,5061.15,-1515.6630859375,5214.27,35.5125,1695000,339,14.0781
340,4618.94,-1468.1954345703125,5257.05,35.8825,1700000,340,13.2653
341,4866.07,-1625.060546875,5329.04,36.1257,1705000,341,13.3537
342,4860.42,-1509.999755859375,5276.94,34.9623,1710000,342,12.531
343,3998.17,-1553.7239990234375,5287.71,35.6251,1715000,343,12.4537
344,5062.67,-1585.1451416015625,5329.63,36.4368,1720000,344,14.067
345,5110.56,-1789.5396728515625,5287.41,35.9937,1725000,345,19.0465
346,4812.58,-1663.347900390625,5288.49,36.5714,1730000,346,13.4915
347,4898.61,-1570.4765625,4359.65,35.3987,1735000,347,12.6257
348,4408.0,-1498.6990966796875,5280.92,35.0041,1740000,348,12.8853
349,4758.16,-2016.947998046875,5287.58,36.1637,1745000,349,19.8066
350,5154.31,-1543.9013671875,5051.12,35.6321,1750000,350,13.5067
351,5101.57,-1562.7265625,5317.04,34.8852,1755000,351,12.5883
352,1242.22,-3092.21630859375,593.68,43.0136,1760000,352,235.4706
353,236.79,-2764.036865234375,977.35,41.6497,1765000,353,81.8742
354,3016.37,-2787.958984375,3393.72,36.7001,1770000,354,33.5265
355,4422.73,-1910.27734375,4965.25,35.9494,1775000,355,17.837
356,4912.61,-1653.52880859375,5272.93,36.1783,1780000,356,14.2483
357,4719.04,-1801.886962890625,4994.4,35.982,1785000,357,14.5975
358,4953.57,-1740.3358154296875,5130.85,35.5491,1790000,358,13.6388
359,4892.4,-1689.8260498046875,5078.01,35.0555,1795000,359,14.5141
360,4819.6,-1889.57763671875,5109.65,36.7641,1800000,360,19.1127
361,4585.58,-2304.004638671875,5246.83,37.4145,1805000,361,19.6298
362,4479.79,-1728.8663330078125,5256.07,36.1248,1810000,362,15.367
363,4932.92,-1685.0230712890625,5384.11,35.5932,1815000,363,13.9616
364,4788.12,-1747.4425048828125,5322.29,35.974,1820000,364,14.6787
365,5159.13,-1697.7069091796875,5381.12,34.7913,1825000,365,13.4226
366,5143.93,-1725.7625732421875,5216.74,35.7192,1830000,366,14.6311
367,4030.35,-2142.938720703125,5334.36,36.7948,1835000,367,23.5641
368,4542.14,-2016.0455322265625,5206.34,36.5485,1840000,368,20.9908
369,5197.48,-1694.5946044921875,5343.91,35.4623,1845000,369,13.1909
370,4680.09,-1893.7320556640625,5299.66,35.2929,1850000,370,18.7926
371,4835.37,-1710.7508544921875,4598.67,35.7911,1855000,371,13.9214
372,4713.09,-1874.9654541015625,5313.55,35.938,1860000,372,20.5201
373,4001.62,-2417.40087890625,5308.88,36.5536,1865000,373,31.7365
374,4165.42,-2172.452392578125,2872.38,36.727,1870000,374,22.9029
375,4901.87,-1710.64306640625,5311.06,35.857,1875000,375,14.3917
376,4089.76,-2549.64697265625,5314.69,37.1276,1880000,376,35.7756
377,4936.24,-1728.5113525390625,5324.44,34.7917,1885000,377,13.1728
378,4940.9,-2039.9229736328125,5341.29,36.3409,1890000,378,20.3424
379,5181.53,-1726.2340087890625,5259.28,34.3387,1895000,379,13.4895
380,4701.25,-2082.197998046875,5333.1,35.8058,1900000,380,20.4086
381,4944.58,-1791.313232421875,5334.9,34.8953,1905000,381,13.5706
382,4695.73,-1852.5030517578125,5246.27,35.7766,1910000,382,14.1203
