Running Forward KL,Running Env Steps,Itration,Reward Loss,Real Det Return,Running Update Time,Real Sto Return,Running Reverse KL
43.1647,1925000,385,-5603.7197265625,3295.07,385,3822.71,16.42
43.3892,1930000,386,-5622.83740234375,4385.47,386,4339.32,18.0881
42.8259,1935000,387,-5606.21533203125,4338.5,387,4342.24,18.0273
43.0987,1940000,388,-5662.32421875,4286.36,388,4303.53,18.0658
42.8049,1945000,389,-5663.19384765625,4017.35,389,3804.13,17.9782
43.0813,1950000,390,-5531.9853515625,4382.48,390,4305.97,19.136
42.8014,1955000,391,-5672.4990234375,4434.33,391,4412.0,18.4038
43.6381,1960000,392,-5855.99072265625,4421.5,392,4212.92,18.9517
42.2614,1965000,393,-5627.40625,4522.1,393,4476.05,17.6511
43.2902,1970000,394,-5867.236328125,4514.38,394,4454.87,18.4018
43.4882,1975000,395,-5852.87744140625,4530.19,395,4265.73,18.3669
43.7525,1980000,396,-5954.28076171875,4543.32,396,4494.89,19.2784
43.0461,1985000,397,-5925.23193359375,4562.19,397,4519.03,18.502
43.8675,1990000,398,-6181.99658203125,4585.81,398,4553.79,19.7903
43.5273,1995000,399,-6179.2841796875,4546.81,399,4020.84,19.6215
43.1161,2000000,400,-6126.33984375,4552.85,400,4476.53,18.77
43.0285,2005000,401,-6016.4091796875,4526.6,401,4512.3,18.3373
43.3291,2010000,402,-6094.0419921875,4470.95,402,3627.96,22.8621
43.2777,2015000,403,-6111.236328125,4469.37,403,4409.69,17.8305
43.6941,2020000,404,-6099.58740234375,3614.22,404,3740.51,18.4282
43.9649,2025000,405,-6106.8017578125,4506.13,405,4446.05,18.9912
43.6478,2030000,406,-6387.85009765625,4345.07,406,4107.67,18.5324
43.9804,2035000,407,-6435.896484375,4355.86,407,4381.48,18.901
43.8188,2040000,408,-6315.17919921875,4345.07,408,4373.27,17.5049
43.0874,2045000,409,-6137.490234375,4464.95,409,4439.12,17.6308
43.1395,2050000,410,-6277.2568359375,4354.75,410,3890.38,17.7363
43.2962,2055000,411,-6314.33447265625,4494.23,411,4406.97,17.6691
43.8289,2060000,412,-6431.9150390625,4451.02,412,4019.01,18.4755
43.5252,2065000,413,-6386.36083984375,4334.74,413,4316.34,17.2957
44.0866,2070000,414,-6714.24365234375,4341.66,414,4447.47,19.6344
44.0182,2075000,415,-6591.888671875,4442.36,415,4456.94,18.6929
43.3364,2080000,416,-6571.98974609375,4392.59,416,4379.89,17.8297
44.4902,2085000,417,-6663.623046875,3032.12,417,2854.95,34.2243
43.8423,2090000,418,-6829.83447265625,1216.78,418,2153.01,26.5191
43.8129,2095000,419,-6652.955078125,4419.79,419,4301.15,21.9039
43.599,2100000,420,-6581.79638671875,4442.46,420,4375.33,17.871
42.8838,2105000,421,-6399.583984375,4472.76,421,4419.51,19.9183
42.8353,2110000,422,-6610.0673828125,4498.93,422,4447.17,17.3446
43.2371,2115000,423,-6726.18408203125,4557.3,423,4301.36,27.9715
42.991,2120000,424,-6720.9970703125,4568.6,424,4231.14,17.8936
44.3322,2125000,425,-6988.255859375,4303.59,425,4391.29,19.7994
44.1204,2130000,426,-6926.791015625,4204.54,426,4058.16,21.6099
43.2369,2135000,427,-6909.9501953125,4328.75,427,4142.47,16.9551
43.622,2140000,428,-6757.5888671875,3232.16,428,3782.12,17.6809
43.4151,2145000,429,-6934.6181640625,3332.55,429,2687.96,17.3678
43.1158,2150000,430,-6708.32275390625,3985.31,430,3676.96,16.2452
43.2167,2155000,431,-6889.6552734375,4456.86,431,3849.91,26.7156
43.3179,2160000,432,-6636.80712890625,2847.58,432,4083.7,17.7698
43.3814,2165000,433,-6927.0888671875,2762.99,433,3943.98,17.8566
43.4942,2170000,434,-6953.87060546875,4515.09,434,4308.04,23.1839
43.0661,2175000,435,-6986.60546875,4526.13,435,4236.45,23.9344
43.8793,2180000,436,-7338.92041015625,2939.28,436,2665.73,26.558
42.7994,2185000,437,-6551.0048828125,4113.43,437,4269.7,16.3055
43.1386,2190000,438,-6876.12646484375,909.49,438,2681.18,31.8908
49.3085,2195000,439,-7155.50732421875,519.39,439,818.26,50.3043
43.7533,2200000,440,-7205.90380859375,4149.04,440,3930.77,17.5777
43.3919,2205000,441,-7242.07275390625,4419.53,441,4396.32,18.3831
43.9556,2210000,442,-6996.18896484375,4267.38,442,3175.51,25.7241
43.2992,2215000,443,-7212.70166015625,4389.07,443,4165.65,19.8755
43.5454,2220000,444,-7326.94287109375,2078.43,444,3341.76,24.8171
43.1375,2225000,445,-7150.13623046875,4451.41,445,4444.37,18.1327
42.9247,2230000,446,-7385.43017578125,2990.71,446,4446.64,28.8469
43.1164,2235000,447,-7630.4921875,4304.87,447,4148.38,17.9649
43.094,2240000,448,-7330.0458984375,4247.66,448,4434.65,17.1754
42.4474,2245000,449,-7208.4013671875,4525.76,449,4185.12,19.2705
43.0188,2250000,450,-7632.0517578125,4600.15,450,4514.93,17.769
43.6127,2255000,451,-7615.8447265625,4421.87,451,4389.7,23.3504
43.0023,2260000,452,-7587.64111328125,4475.06,452,4492.37,17.5906
42.2453,2265000,453,-7435.17724609375,4624.13,453,4321.22,16.7569
42.6426,2270000,454,-7455.97705078125,4466.12,454,4458.4,17.1026
42.444,2275000,455,-7348.33154296875,4087.02,455,4185.33,16.7873
42.0277,2280000,456,-7365.81787109375,4518.27,456,4516.87,17.2738
44.2307,2285000,457,-7113.98046875,3764.93,457,2410.04,28.9612
49.8309,2290000,458,-8687.6015625,-10.66,458,-11.02,27.962
43.1128,2295000,459,-7754.23486328125,4526.07,459,4496.85,18.3776
43.0277,2300000,460,-7679.91162109375,4509.92,460,4493.75,17.8891
44.8135,2305000,461,-7798.11474609375,3888.58,461,3883.3,35.0994
43.789,2310000,462,-8038.59130859375,3843.52,462,3913.86,19.06
44.1009,2315000,463,-8063.46240234375,4582.43,463,4324.39,25.9617
43.5151,2320000,464,-7891.77783203125,4575.17,464,4552.26,20.1781
43.265,2325000,465,-7771.5224609375,4510.9,465,4503.97,18.7702
42.9476,2330000,466,-7771.78662109375,4590.39,466,4321.65,18.5141
43.3855,2335000,467,-7921.12548828125,4506.26,467,4500.15,19.5328
43.0192,2340000,468,-7901.82275390625,4427.19,468,4408.9,18.3358
43.1362,2345000,469,-7910.9775390625,4085.22,469,4404.89,19.5824
43.111,2350000,470,-7721.36767578125,4437.13,470,4412.42,18.6495
44.9784,2355000,471,-8381.599609375,1873.39,471,3166.51,23.7547
42.7241,2360000,472,-8084.62890625,4374.86,472,4479.75,18.2882
43.2634,2365000,473,-8105.58056640625,4507.03,473,4522.53,18.0112
43.2269,2370000,474,-8116.9482421875,4479.3,474,4422.72,18.4513
43.1145,2375000,475,-8270.431640625,4483.77,475,4514.95,18.6458
42.8153,2380000,476,-8216.1884765625,4390.63,476,4420.37,16.9473
43.0496,2385000,477,-8208.8134765625,4535.96,477,4497.12,17.9814
43.5738,2390000,478,-8213.642578125,4528.66,478,4479.5,19.0112
43.2294,2395000,479,-8282.07421875,4501.24,479,4497.26,18.9457
43.0851,2400000,480,-7940.1513671875,4486.71,480,4484.07,18.488
45.9576,2405000,481,-7718.5078125,122.31,481,776.23,71.731
47.0234,2410000,482,-7281.8232421875,131.58,482,511.61,55.3736
51.1934,2415000,483,-7710.05322265625,235.5,483,407.93,48.7965
48.8626,2420000,484,-7262.42626953125,5.71,484,28.51,54.3354
45.0564,2425000,485,-7705.30029296875,2185.74,485,521.09,32.078
43.6659,2430000,486,-8065.7529296875,3048.93,486,3861.34,19.3614
43.2645,2435000,487,-8261.4794921875,4057.2,487,4345.15,18.9389
42.9667,2440000,488,-8102.44189453125,4369.74,488,4352.34,17.7458
42.6817,2445000,489,-8127.3955078125,4399.05,489,4415.63,17.6103
43.6495,2450000,490,-8221.9013671875,4449.58,490,4025.18,19.4315
43.09,2455000,491,-8511.7646484375,4452.77,491,4286.06,18.7574
43.384,2460000,492,-8043.78515625,4423.82,492,4414.51,20.7734
42.597,2465000,493,-8488.1953125,4537.34,493,4465.56,18.6167
42.6843,2470000,494,-8516.7939453125,4432.76,494,4154.47,18.3472
42.2704,2475000,495,-8397.8408203125,4445.13,495,4384.02,16.9742
42.2379,2480000,496,-8028.6796875,4520.89,496,4031.21,16.9609
42.7058,2485000,497,-8513.806640625,4476.22,497,4478.02,17.5146
42.8786,2490000,498,-8331.2529296875,2007.79,498,2594.72,22.1975
43.7356,2495000,499,-8627.939453125,2065.77,499,3179.52,26.6497
42.9345,2500000,500,-8748.349609375,2966.32,500,3230.13,19.161
43.1419,2505000,501,-8555.4853515625,4513.76,501,4361.77,18.5618
42.7415,2510000,502,-8402.3271484375,4542.26,502,4523.58,16.4128
42.2369,2515000,503,-8083.42529296875,4353.42,503,4508.15,16.6114
42.5716,2520000,504,-8502.541015625,4154.73,504,3442.01,18.1807
42.0458,2525000,505,-8037.353515625,4521.49,505,4281.32,19.8525
42.6652,2530000,506,-8839.4052734375,4515.54,506,4473.88,17.5659
42.665,2535000,507,-8431.6171875,4498.05,507,4478.57,16.8006
42.9767,2540000,508,-8523.35546875,4488.77,508,4483.93,17.7066
42.7202,2545000,509,-8303.2734375,4438.87,509,4424.64,16.8535
43.3325,2550000,510,-8866.3408203125,4491.4,510,4467.93,23.6495
42.4806,2555000,511,-8804.4052734375,4468.99,511,4451.26,16.4066
42.7828,2560000,512,-8472.5556640625,4452.99,512,4456.2,17.2546
43.0938,2565000,513,-8625.96484375,4500.53,513,4474.96,16.8968
42.6479,2570000,514,-8723.19140625,4371.13,514,4406.59,15.9208
42.8293,2575000,515,-8868.8486328125,4508.96,515,4488.15,17.4117
42.6363,2580000,516,-8557.6328125,4471.84,516,4217.42,17.1143
42.9609,2585000,517,-8826.0078125,4471.99,517,4349.73,17.0184
42.572,2590000,518,-8817.0458984375,4271.28,518,4270.36,16.7321
42.4235,2595000,519,-8880.7421875,4426.08,519,4363.73,15.7367
42.5322,2600000,520,-8865.8720703125,4475.04,520,4269.89,16.4251
42.7145,2605000,521,-8840.7919921875,4364.84,521,4351.78,15.9344
43.0793,2610000,522,-8888.34765625,4318.04,522,4150.64,17.0
43.2755,2615000,523,-8889.1806640625,4369.99,523,3529.48,16.041
42.719,2620000,524,-8936.669921875,4440.7,524,4444.41,18.3795
43.2418,2625000,525,-9158.5537109375,2846.7,525,2680.26,18.7933
42.9258,2630000,526,-9249.4619140625,4451.18,526,4347.5,16.8717
42.3964,2635000,527,-9216.3583984375,4372.74,527,4192.1,16.0515
42.9616,2640000,528,-9459.400390625,4418.81,528,4200.34,18.7272
43.9883,2645000,529,-9118.07421875,4454.57,529,4254.41,30.9288
42.8891,2650000,530,-9194.4736328125,4369.1,530,4358.09,16.1994
42.9135,2655000,531,-8722.099609375,3577.43,531,3713.28,19.964
43.1098,2660000,532,-9262.8466796875,4392.02,532,4195.19,23.0514
42.6116,2665000,533,-9228.9677734375,4534.34,533,4345.36,22.9318
42.2908,2670000,534,-9209.8193359375,4518.31,534,4263.4,16.293
42.7272,2675000,535,-9523.7578125,4525.23,535,4476.09,16.9851
42.896,2680000,536,-9346.84765625,4227.0,536,4534.94,16.5468
43.2941,2685000,537,-9449.2763671875,4538.47,537,4499.41,17.1933
42.5709,2690000,538,-9246.359375,4543.88,538,4460.59,16.1137
42.2892,2695000,539,-9040.5830078125,4611.3,539,4356.73,15.6399
42.8465,2700000,540,-9294.3818359375,4602.17,540,4331.37,17.1636
42.6016,2705000,541,-9040.572265625,4603.17,541,4222.93,25.4477
43.1868,2710000,542,-9423.671875,4503.5,542,3458.21,58.5769
42.3579,2715000,543,-9461.2314453125,4559.96,543,4213.44,16.5745
43.068,2720000,544,-9401.6005859375,3983.84,544,3443.47,43.1445
43.3358,2725000,545,-9589.17578125,4574.4,545,3901.84,27.8829
42.36,2730000,546,-9321.5830078125,4572.73,546,4544.86,17.0377
42.7458,2735000,547,-9501.94921875,4599.0,547,3971.86,18.0689
42.2311,2740000,548,-9253.6787109375,4597.53,548,4570.22,16.3884
42.7724,2745000,549,-9156.8564453125,4575.13,549,4499.18,15.8087
42.7121,2750000,550,-9373.3291015625,4509.7,550,3834.55,16.4199
42.9403,2755000,551,-9375.138671875,4567.45,551,4186.06,25.6768
42.3835,2760000,552,-9250.84375,4624.77,552,4553.63,24.621
42.7184,2765000,553,-9672.2890625,4680.47,553,4197.4,23.9246
42.3866,2770000,554,-9369.462890625,4556.0,554,4435.47,16.0186
42.2231,2775000,555,-9598.6787109375,4536.61,555,4500.01,16.3109
42.5173,2780000,556,-9603.58984375,4497.56,556,4082.35,22.0607
42.3767,2785000,557,-9399.3935546875,4398.94,557,4113.82,23.241
42.4646,2790000,558,-9166.3408203125,4324.75,558,3765.29,24.1552
43.285,2795000,559,-9420.46875,4326.85,559,3738.48,61.7765
43.424,2800000,560,-9729.880859375,4566.64,560,4105.59,30.1542
42.6957,2805000,561,-9746.6240234375,4514.12,561,3231.24,23.932
42.786,2810000,562,-9750.3359375,4541.03,562,4317.69,26.259
42.4245,2815000,563,-9500.48828125,4546.54,563,4347.18,16.6293
42.5419,2820000,564,-9607.75390625,4456.47,564,4038.47,16.0971
42.4134,2825000,565,-9678.8291015625,4552.89,565,3609.28,24.855
42.7827,2830000,566,-9797.890625,4527.5,566,4275.43,20.5067
42.8541,2835000,567,-9865.2177734375,3736.89,567,2226.6,15.874
42.5773,2840000,568,-9846.4150390625,4487.29,568,4243.94,20.1612
43.4745,2845000,569,-10137.4755859375,4554.75,569,4161.56,26.1308
43.0559,2850000,570,-9895.5556640625,4199.88,570,4370.23,18.3294
42.6293,2855000,571,-10071.1484375,4631.08,571,4566.18,18.7005
43.6156,2860000,572,-10347.8447265625,4635.7,572,4394.28,19.6789
42.1208,2865000,573,-9805.251953125,4578.35,573,4266.13,17.9869
43.4096,2870000,574,-9695.4384765625,4276.83,574,4466.84,40.1243
43.4362,2875000,575,-9802.1943359375,4478.27,575,2969.71,42.549
