Itration,Running Reverse KL,Running Env Steps,Running Forward KL,Real Sto Return,Real Det Return,Running Update Time,Reward Loss
780,16.4599,3900000,44.018,2506.1,4257.48,780,-55989.27734375
781,15.0699,3905000,43.9047,3118.73,3407.01,781,-57885.1953125
782,15.9388,3910000,44.1746,3002.95,3400.68,782,-57118.78125
783,15.9685,3915000,43.7623,2882.34,3354.65,783,-57357.04296875
784,16.1071,3920000,44.3929,2309.18,3617.15,784,-59412.171875
785,16.9734,3925000,43.8939,2271.02,2359.7,785,-56729.73046875
786,17.1595,3930000,44.109,2806.87,3380.78,786,-57263.69921875
787,16.0182,3935000,43.7483,3194.51,3407.57,787,-57277.82421875
788,16.5674,3940000,43.7746,2953.18,2616.13,788,-56744.4296875
789,16.6471,3945000,44.4134,3266.66,3063.19,789,-59101.765625
790,17.0391,3950000,43.8878,3054.93,2819.23,790,-56996.9375
791,16.5613,3955000,43.9802,2918.34,3289.29,791,-57645.18359375
792,17.8291,3960000,44.2681,2222.82,2394.16,792,-57844.8125
793,16.6302,3965000,43.8227,2814.98,3195.53,793,-57816.61328125
794,17.4305,3970000,43.7948,2555.14,3189.18,794,-56311.2578125
795,16.6599,3975000,44.1058,2540.84,3137.96,795,-58356.09375
796,16.279,3980000,43.9244,2552.63,3658.25,796,-56040.78515625
797,16.412,3985000,44.0467,3396.16,2781.63,797,-58753.85546875
798,16.7193,3990000,44.3533,2301.95,2013.75,798,-60905.5078125
799,17.6775,3995000,44.4093,2960.8,3468.8,799,-59239.90625
800,17.054,4000000,44.4701,2952.19,2965.85,800,-59242.21484375
801,17.6821,4005000,44.2912,2643.1,3420.36,801,-56504.5859375
802,17.7789,4010000,44.5798,3344.05,3780.4,802,-55208.44140625
803,16.9001,4015000,44.0231,3067.62,3662.25,803,-56380.1953125
804,18.1491,4020000,44.0366,3348.09,4037.16,804,-56058.10546875
805,17.8636,4025000,44.2481,3436.51,3775.69,805,-57784.51953125
806,17.2448,4030000,44.1955,2902.33,3698.3,806,-58283.16015625
807,18.0241,4035000,43.6435,3364.4,4141.47,807,-56027.25390625
808,18.3738,4040000,43.7741,3740.4,4224.79,808,-56301.43359375
809,17.7072,4045000,43.5702,3388.64,3720.22,809,-56236.8984375
810,18.7225,4050000,43.85,2693.37,3698.31,810,-56115.5
811,16.0523,4055000,43.5651,2918.63,3836.33,811,-58708.52734375
812,16.8154,4060000,43.4381,3040.7,4053.37,812,-58195.421875
813,16.3155,4065000,43.9417,3576.64,4110.78,813,-58882.8203125
814,17.808,4070000,43.4418,3440.9,4264.86,814,-56397.17578125
815,18.6981,4075000,43.709,3960.58,4239.43,815,-56092.55078125
816,17.0695,4080000,43.7391,3330.88,3895.56,816,-59790.203125
817,16.7593,4085000,43.4677,3524.64,4312.92,817,-59130.8671875
818,18.4013,4090000,43.8884,3492.96,4347.86,818,-56434.8515625
819,18.8548,4095000,43.5496,3592.51,3979.37,819,-55873.0703125
820,16.9179,4100000,43.7262,3312.35,4331.27,820,-57816.72265625
821,17.7923,4105000,43.9502,3197.05,4105.41,821,-57371.04296875
822,17.2817,4110000,43.5497,3747.85,4236.77,822,-58385.38671875
823,17.5689,4115000,43.7305,3330.22,3883.72,823,-57014.96484375
824,17.754,4120000,43.4323,3897.9,3703.23,824,-57278.65625
825,16.4257,4125000,43.5671,3682.67,3941.23,825,-58775.79296875
826,17.3061,4130000,43.5744,3162.48,3629.17,826,-58224.18359375
827,17.5652,4135000,43.5437,3711.44,3927.92,827,-56966.61328125
828,17.0662,4140000,43.6823,3120.97,3459.58,828,-58463.56640625
829,17.2068,4145000,43.7998,3715.11,3827.99,829,-57714.04296875
830,17.5581,4150000,43.6779,3793.51,4225.99,830,-57606.5234375
831,16.0456,4155000,43.847,2930.46,4221.46,831,-60182.33984375
832,16.1702,4160000,43.9761,3204.51,3770.88,832,-60090.203125
833,17.2444,4165000,43.9082,3595.35,3562.7,833,-58313.875
834,16.8103,4170000,43.7304,3536.92,4168.52,834,-58473.3359375
835,17.525,4175000,43.9306,4054.51,4227.81,835,-58293.13671875
836,16.5174,4180000,44.2754,3276.27,3392.74,836,-59622.50390625
837,17.7341,4185000,43.7639,3151.24,2916.12,837,-56573.48828125
838,14.7545,4190000,44.0963,3252.67,2334.24,838,-61985.09765625
839,15.2577,4195000,44.2229,3073.53,3474.1,839,-61703.16796875
840,18.9635,4200000,43.624,3328.61,3919.26,840,-57319.73828125
841,16.4695,4205000,43.7141,3667.97,4165.51,841,-59871.08984375
842,15.5789,4210000,44.2938,3785.59,4069.88,842,-62016.87109375
843,19.2998,4215000,43.9617,3795.61,4323.67,843,-56675.8515625
844,17.5534,4220000,43.8834,3517.05,3733.84,844,-59250.30859375
845,16.8842,4225000,44.2044,3588.97,3319.55,845,-60282.33984375
846,15.3502,4230000,44.3322,2772.54,3838.08,846,-61781.375
847,16.1802,4235000,44.4705,3678.1,3741.67,847,-62754.7265625
848,16.2749,4240000,44.269,3715.32,3696.2,848,-60535.875
849,16.8394,4245000,44.1652,3115.67,3769.27,849,-61155.203125
850,16.0706,4250000,44.5044,3293.63,3743.31,850,-62320.09375
851,17.9898,4255000,44.206,3392.44,3991.78,851,-59300.6015625
852,17.6548,4260000,44.2905,3828.22,3995.23,852,-61484.43359375
853,18.2525,4265000,44.4172,3334.81,4064.25,853,-60581.83984375
854,18.3859,4270000,43.9435,3468.14,3816.1,854,-59003.0
855,19.1761,4275000,43.8228,3643.42,4087.46,855,-57696.34765625
856,18.1175,4280000,44.1925,3962.95,3418.42,856,-59612.5625
857,17.2248,4285000,44.5233,3499.67,4115.61,857,-62218.25390625
858,18.3601,4290000,43.9527,3507.62,3670.34,858,-59249.65625
859,19.3668,4295000,44.2966,3207.37,3466.28,859,-58831.36328125
860,18.0474,4300000,43.9023,3777.54,2663.09,860,-60138.6875
861,19.1444,4305000,44.0901,3517.2,3898.98,861,-59302.796875
862,20.1447,4310000,44.0655,3376.74,3113.58,862,-57949.1875
863,16.813,4315000,44.1564,3616.98,2822.08,863,-61794.67578125
864,16.3413,4320000,44.4351,3670.35,3521.61,864,-62487.375
865,18.9069,4325000,43.6257,3732.43,3496.29,865,-60153.12890625
866,16.5124,4330000,44.3978,3837.43,3199.31,866,-62892.45703125
867,19.2669,4335000,44.208,3689.64,3856.41,867,-60928.34765625
868,20.2234,4340000,43.8897,3565.5,2518.36,868,-59008.65234375
869,20.4104,4345000,44.0093,3851.64,3990.28,869,-59416.0078125
870,18.4841,4350000,44.2034,3247.0,3161.91,870,-61514.26953125
871,17.9728,4355000,43.8104,3676.63,3109.38,871,-61587.95703125
872,20.8629,4360000,44.0382,3982.26,4221.94,872,-59799.796875
873,17.8553,4365000,43.9439,3522.34,3158.63,873,-62796.5546875
874,19.2449,4370000,43.7782,3819.27,3175.45,874,-60025.1484375
875,18.5603,4375000,43.6981,3277.05,4357.78,875,-59753.7109375
876,18.9368,4380000,43.8385,3524.21,3247.47,876,-61845.4140625
877,19.9911,4385000,43.6727,3612.77,4143.98,877,-60894.953125
878,19.8056,4390000,43.5961,3903.66,4354.69,878,-59884.18359375
879,19.2663,4395000,43.8591,3808.27,3658.16,879,-61264.19140625
880,16.5862,4400000,44.3337,3938.92,2711.05,880,-65001.71875
881,21.8979,4405000,44.0766,3775.96,2321.22,881,-61665.18359375
882,17.5426,4410000,43.8574,3075.17,4327.68,882,-62624.53125
883,17.4683,4415000,43.9047,2852.69,3338.57,883,-63702.109375
884,17.359,4420000,43.7314,3189.95,4350.81,884,-63937.6640625
885,18.065,4425000,43.6244,3528.65,4375.7,885,-63489.6015625
886,18.0648,4430000,44.2511,3523.91,4422.31,886,-64322.8828125
887,16.205,4435000,43.778,3408.47,4396.39,887,-64417.60546875
888,18.5203,4440000,43.5206,3785.81,4289.0,888,-60782.94921875
889,20.3322,4445000,44.0245,4236.95,4399.83,889,-61798.02734375
890,17.3254,4450000,44.1469,2626.66,4388.09,890,-66248.625
891,18.1703,4455000,44.2656,3587.65,4430.91,891,-64254.29296875
892,15.8751,4460000,43.9462,3607.21,4399.03,892,-66243.5546875
893,17.3312,4465000,43.833,3620.37,4243.54,893,-63707.296875
894,19.5354,4470000,43.948,3950.17,4407.48,894,-63002.9140625
895,18.2754,4475000,43.9833,3677.21,4440.44,895,-63614.25390625
896,20.1004,4480000,43.8441,3964.2,4364.03,896,-63756.35546875
897,19.1892,4485000,43.7846,3844.1,4379.59,897,-61722.9140625
898,16.0309,4490000,44.2256,3972.9,4387.88,898,-65146.890625
899,16.8366,4495000,44.1379,3428.77,4402.83,899,-65231.484375
900,18.7785,4500000,44.2457,3752.7,4406.32,900,-62666.26171875
901,19.1717,4505000,43.9137,4160.56,4369.28,901,-61465.3359375
902,17.7121,4510000,43.8924,3776.84,4390.8,902,-63335.46875
903,17.6493,4515000,43.6098,3862.14,4330.68,903,-62599.7265625
904,17.8538,4520000,43.782,4016.26,4116.15,904,-61908.40234375
905,20.2198,4525000,44.3755,4076.06,4370.76,905,-61975.38671875
906,18.4853,4530000,43.8721,4041.07,4305.82,906,-62167.9375
907,18.4717,4535000,43.7261,4227.02,4382.75,907,-62347.703125
908,17.1295,4540000,43.5744,3817.93,4392.86,908,-62714.734375
909,18.3074,4545000,43.7035,4019.75,4369.67,909,-62451.703125
910,18.6345,4550000,43.3558,3778.18,4361.22,910,-62361.28125
