Itration,Running Reverse KL,Running Env Steps,Running Forward KL,Real Sto Return,Real Det Return,Running Update Time,Reward Loss
28,15.5522,140000,47.0473,1163.26,1093.87,28,186.87655639648438
29,15.1475,145000,46.9159,1293.69,1295.92,29,623.6619873046875
30,15.5826,150000,46.8059,1143.88,941.65,30,669.403076171875
31,22.1994,155000,46.2691,1158.78,1243.9,31,474.46307373046875
32,13.9089,160000,46.2534,1288.76,974.29,32,719.3121948242188
33,25.9637,165000,46.6013,1242.44,1290.8,33,657.8898315429688
34,17.7569,170000,46.9611,1303.05,1379.01,34,193.06253051757812
35,13.7442,175000,45.8747,1241.56,1787.01,35,347.9874267578125
36,16.3743,180000,46.7862,1422.89,1467.67,36,388.35028076171875
37,13.7337,185000,46.1756,1616.73,2122.02,37,186.33653259277344
38,14.6033,190000,46.3963,1297.97,1771.75,38,-71.96634674072266
39,16.5252,195000,45.9588,1493.13,1728.95,39,25.69154167175293
40,18.1159,200000,46.1586,1390.31,1461.2,40,-99.4102783203125
41,14.4137,205000,46.5599,1054.0,1511.85,41,404.3453063964844
42,15.3337,210000,46.3221,1292.99,1510.31,42,-246.8352508544922
43,30.2917,215000,46.5286,1629.41,1493.53,43,-552.7938842773438
44,16.5804,220000,46.7031,1017.91,1224.45,44,-541.0016479492188
45,14.5489,225000,45.8529,1492.92,1784.89,45,48.92939376831055
46,14.8931,230000,46.0388,1241.16,1302.8,46,-328.78460693359375
47,13.7767,235000,46.7164,1248.86,1005.32,47,-126.98799896240234
48,18.9452,240000,46.635,1037.13,1482.51,48,-237.10459899902344
49,15.8622,245000,46.204,1510.17,1277.1,49,-115.77316284179688
50,19.3243,250000,46.3655,1280.37,1726.21,50,-744.0245361328125
51,17.9231,255000,47.2883,1174.06,957.01,51,-811.4312133789062
52,19.8559,260000,46.1559,1187.07,910.4,52,-906.1755981445312
53,15.6192,265000,46.3386,1353.44,1359.11,53,-727.4879760742188
54,18.6438,270000,46.4433,1602.8,1981.99,54,-973.9910278320312
55,21.3781,275000,46.2787,1356.24,1683.37,55,-1090.69384765625
56,17.8302,280000,46.0945,1519.1,1634.57,56,-986.5791625976562
57,15.9211,285000,46.4409,1426.29,1608.62,57,-987.4968872070312
58,14.7802,290000,45.8749,1404.89,1547.72,58,-1031.5882568359375
59,16.0506,295000,46.0471,1281.5,1404.18,59,-1106.4755859375
60,17.7839,300000,46.4219,1444.55,1414.23,60,-1342.5557861328125
61,20.57,305000,46.2951,1354.68,1407.96,61,-1418.947265625
62,16.3124,310000,45.8675,1572.57,1813.61,62,-1417.0306396484375
63,17.1188,315000,45.8322,1577.84,1942.97,63,-1321.96728515625
64,18.5263,320000,45.7918,1413.97,1290.66,64,-1422.2464599609375
65,18.8454,325000,46.0437,1088.09,1252.59,65,-1573.3807373046875
66,16.7803,330000,45.6999,2073.87,2718.56,66,-1482.3857421875
67,17.5224,335000,45.7488,1809.26,1681.61,67,-1634.18359375
68,20.7253,340000,45.2747,1868.57,1425.49,68,-1755.100830078125
69,16.9598,345000,45.4342,2856.94,3254.37,69,-1491.4716796875
70,17.7771,350000,45.7315,2229.52,3108.01,70,-1581.39208984375
71,20.8122,355000,45.6831,2545.62,3181.42,71,-1618.7686767578125
72,23.1076,360000,45.4895,2338.03,3486.34,72,-1548.62451171875
73,21.8064,365000,46.4799,2175.7,1998.54,73,-2051.406494140625
74,21.8537,370000,46.0942,1928.15,3447.85,74,-2070.546142578125
75,22.7383,375000,46.8815,2102.81,2972.69,75,-2042.477783203125
76,18.4249,380000,45.4546,2008.67,2758.73,76,-1786.0404052734375
77,20.0177,385000,45.2767,2079.1,2607.13,77,-1831.927978515625
78,28.0084,390000,47.2516,789.73,1407.9,78,-2567.524169921875
79,31.777,395000,45.9959,1303.16,1628.8,79,-2426.172119140625
80,20.3073,400000,45.4858,2138.59,2693.98,80,-2067.65673828125
81,19.2693,405000,44.5683,2433.77,3347.2,81,-2124.87548828125
82,29.4034,410000,45.7327,1403.69,2075.4,82,-2261.126708984375
83,26.9156,415000,45.6845,1893.92,3042.59,83,-2454.611572265625
84,19.0729,420000,45.8773,1976.5,3299.46,84,-2195.48828125
85,18.3038,425000,45.512,3054.59,3381.61,85,-1904.892333984375
86,17.2218,430000,45.6902,2077.06,3002.79,86,-2227.180419921875
87,16.4238,435000,45.752,3049.49,3171.52,87,-2087.954345703125
88,21.5988,440000,45.5189,2192.46,3087.34,88,-2175.18408203125
89,23.701,445000,45.0619,2756.85,3225.0,89,-2296.379638671875
90,23.802,450000,45.5061,2592.17,3062.02,90,-2551.666015625
91,20.2316,455000,45.0479,2771.73,3486.21,91,-2265.66552734375
92,19.0691,460000,44.9867,3085.17,3482.5,92,-2205.88134765625
93,19.0067,465000,46.033,3196.15,3374.23,93,-2433.5693359375
94,18.9104,470000,45.1621,2317.9,3206.7,94,-2566.08251953125
95,19.9186,475000,45.3043,2827.62,3768.87,95,-2510.65087890625
96,20.8942,480000,45.3291,2657.76,3568.86,96,-2656.28271484375
97,23.2185,485000,45.8045,1941.99,2576.19,97,-3144.904541015625
98,16.3284,490000,45.2737,3136.5,3243.79,98,-2489.861572265625
99,19.9236,495000,44.6841,2521.11,3184.11,99,-2717.320556640625
100,20.0151,500000,44.9748,2490.23,3539.07,100,-2815.425537109375
101,17.1816,505000,45.4909,2645.8,3266.16,101,-2633.060791015625
102,16.1769,510000,45.325,3100.49,3222.78,102,-2705.22705078125
103,15.7069,515000,45.3121,3171.91,3266.71,103,-2795.072265625
104,16.0657,520000,45.1397,2997.06,3061.89,104,-2792.3447265625
105,18.3672,525000,45.7595,2721.54,3275.39,105,-2914.130615234375
106,19.7256,530000,46.0635,2326.62,3368.99,106,-3422.626953125
107,16.6824,535000,45.5987,3330.24,3274.18,107,-2957.5751953125
108,18.5249,540000,45.8091,2258.27,2677.43,108,-3546.211181640625
109,18.6774,545000,45.4762,2198.05,3346.29,109,-3315.007568359375
110,17.9852,550000,45.3723,3118.63,3199.42,110,-3091.760009765625
111,18.6888,555000,45.2945,2698.68,3211.41,111,-3263.57470703125
112,19.2859,560000,45.485,1740.6,2469.59,112,-3561.990478515625
113,21.3578,565000,45.6201,2194.71,3358.31,113,-3718.729248046875
114,18.8313,570000,45.5771,2999.82,3254.23,114,-3383.6328125
115,18.4645,575000,45.1339,2402.98,3470.44,115,-3414.266357421875
116,17.5359,580000,45.0474,2470.28,2769.97,116,-3373.74658203125
117,17.3846,585000,44.9598,2512.85,3151.96,117,-3306.39990234375
118,17.1127,590000,45.6905,2969.91,3233.05,118,-3284.78125
119,17.8761,595000,45.5806,2588.06,3260.67,119,-3725.045166015625
120,29.9222,600000,45.92,1923.07,3315.29,120,-4279.14306640625
121,18.1048,605000,45.2158,2694.57,3375.72,121,-3537.325927734375
122,17.1629,610000,44.8999,2372.05,3421.61,122,-3870.73193359375
123,24.412,615000,45.3199,1783.67,2789.28,123,-3904.615234375
124,25.3775,620000,45.3152,2578.42,3420.62,124,-4030.834716796875
125,18.0956,625000,45.249,2956.35,3419.19,125,-3808.841064453125
126,16.3133,630000,44.7974,2708.66,3498.27,126,-3908.47802734375
127,16.4263,635000,45.4515,3247.15,3343.44,127,-3831.75830078125
128,17.0435,640000,44.9981,3287.05,3447.55,128,-3778.040771484375
129,18.2395,645000,45.1833,3367.97,3514.36,129,-4183.0009765625
130,17.4641,650000,44.8985,2367.47,3584.76,130,-4071.626220703125
131,19.1804,655000,45.1403,3180.01,3522.23,131,-4128.55615234375
132,18.2169,660000,45.3655,2989.28,3576.29,132,-4363.7841796875
133,19.7509,665000,45.1563,2966.58,2178.06,133,-4359.95751953125
134,16.2901,670000,45.0522,3028.72,3432.42,134,-4010.28466796875
135,16.7531,675000,44.8166,3351.44,3799.79,135,-4192.8017578125
136,15.7091,680000,44.6775,2351.61,3678.06,136,-4278.97314453125
137,18.4131,685000,44.8948,2306.77,3855.98,137,-4429.91796875
138,16.8957,690000,44.7518,2791.14,3461.32,138,-4136.15869140625
139,16.4036,695000,45.0127,3620.79,3385.64,139,-4323.2744140625
140,18.1245,700000,45.142,3250.48,3627.97,140,-4717.08154296875
141,14.906,705000,45.2642,3011.83,3472.55,141,-4669.10791015625
142,15.6838,710000,44.6077,2997.52,3675.89,142,-4269.77734375
143,15.7185,715000,44.3122,2761.17,3648.96,143,-4209.38720703125
144,16.7057,720000,44.7639,3582.65,3500.96,144,-4233.45263671875
145,16.6993,725000,45.1844,3553.57,3465.46,145,-4444.7216796875
146,17.181,730000,45.4103,3208.18,3658.66,146,-5027.59814453125
147,15.2405,735000,44.6436,3271.89,3424.26,147,-4570.16845703125
148,15.4969,740000,45.6332,3327.81,3526.06,148,-4985.20263671875
149,16.3198,745000,45.0583,3520.45,3335.07,149,-4884.8798828125
150,15.4534,750000,44.8242,3350.35,3561.25,150,-4666.6103515625
151,15.9949,755000,43.998,3407.2,3722.39,151,-4384.7333984375
152,17.4231,760000,45.1857,3465.39,3583.64,152,-4688.56201171875
153,16.2646,765000,44.7021,3390.77,3619.46,153,-4522.04931640625
154,15.7236,770000,44.5315,3727.83,3585.37,154,-4892.55615234375
155,16.454,775000,44.433,3662.38,3745.54,155,-4589.39697265625
156,16.521,780000,44.3633,3292.93,3562.88,156,-4610.6474609375
157,16.1579,785000,44.7346,3666.06,3598.19,157,-5063.9833984375
158,17.0318,790000,44.6891,3568.85,3557.35,158,-4912.61083984375
159,16.34,795000,44.8979,3366.64,3537.96,159,-5087.99609375
160,16.6841,800000,44.05,3827.61,3564.47,160,-4996.1044921875
161,14.9459,805000,44.4435,3304.62,3499.08,161,-5305.37890625
162,14.9081,810000,44.6635,3501.16,3654.16,162,-5027.10400390625
163,16.6573,815000,44.4602,2963.13,3734.24,163,-5077.14453125
164,14.758,820000,44.278,3116.64,3544.65,164,-5366.65478515625
165,16.3551,825000,44.7481,3273.39,3580.98,165,-5333.23828125
166,17.621,830000,44.8539,3360.92,3753.64,166,-4979.76611328125
167,18.905,835000,44.8899,3338.74,3811.66,167,-5118.0791015625
168,16.9781,840000,44.4404,3768.81,3601.79,168,-5694.83251953125
169,17.416,845000,44.3177,2937.18,3808.48,169,-5264.64501953125
170,16.2216,850000,44.5607,3490.44,3628.31,170,-5700.63427734375
171,16.6183,855000,44.6137,3732.3,3644.12,171,-5984.22998046875
172,17.2027,860000,44.598,3556.93,3609.5,172,-5767.8798828125
173,15.2013,865000,44.7514,3399.82,3508.32,173,-6053.345703125
174,16.1718,870000,44.1906,3188.26,3825.36,174,-5791.7861328125
175,16.2265,875000,44.3562,3140.33,3944.48,175,-5679.1171875
176,18.4672,880000,44.559,3427.59,3809.82,176,-5654.2978515625
177,16.7232,885000,44.5829,3633.4,3514.36,177,-6151.03271484375
178,18.8043,890000,44.405,3702.4,3996.86,178,-5739.85986328125
179,17.4129,895000,44.8044,3774.52,3668.5,179,-6291.49169921875
180,15.6652,900000,44.6613,3222.55,3627.82,180,-6520.02783203125
181,16.2954,905000,44.6145,3104.36,3816.05,181,-5745.25341796875
182,15.7413,910000,44.5275,3476.76,3729.24,182,-6349.76416015625
183,16.7027,915000,44.5665,3373.98,3726.54,183,-6023.908203125
184,17.1397,920000,44.6308,3793.67,3543.05,184,-6441.4921875
185,16.712,925000,44.6688,3504.95,3811.85,185,-6476.943359375
186,16.7684,930000,44.7895,3359.97,3690.74,186,-6601.78369140625
187,17.1788,935000,44.3155,3205.51,3157.42,187,-6453.60302734375
188,17.0617,940000,44.9902,3523.67,4020.58,188,-6465.384765625
189,16.8884,945000,44.7471,3240.61,3898.41,189,-6794.24072265625
190,16.1264,950000,43.9086,3630.98,3566.16,190,-6723.1611328125
191,16.4137,955000,44.5887,3343.84,3853.67,191,-6509.89794921875
192,16.9654,960000,44.5794,3430.37,3950.7,192,-6381.83544921875
193,18.0737,965000,44.5765,2966.2,3768.96,193,-6911.998046875
194,17.1484,970000,44.6706,3375.39,3695.09,194,-6541.26171875
195,18.9821,975000,44.2216,3310.93,3981.65,195,-6867.7998046875
196,16.3577,980000,43.9594,3125.86,3670.75,196,-6507.79052734375
197,17.1026,985000,44.6448,2955.01,3920.88,197,-7413.5322265625
198,16.0385,990000,44.3423,3261.31,3937.28,198,-6738.27001953125
199,16.7233,995000,44.365,3861.5,3926.35,199,-6906.1513671875
200,17.2902,1000000,44.5955,3274.09,3965.76,200,-6765.82470703125
201,16.0717,1005000,44.5229,3515.26,3903.27,201,-6965.9931640625
202,17.3427,1010000,44.9021,3169.43,3968.72,202,-7105.5517578125
203,15.8518,1015000,44.4695,3473.44,3885.44,203,-7147.69384765625
204,16.4359,1020000,44.7352,3421.83,3998.9,204,-6878.9296875
205,16.8806,1025000,44.4095,3297.96,3956.28,205,-6943.9384765625
206,16.6909,1030000,44.6821,3586.63,3776.86,206,-7136.1357421875
207,16.6041,1035000,44.7394,3182.27,3835.24,207,-7423.61572265625
208,16.4045,1040000,44.7113,3329.5,4008.52,208,-7082.68310546875
209,15.8345,1045000,44.5877,3409.0,3765.8,209,-7157.72998046875
210,16.3904,1050000,44.6007,3326.47,3831.46,210,-7343.93310546875
211,15.7958,1055000,44.6021,3066.14,3817.37,211,-7532.18359375
212,17.999,1060000,44.4941,3383.1,3526.71,212,-7518.8623046875
213,17.6276,1065000,44.8117,3275.64,3995.83,213,-7409.0791015625
214,17.7818,1070000,44.9603,3520.25,3820.6,214,-7758.8037109375
215,18.0828,1075000,44.7695,3502.43,3855.75,215,-7526.93359375
216,15.3827,1080000,44.6772,2952.87,3874.73,216,-7982.1826171875
217,16.7522,1085000,44.7229,3742.91,3784.01,217,-7917.306640625
218,16.502,1090000,44.7143,2851.81,3790.17,218,-8298.728515625
219,17.8974,1095000,44.5869,3402.25,4019.66,219,-8066.18798828125
220,15.6513,1100000,44.8779,3435.92,3883.83,220,-8522.775390625
221,16.5995,1105000,44.3209,3431.68,3800.55,221,-7952.0615234375
222,15.66,1110000,44.4617,3692.22,3924.86,222,-8251.298828125
223,16.8316,1115000,44.7043,3367.27,3096.93,223,-8366.0224609375
224,17.007,1120000,44.6343,3047.97,3613.91,224,-8349.0830078125
225,16.6059,1125000,44.3284,3837.82,3828.14,225,-8863.6591796875
226,16.8286,1130000,44.6012,3437.9,3642.11,226,-8422.4931640625
227,16.8661,1135000,44.5723,3275.05,3860.86,227,-8893.521484375
228,17.075,1140000,44.6406,3474.72,4060.08,228,-8514.185546875
229,16.9085,1145000,44.4555,3473.57,2978.42,229,-9223.080078125
230,17.0303,1150000,44.7631,3308.61,3649.97,230,-9356.6416015625
231,17.7363,1155000,44.6817,3357.59,3905.75,231,-9308.7509765625
232,16.259,1160000,44.7439,3737.99,3430.43,232,-9024.578125
233,17.0392,1165000,44.7411,3671.59,3734.89,233,-9722.935546875
234,16.7741,1170000,44.6797,3703.15,3886.96,234,-9565.658203125
235,15.8761,1175000,44.9771,2741.23,2729.82,235,-10016.7763671875
236,17.4822,1180000,44.964,3185.45,3197.82,236,-10036.33984375
237,17.1546,1185000,44.9562,3217.37,3601.15,237,-10715.5126953125
238,18.2817,1190000,44.7354,2911.0,3758.88,238,-10097.767578125
239,21.5326,1195000,45.1094,3399.35,3839.5,239,-10495.8818359375
240,19.4012,1200000,44.6108,3527.73,3875.61,240,-9843.291015625
241,17.7247,1205000,44.5958,3542.85,3758.69,241,-9967.767578125
242,17.5023,1210000,44.8964,3301.31,3981.63,242,-10073.412109375
243,18.9181,1215000,44.7088,3785.69,3749.75,243,-9498.61328125
244,17.6817,1220000,44.7617,3058.86,3665.52,244,-10348.5341796875
245,18.1619,1225000,44.8244,3463.0,3494.09,245,-9849.5419921875
246,18.0018,1230000,44.9063,2903.67,3915.75,246,-11123.595703125
247,17.8655,1235000,44.8945,3293.95,3758.51,247,-10842.400390625
248,18.5979,1240000,44.7541,3100.23,3211.61,248,-10019.27734375
249,19.4504,1245000,44.5155,3375.0,3766.67,249,-10352.91796875
250,22.2292,1250000,44.709,3363.7,3964.5,250,-10726.517578125
251,23.7636,1255000,45.2258,3313.46,4004.53,251,-11603.9853515625
252,18.7022,1260000,44.5239,3655.51,3884.49,252,-10390.60546875
253,19.9532,1265000,44.6845,2749.99,4017.54,253,-10759.392578125
254,19.7369,1270000,44.7146,3707.9,3979.67,254,-10915.7333984375
255,18.1167,1275000,44.7107,3317.46,3949.73,255,-11706.8896484375
256,17.3446,1280000,44.772,3016.7,3556.79,256,-11454.4189453125
257,16.8577,1285000,44.6486,3467.88,3955.3,257,-11554.833984375
258,20.9705,1290000,44.8625,3330.49,4096.59,258,-11912.1943359375
259,18.5141,1295000,44.4139,3743.95,3945.17,259,-11263.869140625
260,19.5553,1300000,44.6636,3591.97,3898.56,260,-11476.986328125
261,19.1506,1305000,44.3495,3444.44,3988.95,261,-11131.255859375
262,17.6318,1310000,44.5729,2917.98,4032.56,262,-12053.916015625
263,17.4618,1315000,44.3655,3200.63,4079.93,263,-12101.611328125
264,18.6297,1320000,44.5971,3282.61,4012.4,264,-11154.58984375
265,17.4789,1325000,44.3281,3196.91,4038.71,265,-11604.8818359375
266,17.013,1330000,44.6143,3653.58,4020.39,266,-12113.4326171875
267,17.1326,1335000,44.521,3174.23,4073.5,267,-11919.8291015625
268,16.3228,1340000,44.2989,2980.96,4026.72,268,-12606.9619140625
269,18.2995,1345000,44.3865,3384.56,3620.87,269,-11805.3740234375
270,16.1696,1350000,44.6635,2939.63,3977.03,270,-12854.9990234375
271,15.7163,1355000,44.5454,2761.28,3652.32,271,-13032.193359375
272,16.4806,1360000,44.3291,3185.07,4014.29,272,-12699.8232421875
273,17.5921,1365000,44.5974,3093.1,3840.88,273,-12308.806640625
274,16.5103,1370000,44.4356,2420.29,3213.35,274,-12828.0361328125
275,15.853,1375000,44.6613,2680.59,4060.3,275,-13874.0771484375
276,16.795,1380000,44.3847,2959.65,4082.76,276,-12753.0654296875
277,17.6033,1385000,44.5084,3382.07,3775.74,277,-12600.111328125
278,17.6007,1390000,44.5453,2409.64,3874.09,278,-13108.373046875
279,17.0552,1395000,44.2576,3388.33,3980.71,279,-12904.60546875
280,18.1971,1400000,44.2467,3305.05,3980.49,280,-13336.0751953125
281,17.4731,1405000,44.5643,3134.69,3844.63,281,-13295.4521484375
282,23.4689,1410000,44.3189,3650.62,4033.6,282,-13671.3232421875
283,21.91,1415000,44.041,3356.07,4078.15,283,-13192.0390625
284,20.4123,1420000,44.464,3175.38,4071.13,284,-13436.123046875
285,23.931,1425000,44.2709,3192.48,3941.35,285,-13289.404296875
286,38.2842,1430000,45.2208,2280.71,2065.99,286,-14680.703125
287,58.0903,1435000,45.1496,2266.6,2796.69,287,-15637.4453125
288,18.7403,1440000,44.5436,2415.61,4091.21,288,-13917.6572265625
289,17.4765,1445000,44.5039,3027.84,4089.74,289,-14220.666015625
290,19.3798,1450000,44.8948,2234.75,4153.69,290,-15712.2060546875
291,18.4203,1455000,45.1591,2135.82,4069.47,291,-15592.8857421875
292,16.5416,1460000,44.7472,2663.87,4007.54,292,-15235.3203125
293,17.1619,1465000,44.9113,2520.64,4066.5,293,-15634.3046875
294,16.4267,1470000,44.8463,2659.04,4152.86,294,-15074.703125
295,16.5563,1475000,44.4234,2777.79,4017.39,295,-14836.953125
296,37.3605,1480000,44.6537,2932.33,3995.57,296,-14801.4052734375
297,19.0024,1485000,44.6867,2854.72,3960.84,297,-15014.951171875
298,17.7966,1490000,44.7848,2783.68,4106.34,298,-14922.1337890625
299,33.5431,1495000,44.7286,2581.39,4036.11,299,-15560.02734375
300,17.8737,1500000,45.1243,2412.25,3837.24,300,-16564.798828125
301,25.3117,1505000,44.3758,2596.78,3788.04,301,-15436.6005859375
302,19.6182,1510000,44.9342,2585.19,3911.77,302,-15945.107421875
303,22.1867,1515000,44.6244,3164.15,3670.08,303,-14986.69140625
304,17.8099,1520000,44.747,2577.26,2527.91,304,-16102.01171875
305,33.9876,1525000,45.0138,2473.03,4104.81,305,-16910.740234375
306,30.5388,1530000,44.8045,3681.4,4001.76,306,-16397.626953125
307,18.6607,1535000,44.4835,3286.62,3893.8,307,-15421.439453125
308,20.7778,1540000,45.0018,2747.98,3784.68,308,-17064.783203125
309,19.0074,1545000,45.078,2825.08,3929.44,309,-16188.9384765625
310,33.0053,1550000,44.7469,2927.81,3655.94,310,-16316.8818359375
311,17.6262,1555000,44.6992,2698.27,3765.74,311,-15751.009765625
312,19.0732,1560000,44.2584,3088.87,2928.57,312,-18028.884765625
313,18.6581,1565000,44.7405,2990.56,2820.26,313,-16787.6953125
314,18.7517,1570000,44.2537,3479.65,3989.06,314,-15478.875
315,18.0906,1575000,44.5577,3344.21,3322.92,315,-17531.150390625
316,18.443,1580000,44.3756,3777.05,3698.73,316,-16981.19140625
317,17.6556,1585000,44.3902,3434.38,3719.29,317,-17178.37109375
318,18.2292,1590000,44.3623,3147.02,3517.74,318,-17445.47265625
319,34.1311,1595000,44.7382,2990.32,3090.37,319,-18610.3203125
320,25.5512,1600000,44.4992,3130.86,3946.98,320,-18237.6171875
321,17.1974,1605000,44.1823,3255.81,3327.42,321,-17375.076171875
322,18.3945,1610000,44.4951,3839.91,3919.58,322,-17065.115234375
323,18.1276,1615000,44.8576,3235.73,3875.36,323,-18291.283203125
324,17.1024,1620000,44.9985,3602.3,3472.21,324,-18295.765625
325,17.3346,1625000,44.7262,3442.9,3895.66,325,-17657.0546875
326,17.211,1630000,44.6359,3613.99,3798.01,326,-19242.7578125
327,30.7548,1635000,44.9867,3513.33,4041.53,327,-19223.943359375
328,16.4485,1640000,44.7041,3172.73,3757.93,328,-18826.490234375
329,19.1321,1645000,44.0907,3719.76,4057.9,329,-18173.5
330,19.7235,1650000,44.3682,3814.54,3970.36,330,-18332.49609375
331,18.0479,1655000,44.1371,3433.84,3995.53,331,-18742.330078125
332,16.6378,1660000,44.2129,3544.87,3856.23,332,-19326.9609375
333,17.5631,1665000,44.5519,3063.81,3916.36,333,-18806.65234375
334,22.0641,1670000,44.1708,3421.72,3670.3,334,-18975.908203125
335,31.1482,1675000,44.846,3595.17,3789.04,335,-20216.6953125
336,20.4324,1680000,44.8688,3370.53,3712.24,336,-19372.275390625
337,19.7179,1685000,44.3483,3523.53,3940.94,337,-18521.3046875
338,17.0218,1690000,43.9525,3540.92,3838.34,338,-19172.63671875
339,25.9481,1695000,44.2859,3337.95,3912.7,339,-20094.990234375
340,26.1855,1700000,44.272,3531.1,3911.81,340,-20024.927734375
341,34.7949,1705000,44.5711,3462.02,4089.39,341,-20313.736328125
342,23.1311,1710000,44.3169,3921.88,3741.72,342,-21158.021484375
343,34.3224,1715000,44.5199,2878.46,3971.9,343,-21491.19921875
344,26.4906,1720000,44.2295,3382.08,3834.29,344,-21402.9765625
345,19.1002,1725000,44.4542,3671.14,3943.49,345,-20439.833984375
346,23.0645,1730000,44.3965,3534.26,3880.33,346,-20092.134765625
347,18.5162,1735000,44.2837,3213.62,3753.71,347,-19996.169921875
348,17.6185,1740000,44.1651,2752.41,3512.44,348,-20350.87890625
349,21.9114,1745000,44.4299,3562.22,4033.28,349,-21114.853515625
350,20.2184,1750000,44.3122,3253.17,3891.71,350,-20308.671875
351,17.1198,1755000,44.1093,3314.45,3967.06,351,-20336.19921875
352,21.4933,1760000,44.2203,3294.14,4018.21,352,-19374.056640625
353,21.0326,1765000,44.2598,3057.39,3928.31,353,-21195.876953125
354,16.6101,1770000,44.1648,2764.55,3543.83,354,-19855.849609375
355,27.0326,1775000,44.2764,3387.84,4077.52,355,-21040.107421875
356,17.4424,1780000,44.6117,2816.52,4031.31,356,-21249.771484375
357,22.4105,1785000,44.5555,2201.5,3386.22,357,-22248.056640625
358,18.5999,1790000,44.4295,2466.41,3906.03,358,-20150.134765625
359,20.3688,1795000,44.4359,3159.83,3700.58,359,-21466.283203125
360,20.8921,1800000,44.0893,3189.42,4088.34,360,-21579.95703125
361,26.3066,1805000,44.4107,2876.21,4159.3,361,-21997.06640625
362,26.8709,1810000,44.4473,2936.34,4076.15,362,-22322.732421875
363,34.6048,1815000,44.6222,3081.81,4027.01,363,-23376.064453125
364,27.8457,1820000,44.247,3323.44,3846.83,364,-22174.671875
365,30.5524,1825000,44.1435,2990.59,3675.4,365,-23332.40234375
366,18.3,1830000,44.3177,3105.35,4028.01,366,-22982.224609375
367,30.5837,1835000,44.4375,2852.08,3724.41,367,-24043.4921875
368,22.3553,1840000,44.1657,2896.86,4083.41,368,-22152.310546875
369,16.2753,1845000,43.7032,3014.54,4075.8,369,-21304.396484375
370,15.2144,1850000,44.2901,3659.69,4025.08,370,-22144.91015625
371,16.5496,1855000,44.0409,3679.26,4018.25,371,-22182.4765625
372,17.3558,1860000,44.1025,3585.16,4025.47,372,-21332.275390625
373,17.175,1865000,44.4314,3035.76,3908.09,373,-22039.462890625
374,17.0742,1870000,44.0522,3216.66,4079.91,374,-22018.498046875
375,17.572,1875000,44.1179,3587.09,3629.95,375,-22305.22265625
376,17.7092,1880000,44.0339,3416.93,3565.49,376,-22272.740234375
377,20.4186,1885000,44.2077,3431.27,4018.97,377,-22968.369140625
378,18.0716,1890000,44.0908,3638.78,4018.21,378,-22668.890625
379,21.5188,1895000,44.1601,3455.54,3991.21,379,-23073.41015625
380,16.9837,1900000,44.0159,3061.68,2706.95,380,-23046.09765625
381,20.7159,1905000,44.4488,3456.5,4009.23,381,-23527.513671875
382,16.868,1910000,44.4569,3083.35,2497.54,382,-23189.64453125
383,17.6764,1915000,44.0911,3343.69,3859.77,383,-23838.84765625
384,17.975,1920000,43.7554,3690.32,3713.73,384,-24135.33203125
385,16.7109,1925000,43.7102,3851.32,3896.93,385,-23869.646484375
386,17.0108,1930000,43.7832,3579.0,3707.42,386,-24313.05078125
387,21.6655,1935000,44.2082,3423.81,3110.38,387,-24175.71875
