Running Update Time,Running Env Steps,Running Reverse KL,Real Det Return,Reward Loss,Running Forward KL,Real Sto Return,Itration
191,955000,15.1213,2245.37,-38935.1875,156.7609,1915.5,191
192,960000,15.1863,2255.41,-39266.51953125,156.7598,1905.71,192
193,965000,15.3146,2261.61,-39265.3359375,156.6122,1918.03,193
194,970000,15.0236,2242.4,-39614.0390625,156.5386,1891.27,194
195,975000,15.141,2254.9,-39434.84375,156.6824,1883.04,195
196,980000,15.5313,2276.47,-39722.23828125,156.7067,1922.47,196
197,985000,15.0664,2270.46,-39760.6171875,156.5712,1878.63,197
198,990000,15.2246,2244.87,-39860.671875,156.8279,1915.42,198
199,995000,15.3377,2268.09,-40226.60546875,156.7294,1932.98,199
200,1000000,15.6261,2290.8,-40403.73046875,156.6839,1941.45,200
201,1005000,15.6665,2281.26,-40447.63671875,156.5829,1950.13,201
202,1010000,15.4632,2280.95,-40625.82421875,156.7621,1934.99,202
203,1015000,15.5637,2274.51,-40903.66796875,156.8061,1925.47,203
204,1020000,15.6935,2270.69,-41133.7578125,156.7277,1930.69,204
205,1025000,15.608,2284.42,-41061.3125,156.7716,1932.58,205
206,1030000,15.4276,2281.3,-41171.33984375,156.7268,1935.19,206
207,1035000,15.5556,2285.38,-41438.2890625,156.816,1928.43,207
208,1040000,15.5651,2261.25,-41668.3125,156.6791,1945.95,208
209,1045000,15.5458,2280.85,-41754.45703125,156.688,1935.35,209
210,1050000,15.4626,2275.9,-41869.5625,156.7672,1913.56,210
211,1055000,15.3866,2281.04,-41907.890625,156.8311,1945.44,211
212,1060000,15.3811,2259.8,-42121.6015625,156.7136,1923.37,212
213,1065000,15.5084,2281.33,-42299.03125,156.775,1929.9,213
214,1070000,15.5112,2284.5,-42663.51171875,156.7828,1953.0,214
215,1075000,15.4615,2289.76,-42631.3359375,156.6913,1919.01,215
216,1080000,15.5842,2277.35,-42920.65234375,156.7262,1936.92,216
217,1085000,15.3968,2265.74,-43049.2109375,156.6784,1929.57,217
218,1090000,15.4698,2286.15,-43064.625,156.7232,1948.81,218
219,1095000,15.4975,2278.63,-43137.8046875,156.6058,1947.43,219
220,1100000,15.4989,2285.87,-43264.2421875,156.6432,1925.87,220
221,1105000,15.5458,2306.59,-43427.06640625,156.7397,1952.47,221
222,1110000,15.4656,2302.24,-43476.33984375,156.6689,1943.0,222
223,1115000,15.4876,2295.26,-43684.109375,156.6611,1939.3,223
224,1120000,15.5661,2299.27,-43984.30078125,156.7589,1934.63,224
225,1125000,15.4827,2272.49,-43986.953125,156.7914,1924.8,225
226,1130000,15.3468,2259.6,-44030.953125,156.7176,1897.06,226
227,1135000,15.1635,2292.14,-44120.51171875,156.5712,1929.13,227
228,1140000,15.3229,2287.82,-44292.3203125,156.6823,1922.31,228
229,1145000,15.3921,2281.2,-44510.19140625,156.7124,1955.45,229
230,1150000,15.3581,2276.2,-44631.1171875,156.9199,1923.55,230
231,1155000,15.0629,2269.78,-44672.0546875,156.6671,1909.93,231
232,1160000,15.1178,2265.52,-44735.14453125,156.6102,1935.27,232
233,1165000,15.3852,2288.74,-45064.8984375,156.6688,1946.55,233
234,1170000,15.1779,2271.04,-45016.67578125,156.6181,1928.16,234
235,1175000,14.9878,2275.85,-45053.98828125,156.4895,1913.35,235
236,1180000,15.2216,2273.22,-45391.66796875,156.804,1917.27,236
237,1185000,15.2462,2296.51,-45507.625,156.7039,1956.08,237
238,1190000,15.1172,2311.26,-45675.0859375,156.696,1940.04,238
239,1195000,14.9504,2277.79,-45666.3046875,156.6533,1936.33,239
240,1200000,15.1893,2271.13,-45913.9765625,156.7513,1937.55,240
241,1205000,15.3058,2293.34,-46062.625,156.7194,1941.5,241
242,1210000,15.2436,2263.61,-46048.7109375,156.7724,1925.09,242
243,1215000,15.3573,2277.18,-46300.6953125,156.712,1920.49,243
244,1220000,15.275,2298.64,-46516.234375,156.7554,1949.79,244
245,1225000,15.3757,2297.51,-46665.18359375,156.5669,1941.1,245
246,1230000,15.1326,2239.68,-46759.125,156.6389,1930.05,246
247,1235000,15.3312,2292.42,-46962.53125,156.7069,1931.83,247
248,1240000,15.2701,2272.28,-47059.59765625,156.8073,1953.34,248
249,1245000,15.145,2291.84,-47138.4296875,156.5868,1914.34,249
250,1250000,15.3062,2280.9,-47412.21875,156.7407,1940.85,250
251,1255000,15.0367,2248.35,-47323.24609375,156.6596,1912.69,251
252,1260000,15.0806,2297.45,-47624.05859375,156.7422,1937.55,252
253,1265000,15.186,2264.65,-47747.65234375,156.7184,1926.88,253
254,1270000,15.2216,2278.0,-47858.65625,156.7965,1939.61,254
255,1275000,15.2165,2275.11,-47896.5703125,156.5761,1941.75,255
256,1280000,15.0986,2276.51,-48018.19921875,156.7819,1940.66,256
257,1285000,15.1499,2267.71,-48134.84375,156.6829,1921.31,257
258,1290000,15.2193,2290.33,-48287.32421875,156.7073,1939.08,258
259,1295000,15.3699,2297.49,-48384.203125,156.7191,1948.63,259
260,1300000,14.9918,2249.54,-48376.06640625,156.7752,1926.07,260
261,1305000,15.1307,2282.62,-48539.84375,156.7896,1920.98,261
262,1310000,15.0687,2270.32,-48779.79296875,156.8594,1932.45,262
263,1315000,14.9039,2258.0,-48581.79296875,156.6687,1908.14,263
264,1320000,15.1073,2251.45,-48869.18359375,156.6212,1916.25,264
265,1325000,15.1615,2285.55,-48783.56640625,156.6704,1933.68,265
266,1330000,15.1787,2309.07,-49009.40625,156.6489,1935.31,266
267,1335000,15.0493,2242.93,-49091.40234375,156.8538,1913.9,267
268,1340000,15.1281,2261.31,-49144.12890625,156.6817,1915.12,268
269,1345000,14.9847,2263.64,-49245.5703125,156.8184,1915.32,269
270,1350000,15.2281,2303.54,-49443.48046875,156.5708,1932.35,270
271,1355000,15.1091,2285.74,-49523.4609375,156.5179,1920.08,271
272,1360000,14.925,2254.61,-49490.15234375,156.6927,1904.04,272
273,1365000,15.1982,2311.38,-49678.58984375,156.6311,1949.71,273
274,1370000,15.016,2285.01,-49738.28515625,156.6109,1922.02,274
275,1375000,15.1068,2295.5,-49971.8828125,156.6244,1927.08,275
276,1380000,15.0667,2242.72,-49866.2265625,156.6152,1918.47,276
277,1385000,14.8041,2257.56,-49943.46484375,156.6454,1933.4,277
278,1390000,15.0664,2256.49,-50079.57421875,156.8006,1904.73,278
279,1395000,15.0839,2268.66,-50138.86328125,156.6557,1921.52,279
280,1400000,14.9477,2274.88,-50376.16796875,156.6902,1929.37,280
281,1405000,14.9326,2258.21,-50349.7578125,156.7659,1908.47,281
282,1410000,15.0579,2314.53,-50457.01953125,156.691,1943.36,282
283,1415000,14.9573,2277.18,-50677.86328125,156.6546,1925.04,283
284,1420000,15.0796,2277.82,-50887.09375,156.6447,1941.6,284
285,1425000,15.085,2238.9,-50893.828125,156.8593,1900.86,285
286,1430000,14.9453,2230.06,-51049.1015625,156.8587,1904.24,286
287,1435000,14.9854,2262.76,-50952.88671875,156.7202,1912.63,287
288,1440000,14.8447,2235.6,-50986.828125,156.6803,1907.77,288
289,1445000,14.8136,2270.76,-51167.94140625,156.7135,1917.32,289
290,1450000,14.9074,2267.47,-51195.96875,156.6455,1921.69,290
291,1455000,14.9662,2278.76,-51493.32421875,156.6957,1896.89,291
292,1460000,14.935,2238.44,-51314.671875,156.7334,1903.94,292
293,1465000,14.9264,2233.25,-51507.56640625,156.6821,1900.26,293
294,1470000,14.9561,2258.97,-51860.2578125,156.6429,1900.21,294
295,1475000,14.7584,2233.75,-51862.23828125,156.5738,1890.29,295
296,1480000,14.648,2217.01,-51870.33984375,156.6474,1889.4,296
297,1485000,14.8005,2238.03,-51925.359375,156.6945,1902.18,297
298,1490000,14.9072,2255.02,-52032.3984375,156.4879,1910.1,298
299,1495000,14.8022,2268.87,-52062.703125,156.5879,1908.44,299
300,1500000,14.6629,2283.54,-52249.2109375,156.6536,1899.04,300
301,1505000,14.7906,2202.37,-52285.63671875,156.6374,1868.95,301
302,1510000,14.7005,2242.35,-52191.26171875,156.6129,1907.82,302
303,1515000,14.7608,2280.17,-52445.2421875,156.6953,1908.42,303
304,1520000,14.888,2251.84,-52443.5078125,156.6971,1897.97,304
305,1525000,14.6401,2281.59,-52620.23828125,156.7693,1901.02,305
306,1530000,14.7799,2238.95,-52769.296875,156.7744,1898.39,306
307,1535000,14.7839,2296.43,-52669.86328125,156.6646,1941.01,307
308,1540000,14.8416,2278.32,-53018.0234375,156.5799,1903.55,308
309,1545000,14.8574,2286.99,-53060.01171875,156.7606,1926.65,309
310,1550000,14.6815,2238.15,-53029.7265625,156.5711,1895.27,310
311,1555000,14.7939,2268.76,-53305.97265625,156.5861,1928.15,311
312,1560000,14.8818,2272.24,-53251.9921875,156.6664,1937.53,312
313,1565000,14.9113,2279.4,-53325.1328125,156.5714,1934.05,313
314,1570000,14.9726,2297.69,-53564.12890625,156.6467,1922.05,314
315,1575000,14.9316,2278.79,-53496.30859375,156.6909,1924.22,315
316,1580000,14.8725,2281.34,-53649.46484375,156.6438,1918.25,316
317,1585000,14.6979,2293.08,-53702.26171875,156.557,1929.51,317
318,1590000,14.9688,2309.23,-53947.734375,156.4616,1950.43,318
319,1595000,14.9176,2303.56,-53957.02734375,156.6254,1929.7,319
320,1600000,14.9847,2297.48,-53918.85546875,156.5956,1941.22,320
321,1605000,15.032,2286.97,-54070.23046875,156.6731,1934.16,321
322,1610000,15.0934,2309.55,-54183.828125,156.6861,1935.52,322
323,1615000,14.9571,2308.9,-54243.2109375,156.7147,1945.17,323
324,1620000,15.1031,2290.8,-54318.0078125,156.738,1941.21,324
325,1625000,14.9915,2303.61,-54402.0,156.7263,1942.38,325
326,1630000,15.0248,2303.46,-54425.796875,156.6718,1921.81,326
327,1635000,15.0886,2308.01,-54476.3984375,156.5803,1959.65,327
328,1640000,15.1067,2302.29,-54594.3046875,156.5864,1962.5,328
329,1645000,14.9928,2304.07,-54565.96875,156.613,1950.59,329
330,1650000,15.0822,2295.62,-54842.53515625,156.5843,1950.52,330
331,1655000,15.1226,2322.89,-54973.703125,156.6066,1932.17,331
332,1660000,15.1127,2303.42,-55128.4140625,156.5723,1926.32,332
333,1665000,15.063,2308.02,-55028.30078125,156.6952,1955.97,333
334,1670000,14.9902,2325.74,-55176.29296875,156.4454,1952.9,334
335,1675000,14.9605,2300.18,-55326.1328125,156.7066,1948.09,335
336,1680000,15.0787,2309.33,-55385.55078125,156.6938,1952.14,336
337,1685000,15.0437,2302.5,-55457.96875,156.5746,1942.39,337
338,1690000,14.9383,2313.78,-55356.89453125,156.4829,1925.5,338
339,1695000,15.0535,2311.46,-55714.34765625,156.6887,1934.33,339
340,1700000,15.1008,2171.25,-55663.39453125,156.6803,1950.66,340
341,1705000,15.1607,2310.02,-55899.046875,156.6157,1935.02,341
342,1710000,15.0739,2294.89,-55792.8828125,156.7096,1941.36,342
343,1715000,15.074,2292.67,-56190.26171875,156.5754,1916.86,343
344,1720000,15.0824,2294.82,-56061.03125,156.4835,1940.81,344
345,1725000,15.16,2305.54,-56266.59765625,156.5547,1942.36,345
346,1730000,14.9478,2275.9,-56165.65234375,156.6878,1920.96,346
347,1735000,15.0847,2304.26,-56305.09765625,156.7187,1934.3,347
348,1740000,15.0031,2304.19,-56320.12890625,156.6264,1927.38,348
349,1745000,15.1464,2306.76,-56581.55859375,156.7661,1923.89,349
350,1750000,15.1385,2306.35,-56761.0390625,156.6539,1921.12,350
351,1755000,15.0414,2323.97,-56497.4453125,156.6156,1920.8,351
352,1760000,15.0411,2297.87,-56727.03515625,156.7835,1921.55,352
353,1765000,15.0121,2303.1,-56711.9921875,156.5468,1931.18,353
354,1770000,15.1937,2310.56,-56918.12109375,156.7268,1946.27,354
355,1775000,14.9569,2311.2,-57018.8203125,156.5806,1929.72,355
356,1780000,14.9539,2293.22,-57093.8203125,156.7589,1910.59,356
357,1785000,14.995,2296.95,-57223.34765625,156.6096,1917.87,357
358,1790000,15.0389,2301.3,-57290.46484375,156.7084,1936.79,358
359,1795000,15.0634,2314.05,-57269.9375,156.7561,1934.98,359
360,1800000,15.0002,2289.53,-57415.97265625,156.6718,1919.09,360
361,1805000,15.3169,2323.53,-57563.0078125,156.6895,1951.86,361
362,1810000,14.9706,2300.39,-57723.77734375,156.6326,1929.92,362
363,1815000,15.0655,2327.12,-57828.08984375,156.6484,1957.14,363
364,1820000,14.9156,2304.29,-57804.98828125,156.681,1944.57,364
365,1825000,14.9836,2301.25,-57868.29296875,156.6282,1928.82,365
366,1830000,14.926,2291.29,-58117.0,156.7516,1909.71,366
367,1835000,14.902,2278.97,-57916.29296875,156.6543,1947.29,367
368,1840000,15.0373,2331.93,-57959.21484375,156.5109,1969.34,368
369,1845000,14.9964,2272.05,-57912.10546875,156.8506,1915.31,369
370,1850000,15.0409,2326.8,-58387.171875,156.6711,1964.47,370
371,1855000,15.2056,2318.27,-58324.52734375,156.7832,1940.54,371
372,1860000,14.8395,2303.43,-58443.1796875,156.6495,1925.33,372
373,1865000,15.1322,2321.44,-58630.6640625,156.5625,1950.26,373
374,1870000,15.1142,2332.06,-58538.48046875,156.573,1966.9,374
375,1875000,15.1571,2305.15,-58641.1640625,156.5704,1937.06,375
376,1880000,15.0157,2318.99,-58701.43359375,156.6367,1961.95,376
377,1885000,15.0744,2301.56,-58872.6484375,156.6177,1952.32,377
378,1890000,15.3316,2337.46,-59012.01171875,156.5518,1980.4,378
379,1895000,15.037,2324.24,-59086.55859375,156.5202,1950.15,379
380,1900000,14.967,2311.83,-59106.90625,156.7434,1949.54,380
381,1905000,14.9708,2317.3,-59262.2109375,156.5253,1954.99,381
382,1910000,15.0874,2306.85,-59153.44140625,156.5803,1948.03,382
383,1915000,15.1321,2321.49,-59323.44921875,156.697,1970.36,383
384,1920000,15.0896,2333.13,-59327.84375,156.6597,1950.62,384
385,1925000,15.1357,2313.29,-59462.89453125,156.6458,1954.22,385
386,1930000,15.0581,2315.44,-59710.40234375,156.6462,1969.29,386
387,1935000,15.0136,2314.31,-59644.13671875,156.6938,1968.56,387
388,1940000,15.1371,2312.42,-59778.0546875,156.6652,1964.8,388
389,1945000,15.1402,2327.8,-59966.234375,156.6891,1971.79,389
390,1950000,15.136,2331.53,-59982.02734375,156.5729,1974.88,390
391,1955000,15.1198,2330.53,-60115.5859375,156.5404,1965.72,391
392,1960000,15.07,2325.85,-60169.9296875,156.6373,1943.08,392
393,1965000,14.9709,2302.6,-60034.87109375,156.6325,1964.7,393
