Running Reverse KL,Reward Loss,Itration,Running Forward KL,Real Det Return,Running Update Time,Real Sto Return,Running Env Steps
70.7511,-5025.1103515625,207,77.178,5351.47,207,5033.12,1035000
71.6566,-5088.95166015625,208,78.9736,5310.65,208,4317.51,1040000
65.1236,-4832.7548828125,209,72.6111,5550.86,209,4892.88,1045000
74.7643,-5268.35107421875,210,81.3284,5154.37,210,4643.94,1050000
58.3959,-4958.63818359375,211,71.5668,5521.75,211,4935.83,1055000
53.9815,-4799.46533203125,212,69.5312,5119.9,212,4281.8,1060000
76.4206,-5445.33984375,213,81.2437,4787.9,213,4831.08,1065000
76.1067,-5446.0927734375,214,80.2794,5579.29,214,4255.11,1070000
74.9674,-5602.119140625,215,81.5032,5527.59,215,4890.44,1075000
68.6905,-5416.51806640625,216,75.5718,5180.56,216,4126.08,1080000
69.8384,-5637.294921875,217,79.1567,5620.23,217,4900.41,1085000
71.5451,-5636.54248046875,218,80.5427,4630.08,218,4848.54,1090000
69.7395,-5773.728515625,219,78.8816,5140.56,219,4411.67,1095000
72.3276,-5883.11669921875,220,80.9392,5320.62,220,4594.87,1100000
58.6606,-5551.33740234375,221,71.9303,5606.62,221,4945.4,1105000
69.1097,-5838.861328125,222,76.3068,5092.1,222,4533.65,1110000
60.5948,-5682.2900390625,223,72.1173,5695.96,223,4772.27,1115000
67.0074,-5969.001953125,224,77.0322,5600.51,224,5000.57,1120000
69.3071,-6039.19921875,225,78.6812,5194.78,225,4703.14,1125000
71.9735,-6147.2255859375,226,77.2347,5401.26,226,4916.99,1130000
58.6933,-5756.8369140625,227,70.1456,5136.5,227,4280.37,1135000
65.7827,-6139.79541015625,228,72.9795,5317.49,228,4998.98,1140000
64.3136,-6199.97216796875,229,74.466,5422.8,229,4493.86,1145000
74.8031,-6368.05224609375,230,77.6909,5708.52,230,5220.68,1150000
70.5822,-6406.4130859375,231,74.7633,5694.07,231,4657.32,1155000
75.0406,-6603.361328125,232,78.8994,5448.69,232,5338.55,1160000
70.4977,-6562.0849609375,233,76.7768,5697.58,233,5247.24,1165000
70.2383,-6721.662109375,234,79.5751,5273.66,234,5084.24,1170000
60.3868,-6514.9716796875,235,71.8531,5038.73,235,4985.99,1175000
71.2003,-6818.587890625,236,77.6641,5689.67,236,4602.13,1180000
63.735,-6529.62109375,237,72.9971,5090.96,237,4225.29,1185000
66.1298,-6839.7158203125,238,74.884,5087.97,238,4981.04,1190000
66.7754,-6871.80029296875,239,74.0304,5672.17,239,5025.79,1195000
67.1482,-6907.7080078125,240,75.0534,5575.45,240,5166.37,1200000
65.4481,-6936.36376953125,241,75.6264,5607.02,241,4804.09,1205000
72.4639,-7120.50244140625,242,76.5238,5538.28,242,4960.58,1210000
59.9248,-6858.28662109375,243,70.859,4957.09,243,4162.65,1215000
69.9865,-7260.1923828125,244,76.6598,5587.82,244,5093.17,1220000
58.8492,-7048.130859375,245,72.0852,5529.57,245,4826.48,1225000
52.1817,-6665.40576171875,246,70.4993,5726.12,246,4470.0,1230000
61.0002,-7304.056640625,247,75.0199,5696.1,247,5049.43,1235000
71.4338,-7681.3291015625,248,79.3867,5733.6,248,4978.64,1240000
65.0463,-7592.4619140625,249,76.1697,5247.27,249,4695.8,1245000
55.9514,-7097.84765625,250,69.7956,5319.07,250,4826.29,1250000
57.2951,-7337.4931640625,251,71.0761,5671.83,251,5099.55,1255000
69.0111,-7923.9150390625,252,78.5178,5566.43,252,4690.64,1260000
72.6745,-7995.11474609375,253,79.2853,5520.95,253,5065.49,1265000
54.7909,-7381.35986328125,254,70.2359,5618.86,254,5271.68,1270000
63.1619,-7920.0625,255,75.0169,5748.36,255,4301.16,1275000
63.3654,-7942.23388671875,256,73.8819,5564.79,256,5208.8,1280000
65.6396,-8132.67626953125,257,76.4347,5638.78,257,5025.05,1285000
67.4729,-8050.3359375,258,75.0347,5299.81,258,4997.02,1290000
66.998,-8173.56689453125,259,78.3382,5678.64,259,4549.08,1295000
65.5817,-8166.7041015625,260,72.7622,5341.94,260,5214.84,1300000
61.1771,-8035.83154296875,261,72.0358,5160.7,261,3968.19,1305000
56.0218,-7705.77734375,262,69.9147,5719.38,262,4787.26,1310000
69.2993,-8435.34375,263,78.1308,5708.08,263,5194.22,1315000
67.358,-8356.2900390625,264,74.9943,5290.53,264,4622.59,1320000
69.8476,-8722.9208984375,265,77.3201,5644.96,265,4763.54,1325000
70.4828,-8568.4765625,266,76.7809,5599.19,266,5027.22,1330000
63.1371,-8377.443359375,267,72.3179,5775.07,267,5253.67,1335000
54.3702,-8108.4755859375,268,68.9162,5346.26,268,4894.79,1340000
70.091,-8868.87890625,269,76.7018,5196.74,269,5117.0,1345000
63.6559,-8616.9833984375,270,72.3655,5508.66,270,5135.94,1350000
61.6001,-8861.4541015625,271,74.1271,5513.23,271,4813.75,1355000
69.748,-9038.1416015625,272,75.599,5441.31,272,4840.19,1360000
66.914,-9037.5556640625,273,75.5221,5336.59,273,5279.46,1365000
68.2912,-9057.4541015625,274,76.5088,5503.77,274,5027.39,1370000
64.297,-9083.583984375,275,73.2092,5608.6,275,5239.59,1375000
70.0559,-9244.306640625,276,77.491,5726.63,276,5293.53,1380000
67.7853,-9332.66796875,277,76.7635,5816.92,277,5199.32,1385000
69.9308,-9288.1064453125,278,77.8393,5749.69,278,5118.73,1390000
71.6184,-9522.2548828125,279,80.5278,5672.65,279,4793.04,1395000
63.3579,-9055.65625,280,73.3247,5569.1,280,4509.39,1400000
70.2672,-9519.625,281,78.2531,5506.55,281,5109.19,1405000
66.5934,-9122.3466796875,282,74.414,5472.21,282,5102.39,1410000
70.6455,-9492.3369140625,283,79.2288,5665.09,283,5015.14,1415000
64.0503,-9130.369140625,284,74.6777,5687.57,284,4880.6,1420000
66.5473,-9601.1767578125,285,74.816,5570.11,285,5297.7,1425000
73.2365,-9758.958984375,286,79.906,5693.97,286,5077.11,1430000
71.5332,-9684.3798828125,287,79.0154,5423.84,287,4650.24,1435000
67.3788,-9361.1962890625,288,74.4306,5627.66,288,5215.69,1440000
70.0111,-9889.6005859375,289,79.4898,5745.99,289,4962.09,1445000
73.2468,-9925.3466796875,290,77.176,5595.5,290,5191.5,1450000
73.368,-10072.9482421875,291,77.669,5481.73,291,5129.58,1455000
68.8706,-9800.677734375,292,76.1665,5832.08,292,4611.28,1460000
77.7426,-10299.4501953125,293,79.676,5580.08,293,5238.92,1465000
72.0424,-10185.078125,294,79.2087,5708.78,294,4666.63,1470000
65.1774,-9642.529296875,295,73.8314,5708.45,295,5028.34,1475000
69.5846,-9931.4296875,296,78.2085,5435.07,296,5349.33,1480000
76.4956,-10282.291015625,297,82.1831,5412.76,297,5119.53,1485000
67.0137,-9710.44140625,298,76.2087,5660.68,298,4837.55,1490000
73.9317,-10280.7333984375,299,79.9284,5349.36,299,4987.36,1495000
73.3391,-10267.583984375,300,78.1908,5175.52,300,5041.72,1500000
68.4558,-10254.57421875,301,78.5311,5419.59,301,4916.62,1505000
64.7289,-10060.5771484375,302,75.1432,5717.35,302,5152.33,1510000
63.7105,-9734.435546875,303,76.6907,4940.39,303,5091.18,1515000
71.8071,-10369.4208984375,304,78.166,5180.19,304,4903.22,1520000
68.1775,-10160.2919921875,305,76.6083,5735.52,305,5052.0,1525000
76.4211,-10535.826171875,306,80.0804,5634.9,306,4959.04,1530000
70.1388,-10574.51953125,307,77.4168,5304.59,307,4865.93,1535000
69.8503,-10434.38671875,308,78.9607,5484.67,308,3593.68,1540000
72.5702,-10637.6123046875,309,80.7537,5608.82,309,4570.43,1545000
72.3283,-10868.2666015625,310,80.4408,5417.46,310,5209.32,1550000
68.809,-10617.71875,311,79.4225,5767.69,311,5136.08,1555000
68.1484,-10640.767578125,312,77.7954,5414.61,312,5082.63,1560000
68.5451,-10847.923828125,313,78.2596,5622.92,313,5255.35,1565000
62.9166,-10052.6982421875,314,74.6021,5603.12,314,4241.23,1570000
69.8346,-10741.7255859375,315,78.5455,5719.97,315,5129.81,1575000
74.7769,-10828.419921875,316,78.209,5571.44,316,4417.55,1580000
72.3717,-10968.0673828125,317,81.349,5644.41,317,4488.52,1585000
71.4482,-10980.5869140625,318,80.1057,5434.39,318,4750.43,1590000
70.7479,-11034.30078125,319,78.5539,5722.93,319,3831.9,1595000
72.2577,-10901.451171875,320,80.2096,5481.81,320,4951.92,1600000
66.9801,-10449.1826171875,321,73.9905,5296.28,321,4992.41,1605000
74.0239,-11187.7841796875,322,81.0178,5477.82,322,4415.87,1610000
66.5526,-10693.126953125,323,75.0503,5397.2,323,4280.9,1615000
76.4918,-11344.921875,324,82.9589,5359.86,324,4727.88,1620000
65.413,-10012.6728515625,325,74.925,5343.61,325,5241.94,1625000
73.1808,-11207.4658203125,326,80.435,5058.96,326,4975.25,1630000
73.7425,-11218.7060546875,327,81.0019,5229.99,327,4526.26,1635000
70.824,-11261.576171875,328,78.2125,5716.43,328,5271.22,1640000
73.8189,-11302.3583984375,329,82.0065,5155.03,329,4882.93,1645000
71.7167,-11333.8583984375,330,80.2405,5066.87,330,4925.27,1650000
68.896,-10869.1337890625,331,75.2412,5603.54,331,4932.64,1655000
71.192,-11543.373046875,332,80.7565,4509.09,332,4583.97,1660000
74.199,-11307.7626953125,333,80.364,5106.08,333,4791.37,1665000
77.7566,-11736.982421875,334,81.5557,5577.52,334,5130.39,1670000
73.414,-11386.5009765625,335,78.9307,5244.04,335,4514.14,1675000
74.3062,-11571.1474609375,336,79.6281,5444.31,336,5052.61,1680000
69.6913,-11132.7080078125,337,75.6781,5693.15,337,4716.87,1685000
74.8343,-11714.1416015625,338,78.7503,5759.46,338,5318.68,1690000
75.2085,-11717.1689453125,339,79.4784,5467.73,339,5112.19,1695000
65.4405,-10825.7314453125,340,74.4313,5157.36,340,4653.66,1700000
77.9113,-11834.7451171875,341,80.294,5702.64,341,4607.62,1705000
74.1281,-11773.9423828125,342,80.8665,5398.29,342,4228.66,1710000
73.4564,-11640.2685546875,343,77.5961,5687.12,343,5143.45,1715000
67.4842,-11089.4375,344,75.3363,5206.47,344,5180.7,1720000
77.6543,-12113.6494140625,345,81.4481,5415.42,345,4518.79,1725000
72.2447,-11441.3125,346,77.2274,5250.08,346,4948.57,1730000
73.0226,-11921.375,347,80.3165,5149.07,347,5114.13,1735000
75.351,-11834.453125,348,78.131,5668.13,348,5277.65,1740000
74.5665,-12163.927734375,349,79.9173,5213.27,349,5098.5,1745000
70.2467,-11993.6201171875,350,76.8042,5427.43,350,5152.96,1750000
66.716,-11526.3427734375,351,76.4785,5407.78,351,4878.26,1755000
78.5777,-12258.978515625,352,82.2706,5196.27,352,4479.6,1760000
78.9833,-12351.611328125,353,84.0467,5608.15,353,5265.92,1765000
78.5567,-12540.625,354,82.0648,5672.93,354,5007.14,1770000
78.3628,-12465.9267578125,355,80.6745,5473.32,355,5349.59,1775000
78.6932,-12382.896484375,356,83.6389,5402.28,356,4577.46,1780000
78.7057,-12484.0546875,357,81.2695,5596.79,357,4453.72,1785000
71.8627,-12187.494140625,358,77.8378,5425.15,358,4951.55,1790000
74.1391,-12432.9609375,359,79.0983,5334.51,359,4690.58,1795000
80.0473,-12748.927734375,360,83.4841,5472.36,360,5149.06,1800000
80.2694,-12535.494140625,361,82.4211,5370.12,361,5348.98,1805000
75.2625,-12291.6875,362,80.0766,5621.34,362,5190.28,1810000
80.1036,-12747.2763671875,363,82.1145,5678.96,363,5066.9,1815000
76.0342,-12551.45703125,364,80.7122,5644.16,364,4450.98,1820000
78.2025,-12481.205078125,365,82.5399,5193.88,365,5070.47,1825000
75.9383,-12497.3994140625,366,78.8618,5409.88,366,4888.65,1830000
75.4515,-12628.80078125,367,80.6825,5545.82,367,5043.32,1835000
74.5815,-12642.9931640625,368,79.9496,5427.38,368,4869.84,1840000
82.0852,-12834.0048828125,369,84.2171,5584.81,369,4142.19,1845000
68.2796,-11841.189453125,370,74.738,5359.84,370,4640.47,1850000
76.8296,-12716.3369140625,371,81.807,5591.73,371,4981.39,1855000
77.5274,-12701.5,372,82.1136,5323.71,372,5028.8,1860000
79.3341,-12879.0947265625,373,82.7814,5532.93,373,5202.41,1865000
78.188,-12857.7802734375,374,82.0356,5483.5,374,4876.03,1870000
75.6186,-12961.1865234375,375,81.1966,5572.93,375,5216.29,1875000
76.8991,-12831.9560546875,376,80.6637,5640.59,376,5198.32,1880000
77.7996,-12844.7724609375,377,83.5476,5693.14,377,4971.13,1885000
80.9294,-12889.861328125,378,83.2424,5660.84,378,5230.2,1890000
69.8013,-12143.5029296875,379,74.9439,5496.58,379,4983.91,1895000
74.3917,-12457.3994140625,380,77.6265,4758.71,380,5080.55,1900000
75.8866,-13024.2548828125,381,81.6789,5441.96,381,5379.69,1905000
78.6201,-13018.0947265625,382,83.1842,4890.31,382,4846.13,1910000
79.6555,-13111.4677734375,383,83.7249,5766.17,383,5363.73,1915000
61.8205,-11497.55078125,384,70.616,5749.69,384,5254.62,1920000
70.2281,-12257.6669921875,385,75.3703,5117.93,385,5062.15,1925000
76.563,-13242.498046875,386,82.697,5582.76,386,5171.2,1930000
